gameId,market,source_or_reason,clv
2250161,fg_under,line_moved,U7.5->7.5
2250156,fg_ml_home,proxy_snapshot,0
2250156,fg_ml_away,proxy_snapshot,0
2250156,fg_over,line_moved,O6.5->6.5
2250156,fg_under,line_moved,U6.5->6.5
2250157,fg_ml_home,proxy_snapshot,0
2250157,fg_ml_away,proxy_snapshot,0
2250157,fg_over,line_moved,O6.5->6.5
2250157,fg_under,line_moved,U6.5->6.5
2250158,fg_ml_home,proxy_snapshot,0
2250158,fg_ml_away,proxy_snapshot,0
2250158,fg_over,line_moved,O7.5->7.5
2250158,fg_under,line_moved,U7.5->7.5
