gamesId,anGameId,gameDate,matchup,seq,completed,schedStatus,fg_proj,fg_ml_book,fg_total_book,fg_rl_book,fg_actual,fg_graded_games,f5_proj,f5_total_proj,f5_book,f5_actual,f5_graded_games,nrfi_proj,nrfi_book,nrfi_actual,nrfi_graded_games,teamhr_proj,k_props,k_proj,k_line,k_actual,k_graded,hr_props,hr_proj,hr_actual,hr_graded,bt_rows,bt_settled,bt_no_action,bt_quarantined,bt_with_clv,bt_with_closing,outcomeIngested
2250067,285707,2026-03-31,CWS@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2252346,285716,2026-03-31,DET@ARI,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250070,285711,2026-03-31,LAA@CHC,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250072,285712,2026-03-31,NYM@STL,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250075,285715,2026-03-31,NYY@SEA,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250065,285705,2026-03-31,PIT@CIN,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250074,285714,2026-03-31,SF@SD,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250071,285710,2026-03-31,TB@MIL,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250064,285704,2026-03-31,TEX@BAL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250066,285706,2026-03-31,WSH@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,20,20,20,20,15,0,1,14,0,0,0
2250077,286035,2026-04-01,ATH@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250085,286043,2026-04-01,BOS@HOU,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,20,20,20,20,15,0,1,14,0,0,0
2250090,286049,2026-04-01,CLE@LAD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250081,286039,2026-04-01,COL@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250082,286040,2026-04-01,CWS@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2252360,286045,2026-04-01,DET@ARI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250086,286044,2026-04-01,LAA@CHC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250089,286048,2026-04-01,MIN@KC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250083,286041,2026-04-01,NYM@STL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250088,286047,2026-04-01,NYY@SEA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250079,286037,2026-04-01,PIT@CIN,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250087,286046,2026-04-01,SF@SD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250084,286042,2026-04-01,TB@MIL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250078,286036,2026-04-01,TEX@BAL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250080,286038,2026-04-01,WSH@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2252367,286069,2026-04-02,ATL@ARI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250091,286067,2026-04-02,MIN@KC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
