gamesId,anGameId,gameDate,matchup,seq,completed,schedStatus,fg_proj,fg_ml_book,fg_total_book,fg_rl_book,fg_actual,fg_graded_games,f5_proj,f5_total_proj,f5_book,f5_actual,f5_graded_games,nrfi_proj,nrfi_book,nrfi_actual,nrfi_graded_games,teamhr_proj,k_props,k_proj,k_line,k_actual,k_graded,hr_props,hr_proj,hr_actual,hr_graded,bt_rows,bt_settled,bt_no_action,bt_quarantined,bt_with_clv,bt_with_closing,outcomeIngested
2250015,285616,2026-03-26,TEX@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,18,18,18,15,0,1,14,0,0,0
2250009,285611,2026-03-26,WSH@CHC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,0,18,18,18,18,15,0,1,14,0,0,0
2252293,285629,2026-03-27,ARI@LAD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,0,0,0,0,14,0,0,14,0,0,0
2250018,285623,2026-03-27,ATH@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250023,285628,2026-03-27,CLE@SEA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,0,0,0,0,14,0,0,14,0,0,0
2250019,285624,2026-03-27,COL@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250022,285627,2026-03-27,DET@SD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,0,0,0,0,14,0,0,14,0,0,0
2250020,285625,2026-03-27,KC@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250021,285626,2026-03-27,LAA@HOU,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,0,0,0,0,14,0,0,14,0,0,0
2250017,285622,2026-03-27,NYY@SF,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2252307,285643,2026-03-28,ARI@LAD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250026,285632,2026-03-28,ATH@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250029,285637,2026-03-28,BOS@CIN,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250037,285644,2026-03-28,CLE@SEA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250031,285635,2026-03-28,COL@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250033,285638,2026-03-28,CWS@MIL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250036,285642,2026-03-28,DET@SD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250034,285641,2026-03-28,KC@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250032,285639,2026-03-28,LAA@HOU,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250027,285634,2026-03-28,MIN@BAL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250035,285640,2026-03-28,NYY@SF,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250030,285636,2026-03-28,PIT@NYM,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250024,285630,2026-03-28,TB@STL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250028,285633,2026-03-28,TEX@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250025,285631,2026-03-28,WSH@CHC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250041,285652,2026-03-29,ATH@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250042,285654,2026-03-29,BOS@CIN,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250049,285660,2026-03-29,CLE@SEA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250044,285653,2026-03-29,COL@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,18,18,18,18,15,0,1,14,0,0,0
2250046,285657,2026-03-29,CWS@MIL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250040,285651,2026-03-29,KC@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250045,285656,2026-03-29,LAA@HOU,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,19,19,19,19,15,0,1,14,0,0,0
2250038,285649,2026-03-29,MIN@BAL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250043,285655,2026-03-29,PIT@NYM,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250047,285658,2026-03-29,TB@STL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250039,285650,2026-03-29,TEX@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250048,285659,2026-03-29,WSH@CHC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250056,285677,2026-03-30,ATH@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250060,285681,2026-03-30,BOS@HOU,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250063,285685,2026-03-30,CLE@LAD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250055,285676,2026-03-30,COL@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250054,285675,2026-03-30,CWS@MIA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2252334,285684,2026-03-30,DET@ARI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250057,285678,2026-03-30,LAA@CHC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250050,285671,2026-03-30,MIN@KC,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250059,285680,2026-03-30,NYM@STL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250062,285683,2026-03-30,NYY@SEA,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250052,285673,2026-03-30,PIT@CIN,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250061,285682,2026-03-30,SF@SD,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250058,285679,2026-03-30,TB@MIL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250051,285672,2026-03-30,TEX@BAL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
2250053,285674,2026-03-30,WSH@PHI,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,18,18,18,15,0,1,14,0,0,0
2250069,285709,2026-03-31,ATH@ATL,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,18,18,18,18,15,0,1,14,0,0,0
2250073,285713,2026-03-31,BOS@HOU,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250076,285717,2026-03-31,CLE@LAD,1,1,complete,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0
2250068,285708,2026-03-31,COL@TOR,1,1,complete,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,18,18,18,18,15,0,1,14,0,0,0
