TABLE_NAME	ORDINAL_POSITION	COLUMN_NAME	COLUMN_TYPE	IS_NULLABLE	COLUMN_DEFAULT	COLUMN_KEY
mlb_umpire_modifiers	8	totalR	int	YES	\N	
mlb_umpire_modifiers	9	kRate	double	YES	\N	
mlb_umpire_modifiers	10	bbRate	double	YES	\N	
mlb_umpire_modifiers	11	kModifier	double	YES	\N	
mlb_umpire_modifiers	12	bbModifier	double	YES	\N	
mlb_umpire_modifiers	13	seasonsIncluded	varchar(32)	YES	\N	
mlb_umpire_modifiers	14	lastFetchedAt	bigint	YES	\N	
mlb_umpire_modifiers	15	createdAt	timestamp	NO	CURRENT_TIMESTAMP	
mlb_umpire_modifiers	16	updatedAt	timestamp	NO	CURRENT_TIMESTAMP	
odds_history	1	id	int	NO	\N	PRI
odds_history	2	gameId	int	NO	\N	
odds_history	3	sport	varchar(16)	NO	\N	
odds_history	4	scrapedAt	bigint	NO	\N	
odds_history	5	source	enum('auto','manual')	NO	auto	
odds_history	6	awaySpread	varchar(16)	YES	\N	
odds_history	7	awaySpreadOdds	varchar(16)	YES	\N	
odds_history	8	homeSpread	varchar(16)	YES	\N	
odds_history	9	homeSpreadOdds	varchar(16)	YES	\N	
odds_history	10	total	varchar(16)	YES	\N	
odds_history	11	overOdds	varchar(16)	YES	\N	
odds_history	12	underOdds	varchar(16)	YES	\N	
odds_history	13	awayML	varchar(16)	YES	\N	
odds_history	14	homeML	varchar(16)	YES	\N	
odds_history	15	createdAt	timestamp	NO	CURRENT_TIMESTAMP	
odds_history	16	spreadAwayBetsPct	tinyint	YES	\N	
odds_history	17	spreadAwayMoneyPct	tinyint	YES	\N	
odds_history	18	totalOverBetsPct	tinyint	YES	\N	
odds_history	19	totalOverMoneyPct	tinyint	YES	\N	
odds_history	20	mlAwayBetsPct	tinyint	YES	\N	
odds_history	21	mlAwayMoneyPct	tinyint	YES	\N	
odds_history	22	lineSource	enum('open','dk')	YES	\N	
tracked_bets	1	id	int	NO	\N	PRI
tracked_bets	2	userId	int	NO	\N	MUL
tracked_bets	3	gameId	int	YES	\N	MUL
tracked_bets	4	sport	varchar(16)	NO	MLB	MUL
tracked_bets	5	gameDate	varchar(20)	NO	\N	MUL
tracked_bets	6	awayTeam	varchar(128)	YES	\N	
tracked_bets	7	homeTeam	varchar(128)	YES	\N	
tracked_bets	8	betType	enum('ML','RL','OVER','UNDER','PROP','PARLAY','TEASER','FUTURE','CUSTOM')	NO	ML	
tracked_bets	9	pick	varchar(255)	NO	\N	
tracked_bets	10	odds	int	NO	\N	
tracked_bets	11	risk	decimal(10,2)	NO	\N	
tracked_bets	12	toWin	decimal(10,2)	NO	\N	
tracked_bets	13	book	varchar(64)	YES	\N	
tracked_bets	14	notes	text	YES	\N	
tracked_bets	15	result	enum('PENDING','WIN','LOSS','PUSH','VOID')	NO	PENDING	MUL
tracked_bets	16	createdAt	timestamp	NO	CURRENT_TIMESTAMP	
tracked_bets	17	updatedAt	timestamp	NO	CURRENT_TIMESTAMP	
tracked_bets	18	anGameId	int	YES	\N	
tracked_bets	19	timeframe	enum('FULL_GAME','FIRST_5','FIRST_INNING','NRFI','YRFI','REGULATION','FIRST_PERIOD','FIRST_HALF','FIRST_QUARTER')	NO	FULL_GAME	
tracked_bets	20	market	enum('ML','RL','TOTAL')	NO	ML	
tracked_bets	21	pickSide	enum('AWAY','HOME','OVER','UNDER')	YES	\N	
tracked_bets	22	line	decimal(6,1)	YES	\N	
tracked_bets	23	awayScore	varchar(16)	YES	\N	
tracked_bets	24	homeScore	varchar(16)	YES	\N	
tracked_bets	25	wagerType	enum('PREGAME','LIVE')	NO	PREGAME	
tracked_bets	26	customLine	decimal(6,1)	YES	\N	
tracked_bets	27	riskUnits	decimal(8,2)	YES	\N	
tracked_bets	28	toWinUnits	decimal(8,2)	YES	\N	
tracked_bets	29	gameNumber	int	YES	1	
