anGameId,gameDate,matchup,seq,schedStatus,schedAway,schedHome,gamesId,gamesStatus,mlbGamePk,linkStatus,statusMismatch,published,hasClosingML,hasClosingTotal
291517,2026-07-02,TB@KC,1,complete,5,2,2251229,final,824093,LINKED,0,1,0,0
291525,2026-07-03,BAL@CIN,1,complete,3,0,2251236,final,824498,LINKED,0,1,1,1
291530,2026-07-03,BOS@LAA,1,complete,5,2,2251241,final,824013,LINKED,0,1,0,0
291526,2026-07-03,CWS@CLE,1,complete,3,4,2251237,final,824417,LINKED,0,1,1,1
291532,2026-07-03,MIA@ATH,1,complete,12,5,2251242,final,824982,LINKED,0,1,0,0
291531,2026-07-03,MIL@ARI,1,complete,7,4,2253598,final,825062,LINKED,0,1,0,0
291524,2026-07-03,MIN@NYY,1,complete,2,5,2251235,final,823527,LINKED,0,1,1,1
291527,2026-07-03,NYM@ATL,1,complete,3,5,2251238,final,824904,LINKED,0,1,1,1
291523,2026-07-03,PIT@WSH,1,complete,5,9,2251234,final,822714,LINKED,0,1,1,1
291533,2026-07-03,SD@LAD,1,complete,3,4,2251243,final,823933,LINKED,0,1,0,0
291528,2026-07-03,SF@COL,1,complete,3,15,2251239,final,824336,LINKED,0,1,0,0
291522,2026-07-03,STL@CHC,1,complete,17,1,2251233,final,824659,LINKED,0,1,1,1
291529,2026-07-03,TB@HOU,1,complete,3,1,2251240,final,824173,LINKED,0,1,0,0
291534,2026-07-03,TOR@SEA,1,complete,2,0,2251244,final,823120,LINKED,0,1,0,0
291539,2026-07-04,BAL@CIN,1,complete,8,5,2251249,final,824499,LINKED,0,1,1,1
291546,2026-07-04,BOS@LAA,1,complete,8,1,2251256,final,824012,LINKED,0,1,0,0
291541,2026-07-04,CWS@CLE,1,complete,3,1,2251251,final,824415,LINKED,0,1,1,1
291537,2026-07-04,DET@TEX,1,complete,3,0,2251247,final,822882,LINKED,0,1,1,1
291547,2026-07-04,MIA@ATH,1,complete,7,2,2251257,final,824983,LINKED,0,1,0,0
291548,2026-07-04,MIL@ARI,1,complete,3,4,2253614,final,825063,LINKED,0,1,0,0
291536,2026-07-04,MIN@NYY,1,complete,11,4,2251246,final,823526,LINKED,0,1,1,1
291542,2026-07-04,NYM@ATL,1,complete,3,14,2251253,final,824903,LINKED,0,1,0,0
291544,2026-07-04,PHI@KC,1,complete,6,1,2251255,final,824092,LINKED,0,1,0,0
291535,2026-07-04,PIT@WSH,1,complete,7,1,2251245,final,822716,LINKED,0,1,1,1
291549,2026-07-04,SD@LAD,1,complete,0,3,2251258,final,823932,LINKED,0,1,0,0
291545,2026-07-04,SF@COL,1,complete,6,4,2251254,final,824334,LINKED,0,1,0,0
291543,2026-07-04,STL@CHC,1,complete,3,0,2251252,final,824658,LINKED,0,1,0,0
291540,2026-07-04,TB@HOU,1,complete,8,10,2251250,final,824171,LINKED,0,1,1,1
291538,2026-07-04,TOR@SEA,1,complete,0,11,2251248,final,823118,LINKED,0,1,1,1
291552,2026-07-05,BAL@CIN,1,complete,2,3,2251260,final,824497,LINKED,0,1,1,1
291564,2026-07-05,BOS@LAA,1,complete,7,5,2251272,final,824010,LINKED,0,1,0,0
291554,2026-07-05,CWS@CLE,1,complete,7,6,2251263,final,824413,LINKED,0,1,1,1
291558,2026-07-05,DET@TEX,1,complete,6,3,2251267,final,822879,LINKED,0,1,1,1
291561,2026-07-05,MIA@ATH,1,complete,9,8,2251269,final,824980,LINKED,0,1,1,1
291560,2026-07-05,MIL@ARI,1,complete,3,2,2253626,final,825061,LINKED,0,1,1,1
291553,2026-07-05,MIN@NYY,1,complete,6,1,2251262,final,823525,LINKED,0,1,1,1
291550,2026-07-05,NYM@ATL,1,complete,10,9,2251259,final,824902,LINKED,0,1,1,1
291556,2026-07-05,PHI@KC,1,complete,2,5,2251265,final,824091,LINKED,0,1,1,1
291551,2026-07-05,PIT@WSH,1,complete,11,5,2251261,final,822715,LINKED,0,1,1,1
291563,2026-07-05,SD@LAD,1,complete,5,2,2251271,final,823931,LINKED,0,1,1,1
291559,2026-07-05,SF@COL,1,complete,6,7,2251268,final,824333,LINKED,0,1,1,1
291555,2026-07-05,STL@CHC,1,complete,4,6,2251264,final,824656,LINKED,0,1,1,1
291557,2026-07-05,TB@HOU,1,complete,0,2,2251266,final,824172,LINKED,0,1,1,1
291562,2026-07-05,TOR@SEA,1,complete,0,4,2251270,final,823117,LINKED,0,1,1,1
291588,2026-07-06,ARI@SD,1,complete,8,0,2253636,final,823282,LINKED,0,1,0,0
291590,2026-07-06,COL@LAD,1,complete,7,8,2251279,final,823930,LINKED,0,1,0,0
291585,2026-07-06,HOU@WSH,1,complete,11,12,2251275,final,822712,LINKED,0,1,1,1
291587,2026-07-06,MIL@STL,1,complete,4,3,2251277,final,823036,LINKED,0,1,1,1
291586,2026-07-06,NYM@ATL,1,complete,7,6,2251276,final,824900,LINKED,0,1,1,1
291584,2026-07-06,NYY@TB,1,complete,5,1,2251274,final,822958,LINKED,0,1,1,1
291583,2026-07-06,PHI@KC,1,complete,1,15,2251273,final,824089,LINKED,0,1,1,1
291589,2026-07-06,TOR@SF,1,complete,1,10,2251278,final,823205,LINKED,0,1,0,0
291624,2026-07-07,ARI@SD,1,complete,1,4,2253651,final,823280,LINKED,0,1,0,0
291613,2026-07-07,ATH@DET,1,complete,2,6,2251281,final,824254,LINKED,0,1,1,1
291615,2026-07-07,ATL@PIT,1,complete,4,12,2251282,final,823361,LINKED,0,1,1,1
291621,2026-07-07,BOS@CWS,1,complete,8,1,2251289,final,824579,LINKED,0,1,1,1
291612,2026-07-07,CHC@BAL,1,complete,5,2,2251280,final,824820,LINKED,0,1,1,1
291620,2026-07-07,CLE@MIN,1,complete,1,3,2251288,final,823687,LINKED,0,1,1,1
291626,2026-07-07,COL@LAD,1,complete,4,3,2251293,final,823929,LINKED,0,1,0,0
291617,2026-07-07,HOU@WSH,1,complete,6,3,2251285,final,822713,LINKED,0,1,1,1
291619,2026-07-07,KC@NYM,1,complete,16,12,2251286,final,823607,LINKED,0,1,1,1
291623,2026-07-07,LAA@TEX,1,complete,3,8,2251291,final,822881,LINKED,0,1,0,0
291611,2026-07-07,MIL@STL,1,complete,4,3,2251290,final,823035,LINKED,0,1,1,1
291622,2026-07-07,MIL@STL,2,complete,10,2,,,,UNLINKED,0,,1,1
291616,2026-07-07,NYY@TB,1,complete,4,6,2251284,final,822956,LINKED,0,1,1,1
291618,2026-07-07,PHI@CIN,1,complete,4,1,2251287,final,824495,LINKED,0,1,1,1
291614,2026-07-07,SEA@MIA,1,complete,5,6,2251283,final,823847,LINKED,0,1,1,1
291625,2026-07-07,TOR@SF,1,complete,9,3,2251292,final,823203,LINKED,0,1,0,0
291644,2026-07-08,ARI@SD,1,complete,4,10,2253668,final,823279,LINKED,0,1,0,0
291634,2026-07-08,ATH@DET,1,complete,1,6,2251296,final,824253,LINKED,0,1,1,1
291635,2026-07-08,ATL@PIT,1,complete,3,0,2251297,final,823360,LINKED,0,1,1,1
291640,2026-07-08,BOS@CWS,1,complete,5,0,2251304,final,824578,LINKED,0,1,1,1
291631,2026-07-08,CHC@BAL,1,complete,9,7,2251295,final,824815,LINKED,0,1,1,1
291639,2026-07-08,CLE@MIN,1,complete,5,6,2251303,final,823684,LINKED,0,1,1,1
291643,2026-07-08,COL@LAD,1,complete,3,4,2251307,final,823928,LINKED,0,1,0,0
291636,2026-07-08,HOU@WSH,1,complete,2,8,2251300,final,822710,LINKED,0,1,1,1
291637,2026-07-08,KC@NYM,1,complete,2,6,2251301,final,823605,LINKED,0,1,1,1
291642,2026-07-08,LAA@TEX,1,complete,13,1,2251306,final,822880,LINKED,0,1,0,0
291641,2026-07-08,MIL@STL,1,complete,1,5,2251305,final,823032,LINKED,0,1,1,1
291632,2026-07-08,NYY@TB,1,complete,0,3,2251299,final,822957,LINKED,0,1,1,1
291638,2026-07-08,PHI@CIN,1,complete,5,11,2251302,final,824496,LINKED,0,1,1,1
291633,2026-07-08,SEA@MIA,1,complete,0,2,2251298,final,823848,LINKED,0,1,1,1
291630,2026-07-08,TOR@SF,1,complete,10,0,2251294,final,823202,LINKED,0,1,1,1
291688,2026-07-09,ARI@SD,1,complete,3,1,2253680,final,823277,LINKED,0,1,0,0
291684,2026-07-09,ATH@DET,1,complete,1,4,2251314,final,824251,LINKED,0,1,1,1
291677,2026-07-09,ATL@PIT,1,complete,10,5,2251308,final,823359,LINKED,0,1,0,0
291681,2026-07-09,BOS@CWS,1,complete,2,1,2251312,final,824577,LINKED,0,1,0,0
291682,2026-07-09,CHC@BAL,1,complete,2,3,2251313,final,824816,LINKED,0,1,0,0
291680,2026-07-09,CLE@MIN,1,complete,5,2,2251311,final,823683,LINKED,0,1,0,0
291689,2026-07-09,COL@SF,1,complete,2,8,2251319,final,823201,LINKED,0,1,0,0
291679,2026-07-09,KC@NYM,1,complete,3,7,2251309,final,823606,LINKED,0,1,0,0
291687,2026-07-09,LAA@TEX,1,complete,6,7,2251318,final,822877,LINKED,0,1,0,0
291686,2026-07-09,MIL@STL,1,complete,8,4,2251317,final,823034,LINKED,0,1,1,1
291678,2026-07-09,NYY@TB,1,complete,12,4,2251310,final,822954,LINKED,0,1,0,0
291685,2026-07-09,PHI@CIN,1,complete,1,0,2251316,final,824494,LINKED,0,1,1,1
291683,2026-07-09,SEA@MIA,1,complete,4,8,2251315,final,823846,LINKED,0,1,1,1
291723,2026-07-10,ARI@LAD,1,complete,9,3,2253695,final,823927,LINKED,0,1,0,0
291718,2026-07-10,ATH@CWS,1,complete,1,14,2251328,final,824575,LINKED,0,1,0,0
291721,2026-07-10,ATL@STL,1,complete,1,2,2251331,final,823033,LINKED,0,1,0,0
291716,2026-07-10,BOS@NYM,1,complete,6,2,2251325,final,823604,LINKED,0,1,0,0
291715,2026-07-10,CHC@CIN,1,complete,0,4,2251324,final,824493,LINKED,0,1,1,1
291717,2026-07-10,CLE@MIA,1,complete,3,2,2251327,final,823845,LINKED,0,1,1,1
291724,2026-07-10,COL@SF,1,complete,4,3,2251333,final,823200,LINKED,0,1,0,0
291719,2026-07-10,HOU@TEX,1,complete,3,7,2251329,final,822878,LINKED,0,1,0,0
291713,2026-07-10,KC@BAL,1,complete,3,5,2251323,final,824817,LINKED,0,1,1,1
291720,2026-07-10,LAA@MIN,1,complete,4,3,2251330,final,823685,LINKED,0,1,0,0
291711,2026-07-10,MIL@PIT,1,postponed,6,7,2251321,postponed,823357,LINKED,0,1,0,0
291712,2026-07-10,NYY@WSH,1,complete,5,3,2251322,final,822709,LINKED,0,1,0,0
291710,2026-07-10,PHI@DET,1,complete,2,10,2251320,final,824252,LINKED,0,1,1,1
291714,2026-07-10,SEA@TB,1,complete,2,7,2251326,final,822955,LINKED,0,1,1,1
291722,2026-07-10,TOR@SD,1,complete,5,3,2251332,final,823278,LINKED,0,1,0,0
291740,2026-07-11,ARI@LAD,1,complete,9,2,2253711,final,823926,LINKED,0,1,0,0
291726,2026-07-11,ATH@CWS,1,complete,0,1,2251340,final,824576,LINKED,0,1,1,1
291738,2026-07-11,ATL@STL,1,complete,1,4,2251346,final,823030,LINKED,0,1,1,1
291731,2026-07-11,BOS@NYM,1,complete,4,0,2251338,final,823603,LINKED,0,1,1,1
291737,2026-07-11,CHC@CIN,1,complete,5,3,2251345,final,824492,LINKED,0,1,1,1
291732,2026-07-11,CLE@MIA,1,complete,4,1,2251341,final,823844,LINKED,0,1,1,1
291728,2026-07-11,COL@SF,1,complete,2,4,2251335,final,823198,LINKED,0,1,1,1
291736,2026-07-11,HOU@TEX,1,complete,9,3,2251344,final,822875,LINKED,0,1,1,1
291735,2026-07-11,KC@BAL,1,complete,1,6,2251343,final,824813,LINKED,0,1,1,1
291727,2026-07-11,LAA@MIN,1,complete,3,5,2251334,final,823682,LINKED,0,1,1,1
292947,2026-07-11,MIL@PIT,1,complete,6,7,2251337,final,823356,LINKED,0,1,1,1
291729,2026-07-11,MIL@PIT,2,complete,2,3,,,,UNLINKED,0,,1,1
291730,2026-07-11,NYY@WSH,1,complete,4,2,2251336,final,822711,LINKED,0,1,1,1
291734,2026-07-11,PHI@DET,1,complete,4,2,2251342,final,824249,LINKED,0,1,1,1
291733,2026-07-11,SEA@TB,1,complete,1,6,2251339,final,822953,LINKED,0,1,1,1
291739,2026-07-11,TOR@SD,1,complete,7,8,2251347,final,823276,LINKED,0,1,0,0
291754,2026-07-12,ARI@LAD,1,complete,5,3,2253725,final,823925,LINKED,0,1,1,1
291750,2026-07-12,ATH@CWS,1,complete,1,9,2251357,final,824574,LINKED,0,1,1,1
291751,2026-07-12,ATL@STL,1,complete,4,3,2251358,final,823029,LINKED,0,1,1,1
291748,2026-07-12,BOS@NYM,1,complete,3,2,2251352,final,823602,LINKED,0,1,1,1
291744,2026-07-12,CHC@CIN,1,complete,8,4,2251351,final,824491,LINKED,0,1,1,1
291746,2026-07-12,CLE@MIA,1,complete,5,2,2251355,final,823842,LINKED,0,1,1,1
291753,2026-07-12,COL@SF,1,complete,1,3,2251360,final,823199,LINKED,0,1,1,1
291752,2026-07-12,HOU@TEX,1,complete,5,6,2251359,final,822876,LINKED,0,1,1,1
291743,2026-07-12,KC@BAL,1,complete,2,8,2251349,final,824814,LINKED,0,1,1,1
291749,2026-07-12,LAA@MIN,1,complete,2,4,2251356,final,823681,LINKED,0,1,1,1
291741,2026-07-12,MIL@PIT,1,complete,5,14,2251348,final,823358,LINKED,0,1,1,1
291742,2026-07-12,NYY@WSH,1,complete,5,3,2251350,final,822708,LINKED,0,1,1,1
291745,2026-07-12,PHI@DET,1,complete,5,0,2251354,final,824250,LINKED,0,1,1,1
291747,2026-07-12,SEA@TB,1,complete,8,2,2251353,final,822951,LINKED,0,1,1,1
291755,2026-07-12,TOR@SD,1,complete,4,5,2251361,final,823274,LINKED,0,1,1,1
291776,2026-07-14,AL@NL,1,complete,4,0,4110001,upcoming,,LINKED,1,1,0,0
291842,2026-07-16,NYM@PHI,1,complete,4,1,2251362,final,823440,LINKED,0,1,1,1
291884,2026-07-17,BAL@HOU,1,complete,3,2,2251370,final,824170,LINKED,0,1,0,0
291885,2026-07-17,CIN@COL,1,complete,7,2,2251372,final,824332,LINKED,0,1,0,0
291880,2026-07-17,CWS@TOR,1,complete,12,4,2251364,final,822789,LINKED,0,1,1,1
291886,2026-07-17,DET@LAA,1,complete,2,1,2251373,final,824009,LINKED,0,1,0,0
291876,2026-07-17,LAD@NYY,1,complete,2,1,2251363,final,823524,LINKED,0,1,1,1
291881,2026-07-17,MIA@MIL,1,complete,1,2,2251368,final,823766,LINKED,0,1,1,1
291882,2026-07-17,MIN@CHC,1,complete,5,2,2251369,final,824655,LINKED,0,1,0,0
291878,2026-07-17,PIT@CLE,1,postponed,0,0,,,,UNLINKED,0,,0,0
291883,2026-07-17,SD@KC,1,complete,6,7,2251371,final,824090,LINKED,0,1,0,0
291889,2026-07-17,SF@SEA,1,complete,7,0,2251375,final,823115,LINKED,0,1,0,0
291888,2026-07-17,STL@ARI,1,complete,5,4,2253740,final,825060,LINKED,0,1,0,0
291875,2026-07-17,TB@BOS,1,complete,0,10,2250551,final,824766,LINKED,0,1,1,1
291877,2026-07-17,TB@BOS,2,complete,3,5,2251366,final,824737,LINKED,0,1,1,1
291879,2026-07-17,TEX@ATL,1,complete,1,15,2251367,final,824901,LINKED,0,1,1,1
291887,2026-07-17,WSH@ATH,1,complete,23,4,2251374,final,824981,LINKED,0,1,0,0
291908,2026-07-18,BAL@HOU,1,complete,4,2,2251380,final,824169,LINKED,0,1,1,1
291906,2026-07-18,CIN@COL,1,complete,3,10,2251378,final,824331,LINKED,0,1,1,1
291905,2026-07-18,CWS@TOR,1,complete,0,1,2251377,final,822790,LINKED,0,1,1,1
291918,2026-07-18,DET@LAA,1,complete,7,0,2251389,final,824008,LINKED,0,1,0,0
291915,2026-07-18,LAD@NYY,1,postponed,0,0,,,,UNLINKED,0,,0,0
291914,2026-07-18,MIA@MIL,1,complete,6,8,2251385,final,823763,LINKED,0,1,1,1
291904,2026-07-18,MIN@CHC,1,complete,2,6,2251376,final,824657,LINKED,0,1,1,1
291907,2026-07-18,NYM@PHI,1,complete,1,6,2251379,final,823441,LINKED,0,1,1,1
294185,2026-07-18,PIT@CLE,1,complete,7,1,2251365,final,824414,LINKED,0,1,1,1
291910,2026-07-18,PIT@CLE,2,complete,3,5,2251381,final,824412,LINKED,0,1,0,0
291911,2026-07-18,SD@KC,1,complete,1,6,2251382,final,824088,LINKED,0,1,1,1
291916,2026-07-18,SF@SEA,1,complete,3,4,2251386,final,823116,LINKED,0,1,0,0
291912,2026-07-18,STL@ARI,1,complete,3,5,2253749,final,825059,LINKED,0,1,1,1
291913,2026-07-18,TB@BOS,1,complete,6,7,2251383,final,824738,LINKED,0,1,1,1
291909,2026-07-18,TEX@ATL,1,complete,7,6,2251384,final,824899,LINKED,0,1,1,1
291917,2026-07-18,WSH@ATH,1,complete,1,15,2251388,final,824979,LINKED,0,1,0,0
291925,2026-07-19,BAL@HOU,1,complete,5,2,2251395,final,824168,LINKED,0,1,1,1
291928,2026-07-19,CIN@COL,1,complete,9,6,2251399,final,824330,LINKED,0,1,1,1
291919,2026-07-19,CWS@TOR,1,complete,3,0,2251390,final,822786,LINKED,0,1,1,1
291930,2026-07-19,DET@LAA,1,complete,2,3,2251401,final,824007,LINKED,0,1,1,1
294209,2026-07-19,LAD@NYY,1,complete,8,2,2251387,final,823523,LINKED,0,1,1,1
291933,2026-07-19,LAD@NYY,2,complete,1,2,2251403,final,823521,LINKED,0,1,1,1
291924,2026-07-19,MIA@MIL,1,complete,1,3,2251397,final,823764,LINKED,0,1,1,1
291927,2026-07-19,MIN@CHC,1,complete,1,10,2251398,final,824653,LINKED,0,1,1,1
291921,2026-07-19,NYM@PHI,1,complete,6,1,2251392,final,823439,LINKED,0,1,1,1
291923,2026-07-19,PIT@CLE,1,complete,7,1,2251394,final,824411,LINKED,0,1,1,1
291926,2026-07-19,SD@KC,1,complete,19,2,2251396,final,824086,LINKED,0,1,1,1
291931,2026-07-19,SF@SEA,1,complete,3,6,2251402,final,823113,LINKED,0,1,1,1
291932,2026-07-19,STL@ARI,1,complete,7,8,2253770,final,825057,LINKED,0,1,1,1
291922,2026-07-19,TB@BOS,1,complete,1,6,2251391,final,824739,LINKED,0,1,1,1
291920,2026-07-19,TEX@ATL,1,complete,5,8,2251393,final,824897,LINKED,0,1,1,1
291929,2026-07-19,WSH@ATH,1,complete,5,2,2251400,final,824978,LINKED,0,1,1,1
291953,2026-07-20,ATH@ARI,1,complete,5,2,2253784,final,825058,LINKED,0,1,0,0
291945,2026-07-20,BAL@BOS,1,complete,5,6,2251407,final,824736,LINKED,0,1,1,1
291954,2026-07-20,CIN@SEA,1,complete,0,8,2251416,final,823112,LINKED,0,1,0,0
291950,2026-07-20,CWS@TEX,1,complete,10,3,2251413,final,822874,LINKED,0,1,0,0
291949,2026-07-20,DET@CHC,1,complete,8,6,2251412,final,824654,LINKED,0,1,0,0
291944,2026-07-20,LAD@PHI,1,complete,7,10,2251408,final,823436,LINKED,0,1,1,1
291951,2026-07-20,MIA@HOU,1,complete,5,8,2251414,final,824167,LINKED,0,1,0,0
291941,2026-07-20,MIN@CLE,1,complete,4,13,2251404,final,824410,LINKED,0,1,1,1
291947,2026-07-20,NYM@MIL,1,complete,3,8,2251411,final,823762,LINKED,0,1,1,1
291942,2026-07-20,PIT@NYY,1,complete,5,8,2251405,final,823522,LINKED,0,1,1,1
291946,2026-07-20,SD@ATL,1,complete,2,3,2251409,final,824898,LINKED,0,1,1,1
291948,2026-07-20,SF@KC,1,complete,3,4,2251410,final,824087,LINKED,0,1,1,1
291955,2026-07-20,STL@LAA,1,complete,2,3,2251417,final,824006,LINKED,0,1,0,0
291943,2026-07-20,TB@TOR,1,complete,7,1,2251406,final,822788,LINKED,0,1,1,1
291952,2026-07-20,WSH@COL,1,complete,7,3,2251415,final,824328,LINKED,0,1,0,0
291988,2026-07-21,ATH@ARI,1,complete,5,6,2253800,final,825056,LINKED,0,1,0,0
291978,2026-07-21,BAL@BOS,1,postponed,0,0,,,,UNLINKED,0,,0,0
291987,2026-07-21,CIN@SEA,1,complete,4,2,2251431,final,823114,LINKED,0,1,0,0
291982,2026-07-21,CWS@TEX,1,complete,0,10,2251427,final,822871,LINKED,0,1,0,0
291983,2026-07-21,DET@CHC,1,complete,2,11,2251426,final,824652,LINKED,0,1,0,0
291975,2026-07-21,LAD@PHI,1,complete,2,1,2251419,final,823437,LINKED,0,1,0,0
291984,2026-07-21,MIA@HOU,1,complete,3,5,2251428,final,824165,LINKED,0,1,0,0
291974,2026-07-21,MIN@CLE,1,complete,2,5,2251418,final,824409,LINKED,0,1,1,1
291980,2026-07-21,NYM@MIL,1,complete,4,0,2251425,final,823760,LINKED,0,1,1,1
291976,2026-07-21,PIT@NYY,1,postponed,0,0,,,,UNLINKED,0,,0,0
291979,2026-07-21,SD@ATL,1,complete,8,3,2251423,final,824895,LINKED,0,1,1,1
291981,2026-07-21,SF@KC,1,complete,2,3,2251424,final,824085,LINKED,0,1,1,1
291986,2026-07-21,STL@LAA,1,complete,1,5,2251430,final,824005,LINKED,0,1,0,0
291977,2026-07-21,TB@TOR,1,complete,12,2,2251421,final,822787,LINKED,0,1,1,1
291985,2026-07-21,WSH@COL,1,complete,7,8,2251429,final,824329,LINKED,0,1,0,0
292012,2026-07-22,ATH@ARI,1,complete,5,15,2253806,final,825055,LINKED,0,1,1,1
294352,2026-07-22,BAL@BOS,1,complete,3,6,2251422,final,824735,LINKED,0,1,1,1
292017,2026-07-22,BAL@BOS,2,complete,5,1,2251441,final,824732,LINKED,0,1,1,1
292011,2026-07-22,CIN@SEA,1,complete,5,3,2251436,final,823110,LINKED,0,1,1,1
292019,2026-07-22,CWS@TEX,1,complete,4,2,2251444,final,822873,LINKED,0,1,0,0
292020,2026-07-22,DET@CHC,1,complete,5,1,2251443,final,824650,LINKED,0,1,0,0
292015,2026-07-22,LAD@PHI,1,complete,9,5,2251439,final,823438,LINKED,0,1,1,1
292021,2026-07-22,MIA@HOU,1,complete,2,5,2251445,final,824166,LINKED,0,1,0,0
292014,2026-07-22,MIN@CLE,1,complete,10,6,2251438,final,824408,LINKED,0,1,1,1
292008,2026-07-22,NYM@MIL,1,complete,3,4,2251434,final,823761,LINKED,0,1,1,1
292007,2026-07-22,PIT@NYY,1,complete,5,3,2251432,final,823518,LINKED,0,1,1,1
294351,2026-07-22,PIT@NYY,2,complete,0,2,2251420,final,823519,LINKED,0,1,1,1
292018,2026-07-22,SD@ATL,1,complete,6,7,2251442,final,824896,LINKED,0,1,1,1
292009,2026-07-22,SF@KC,1,complete,4,5,2251433,final,824083,LINKED,0,1,1,1
292013,2026-07-22,STL@LAA,1,complete,1,0,2251437,final,824004,LINKED,0,1,1,1
292016,2026-07-22,TB@TOR,1,complete,4,2,2251440,final,822784,LINKED,0,1,1,1
292010,2026-07-22,WSH@COL,1,complete,8,0,2251435,final,824327,LINKED,0,1,1,1
292387,2026-07-23,ARI@STL,1,complete,10,6,2253491,final,823042,LINKED,0,1,1,1
292110,2026-07-23,KC@DET,1,complete,3,4,2251449,final,824247,LINKED,0,1,1,1
292108,2026-07-23,MIN@CLE,1,complete,3,1,2251447,final,824406,LINKED,0,1,1,1
292107,2026-07-23,SD@ATL,1,complete,5,6,2251446,final,824893,LINKED,0,1,1,1
292109,2026-07-23,TB@TOR,1,complete,1,3,2251448,final,822785,LINKED,0,1,1,1
292119,2026-07-24,ARI@WSH,1,complete,3,2,2253825,final,822707,LINKED,0,1,1,1
292127,2026-07-24,ATH@MIN,1,complete,2,0,2251461,final,823680,LINKED,0,1,0,0
292120,2026-07-24,ATL@BAL,1,complete,7,6,2251454,final,824812,LINKED,0,1,1,1
292116,2026-07-24,CHC@PIT,1,complete,3,2,2251452,final,823352,LINKED,0,1,1,1
292128,2026-07-24,CIN@STL,1,complete,4,2,2251462,final,823031,LINKED,0,1,0,0
292121,2026-07-24,CLE@TB,1,complete,3,11,2251456,final,822952,LINKED,0,1,1,1
292115,2026-07-24,COL@MIL,1,complete,5,2,2251450,final,823759,LINKED,0,1,1,1
292125,2026-07-24,HOU@CWS,1,complete,9,5,2251459,final,824573,LINKED,0,1,1,1
292117,2026-07-24,KC@DET,1,complete,1,2,2251451,final,824248,LINKED,0,1,1,1
292129,2026-07-24,LAA@SF,1,complete,6,8,2251463,final,823196,LINKED,0,1,0,0
292123,2026-07-24,LAD@NYM,1,complete,4,2,2251455,final,823601,LINKED,0,1,1,1
292118,2026-07-24,NYY@PHI,1,complete,1,0,2251453,final,823434,LINKED,0,1,1,1
292122,2026-07-24,SD@MIA,1,complete,4,2,2251458,final,823843,LINKED,0,1,1,1
292126,2026-07-24,SEA@TEX,1,complete,4,5,2251460,final,822872,LINKED,0,1,0,0
292124,2026-07-24,TOR@BOS,1,complete,4,6,2251457,final,824733,LINKED,0,1,1,1
292166,2026-07-25,ARI@WSH,1,scheduled,0,0,2253837,upcoming,822704,LINKED,0,1,0,0
292175,2026-07-25,ATH@MIN,1,scheduled,0,0,2251472,upcoming,823679,LINKED,0,1,0,0
292172,2026-07-25,ATL@BAL,1,scheduled,0,0,2251471,upcoming,824811,LINKED,0,1,0,0
292171,2026-07-25,CHC@PIT,1,scheduled,0,0,2251470,upcoming,823355,LINKED,0,1,0,0
292178,2026-07-25,CIN@STL,1,scheduled,0,0,2251476,upcoming,823027,LINKED,0,1,0,0
292170,2026-07-25,CLE@TB,1,scheduled,0,0,2251469,upcoming,822948,LINKED,0,1,0,0
292174,2026-07-25,COL@MIL,1,scheduled,0,0,2251474,upcoming,823758,LINKED,0,1,0,0
292173,2026-07-25,HOU@CWS,1,scheduled,0,0,2251473,upcoming,824571,LINKED,0,1,0,0
292164,2026-07-25,KC@DET,1,scheduled,0,0,2251464,upcoming,824244,LINKED,0,1,0,0
292165,2026-07-25,LAA@SF,1,scheduled,0,0,2251465,upcoming,823197,LINKED,0,1,0,0
292177,2026-07-25,LAD@NYM,1,scheduled,0,0,2251475,upcoming,823600,LINKED,0,1,0,0
292169,2026-07-25,NYY@PHI,1,scheduled,0,0,2251468,upcoming,823435,LINKED,0,1,0,0
292168,2026-07-25,SD@MIA,1,scheduled,0,0,2251467,upcoming,823841,LINKED,0,1,0,0
292176,2026-07-25,SEA@TEX,1,scheduled,0,0,2251477,upcoming,822869,LINKED,0,1,0,0
292167,2026-07-25,TOR@BOS,1,scheduled,0,0,2251466,upcoming,824734,LINKED,0,1,0,0
