id,gamePk,date,month,away,home,venue,game_no,dh,start_et,local_hour,day_night,fav,fav_src,away_ml,home_ml,book_total,line_src,bucket,hand,away_sp,home_sp,actual_away,actual_home,actual_total,away_won,quarantined,live_proj_pure,live_proj_rule,live_proj_src,live_p_away,p1_proj,p1_p_away,p2_proj,p2_p_away,se_live_pure,se_live_rule,se_p1,se_p2,brier_live,brier_p1,brier_p2,hit_live,hit_p1,hit_p2
2250356,823639,2026-04-23,2026-04,MIN,NYM,Citi Field,1,N,7:10 PM ET,19.17,night,home_fav,games,-102,-118,7.5,games,<8,R-R,Joe Ryan,Christian Scott,8.0,10.0,18.0,0.0,0,,7.5,modelTotal(book),0.4473,8.36,0.5193,8.36,0.5193,,-10.5,-9.64,-9.64,0.20008,0.26967,0.26967,1.0,0.0,0.0
2250357,822912,2026-04-23,2026-04,PIT,TEX,Globe Life Field,1,N,8:05 PM ET,19.08,night,home_fav,games,129,-156,7.5,games,<8,R-R,Bubba Chandler,Jacob deGrom,1.0,6.0,7.0,0.0,0,,7.5,modelTotal(book),0.4546,7.32,0.4263,7.32,0.4263,,0.5,0.32,0.32,0.20666,0.18173,0.18173,1.0,1.0,1.0
2250358,824529,2026-04-24,2026-04,DET,CIN,Great American Ball Park,1,N,6:40 PM ET,18.67,night,away_fav,games,-120,100,9.0,games,8-9,L-L,Framber Valdez,Andrew Abbott,8.0,9.0,17.0,0.0,0,,9.0,modelTotal(book),0.4816,9.41,0.4958,9.41,0.4958,,-8.0,-7.59,-7.59,0.23194,0.24582,0.24582,1.0,1.0,1.0
2250359,824854,2026-04-24,2026-04,BOS,BAL,Oriole Park at Camden Yards,1,N,7:05 PM ET,19.08,night,home_fav,games,104,-126,8.5,games,8-9,R-R,Brayan Bello,Brandon Young,3.0,10.0,13.0,0.0,0,,8.5,modelTotal(book),0.5143,10.94,0.3948,10.94,0.3948,,-4.5,-2.06,-2.06,0.2645,0.15587,0.15587,0.0,1.0,1.0
2250360,822827,2026-04-24,2026-04,CLE,TOR,Rogers Centre,1,N,7:07 PM ET,19.12,night,away_fav,games,-121,100,8.0,games,8-9,R-R,Gavin Williams,Max Scherzer,8.0,6.0,14.0,1.0,0,,8.0,modelTotal(book),0.5239,8.43,0.5271,8.43,0.5271,,-6.0,-5.57,-5.57,0.22667,0.22363,0.22363,1.0,1.0,1.0
2250361,823638,2026-04-24,2026-04,COL,NYM,Citi Field,1,N,7:10 PM ET,19.17,night,home_fav,games,169,-207,7.5,games,<8,R-R,Michael Lorenzen,Freddy Peralta,4.0,3.0,7.0,1.0,0,,7.5,modelTotal(book),0.36920000000000003,10.15,0.3374,10.15,0.3374,,0.5,3.15,3.15,0.39791,0.43904,0.43904,0.0,0.0,0.0
2250362,822992,2026-04-24,2026-04,MIN,TB,Tropicana Field,1,N,7:10 PM ET,19.17,night,home_fav,games,119,-143,7.5,games,<8,R-R,Taj Bradley,Drew Rasmussen,2.0,6.0,8.0,0.0,0,,7.5,modelTotal(book),0.43829999999999997,7.62,0.3897,7.62,0.3897,,-0.5,-0.38,-0.38,0.19211,0.15187,0.15187,1.0,1.0,1.0
2250363,824932,2026-04-24,2026-04,PHI,ATL,Truist Park,1,N,7:15 PM ET,19.25,night,home_fav,games,135,-163,9.0,games,8-9,R-R,Andrew Painter,Grant Holmes,3.0,5.0,8.0,0.0,0,,9.0,modelTotal(book),0.49090000000000006,8.95,0.364,8.95,0.364,,1.0,0.95,0.95,0.24098,0.1325,0.1325,1.0,1.0,1.0
2250364,824124,2026-04-24,2026-04,LAA,KC,Kauffman Stadium,1,N,7:40 PM ET,18.67,night,pickem,games,-110,-110,8.5,games,8-9,L-L,Yusei Kikuchi,Noah Cameron,3.0,6.0,9.0,0.0,0,,8.5,modelTotal(book),0.4476,9.8,0.4429,9.8,0.4429,,-0.5,0.8,0.8,0.20035,0.19616,0.19616,1.0,1.0,1.0
2250365,824611,2026-04-24,2026-04,WSH,CWS,Rate Field,1,N,7:40 PM ET,18.67,night,home_fav,games,109,-132,9.5,games,>9,L-L,PJ Poulin,Bryan Hudson,4.0,5.0,9.0,0.0,0,,9.5,modelTotal(book),0.4692,9.28,0.4806,9.28,0.4806,,0.5,0.28,0.28,0.22015,0.23098,0.23098,1.0,1.0,1.0
2250366,823800,2026-04-24,2026-04,PIT,MIL,American Family Field,1,N,7:40 PM ET,18.67,night,away_fav,games,-115,-105,7.0,games,<8,R-R,Paul Skenes,Brandon Woodruff,6.0,0.0,6.0,1.0,0,,7.0,modelTotal(book),0.4547,7.36,0.4438,7.36,0.4438,,1.0,1.36,1.36,0.29735,0.30936,0.30936,0.0,0.0,0.0
2250367,822909,2026-04-24,2026-04,ATH,TEX,Globe Life Field,1,N,8:05 PM ET,19.08,night,home_fav,games,117,-141,8.0,games,8-9,R-R,Luis Severino,Nathan Eovaldi,8.0,1.0,9.0,1.0,0,,8.0,modelTotal(book),0.4204,8.65,0.433,8.65,0.433,,-1.0,-0.35,-0.35,0.33594,0.32149,0.32149,0.0,0.0,0.0
2250368,824204,2026-04-24,2026-04,NYY,HOU,Daikin Park,1,N,8:10 PM ET,19.17,night,away_fav,games,-156,129,9.0,games,8-9,R-R,Will Warren,Lance McCullers Jr.,12.0,4.0,16.0,1.0,0,,9.0,modelTotal(book),0.5816,8.77,0.4806,8.77,0.4806,,-7.0,-7.23,-7.23,0.17506,0.26978,0.26978,1.0,0.0,0.0
2250369,823069,2026-04-24,2026-04,SEA,STL,Busch Stadium,1,N,8:15 PM ET,19.25,night,away_fav,games,-149,123,8.0,games,8-9,R-R,George Kirby,Andre Pallante,3.0,2.0,5.0,1.0,0,,8.0,modelTotal(book),0.519,8.0,0.4916,8.0,0.4916,,3.0,3.0,3.0,0.23136,0.25847,0.25847,1.0,0.0,0.0
2250370,823962,2026-04-24,2026-04,CHC,LAD,Dodger Stadium,1,N,10:15 PM ET,19.25,night,home_fav,games,129,-156,9.0,games,8-9,R-R,Jameson Taillon,Emmet Sheehan,6.0,4.0,10.0,1.0,0,,9.0,modelTotal(book),0.40880000000000005,9.51,0.418,9.51,0.418,,-1.0,-0.49,-0.49,0.34952,0.33872,0.33872,0.0,0.0,0.0
2250371,823232,2026-04-24,2026-04,MIA,SF,Oracle Park,1,N,10:15 PM ET,19.25,night,away_fav,games,-115,-105,7.5,games,<8,R-R,Sandy Alcantara,Adrian Houser,9.0,4.0,13.0,1.0,0,,7.5,modelTotal(book),0.4719,8.09,0.5065,8.09,0.5065,,-5.5,-4.91,-4.91,0.27889,0.24354,0.24354,0.0,1.0,1.0
2250372,823070,2026-04-25,2026-04,SEA,STL,Busch Stadium,1,N,2:15 PM ET,13.25,day,away_fav,games,-149,123,7.5,games,<8,R-L,Bryan Woo,Matthew Liberatore,11.0,9.0,20.0,1.0,0,,7.5,modelTotal(book),0.56,7.53,0.5223,7.53,0.5223,,-12.5,-12.47,-12.47,0.1936,0.2282,0.2282,1.0,1.0,1.0
2250373,822826,2026-04-25,2026-04,CLE,TOR,Rogers Centre,1,N,3:07 PM ET,15.12,day,home_fav,games,123,-149,7.0,games,<8,L-R,Joey Cantillo,Kevin Gausman,3.0,5.0,8.0,0.0,0,,7.0,modelTotal(book),0.442,8.08,0.3923,8.08,0.3923,,-1.0,0.08,0.08,0.19536,0.1539,0.1539,1.0,1.0,1.0
2250374,824851,2026-04-25,2026-04,BOS,BAL,Oriole Park at Camden Yards,1,N,4:05 PM ET,16.08,day,home_fav,games,-107,-113,7.0,games,<8,L-L,Garrett Crochet,Trevor Rogers,17.0,1.0,18.0,1.0,,,,none,,10.5,0.4446,10.5,0.4446,,,-7.5,-7.5,,0.30847,0.30847,,0.0,0.0
2250375,823229,2026-04-25,2026-04,MIA,SF,Oracle Park,1,N,4:05 PM ET,13.08,day,pickem,games,-110,-110,7.5,games,<8,R-L,Eury Pérez,Robbie Ray,2.0,6.0,8.0,0.0,0,,7.5,modelTotal(book),0.4526,7.93,0.3747,7.93,0.3747,,-0.5,-0.07,-0.07,0.20485,0.1404,0.1404,1.0,1.0,1.0
2250376,823637,2026-04-26,2026-04,COL,NYM,Citi Field,2,Y,4:10 PM ET,16.17,day,home_fav,games,169,-207,8.0,games,8-9,R-R,Jose Quintana,Kodai Senga,3.0,0.0,3.0,1.0,0,,8.0,modelTotal(book),0.45030000000000003,11.11,0.5207,11.11,0.5207,,5.0,8.11,8.11,0.30217,0.22973,0.22973,0.0,1.0,1.0
2250377,822989,2026-04-25,2026-04,MIN,TB,Tropicana Field,1,N,4:10 PM ET,16.17,day,home_fav,games,109,-131,8.5,games,8-9,R-L,Bailey Ober,Shane McClanahan,1.0,6.0,7.0,0.0,0,,8.5,modelTotal(book),0.44789999999999996,8.41,0.4293,8.41,0.4293,,1.5,1.41,1.41,0.20061,0.1843,0.1843,1.0,1.0,1.0
2250378,824613,2026-04-25,2026-04,WSH,CWS,Rate Field,1,N,4:10 PM ET,15.17,day,home_fav,games,119,-143,8.0,games,8-9,R-L,Jake Irvin,Noah Schultz,6.0,3.0,9.0,1.0,0,,8.0,modelTotal(book),0.44299999999999995,8.25,0.4459,8.25,0.4459,,-1.0,-0.75,-0.75,0.31025,0.30703,0.30703,0.0,0.0,0.0
2250379,822910,2026-04-25,2026-04,ATH,TEX,Globe Life Field,1,N,7:05 PM ET,18.08,night,home_fav,games,109,-132,8.0,games,8-9,L-L,Jeffrey Springs,MacKenzie Gore,3.0,4.0,7.0,0.0,0,,8.0,modelTotal(book),0.503,7.3,0.4602,7.3,0.4602,,1.0,0.3,0.3,0.25301,0.21178,0.21178,0.0,1.0,1.0
2250380,824121,2026-04-25,2026-04,LAA,KC,Kauffman Stadium,1,N,7:10 PM ET,18.17,night,home_fav,games,123,-149,8.5,games,8-9,R-L,Walbert Urena,Cole Ragans,1.0,12.0,13.0,0.0,0,,8.5,modelTotal(book),0.43520000000000003,9.53,0.486,9.53,0.486,,-4.5,-3.47,-3.47,0.1894,0.2362,0.2362,1.0,1.0,1.0
2250381,824203,2026-04-25,2026-04,NYY,HOU,Daikin Park,1,N,7:10 PM ET,18.17,night,away_fav,games,-156,129,9.0,games,8-9,L-R,Ryan Weathers,Mike Burrows,8.0,3.0,11.0,1.0,0,,9.0,modelTotal(book),0.4526,9.63,0.53,9.63,0.53,,-2.0,-1.37,-1.37,0.29965,0.2209,0.2209,0.0,1.0,1.0
2250382,823799,2026-04-25,2026-04,PIT,MIL,American Family Field,1,N,7:10 PM ET,18.17,night,home_fav,games,115,-138,8.0,games,8-9,R-R,Mitch Keller,Jacob Misiorowski,6.0,3.0,9.0,1.0,0,,8.0,modelTotal(book),0.42700000000000005,7.73,0.4384,7.73,0.4384,,-1.0,-1.27,-1.27,0.32833,0.31539,0.31539,0.0,0.0,0.0
2250383,824527,2026-04-25,2026-04,DET,CIN,Great American Ball Park,1,N,7:15 PM ET,19.25,night,away_fav,games,-112,-108,9.5,games,>9,R-R,Jack Flaherty,Brady Singer,2.0,9.0,11.0,0.0,0,,9.5,modelTotal(book),0.45530000000000004,9.35,0.5034,9.35,0.5034,,-1.5,-1.65,-1.65,0.2073,0.25341,0.25341,1.0,0.0,0.0
2250384,823960,2026-04-25,2026-04,CHC,LAD,Dodger Stadium,1,N,7:15 PM ET,16.25,day,home_fav,games,109,-132,9.5,games,>9,R-R,Colin Rea,Roki Sasaki,4.0,12.0,16.0,0.0,0,,9.5,modelTotal(book),0.4654,9.42,0.5325,9.42,0.5325,,-6.5,-6.58,-6.58,0.2166,0.28356,0.28356,1.0,0.0,0.0
2250385,824933,2026-04-25,2026-04,PHI,ATL,Truist Park,1,N,7:15 PM ET,19.25,night,home_fav,games,113,-136,8.5,games,8-9,R-R,Zack Wheeler,Bryce Elder,8.0,5.0,13.0,1.0,0,,8.5,modelTotal(book),0.5093,7.71,0.4062,7.71,0.4062,,-4.5,-5.29,-5.29,0.24079,0.3526,0.3526,1.0,0.0,0.0
2250386,824852,2026-04-26,2026-04,BOS,BAL,Oriole Park at Camden Yards,1,N,1:35 PM ET,13.58,day,home_fav,games,113,-136,7.5,games,<8,L-R,Connelly Early,Kyle Bradish,5.0,3.0,8.0,1.0,1,,7.5,modelTotal(book),0.4767,9.34,0.5016,9.34,0.5016,,-0.5,1.34,1.34,0.27384,0.2484,0.2484,0.0,1.0,1.0
2250387,824934,2026-04-26,2026-04,PHI,ATL,Truist Park,1,N,1:35 PM ET,13.58,day,home_fav,games,179,-219,8.0,games,8-9,R-L,Aaron Nola,Chris Sale,2.0,6.0,8.0,0.0,0,,8.0,modelTotal(book),0.40979999999999994,8.98,0.3443,8.98,0.3443,,0.0,0.98,0.98,0.16794,0.11854,0.11854,1.0,1.0,1.0
2250388,822824,2026-04-26,2026-04,CLE,TOR,Rogers Centre,1,N,1:37 PM ET,13.62,day,home_fav,games,109,-131,8.0,games,8-9,R-L,Slade Cecconi,Patrick Corbin,2.0,4.0,6.0,0.0,0,,8.0,modelTotal(book),0.4521,9.18,0.3387,9.18,0.3387,,2.0,3.18,3.18,0.20439,0.11472,0.11472,1.0,1.0,1.0
2250389,824528,2026-04-26,2026-04,DET,CIN,Great American Ball Park,1,N,1:40 PM ET,13.67,day,pickem,games,-110,-110,9.0,games,8-9,R-R,Keider Montero,Rhett Lowder,8.0,3.0,11.0,1.0,0,,9.0,modelTotal(book),0.43799999999999994,7.53,0.4681,7.53,0.4681,,-2.0,-3.47,-3.47,0.31584,0.28292,0.28292,0.0,0.0,0.0
2250390,823635,2026-04-26,2026-04,COL,NYM,Citi Field,1,Y,1:40 PM ET,13.67,day,home_fav,games,139,-168,7.0,games,<8,L-R,Jose Quintana,Nolan McLean,3.0,1.0,4.0,1.0,0,,7.0,modelTotal(book),0.4106,9.05,0.2849,9.05,0.2849,,3.0,5.05,5.05,0.34739,0.51137,0.51137,0.0,0.0,0.0
2250391,822991,2026-04-26,2026-04,MIN,TB,Tropicana Field,1,N,1:40 PM ET,13.67,day,home_fav,games,123,-149,8.5,games,8-9,R-R,Simeon Woods Richardson,Griffin Jax,2.0,4.0,6.0,0.0,0,,8.5,modelTotal(book),0.4867,9.4,0.3807,9.4,0.3807,,2.5,3.4,3.4,0.23688,0.14493,0.14493,1.0,1.0,1.0
2250392,824612,2026-04-26,2026-04,WSH,CWS,Rate Field,1,N,2:10 PM ET,13.17,day,home_fav,games,100,-120,7.5,games,<8,L-L,Foster Griffin,Bryan Hudson,2.0,1.0,3.0,1.0,0,,7.5,modelTotal(book),0.483,8.23,0.4844,8.23,0.4844,,4.5,5.23,5.23,0.26729,0.26584,0.26584,0.0,0.0,0.0
2250393,824202,2026-04-26,2026-04,NYY,HOU,Daikin Park,1,N,2:10 PM ET,13.17,day,away_fav,games,-131,109,9.5,games,>9,R-R,Luis Gil,Spencer Arrighetti,4.0,7.0,11.0,0.0,0,,9.5,modelTotal(book),0.5546,8.71,0.4284,8.71,0.4284,,-1.5,-2.29,-2.29,0.30758,0.18353,0.18353,0.0,1.0,1.0
2250394,823797,2026-04-26,2026-04,PIT,MIL,American Family Field,1,N,2:10 PM ET,13.17,day,home_fav,games,102,-122,7.5,games,<8,R-L,Carmen Mlodzinski,Kyle Harrison,0.0,5.0,5.0,0.0,0,,7.5,modelTotal(book),0.44799999999999995,8.4,0.3866,8.4,0.3866,,2.5,3.4,3.4,0.2007,0.14946,0.14946,1.0,1.0,1.0
2250395,823068,2026-04-26,2026-04,SEA,STL,Busch Stadium,1,N,2:15 PM ET,13.25,day,away_fav,games,-130,108,8.5,games,8-9,R-R,Emerson Hancock,Michael McGreevy,3.0,2.0,5.0,1.0,0,,8.5,modelTotal(book),0.5,7.18,0.4449,7.18,0.4449,,3.5,2.18,2.18,0.25,0.30814,0.30814,,0.0,0.0
2250396,822911,2026-04-26,2026-04,ATH,TEX,Globe Life Field,1,N,2:35 PM ET,13.58,day,home_fav,games,105,-126,8.5,games,8-9,R-R,J.T. Ginn,Kumar Rocker,2.0,1.0,3.0,1.0,0,,8.5,modelTotal(book),0.49770000000000003,7.33,0.4612,7.33,0.4612,,5.5,4.33,4.33,0.25231,0.29031,0.29031,0.0,0.0,0.0
2250397,823230,2026-04-26,2026-04,MIA,SF,Oracle Park,1,N,4:05 PM ET,13.08,day,home_fav,games,104,-126,7.5,games,<8,R-R,Max Meyer,Landen Roupp,3.0,6.0,9.0,0.0,0,,7.5,modelTotal(book),0.4557,7.44,0.3776,7.44,0.3776,,-1.5,-1.56,-1.56,0.20766,0.14258,0.14258,1.0,1.0,1.0
2250398,823959,2026-04-26,2026-04,CHC,LAD,Dodger Stadium,1,N,4:10 PM ET,13.17,day,home_fav,games,107,-128,9.0,games,8-9,L-L,Shota Imanaga,Justin Wrobleski,0.0,6.0,6.0,0.0,0,,9.0,modelTotal(book),0.4464,7.06,0.4521,7.06,0.4521,,3.0,1.06,1.06,0.19927,0.20439,0.20439,1.0,1.0,1.0
2250399,824122,2026-04-26,2026-04,LAA,KC,Kauffman Stadium,1,N,7:20 PM ET,18.33,night,home_fav,games,-105,-115,8.5,games,8-9,L-R,Reid Detmers,Seth Lugo,9.0,11.0,20.0,0.0,0,,8.5,modelTotal(book),0.5172,7.53,0.3947,7.53,0.3947,,-11.5,-12.47,-12.47,0.2675,0.15579,0.15579,0.0,1.0,1.0
2250400,824446,2026-04-27,2026-04,TB,CLE,Progressive Field,1,N,6:10 PM ET,18.17,night,home_fav,games,119,-143,8.0,games,8-9,L-L,Steven Matz,Parker Messick,3.0,2.0,5.0,1.0,0,,8.0,modelTotal(book),0.5157,7.24,0.3591,7.24,0.3591,,3.0,2.24,2.24,0.23455,0.41075,0.41075,1.0,0.0,0.0
2250401,823395,2026-04-27,2026-04,STL,PIT,PNC Park,1,N,6:40 PM ET,18.67,night,home_fav,games,102,-122,8.0,games,8-9,R-L,Dustin May,Mason Montgomery,4.0,2.0,6.0,1.0,0,,8.0,modelTotal(book),0.4208,10.1,0.411,10.1,0.411,,2.0,4.1,4.1,0.33547,0.34692,0.34692,0.0,0.0,0.0
2250402,822825,2026-04-27,2026-04,BOS,TOR,Rogers Centre,1,N,7:07 PM ET,19.12,night,home_fav,games,113,-136,7.0,games,<8,L-R,Ranger Suarez,Dylan Cease,5.0,0.0,5.0,1.0,0,,7.0,modelTotal(book),0.4524,8.2,0.4391,8.2,0.4391,,2.0,3.2,3.2,0.29987,0.31461,0.31461,0.0,0.0,0.0
2250403,823719,2026-04-27,2026-04,SEA,MIN,Target Field,1,N,7:40 PM ET,18.67,night,away_fav,games,-122,102,9.0,games,8-9,R-L,Luis Castillo,Connor Prielipp,4.0,11.0,15.0,0.0,0,,9.0,modelTotal(book),0.53,9.7,0.3609,9.7,0.3609,,-6.0,-5.3,-5.3,0.2809,0.13025,0.13025,0.0,1.0,1.0
2250404,824609,2026-04-27,2026-04,LAA,CWS,Rate Field,1,N,7:40 PM ET,18.67,night,home_fav,games,100,-120,9.0,games,8-9,R-L,Jack Kochanowicz,Anthony Kay,7.0,8.0,15.0,0.0,0,,9.0,modelTotal(book),0.4119,8.48,0.5282,8.48,0.5282,,-6.0,-6.52,-6.52,0.16966,0.279,0.279,1.0,0.0,0.0
2250405,822906,2026-04-27,2026-04,NYY,TEX,Globe Life Field,1,N,8:05 PM ET,19.08,night,away_fav,games,-163,135,8.0,games,8-9,L-R,Max Fried,Jack Leiter,4.0,2.0,6.0,1.0,0,,8.0,modelTotal(book),0.5402,7.4,0.5584,7.4,0.5584,,2.0,1.4,1.4,0.21142,0.19501,0.19501,1.0,1.0,1.0
2250406,823311,2026-04-27,2026-04,CHC,SD,Petco Park,1,N,9:40 PM ET,18.67,night,home_fav,games,100,-120,7.5,games,<8,L-R,Matthew Boyd,Randy Vásquez,7.0,9.0,16.0,0.0,0,,7.5,modelTotal(book),0.4817,7.07,0.4171,7.07,0.4171,,-8.5,-8.93,-8.93,0.23203,0.17397,0.17397,1.0,1.0,1.0
2250407,823961,2026-04-27,2026-04,MIA,LAD,Dodger Stadium,1,N,10:10 PM ET,19.17,night,home_fav,games,244,-308,8.5,games,8-9,R-R,Chris Paddack,Yoshinobu Yamamoto,4.0,5.0,9.0,0.0,0,,8.5,modelTotal(book),0.3308,9.15,0.2787,9.15,0.2787,,-0.5,0.15,0.15,0.10943,0.07767,0.07767,1.0,1.0,1.0
2250408,824447,2026-04-28,2026-04,TB,CLE,Progressive Field,1,N,6:10 PM ET,18.17,night,home_fav,games,109,-131,7.5,games,<8,R-R,Nick Martinez,Tanner Bibee,1.0,0.0,1.0,1.0,0,,7.5,modelTotal(book),0.456,8.01,0.503,8.01,0.503,,6.5,7.01,7.01,0.29594,0.24701,0.24701,0.0,1.0,1.0
2250409,824849,2026-04-28,2026-04,HOU,BAL,Oriole Park at Camden Yards,1,N,6:35 PM ET,18.58,night,home_fav,games,113,-136,9.0,games,8-9,R-R,Kai-Wei Teng,Shane Baz,3.0,5.0,8.0,0.0,0,,9.0,modelTotal(book),0.42560000000000003,10.0,0.4418,10.0,0.4418,,1.0,2.0,2.0,0.18114,0.19519,0.19519,1.0,1.0,1.0
2250410,824526,2026-04-28,2026-04,COL,CIN,Great American Ball Park,1,N,6:40 PM ET,18.67,night,home_fav,games,163,-199,8.5,games,8-9,L-R,Kyle Freeland,Chase Burns,2.0,7.0,9.0,0.0,0,,8.5,modelTotal(book),0.3825,8.35,0.4461,8.35,0.4461,,-0.5,-0.65,-0.65,0.14631,0.19901,0.19901,1.0,1.0,1.0
2250411,823390,2026-04-28,2026-04,STL,PIT,PNC Park,1,N,6:40 PM ET,18.67,night,home_fav,games,133,-161,8.5,games,8-9,R-R,Kyle Leahy,Braxton Ashcraft,11.0,7.0,18.0,1.0,0,,8.5,modelTotal(book),0.4782,9.38,0.3152,9.38,0.3152,,-9.5,-8.62,-8.62,0.27228,0.46895,0.46895,0.0,0.0,0.0
2250412,823473,2026-04-28,2026-04,SF,PHI,Citizens Bank Park,1,N,6:40 PM ET,18.67,night,home_fav,games,129,-156,8.0,games,8-9,R-L,Tyler Mahle,Jesús Luzardo,0.0,7.0,7.0,0.0,0,,8.0,modelTotal(book),0.4163,10.23,0.3984,10.23,0.3984,,1.0,3.23,3.23,0.17331,0.15872,0.15872,1.0,1.0,1.0
2250413,822823,2026-04-28,2026-04,BOS,TOR,Rogers Centre,1,N,7:07 PM ET,19.12,night,home_fav,games,-105,-115,7.5,games,<8,L-R,Payton Tolle,Trey Yesavage,0.0,3.0,3.0,0.0,0,,7.5,modelTotal(book),0.3912,9.45,0.3824,9.45,0.3824,,4.5,6.45,6.45,0.15304,0.14623,0.14623,1.0,1.0,1.0
2250414,823636,2026-04-28,2026-04,WSH,NYM,Citi Field,1,N,7:10 PM ET,19.17,night,home_fav,games,153,-186,8.0,games,8-9,R-R,Zack Littell,Clay Holmes,0.0,8.0,8.0,0.0,0,,8.0,modelTotal(book),0.4316,9.36,0.2886,9.36,0.2886,,0.0,1.36,1.36,0.18628,0.08329,0.08329,1.0,1.0,1.0
2250415,824931,2026-04-28,2026-04,DET,ATL,Truist Park,1,N,7:15 PM ET,19.25,night,home_fav,games,104,-126,8.5,games,8-9,R-L,Casey Mize,Martín Pérez,2.0,5.0,7.0,0.0,0,,8.5,modelTotal(book),0.43579999999999997,7.89,0.3925,7.89,0.3925,,1.5,0.89,0.89,0.18992,0.15406,0.15406,1.0,1.0,1.0
2250416,823716,2026-04-28,2026-04,SEA,MIN,Target Field,1,N,7:40 PM ET,18.67,night,away_fav,games,-131,109,7.5,games,<8,R-R,Logan Gilbert,Joe Ryan,7.0,1.0,8.0,1.0,0,,7.5,modelTotal(book),0.5127,8.74,0.3931,8.74,0.3931,,-0.5,0.74,0.74,0.23746,0.36833,0.36833,1.0,0.0,0.0
2250417,824610,2026-04-28,2026-04,LAA,CWS,Rate Field,1,N,7:40 PM ET,18.67,night,away_fav,games,-137,114,7.5,games,<8,R-R,José Soriano,Davis Martin,2.0,5.0,7.0,0.0,0,,7.5,modelTotal(book),0.4711,6.85,0.4817,6.85,0.4817,,0.5,-0.15,-0.15,0.22194,0.23203,0.23203,1.0,1.0,1.0
2250418,822908,2026-04-28,2026-04,NYY,TEX,Globe Life Field,1,N,8:05 PM ET,19.08,night,away_fav,games,-126,104,7.0,games,<8,R-R,Cam Schlittler,Jacob deGrom,3.0,2.0,5.0,1.0,0,,7.0,modelTotal(book),0.47979999999999995,6.74,0.5126,6.74,0.5126,,2.0,1.74,1.74,0.27061,0.23756,0.23756,0.0,1.0,1.0
2250419,825017,2026-04-28,2026-04,KC,ATH,Sutter Health Park,1,N,9:40 PM ET,18.67,night,away_fav,games,-112,-108,9.5,games,>9,L-R,Kris Bubic,Aaron Civale,4.0,1.0,5.0,1.0,0,,9.5,modelTotal(book),0.4853,10.55,0.4893,10.55,0.4893,,4.5,5.55,5.55,0.26492,0.26081,0.26081,0.0,0.0,0.0
2250420,823310,2026-04-28,2026-04,CHC,SD,Petco Park,1,N,9:40 PM ET,18.67,night,away_fav,games,-120,100,8.5,games,8-9,R-R,Edward Cabrera,Walker Buehler,8.0,3.0,11.0,1.0,0,,8.5,modelTotal(book),0.47740000000000005,7.96,0.4991,7.96,0.4991,,-2.5,-3.04,-3.04,0.27311,0.2509,0.2509,0.0,0.0,0.0
2250421,823956,2026-04-28,2026-04,MIA,LAD,Dodger Stadium,1,N,10:10 PM ET,19.17,night,home_fav,games,224,-280,7.5,games,<8,R-R,Janson Junk,Shohei Ohtani,2.0,1.0,3.0,1.0,0,,7.5,modelTotal(book),0.41409999999999997,7.61,0.332,7.61,0.332,,4.5,4.61,4.61,0.34328,0.44622,0.44622,0.0,0.0,0.0
2250422,824445,2026-04-29,2026-04,TB,CLE,Progressive Field,1,N,1:10 PM ET,13.17,day,home_fav,games,-102,-118,6.5,games,<8,R-R,Drew Rasmussen,Gavin Williams,1.0,3.0,4.0,0.0,0,,6.5,modelTotal(book),0.4777,7.07,0.4819,7.07,0.4819,,2.5,3.07,3.07,0.2282,0.23223,0.23223,1.0,1.0,1.0
2250423,824608,2026-04-29,2026-04,LAA,CWS,Rate Field,1,N,1:10 PM ET,12.17,day,away_fav,games,-124,103,9.0,games,8-9,L-R,Yusei Kikuchi,Erick Fedde,2.0,3.0,5.0,0.0,0,,9.0,modelTotal(book),0.5034000000000001,8.1,0.3859,8.1,0.3859,,4.0,3.1,3.1,0.25341,0.14892,0.14892,0.0,1.0,1.0
2250424,823717,2026-04-29,2026-04,SEA,MIN,Target Field,1,N,1:40 PM ET,12.67,day,away_fav,games,-136,113,8.0,games,8-9,R-R,George Kirby,Taj Bradley,5.0,3.0,8.0,1.0,0,,8.0,modelTotal(book),0.49119999999999997,8.61,0.4609,8.61,0.4609,,0.0,0.61,0.61,0.25888,0.29063,0.29063,0.0,0.0,0.0
2250425,822907,2026-04-29,2026-04,NYY,TEX,Globe Life Field,1,N,2:35 PM ET,13.58,day,away_fav,games,-113,-107,8.5,games,8-9,UNK,Elmer Rodríguez,Nathan Eovaldi,0.0,3.0,3.0,0.0,0,,8.5,modelTotal(book),0.4439,8.51,0.5026,8.51,0.5026,,5.5,5.51,5.51,0.19705,0.25261,0.25261,1.0,0.0,0.0
2250426,822821,2026-04-29,2026-04,BOS,TOR,Rogers Centre,1,N,3:07 PM ET,15.12,day,home_fav,games,102,-122,8.5,games,8-9,R-L,Brayan Bello,Eric Lauer,1.0,8.0,9.0,0.0,0,,8.5,modelTotal(book),0.47130000000000005,12.03,0.3871,12.03,0.3871,,-0.5,3.03,3.03,0.22212,0.14985,0.14985,1.0,1.0,1.0
