game_id,date,month,teams,series,sub_market,pick,proj_odds_pick,proj_odds_opp,close_odds_pick,close_odds_opp,novig_proj_pick,novig_close_pick,closing_source,line_match,clv,stored_market,stored_clv,delta_vs_stored
2250010,2026-03-26,2026-03,MIN@BAL,live,ML,HOME,-145,120,-145,120,0.565603,0.565603,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250010,2026-03-26,2026-03,MIN@BAL,live,RL,AWAY,111,-111,-193,158,0.473934,0.629555,proxy,1,0.155621,fg_rl_away,0.103500,0.052121
2250010,2026-03-26,2026-03,MIN@BAL,live,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250010,2026-03-26,2026-03,MIN@BAL,p1,ML,HOME,-145,120,-145,120,0.565603,0.565603,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250010,2026-03-26,2026-03,MIN@BAL,p1,RL,AWAY,111,-111,-193,158,0.473934,0.629555,proxy,1,0.155621,fg_rl_away,0.103500,0.052121
2250010,2026-03-26,2026-03,MIN@BAL,p1,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250010,2026-03-26,2026-03,MIN@BAL,p2,ML,HOME,-145,120,-145,120,0.565603,0.565603,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250010,2026-03-26,2026-03,MIN@BAL,p2,RL,AWAY,111,-111,-193,158,0.473934,0.629555,proxy,1,0.155621,fg_rl_away,0.103500,0.052121
2250010,2026-03-26,2026-03,MIN@BAL,p2,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250011,2026-03-26,2026-03,BOS@CIN,live,ML,AWAY,-163,135,-163,135,0.592911,0.592911,proxy,1,0.000000,fg_ml_away,0.000000,0.000000
2250011,2026-03-26,2026-03,BOS@CIN,live,RL,HOME,164,-164,-131,109,0.378788,0.542384,proxy,1,0.163596,fg_rl_home,-0.078800,0.242396
2250011,2026-03-26,2026-03,BOS@CIN,live,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250011,2026-03-26,2026-03,BOS@CIN,p1,ML,HOME,135,-163,135,-163,0.407089,0.407089,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250011,2026-03-26,2026-03,BOS@CIN,p1,RL,HOME,164,-164,-131,109,0.378788,0.542384,proxy,1,0.163596,fg_rl_home,-0.078800,0.242396
2250011,2026-03-26,2026-03,BOS@CIN,p1,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250011,2026-03-26,2026-03,BOS@CIN,p2,ML,HOME,135,-163,135,-163,0.407089,0.407089,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250011,2026-03-26,2026-03,BOS@CIN,p2,RL,HOME,164,-164,-131,109,0.378788,0.542384,proxy,1,0.163596,fg_rl_home,-0.078800,0.242396
2250011,2026-03-26,2026-03,BOS@CIN,p2,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250012,2026-03-26,2026-03,LAA@HOU,live,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250012,2026-03-26,2026-03,LAA@HOU,live,RL,AWAY,126,-126,-143,119,0.442478,0.563083,proxy,1,0.120605,fg_rl_away,0.005600,0.115005
2250012,2026-03-26,2026-03,LAA@HOU,live,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250012,2026-03-26,2026-03,LAA@HOU,p1,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250012,2026-03-26,2026-03,LAA@HOU,p1,RL,AWAY,126,-126,-143,119,0.442478,0.563083,proxy,1,0.120605,fg_rl_away,0.005600,0.115005
2250012,2026-03-26,2026-03,LAA@HOU,p1,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250012,2026-03-26,2026-03,LAA@HOU,p2,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250012,2026-03-26,2026-03,LAA@HOU,p2,RL,AWAY,126,-126,-143,119,0.442478,0.563083,proxy,1,0.120605,fg_rl_away,0.005600,0.115005
2250012,2026-03-26,2026-03,LAA@HOU,p2,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250013,2026-03-26,2026-03,DET@SD,live,ML,HOME,104,-126,104,-126,0.467870,0.467870,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250013,2026-03-26,2026-03,DET@SD,live,RL,HOME,196,-196,-168,139,0.337838,0.599713,proxy,1,0.261875,fg_rl_home,-0.062500,0.324375
2250013,2026-03-26,2026-03,DET@SD,live,TOTAL,UNDER,-110,-110,-110,-110,0.500000,0.500000,proxy,1,0.000000,fg_under,,
2250013,2026-03-26,2026-03,DET@SD,p1,ML,HOME,104,-126,104,-126,0.467870,0.467870,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250013,2026-03-26,2026-03,DET@SD,p1,RL,HOME,196,-196,-168,139,0.337838,0.599713,proxy,1,0.261875,fg_rl_home,-0.062500,0.324375
2250013,2026-03-26,2026-03,DET@SD,p1,TOTAL,UNDER,-110,-110,-110,-110,0.500000,0.500000,proxy,1,0.000000,fg_under,,
2250013,2026-03-26,2026-03,DET@SD,p2,ML,HOME,104,-126,104,-126,0.467870,0.467870,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250013,2026-03-26,2026-03,DET@SD,p2,RL,HOME,196,-196,-168,139,0.337838,0.599713,proxy,1,0.261875,fg_rl_home,-0.062500,0.324375
2250013,2026-03-26,2026-03,DET@SD,p2,TOTAL,UNDER,-110,-110,-110,-110,0.500000,0.500000,proxy,1,0.000000,fg_under,,
2250014,2026-03-26,2026-03,TB@STL,live,ML,HOME,109,-131,109,-131,0.457616,0.457616,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250014,2026-03-26,2026-03,TB@STL,live,RL,HOME,173,-172,-149,123,0.366794,0.571628,proxy,1,0.204833,fg_rl_home,-0.061600,0.266433
2250014,2026-03-26,2026-03,TB@STL,live,TOTAL,OVER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_over,,
2250014,2026-03-26,2026-03,TB@STL,p1,ML,HOME,109,-131,109,-131,0.457616,0.457616,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250014,2026-03-26,2026-03,TB@STL,p1,RL,HOME,173,-172,-149,123,0.366794,0.571628,proxy,1,0.204833,fg_rl_home,-0.061600,0.266433
2250014,2026-03-26,2026-03,TB@STL,p1,TOTAL,UNDER,-108,-112,-108,-112,0.495670,0.495670,proxy,1,0.000000,fg_under,,
2250014,2026-03-26,2026-03,TB@STL,p2,ML,HOME,109,-131,109,-131,0.457616,0.457616,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250014,2026-03-26,2026-03,TB@STL,p2,RL,HOME,173,-172,-149,123,0.366794,0.571628,proxy,1,0.204833,fg_rl_home,-0.061600,0.266433
2250014,2026-03-26,2026-03,TB@STL,p2,TOTAL,UNDER,-108,-112,-108,-112,0.495670,0.495670,proxy,1,0.000000,fg_under,,
2250015,2026-03-26,2026-03,TEX@PHI,live,ML,HOME,-175,144,-175,144,0.608262,0.608262,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250015,2026-03-26,2026-03,TEX@PHI,live,RL,AWAY,139,-139,-156,129,0.418410,0.582545,proxy,1,0.164135,fg_rl_away,0.000900,0.163235
2250015,2026-03-26,2026-03,TEX@PHI,live,TOTAL,UNDER,-107,-113,-107,-113,0.493504,0.493504,proxy,1,0.000000,fg_under,,
2250015,2026-03-26,2026-03,TEX@PHI,p1,ML,HOME,-175,144,-175,144,0.608262,0.608262,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250015,2026-03-26,2026-03,TEX@PHI,p1,RL,AWAY,139,-139,-156,129,0.418410,0.582545,proxy,1,0.164135,fg_rl_away,0.000900,0.163235
2250015,2026-03-26,2026-03,TEX@PHI,p1,TOTAL,UNDER,-107,-113,-107,-113,0.493504,0.493504,proxy,1,0.000000,fg_under,,
2250015,2026-03-26,2026-03,TEX@PHI,p2,ML,HOME,-175,144,-175,144,0.608262,0.608262,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250015,2026-03-26,2026-03,TEX@PHI,p2,RL,AWAY,139,-139,-156,129,0.418410,0.582545,proxy,1,0.164135,fg_rl_away,0.000900,0.163235
2250015,2026-03-26,2026-03,TEX@PHI,p2,TOTAL,UNDER,-107,-113,-107,-113,0.493504,0.493504,proxy,1,0.000000,fg_under,,
2250016,2026-03-26,2026-03,CLE@SEA,live,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250016,2026-03-26,2026-03,CLE@SEA,live,RL,AWAY,131,-131,-149,123,0.432900,0.571628,proxy,1,0.138727,fg_rl_away,0.004500,0.134227
2250016,2026-03-26,2026-03,CLE@SEA,live,TOTAL,OVER,-120,100,-120,100,0.521739,0.521739,proxy,1,0.000000,fg_over,,
2250016,2026-03-26,2026-03,CLE@SEA,p1,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250016,2026-03-26,2026-03,CLE@SEA,p1,RL,AWAY,131,-131,-149,123,0.432900,0.571628,proxy,1,0.138727,fg_rl_away,0.004500,0.134227
2250016,2026-03-26,2026-03,CLE@SEA,p1,TOTAL,OVER,-120,100,-120,100,0.521739,0.521739,proxy,1,0.000000,fg_over,,
2250016,2026-03-26,2026-03,CLE@SEA,p2,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250016,2026-03-26,2026-03,CLE@SEA,p2,RL,AWAY,131,-131,-149,123,0.432900,0.571628,proxy,1,0.138727,fg_rl_away,0.004500,0.134227
2250016,2026-03-26,2026-03,CLE@SEA,p2,TOTAL,OVER,-120,100,-120,100,0.521739,0.521739,proxy,1,0.000000,fg_over,,
2252284,2026-03-26,2026-03,ARI@LAD,live,ML,HOME,-286,229,-286,229,0.709105,0.709105,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2252284,2026-03-26,2026-03,ARI@LAD,live,RL,AWAY,-104,104,113,-136,0.509804,0.448942,proxy,1,-0.060862,fg_rl_away,-0.060900,0.000038
2252284,2026-03-26,2026-03,ARI@LAD,live,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2252284,2026-03-26,2026-03,ARI@LAD,p1,ML,HOME,-286,229,-286,229,0.709105,0.709105,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2252284,2026-03-26,2026-03,ARI@LAD,p1,RL,AWAY,-104,104,113,-136,0.509804,0.448942,proxy,1,-0.060862,fg_rl_away,-0.060900,0.000038
2252284,2026-03-26,2026-03,ARI@LAD,p1,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2252284,2026-03-26,2026-03,ARI@LAD,p2,ML,HOME,-286,229,-286,229,0.709105,0.709105,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2252284,2026-03-26,2026-03,ARI@LAD,p2,RL,AWAY,-104,104,113,-136,0.509804,0.448942,proxy,1,-0.060862,fg_rl_away,-0.060900,0.000038
2252284,2026-03-26,2026-03,ARI@LAD,p2,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2250017,2026-03-27,2026-03,NYY@SF,live,ML,AWAY,-136,113,-136,113,0.551058,0.551058,proxy,1,0.000000,fg_ml_away,0.000000,0.000000
2250017,2026-03-27,2026-03,NYY@SF,live,RL,HOME,152,-152,-149,123,0.396825,0.571628,proxy,1,0.174802,fg_rl_home,-0.031600,0.206402
2250017,2026-03-27,2026-03,NYY@SF,live,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2250017,2026-03-27,2026-03,NYY@SF,p1,ML,HOME,113,-136,113,-136,0.448942,0.448942,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250017,2026-03-27,2026-03,NYY@SF,p1,RL,HOME,152,-152,-149,123,0.396825,0.571628,proxy,1,0.174802,fg_rl_home,-0.031600,0.206402
2250017,2026-03-27,2026-03,NYY@SF,p1,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2250017,2026-03-27,2026-03,NYY@SF,p2,ML,HOME,113,-136,113,-136,0.448942,0.448942,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250017,2026-03-27,2026-03,NYY@SF,p2,RL,HOME,152,-152,-149,123,0.396825,0.571628,proxy,1,0.174802,fg_rl_home,-0.031600,0.206402
2250017,2026-03-27,2026-03,NYY@SF,p2,TOTAL,UNDER,-112,-108,-112,-108,0.504330,0.504330,proxy,1,0.000000,fg_under,,
2250018,2026-03-27,2026-03,ATH@TOR,live,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250018,2026-03-27,2026-03,ATH@TOR,live,RL,AWAY,123,-123,-143,119,0.448430,0.563083,proxy,1,0.114653,fg_rl_away,0.011500,0.103153
2250018,2026-03-27,2026-03,ATH@TOR,live,TOTAL,OVER,-120,100,-120,100,0.521739,0.521739,proxy,1,0.000000,fg_over,,
2250018,2026-03-27,2026-03,ATH@TOR,p1,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250018,2026-03-27,2026-03,ATH@TOR,p1,RL,AWAY,123,-123,-143,119,0.448430,0.563083,proxy,1,0.114653,fg_rl_away,0.011500,0.103153
2250018,2026-03-27,2026-03,ATH@TOR,p1,TOTAL,UNDER,100,-120,100,-120,0.478261,0.478261,proxy,1,0.000000,fg_under,,
2250018,2026-03-27,2026-03,ATH@TOR,p2,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250018,2026-03-27,2026-03,ATH@TOR,p2,RL,AWAY,123,-123,-143,119,0.448430,0.563083,proxy,1,0.114653,fg_rl_away,0.011500,0.103153
2250018,2026-03-27,2026-03,ATH@TOR,p2,TOTAL,UNDER,100,-120,100,-120,0.478261,0.478261,proxy,1,0.000000,fg_under,,
2250019,2026-03-27,2026-03,COL@MIA,live,ML,HOME,-199,163,-199,163,0.636417,0.636417,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250019,2026-03-27,2026-03,COL@MIA,live,RL,AWAY,134,-134,-131,109,0.427350,0.542384,proxy,1,0.115034,fg_rl_away,-0.030200,0.145234
2250019,2026-03-27,2026-03,COL@MIA,live,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250019,2026-03-27,2026-03,COL@MIA,p1,ML,HOME,-199,163,-199,163,0.636417,0.636417,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250019,2026-03-27,2026-03,COL@MIA,p1,RL,AWAY,134,-134,-131,109,0.427350,0.542384,proxy,1,0.115034,fg_rl_away,-0.030200,0.145234
2250019,2026-03-27,2026-03,COL@MIA,p1,TOTAL,OVER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_over,,
2250019,2026-03-27,2026-03,COL@MIA,p2,ML,HOME,-199,163,-199,163,0.636417,0.636417,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250019,2026-03-27,2026-03,COL@MIA,p2,RL,AWAY,134,-134,-131,109,0.427350,0.542384,proxy,1,0.115034,fg_rl_away,-0.030200,0.145234
2250019,2026-03-27,2026-03,COL@MIA,p2,TOTAL,OVER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_over,,
2250020,2026-03-27,2026-03,KC@ATL,live,ML,HOME,-136,113,-136,113,0.551058,0.551058,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250020,2026-03-27,2026-03,KC@ATL,live,RL,AWAY,119,-119,-186,153,0.456621,0.621983,proxy,1,0.165362,fg_rl_away,0.078600,0.086762
2250020,2026-03-27,2026-03,KC@ATL,live,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250020,2026-03-27,2026-03,KC@ATL,p1,ML,HOME,-136,113,-136,113,0.551058,0.551058,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250020,2026-03-27,2026-03,KC@ATL,p1,RL,AWAY,119,-119,-186,153,0.456621,0.621983,proxy,1,0.165362,fg_rl_away,0.078600,0.086762
2250020,2026-03-27,2026-03,KC@ATL,p1,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250020,2026-03-27,2026-03,KC@ATL,p2,ML,HOME,-136,113,-136,113,0.551058,0.551058,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250020,2026-03-27,2026-03,KC@ATL,p2,RL,AWAY,119,-119,-186,153,0.456621,0.621983,proxy,1,0.165362,fg_rl_away,0.078600,0.086762
2250020,2026-03-27,2026-03,KC@ATL,p2,TOTAL,UNDER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_under,,
2250021,2026-03-27,2026-03,LAA@HOU,live,ML,HOME,-169,140,-169,140,0.601245,0.601245,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250021,2026-03-27,2026-03,LAA@HOU,live,RL,AWAY,123,-123,-141,117,0.448430,0.559391,proxy,1,0.110960,fg_rl_away,0.007800,0.103160
2250021,2026-03-27,2026-03,LAA@HOU,live,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250021,2026-03-27,2026-03,LAA@HOU,p1,ML,HOME,-169,140,-169,140,0.601245,0.601245,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250021,2026-03-27,2026-03,LAA@HOU,p1,RL,AWAY,123,-123,-141,117,0.448430,0.559391,proxy,1,0.110960,fg_rl_away,0.007800,0.103160
2250021,2026-03-27,2026-03,LAA@HOU,p1,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250021,2026-03-27,2026-03,LAA@HOU,p2,ML,HOME,-169,140,-169,140,0.601245,0.601245,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250021,2026-03-27,2026-03,LAA@HOU,p2,RL,AWAY,123,-123,-141,117,0.448430,0.559391,proxy,1,0.110960,fg_rl_away,0.007800,0.103160
2250021,2026-03-27,2026-03,LAA@HOU,p2,TOTAL,UNDER,-102,-118,-102,-118,0.482636,0.482636,proxy,1,0.000000,fg_under,,
2250022,2026-03-27,2026-03,DET@SD,live,ML,HOME,-130,108,-130,108,0.540368,0.540368,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250022,2026-03-27,2026-03,DET@SD,live,RL,AWAY,146,-146,-199,163,0.406504,0.636417,proxy,1,0.229913,fg_rl_away,0.042900,0.187013
2250022,2026-03-27,2026-03,DET@SD,live,TOTAL,OVER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_over,,
2250022,2026-03-27,2026-03,DET@SD,p1,ML,HOME,-130,108,-130,108,0.540368,0.540368,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250022,2026-03-27,2026-03,DET@SD,p1,RL,AWAY,146,-146,-199,163,0.406504,0.636417,proxy,1,0.229913,fg_rl_away,0.042900,0.187013
2250022,2026-03-27,2026-03,DET@SD,p1,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250022,2026-03-27,2026-03,DET@SD,p2,ML,HOME,-130,108,-130,108,0.540368,0.540368,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250022,2026-03-27,2026-03,DET@SD,p2,RL,AWAY,146,-146,-199,163,0.406504,0.636417,proxy,1,0.229913,fg_rl_away,0.042900,0.187013
2250022,2026-03-27,2026-03,DET@SD,p2,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250023,2026-03-27,2026-03,CLE@SEA,live,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250023,2026-03-27,2026-03,CLE@SEA,live,RL,AWAY,143,-143,-149,123,0.411523,0.571628,proxy,1,0.160105,fg_rl_away,-0.016900,0.177005
2250023,2026-03-27,2026-03,CLE@SEA,live,TOTAL,OVER,-105,-115,-105,-115,0.489166,0.489166,proxy,1,0.000000,fg_over,,
2250023,2026-03-27,2026-03,CLE@SEA,p1,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250023,2026-03-27,2026-03,CLE@SEA,p1,RL,AWAY,143,-143,-149,123,0.411523,0.571628,proxy,1,0.160105,fg_rl_away,-0.016900,0.177005
2250023,2026-03-27,2026-03,CLE@SEA,p1,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2250023,2026-03-27,2026-03,CLE@SEA,p2,ML,HOME,-181,149,-181,149,0.615958,0.615958,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
2250023,2026-03-27,2026-03,CLE@SEA,p2,RL,AWAY,143,-143,-149,123,0.411523,0.571628,proxy,1,0.160105,fg_rl_away,-0.016900,0.177005
2250023,2026-03-27,2026-03,CLE@SEA,p2,TOTAL,UNDER,-115,-105,-115,-105,0.510834,0.510834,proxy,1,0.000000,fg_under,,
2252293,2026-03-27,2026-03,ARI@LAD,live,ML,HOME,-240,194,-240,194,0.674828,0.674828,proxy,1,0.000000,fg_ml_home,0.000000,0.000000
