gameId,gameDate,month,mlbGamePk,awayTeam,homeTeam,venue,parkFactor3yr,roof,doubleHeader,gameNumber,startET,localHour,dayNight,aScore,hScore,totalActual,homeWin,lineOu,lineSrc,p1_pAwayMl,p1_projTotal,p1_pOver,p1_projAway,p1_projHome,p1_pAwayRl,p2_pAwayMl,p2_projTotal,p2_pOver,envMultUsed,TfgUsed,totalSdUsed
2250226,2026-04-13,2026-04,823563,LAA,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,10,11,21.0,1,9.5,games.bookTotal,0.34860,9.840,0.46710,4.140,5.700,0.49380,0.34860,9.840,0.46710,1.0,1.0,4.5
2250227,2026-04-13,2026-04,824937,MIA,ATL,Truist Park,0.9774370157800405,open,N,1,19.25,19.25,night,10,4,14.0,0,8.0,games.bookTotal,0.32940,8.840,0.51500,3.600,5.240,0.48790,0.32940,8.840,0.51500,1.0,1.0,4.5
2250228,2026-04-13,2026-04,823725,BOS,MIN,Target Field,1.0393958506147416,open,N,1,19.667,18.667,night,6,13,19.0,1,7.5,games.bookTotal,0.48660,8.430,0.52100,4.310,4.120,0.38940,0.48660,8.430,0.52100,1.0,1.0,4.5
2250229,2026-04-13,2026-04,823073,CLE,STL,Busch Stadium,0.9270781176097251,open,N,1,19.75,18.75,night,9,3,12.0,0,8.0,games.bookTotal,0.52040,7.990,0.44090,4.260,3.720,0.41480,0.52040,7.990,0.44090,1.0,1.0,4.5
2250230,2026-04-13,2026-04,825024,TEX,ATH,Sutter Health Park,1.2480324396937523,open,N,1,21.667,18.667,night,8,1,9.0,0,8.5,games.bookTotal,0.35940,12.430,0.72170,5.370,7.060,0.30330,0.35940,12.430,0.72170,1.0,1.0,4.5
2250231,2026-04-13,2026-04,823964,NYM,LAD,Dodger Stadium,1.0009612737608329,open,N,1,22.167,19.167,night,0,4,4.0,1,8.5,games.bookTotal,0.35180,9.650,0.54360,4.090,5.570,0.50020,0.35180,9.650,0.54360,1.0,1.0,4.5
2252508,2026-04-13,2026-04,824856,ARI,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,18.583,18.583,night,7,9,16.0,1,9.0,games.bookTotal,0.43350,8.940,0.44060,4.260,4.680,0.58690,0.43350,8.940,0.44060,1.0,1.0,4.5
2250232,2026-04-14,2026-04,824292,KC,DET,Comerica Park,0.9349853658854492,open,N,1,18.667,18.667,night,1,2,3.0,1,8.0,games.bookTotal,0.39370,9.080,0.53640,4.090,4.990,0.31160,0.39370,9.080,0.53640,1.0,1.0,4.5
2250233,2026-04-14,2026-04,823398,WSH,PIT,PNC Park,1.0512344435575476,open,N,1,18.667,18.667,night,5,4,9.0,0,9.5,games.bookTotal,0.37060,8.150,0.32670,3.520,4.630,0.53450,0.37060,8.150,0.32670,1.0,1.0,4.5
2250234,2026-04-14,2026-04,824531,SF,CIN,Great American Ball Park,0.9902854490964874,open,N,1,18.667,18.667,night,1,2,3.0,1,9.0,games.bookTotal,0.57250,9.500,0.48500,5.380,4.120,0.48170,0.57250,9.500,0.48500,1.0,1.0,4.5
2250235,2026-04-14,2026-04,823478,CHC,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,18.667,18.667,night,10,4,14.0,0,10.0,games.bookTotal,0.39710,9.340,0.39250,4.210,5.130,0.54570,0.39710,9.340,0.39250,1.0,1.0,4.5
2250236,2026-04-14,2026-04,823562,LAA,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,7,1,8.0,0,9.5,games.bookTotal,0.43680,9.030,0.40080,4.310,4.720,0.58750,0.43680,9.030,0.40080,1.0,1.0,4.5
2250237,2026-04-14,2026-04,824935,MIA,ATL,Truist Park,0.9774370157800405,open,N,1,19.25,19.25,night,5,6,11.0,1,8.5,games.bookTotal,0.34600,8.440,0.44150,3.520,4.920,0.50840,0.34600,8.440,0.44150,1.0,1.0,4.5
2250238,2026-04-14,2026-04,823723,BOS,MIN,Target Field,1.0393958506147416,open,N,1,19.667,18.667,night,0,6,6.0,1,8.0,games.bookTotal,0.57090,9.590,0.57520,5.410,4.180,0.48130,0.57090,9.590,0.57520,1.0,1.0,4.5
2250239,2026-04-14,2026-04,824616,TB,CWS,Rate Field,0.9534515889611959,open,N,1,19.667,18.667,night,8,5,13.0,0,8.0,games.bookTotal,0.43850,8.090,0.45060,3.880,4.210,0.34220,0.43850,8.090,0.45060,1.0,1.0,4.5
2250240,2026-04-14,2026-04,823802,TOR,MIL,American Family Field,0.9522189984168762,roof,N,1,19.667,18.667,night,9,7,16.0,0,7.0,games.bookTotal,0.50850,6.770,0.41830,3.570,3.200,0.38670,0.50850,6.770,0.41830,1.0,1.0,4.5
2250241,2026-04-14,2026-04,823072,CLE,STL,Busch Stadium,0.9270781176097251,open,N,1,19.75,18.75,night,5,6,11.0,1,9.0,games.bookTotal,0.38100,7.200,0.28810,3.160,4.040,0.28030,0.38100,7.200,0.28810,1.0,1.0,4.5
2250242,2026-04-14,2026-04,824210,COL,HOU,Daikin Park,0.9911732357433639,roof,N,1,20.167,19.167,night,6,7,13.0,1,8.5,games.bookTotal,0.36100,10.700,0.61810,4.620,6.090,0.50050,0.36100,10.700,0.61810,1.0,1.0,4.5
2250243,2026-04-14,2026-04,823315,SEA,SD,Petco Park,0.8944051349677884,open,N,1,21.667,18.667,night,1,4,5.0,1,7.0,games.bookTotal,0.50410,6.630,0.40300,3.470,3.160,0.37970,0.50410,6.630,0.40300,1.0,1.0,4.5
2250244,2026-04-14,2026-04,825022,TEX,ATH,Sutter Health Park,1.2480324396937523,open,N,1,21.667,18.667,night,1,2,3.0,1,9.0,games.bookTotal,0.41280,8.550,0.40640,3.950,4.590,0.32360,0.41280,8.550,0.40640,1.0,1.0,4.5
2250245,2026-04-14,2026-04,823965,NYM,LAD,Dodger Stadium,1.0009612737608329,open,N,1,22.167,19.167,night,1,2,3.0,1,7.5,games.bookTotal,0.44720,7.490,0.43390,3.630,3.860,0.61730,0.44720,7.490,0.43390,1.0,1.0,4.5
2252517,2026-04-14,2026-04,824853,ARI,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,18.583,18.583,night,4,3,7.0,0,9.0,games.bookTotal,0.42420,8.710,0.41980,4.090,4.610,0.58110,0.42420,8.710,0.41980,1.0,1.0,4.5
2250246,2026-04-15,2026-04,823071,CLE,STL,Busch Stadium,0.9270781176097251,open,N,1,13.25,12.25,day,3,5,8.0,1,9.0,games.bookTotal,0.51740,9.150,0.45690,4.850,4.290,0.42610,0.51740,9.150,0.45690,1.0,1.0,4.5
2250247,2026-04-15,2026-04,823722,BOS,MIN,Target Field,1.0393958506147416,open,N,1,13.667,12.667,day,9,5,14.0,0,8.0,games.bookTotal,0.44260,9.240,0.54820,4.460,4.780,0.35710,0.44260,9.240,0.54820,1.0,1.0,4.5
2250248,2026-04-15,2026-04,824291,KC,DET,Comerica Park,0.9349853658854492,open,N,1,18.667,18.667,night,1,2,3.0,1,8.5,games.bookTotal,0.51950,7.960,0.39960,4.240,3.720,0.67560,0.51950,7.960,0.39960,1.0,1.0,4.5
2250249,2026-04-15,2026-04,823399,WSH,PIT,PNC Park,1.0512344435575476,open,N,1,18.667,18.667,night,0,2,2.0,1,9.5,games.bookTotal,0.44000,10.620,0.52610,5.100,5.520,0.57600,0.44000,10.620,0.52610,1.0,1.0,4.5
2250250,2026-04-15,2026-04,824532,SF,CIN,Great American Ball Park,0.9902854490964874,open,N,1,18.667,18.667,night,3,8,11.0,1,9.0,games.bookTotal,0.39030,8.990,0.44380,4.030,4.960,0.30850,0.39030,8.990,0.44380,1.0,1.0,4.5
2250251,2026-04-15,2026-04,823477,CHC,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,18.667,18.667,night,11,2,13.0,0,9.0,games.bookTotal,0.52100,8.440,0.39680,4.500,3.940,0.67260,0.52100,8.440,0.39680,1.0,1.0,4.5
2250252,2026-04-15,2026-04,823561,LAA,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,4,5,9.0,1,10.5,games.bookTotal,0.44430,9.000,0.33270,4.330,4.670,0.59270,0.44430,9.000,0.33270,1.0,1.0,4.5
2250253,2026-04-15,2026-04,824936,MIA,ATL,Truist Park,0.9774370157800405,open,N,1,19.25,19.25,night,3,6,9.0,1,9.0,games.bookTotal,0.28590,9.080,0.45010,3.430,5.650,0.44090,0.28590,9.080,0.45010,1.0,1.0,4.5
2250254,2026-04-15,2026-04,824615,TB,CWS,Rate Field,0.9534515889611959,open,N,1,19.667,18.667,night,8,3,11.0,0,8.5,games.bookTotal,0.44340,7.650,0.36970,3.680,3.960,0.34050,0.44340,7.650,0.36970,1.0,1.0,4.5
2250255,2026-04-15,2026-04,823803,TOR,MIL,American Family Field,0.9522189984168762,roof,N,1,19.667,18.667,night,1,2,3.0,1,7.5,games.bookTotal,0.43130,8.480,0.52550,4.030,4.450,0.33940,0.43130,8.480,0.52550,1.0,1.0,4.5
2250256,2026-04-15,2026-04,824209,COL,HOU,Daikin Park,0.9911732357433639,roof,N,1,20.167,19.167,night,1,3,4.0,1,8.5,games.bookTotal,0.48730,9.300,0.51510,4.750,4.540,0.63390,0.48730,9.300,0.51510,1.0,1.0,4.5
2250257,2026-04-15,2026-04,823314,SEA,SD,Petco Park,0.8944051349677884,open,N,1,21.667,18.667,night,6,7,13.0,1,8.0,games.bookTotal,0.48840,6.520,0.30110,3.340,3.180,0.36430,0.48840,6.520,0.30110,1.0,1.0,4.5
2250258,2026-04-15,2026-04,825021,TEX,ATH,Sutter Health Park,1.2480324396937523,open,N,1,21.667,18.667,night,5,6,11.0,1,10.0,games.bookTotal,0.34980,10.230,0.46230,4.310,5.920,0.27990,0.34980,10.230,0.46230,1.0,1.0,4.5
2250259,2026-04-15,2026-04,823963,NYM,LAD,Dodger Stadium,1.0009612737608329,open,N,1,22.167,19.167,night,2,8,10.0,1,7.5,games.bookTotal,0.36340,7.380,0.42310,3.150,4.230,0.54010,0.36340,7.380,0.42310,1.0,1.0,4.5
2252532,2026-04-15,2026-04,824855,ARI,BAL,Oriole Park at Camden Yards,1.0451331923662392,open,N,1,12.583,12.583,day,8,5,13.0,0,9.5,games.bookTotal,0.53270,8.970,0.39560,4.860,4.100,0.67820,0.53270,8.970,0.39560,1.0,1.0,4.5
2250260,2026-04-16,2026-04,823396,WSH,PIT,PNC Park,1.0512344435575476,open,N,1,12.583,12.583,day,8,7,15.0,0,8.5,games.bookTotal,0.42410,7.820,0.38680,3.670,4.150,0.59040,0.42410,7.820,0.38680,1.0,1.0,4.5
2250261,2026-04-16,2026-04,824530,SF,CIN,Great American Ball Park,0.9902854490964874,open,N,1,12.667,12.667,day,3,0,3.0,0,8.0,games.bookTotal,0.48080,8.380,0.47660,4.250,4.130,0.63720,0.48080,8.380,0.47660,1.0,1.0,4.5
2250262,2026-04-16,2026-04,824289,KC,DET,Comerica Park,0.9349853658854492,open,N,1,13.167,13.167,day,9,10,19.0,1,8.5,games.bookTotal,0.40800,6.520,0.26450,2.970,3.540,0.29450,0.40800,6.520,0.26450,1.0,1.0,4.5
2250263,2026-04-16,2026-04,823560,LAA,NYY,Yankee Stadium,1.0182831791057652,open,N,1,13.583,13.583,day,11,4,15.0,0,10.0,games.bookTotal,0.32720,8.300,0.30790,3.340,4.960,0.48900,0.32720,8.300,0.30790,1.0,1.0,4.5
2250264,2026-04-16,2026-04,823801,TOR,MIL,American Family Field,0.9522189984168762,roof,N,1,13.667,12.667,day,1,2,3.0,1,8.5,games.bookTotal,0.57170,9.940,0.56450,5.620,4.320,0.48570,0.57170,9.940,0.56450,1.0,1.0,4.5
2250265,2026-04-16,2026-04,824614,TB,CWS,Rate Field,0.9534515889611959,open,N,1,14.167,13.167,day,5,3,8.0,0,8.5,games.bookTotal,0.51090,7.550,0.36210,3.980,3.570,0.40010,0.51090,7.550,0.36210,1.0,1.0,4.5
2250266,2026-04-16,2026-04,825023,TEX,ATH,Sutter Health Park,1.2480324396937523,open,N,1,15.083,12.083,day,9,6,15.0,0,8.5,games.bookTotal,0.53260,12.440,0.72300,6.690,5.750,0.46650,0.53260,12.440,0.72300,1.0,1.0,4.5
2250267,2026-04-16,2026-04,824453,BAL,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,2,4,6.0,1,8.0,games.bookTotal,0.33010,7.780,0.42150,3.150,4.630,0.50150,0.33010,7.780,0.42150,1.0,1.0,4.5
2250268,2026-04-16,2026-04,824208,COL,HOU,Daikin Park,0.9911732357433639,roof,N,1,20.167,19.167,night,3,2,5.0,0,8.5,games.bookTotal,0.46460,9.050,0.49480,4.500,4.550,0.61520,0.46460,9.050,0.49480,1.0,1.0,4.5
2250269,2026-04-16,2026-04,823313,SEA,SD,Petco Park,0.8944051349677884,open,N,1,20.667,17.667,night,2,5,7.0,1,8.5,games.bookTotal,0.36370,8.600,0.45640,3.700,4.910,0.28140,0.36370,8.600,0.45640,1.0,1.0,4.5
2250270,2026-04-17,2026-04,824693,NYM,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,4,12,16.0,1,10.0,games.bookTotal,0.32640,9.020,0.36650,3.630,5.380,0.47900,0.32640,9.020,0.36650,1.0,1.0,4.5
2250271,2026-04-17,2026-04,824454,BAL,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,6,4,10.0,0,8.0,games.bookTotal,0.38980,10.330,0.62970,4.640,5.690,0.53110,0.38980,10.330,0.62970,1.0,1.0,4.5
2250272,2026-04-17,2026-04,823476,ATL,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,18.667,18.667,night,9,0,9.0,0,9.5,games.bookTotal,0.63160,10.280,0.49940,6.220,4.060,0.55020,0.63160,10.280,0.49940,1.0,1.0,4.5
2250273,2026-04-17,2026-04,822752,SF,WSH,Nationals Park,1.1534896468268556,open,N,1,18.75,18.75,night,10,5,15.0,0,8.5,games.bookTotal,0.49140,10.710,0.62000,5.500,5.210,0.41460,0.49140,10.710,0.62000,1.0,1.0,4.5
2250274,2026-04-17,2026-04,823397,TB,PIT,PNC Park,1.0512344435575476,open,N,1,18.75,18.75,night,1,5,6.0,1,8.5,games.bookTotal,0.49900,8.930,0.48490,4.640,4.290,0.40610,0.49900,8.930,0.48490,1.0,1.0,4.5
2250275,2026-04-17,2026-04,823559,KC,NYY,Yankee Stadium,1.0182831791057652,open,N,1,19.083,19.083,night,2,4,6.0,1,8.0,games.bookTotal,0.45990,7.070,0.35510,3.490,3.590,0.63440,0.45990,7.070,0.35510,1.0,1.0,4.5
2250276,2026-04-17,2026-04,823883,MIL,MIA,loanDepot park,0.9585538609518026,roof,N,1,19.167,19.167,night,7,5,12.0,0,8.0,games.bookTotal,0.45620,8.500,0.48710,4.170,4.320,0.36230,0.45620,8.500,0.48710,1.0,1.0,4.5
2250277,2026-04-17,2026-04,824778,DET,BOS,Fenway Park,0.95388155067788,open,N,1,19.25,19.25,night,0,1,1.0,1,7.5,games.bookTotal,0.43790,8.730,0.54670,4.180,4.550,0.59240,0.43790,8.730,0.54670,1.0,1.0,4.5
2250278,2026-04-17,2026-04,824207,STL,HOU,Daikin Park,0.9911732357433639,roof,N,1,20.167,19.167,night,9,4,13.0,0,9.0,games.bookTotal,0.37430,9.420,0.47890,4.130,5.290,0.29800,0.37430,9.420,0.47890,1.0,1.0,4.5
2250279,2026-04-17,2026-04,823720,CIN,MIN,Target Field,1.0393958506147416,open,N,1,20.167,19.167,night,2,1,3.0,0,8.5,games.bookTotal,0.37160,8.310,0.43060,3.610,4.700,0.53510,0.37160,8.310,0.43060,1.0,1.0,4.5
2250280,2026-04-17,2026-04,824373,LAD,COL,Coors Field,1.263629706076605,open,N,1,20.667,18.667,night,7,1,8.0,0,9.5,games.bookTotal,0.43430,9.720,0.45720,4.630,5.090,0.35220,0.43430,9.720,0.45720,1.0,1.0,4.5
2250281,2026-04-17,2026-04,824048,SD,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,0,8,8.0,1,8.0,games.bookTotal,0.24500,8.690,0.50070,3.010,5.680,0.40220,0.24500,8.690,0.50070,1.0,1.0,4.5
2250282,2026-04-17,2026-04,823152,TEX,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,21.667,18.667,night,5,0,5.0,0,6.5,games.bookTotal,0.44580,6.880,0.48530,3.330,3.550,0.62540,0.44580,6.880,0.48530,1.0,1.0,4.5
2250283,2026-04-17,2026-04,825019,CWS,ATH,Sutter Health Park,1.2480324396937523,open,N,1,21.667,18.667,night,9,2,11.0,0,9.0,games.bookTotal,0.40190,9.520,0.48630,4.350,5.180,0.55170,0.40190,9.520,0.48630,1.0,1.0,4.5
2252570,2026-04-17,2026-04,825101,TOR,ARI,Chase Field,1.0804533346607728,roof,N,1,21.667,18.667,night,3,6,9.0,1,8.5,games.bookTotal,0.48200,8.510,0.44870,4.330,4.180,0.63660,0.48200,8.510,0.44870,1.0,1.0,4.5
2250284,2026-04-18,2026-04,823558,KC,NYY,Yankee Stadium,1.0182831791057652,open,N,1,13.583,13.583,day,4,13,17.0,1,8.0,games.bookTotal,0.41680,8.850,0.51690,4.120,4.730,0.57230,0.41680,8.850,0.51690,1.0,1.0,4.5
2250285,2026-04-18,2026-04,823721,CIN,MIN,Target Field,1.0393958506147416,open,N,1,14.167,13.167,day,5,4,9.0,0,8.0,games.bookTotal,0.35870,9.200,0.54530,3.930,5.270,0.51210,0.35870,9.200,0.54530,1.0,1.0,4.5
2250286,2026-04-18,2026-04,824694,NYM,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,2,4,6.0,1,8.5,games.bookTotal,0.48130,8.560,0.45190,4.350,4.210,0.38620,0.48130,8.560,0.45190,1.0,1.0,4.5
2250287,2026-04-18,2026-04,822751,SF,WSH,Nationals Park,1.1534896468268556,open,N,1,16.083,16.083,day,7,6,13.0,0,9.5,games.bookTotal,0.45610,11.050,0.55720,5.420,5.630,0.38250,0.45610,11.050,0.55720,1.0,1.0,4.5
2250288,2026-04-18,2026-04,823394,TB,PIT,PNC Park,1.0512344435575476,open,N,1,16.083,16.083,day,8,7,15.0,0,7.5,games.bookTotal,0.49950,7.570,0.44100,3.930,3.640,0.66270,0.49950,7.570,0.44100,1.0,1.0,4.5
2250289,2026-04-18,2026-04,825020,CWS,ATH,Sutter Health Park,1.2480324396937523,open,N,1,16.083,13.083,day,6,7,13.0,1,9.0,games.bookTotal,0.49530,10.550,0.56600,5.450,5.110,0.62980,0.49530,10.550,0.56600,1.0,1.0,4.5
2250290,2026-04-18,2026-04,824775,DET,BOS,Fenway Park,0.95388155067788,open,N,1,16.167,16.167,day,4,1,5.0,0,7.0,games.bookTotal,0.55720,8.740,0.59830,4.870,3.860,0.45870,0.55720,8.740,0.59830,1.0,1.0,4.5
2250291,2026-04-18,2026-04,823882,MIL,MIA,loanDepot park,0.9585538609518026,roof,N,1,16.167,16.167,day,5,2,7.0,0,7.5,games.bookTotal,0.40460,7.580,0.44210,3.450,4.120,0.30590,0.40460,7.580,0.44210,1.0,1.0,4.5
2250292,2026-04-18,2026-04,824451,BAL,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,2,4,6.0,1,7.0,games.bookTotal,0.40590,7.610,0.50160,3.470,4.140,0.57730,0.40590,7.610,0.50160,1.0,1.0,4.5
2250293,2026-04-18,2026-04,824206,STL,HOU,Daikin Park,0.9911732357433639,roof,N,1,19.167,18.167,night,7,5,12.0,0,9.0,games.bookTotal,0.39480,9.060,0.45040,4.090,4.970,0.54950,0.39480,9.060,0.45040,1.0,1.0,4.5
2250294,2026-04-18,2026-04,823151,TEX,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,19.25,16.25,day,3,7,10.0,1,7.0,games.bookTotal,0.34410,7.440,0.48530,3.080,4.370,0.52030,0.34410,7.440,0.48530,1.0,1.0,4.5
2250295,2026-04-18,2026-04,823474,ATL,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,19.25,19.25,night,3,1,4.0,0,7.0,games.bookTotal,0.45390,8.810,0.60420,4.310,4.500,0.60730,0.45390,8.810,0.60420,1.0,1.0,4.5
2250296,2026-04-18,2026-04,824372,LAD,COL,Coors Field,1.263629706076605,open,N,1,20.167,18.167,night,3,4,7.0,1,10.5,games.bookTotal,0.47410,13.650,0.65300,6.830,6.820,0.41350,0.47410,13.650,0.65300,1.0,1.0,4.5
2250297,2026-04-18,2026-04,824049,SD,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,4,1,5.0,0,9.0,games.bookTotal,0.43200,10.180,0.53870,4.860,5.330,0.35560,0.43200,10.180,0.53870,1.0,1.0,4.5
2252585,2026-04-18,2026-04,825098,TOR,ARI,Chase Field,1.0804533346607728,roof,N,1,20.167,17.167,night,2,6,8.0,1,9.0,games.bookTotal,0.40550,10.560,0.56560,4.850,5.700,0.54500,0.40550,10.560,0.56560,1.0,1.0,4.5
2250298,2026-04-19,2026-04,824777,DET,BOS,Fenway Park,0.95388155067788,open,N,1,13.583,13.583,day,6,2,8.0,0,7.0,games.bookTotal,0.46440,9.050,0.62380,4.490,4.560,0.61440,0.46440,9.050,0.62380,1.0,1.0,4.5
2250299,2026-04-19,2026-04,822750,SF,WSH,Nationals Park,1.1534896468268556,open,N,1,13.583,13.583,day,0,3,3.0,1,8.5,games.bookTotal,0.49460,9.480,0.52840,4.880,4.590,0.40670,0.49460,9.480,0.52840,1.0,1.0,4.5
2250300,2026-04-19,2026-04,823393,TB,PIT,PNC Park,1.0512344435575476,open,N,1,13.583,13.583,day,3,6,9.0,1,8.0,games.bookTotal,0.48750,7.870,0.43140,4.030,3.840,0.38220,0.48750,7.870,0.43140,1.0,1.0,4.5
2250301,2026-04-19,2026-04,823556,KC,NYY,Yankee Stadium,1.0182831791057652,open,N,1,13.583,13.583,day,0,7,7.0,1,8.0,games.bookTotal,0.43380,9.180,0.54390,4.370,4.800,0.58530,0.43380,9.180,0.54390,1.0,1.0,4.5
2250302,2026-04-19,2026-04,824452,BAL,CLE,Progressive Field,0.9211001775202943,open,N,1,13.667,13.667,day,4,8,12.0,1,6.5,games.bookTotal,0.43550,7.500,0.54560,3.580,3.920,0.33310,0.43550,7.500,0.54560,1.0,1.0,4.5
2250303,2026-04-19,2026-04,823881,MIL,MIA,loanDepot park,0.9585538609518026,roof,N,1,13.667,13.667,day,3,5,8.0,1,7.5,games.bookTotal,0.54060,8.430,0.52080,4.610,3.820,0.43890,0.54060,8.430,0.52080,1.0,1.0,4.5
2250304,2026-04-19,2026-04,824205,STL,HOU,Daikin Park,0.9911732357433639,roof,N,1,14.167,13.167,day,7,5,12.0,0,9.0,games.bookTotal,0.46800,10.280,0.54630,5.130,5.150,0.60660,0.46800,10.280,0.54630,1.0,1.0,4.5
2250305,2026-04-19,2026-04,823718,CIN,MIN,Target Field,1.0393958506147416,open,N,1,14.167,13.167,day,7,4,11.0,0,8.0,games.bookTotal,0.35400,9.940,0.60140,4.230,5.710,0.28430,0.35400,9.940,0.60140,1.0,1.0,4.5
2250306,2026-04-19,2026-04,824691,NYM,CHC,Wrigley Field,1.005140346320558,open,N,1,14.333,13.333,day,1,2,3.0,1,8.0,games.bookTotal,0.49850,9.460,0.56680,4.900,4.560,0.64190,0.49850,9.460,0.56680,1.0,1.0,4.5
2250307,2026-04-19,2026-04,824371,LAD,COL,Coors Field,1.263629706076605,open,N,1,15.167,13.167,day,6,9,15.0,1,11.5,games.bookTotal,0.48170,14.830,0.64580,7.450,7.380,0.42360,0.48170,14.830,0.64580,1.0,1.0,4.5
2250308,2026-04-19,2026-04,825018,CWS,ATH,Sutter Health Park,1.2480324396937523,open,N,1,16.083,13.083,day,7,4,11.0,0,9.5,games.bookTotal,0.31910,9.420,0.43310,3.770,5.650,0.46970,0.31910,9.420,0.43310,1.0,1.0,4.5
2250309,2026-04-19,2026-04,824047,SD,LAA,Angel Stadium,0.9770088624021527,open,N,1,16.117,13.117,day,2,1,3.0,0,9.0,games.bookTotal,0.49410,8.050,0.36330,4.150,3.900,0.39150,0.49410,8.050,0.36330,1.0,1.0,4.5
2250310,2026-04-19,2026-04,823150,TEX,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,16.167,13.167,day,2,5,7.0,1,7.5,games.bookTotal,0.41860,6.450,0.32960,2.990,3.460,0.60780,0.41860,6.450,0.32960,1.0,1.0,4.5
2250311,2026-04-19,2026-04,823475,ATL,PHI,Citizens Bank Park,1.0484931745187165,open,N,1,19.333,19.333,night,4,2,6.0,0,8.0,games.bookTotal,0.48990,8.880,0.51920,4.560,4.320,0.39710,0.48990,8.880,0.51920,1.0,1.0,4.5
2252600,2026-04-19,2026-04,825100,TOR,ARI,Chase Field,1.0804533346607728,roof,N,1,16.167,13.167,day,10,4,14.0,0,8.0,games.bookTotal,0.49210,8.220,0.46240,4.230,3.990,0.39130,0.49210,8.220,0.46240,1.0,1.0,4.5
2250312,2026-04-20,2026-04,824776,DET,BOS,Fenway Park,0.95388155067788,open,N,1,11.167,11.167,day,6,8,14.0,1,8.0,games.bookTotal,0.45280,8.380,0.47600,4.100,4.280,0.61210,0.45280,8.380,0.47600,1.0,1.0,4.5
2250313,2026-04-20,2026-04,824450,HOU,CLE,Progressive Field,0.9211001775202943,open,N,1,18.167,18.167,night,9,2,11.0,0,7.5,games.bookTotal,0.43780,8.410,0.51960,4.030,4.380,0.59690,0.43780,8.410,0.51960,1.0,1.0,4.5
2250314,2026-04-20,2026-04,822994,CIN,TB,Tropicana Field,0.9852491701944116,open,N,1,18.667,18.667,night,6,1,7.0,0,8.0,games.bookTotal,0.48510,8.530,0.48950,4.350,4.180,0.63900,0.48510,8.530,0.48950,1.0,1.0,4.5
2250315,2026-04-20,2026-04,823879,STL,MIA,loanDepot park,0.9585538609518026,roof,N,1,18.667,18.667,night,3,5,8.0,1,8.5,games.bookTotal,0.51240,7.690,0.37520,4.060,3.630,0.67230,0.51240,7.690,0.37520,1.0,1.0,4.5
2250316,2026-04-20,2026-04,822749,ATL,WSH,Nationals Park,1.1534896468268556,open,N,1,18.75,18.75,night,9,4,13.0,0,8.0,games.bookTotal,0.56840,9.850,0.59500,5.540,4.300,0.48110,0.56840,9.850,0.59500,1.0,1.0,4.5
2250317,2026-04-20,2026-04,824125,BAL,KC,Kauffman Stadium,0.998168321517966,open,N,1,19.667,18.667,night,7,5,12.0,0,9.0,games.bookTotal,0.34730,8.570,0.40800,3.590,4.980,0.26720,0.34730,8.570,0.40800,1.0,1.0,4.5
2250318,2026-04-20,2026-04,824692,PHI,CHC,Wrigley Field,1.005140346320558,open,N,1,19.667,18.667,night,1,5,6.0,1,7.5,games.bookTotal,0.40070,8.370,0.51630,3.800,4.570,0.31140,0.40070,8.370,0.51630,1.0,1.0,4.5
2250319,2026-04-20,2026-04,824370,LAD,COL,Coors Field,1.263629706076605,open,N,1,20.667,18.667,night,12,3,15.0,0,12.0,games.bookTotal,0.55580,9.720,0.28680,5.440,4.280,0.47600,0.55580,9.720,0.28680,1.0,1.0,4.5
2250320,2026-04-20,2026-04,824046,TOR,LAA,Angel Stadium,0.9770088624021527,open,N,1,21.633,18.633,night,5,2,7.0,0,7.5,games.bookTotal,0.43070,7.630,0.44950,3.620,4.020,0.32870,0.43070,7.630,0.44950,1.0,1.0,4.5
2250321,2026-04-20,2026-04,823149,ATH,SEA,T-Mobile Park,0.8411265978531404,roof,N,1,21.667,18.667,night,6,4,10.0,0,8.0,games.bookTotal,0.39910,6.260,0.27530,2.810,3.450,0.59280,0.39910,6.260,0.27530,1.0,1.0,4.5
