btId,gameId,gameDate,market,modelSide,stored_result,derived_outcome,stored_correct,confidencePassed,modelProb,bookNoVigProb,edge,bookLine,lineUsed,games_actual,bt_row_actual,staleActuals,edgeCheck,threshCheck,status,quarantineReason,voidReason,auditVersion,note
630002,2250006,2026-03-25,fg_ml_away,fg_ml_away,NO_ACTION,WIN,,0,,0.5321,,ML,,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
630001,2250006,2026-03-25,fg_ml_home,fg_ml_home,NO_ACTION,LOSS,,0,,0.4679,,ML,,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
630005,2250006,2026-03-25,fg_over,fg_over,NO_ACTION,PUSH,,0,,0.5174,,O7.0,7,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
630004,2250006,2026-03-25,fg_rl_away,fg_rl_away,NO_ACTION,WIN,,0,,,,-1.5,,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
630003,2250006,2026-03-25,fg_rl_home,fg_rl_home,NO_ACTION,LOSS,,0,,,,+1.5,,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
630006,2250006,2026-03-25,fg_under,fg_under,NO_ACTION,PUSH,,0,,0.4826,,U7.0,7,7-0,7-0,,,,ok,modelProb=null,,v2026-full-audit-1.0,
280485,2250007,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.45,0.4783,,ML,,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
280484,2250007,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.55,0.5217,,ML,,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
280486,2250007,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.53,0.5217,,O7.0,7,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
630018,2250007,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.3215,,-1.5,,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
630017,2250007,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.6785,,+1.5,,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
280487,2250007,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.47,0.4783,,U7.0,7,7-11,7-11,,,,ok,modelRunAt=1776250825827 >= gameStartUtcMs=1774541700000,,v2026-full-audit-1.0,
280221,2250008,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.44,0.3695,,ML,,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
280220,2250008,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.56,0.6305,,ML,,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
280222,2250008,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.59,0.5043,,O7.5,7.5,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
630032,2250008,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.5652,,+1.5,,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
630031,2250008,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.4348,,-1.5,,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
280223,2250008,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.41,0.4957,,U7.5,7.5,2-14,2-14,,,,ok,modelRunAt=1776250826153 >= gameStartUtcMs=1774545000000,,v2026-full-audit-1.0,
280251,2250009,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.37,0.3554,,ML,,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
280250,2250009,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.63,0.6446,,ML,,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
280252,2250009,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.59,0.4892,,O7.0,7,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
630046,2250009,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.505,,+1.5,,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
630045,2250009,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.495,,-1.5,,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
280253,2250009,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.41,0.5108,,U7.0,7,10-4,10-4,,,,ok,modelRunAt=1776250826222 >= gameStartUtcMs=1774545600000,,v2026-full-audit-1.0,
280281,2250010,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.39,0.4344,,ML,,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
280280,2250010,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.61,0.5656,,ML,,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
280282,2250010,2026-03-26,fg_over,fg_over,QUARANTINED,LOSS,,0,0.43,0.4892,,O8.5,8.5,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
630060,2250010,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5261,,+1.5,,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
630059,2250010,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4739,,-1.5,,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
280283,2250010,2026-03-26,fg_under,fg_under,QUARANTINED,WIN,,0,0.57,0.5108,,U8.5,8.5,1-2,1-2,,,,ok,modelRunAt=1776250826284 >= gameStartUtcMs=1774548300000,,v2026-full-audit-1.0,
280311,2250011,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.51,0.5929,,ML,,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280310,2250011,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.49,0.4071,,ML,,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280312,2250011,2026-03-26,fg_over,fg_over,QUARANTINED,LOSS,,0,0.45,0.5174,,O8.0,8,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630074,2250011,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.3788,,-1.5,,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630073,2250011,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.6212,,+1.5,,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280313,2250011,2026-03-26,fg_under,fg_under,QUARANTINED,WIN,,0,0.55,0.4826,,U8.0,8,3-0,3-0,,,,ok,modelRunAt=1776250826348 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280341,2250012,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.42,0.384,,ML,,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280340,2250012,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.58,0.616,,ML,,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280342,2250012,2026-03-26,fg_over,fg_over,QUARANTINED,LOSS,,0,0.47,0.5108,,O8.0,8,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630088,2250012,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5575,,+1.5,,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630087,2250012,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4425,,-1.5,,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280343,2250012,2026-03-26,fg_under,fg_under,QUARANTINED,WIN,,0,0.53,0.4892,,U8.0,8,3-0,3-0,,,,ok,modelRunAt=1776250826410 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280371,2250013,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.48,0.5321,,ML,,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280370,2250013,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.52,0.4679,,ML,,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280372,2250013,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.45,0.5,,O7.0,7,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630102,2250013,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.3378,,-1.5,,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
630101,2250013,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.6622,,+1.5,,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280373,2250013,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.55,0.5,,U7.0,7,8-2,8-2,,,,ok,modelRunAt=1776250826472 >= gameStartUtcMs=1774552200000,,v2026-full-audit-1.0,
280401,2250014,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.49,0.5424,,ML,,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280400,2250014,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.51,0.4576,,ML,,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280402,2250014,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.51,0.5043,,O8.0,8,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
630116,2250014,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.3668,,-1.5,,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
630115,2250014,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.6332,,+1.5,,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280403,2250014,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.49,0.4957,,U8.0,8,7-9,7-9,,,,ok,modelRunAt=1776250826530 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280431,2250015,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.45,0.3917,,ML,,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280430,2250015,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.55,0.6083,,ML,,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280432,2250015,2026-03-26,fg_over,fg_over,QUARANTINED,PUSH,,0,0.46,0.5065,,O8.0,8,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
630130,2250015,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.5816,,+1.5,,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
630129,2250015,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.4184,,-1.5,,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280433,2250015,2026-03-26,fg_under,fg_under,QUARANTINED,PUSH,,0,0.54,0.4935,,U8.0,8,3-5,3-5,,,,ok,modelRunAt=1776250826588 >= gameStartUtcMs=1774552500000,,v2026-full-audit-1.0,
280461,2250016,2026-03-26,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.42,0.384,,ML,,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
280460,2250016,2026-03-26,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.58,0.616,,ML,,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
280462,2250016,2026-03-26,fg_over,fg_over,QUARANTINED,WIN,,0,0.57,0.5217,,O6.5,6.5,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
630144,2250016,2026-03-26,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5671,,+1.5,,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
630143,2250016,2026-03-26,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4329,,-1.5,,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
280463,2250016,2026-03-26,fg_under,fg_under,QUARANTINED,LOSS,,0,0.43,0.4783,,U6.5,6.5,6-4,6-4,,,,ok,modelRunAt=1776250826648 >= gameStartUtcMs=1774573800000,,v2026-full-audit-1.0,
280515,2250017,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.53,0.5511,,ML,,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
280514,2250017,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.47,0.4489,,ML,,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
280516,2250017,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.41,0.4957,,O8.5,8.5,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
630172,2250017,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.3968,,-1.5,,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
630171,2250017,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.6032,,+1.5,,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
280517,2250017,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.59,0.5043,,U8.5,8.5,3-0,3-0,,,,ok,modelRunAt=1776251183023 >= gameStartUtcMs=1774640100000,,v2026-full-audit-1.0,
280545,2250018,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.43,0.384,,ML,,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
280544,2250018,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.57,0.616,,ML,,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
280546,2250018,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.52,0.5217,,O8.5,8.5,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
630186,2250018,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5516,,+1.5,,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
630185,2250018,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4484,,-1.5,,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
280547,2250018,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.48,0.4783,,U8.5,8.5,2-3,2-3,,,,ok,modelRunAt=1776251183327 >= gameStartUtcMs=1774649220000,,v2026-full-audit-1.0,
280575,2250019,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.44,0.3636,,ML,,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
280574,2250019,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.56,0.6364,,ML,,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
280576,2250019,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.47,0.4892,,O8.0,8,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
630200,2250019,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5726,,+1.5,,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
630199,2250019,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4274,,-1.5,,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
280577,2250019,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.53,0.5108,,U8.0,8,1-2,1-2,,,,ok,modelRunAt=1776251183393 >= gameStartUtcMs=1774649400000,,v2026-full-audit-1.0,
283432,2250020,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.4,0.4489,,ML,,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
283431,2250020,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.6,0.5511,,ML,,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
280606,2250020,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.46,0.5108,,O7.5,7.5,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
630214,2250020,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.5434,,+1.5,,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
630213,2250020,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.4566,,-1.5,,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
280607,2250020,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.54,0.4892,,U7.5,7.5,0-6,0-6,,,,ok,modelRunAt=1776251183447 >= gameStartUtcMs=1774649700000,,v2026-full-audit-1.0,
280635,2250021,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.42,0.3988,,ML,,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
280634,2250021,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.58,0.6012,,ML,,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
280636,2250021,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.47,0.5174,,O8.5,8.5,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
630228,2250021,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5516,,+1.5,,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
630227,2250021,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4484,,-1.5,,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
280637,2250021,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.53,0.4826,,U8.5,8.5,6-2,6-2,,,,ok,modelRunAt=1776251183503 >= gameStartUtcMs=1774653300000,,v2026-full-audit-1.0,
280647,2250022,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,WIN,,0,0.46,0.4596,,ML,,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
280646,2250022,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,LOSS,,0,0.54,0.5404,,ML,,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
280648,2250022,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.51,0.4892,,O7.5,7.5,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
630242,2250022,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.5935,,+1.5,,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
630241,2250022,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.4065,,-1.5,,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
280649,2250022,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.49,0.5108,,U7.5,7.5,5-2,5-2,,,,ok,modelRunAt=1776251183557 >= gameStartUtcMs=1774658400000,,v2026-full-audit-1.0,
280659,2250023,2026-03-27,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.45,0.384,,ML,,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
280658,2250023,2026-03-27,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.55,0.616,,ML,,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
280660,2250023,2026-03-27,fg_over,fg_over,QUARANTINED,LOSS,,0,0.54,0.4892,,O7.0,7,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
630256,2250023,2026-03-27,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.5885,,+1.5,,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
630255,2250023,2026-03-27,fg_rl_home,fg_rl_home,QUARANTINED,WIN,,0,,0.4115,,-1.5,,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
280661,2250023,2026-03-27,fg_under,fg_under,QUARANTINED,WIN,,0,0.46,0.5108,,U7.0,7,1-5,1-5,,,,ok,modelRunAt=1776251183620 >= gameStartUtcMs=1774658700000,,v2026-full-audit-1.0,
280683,2250024,2026-03-28,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.47,0.5108,,ML,,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
280682,2250024,2026-03-28,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.53,0.4892,,ML,,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
280684,2250024,2026-03-28,fg_over,fg_over,QUARANTINED,WIN,,0,0.6,0.4739,,O7.5,7.5,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
630284,2250024,2026-03-28,fg_rl_away,fg_rl_away,QUARANTINED,WIN,,0,,0.3534,,-1.5,,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
630283,2250024,2026-03-28,fg_rl_home,fg_rl_home,QUARANTINED,LOSS,,0,,0.6466,,+1.5,,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
280685,2250024,2026-03-28,fg_under,fg_under,QUARANTINED,LOSS,,0,0.4,0.5261,,U7.5,7.5,5-6,5-6,,,,ok,modelRunAt=1776251873676 >= gameStartUtcMs=1774718100000,,v2026-full-audit-1.0,
280713,2250025,2026-03-28,fg_ml_away,fg_ml_away,QUARANTINED,LOSS,,0,0.37,0.3155,,ML,,2-10,2-10,,,,ok,modelRunAt=1776251873989 >= gameStartUtcMs=1774718400000,,v2026-full-audit-1.0,
280712,2250025,2026-03-28,fg_ml_home,fg_ml_home,QUARANTINED,WIN,,0,0.63,0.6845,,ML,,2-10,2-10,,,,ok,modelRunAt=1776251873989 >= gameStartUtcMs=1774718400000,,v2026-full-audit-1.0,
280714,2250025,2026-03-28,fg_over,fg_over,QUARANTINED,WIN,,0,0.44,0.5174,,O8.5,8.5,2-10,2-10,,,,ok,modelRunAt=1776251873989 >= gameStartUtcMs=1774718400000,,v2026-full-audit-1.0,
630298,2250025,2026-03-28,fg_rl_away,fg_rl_away,QUARANTINED,LOSS,,0,,0.5025,,+1.5,,2-10,2-10,,,,ok,modelRunAt=1776251873989 >= gameStartUtcMs=1774718400000,,v2026-full-audit-1.0,
