gameId,gameDate,month,pAwayMl,pOver,pAwayRl,projAwayScore,projHomeScore,projTotal,additivity_abs_diff,core_violations,supp_violations
2250277,2026-04-17,2026-04,0.43790,0.54670,0.59240,4.180,4.550,8.730,0.000000,,
2250278,2026-04-17,2026-04,0.37430,0.47890,0.29800,4.130,5.290,9.420,0.000000,,
2250279,2026-04-17,2026-04,0.37160,0.43060,0.53510,3.610,4.700,8.310,0.000000,,
2250280,2026-04-17,2026-04,0.43430,0.45720,0.35220,4.630,5.090,9.720,0.000000,,
2250281,2026-04-17,2026-04,0.24500,0.50070,0.40220,3.010,5.680,8.690,0.000000,,
2250282,2026-04-17,2026-04,0.44580,0.48530,0.62540,3.330,3.550,6.880,0.000000,,
2250283,2026-04-17,2026-04,0.40190,0.48630,0.55170,4.350,5.180,9.520,0.010000,,
2250284,2026-04-18,2026-04,0.41680,0.51690,0.57230,4.120,4.730,8.850,0.000000,,
2250285,2026-04-18,2026-04,0.35870,0.54530,0.51210,3.930,5.270,9.200,0.000000,,
2250286,2026-04-18,2026-04,0.48130,0.45190,0.38620,4.350,4.210,8.560,0.000000,,
2250287,2026-04-18,2026-04,0.45610,0.55720,0.38250,5.420,5.630,11.050,0.000000,,
2250288,2026-04-18,2026-04,0.49950,0.44100,0.66270,3.930,3.640,7.570,0.000000,,
2250289,2026-04-18,2026-04,0.49530,0.56600,0.62980,5.450,5.110,10.550,0.010000,,
2250290,2026-04-18,2026-04,0.55720,0.59830,0.45870,4.870,3.860,8.740,0.010000,,
2250291,2026-04-18,2026-04,0.40460,0.44210,0.30590,3.450,4.120,7.580,0.010000,,
2250292,2026-04-18,2026-04,0.40590,0.50160,0.57730,3.470,4.140,7.610,0.000000,,
2250293,2026-04-18,2026-04,0.39480,0.45040,0.54950,4.090,4.970,9.060,0.000000,,
2250294,2026-04-18,2026-04,0.34410,0.48530,0.52030,3.080,4.370,7.440,0.010000,,
2250295,2026-04-18,2026-04,0.45390,0.60420,0.60730,4.310,4.500,8.810,0.000000,,
2250296,2026-04-18,2026-04,0.47410,0.65300,0.41350,6.830,6.820,13.650,0.000000,,
2250297,2026-04-18,2026-04,0.43200,0.53870,0.35560,4.860,5.330,10.180,0.010000,,
2250298,2026-04-19,2026-04,0.46440,0.62380,0.61440,4.490,4.560,9.050,0.000000,,
2250299,2026-04-19,2026-04,0.49460,0.52840,0.40670,4.880,4.590,9.480,0.010000,,
2250300,2026-04-19,2026-04,0.48750,0.43140,0.38220,4.030,3.840,7.870,0.000000,,
2250301,2026-04-19,2026-04,0.43380,0.54390,0.58530,4.370,4.800,9.180,0.010000,,
2250302,2026-04-19,2026-04,0.43550,0.54560,0.33310,3.580,3.920,7.500,0.000000,,
2250303,2026-04-19,2026-04,0.54060,0.52080,0.43890,4.610,3.820,8.430,0.000000,,
2250304,2026-04-19,2026-04,0.46800,0.54630,0.60660,5.130,5.150,10.280,0.000000,,
2250305,2026-04-19,2026-04,0.35400,0.60140,0.28430,4.230,5.710,9.940,0.000000,,
2250306,2026-04-19,2026-04,0.49850,0.56680,0.64190,4.900,4.560,9.460,0.000000,,
2250307,2026-04-19,2026-04,0.48170,0.64580,0.42360,7.450,7.380,14.830,0.000000,,
2250308,2026-04-19,2026-04,0.31910,0.43310,0.46970,3.770,5.650,9.420,0.000000,,
2250309,2026-04-19,2026-04,0.49410,0.36330,0.39150,4.150,3.900,8.050,0.000000,,
2250310,2026-04-19,2026-04,0.41860,0.32960,0.60780,2.990,3.460,6.450,0.000000,,
2250311,2026-04-19,2026-04,0.48990,0.51920,0.39710,4.560,4.320,8.880,0.000000,,
2250312,2026-04-20,2026-04,0.45280,0.47600,0.61210,4.100,4.280,8.380,0.000000,,
2250313,2026-04-20,2026-04,0.43780,0.51960,0.59690,4.030,4.380,8.410,0.000000,,
2250314,2026-04-20,2026-04,0.48510,0.48950,0.63900,4.350,4.180,8.530,0.000000,,
2250315,2026-04-20,2026-04,0.51240,0.37520,0.67230,4.060,3.630,7.690,0.000000,,
2250316,2026-04-20,2026-04,0.56840,0.59500,0.48110,5.540,4.300,9.850,0.010000,,
2250317,2026-04-20,2026-04,0.34730,0.40800,0.26720,3.590,4.980,8.570,0.000000,,
2250318,2026-04-20,2026-04,0.40070,0.51630,0.31140,3.800,4.570,8.370,0.000000,,
2250319,2026-04-20,2026-04,0.55580,0.28680,0.47600,5.440,4.280,9.720,0.000000,,
2250320,2026-04-20,2026-04,0.43070,0.44950,0.32870,3.620,4.020,7.630,0.010000,,
2250321,2026-04-20,2026-04,0.39910,0.27530,0.59280,2.810,3.450,6.260,0.000000,,
2250322,2026-04-21,2026-04,0.23510,0.45300,0.39390,2.910,5.690,8.600,0.000000,,
2250323,2026-04-21,2026-04,0.45040,0.49370,0.35280,3.960,4.170,8.130,0.000000,,
2250324,2026-04-21,2026-04,0.43640,0.52660,0.35370,4.520,4.930,9.440,0.010000,,
2250325,2026-04-21,2026-04,0.41100,0.37770,0.30820,3.360,3.950,7.310,0.000000,,
2250326,2026-04-21,2026-04,0.47320,0.51600,0.38600,4.680,4.640,9.310,0.010000,,
2250327,2026-04-21,2026-04,0.41250,0.40020,0.31720,3.680,4.290,7.980,0.010000,,
2250328,2026-04-21,2026-04,0.28080,0.52840,0.44190,3.180,5.370,8.540,0.010000,,
2250329,2026-04-21,2026-04,0.35850,0.43130,0.51670,3.770,5.070,8.850,0.010000,,
2250330,2026-04-21,2026-04,0.29650,0.46440,0.45550,3.350,5.370,8.720,0.000000,,
2250331,2026-04-21,2026-04,0.47230,0.44910,0.37140,4.050,4.020,8.070,0.000000,,
2250332,2026-04-21,2026-04,0.37780,0.38090,0.30120,4.430,5.690,10.120,0.000000,,
2250333,2026-04-21,2026-04,0.39400,0.39770,0.30560,3.800,4.640,8.440,0.000000,,
2250334,2026-04-21,2026-04,0.43880,0.49540,0.59560,4.130,4.480,8.600,0.010000,,
2250335,2026-04-21,2026-04,0.45040,0.39320,0.33950,3.450,3.630,7.070,0.010000,,
2250336,2026-04-22,2026-04,0.40420,0.51670,0.56150,4.050,4.800,8.850,0.000000,,
2250337,2026-04-22,2026-04,0.47910,0.48590,0.63380,4.300,4.190,8.490,0.000000,,
2250338,2026-04-22,2026-04,0.43640,0.42590,0.59810,3.940,4.310,8.260,0.010000,,
2250339,2026-04-22,2026-04,0.25150,0.40750,0.19000,3.210,5.910,9.120,0.000000,,
2250340,2026-04-22,2026-04,0.29190,0.40490,0.45980,3.040,5.000,8.040,0.000000,,
2250341,2026-04-22,2026-04,0.41310,0.42080,0.58770,3.390,3.960,7.350,0.000000,,
2250342,2026-04-22,2026-04,0.47730,0.39970,0.64330,3.810,3.730,7.540,0.000000,,
2250343,2026-04-22,2026-04,0.44830,0.74350,0.39200,6.640,6.980,13.620,0.000000,,
2250344,2026-04-22,2026-04,0.46900,0.41240,0.35870,3.630,3.640,7.270,0.000000,,
2250345,2026-04-22,2026-04,0.39230,0.52190,0.55300,3.790,4.660,8.460,0.010000,,
2250346,2026-04-22,2026-04,0.38980,0.53100,0.54980,3.820,4.730,8.550,0.000000,,
2250347,2026-04-22,2026-04,0.52160,0.44470,0.41060,4.060,3.530,7.600,0.010000,,
2250348,2026-04-22,2026-04,0.44980,0.39250,0.37240,5.410,5.800,11.210,0.000000,,
2250349,2026-04-22,2026-04,0.66460,0.49440,0.56390,5.440,3.170,8.610,0.000000,,
2250350,2026-04-23,2026-04,0.50770,0.58010,0.43020,5.630,5.120,10.760,0.010000,,
2250351,2026-04-23,2026-04,0.29920,0.56560,0.46270,3.210,5.140,8.350,0.000000,,
2250352,2026-04-23,2026-04,0.40620,0.39560,0.32040,4.100,4.860,8.950,0.010000,,
2250353,2026-04-23,2026-04,0.36900,0.66270,0.31420,6.050,7.800,13.840,0.010000,,
2250354,2026-04-23,2026-04,0.53430,0.46850,0.42610,4.270,3.580,7.850,0.000000,,
2250355,2026-04-23,2026-04,0.59200,0.49500,0.48530,4.740,3.410,8.150,0.000000,,
2250356,2026-04-23,2026-04,0.51930,0.51350,0.41790,4.450,3.910,8.360,0.000000,,
2250357,2026-04-23,2026-04,0.42630,0.41780,0.60010,3.440,3.880,7.320,0.000000,,
2250358,2026-04-24,2026-04,0.49580,0.47840,0.40820,4.860,4.540,9.410,0.010000,,
2250359,2026-04-24,2026-04,0.39480,0.63490,0.32670,4.960,5.980,10.940,0.000000,,
2250360,2026-04-24,2026-04,0.52710,0.48080,0.42700,4.530,3.890,8.430,0.010000,,
2250361,2026-04-24,2026-04,0.33740,0.65340,0.48150,4.220,5.940,10.150,0.010000,,
2250362,2026-04-24,2026-04,0.38970,0.44630,0.56180,3.400,4.230,7.620,0.010000,,
2250363,2026-04-24,2026-04,0.36400,0.43930,0.52100,3.850,5.090,8.950,0.010000,,
2250364,2026-04-24,2026-04,0.44290,0.55390,0.36270,4.730,5.070,9.800,0.000000,,
2250365,2026-04-24,2026-04,0.48060,0.42170,0.62680,4.700,4.580,9.280,0.000000,,
2250366,2026-04-24,2026-04,0.44380,0.47750,0.33720,3.550,3.810,7.360,0.000000,,
2250367,2026-04-24,2026-04,0.43300,0.50050,0.58940,4.120,4.540,8.650,0.010000,,
2250368,2026-04-24,2026-04,0.48060,0.42520,0.38790,4.460,4.320,8.770,0.010000,,
2250369,2026-04-24,2026-04,0.49160,0.44300,0.38690,4.110,3.890,8.000,0.000000,,
2250370,2026-04-24,2026-04,0.41800,0.48710,0.56590,4.430,5.080,9.510,0.000000,,
2250371,2026-04-24,2026-04,0.50650,0.48950,0.40300,4.240,3.850,8.090,0.000000,,
2250372,2026-04-25,2026-04,0.52230,0.43800,0.41000,4.030,3.500,7.530,0.000000,,
2250373,2026-04-25,2026-04,0.39230,0.54490,0.55780,3.620,4.460,8.080,0.000000,,
2250374,2026-04-25,2026-04,0.44460,0.72090,0.36960,5.080,5.420,10.500,0.000000,,
2250375,2026-04-25,2026-04,0.37470,0.47430,0.28390,3.460,4.470,7.930,0.000000,,
2250376,2026-04-26,2026-04,0.52070,0.67980,0.64900,5.900,5.210,11.110,0.000000,,
2250377,2026-04-25,2026-04,0.42930,0.43970,0.59030,3.980,4.430,8.410,0.000000,,
2250378,2026-04-25,2026-04,0.44590,0.46490,0.60610,3.990,4.260,8.250,0.000000,,
2250379,2026-04-25,2026-04,0.46020,0.37760,0.63120,3.600,3.710,7.300,0.010000,,
2250380,2026-04-25,2026-04,0.48600,0.53360,0.63040,4.860,4.670,9.530,0.000000,,
2250381,2026-04-25,2026-04,0.53000,0.49480,0.44140,5.190,4.440,9.630,0.000000,,
2250382,2026-04-25,2026-04,0.43840,0.41770,0.60590,3.690,4.030,7.730,0.010000,,
2250383,2026-04-25,2026-04,0.50340,0.42850,0.41580,4.880,4.470,9.350,0.000000,,
2250384,2026-04-25,2026-04,0.53250,0.43400,0.67260,5.090,4.330,9.420,0.000000,,
2250385,2026-04-25,2026-04,0.40620,0.37570,0.57630,3.520,4.190,7.710,0.000000,,
2250386,2026-04-26,2026-04,0.50160,0.59550,0.64550,4.860,4.490,9.340,0.010000,,
2250387,2026-04-26,2026-04,0.34430,0.52590,0.50000,3.740,5.230,8.980,0.010000,,
2250388,2026-04-26,2026-04,0.33870,0.54420,0.49240,3.800,5.380,9.180,0.000000,,
2250389,2026-04-26,2026-04,0.46810,0.31700,0.36130,3.760,3.770,7.530,0.000000,,
2250390,2026-04-26,2026-04,0.28490,0.62110,0.44080,3.410,5.640,9.050,0.000000,,
2250391,2026-04-26,2026-04,0.38070,0.52300,0.53170,4.150,5.250,9.400,0.000000,,
2250392,2026-04-26,2026-04,0.48440,0.50270,0.38470,4.200,4.040,8.230,0.010000,,
2250393,2026-04-26,2026-04,0.42840,0.37470,0.33730,4.110,4.600,8.710,0.000000,,
2250394,2026-04-26,2026-04,0.38660,0.51750,0.29910,3.740,4.660,8.400,0.000000,,
2250395,2026-04-26,2026-04,0.44490,0.32810,0.33540,3.470,3.720,7.180,0.010000,,
2250396,2026-04-26,2026-04,0.46120,0.34170,0.63260,3.630,3.710,7.330,0.010000,,
2250397,2026-04-26,2026-04,0.37760,0.42860,0.28020,3.250,4.190,7.440,0.000000,,
2250398,2026-04-26,2026-04,0.45210,0.27470,0.62810,3.440,3.620,7.060,0.000000,,
2250399,2026-04-26,2026-04,0.39470,0.36010,0.29620,3.370,4.150,7.530,0.010000,,
2250400,2026-04-27,2026-04,0.35910,0.37000,0.53830,3.060,4.170,7.240,0.010000,,
2250401,2026-04-27,2026-04,0.41100,0.61450,0.33540,4.670,5.430,10.100,0.000000,,
2250402,2026-04-27,2026-04,0.43910,0.55350,0.60080,3.930,4.270,8.200,0.000000,,
2250403,2026-04-27,2026-04,0.36090,0.50180,0.28810,4.170,5.530,9.700,0.000000,,
2250404,2026-04-27,2026-04,0.52820,0.40010,0.42810,4.570,3.910,8.480,0.000000,,
2250405,2026-04-27,2026-04,0.55840,0.38560,0.44160,4.140,3.250,7.400,0.010000,,
2250406,2026-04-27,2026-04,0.41710,0.39290,0.31050,3.280,3.790,7.070,0.000000,,
2250407,2026-04-27,2026-04,0.27870,0.49990,0.43210,3.400,5.740,9.150,0.010000,,
2250408,2026-04-28,2026-04,0.50300,0.48290,0.66140,4.180,3.820,8.010,0.010000,,
2250409,2026-04-28,2026-04,0.44180,0.52530,0.58420,4.820,5.180,10.000,0.000000,,
2250410,2026-04-28,2026-04,0.44610,0.43520,0.60560,4.040,4.310,8.350,0.000000,,
2250411,2026-04-28,2026-04,0.31520,0.52010,0.46660,3.740,5.640,9.380,0.000000,,
2250412,2026-04-28,2026-04,0.39840,0.62350,0.54170,4.650,5.580,10.230,0.000000,,
2250413,2026-04-28,2026-04,0.38240,0.60330,0.30450,4.190,5.260,9.450,0.000000,,
2250414,2026-04-28,2026-04,0.28860,0.55680,0.44060,3.560,5.800,9.360,0.000000,,
2250415,2026-04-28,2026-04,0.39250,0.39320,0.29910,3.530,4.360,7.890,0.000000,,
2250416,2026-04-28,2026-04,0.39310,0.54690,0.30870,3.930,4.810,8.740,0.000000,,
2250417,2026-04-28,2026-04,0.48170,0.37150,0.36340,3.480,3.370,6.850,0.000000,,
2250418,2026-04-28,2026-04,0.51260,0.41510,0.38950,3.570,3.170,6.740,0.000000,,
2250419,2026-04-28,2026-04,0.48930,0.52110,0.41070,5.400,5.150,10.550,0.000000,,
2250420,2026-04-28,2026-04,0.49910,0.39980,0.39450,4.130,3.830,7.960,0.000000,,
2250421,2026-04-28,2026-04,0.33200,0.44590,0.50590,3.090,4.520,7.610,0.000000,,
2250422,2026-04-29,2026-04,0.48190,0.50390,0.36770,3.600,3.470,7.070,0.000000,,
2250423,2026-04-29,2026-04,0.38590,0.36770,0.29520,3.590,4.500,8.100,0.010000,,
2250424,2026-04-29,2026-04,0.46090,0.49640,0.36730,4.250,4.350,8.610,0.010000,,
2250425,2026-04-29,2026-04,0.50260,0.44780,0.40420,4.440,4.070,8.510,0.000000,,
2250426,2026-04-29,2026-04,0.38710,0.70100,0.32730,5.410,6.630,12.030,0.010000,,
2250427,2026-04-29,2026-04,0.33510,0.36740,0.50820,3.100,4.520,7.620,0.000000,,
2250428,2026-04-29,2026-04,0.51600,0.50560,0.42440,4.860,4.310,9.180,0.010000,,
2250430,2026-04-29,2026-04,0.48290,0.38260,0.63260,4.460,4.340,8.800,0.000000,,
2250431,2026-04-29,2026-04,0.44350,0.53160,0.59070,4.590,4.920,9.510,0.000000,,
2250433,2026-04-29,2026-04,0.44810,0.63570,0.59080,4.810,5.080,9.890,0.000000,,
2250434,2026-04-29,2026-04,0.49180,0.46700,0.39200,4.250,4.010,8.260,0.000000,,
2250435,2026-04-29,2026-04,0.54840,0.51610,0.46880,5.770,4.710,10.490,0.010000,,
2250436,2026-04-30,2026-04,0.38750,0.38040,0.29230,3.450,4.310,7.760,0.000000,,
2250437,2026-04-30,2026-04,0.56040,0.55830,0.69000,5.820,4.630,10.460,0.010000,,
2250438,2026-04-30,2026-04,0.32560,0.51570,0.49720,3.130,4.660,7.780,0.010000,,
2250439,2026-04-30,2026-04,0.44450,0.55000,0.58380,5.010,5.340,10.350,0.000000,,
2250440,2026-04-30,2026-04,0.45970,0.66880,0.60400,4.780,4.900,9.680,0.000000,,
2250441,2026-04-30,2026-04,0.28610,0.61530,0.42950,3.870,6.290,10.160,0.000000,,
2250442,2026-04-30,2026-04,0.34350,0.58220,0.48220,4.550,6.260,10.810,0.000000,,
2250443,2026-04-30,2026-04,0.45870,0.46770,0.36180,4.080,4.200,8.280,0.000000,,
2250444,2026-05-01,2026-05,0.47110,0.48240,0.37500,4.230,4.210,8.450,0.010000,,
2250445,2026-05-01,2026-05,0.34780,0.56000,0.50010,3.950,5.440,9.390,0.000000,,
2250446,2026-05-01,2026-05,0.48130,0.56810,0.39510,4.810,4.670,9.480,0.000000,,
2250447,2026-05-01,2026-05,0.46470,0.40890,0.62540,4.000,4.070,8.070,0.000000,,
2250448,2026-05-01,2026-05,0.36630,0.44650,0.28690,3.900,5.120,9.020,0.000000,,
2250449,2026-05-01,2026-05,0.44480,0.45050,0.61320,3.700,3.960,7.650,0.010000,,
2250450,2026-05-01,2026-05,0.54230,0.50930,0.43950,4.550,3.750,8.300,0.000000,,
2250451,2026-05-01,2026-05,0.54400,0.54650,0.45620,5.300,4.400,9.700,0.000000,,
2250452,2026-05-01,2026-05,0.49430,0.47040,0.39930,4.520,4.250,8.770,0.000000,,
2250453,2026-05-01,2026-05,0.47960,0.51550,0.40520,5.750,5.670,11.420,0.000000,,
2250454,2026-05-01,2026-05,0.53810,0.49160,0.44840,5.200,4.370,9.570,0.000000,,
2250455,2026-05-01,2026-05,0.41660,0.50840,0.34140,4.830,5.540,10.370,0.000000,,
2250456,2026-05-01,2026-05,0.51430,0.37820,0.67850,3.880,3.440,7.310,0.010000,,
2250457,2026-05-01,2026-05,0.40640,0.48000,0.58020,3.370,4.020,7.390,0.000000,,
2250458,2026-05-02,2026-05,0.36680,0.54430,0.51590,4.190,5.480,9.670,0.000000,,
2250459,2026-05-02,2026-05,0.43260,0.52760,0.34580,4.270,4.700,8.970,0.000000,,
2250460,2026-05-02,2026-05,0.46830,0.55610,0.59070,5.980,6.060,12.040,0.000000,,
2250461,2026-05-02,2026-05,0.47980,0.52540,0.63050,4.540,4.420,8.960,0.000000,,
2250462,2026-05-02,2026-05,0.43450,0.55320,0.34600,4.200,4.610,8.810,0.000000,,
2250463,2026-05-02,2026-05,0.46000,0.31730,0.62810,3.710,3.810,7.520,0.000000,,
2250464,2026-05-02,2026-05,0.38990,0.45910,0.54830,3.860,4.770,8.630,0.000000,,
2250465,2026-05-02,2026-05,0.58420,0.55820,0.48730,5.110,3.770,8.880,0.000000,,
2250466,2026-05-02,2026-05,0.33530,0.42890,0.25840,3.620,5.190,8.820,0.010000,,
2250467,2026-05-02,2026-05,0.39740,0.40460,0.56970,3.420,4.170,7.590,0.000000,,
2250468,2026-05-02,2026-05,0.45220,0.42440,0.36420,4.530,4.770,9.300,0.000000,,
2250469,2026-05-02,2026-05,0.40190,0.36680,0.57990,3.260,3.930,7.190,0.000000,,
2250470,2026-05-02,2026-05,0.50630,0.41760,0.39280,3.840,3.480,7.320,0.000000,,
2250471,2026-05-02,2026-05,0.44580,0.35360,0.62280,3.410,3.650,7.060,0.000000,,
2250472,2026-05-03,2026-05,0.39280,0.52200,0.30930,4.010,4.900,8.910,0.000000,,
2250473,2026-05-03,2026-05,0.28220,0.41310,0.44100,3.220,5.410,8.630,0.000000,,
2250474,2026-05-03,2026-05,0.42660,0.52600,0.33590,4.000,4.490,8.490,0.000000,,
2250475,2026-05-03,2026-05,0.33290,0.37480,0.49970,3.330,4.840,8.180,0.010000,,
2250476,2026-05-03,2026-05,0.48600,0.48310,0.39490,4.560,4.360,8.920,0.000000,,
2250477,2026-05-03,2026-05,0.33820,0.55100,0.49100,3.840,5.440,9.270,0.010000,,
2250478,2026-05-03,2026-05,0.52140,0.53060,0.42840,4.810,4.200,9.010,0.000000,,
2250479,2026-05-03,2026-05,0.55300,0.32060,0.44720,4.490,3.590,8.070,0.010000,,
2250480,2026-05-03,2026-05,0.37310,0.56550,0.30740,4.910,6.280,11.180,0.010000,,
2250481,2026-05-03,2026-05,0.53020,0.45760,0.44430,5.240,4.470,9.710,0.000000,,
2250482,2026-05-03,2026-05,0.47410,0.30480,0.36500,3.720,3.670,7.400,0.010000,,
2250483,2026-05-03,2026-05,0.55170,0.43830,0.44340,4.410,3.540,7.960,0.010000,,
2250484,2026-05-03,2026-05,0.39410,0.45810,0.55950,3.670,4.500,8.170,0.000000,,
2250485,2026-05-03,2026-05,0.37850,0.44790,0.29260,3.730,4.770,8.510,0.010000,,
2250486,2026-05-04,2026-05,0.59700,0.53590,0.50130,5.300,3.790,9.090,0.000000,,
2250487,2026-05-04,2026-05,0.36020,0.48470,0.52260,3.620,4.860,8.480,0.000000,,
2250488,2026-05-04,2026-05,0.36580,0.44990,0.28270,3.680,4.850,8.530,0.000000,,
2250489,2026-05-04,2026-05,0.31120,0.44490,0.47340,3.340,5.150,8.490,0.000000,,
2250490,2026-05-04,2026-05,0.28140,0.38230,0.41080,3.970,6.690,10.660,0.000000,,
2250491,2026-05-04,2026-05,0.38610,0.43230,0.30300,3.930,4.910,8.850,0.010000,,
2250492,2026-05-04,2026-05,0.54530,0.41940,0.44670,4.790,3.920,8.710,0.000000,,
2250493,2026-05-04,2026-05,0.39890,0.32710,0.30180,3.460,4.180,7.640,0.000000,,
2250494,2026-05-04,2026-05,0.44490,0.46540,0.36760,5.170,5.550,10.720,0.000000,,
2250495,2026-05-04,2026-05,0.41640,0.40560,0.59330,3.340,3.860,7.200,0.000000,,
2250496,2026-05-04,2026-05,0.44990,0.42340,0.61570,3.790,4.000,7.790,0.000000,,
2250497,2026-05-04,2026-05,0.39980,0.39920,0.30170,3.410,4.130,7.540,0.000000,,
2250498,2026-05-05,2026-05,0.37390,0.50500,0.52700,4.020,5.160,9.180,0.000000,,
2250499,2026-05-05,2026-05,0.41310,0.52370,0.58090,3.630,4.220,7.850,0.000000,,
2250500,2026-05-05,2026-05,0.44910,0.46670,0.59140,4.770,5.060,9.830,0.000000,,
2250501,2026-05-05,2026-05,0.37110,0.49910,0.52610,3.970,5.130,9.100,0.000000,,
2250502,2026-05-05,2026-05,0.51310,0.51900,0.43450,5.550,4.970,10.530,0.010000,,
2250503,2026-05-05,2026-05,0.48140,0.40010,0.38470,4.300,4.170,8.470,0.000000,,
2250504,2026-05-05,2026-05,0.34920,0.57530,0.49960,4.050,5.540,9.590,0.000000,,
2250505,2026-05-05,2026-05,0.45540,0.47150,0.35360,3.860,4.020,7.880,0.000000,,
2250506,2026-07-07,2026-07,0.42220,0.36000,0.30940,3.150,3.600,6.750,0.000000,,
2250507,2026-05-05,2026-05,0.50860,0.38240,0.40120,4.090,3.690,7.780,0.000000,,
2250508,2026-05-07,2026-05,0.43680,0.56770,0.36580,5.370,5.850,11.220,0.000000,,
2250509,2026-05-05,2026-05,0.58250,0.46100,0.48910,5.280,3.930,9.210,0.000000,,
2250510,2026-05-05,2026-05,0.47940,0.38390,0.65310,3.540,3.450,6.990,0.000000,,
2250511,2026-05-05,2026-05,0.40440,0.53570,0.56410,3.940,4.670,8.600,0.010000,,
2250512,2026-05-06,2026-05,0.41880,0.48750,0.58370,3.760,4.310,8.060,0.010000,,
2250513,2026-05-06,2026-05,0.39110,0.55220,0.30620,3.950,4.860,8.810,0.000000,,
2250514,2026-05-06,2026-05,0.55780,0.40180,0.45630,4.740,3.750,8.500,0.010000,,
2250515,2026-05-06,2026-05,0.52290,0.59490,0.45260,6.190,5.410,11.600,0.000000,,
2250516,2026-05-06,2026-05,0.59500,0.42950,0.49040,4.850,3.460,8.300,0.010000,,
2250517,2026-05-06,2026-05,0.52990,0.42560,0.42680,4.450,3.790,8.240,0.000000,,
2250518,2026-05-06,2026-05,0.52290,0.32110,0.68870,3.820,3.300,7.120,0.000000,,
2250519,2026-05-06,2026-05,0.47560,0.47640,0.38360,4.450,4.380,8.830,0.000000,,
2250520,2026-05-06,2026-05,0.38150,0.42980,0.54560,3.660,4.640,8.300,0.000000,,
2250521,2026-05-06,2026-05,0.42190,0.49930,0.57450,4.270,4.830,9.110,0.010000,,
2250522,2026-05-06,2026-05,0.59820,0.56420,0.52430,6.480,4.680,11.160,0.000000,,
2250523,2026-05-06,2026-05,0.36110,0.47300,0.51950,3.770,5.030,8.810,0.010000,,
2250524,2026-05-06,2026-05,0.35890,0.54110,0.50920,4.140,5.510,9.640,0.010000,,
2250525,2026-05-06,2026-05,0.45580,0.56590,0.60810,4.400,4.570,8.970,0.000000,,
2250526,2026-05-07,2026-05,0.45390,0.54180,0.59940,4.720,4.920,9.640,0.000000,,
2250527,2026-05-07,2026-05,0.35440,0.57210,0.29180,4.820,6.460,11.280,0.000000,,
2250528,2026-05-07,2026-05,0.34940,0.44010,0.49730,4.000,5.510,9.510,0.000000,,
2250529,2026-05-07,2026-05,0.35530,0.38540,0.51940,3.520,4.790,8.310,0.000000,,
2250530,2026-05-07,2026-05,0.47630,0.50620,0.61860,4.920,4.840,9.760,0.000000,,
2250531,2026-05-07,2026-05,0.39320,0.38230,0.56330,3.480,4.300,7.780,0.000000,,
2250532,2026-05-07,2026-05,0.38750,0.46050,0.30260,3.850,4.790,8.640,0.000000,,
2250533,2026-05-07,2026-05,0.36900,0.42280,0.53900,3.360,4.430,7.790,0.000000,,
2250534,2026-05-08,2026-05,0.35010,0.44860,0.50640,3.820,5.240,9.050,0.010000,,
2250535,2026-05-08,2026-05,0.46480,0.58060,0.61400,4.550,4.600,9.150,0.000000,,
2250536,2026-05-08,2026-05,0.41700,0.55600,0.55150,5.150,5.890,11.040,0.000000,,
2250537,2026-05-08,2026-05,0.44360,0.49880,0.60590,3.950,4.230,8.180,0.000000,,
2250538,2026-05-08,2026-05,0.44200,0.39110,0.60680,3.780,4.080,7.870,0.010000,,
2250539,2026-05-08,2026-05,0.48840,0.38650,0.65080,4.010,3.810,7.820,0.000000,,
2250540,2026-05-08,2026-05,0.43020,0.35950,0.61390,3.180,3.550,6.740,0.010000,,
2250541,2026-05-08,2026-05,0.43960,0.39210,0.60490,3.780,4.100,7.880,0.000000,,
2250542,2026-05-08,2026-05,0.45230,0.40290,0.34690,3.700,3.880,7.580,0.000000,,
2250543,2026-05-08,2026-05,0.47780,0.40400,0.36510,3.630,3.550,7.180,0.000000,,
2250544,2026-05-08,2026-05,0.42830,0.43160,0.33530,3.930,4.390,8.320,0.000000,,
2250545,2026-05-08,2026-05,0.48900,0.37190,0.65770,3.720,3.530,7.250,0.000000,,
2250546,2026-05-08,2026-05,0.53320,0.53840,0.43420,4.680,3.960,8.640,0.000000,,
2250547,2026-05-08,2026-05,0.34820,0.49500,0.26370,3.400,4.740,8.140,0.000000,,
2250548,2026-05-09,2026-05,0.46410,0.43990,0.62180,4.170,4.240,8.400,0.010000,,
2250549,2026-05-09,2026-05,0.45860,0.45350,0.37480,4.750,4.900,9.660,0.010000,,
2250550,2026-05-09,2026-05,0.43620,0.35360,0.60090,3.790,4.140,7.940,0.010000,,
2250551,2026-07-17,2026-07,0.36810,0.43860,0.54330,3.250,4.290,7.540,0.000000,,
2250552,2026-05-09,2026-05,0.34730,0.43470,0.51100,3.490,4.870,8.350,0.010000,,
2250553,2026-05-09,2026-05,0.47770,0.57300,0.61690,5.070,4.980,10.040,0.010000,,
2250554,2026-05-09,2026-05,0.51690,0.44780,0.41210,4.280,3.770,8.050,0.000000,,
2250555,2026-05-09,2026-05,0.45910,0.46140,0.36120,4.040,4.160,8.200,0.000000,,
2250556,2026-05-09,2026-05,0.40140,0.40840,0.56060,3.900,4.670,8.560,0.010000,,
