gameId,gameDate,matchup,mlbGamePk,actualAway,actualHome,schedScore,linescoreScore,bookTotal,awayRunLine,modelAwayWinPct,modelOverRate,modelAwayScore,modelHomeScore,stored_fgMlResult,derived_fgMlResult,fgMl_status,stored_fgMlCorrect,derived_fgMlCorrect,stored_fgRlResult,derived_fgRlResult,fgRl_status,stored_fgRlCorrect,derived_fgRlCorrect,stored_fgTotalResult,derived_fgTotalResult,fgTotal_status,stored_fgTotalCorrect,derived_fgTotalCorrect,stored_brierFgMl,derived_brierFgMl_away,derived_brierFgMl_home,brierFgMl_status,stored_brierFgTotal,derived_brierFgTotal,brierFgTotal_status
2250842,2026-06-01,CWS@MIN 2026-06-01,823702,6,9,6-9,6-9,8,1.5,37.97,45.7,3.59,4.58,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.144172,0.144172,0.144172,match-away-base,0.294849,0.294849,match
2250843,2026-06-01,SF@MIL 2026-06-01,823781,2,16,2-16,2-16,7.5,1.5,40.17,46.29,3.54,4.26,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.161363,0.161363,0.161363,match-away-base,0.288476,0.288476,match
2250844,2026-06-01,TEX@STL 2026-06-01,823050,2,1,2-1,2-1,7.5,-1.5,43.51,44.35,3.82,4.19,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.319112,0.319112,0.319112,match-away-base,0.196692,0.196692,match
2250845,2026-06-01,COL@LAA 2026-06-01,824027,9,8,9-8,9-8,8,1.5,31.42,54.35,3.85,5.83,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.470322,0.470322,0.470322,match-away-base,0.208392,0.208392,match
2250846,2026-06-01,NYM@SEA 2026-06-01,823131,2,3,2-3,2-3,7,1.5,41.53,41.54,3.11,3.63,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.172474,0.172474,0.172474,match-away-base,0.172557,0.172557,match
2253172,2026-06-01,LAD@ARI 2026-06-01,825078,1,4,1-4,1-4,8.5,-1.5,44.43,40.44,4.11,4.41,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.197402,0.197402,0.197402,match-away-base,0.163539,0.163539,match
2250847,2026-06-02,DET@TB 2026-06-02,822971,8,0,8-0,8-0,8,1.5,38.37,50.91,4.09,5.14,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,PUSH,PUSH,match,,,0.379826,0.379826,0.379826,match-away-base,,,both-null
2250848,2026-06-02,SD@PHI 2026-06-02,823460,2,3,2-3,2-3,8,1.5,46.99,49.59,4.3,4.3,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.220806,0.220806,0.220806,match-away-base,0.245917,0.245917,match
2250849,2026-06-02,BAL@BOS 2026-06-02,824754,4,2,4-2,4-2,8.5,1.5,41.03,36.53,3.48,4.11,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.347746,0.347746,0.347746,match-away-base,0.133444,0.133444,match
2250850,2026-06-02,MIA@WSH 2026-06-02,822728,7,3,7-3,7-3,9,-1.5,45.89,58.12,5.32,5.47,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.292789,0.292789,0.292789,match-away-base,0.175393,0.175393,match
2250851,2026-06-02,CLE@NYY 2026-06-02,823541,9,4,9-4,9-4,7.5,1.5,32.73,52.36,3.43,5.06,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.452525,0.452525,0.452525,match-away-base,0.226957,0.226957,match
2250852,2026-06-02,KC@CIN 2026-06-02,824511,3,4,3-4,3-4,9,1.5,38.65,47.68,4.19,5.22,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.149382,0.149382,0.149382,match-away-base,0.227338,0.227338,match
2250853,2026-06-02,TOR@ATL 2026-06-02,824918,3,4,3-4,3-4,7.5,-1.5,39.13,42.62,3.31,4.09,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.153116,0.153116,0.153116,match-away-base,0.181646,0.181646,match
2250854,2026-06-02,CWS@MIN 2026-06-02,823700,4,6,4-6,4-6,8,-1.5,54.98,51.83,4.9,3.96,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.30228,0.30228,0.30228,match-away-base,0.232035,0.232035,match
2250855,2026-06-02,SF@MIL 2026-06-02,823782,3,8,3-8,3-8,7,1.5,40.01,41.22,3.28,3.98,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.16008,0.16008,0.16008,match-away-base,0.345509,0.345509,match
2250856,2026-06-02,TEX@STL 2026-06-02,823052,7,4,7-4,7-4,7,-1.5,45.9,53.06,3.9,4.02,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.292681,0.292681,0.292681,match-away-base,0.220336,0.220336,match
2250857,2026-06-02,ATH@CHC 2026-06-02,824675,2,1,2-1,2-1,7.5,1.5,45.2,56.11,4.35,4.55,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.300304,0.300304,0.300304,match-away-base,0.314833,0.314833,match
2250858,2026-06-02,PIT@HOU 2026-06-02,824189,10,6,10-6,10-6,9,-1.5,45.33,48.19,4.62,4.83,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.298881,0.298881,0.298881,match-away-base,0.268428,0.268428,match
2250859,2026-06-02,COL@LAA 2026-06-02,824026,8,2,8-2,8-2,8.5,1.5,43.73,44.6,4.06,4.42,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.316631,0.316631,0.316631,match-away-base,0.306916,0.306916,match
2250860,2026-06-02,NYM@SEA 2026-06-02,823129,3,8,3-8,3-8,7.5,1.5,30.37,50.04,3.17,5.04,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.092234,0.092234,0.092234,match-away-base,0.2496,0.2496,match
2253187,2026-06-02,LAD@ARI 2026-06-02,825079,6,5,6-5,6-5,9,-1.5,43.48,39.58,4.27,4.69,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.319451,0.319451,0.319451,match-away-base,0.365058,0.365058,match
2250861,2026-06-03,MIA@WSH 2026-06-03,822727,4,1,4-1,4-1,8,-1.5,43.25,52.53,4.26,4.69,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.322056,0.322056,0.322056,match-away-base,0.27594,0.27594,match
2250862,2026-06-03,DET@TB 2026-06-03,822973,7,2,7-2,7-2,8.5,1.5,46.65,40.01,3.75,3.79,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.284622,0.284622,0.284622,match-away-base,0.35988,0.35988,match
2250863,2026-06-03,CWS@MIN 2026-06-03,823701,8,0,8-0,8-0,9,1.5,38.32,52.22,4.17,5.23,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.380442,0.380442,0.380442,match-away-base,0.272693,0.272693,match
2250864,2026-06-03,NYM@SEA 2026-06-03,823130,7,1,7-1,7-1,7,1.5,40.53,48.14,3.37,4.03,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.353668,0.353668,0.353668,match-away-base,0.268946,0.268946,match
2250865,2026-06-03,SD@PHI 2026-06-03,823456,2,3,2-3,2-3,8,1.5,40.02,47.1,3.57,4.31,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.16016,0.16016,0.16016,match-away-base,0.221841,0.221841,match
2250866,2026-06-03,BAL@BOS 2026-06-03,824755,1,8,1-8,1-8,8.5,1.5,34.22,31.07,3.06,4.39,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.117101,0.117101,0.117101,match-away-base,0.475134,0.475134,match
2250867,2026-06-03,CLE@NYY 2026-06-03,823540,5,4,5-4,5-4,7.5,1.5,33.28,46.74,3.18,4.66,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.445156,0.445156,0.445156,match-away-base,0.283663,0.283663,match
2250868,2026-06-03,KC@CIN 2026-06-03,824509,5,2,5-2,5-2,8,1.5,42.09,39.1,3.68,4.19,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.335357,0.335357,0.335357,match-away-base,0.152881,0.152881,match
2250869,2026-06-03,TOR@ATL 2026-06-03,824917,3,7,3-7,3-7,8,1.5,42.84,43.55,3.74,4.19,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.183527,0.183527,0.183527,match-away-base,0.31866,0.31866,match
2250870,2026-06-03,SF@MIL 2026-06-03,823780,1,0,1-0,1-0,8,1.5,34.95,44.25,3.35,4.66,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.42315,0.42315,0.42315,match-away-base,0.195806,0.195806,match
2250871,2026-06-03,TEX@STL 2026-06-03,823051,3,5,3-5,3-5,8,-1.5,48.23,45.03,4.11,3.97,WIN,WIN,match,1,1,WIN,WIN,match,1,1,PUSH,PUSH,match,,,0.232613,0.232613,0.232613,match-away-base,,,both-null
2250872,2026-06-03,ATH@CHC 2026-06-03,824671,5,4,5-4,5-4,8.5,1.5,46.24,38.73,4.12,4.21,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.289014,0.289014,0.289014,match-away-base,0.375401,0.375401,match
2250873,2026-06-03,PIT@HOU 2026-06-03,824188,9,11,9-11,9-11,7.5,-1.5,46.33,45.34,3.82,3.88,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.214647,0.214647,0.214647,match-away-base,0.298772,0.298772,match
2250874,2026-06-03,COL@LAA 2026-06-03,824024,4,11,4-11,4-11,8.5,1.5,34.08,53.21,3.95,5.57,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.116145,0.116145,0.116145,match-away-base,0.21893,0.21893,match
2253203,2026-06-03,LAD@ARI 2026-06-03,825077,7,0,7-0,7-0,8.5,-1.5,60.97,40.2,5.05,3.45,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.152334,0.152334,0.152334,match-away-base,0.161604,0.161604,match
2250875,2026-06-04,SD@PHI 2026-06-04,823457,4,6,4-6,4-6,8.5,1.5,36.21,37.61,3.28,4.43,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.131116,0.131116,0.131116,match-away-base,0.389251,0.389251,match
2250876,2026-06-04,BAL@BOS 2026-06-04,824753,8,2,8-2,8-2,10.5,1.5,47.91,40.11,4.97,4.9,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.271337,0.271337,0.271337,match-away-base,0.160881,0.160881,match
2250877,2026-06-04,CLE@NYY 2026-06-04,823542,1,2,1-2,1-2,9,1.5,35.36,51.07,3.92,5.34,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.125033,0.125033,0.125033,match-away-base,0.260814,0.260814,match
2250878,2026-06-04,SF@MIL 2026-06-04,823779,12,9,12-9,12-9,9,1.5,33.37,36.76,3.3,4.81,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.443956,0.443956,0.443956,match-away-base,0.39993,0.39993,match
2250879,2026-06-04,TOR@ATL 2026-06-04,824919,7,2,7-2,7-2,7.5,1.5,35.99,40.27,3.03,4.14,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.409728,0.409728,0.409728,match-away-base,0.356767,0.356767,match
2250880,2026-06-04,KC@MIN 2026-06-04,823698,8,6,8-6,8-6,9,-1.5,43.98,46.36,4.43,4.79,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.313824,0.313824,0.313824,match-away-base,0.287725,0.287725,match
2250881,2026-06-04,ATH@CHC 2026-06-04,824672,6,7,6-7,6-7,10,1.5,45.83,26.45,3.81,3.97,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.210039,0.210039,0.210039,match-away-base,0.54096,0.54096,match
2250882,2026-06-04,PIT@HOU 2026-06-04,824185,5,1,5-1,5-1,8.5,-1.5,41.8,47.64,4.12,4.72,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.338724,0.338724,0.338724,match-away-base,0.226957,0.226957,match
2253212,2026-06-04,LAD@ARI 2026-06-04,825076,2,3,2-3,2-3,9,-1.5,49.43,38.1,4.53,4.25,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.244332,0.244332,0.244332,match-away-base,0.145161,0.145161,match
2250883,2026-06-05,SF@CHC 2026-06-05,824673,18,3,18-3,18-3,10.5,1.5,32.28,18.01,3.07,4.76,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.4586,0.4586,0.4586,match-away-base,0.672236,0.672236,match
2250884,2026-06-05,SEA@DET 2026-06-05,824271,3,7,3-7,3-7,7.5,-1.5,49.93,37.8,3.8,3.51,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.2493,0.2493,0.2493,match-away-base,0.386884,0.386884,match
2250885,2026-06-05,CWS@PHI 2026-06-05,823455,6,8,6-8,6-8,8.5,1.5,44.28,47.42,4.25,4.55,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.196072,0.196072,0.196072,match-away-base,0.276466,0.276466,match
2250886,2026-06-05,BOS@NYY 2026-06-05,823538,5,3,5-3,5-3,8,1.5,41.81,50.13,4.03,4.63,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,PUSH,PUSH,match,,,0.338608,0.338608,0.338608,match-away-base,,,both-null
2250887,2026-06-05,BAL@TOR 2026-06-05,822810,13,3,13-3,13-3,8.5,1.5,41.22,42.48,3.8,4.45,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.345509,0.345509,0.345509,match-away-base,0.330855,0.330855,match
2250888,2026-06-05,TB@MIA 2026-06-05,823860,6,0,6-0,6-0,8,-1.5,44.72,48.08,3.87,4.12,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.305588,0.305588,0.305588,match-away-base,0.231169,0.231169,match
2250889,2026-06-05,PIT@ATL 2026-06-05,824914,3,6,3-6,3-6,8.5,1.5,43.41,40.51,3.82,4.2,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.188443,0.188443,0.188443,match-away-base,0.353906,0.353906,match
2250890,2026-06-05,ATH@HOU 2026-06-05,824186,1,5,1-5,1-5,9,-1.5,45.21,37.98,4.02,4.21,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.204394,0.204394,0.204394,match-away-base,0.144248,0.144248,match
2250891,2026-06-05,CIN@STL 2026-06-05,823049,3,10,3-10,3-10,9,1.5,37.29,50.08,4.24,5.46,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.139054,0.139054,0.139054,match-away-base,0.249201,0.249201,match
2250892,2026-06-05,CLE@TEX 2026-06-05,822892,2,3,2-3,2-3,7.5,-1.5,50.09,33.77,3.4,3.11,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.250901,0.250901,0.250901,match-away-base,0.114041,0.114041,match
2250893,2026-06-05,KC@MIN 2026-06-05,823699,3,5,3-5,3-5,8.5,1.5,41.81,46.56,4.05,4.65,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.174808,0.174808,0.174808,match-away-base,0.216783,0.216783,match
2250894,2026-06-05,MIL@COL 2026-06-05,824350,9,7,9-7,9-7,12,-1.5,45.81,45.43,5.7,5.96,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.293656,0.293656,0.293656,match-away-base,0.297788,0.297788,match
2250895,2026-06-05,NYM@SD 2026-06-05,823293,5,0,5-0,5-0,7,1.5,40.54,42.66,3.11,3.73,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.353549,0.353549,0.353549,match-away-base,0.181988,0.181988,match
2250896,2026-06-05,LAA@LAD 2026-06-05,823943,0,1,0-1,0-1,8.5,1.5,42.78,44.77,4.01,4.49,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.183013,0.183013,0.183013,match-away-base,0.200435,0.200435,match
2253225,2026-06-05,WSH@ARI 2026-06-05,825073,14,1,14-1,14-1,9,1.5,43.59,46.87,4.44,4.85,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.318209,0.318209,0.318209,match-away-base,0.28228,0.28228,match
2250897,2026-06-06,SEA@DET 2026-06-06,824269,4,0,4-0,4-0,9,-1.5,47.84,31.94,3.6,3.52,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.272067,0.272067,0.272067,match-away-base,0.102016,0.102016,match
2250898,2026-06-06,KC@MIN 2026-06-06,823697,3,2,3-2,3-2,8.5,1.5,35.57,47.4,3.73,5.08,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.415122,0.415122,0.415122,match-away-base,0.224676,0.224676,match
2250899,2026-06-06,CIN@STL 2026-06-06,823048,5,6,5-6,5-6,9,1.5,45.11,42.45,4.53,4.77,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.203491,0.203491,0.203491,match-away-base,0.3312,0.3312,match
2250900,2026-06-06,SF@CHC 2026-06-06,824669,2,3,2-3,2-3,7.5,1.5,33.88,42.9,3.22,4.63,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.114785,0.114785,0.114785,match-away-base,0.184041,0.184041,match
2250901,2026-06-06,BAL@TOR 2026-06-06,822808,4,6,4-6,4-6,8.5,-1.5,44.72,47.43,4.05,4.3,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.199988,0.199988,0.199988,match-away-base,0.27636,0.27636,match
2250902,2026-06-06,CWS@PHI 2026-06-06,823454,6,3,6-3,6-3,10,1.5,50.83,36.69,4.75,4.27,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.241769,0.241769,0.241769,match-away-base,0.134616,0.134616,match
2250903,2026-06-06,ATH@HOU 2026-06-06,824184,2,13,2-13,2-13,9.5,1.5,48.51,42.19,4.73,4.55,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.235322,0.235322,0.235322,match-away-base,0.3342,0.3342,match
2250904,2026-06-06,PIT@ATL 2026-06-06,824915,3,6,3-6,3-6,8,-1.5,45.21,37.11,3.73,3.92,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.204394,0.204394,0.204394,match-away-base,0.395515,0.395515,match
2250905,2026-06-06,TB@MIA 2026-06-06,823859,3,4,3-4,3-4,7.5,-1.5,46.23,37.25,3.58,3.67,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.213721,0.213721,0.213721,match-away-base,0.138756,0.138756,match
2250906,2026-06-06,CLE@TEX 2026-06-06,822891,6,0,6-0,6-0,7.5,1.5,42.03,34.11,3.05,3.51,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.336052,0.336052,0.336052,match-away-base,0.116349,0.116349,match
2250908,2026-06-06,MIL@COL 2026-06-06,824351,7,1,7-1,7-1,11,-1.5,59.17,39.72,5.72,4.11,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.166709,0.166709,0.166709,match-away-base,0.157768,0.157768,match
2250909,2026-06-06,LAA@LAD 2026-06-06,823942,2,9,2-9,2-9,8.5,1.5,30.58,46.77,3.41,5.34,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.093514,0.093514,0.093514,match-away-base,0.283343,0.283343,match
2250910,2026-06-06,NYM@SD 2026-06-06,823292,2,3,2-3,2-3,7.5,-1.5,50.44,38.3,3.85,3.51,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.254419,0.254419,0.254419,match-away-base,0.146689,0.146689,match
2253234,2026-06-06,WSH@ARI 2026-06-06,825075,6,1,6-1,6-1,9,1.5,40.93,44.09,4.12,4.83,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.348926,0.348926,0.348926,match-away-base,0.194393,0.194393,match
2250911,2026-06-07,PIT@ATL 2026-06-07,824916,2,3,2-3,2-3,8.5,1.5,36.55,38.2,3.55,4.71,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.13359,0.13359,0.13359,match-away-base,0.145924,0.145924,match
2250912,2026-06-07,CWS@PHI 2026-06-07,823453,5,9,5-9,5-9,9,1.5,46.01,41.69,4.54,4.67,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.211692,0.211692,0.211692,match-away-base,0.340006,0.340006,match
2250913,2026-06-07,BOS@NYY 2026-06-07,823537,1,6,1-6,1-6,8,1.5,33.99,46.55,3.41,4.86,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.115532,0.115532,0.115532,match-away-base,0.21669,0.21669,match
2250914,2026-06-07,BAL@TOR 2026-06-07,822807,4,6,4-6,4-6,8,1.5,43.71,49.29,4.1,4.47,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.191056,0.191056,0.191056,match-away-base,0.25715,0.25715,match
2250915,2026-06-07,SEA@DET 2026-06-07,824268,4,5,4-5,4-5,8.5,1.5,49.11,48.7,4.6,4.35,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.241179,0.241179,0.241179,match-away-base,0.263169,0.263169,match
2250916,2026-06-07,TB@MIA 2026-06-07,823857,1,4,1-4,1-4,7.5,-1.5,43.08,47.88,4.2,4.66,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.185589,0.185589,0.185589,match-away-base,0.229249,0.229249,match
2250917,2026-06-07,ATH@HOU 2026-06-07,824183,5,0,5-0,5-0,9,-1.5,48.44,47.38,4.76,4.59,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.265843,0.265843,0.265843,match-away-base,0.224486,0.224486,match
2250918,2026-06-07,KC@MIN 2026-06-07,823696,6,5,6-5,6-5,8.5,-1.5,46.3,42.69,4.35,4.43,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.288369,0.288369,0.288369,match-away-base,0.328444,0.328444,match
2250919,2026-06-07,CIN@STL 2026-06-07,823047,3,5,3-5,3-5,9.5,1.5,39.18,38.78,3.73,4.61,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.153507,0.153507,0.153507,match-away-base,0.150389,0.150389,match
2250920,2026-06-07,CLE@TEX 2026-06-07,822890,0,10,0-10,0-10,7,1.5,42.06,34.13,3.05,3.51,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.176904,0.176904,0.176904,match-away-base,0.433886,0.433886,match
2250921,2026-06-07,MIL@COL 2026-06-07,824349,12,4,12-4,12-4,11.5,-1.5,57.97,35.29,6.37,4.7,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.176652,0.176652,0.176652,match-away-base,0.418738,0.418738,match
2250922,2026-06-07,LAA@LAD 2026-06-07,823941,13,5,13-5,13-5,8.5,1.5,39.16,42.35,3.68,4.55,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.370151,0.370151,0.370151,match-away-base,0.332352,0.332352,match
2250923,2026-06-07,NYM@SD 2026-06-07,823291,7,3,7-3,7-3,7.5,-1.5,46.61,35.34,3.32,3.36,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.285049,0.285049,0.285049,match-away-base,0.418092,0.418092,match
2250924,2026-06-07,SF@CHC 2026-06-07,824670,2,1,2-1,2-1,8.5,1.5,47.31,48.47,4.25,4.23,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.277624,0.277624,0.277624,match-away-base,0.234934,0.234934,match
2253254,2026-06-07,WSH@ARI 2026-06-07,825074,1,5,1-5,1-5,8,1.5,42.73,48.45,4,4.47,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.182585,0.182585,0.182585,match-away-base,0.23474,0.23474,match
2250925,2026-06-08,SEA@BAL 2026-06-08,824829,6,3,6-3,6-3,9.5,-1.5,51.57,38.95,4.71,4.17,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.234546,0.234546,0.234546,match-away-base,0.15171,0.15171,match
2250926,2026-06-08,BOS@TB 2026-06-08,822972,1,3,1-3,1-3,8,-1.5,46.63,44.32,3.99,4.02,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.217436,0.217436,0.217436,match-away-base,0.196426,0.196426,match
2250927,2026-06-08,NYY@CLE 2026-06-08,824427,7,5,7-5,7-5,7.5,1.5,44.52,44.09,3.64,3.92,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.307803,0.307803,0.307803,match-away-base,0.312593,0.312593,match
2250928,2026-06-08,PHI@TOR 2026-06-08,822806,5,2,5-2,5-2,7.5,-1.5,52.57,48.08,4.29,3.69,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.22496,0.22496,0.22496,match-away-base,0.231169,0.231169,match
2250929,2026-06-08,HOU@LAA 2026-06-08,824025,5,4,5-4,5-4,9.5,-1.5,60.87,48.8,5.63,3.91,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.153116,0.153116,0.153116,match-away-base,0.238144,0.238144,match
2250930,2026-06-08,CIN@SD 2026-06-08,823289,2,6,2-6,2-6,7.5,1.5,43.48,34.5,3.31,3.66,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.189051,0.189051,0.189051,match-away-base,0.429025,0.429025,match
2250931,2026-06-08,WSH@SF 2026-06-08,823218,4,3,4-3,4-3,8,1.5,37.58,49.42,3.76,4.83,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.389626,0.389626,0.389626,match-away-base,0.244234,0.244234,match
