gameId,gameDate,matchup,mlbGamePk,actualAway,actualHome,schedScore,linescoreScore,bookTotal,awayRunLine,modelAwayWinPct,modelOverRate,modelAwayScore,modelHomeScore,stored_fgMlResult,derived_fgMlResult,fgMl_status,stored_fgMlCorrect,derived_fgMlCorrect,stored_fgRlResult,derived_fgRlResult,fgRl_status,stored_fgRlCorrect,derived_fgRlCorrect,stored_fgTotalResult,derived_fgTotalResult,fgTotal_status,stored_fgTotalCorrect,derived_fgTotalCorrect,stored_brierFgMl,derived_brierFgMl_away,derived_brierFgMl_home,brierFgMl_status,stored_brierFgTotal,derived_brierFgTotal,brierFgTotal_status
2250228,2026-04-13,BOS@MIN 2026-04-13,823725,6,13,6-13,6-13,7.5,-1.5,52.01,58.55,4.72,4.49,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.270504,0.270504,0.270504,match-away-base,0.17181,0.17181,match
2250229,2026-04-13,CLE@STL 2026-04-13,823073,9,3,9-3,9-3,8,-1.5,48.67,49.57,4.22,4.37,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.263477,0.263477,0.263477,match-away-base,0.254318,0.254318,match
2250230,2026-04-13,TEX@ATH 2026-04-13,825024,8,1,8-1,8-1,8.5,-1.5,52.38,48.82,4.62,4.34,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.226766,0.226766,0.226766,match-away-base,0.261939,0.261939,match
2250231,2026-04-13,NYM@LAD 2026-04-13,823964,0,4,0-4,0-4,8.5,1.5,38.95,48.78,3.83,5.15,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.15171,0.15171,0.15171,match-away-base,0.237949,0.237949,match
2252508,2026-04-13,ARI@BAL 2026-04-13,824856,7,9,7-9,7-9,9,1.5,50.42,43.25,4.45,4.4,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.254218,0.254218,0.254218,match-away-base,0.322056,0.322056,match
2250232,2026-04-14,KC@DET 2026-04-14,824292,1,2,1-2,1-2,8,-1.5,44.78,49.9,4.02,4.62,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.200525,0.200525,0.200525,match-away-base,0.249001,0.249001,match
2250233,2026-04-14,WSH@PIT 2026-04-14,823398,5,4,5-4,5-4,9.5,1.5,44.29,34.05,3.83,4.48,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.31036,0.31036,0.31036,match-away-base,0.11594,0.11594,match
2250234,2026-04-14,SF@CIN 2026-04-14,824531,1,2,1-2,1-2,9,-1.5,46.94,39.12,4.01,4.35,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.220336,0.220336,0.220336,match-away-base,0.153037,0.153037,match
2250235,2026-04-14,CHC@PHI 2026-04-14,823478,10,4,10-4,10-4,10,1.5,47.15,45.56,4.87,5.26,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.279312,0.279312,0.279312,match-away-base,0.296371,0.296371,match
2250236,2026-04-14,LAA@NYY 2026-04-14,823562,7,1,7-1,7-1,9.5,1.5,43.39,45.28,4.41,5.25,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.320469,0.320469,0.320469,match-away-base,0.205028,0.205028,match
2250237,2026-04-14,MIA@ATL 2026-04-14,824935,5,6,5-6,5-6,8.5,1.5,42.4,48.79,4.04,4.93,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.179776,0.179776,0.179776,match-away-base,0.262246,0.262246,match
2250238,2026-04-14,BOS@MIN 2026-04-14,823723,0,6,0-6,0-6,8,-1.5,50.48,63.3,5.22,5.16,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.254823,0.254823,0.254722,match-away-base,0.400689,0.400689,match
2250239,2026-04-14,TB@CWS 2026-04-14,824616,8,5,8-5,8-5,8,-1.5,50.18,46.33,4.13,4.1,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.248203,0.248203,0.248203,match-away-base,0.288047,0.288047,match
2250240,2026-04-14,TOR@MIL 2026-04-14,823802,9,7,9-7,9-7,7,-1.5,49.5,63.39,4.55,4.62,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.255025,0.255025,0.255025,match-away-base,0.134029,0.134029,match
2250241,2026-04-14,CLE@STL 2026-04-14,823072,5,6,5-6,5-6,9,-1.5,50.36,40.93,4.31,4.27,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.253613,0.253613,0.253613,match-away-base,0.348926,0.348926,match
2250242,2026-04-14,COL@HOU 2026-04-14,824210,6,7,6-7,6-7,8.5,1.5,46.4,48.9,4.28,4.71,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.215296,0.215296,0.215296,match-away-base,0.261121,0.261121,match
2250243,2026-04-14,SEA@SD 2026-04-14,823315,1,4,1-4,1-4,7,-1.5,54.44,51.19,4.09,3.62,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.296371,0.296371,0.296371,match-away-base,0.262042,0.262042,match
2250244,2026-04-14,TEX@ATH 2026-04-14,825022,1,2,1-2,1-2,9,-1.5,43.21,51.39,4.5,5.36,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.18671,0.18671,0.18671,match-away-base,0.264093,0.264093,match
2250245,2026-04-14,NYM@LAD 2026-04-14,823965,1,2,1-2,1-2,7.5,1.5,42.19,43.27,3.33,4.14,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.178,0.178,0.178,match-away-base,0.187229,0.187229,match
2252517,2026-04-14,ARI@BAL 2026-04-14,824853,4,3,4-3,4-3,9,1.5,41.09,40.45,3.76,4.77,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.347039,0.347039,0.347039,match-away-base,0.16362,0.16362,match
2250246,2026-04-15,CLE@STL 2026-04-15,823071,3,5,3-5,3-5,9,-1.5,51.15,43.71,4.52,4.39,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.261632,0.261632,0.261632,match-away-base,0.191056,0.191056,match
2250247,2026-04-15,BOS@MIN 2026-04-15,823722,9,5,9-5,9-5,8,-1.5,47.49,53.62,4.39,4.69,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.27573,0.27573,0.27573,match-away-base,0.21511,0.21511,match
2250248,2026-04-15,KC@DET 2026-04-15,824291,1,2,1-2,1-2,8.5,1.5,40.88,51.47,4.1,5.21,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.167117,0.167117,0.167117,match-away-base,0.264916,0.264916,match
2250249,2026-04-15,WSH@PIT 2026-04-15,823399,0,2,0-2,0-2,9.5,1.5,41.22,34.42,3.68,4.67,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.169909,0.169909,0.169909,match-away-base,0.118474,0.118474,match
2250250,2026-04-15,SF@CIN 2026-04-15,824532,3,8,3-8,3-8,9,-1.5,49.25,39.71,4.17,4.27,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.242556,0.242556,0.242556,match-away-base,0.363488,0.363488,match
2250251,2026-04-15,CHC@PHI 2026-04-15,823477,11,2,11-2,11-2,9,1.5,41.56,49.47,4.28,5.33,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.341523,0.341523,0.341523,match-away-base,0.255328,0.255328,match
2250252,2026-04-15,LAA@NYY 2026-04-15,823561,4,5,4-5,4-5,10.5,1.5,29.61,49.17,4.06,7.07,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.087675,0.087675,0.087675,match-away-base,0.241769,0.241769,match
2250253,2026-04-15,MIA@ATL 2026-04-15,824936,3,6,3-6,3-6,9,1.5,43.6,44.1,4.1,4.86,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,PUSH,PUSH,match,,,0.190096,0.190096,0.190096,match-away-base,,,both-null
2250254,2026-04-15,TB@CWS 2026-04-15,824615,8,3,8-3,8-3,8.5,-1.5,53.13,45.96,4.5,4.13,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.21968,0.21968,0.21968,match-away-base,0.292032,0.292032,match
2250255,2026-04-15,TOR@MIL 2026-04-15,823803,1,2,1-2,1-2,7.5,-1.5,46.03,62.19,4.6,5.1,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.211876,0.211876,0.211876,match-away-base,0.38676,0.38676,match
2250256,2026-04-15,COL@HOU 2026-04-15,824209,1,3,1-3,1-3,8.5,1.5,46.77,48.94,4.3,4.68,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.218743,0.218743,0.218743,match-away-base,0.239512,0.239512,match
2250257,2026-04-15,SEA@SD 2026-04-15,823314,6,7,6-7,6-7,8,-1.5,45.41,45.67,3.83,4.33,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.206207,0.206207,0.206207,match-away-base,0.295175,0.295175,match
2250258,2026-04-15,TEX@ATH 2026-04-15,825021,5,6,5-6,5-6,10,-1.5,44.11,48.92,4.88,5.7,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.194569,0.194569,0.194569,match-away-base,0.260917,0.260917,match
2250259,2026-04-15,NYM@LAD 2026-04-15,823963,2,8,2-8,2-8,7.5,1.5,42.03,43.93,3.55,4.41,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.176652,0.176652,0.176652,match-away-base,0.314384,0.314384,match
2252532,2026-04-15,ARI@BAL 2026-04-15,824855,8,5,8-5,8-5,9.5,1.5,42.23,39.18,3.99,4.92,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.333737,0.333737,0.333737,match-away-base,0.369907,0.369907,match
2250260,2026-04-16,WSH@PIT 2026-04-16,823396,8,7,8-7,8-7,8.5,1.5,45.14,44.7,3.97,4.52,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.300962,0.300962,0.300962,match-away-base,0.305809,0.305809,match
2250261,2026-04-16,SF@CIN 2026-04-16,824530,3,0,3-0,3-0,8,1.5,43.51,50.98,4,4.76,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.319112,0.319112,0.319112,match-away-base,0.259896,0.259896,match
2250262,2026-04-16,KC@DET 2026-04-16,824289,9,10,9-10,9-10,8.5,-1.5,49.06,50.36,4.53,4.64,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.240688,0.240688,0.240688,match-away-base,0.246413,0.246413,match
2250263,2026-04-16,LAA@NYY 2026-04-16,823560,11,4,11-4,11-4,10,1.5,37.7,42.22,4.06,5.65,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.388129,0.388129,0.388129,match-away-base,0.333853,0.333853,match
2250264,2026-04-16,TOR@MIL 2026-04-16,823801,1,2,1-2,1-2,8.5,-1.5,43.65,48.52,4.09,4.84,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.190532,0.190532,0.190532,match-away-base,0.235419,0.235419,match
2250265,2026-04-16,TB@CWS 2026-04-16,824614,5,3,5-3,5-3,8.5,-1.5,49.17,38.83,3.88,3.96,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.258369,0.258369,0.258369,match-away-base,0.150777,0.150777,match
2250266,2026-04-16,TEX@ATH 2026-04-16,825023,9,6,9-6,9-6,8.5,-1.5,44.25,53.52,4.42,5.12,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.310806,0.310806,0.310806,match-away-base,0.216039,0.216039,match
2250267,2026-04-16,BAL@CLE 2026-04-16,824453,2,4,2-4,2-4,8,1.5,48.26,45.67,3.98,4.17,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.232903,0.232903,0.232903,match-away-base,0.208575,0.208575,match
2250268,2026-04-16,COL@HOU 2026-04-16,824208,3,2,3-2,3-2,8.5,1.5,38.2,49.67,3.83,5.24,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.381924,0.381924,0.381924,match-away-base,0.246711,0.246711,match
2250269,2026-04-16,SEA@SD 2026-04-16,823313,2,5,2-5,2-5,8.5,-1.5,52.53,41.78,4.22,3.95,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.27594,0.27594,0.27594,match-away-base,0.174557,0.174557,match
2250270,2026-04-17,NYM@CHC 2026-04-17,824693,4,12,4-12,4-12,10,1.5,48.63,35.1,4.32,4.51,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.236488,0.236488,0.236488,match-away-base,0.421201,0.421201,match
2250271,2026-04-17,BAL@CLE 2026-04-17,824454,6,4,6-4,6-4,8,1.5,45.91,43.39,3.73,4.17,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.292573,0.292573,0.292573,match-away-base,0.320469,0.320469,match
2250272,2026-04-17,ATL@PHI 2026-04-17,823476,9,0,9-0,9-0,9.5,-1.5,53.61,48.09,5.25,4.77,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.215203,0.215203,0.215203,match-away-base,0.231265,0.231265,match
2250273,2026-04-17,SF@WSH 2026-04-17,822752,10,5,10-5,10-5,8.5,-1.5,47.89,50.64,4.47,4.71,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.271545,0.271545,0.271545,match-away-base,0.243641,0.243641,match
2250274,2026-04-17,TB@PIT 2026-04-17,823397,1,5,1-5,1-5,8.5,-1.5,44.17,42.18,3.78,4.42,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.195099,0.195099,0.195099,match-away-base,0.177915,0.177915,match
2250275,2026-04-17,KC@NYY 2026-04-17,823559,2,4,2-4,2-4,8,1.5,39.49,59.86,4.28,5.63,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.155946,0.155946,0.155946,match-away-base,0.358322,0.358322,match
2250276,2026-04-17,MIL@MIA 2026-04-17,823883,7,5,7-5,7-5,8,-1.5,47.49,48.19,4.08,4.36,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.27573,0.27573,0.27573,match-away-base,0.268428,0.268428,match
2250277,2026-04-17,DET@BOS 2026-04-17,824778,0,1,0-1,0-1,7.5,1.5,48.48,61.15,4.67,4.87,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.235031,0.235031,0.235031,match-away-base,0.373932,0.373932,match
2250278,2026-04-17,STL@HOU 2026-04-17,824207,9,4,9-4,9-4,9,-1.5,49.17,43.78,4.42,4.5,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.258369,0.258369,0.258369,match-away-base,0.316069,0.316069,match
2250279,2026-04-17,CIN@MIN 2026-04-17,823720,2,1,2-1,2-1,8.5,1.5,46.33,57.89,4.58,5.03,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.288047,0.288047,0.288047,match-away-base,0.335125,0.335125,match
2250280,2026-04-17,LAD@COL 2026-04-17,824373,7,1,7-1,7-1,9.5,-1.5,64.84,57,6.7,4.56,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.123623,0.123623,0.123623,match-away-base,0.3249,0.3249,match
2250281,2026-04-17,SD@LAA 2026-04-17,824048,0,8,0-8,0-8,8,1.5,50.12,54.72,4.62,4.61,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,PUSH,PUSH,match,,,0.251201,0.251201,0.251201,match-away-base,,,both-null
2250282,2026-04-17,TEX@SEA 2026-04-17,823152,5,0,5-0,5-0,6.5,1.5,45.46,54.07,3.49,3.95,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.297461,0.297461,0.297461,match-away-base,0.292356,0.292356,match
2250283,2026-04-17,CWS@ATH 2026-04-17,825019,9,2,9-2,9-2,9,1.5,45.17,53.84,4.78,5.4,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.300633,0.300633,0.300633,match-away-base,0.213075,0.213075,match
2252570,2026-04-17,TOR@ARI 2026-04-17,825101,3,6,3-6,3-6,8.5,1.5,50.51,52.41,4.73,4.67,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.255126,0.255126,0.255126,match-away-base,0.226481,0.226481,match
2250284,2026-04-18,KC@NYY 2026-04-18,823558,4,13,4-13,4-13,8,1.5,45.52,56.66,4.69,5.25,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.207207,0.207207,0.207207,match-away-base,0.187836,0.187836,match
2250285,2026-04-18,CIN@MIN 2026-04-18,823721,5,4,5-4,5-4,8,1.5,48.97,61.82,4.75,4.88,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.260406,0.260406,0.260406,match-away-base,0.145771,0.145771,match
2250286,2026-04-18,NYM@CHC 2026-04-18,824694,2,4,2-4,2-4,8.5,-1.5,47.84,40.43,3.9,4.13,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.228867,0.228867,0.228867,match-away-base,0.163458,0.163458,match
2250287,2026-04-18,SF@WSH 2026-04-18,822751,7,6,7-6,7-6,9.5,-1.5,51.8,45.02,4.93,4.7,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.232324,0.232324,0.232324,match-away-base,0.30228,0.30228,match
2250288,2026-04-18,TB@PIT 2026-04-18,823394,8,7,8-7,8-7,7.5,1.5,45.26,46.88,3.67,4.18,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.299647,0.299647,0.299647,match-away-base,0.282173,0.282173,match
2250289,2026-04-18,CWS@ATH 2026-04-18,825020,6,7,6-7,6-7,9,1.5,38.91,52.55,4.56,6.07,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.151399,0.151399,0.151399,match-away-base,0.22515,0.22515,match
2250290,2026-04-18,DET@BOS 2026-04-18,824775,4,1,4-1,4-1,7,-1.5,51.59,53.12,4.37,4.18,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.234353,0.234353,0.234353,match-away-base,0.282173,0.282173,match
2250291,2026-04-18,MIL@MIA 2026-04-18,823882,5,2,5-2,5-2,7.5,-1.5,50.28,49.45,4.08,4.05,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.247208,0.247208,0.247208,match-away-base,0.24453,0.24453,match
2250292,2026-04-18,BAL@CLE 2026-04-18,824451,2,4,2-4,2-4,7,1.5,46.21,46.6,3.72,4.12,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.213536,0.213536,0.213536,match-away-base,0.217156,0.217156,match
2250293,2026-04-18,STL@HOU 2026-04-18,824206,7,5,7-5,7-5,9,1.5,51.7,59.9,5.3,5.09,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.233289,0.233289,0.233289,match-away-base,0.160801,0.160801,match
2250294,2026-04-18,TEX@SEA 2026-04-18,823151,3,7,3-7,3-7,7,1.5,51.29,43.05,3.8,3.66,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.263066,0.263066,0.263066,match-away-base,0.32433,0.32433,match
2250295,2026-04-18,ATL@PHI 2026-04-18,823474,3,1,3-1,3-1,7,1.5,49.88,58.56,4.6,4.62,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.251201,0.251201,0.251201,match-away-base,0.342927,0.342927,match
2250296,2026-04-18,LAD@COL 2026-04-18,824372,3,4,3-4,3-4,10.5,-1.5,63.4,45.44,6.23,4.36,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.401956,0.401956,0.401956,match-away-base,0.206479,0.206479,match
2250297,2026-04-18,SD@LAA 2026-04-18,824049,4,1,4-1,4-1,9,-1.5,50.84,41.59,4.66,4.54,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,1,1,0.241671,0.241671,0.241671,match-away-base,0.172973,0.172973,match
2252585,2026-04-18,TOR@ARI 2026-04-18,825098,2,6,2-6,2-6,9,1.5,39.66,65.82,4.92,6.38,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.157292,0.157292,0.157292,match-away-base,0.433227,0.433227,match
2250298,2026-04-19,DET@BOS 2026-04-19,824777,6,2,6-2,6-2,7,1.5,42.68,63.59,4.16,5.06,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.328558,0.328558,0.328558,match-away-base,0.132569,0.132569,match
2250299,2026-04-19,SF@WSH 2026-04-19,822750,0,3,0-3,0-3,8.5,-1.5,52.66,53.76,4.95,4.63,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.277308,0.277308,0.277308,match-away-base,0.289014,0.289014,match
2250300,2026-04-19,TB@PIT 2026-04-19,823393,3,6,3-6,3-6,8,-1.5,49.29,49.17,4.24,4.32,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.24295,0.24295,0.24295,match-away-base,0.258369,0.258369,match
2250301,2026-04-19,KC@NYY 2026-04-19,823556,0,7,0-7,0-7,8,1.5,42.11,61.83,4.57,5.59,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.177325,0.177325,0.177325,match-away-base,0.382295,0.382295,match
2250302,2026-04-19,BAL@CLE 2026-04-19,824452,4,8,4-8,4-8,6.5,-1.5,49.77,50.12,3.51,3.52,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.247705,0.247705,0.247705,match-away-base,0.248801,0.248801,match
2250303,2026-04-19,MIL@MIA 2026-04-19,823881,3,5,3-5,3-5,7.5,-1.5,44.94,51.03,3.87,4.44,WIN,WIN,match,1,1,WIN,WIN,match,1,1,OVER,OVER,match,1,1,0.20196,0.20196,0.20196,match-away-base,0.239806,0.239806,match
2250304,2026-04-19,STL@HOU 2026-04-19,824205,7,5,7-5,7-5,9,1.5,42.69,49.31,4.34,5.25,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.328444,0.328444,0.328444,match-away-base,0.256948,0.256948,match
2250305,2026-04-19,CIN@MIN 2026-04-19,823718,7,4,7-4,7-4,8,-1.5,49.2,56.05,4.65,4.74,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.258064,0.258064,0.258064,match-away-base,0.19316,0.19316,match
2250306,2026-04-19,NYM@CHC 2026-04-19,824691,1,2,1-2,1-2,8,1.5,41.66,53.63,4.04,5.04,WIN,WIN,match,1,1,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.173556,0.173556,0.173556,match-away-base,0.287618,0.287618,match
2250307,2026-04-19,LAD@COL 2026-04-19,824371,6,9,6-9,6-9,11.5,-1.5,54.52,43.93,6.1,5.36,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.297243,0.297243,0.297243,match-away-base,0.314384,0.314384,match
2250308,2026-04-19,CWS@ATH 2026-04-19,825018,7,4,7-4,7-4,9.5,1.5,43.85,49.4,4.68,5.51,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.315282,0.315282,0.315282,match-away-base,0.256036,0.256036,match
2250309,2026-04-19,SD@LAA 2026-04-19,824047,2,1,2-1,2-1,9,-1.5,47.75,47.35,4.54,4.81,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,1,1,0.273006,0.273006,0.273006,match-away-base,0.224202,0.224202,match
2250310,2026-04-19,TEX@SEA 2026-04-19,823150,2,5,2-5,2-5,7.5,1.5,38.77,50.67,3.25,4.43,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.150311,0.150311,0.150311,match-away-base,0.256745,0.256745,match
2250311,2026-04-19,ATL@PHI 2026-04-19,823475,4,2,4-2,4-2,8,-1.5,43.71,59.09,4.5,5.29,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.316856,0.316856,0.316856,match-away-base,0.349163,0.349163,match
2252600,2026-04-19,TOR@ARI 2026-04-19,825100,10,4,10-4,10-4,8,-1.5,46.73,57.15,4.57,4.97,LOSS,LOSS,match,0,0,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.283769,0.283769,0.283769,match-away-base,0.183612,0.183612,match
2250312,2026-04-20,DET@BOS 2026-04-20,824776,6,8,6-8,6-8,8,1.5,48.03,52.17,4.57,4.8,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.230688,0.230688,0.230688,match-away-base,0.228771,0.228771,match
2250313,2026-04-20,HOU@CLE 2026-04-20,824450,9,2,9-2,9-2,7.5,1.5,46.07,36.22,3.57,3.98,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,OVER,OVER,match,0,0,0.290844,0.290844,0.290844,match-away-base,0.406789,0.406789,match
2250314,2026-04-20,CIN@TB 2026-04-20,822994,6,1,6-1,6-1,8,1.5,46.11,55.36,4.18,4.63,LOSS,LOSS,match,0,0,WIN,WIN,match,1,1,UNDER,UNDER,match,0,0,0.290413,0.290413,0.290413,match-away-base,0.306473,0.306473,match
2250315,2026-04-20,STL@MIA 2026-04-20,823879,3,5,3-5,3-5,8.5,1.5,46.71,51.56,4.45,4.84,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,UNDER,UNDER,match,0,0,0.218182,0.218182,0.218182,match-away-base,0.265843,0.265843,match
2250316,2026-04-20,ATL@WSH 2026-04-20,822749,9,4,9-4,9-4,8,-1.5,53.43,56.97,5.21,4.77,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,1,1,0.216876,0.216876,0.216876,match-away-base,0.185158,0.185158,match
2250317,2026-04-20,BAL@KC 2026-04-20,824125,7,5,7-5,7-5,9,-1.5,57.64,41.63,4.49,3.65,WIN,WIN,match,1,1,LOSS,LOSS,match,0,0,OVER,OVER,match,0,0,0.179437,0.179437,0.179437,match-away-base,0.340706,0.340706,match
