game_id,mlb_game_pk,date,month,teams,game_no,series,sub_market,pick,prob,line,proj_value,actual,correct,brier,logloss,signed_error,abs_error,fav,day_night,allstar,leakage_quarantine,closing_source,score_source,note
2250286,824694,2026-04-18,2026-04,NYM@CHC,1,p2,ML,HOME,0.48130,-102,,HOME,1,0.231650,0.656430,,,away_fav,day,0,0,locked,games,
2250286,824694,2026-04-18,2026-04,NYM@CHC,1,p2,RL,HOME,0.38620,-1.5,0.14,HOME,1,0.149150,0.488086,2.14,2.14,away_fav,day,0,0,locked,games,
2250286,824694,2026-04-18,2026-04,NYM@CHC,1,p2,TOTAL,UNDER,0.45190,8.5,8.56,UNDER,1,0.204214,0.601298,2.56,2.56,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,live,ML,AWAY,0.51800,-115,,AWAY,1,0.232324,0.657780,,,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,live,RL,HOME,,-1.5,0.23,HOME,1,,,-0.77,0.77,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,live,TOTAL,UNDER,0.45020,9.5,9.50,OVER,0,0.302280,0.798063,-3.50,3.50,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p1,ML,HOME,0.45610,-115,,AWAY,0,0.295827,0.785043,,,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p1,RL,HOME,0.38250,-1.5,-0.21,HOME,1,0.146306,0.482076,-1.21,1.21,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p1,TOTAL,OVER,0.55720,9.5,11.05,OVER,1,0.196072,0.584831,-1.95,1.95,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p2,ML,HOME,0.45610,-115,,AWAY,0,0.295827,0.785043,,,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p2,RL,HOME,0.38250,-1.5,-0.21,HOME,1,0.146306,0.482076,-1.21,1.21,away_fav,day,0,0,locked,games,
2250287,822751,2026-04-18,2026-04,SF@WSH,1,p2,TOTAL,OVER,0.55720,9.5,11.05,OVER,1,0.196072,0.584831,-1.95,1.95,away_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,live,ML,HOME,0.45260,+133,,AWAY,0,0.299647,0.792747,,,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,live,RL,AWAY,,+1.5,-0.51,AWAY,1,,,-1.51,1.51,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,live,TOTAL,UNDER,0.46880,7.5,7.50,OVER,0,0.282173,0.757579,-7.50,7.50,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p1,ML,HOME,0.49950,133,,AWAY,0,0.250500,0.694148,,,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p1,RL,AWAY,0.66270,+1.5,0.29,AWAY,1,0.113771,0.411433,-0.71,0.71,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p1,TOTAL,UNDER,0.44100,7.5,7.57,OVER,0,0.312481,0.818710,-7.43,7.43,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p2,ML,HOME,0.49950,133,,AWAY,0,0.250500,0.694148,,,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p2,RL,AWAY,0.66270,+1.5,0.29,AWAY,1,0.113771,0.411433,-0.71,0.71,home_fav,day,0,0,locked,games,
2250288,823394,2026-04-18,2026-04,TB@PIT,1,p2,TOTAL,UNDER,0.44100,7.5,7.57,OVER,0,0.312481,0.818710,-7.43,7.43,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,live,ML,HOME,0.38910,+135,,HOME,1,0.151399,0.492822,,,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,live,RL,HOME,,+1.5,-1.51,AWAY,0,,,-0.51,0.51,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,live,TOTAL,OVER,0.52550,9,9.00,OVER,1,0.225150,0.643405,-4.00,4.00,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p1,ML,HOME,0.49530,135,,HOME,1,0.245322,0.683791,,,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p1,RL,AWAY,0.62980,+1.5,0.34,AWAY,1,0.137048,0.462353,1.34,1.34,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p1,TOTAL,OVER,0.56600,9,10.55,OVER,1,0.188356,0.569161,-2.45,2.45,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p2,ML,HOME,0.49530,135,,HOME,1,0.245322,0.683791,,,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p2,RL,AWAY,0.62980,+1.5,0.34,AWAY,1,0.137048,0.462353,1.34,1.34,home_fav,day,0,0,locked,games,
2250289,825020,2026-04-18,2026-04,CWS@ATH,1,p2,TOTAL,OVER,0.56600,9,10.55,OVER,1,0.188356,0.569161,-2.45,2.45,home_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,live,ML,AWAY,0.51590,-143,,AWAY,1,0.234353,0.661842,,,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,live,RL,HOME,,-1.5,0.19,AWAY,0,,,-2.81,2.81,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,live,TOTAL,OVER,0.53120,7,7.00,UNDER,0,0.282173,0.757579,2.00,2.00,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p1,ML,AWAY,0.55720,-143,,AWAY,1,0.196072,0.584831,,,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p1,RL,HOME,0.45870,-1.5,1.01,AWAY,0,0.293006,0.779359,-1.99,1.99,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p1,TOTAL,OVER,0.59830,7,8.74,UNDER,0,0.357963,0.912050,3.74,3.74,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p2,ML,AWAY,0.55720,-143,,AWAY,1,0.196072,0.584831,,,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p2,RL,HOME,0.45870,-1.5,1.01,AWAY,0,0.293006,0.779359,-1.99,1.99,away_fav,day,0,0,locked,games,
2250290,824775,2026-04-18,2026-04,DET@BOS,1,p2,TOTAL,OVER,0.59830,7,8.74,UNDER,0,0.357963,0.912050,3.74,3.74,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,live,ML,AWAY,0.50280,-105,,AWAY,1,0.247208,0.687563,,,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,live,RL,HOME,,-1.5,0.03,AWAY,0,,,-2.97,2.97,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,live,TOTAL,UNDER,0.49450,7.5,7.50,UNDER,1,0.244530,0.682207,0.50,0.50,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p1,ML,HOME,0.40460,-105,,AWAY,0,0.354501,0.904856,,,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p1,RL,HOME,0.30590,-1.5,-0.67,AWAY,0,0.481775,1.184497,-3.67,3.67,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p1,TOTAL,UNDER,0.44210,7.5,7.58,UNDER,1,0.195452,0.583576,0.58,0.58,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p2,ML,HOME,0.40460,-105,,AWAY,0,0.354501,0.904856,,,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p2,RL,HOME,0.30590,-1.5,-0.67,AWAY,0,0.481775,1.184497,-3.67,3.67,away_fav,day,0,0,locked,games,
2250291,823882,2026-04-18,2026-04,MIL@MIA,1,p2,TOTAL,UNDER,0.44210,7.5,7.58,UNDER,1,0.195452,0.583576,0.58,0.58,away_fav,day,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,live,ML,HOME,0.46210,+119,,HOME,1,0.213536,0.620083,,,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,live,RL,AWAY,,+1.5,-0.40,HOME,0,,,1.60,1.60,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,live,TOTAL,UNDER,0.46600,7,7.00,UNDER,1,0.217156,0.627359,1.00,1.00,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p1,ML,HOME,0.40590,119,,HOME,1,0.164755,0.520708,,,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p1,RL,AWAY,0.57730,+1.5,-0.67,HOME,0,0.333275,0.861093,1.33,1.33,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p1,TOTAL,OVER,0.50160,7,7.61,UNDER,0,0.251603,0.696352,1.61,1.61,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p2,ML,HOME,0.40590,119,,HOME,1,0.164755,0.520708,,,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p2,RL,AWAY,0.57730,+1.5,-0.67,HOME,0,0.333275,0.861093,1.33,1.33,home_fav,night,0,0,locked,games,
2250292,824451,2026-04-18,2026-04,BAL@CLE,1,p2,TOTAL,OVER,0.50160,7,7.61,UNDER,0,0.251603,0.696352,1.61,1.61,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,live,ML,AWAY,0.51700,+124,,AWAY,1,0.233289,0.659712,,,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,live,RL,AWAY,,+1.5,0.21,AWAY,1,,,-1.79,1.79,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,live,TOTAL,OVER,0.59900,9,9.00,OVER,1,0.160801,0.512494,-3.00,3.00,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p1,ML,HOME,0.39480,124,,AWAY,0,0.366267,0.929376,,,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p1,RL,AWAY,0.54950,+1.5,-0.88,AWAY,1,0.202950,0.598747,-2.88,2.88,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p1,TOTAL,UNDER,0.45040,9,9.06,OVER,0,0.302060,0.797619,-2.94,2.94,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p2,ML,HOME,0.39480,124,,AWAY,0,0.366267,0.929376,,,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p2,RL,AWAY,0.54950,+1.5,-0.88,AWAY,1,0.202950,0.598747,-2.88,2.88,home_fav,night,0,0,locked,games,
2250293,824206,2026-04-18,2026-04,STL@HOU,1,p2,TOTAL,UNDER,0.45040,9,9.06,OVER,0,0.302060,0.797619,-2.94,2.94,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,live,ML,AWAY,0.51290,+119,,HOME,0,0.263066,0.719286,,,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,live,RL,AWAY,,+1.5,0.14,HOME,0,,,4.14,4.14,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,live,TOTAL,UNDER,0.43050,7,7.00,OVER,0,0.324330,0.842808,-3.00,3.00,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p1,ML,HOME,0.34410,119,,HOME,1,0.118405,0.421747,,,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p1,RL,AWAY,0.52030,+1.5,-1.29,HOME,0,0.270712,0.734594,2.71,2.71,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p1,TOTAL,UNDER,0.48530,7,7.44,OVER,0,0.264916,0.722988,-2.56,2.56,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p2,ML,HOME,0.34410,119,,HOME,1,0.118405,0.421747,,,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p2,RL,AWAY,0.52030,+1.5,-1.29,HOME,0,0.270712,0.734594,2.71,2.71,home_fav,night,0,0,locked,games,
2250294,823151,2026-04-18,2026-04,TEX@SEA,1,p2,TOTAL,UNDER,0.48530,7,7.44,OVER,0,0.264916,0.722988,-2.56,2.56,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,live,ML,HOME,0.49880,+109,,AWAY,0,0.251201,0.695550,,,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,live,RL,AWAY,,+1.5,-0.02,AWAY,1,,,-2.02,2.02,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,live,TOTAL,OVER,0.58560,7,7.00,UNDER,0,0.342927,0.880924,3.00,3.00,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p1,ML,HOME,0.45390,109,,AWAY,0,0.298225,0.789878,,,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p1,RL,AWAY,0.60730,+1.5,-0.19,AWAY,1,0.154213,0.498732,-2.19,2.19,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p1,TOTAL,OVER,0.60420,7,8.81,UNDER,0,0.365058,0.926846,4.81,4.81,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p2,ML,HOME,0.45390,109,,AWAY,0,0.298225,0.789878,,,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p2,RL,AWAY,0.60730,+1.5,-0.19,AWAY,1,0.154213,0.498732,-2.19,2.19,home_fav,night,0,0,locked,games,
2250295,823474,2026-04-18,2026-04,ATL@PHI,1,p2,TOTAL,OVER,0.60420,7,8.81,UNDER,0,0.365058,0.926846,4.81,4.81,home_fav,night,0,0,locked,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,live,ML,AWAY,0.63400,-293,,HOME,0,0.401956,1.005122,,,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,live,RL,AWAY,,-1.5,1.87,HOME,0,,,2.87,2.87,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,live,TOTAL,UNDER,0.45440,10.5,10.50,UNDER,1,0.206479,0.605869,3.50,3.50,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p1,ML,HOME,0.47410,-293,,HOME,1,0.224771,0.642644,,,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p1,RL,HOME,0.41350,-1.5,0.01,HOME,1,0.170982,0.533583,1.01,1.01,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p1,TOTAL,OVER,0.65300,10.5,13.65,UNDER,0,0.426409,1.058430,6.65,6.65,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p2,ML,HOME,0.47410,-293,,HOME,1,0.224771,0.642644,,,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p2,RL,HOME,0.41350,-1.5,0.01,HOME,1,0.170982,0.533583,1.01,1.01,away_fav,night,0,0,proxy,games,
2250296,824372,2026-04-18,2026-04,LAD@COL,1,p2,TOTAL,OVER,0.65300,10.5,13.65,UNDER,0,0.426409,1.058430,6.65,6.65,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,live,ML,AWAY,0.50840,-110,,AWAY,1,0.241671,0.676487,,,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,live,RL,HOME,,-1.5,0.12,AWAY,0,,,-2.88,2.88,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,live,TOTAL,UNDER,0.41590,9,9.00,UNDER,1,0.172973,0.537683,4.00,4.00,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p1,ML,HOME,0.43200,-110,,AWAY,0,0.322624,0.839330,,,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p1,RL,HOME,0.35560,-1.5,-0.47,AWAY,0,0.415251,1.033949,-3.47,3.47,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p1,TOTAL,OVER,0.53870,9,10.18,UNDER,0,0.290198,0.773707,5.18,5.18,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p2,ML,HOME,0.43200,-110,,AWAY,0,0.322624,0.839330,,,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p2,RL,HOME,0.35560,-1.5,-0.47,AWAY,0,0.415251,1.033949,-3.47,3.47,away_fav,night,0,0,proxy,games,
2250297,824049,2026-04-18,2026-04,SD@LAA,1,p2,TOTAL,OVER,0.53870,9,10.18,UNDER,0,0.290198,0.773707,5.18,5.18,away_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,live,ML,HOME,0.39660,+124,,HOME,1,0.157292,0.505175,,,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,live,RL,AWAY,,+1.5,-1.46,HOME,0,,,2.54,2.54,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,live,TOTAL,OVER,0.65820,9,9.00,UNDER,0,0.433227,1.073530,1.00,1.00,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p1,ML,HOME,0.40550,124,,HOME,1,0.164430,0.520035,,,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p1,RL,AWAY,0.54500,+1.5,-0.85,HOME,0,0.297025,0.787458,3.15,3.15,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p1,TOTAL,OVER,0.56560,9,10.56,UNDER,0,0.319903,0.833790,2.56,2.56,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p2,ML,HOME,0.40550,124,,HOME,1,0.164430,0.520035,,,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p2,RL,AWAY,0.54500,+1.5,-0.85,HOME,0,0.297025,0.787458,3.15,3.15,home_fav,night,0,0,proxy,games,
2252585,825098,2026-04-18,2026-04,TOR@ARI,1,p2,TOTAL,OVER,0.56560,9,10.56,UNDER,0,0.319903,0.833790,2.56,2.56,home_fav,night,0,0,proxy,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,live,ML,HOME,0.42680,+119,,AWAY,0,0.328558,0.851440,,,home_fav,day,0,1,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,live,RL,AWAY,,+1.5,-0.90,AWAY,1,,,-4.90,4.90,home_fav,day,0,1,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,live,TOTAL,OVER,0.63590,7,7.00,OVER,1,0.132569,0.452714,-1.00,1.00,home_fav,day,0,1,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p1,ML,HOME,0.46440,119,,AWAY,0,0.286867,0.767009,,,home_fav,day,0,0,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p1,RL,AWAY,0.61440,+1.5,-0.07,AWAY,1,0.148687,0.487109,-4.07,4.07,home_fav,day,0,0,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p1,TOTAL,OVER,0.62380,7,9.05,OVER,1,0.141526,0.471925,1.05,1.05,home_fav,day,0,0,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p2,ML,HOME,0.46440,119,,AWAY,0,0.286867,0.767009,,,home_fav,day,0,0,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p2,RL,AWAY,0.61440,+1.5,-0.07,AWAY,1,0.148687,0.487109,-4.07,4.07,home_fav,day,0,0,locked,games,
2250298,824777,2026-04-19,2026-04,DET@BOS,1,p2,TOTAL,OVER,0.62380,7,9.05,OVER,1,0.141526,0.471925,1.05,1.05,home_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,live,ML,AWAY,0.52660,-136,,HOME,0,0.277308,0.747815,,,away_fav,day,0,1,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,live,RL,HOME,,-1.5,0.32,HOME,1,,,3.32,3.32,away_fav,day,0,1,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,live,TOTAL,OVER,0.53760,8.5,8.50,UNDER,0,0.289014,0.771325,5.50,5.50,away_fav,day,0,1,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p1,ML,HOME,0.49460,-136,,HOME,1,0.244629,0.682405,,,away_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p1,RL,HOME,0.40670,-1.5,0.29,HOME,1,0.165405,0.522055,3.29,3.29,away_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p1,TOTAL,OVER,0.52840,8.5,9.48,UNDER,0,0.279207,0.751624,6.48,6.48,away_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p2,ML,HOME,0.49460,-136,,HOME,1,0.244629,0.682405,,,away_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p2,RL,HOME,0.40670,-1.5,0.29,HOME,1,0.165405,0.522055,3.29,3.29,away_fav,day,0,0,locked,games,
2250299,822750,2026-04-19,2026-04,SF@WSH,1,p2,TOTAL,OVER,0.52840,8.5,9.48,UNDER,0,0.279207,0.751624,6.48,6.48,away_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,live,ML,HOME,0.49290,+100,,HOME,1,0.242950,0.679047,,,home_fav,day,0,1,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,live,RL,HOME,,-1.5,-0.08,HOME,1,,,2.92,2.92,home_fav,day,0,1,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,live,TOTAL,UNDER,0.49170,8,8.00,OVER,0,0.258369,0.709887,-1.00,1.00,home_fav,day,0,1,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p1,ML,HOME,0.48750,100,,HOME,1,0.237656,0.668455,,,home_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p1,RL,HOME,0.38220,-1.5,0.19,HOME,1,0.146077,0.481590,3.19,3.19,home_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p1,TOTAL,UNDER,0.43140,8,7.87,OVER,0,0.323306,0.840720,-1.13,1.13,home_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p2,ML,HOME,0.48750,100,,HOME,1,0.237656,0.668455,,,home_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p2,RL,HOME,0.38220,-1.5,0.19,HOME,1,0.146077,0.481590,3.19,3.19,home_fav,day,0,0,locked,games,
2250300,823393,2026-04-19,2026-04,TB@PIT,1,p2,TOTAL,UNDER,0.43140,8,7.87,OVER,0,0.323306,0.840720,-1.13,1.13,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,live,ML,HOME,0.42110,+120,,HOME,1,0.177325,0.546626,,,home_fav,day,0,1,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,live,RL,AWAY,,+1.5,-1.02,HOME,0,,,5.98,5.98,home_fav,day,0,1,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,live,TOTAL,OVER,0.61830,8,8.00,UNDER,0,0.382295,0.963120,1.00,1.00,home_fav,day,0,1,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p1,ML,HOME,0.43380,120,,HOME,1,0.188182,0.568808,,,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p1,RL,AWAY,0.58530,+1.5,-0.43,HOME,0,0.342576,0.880200,6.57,6.57,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p1,TOTAL,OVER,0.54390,8,9.18,UNDER,0,0.295827,0.785043,2.18,2.18,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p2,ML,HOME,0.43380,120,,HOME,1,0.188182,0.568808,,,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p2,RL,AWAY,0.58530,+1.5,-0.43,HOME,0,0.342576,0.880200,6.57,6.57,home_fav,day,0,0,locked,games,
2250301,823556,2026-04-19,2026-04,KC@NYY,1,p2,TOTAL,OVER,0.54390,8,9.18,UNDER,0,0.295827,0.785043,2.18,2.18,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,live,ML,HOME,0.49770,+104,,HOME,1,0.247705,0.688558,,,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,live,RL,HOME,,-1.5,-0.01,HOME,1,,,3.99,3.99,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,live,TOTAL,OVER,0.50120,6.5,6.50,OVER,1,0.248801,0.690750,-5.50,5.50,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,p1,ML,HOME,0.43550,104,,HOME,1,0.189660,0.571815,,,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,p1,RL,HOME,0.33310,-1.5,-0.34,HOME,1,0.110956,0.405115,3.66,3.66,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,p1,TOTAL,OVER,0.54560,6.5,7.50,OVER,1,0.206479,0.605869,-4.50,4.50,home_fav,day,0,0,locked,games,
2250302,824452,2026-04-19,2026-04,BAL@CLE,1,p2,ML,HOME,0.43550,104,,HOME,1,0.189660,0.571815,,,home_fav,day,0,0,locked,games,
