gamePk,season,officialDate,gameDate,gameType,seriesDescription,doubleHeader,gameNumber,status,codedState,away,awayId,awayScore,home,homeId,homeScore,winner,loser,save,innings,venue,dayNight,seriesGameNumber,gamesInSeries,isTie,resumeDate,rescheduleDate
663417,2022,2022-04-08,2022-04-09T01:40:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,3,Arizona Diamondbacks,109,0,Sean Manaea,Oliver Pérez,Taylor Rogers,9,Chase Field,night,2,4,False,,
661917,2022,2022-04-09,2022-04-09T17:10:00Z,R,Regular Season,N,1,Final,F,Baltimore Orioles,110,3,Tampa Bay Rays,139,5,Josh Fleming,Jordan Lyles,Andrew Kittredge,9,Tropicana Field,day,2,3,False,,
662864,2022,2022-04-09,2022-04-09T17:10:00Z,R,Regular Season,N,1,Final,F,Chicago White Sox,145,5,Detroit Tigers,116,2,Dylan Cease,Casey Mize,Aaron Bummer,9,Comerica Park,day,2,3,False,,
661756,2022,2022-04-09,2022-04-09T18:10:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,4,Minnesota Twins,142,3,Andrés Muñoz,Tyler Duffey,Diego Castillo,9,Target Field,day,2,4,False,,
662020,2022,2022-04-09,2022-04-09T18:15:00Z,R,Regular Season,N,1,Final,F,Pittsburgh Pirates,134,2,St. Louis Cardinals,138,6,Kodi Whitley,Mitch Keller,,9,Busch Stadium,day,2,3,False,,
663205,2022,2022-04-09,2022-04-09T18:20:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,0,Chicago Cubs,112,9,Justin Steele,Brandon Woodruff,,9,Wrigley Field,day,2,3,False,,
661803,2022,2022-04-09,2022-04-09T19:07:00Z,R,Regular Season,N,1,Final,F,Texas Rangers,140,3,Toronto Blue Jays,141,4,Trevor Richards,Brett Martin,Jordan Romano,9,Rogers Centre,day,2,3,False,,
661130,2022,2022-04-09,2022-04-09T20:05:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,2,Philadelphia Phillies,143,4,Kyle Gibson,Cole Irvin,Corey Knebel,9,Citizens Bank Park,day,2,3,False,,
661332,2022,2022-04-09,2022-04-09T20:05:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,2,New York Yankees,147,4,Lucas Luetge,Nick Pivetta,Aroldis Chapman,9,Yankee Stadium,day,2,3,False,,
662123,2022,2022-04-09,2022-04-09T20:05:00Z,R,Regular Season,N,1,Final,F,Miami Marlins,146,2,San Francisco Giants,137,1,Steven Okert,Jake McGee,Anthony Bender,9,Oracle Park,day,2,3,False,,
662765,2022,2022-04-09,2022-04-09T20:10:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,0,Kansas City Royals,118,1,Collin Snider,Emmanuel Clase,,10,Kauffman Stadium,day,2,4,False,,
662588,2022,2022-04-09,2022-04-09T23:05:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,5,Washington Nationals,120,0,Chris Bassitt,Joan Adon,,9,Nationals Park,night,3,4,False,,
661575,2022,2022-04-09,2022-04-09T23:20:00Z,R,Regular Season,N,1,Final,F,Cincinnati Reds,113,1,Atlanta Braves,144,2,Kyle Wright,Vladimir Gutierrez,Will Smith,9,Truist Park,night,3,4,False,,
662931,2022,2022-04-09,2022-04-10T00:10:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,2,Colorado Rockies,115,3,Carlos Estévez,Blake Treinen,Daniel Bard,9,Coors Field,night,2,3,False,,
663404,2022,2022-04-09,2022-04-10T00:10:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,5,Arizona Diamondbacks,109,2,Steven Wilson,Ian Kennedy,Taylor Rogers,9,Chase Field,night,3,4,False,,
661040,2022,2022-04-09,2022-04-10T01:07:00Z,R,Regular Season,N,1,Final,F,Houston Astros,117,0,Los Angeles Angels,108,2,Noah Syndergaard,Justin Verlander,Raisel Iglesias,9,Angel Stadium,night,3,4,False,,
661129,2022,2022-04-10,2022-04-10T17:05:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,4,Philadelphia Phillies,143,1,Daulton Jefferies,Bailey Falter,,9,Citizens Bank Park,day,3,3,False,,
661916,2022,2022-04-10,2022-04-10T17:10:00Z,R,Regular Season,N,1,Final,F,Baltimore Orioles,110,0,Tampa Bay Rays,139,8,Jeffrey Springs,Tyler Wells,,9,Tropicana Field,day,3,3,False,,
662887,2022,2022-04-10,2022-04-10T17:10:00Z,R,Regular Season,N,1,Final,F,Chicago White Sox,145,10,Detroit Tigers,116,1,Kyle Crick,Tarik Skubal,,9,Comerica Park,day,3,3,False,,
661573,2022,2022-04-10,2022-04-10T17:35:00Z,R,Regular Season,N,1,Final,F,Cincinnati Reds,113,6,Atlanta Braves,144,3,Hunter Greene,Ian Anderson,Art Warren,9,Truist Park,day,4,4,False,,
662570,2022,2022-04-10,2022-04-10T17:35:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,2,Washington Nationals,120,4,Kyle Finnegan,Trevor Williams,Tanner Rainey,9,Nationals Park,day,4,4,False,,
661802,2022,2022-04-10,2022-04-10T17:37:00Z,R,Regular Season,N,1,Final,F,Texas Rangers,140,12,Toronto Blue Jays,141,6,Brock Burke,Julian Merryweather,,9,Rogers Centre,day,3,3,False,,
661738,2022,2022-04-10,2022-04-10T18:10:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,4,Minnesota Twins,142,10,Bailey Ober,Marco Gonzales,,9,Target Field,day,3,4,False,,
662755,2022,2022-04-10,2022-04-10T18:10:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,17,Kansas City Royals,118,3,Cal Quantrill,Kris Bubic,,9,Kauffman Stadium,day,3,4,False,,
662019,2022,2022-04-10,2022-04-10T18:15:00Z,R,Regular Season,N,1,Final,F,Pittsburgh Pirates,134,9,St. Louis Cardinals,138,4,Miguel Yajure,Steven Matz,,9,Busch Stadium,day,3,3,False,,
663204,2022,2022-04-10,2022-04-10T18:20:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,5,Chicago Cubs,112,4,Jake Cousins,Daniel Norris,Josh Hader,9,Wrigley Field,day,3,3,False,,
662934,2022,2022-04-10,2022-04-10T19:10:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,4,Colorado Rockies,115,9,Jhoulys Chacín,Julio Urías,Ty Blach,9,Coors Field,day,3,3,False,,
662122,2022,2022-04-10,2022-04-10T20:05:00Z,R,Regular Season,N,1,Final,F,Miami Marlins,146,2,San Francisco Giants,137,3,Jarlín García,Trevor Rogers,Dominic Leone,9,Oracle Park,day,3,3,False,,
661039,2022,2022-04-10,2022-04-10T20:07:00Z,R,Regular Season,N,1,Final,F,Houston Astros,117,4,Los Angeles Angels,108,1,José Urquidy,José Suarez,Ryan Pressly,9,Angel Stadium,day,4,4,False,,
663395,2022,2022-04-10,2022-04-10T20:10:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,10,Arizona Diamondbacks,109,5,Austin Adams,Caleb Smith,,9,Chase Field,day,4,4,False,,
661316,2022,2022-04-10,2022-04-10T23:08:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,4,New York Yankees,147,3,Kutter Crawford,Clarke Schmidt,Jake Diekman,9,Yankee Stadium,night,3,3,False,,
662754,2022,2022-04-11,2022-04-11T18:10:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,10,Kansas City Royals,118,7,Logan Allen,Jake Brentz,,9,Kauffman Stadium,day,4,4,False,,
663403,2022,2022-04-11,2022-04-11T19:05:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,0,Baltimore Orioles,110,2,Mike Baumann,Adrian Houser,Jorge López,9,Oriole Park at Camden Yards,day,1,3,False,,
662042,2022,2022-04-11,2022-04-11T20:05:00Z,R,Regular Season,N,1,Final,F,Colorado Rockies,115,6,Texas Rangers,140,4,Daniel Bard,Greg Holland,Ashton Goudeau,10,Globe Life Field,day,1,2,False,,
662863,2022,2022-04-11,2022-04-11T21:10:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,1,Detroit Tigers,116,3,Michael Fulmer,Austin Davis,Gregory Soto,9,Comerica Park,night,1,3,False,,
661915,2022,2022-04-11,2022-04-11T22:40:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,13,Tampa Bay Rays,139,2,Paul Blackburn,Luis Patiño,,9,Tropicana Field,night,1,4,False,,
661637,2022,2022-04-11,2022-04-11T22:45:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,4,Philadelphia Phillies,143,5,Seranthony Domínguez,Seth Lugo,Brad Hand,9,Citizens Bank Park,night,1,3,False,,
661315,2022,2022-04-11,2022-04-11T23:05:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,3,New York Yankees,147,0,Alek Manoah,Jameson Taillon,Jordan Romano,9,Yankee Stadium,night,1,4,False,,
661572,2022,2022-04-11,2022-04-11T23:20:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,11,Atlanta Braves,144,2,Josh Rogers,Huascar Ynoa,,9,Truist Park,night,1,3,False,,
661754,2022,2022-04-11,2022-04-11T23:40:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,0,Minnesota Twins,142,4,Dylan Bundy,Chris Flexen,,9,Target Field,night,4,4,False,,
661036,2022,2022-04-11,2022-04-12T01:38:00Z,R,Regular Season,N,1,Final,F,Miami Marlins,146,2,Los Angeles Angels,108,6,Michael Lorenzen,Elieser Hernández,,9,Angel Stadium,night,1,2,False,,
662116,2022,2022-04-11,2022-04-12T01:45:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,4,San Francisco Giants,137,2,Steven Wilson,Tyler Rogers,Taylor Rogers,9,Oracle Park,night,1,3,False,,
662862,2022,2022-04-12,2022-04-12T17:10:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,5,Detroit Tigers,116,3,Garrett Whitlock,Alex Lange,,9,Comerica Park,day,2,3,False,,
661538,2022,2022-04-12,2022-04-12T20:10:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,2,Chicago White Sox,145,3,Reynaldo López,Matt Brash,Liam Hendriks,9,Guaranteed Rate Field,day,1,3,False,,
663088,2022,2022-04-12,2022-04-12T20:10:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,10,Cincinnati Reds,113,5,Trevor Stephan,Hunter Strickland,,9,Great American Ball Park,day,1,2,False,,
662318,2022,2022-04-12,2022-04-12T20:12:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,2,Pittsburgh Pirates,134,1,Drew Smyly,Jose Quintana,David Robertson,9,PNC Park,day,1,2,False,,
661944,2022,2022-04-12,2022-04-12T22:40:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,8,Tampa Bay Rays,139,9,Ryan Thompson,Lou Trivino III,,10,Tropicana Field,night,2,4,False,,
661636,2022,2022-04-12,2022-04-12T22:45:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,2,Philadelphia Phillies,143,0,Tylor Megill,Zack Wheeler,Edwin Díaz,9,Citizens Bank Park,night,2,3,False,,
661314,2022,2022-04-12,2022-04-12T23:05:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,0,New York Yankees,147,4,Clay Holmes,Yusei Kikuchi,,9,Yankee Stadium,night,2,4,False,,
663295,2022,2022-04-12,2022-04-12T23:05:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,5,Baltimore Orioles,110,4,Hoby Milner,Félix Bautista,Josh Hader,9,Oriole Park at Camden Yards,night,2,3,False,,
661038,2022,2022-04-12,2022-04-12T23:07:00Z,R,Regular Season,N,1,Final,F,Miami Marlins,146,3,Los Angeles Angels,108,4,Raisel Iglesias,Anthony Bender,,9,Angel Stadium,day,2,2,False,,
661571,2022,2022-04-12,2022-04-12T23:20:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,4,Atlanta Braves,144,16,Bryce Elder,Patrick Corbin,Jackson Stephens,9,Truist Park,night,2,3,False,,
661753,2022,2022-04-12,2022-04-12T23:40:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,7,Minnesota Twins,142,2,Daniel Hudson,Emilio Pagán,,9,Target Field,night,1,2,False,,
662017,2022,2022-04-12,2022-04-12T23:45:00Z,R,Regular Season,N,1,Final,F,Kansas City Royals,118,5,St. Louis Cardinals,138,6,Jordan Hicks,Daniel Lynch IV,Giovanny Gallegos,9,Busch Stadium,night,1,1,False,,
661995,2022,2022-04-12,2022-04-13T00:05:00Z,R,Regular Season,N,1,Final,F,Colorado Rockies,115,4,Texas Rangers,140,1,Jhoulys Chacín,Martín Pérez,Daniel Bard,9,Globe Life Field,night,2,2,False,,
663411,2022,2022-04-12,2022-04-13T01:40:00Z,R,Regular Season,N,1,Final,F,Houston Astros,117,2,Arizona Diamondbacks,109,1,Héctor Neris,Mark Melancon,Ryan Pressly,9,Chase Field,night,1,2,False,,
662104,2022,2022-04-12,2022-04-13T01:45:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,2,San Francisco Giants,137,13,Alex Cobb,Yu Darvish,,9,Oracle Park,night,2,3,False,,
661570,2022,2022-04-13,2022-04-13T16:20:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,3,Atlanta Braves,144,1,Josiah Gray,Max Fried,Tanner Rainey,9,Truist Park,day,3,3,False,,
662317,2022,2022-04-13,2022-04-13T16:35:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,2,Pittsburgh Pirates,134,6,Dillon Peters,Kyle Hendricks,Wil Crowe,9,PNC Park,day,2,2,False,,
663117,2022,2022-04-13,2022-04-13T16:35:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,7,Cincinnati Reds,113,3,Eli Morgan,Nick Lodolo,,9,Great American Ball Park,day,2,2,False,,
661643,2022,2022-04-13,2022-04-13T17:05:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,9,Philadelphia Phillies,143,6,Max Scherzer,Aaron Nola,,9,Citizens Bank Park,day,3,3,False,,
661734,2022,2022-04-13,2022-04-13T17:10:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,7,Minnesota Twins,142,0,Clayton Kershaw,Chris Paddack,,9,Target Field,day,2,2,False,,
662885,2022,2022-04-13,2022-04-13T17:10:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,9,Detroit Tigers,116,7,Nathan Eovaldi,Eduardo Rodriguez,Hansel Robles,9,Comerica Park,day,3,3,False,,
663341,2022,2022-04-13,2022-04-13T19:40:00Z,R,Regular Season,N,1,Final,F,Houston Astros,117,2,Arizona Diamondbacks,109,3,Oliver Pérez,Ryan Pressly,,10,Chase Field,day,2,2,False,,
662115,2022,2022-04-13,2022-04-13T19:45:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,1,San Francisco Giants,137,2,Logan Webb,Sean Manaea,Camilo Doval,9,Oracle Park,day,3,3,False,,
661943,2022,2022-04-13,2022-04-13T22:40:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,4,Tampa Bay Rays,139,2,Frankie Montas,Shane McClanahan,Lou Trivino III,9,Tropicana Field,night,3,4,False,,
661313,2022,2022-04-13,2022-04-13T23:05:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,6,New York Yankees,147,4,Adam Cimber,Chad Green,Jordan Romano,9,Yankee Stadium,night,3,4,False,,
663433,2022,2022-04-13,2022-04-13T23:05:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,4,Baltimore Orioles,110,2,Brad Boxberger,Jorge López,Josh Hader,9,Oriole Park at Camden Yards,night,3,3,False,,
661530,2022,2022-04-13,2022-04-13T23:10:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,4,Chicago White Sox,145,6,Dallas Keuchel,Robbie Ray,Liam Hendriks,9,Guaranteed Rate Field,night,2,3,False,,
661942,2022,2022-04-14,2022-04-14T17:10:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,6,Tampa Bay Rays,139,3,Cole Irvin,Josh Fleming,Dany Jiménez,9,Tropicana Field,day,4,4,False,,
661529,2022,2022-04-14,2022-04-14T18:10:00Z,R,Regular Season,N,1,Final,F,Seattle Mariners,136,5,Chicago White Sox,145,1,Logan Gilbert,Jimmy Lambert,,9,Guaranteed Rate Field,day,3,3,False,,
661292,2022,2022-04-14,2022-04-14T21:14:00Z,R,Regular Season,N,1,Final,F,St. Louis Cardinals,138,1,Milwaukee Brewers,158,5,Brandon Woodruff,Adam Wainwright,,9,American Family Field,day,1,4,False,,
662307,2022,2022-04-14,2022-04-14T22:35:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,4,Pittsburgh Pirates,134,9,Roansy Contreras,Joan Adon,,9,PNC Park,night,1,4,False,,
661418,2022,2022-04-14,2022-04-14T22:40:00Z,R,Regular Season,N,1,Final,F,Philadelphia Phillies,143,3,Miami Marlins,146,4,Sandy Alcantara,Kyle Gibson,Anthony Bender,9,loanDepot park,night,1,4,False,,
661312,2022,2022-04-14,2022-04-14T23:05:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,0,New York Yankees,147,3,Luis Severino,Kevin Gausman,Michael King,9,Yankee Stadium,night,4,4,False,,
661993,2022,2022-04-14,2022-04-15T00:05:00Z,R,Regular Season,N,1,Final,F,Los Angeles Angels,108,5,Texas Rangers,140,10,John King,Shohei Ohtani,,9,Globe Life Field,night,1,4,False,,
662237,2022,2022-04-14,2022-04-15T00:10:00Z,R,Regular Season,N,1,Final,F,Atlanta Braves,144,1,San Diego Padres,135,12,Joe Musgrove,Charlie Morton,,9,Petco Park,night,1,4,False,,
662702,2022,2022-04-14,2022-04-15T00:10:00Z,R,Regular Season,N,1,Final,F,Detroit Tigers,116,4,Kansas City Royals,118,2,Joe Jiménez,Jake Brentz,Gregory Soto,9,Kauffman Stadium,night,1,3,False,,
662950,2022,2022-04-14,2022-04-15T00:40:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,5,Colorado Rockies,115,2,Keegan Thompson,Kyle Freeland,Mychal Givens,9,Coors Field,night,1,4,False,,
662627,2022,2022-04-14,2022-04-15T02:10:00Z,R,Regular Season,N,1,Final,F,Cincinnati Reds,113,3,Los Angeles Dodgers,119,9,Blake Treinen,Justin Wilson,,9,Dodger Stadium,night,1,4,False,,
662485,2022,2022-04-15,2022-04-15T17:10:00Z,R,Regular Season,N,1,Final,F,Arizona Diamondbacks,109,3,New York Mets,121,10,Chris Bassitt,Zach Davies,,9,Citi Field,day,1,3,False,,
663265,2022,2022-04-15,2022-04-15T18:10:00Z,R,Regular Season,N,1,Final,F,Minnesota Twins,142,8,Boston Red Sox,111,4,Joe Ryan,Nick Pivetta,,9,Fenway Park,day,1,4,False,,
662291,2022,2022-04-15,2022-04-15T22:35:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,7,Pittsburgh Pirates,134,2,Erick Fedde,Mitch Keller,,9,PNC Park,night,2,4,False,,
661417,2022,2022-04-15,2022-04-15T22:40:00Z,R,Regular Season,N,1,Final,F,Philadelphia Phillies,143,1,Miami Marlins,146,7,Pablo López,Zach Eflin,,9,loanDepot park,night,2,4,False,,
663357,2022,2022-04-15,2022-04-15T23:05:00Z,R,Regular Season,N,1,Final,F,New York Yankees,147,1,Baltimore Orioles,110,2,Joey Krehbiel,Clarke Schmidt,,11,Oriole Park at Camden Yards,night,1,3,False,,
661792,2022,2022-04-15,2022-04-15T23:07:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,1,Toronto Blue Jays,141,4,Adam Cimber,Daulton Jefferies,Jordan Romano,9,Rogers Centre,night,1,3,False,,
661528,2022,2022-04-15,2022-04-15T23:10:00Z,R,Regular Season,N,1,Final,F,Tampa Bay Rays,139,2,Chicago White Sox,145,3,Dylan Cease,Drew Rasmussen,Liam Hendriks,9,Guaranteed Rate Field,night,1,3,False,,
663136,2022,2022-04-15,2022-04-15T23:10:00Z,R,Regular Season,N,1,Final,F,San Francisco Giants,137,4,Cleveland Guardians,114,1,Carlos Rodón,Zach Plesac,Camilo Doval,9,Progressive Field,night,1,3,False,,
662014,2022,2022-04-15,2022-04-16T00:05:00Z,R,Regular Season,N,1,Final,F,Los Angeles Angels,108,9,Texas Rangers,140,6,Austin Warren,Kolby Allard,Raisel Iglesias,9,Globe Life Field,night,2,4,False,,
661267,2022,2022-04-15,2022-04-16T00:10:00Z,R,Regular Season,N,1,Final,F,St. Louis Cardinals,138,10,Milwaukee Brewers,158,1,Miles Mikolas,Freddy Peralta,,9,American Family Field,night,2,4,False,,
662701,2022,2022-04-15,2022-04-16T00:10:00Z,R,Regular Season,N,1,Final,F,Detroit Tigers,116,2,Kansas City Royals,118,1,Jacob Barnes,Brad Keller,Michael Fulmer,9,Kauffman Stadium,night,2,3,False,,
662960,2022,2022-04-15,2022-04-16T00:40:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,5,Colorado Rockies,115,6,Ty Blach,Marcus Stroman,Daniel Bard,9,Coors Field,night,2,4,False,,
662236,2022,2022-04-15,2022-04-16T01:40:00Z,R,Regular Season,N,1,Final,F,Atlanta Braves,144,5,San Diego Padres,135,2,Darren O'Day,Pierce Johnson,Kenley Jansen,9,Petco Park,night,2,4,False,,
662192,2022,2022-04-15,2022-04-16T01:42:00Z,R,Regular Season,N,1,Final,F,Houston Astros,117,1,Seattle Mariners,136,11,Marco Gonzales,Jake Odorizzi,,9,T-Mobile Park,night,1,3,False,,
662620,2022,2022-04-15,2022-04-16T02:10:00Z,R,Regular Season,N,1,Final,F,Cincinnati Reds,113,1,Los Angeles Dodgers,119,3,Tyler Anderson,Vladimir Gutierrez,Craig Kimbrel,9,Dodger Stadium,night,2,4,False,,
662626,2022,2022-04-16,2022-04-16T17:10:00Z,R,Regular Season,N,1,Final,F,Arizona Diamondbacks,109,3,New York Mets,121,2,Sean Poppen,Joely Rodríguez,Mark Melancon,9,Citi Field,day,2,3,False,,
661527,2022,2022-04-16,2022-04-16T18:10:00Z,R,Regular Season,N,1,Final,F,Tampa Bay Rays,139,2,Chicago White Sox,145,3,Reynaldo López,Ryan Thompson,Liam Hendriks,9,Guaranteed Rate Field,day,2,3,False,,
661759,2022,2022-04-16,2022-04-16T19:07:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,7,Toronto Blue Jays,141,5,Dany Jiménez,Julian Merryweather,Lou Trivino III,9,Rogers Centre,day,2,3,False,,
662235,2022,2022-04-16,2022-04-16T20:05:00Z,R,Regular Season,N,1,Final,F,Atlanta Braves,144,5,San Diego Padres,135,2,Ian Anderson,Nick Martinez,Kenley Jansen,9,Petco Park,day,3,4,False,,
662798,2022,2022-04-16,2022-04-16T20:10:00Z,R,Regular Season,N,1,Final,F,Detroit Tigers,116,1,Kansas City Royals,118,3,Collin Snider,Will Vest,Josh Staumont,9,Kauffman Stadium,day,3,3,False,,
663238,2022,2022-04-16,2022-04-16T20:10:00Z,R,Regular Season,N,1,Final,F,Minnesota Twins,142,0,Boston Red Sox,111,4,Tanner Houck,Sonny Gray,,9,Fenway Park,day,2,4,False,,
661416,2022,2022-04-16,2022-04-16T22:10:00Z,R,Regular Season,N,1,Final,F,Philadelphia Phillies,143,10,Miami Marlins,146,3,Ranger Suarez,Trevor Rogers,,9,loanDepot park,night,3,4,False,,
663076,2022,2022-04-16,2022-04-16T22:10:00Z,R,Regular Season,N,1,Final,F,San Francisco Giants,137,4,Cleveland Guardians,114,2,Dominic Leone,Nick Sandlin,Jake McGee,9,Progressive Field,night,2,3,False,,
