gamePk,season,officialDate,gameDate,gameType,seriesDescription,doubleHeader,gameNumber,status,codedState,away,awayId,awayScore,home,homeId,homeScore,winner,loser,save,innings,venue,dayNight,seriesGameNumber,gamesInSeries,isTie,resumeDate,rescheduleDate
745444,2024,2024-03-20,2024-03-20T10:05:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,5,San Diego Padres,135,2,Daniel Hudson,Jhony Brito,Evan Phillips,9,Gocheok Sky Dome,night,1,2,False,,
746175,2024,2024-03-21,2024-03-21T10:05:00Z,R,Regular Season,N,1,Final,F,San Diego Padres,135,15,Los Angeles Dodgers,119,11,Michael King,Yoshinobu Yamamoto,Robert Suarez,9,Gocheok Sky Dome,night,2,2,False,,
747060,2024,2024-03-28,2024-03-28T19:05:00Z,R,Regular Season,N,1,Final,F,Los Angeles Angels,108,3,Baltimore Orioles,110,11,Corbin Burnes,Patrick Sandoval,,9,Oriole Park at Camden Yards,day,1,3,False,,
745116,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,8,Tampa Bay Rays,139,2,José Berríos,Zach Eflin,,9,Tropicana Field,day,1,4,False,,
745445,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,San Francisco Giants,137,4,San Diego Padres,135,6,Yuki Matsui,Luke Jackson,Robert Suarez,9,Petco Park,day,1,4,False,,
746089,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,Pittsburgh Pirates,134,6,Miami Marlins,146,5,Luis Ortiz,Declan Cronin,Jose E. Hernandez,12,loanDepot park,day,1,4,False,,
746165,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,St. Louis Cardinals,138,1,Los Angeles Dodgers,119,7,Tyler Glasnow,Miles Mikolas,Ryan Yarbrough,9,Dodger Stadium,day,1,4,False,,
746335,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,Minnesota Twins,142,4,Kansas City Royals,118,1,Pablo López,Cole Ragans,Griffin Jax,9,Kauffman Stadium,day,1,3,False,,
746418,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,New York Yankees,147,5,Houston Astros,117,4,Jonathan Loáisiga,Ryan Pressly,Clay Holmes,9,Minute Maid Park,day,1,4,False,,
746737,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,Washington Nationals,120,2,Cincinnati Reds,113,8,Frankie Montas,Josiah Gray,,9,Great American Ball Park,day,1,3,False,,
746821,2024,2024-03-28,2024-03-28T20:10:00Z,R,Regular Season,N,1,Final,F,Detroit Tigers,116,1,Chicago White Sox,145,0,Tarik Skubal,Garrett Crochet,Jason Foley,9,Guaranteed Rate Field,day,1,3,False,,
745039,2024,2024-03-28,2024-03-28T23:35:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,3,Texas Rangers,140,4,David Robertson,Drew Smyly,,10,Globe Life Field,night,1,3,False,,
745687,2024,2024-03-28,2024-03-29T02:07:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,8,Oakland Athletics,133,0,Shane Bieber,Alex Wood,,9,Oakland Coliseum,night,1,4,False,,
745283,2024,2024-03-28,2024-03-29T02:10:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,6,Seattle Mariners,136,4,Brayan Bello,Luis Castillo,Kenley Jansen,9,T-Mobile Park,night,1,4,False,,
747224,2024,2024-03-28,2024-03-29T02:10:00Z,R,Regular Season,N,1,Final,F,Colorado Rockies,115,1,Arizona Diamondbacks,109,16,Zac Gallen,Kyle Freeland,,9,Chase Field,night,1,4,False,,
745848,2024,2024-03-29,2024-03-29T17:40:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,3,New York Mets,121,1,Freddy Peralta,Jose Quintana,Abner Uribe,9,Citi Field,day,1,3,False,,
745604,2024,2024-03-29,2024-03-29T19:05:00Z,R,Regular Season,N,1,Final,F,Atlanta Braves,144,9,Philadelphia Phillies,143,3,Pierce Johnson,José Alvarado,,9,Citizens Bank Park,day,1,3,False,,
745117,2024,2024-03-29,2024-03-29T22:50:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,2,Tampa Bay Rays,139,8,Aaron Civale,Chris Bassitt,,9,Tropicana Field,night,2,4,False,,
746091,2024,2024-03-29,2024-03-29T23:10:00Z,R,Regular Season,N,1,Final,F,Pittsburgh Pirates,134,7,Miami Marlins,146,2,Ryder Ryan,A.J. Puk,Josh Fleming,9,loanDepot park,night,2,4,False,,
746412,2024,2024-03-29,2024-03-30T00:10:00Z,R,Regular Season,N,1,Final,F,New York Yankees,147,7,Houston Astros,117,1,Luke Weaver,Tayler Scott,,9,Minute Maid Park,night,2,4,False,,
745276,2024,2024-03-29,2024-03-30T01:40:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,0,Seattle Mariners,136,1,George Kirby,Nick Pivetta,Andrés Muñoz,9,T-Mobile Park,night,2,4,False,,
745435,2024,2024-03-29,2024-03-30T01:40:00Z,R,Regular Season,N,1,Final,F,San Francisco Giants,137,8,San Diego Padres,135,3,Kyle Harrison,Joe Musgrove,,9,Petco Park,night,2,4,False,,
745682,2024,2024-03-29,2024-03-30T01:40:00Z,R,Regular Season,N,1,Final,F,Cleveland Guardians,114,6,Oakland Athletics,133,4,Logan Allen,Ross Stripling,Emmanuel Clase,9,Oakland Coliseum,night,2,4,False,,
747223,2024,2024-03-29,2024-03-30T01:40:00Z,R,Regular Season,N,1,Final,F,Colorado Rockies,115,3,Arizona Diamondbacks,109,7,Merrill Kelly,Cal Quantrill,,9,Chase Field,night,2,4,False,,
746167,2024,2024-03-29,2024-03-30T02:10:00Z,R,Regular Season,N,1,Final,F,St. Louis Cardinals,138,3,Los Angeles Dodgers,119,6,Bobby Miller,Zack Thompson,Evan Phillips,9,Dodger Stadium,night,2,4,False,,
745850,2024,2024-03-30,2024-03-30T17:40:00Z,R,Regular Season,N,1,Final,F,Milwaukee Brewers,158,7,New York Mets,121,6,Elvis Peguero,Luis Severino,Abner Uribe,9,Citi Field,day,2,3,False,,
746818,2024,2024-03-30,2024-03-30T18:10:00Z,R,Regular Season,N,1,Final,F,Detroit Tigers,116,7,Chicago White Sox,145,6,Shelby Miller,Deivi García,,10,Guaranteed Rate Field,day,2,3,False,,
