gamePk,season,officialDate,gameDate,gameType,seriesDescription,doubleHeader,gameNumber,status,codedState,away,awayId,awayScore,home,homeId,homeScore,winner,loser,save,innings,venue,dayNight,seriesGameNumber,gamesInSeries,isTie,resumeDate,rescheduleDate
68126,2007,2007-04-01,2007-04-02T00:05:00Z,R,Regular Season,N,1,Final,F,New York Mets,121,6,St. Louis Cardinals,138,1,Tom Glavine,Chris Carpenter,,9,Busch Stadium,night,1,3,False,,
68128,2007,2007-04-02,2007-04-02T17:05:00Z,R,Regular Season,N,1,Final,F,Atlanta Braves,144,5,Philadelphia Phillies,143,3,Bob Wickman,Ryan Madson,Chad Paronto,10,Citizens Bank Park,day,1,3,False,,
68133,2007,2007-04-02,2007-04-02T17:05:00Z,R,Regular Season,N,1,Final,F,Florida Marlins,146,9,Washington Nationals,120,2,Dontrelle Willis,John Patterson,,9,Robert F. Kennedy Memorial Stadium,day,1,3,False,,
68137,2007,2007-04-02,2007-04-02T17:05:00Z,R,Regular Season,N,1,Final,F,Tampa Bay Devil Rays,139,5,New York Yankees,147,9,Luis Vizcaino,Brian Stokes,,9,Yankee Stadium I,day,1,2,False,,
68139,2007,2007-04-02,2007-04-02T17:05:00Z,R,Regular Season,N,1,Final,F,Toronto Blue Jays,141,5,Detroit Tigers,116,3,Jason Frasor,Fernando Rodney,B.J. Ryan,10,Comerica Park,day,1,2,False,,
68132,2007,2007-04-02,2007-04-02T18:05:00Z,R,Regular Season,N,1,Final,F,Cleveland Indians,114,12,Chicago White Sox,145,5,CC Sabathia,Jose Contreras,,9,U.S. Cellular Field,day,1,3,False,,
68134,2007,2007-04-02,2007-04-02T18:05:00Z,R,Regular Season,N,1,Final,F,Los Angeles Dodgers,119,1,Milwaukee Brewers,158,7,Ben Sheets,Derek Lowe,,9,Miller Park,day,1,3,False,,
68131,2007,2007-04-02,2007-04-02T18:10:00Z,R,Regular Season,N,1,Final,F,Chicago Cubs,112,1,Cincinnati Reds,113,5,Aaron Harang,Carlos Zambrano,,9,Great American Ball Park,day,1,3,False,,
68127,2007,2007-04-02,2007-04-02T20:05:00Z,R,Regular Season,N,1,Final,F,Arizona Diamondbacks,109,8,Colorado Rockies,115,6,Juan Cruz,LaTroy Hawkins,Jose Valverde,9,Coors Field,day,1,3,False,,
68130,2007,2007-04-02,2007-04-02T20:10:00Z,R,Regular Season,N,1,Final,F,Boston Red Sox,111,1,Kansas City Royals,118,7,Gil Meche,Curt Schilling,,9,Kauffman Stadium,day,1,3,False,,
68135,2007,2007-04-02,2007-04-02T22:35:00Z,R,Regular Season,N,1,Final,F,Oakland Athletics,133,0,Seattle Mariners,136,4,Félix Hernández,Dan Haren,,9,Safeco Field,day,1,3,False,,
68129,2007,2007-04-02,2007-04-02T23:05:00Z,R,Regular Season,N,1,Final,F,Baltimore Orioles,110,4,Minnesota Twins,142,7,Johan Santana,Erik Bedard,Joe Nathan,9,Hubert H. Humphrey Metrodome,night,1,3,False,,
