state,market,fold,n,logloss,logloss_raw,brier,auc,ece,cal_slope,cal_intercept,sharpness,head,mc_se_mean,crps,mae,bias,calib_shift,bias_post_shift,cov50,cov90,tail_pred,tail_obs,var_pred,var_obs
C,fg_rl,2023,2427,0.6330453498743632,0.6342265441485487,0.2210390874939174,0.6160794041001336,0.005400837102409479,1.0918500191851868,0.052798272921939074,0.08676746366554602,platt_calib,0.0007686851460714755,,,,,,,,,,,
C,fg_rl,2024,2425,0.6366681810338342,0.638051408470004,0.2226824770631418,0.5946228176765962,0.0110310942157779,0.8750694707340197,-0.09300689132006656,0.08730888224151458,platt_calib,0.0007723241137338333,,,,,,,,,,,
C,fg_rl,2025,2425,0.643020828685979,0.6465192821113082,0.22555763271993662,0.57234845116348,0.010022101388143929,0.8582295127435553,-0.05343695400584736,0.07282164639001484,platt_calib,0.0007741700501816492,,,,,,,,,,,
C,fg_rl,2026,1595,0.6458195798459764,0.6512347909093408,0.22712167141363881,0.561755685563331,0.022446790204159996,0.910666557750348,-0.031083826633630934,0.06277964327037522,platt_calib,0.0007751640037193269,,,,,,,,,,,
C,fg_total,2021,2304,,,,,,,,,,,2.4572614494115634,3.541568115885416,0.43581687109375,-0.5280876114649681,-0.09227074037121856,0.5724826388888888,0.93359375,0.37862400390625,0.3506944444444444,21.421551563829592,20.344480726453995
C,fg_total,2022,2421,,,,,,,,,,,2.4097605873706933,3.506597143329203,0.7169086270136307,-0.3496982873263889,0.3672103396872422,0.5609252375051632,0.9281288723667905,0.3529363085501859,0.29120198265179675,20.374373278896588,19.31843717055825
C,fg_total,2023,2427,,,,,,,,,,,2.526631190012967,3.6289394763081995,0.09672888710341991,-0.660122848409748,-0.5633939613063276,0.5595385249278945,0.9163576431808818,0.3569523271528636,0.35640708693860734,20.539516746291458,20.980993082050254
C,fg_total,2024,2425,,,,,,,,,,,2.374502748696299,3.4242396032989695,0.40296567010309287,-0.015944922950144273,0.38702074715294893,0.5736082474226805,0.9348453608247422,0.3449294581443299,0.3150515463917526,20.122168633556733,18.587300499521735
C,fg_total,2025,2425,,,,,,,,,,,2.5083831481761987,3.6364527670103093,0.4147995298969072,-0.4947596606185568,-0.07996013072164997,0.5538144329896907,0.92,0.355276821443299,0.32783505154639175,20.564857764846803,21.122905133382933
C,fg_total,2026,1595,,,,,,,,,,,2.4952342888794816,3.6046548658307205,0.2445969109717869,-0.377813212371134,-0.13321630139934684,0.5561128526645768,0.9266457680250784,0.3515802332288401,0.3341692789968652,20.37130971355529,20.731063570523087
C,f5_ml,2021,2070,0.6717241093371407,0.673607439127474,0.23948850818612896,0.6177410934744269,0.03116445074760315,1.4919003558916586,-0.17692147164770045,0.06750728955469722,platt_calib,0.0007644504128967535,,,,,,,,,,,
C,f5_ml,2022,1994,0.6680931409046639,0.6701620096105082,0.23752598974445804,0.6281231906536937,0.022881060003467926,1.1237349427881345,-0.027130956605643908,0.09519617311995075,platt_calib,0.0007670309036465907,,,,,,,,,,,
C,f5_ml,2023,2062,0.6773115074628323,0.6828756151627247,0.24220257312277296,0.5971689881089954,0.013017750786895346,0.8313483515269117,0.0003862387837352205,0.1020272688263457,platt_calib,0.000768429845907321,,,,,,,,,,,
C,f5_ml,2024,2086,0.6779642384687953,0.6828752129788107,0.24247898578623406,0.59967129644549,0.010480853985529953,1.043392148564747,-0.028691581289690175,0.08088783862472931,platt_calib,0.0007720461236089171,,,,,,,,,,,
C,f5_ml,2025,2039,0.6776793758037281,0.6787180454252152,0.24240152545466598,0.591631409287801,0.027933847611498714,1.0281694102098378,0.12147064314057673,0.08095754408746075,platt_calib,0.0007738137891229528,,,,,,,,,,,
C,f5_ml,2026,1345,0.6869412347131445,0.6932294188747595,0.246904114086151,0.5565209475002443,0.027075274713343395,0.6479692452754625,0.024389208645141568,0.08187932768277156,platt_calib,0.000774837593189266,,,,,,,,,,,
