game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2251270,2026-07-05,TOR@SEA,1,NRFI,NRFI,,0.5700,NRFI,,,NRFI,1,,,0.184900,0.562119,home_fav,night,1,,
2251271,2026-07-05,SD@LAD,1,NRFI,NRFI,,0.4700,YRFI,,,NRFI,0,,,0.280900,0.755023,home_fav,night,1,,
2251272,2026-07-05,BOS@LAA,1,NRFI,NRFI,,0.4600,YRFI,,,YRFI,1,,,0.211600,0.616186,away_fav,night,1,,
2253626,2026-07-05,MIL@ARI,1,NRFI,NRFI,,0.5000,YRFI,,,YRFI,1,,,0.250000,0.693147,away_fav,day,1,,
2251273,2026-07-06,PHI@KC,1,NRFI,NRFI,,0.4600,YRFI,,,YRFI,1,,,0.211600,0.616186,away_fav,day,1,,
2251274,2026-07-06,NYY@TB,1,NRFI,NRFI,,0.4400,YRFI,,,NRFI,0,,,0.313600,0.820981,away_fav,night,1,,
2251275,2026-07-06,HOU@WSH,1,NRFI,NRFI,,0.4200,YRFI,,,YRFI,1,,,0.176400,0.544727,away_fav,night,1,,
2251276,2026-07-06,NYM@ATL,1,NRFI,NRFI,,0.5000,YRFI,,,NRFI,0,,,0.250000,0.693147,home_fav,night,1,,
2251277,2026-07-06,MIL@STL,1,NRFI,NRFI,,0.4700,YRFI,,,NRFI,0,,,0.280900,0.755023,away_fav,night,1,,
2251278,2026-07-06,TOR@SF,1,NRFI,NRFI,,0.4600,YRFI,,,YRFI,1,,,0.211600,0.616186,away_fav,night,1,,
2251279,2026-07-06,COL@LAD,1,NRFI,NRFI,,0.4200,YRFI,,,NRFI,0,,,0.336400,0.867501,home_fav,night,1,,
2253636,2026-07-06,ARI@SD,1,NRFI,NRFI,,0.4200,YRFI,,,YRFI,1,,,0.176400,0.544727,home_fav,night,1,,
