game_id,date,teams,prop_id,market,sub_market,player,hand,projected_value,projected_probability,pick,line_at_projection,closing_line,actual_outcome,actual_ks,correct,signed_error,abs_error,brier,logloss,completed,notes,stored_result,stored_correct,stored_error,verdict
2250753,2026-05-25,STL@MIL,1020067,K_PROP,home,Kyle Harrison,,4.74,0.2516,UNDER,6.5,,OVER,12,0,-7.26,7.26,0.560103,1.379915,1,,OVER,0,4.950,UNDER
2250752,2026-05-25,MIN@CWS,1020068,K_PROP,away,Joe Ryan,,5.06,0.4605,UNDER,5.5,,OVER,6,0,-0.94,0.94,0.291060,0.775442,1,,OVER,0,2.720,UNDER
2250753,2026-05-25,STL@MIL,1020069,K_PROP,away,Michael McGreevy,,2.65,0.3175,UNDER,3.5,,OVER,10,0,-7.35,7.35,0.465806,1.147277,1,,OVER,0,7.210,OVER
2250754,2026-05-25,NYY@KC,1020070,K_PROP,home,Bailey Falter,,2.43,0.7348,OVER,1.5,,OVER,5,1,-2.57,2.57,0.070331,0.308157,1,,OVER,0,1.760,OVER
2250754,2026-05-25,NYY@KC,1020071,K_PROP,away,Cam Schlittler,,5.68,0.5707,OVER,5.5,,UNDER,3,0,2.68,2.68,0.325698,0.845599,1,,UNDER,1,-2.090,PASS
2250755,2026-05-25,CIN@NYM,1020072,K_PROP,away,Chase Burns,,3.62,0.0998,UNDER,6.5,,OVER,7,0,-3.38,3.38,0.810360,2.304587,1,,OVER,0,4.530,UNDER
2250755,2026-05-25,CIN@NYM,1020073,K_PROP,home,Nolan McLean,,6.93,0.4669,UNDER,7.5,,UNDER,6,1,0.93,0.93,0.217996,0.629046,1,,UNDER,1,-0.930,PASS
2253076,2026-05-25,ARI@SF,1020074,K_PROP,away,Eduardo Rodriguez,,2.13,0.0823,UNDER,4.5,,UNDER,4,1,-1.87,1.87,0.006773,0.085885,1,,UNDER,1,2.310,UNDER
2253076,2026-05-25,ARI@SF,1020075,K_PROP,home,Tyler Mahle,,3.44,0.3116,UNDER,4.5,,OVER,7,0,-3.56,3.56,0.473895,1.166035,1,,OVER,0,2.300,UNDER
2250756,2026-05-25,WSH@CLE,1020076,K_PROP,home,Joey Cantillo,,2.75,0.0789,UNDER,5.5,,UNDER,3,1,-0.25,0.25,0.006225,0.082187,1,,UNDER,1,0.270,UNDER
2250756,2026-05-25,WSH@CLE,1020077,K_PROP,away,Cade Cavalli,,3.32,0.2866,UNDER,4.5,,UNDER,0,1,3.32,3.32,0.082140,0.337713,1,,UNDER,1,-1.560,UNDER
2250758,2026-05-25,PHI@SD,1020078,K_PROP,away,Aaron Nola,,7.07,0.6344,OVER,4.5,,OVER,6,1,1.07,1.07,0.133663,0.455076,1,,UNDER,0,-1.030,PASS
2250758,2026-05-25,PHI@SD,1020079,K_PROP,home,Randy Vasquez,,2.79,0.3510,UNDER,3.5,,OVER,5,0,-2.21,2.21,0.421201,1.046969,1,,OVER,0,2.220,UNDER
2250759,2026-05-25,HOU@TEX,1020080,K_PROP,home,Jack Leiter,,2.16,0.0867,UNDER,5.5,,UNDER,5,1,-2.84,2.84,0.007517,0.090691,1,,OVER,0,2.840,UNDER
2250760,2026-05-25,MIA@TOR,1020081,K_PROP,away,Sandy Alcantara,,2.43,0.2667,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250760,2026-05-25,MIA@TOR,1020082,K_PROP,home,Trey Yesavage,,3.28,0.1454,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250761,2026-05-25,COL@LAD,1020083,K_PROP,away,Kyle Freeland,,2.93,0.3853,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250761,2026-05-25,COL@LAD,1020084,K_PROP,home,Eric Lauer,,1.89,0.0558,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250762,2026-05-25,SEA@ATH,1020085,K_PROP,home,Luis Severino,,2.35,0.2486,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250762,2026-05-25,SEA@ATH,1020086,K_PROP,away,Emerson Hancock,,3.46,0.3150,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250757,2026-05-25,CHC@PIT,1050001,K_PROP,away,Jordan Wicks,,3.53,0.5256,UNDER,3.5,,OVER,7,0,-3.47,3.47,0.225055,0.643215,1,,OVER,0,2.510,PASS
2250752,2026-05-25,MIN@CWS,1050002,K_PROP,home,Sean Burke,,2.94,0.2115,UNDER,4.5,,OVER,5,0,-2.06,2.06,0.621732,1.553530,1,,OVER,0,2.390,UNDER
2250759,2026-05-25,HOU@TEX,1050003,K_PROP,away,Jason Alexander,,2.8,0.1852,UNDER,3.5,,UNDER,2,1,0.80,0.80,0.034299,0.204813,1,,UNDER,1,-0.800,UNDER
2250763,2026-05-26,WSH@CLE,1080001,K_PROP,home,Gavin Williams,,5.26,0.3372,UNDER,6.5,,UNDER,1,1,4.26,4.26,0.113704,0.411282,1,,UNDER,1,-4.260,UNDER
2250763,2026-05-26,WSH@CLE,1080002,K_PROP,away,Miles Mikolas,,3,0.6255,OVER,2.5,,OVER,7,1,-4.00,4.00,0.140250,0.469204,1,,OVER,1,4.000,PASS
2250764,2026-05-26,TB@BAL,1080003,K_PROP,home,Shane Baz,,2.55,0.1432,UNDER,4.5,,OVER,9,0,-6.45,6.45,0.734106,1.943513,1,,OVER,0,6.450,UNDER
2250764,2026-05-26,TB@BAL,1080004,K_PROP,away,Steven Matz,,2.77,0.1803,UNDER,4.5,,UNDER,3,1,-0.23,0.23,0.032508,0.198817,1,,UNDER,1,0.230,UNDER
2250766,2026-05-26,CHC@PIT,1080005,K_PROP,away,Jameson Taillon,,2.97,0.2170,UNDER,4.5,,OVER,5,0,-2.03,2.03,0.613089,1.527858,1,,OVER,0,2.030,UNDER
2250765,2026-05-26,LAA@DET,1080006,K_PROP,home,Casey Mize,,4.27,0.3128,UNDER,5.5,,OVER,7,0,-2.73,2.73,0.472244,1.162191,1,,OVER,0,2.730,OVER
2250765,2026-05-26,LAA@DET,1080007,K_PROP,away,Jose Soriano,,5.47,0.5334,UNDER,5.5,,UNDER,4,1,1.47,1.47,0.284516,0.762283,1,,UNDER,1,-1.470,UNDER
2250766,2026-05-26,CHC@PIT,1080008,K_PROP,home,Bubba Chandler,,2.36,0.1137,UNDER,4.5,,OVER,5,0,-2.64,2.64,0.785528,2.174192,1,,OVER,0,2.640,UNDER
2250767,2026-05-26,ATL@BOS,1080009,K_PROP,away,Bryce Elder,,3.56,0.3365,UNDER,4.5,,OVER,5,0,-1.44,1.44,0.440232,1.089157,1,,OVER,0,1.440,UNDER
2250767,2026-05-26,ATL@BOS,1080010,K_PROP,home,Connelly Early,,2.44,0.0504,UNDER,5.5,,UNDER,4,1,-1.56,1.56,0.002540,0.051714,1,,UNDER,1,1.560,UNDER
2250768,2026-05-26,MIA@TOR,1080011,K_PROP,away,Eury Perez,,2.81,0.0855,UNDER,5.5,,UNDER,4,1,-1.19,1.19,0.007310,0.089378,1,,UNDER,1,1.190,UNDER
2250769,2026-05-26,CIN@NYM,1080012,K_PROP,away,Andrew Abbott,,2.17,0.0877,UNDER,4.5,,OVER,8,0,-5.83,5.83,0.832291,2.433833,1,,OVER,0,5.830,UNDER
2250770,2026-05-26,MIN@CWS,1080013,K_PROP,home,David Sandlin,,3.39,0.4931,UNDER,3.5,,OVER,8,0,-4.61,4.61,0.256948,0.707043,1,,OVER,0,4.610,UNDER
2250771,2026-05-26,NYY@KC,1080014,K_PROP,home,Noah Cameron,,3.58,0.3402,UNDER,4.5,,UNDER,0,1,3.58,3.58,0.115736,0.415819,1,,UNDER,1,-3.580,UNDER
2250772,2026-05-26,STL@MIL,1080015,K_PROP,home,Chad Patrick,,1.97,0.0643,UNDER,4.5,,UNDER,2,1,-0.03,0.03,0.004134,0.066460,1,,UNDER,1,0.030,UNDER
2250770,2026-05-26,MIN@CWS,1080016,K_PROP,away,Connor Prielipp,,3.66,0.2041,UNDER,5.5,,OVER,9,0,-5.34,5.34,0.633457,1.589145,1,,OVER,0,5.340,UNDER
2250771,2026-05-26,NYY@KC,1080017,K_PROP,away,Gerrit Cole,,1.21,0.0300,UNDER,4.5,,OVER,6,0,-4.79,4.79,0.940900,3.506558,1,,OVER,0,4.790,UNDER
2250772,2026-05-26,STL@MIL,1080018,K_PROP,away,Dustin May,,2.63,0.1567,UNDER,4.5,,OVER,6,0,-3.37,3.37,0.711155,1.853422,1,,OVER,0,3.370,UNDER
2250773,2026-05-26,HOU@TEX,1080019,K_PROP,away,Mike Burrows,,3.05,0.2325,UNDER,4.5,,UNDER,4,1,-0.95,0.95,0.054056,0.264617,1,,UNDER,1,0.950,UNDER
2250773,2026-05-26,HOU@TEX,1080020,K_PROP,home,Jacob deGrom,,5.48,0.3759,UNDER,6.5,,UNDER,4,1,1.48,1.48,0.141301,0.471445,1,,UNDER,1,-1.480,UNDER
2250774,2026-05-26,SEA@ATH,1080021,K_PROP,home,Jeffrey Springs,,2.96,0.2151,UNDER,4.5,,OVER,5,0,-2.04,2.04,0.616068,1.536652,1,,OVER,0,2.040,UNDER
2250775,2026-05-26,PHI@SD,1080022,K_PROP,away,Cristopher Sanchez,,6.87,0.6054,OVER,6.5,,UNDER,5,0,1.87,1.87,0.366509,0.929883,1,,UNDER,0,-1.870,PASS
2250775,2026-05-26,PHI@SD,1080023,K_PROP,home,Walker Buehler,,2.8,0.1851,UNDER,4.5,,UNDER,2,1,0.80,0.80,0.034262,0.204690,1,,UNDER,1,-0.800,UNDER
2250774,2026-05-26,SEA@ATH,1080024,K_PROP,away,Logan Gilbert,,4.1,0.2809,UNDER,5.5,,UNDER,3,1,1.10,1.10,0.078905,0.329755,1,,UNDER,1,-1.100,UNDER
2253097,2026-05-26,ARI@SF,1080025,K_PROP,away,Michael Soroka,,3.85,0.2368,UNDER,5.5,,OVER,6,0,-2.15,2.15,0.582474,1.440539,1,,OVER,0,2.150,UNDER
2253097,2026-05-26,ARI@SF,1080026,K_PROP,home,Trevor McDonald,,4.6,0.5493,OVER,4.5,,UNDER,3,0,1.60,1.60,0.301730,0.796953,1,,UNDER,0,-1.600,UNDER
2250776,2026-05-26,COL@LAD,1080027,K_PROP,away,Tomoyuki Sugano,,1.36,0.1826,UNDER,2.5,,OVER,4,0,-2.64,2.64,0.668143,1.700457,1,,OVER,0,2.640,UNDER
2250776,2026-05-26,COL@LAD,1080028,K_PROP,home,Shohei Ohtani,,3.67,0.0476,UNDER,7.5,,UNDER,4,1,-0.33,0.33,0.002266,0.048770,1,,UNDER,1,0.330,UNDER
2250769,2026-05-26,CIN@NYM,1080029,K_PROP,home,David Peterson,,5.49,0.7006,OVER,4.5,,UNDER,4,0,1.49,1.49,0.490840,1.205975,1,,UNDER,0,-1.490,OVER
2250768,2026-05-26,MIA@TOR,1140002,K_PROP,home,Kevin Gausman,,4.08,0.2778,UNDER,5.5,,UNDER,1,1,3.08,3.08,0.077173,0.325453,1,,UNDER,1,-3.080,UNDER
2250777,2026-05-27,MIA@TOR,1110001,K_PROP,away,Eury Perez,,3.02,0.1100,UNDER,5.5,,OVER,9,0,-5.98,5.98,0.792100,2.207275,1,,OVER,0,5.980,UNDER
2250777,2026-05-27,MIA@TOR,1110002,K_PROP,home,Patrick Corbin,,2.21,0.0922,UNDER,4.5,,OVER,5,0,-2.79,2.79,0.824101,2.383795,1,,OVER,0,2.790,UNDER
2250778,2026-05-27,WSH@CLE,1110003,K_PROP,home,Gavin Williams,,5,0.2934,UNDER,6.5,,UNDER,4,1,1.00,1.00,0.086084,0.347291,1,,UNDER,1,-1.100,UNDER
2250778,2026-05-27,WSH@CLE,1110004,K_PROP,away,Miles Mikolas,,2.88,0.5976,OVER,2.5,,UNDER,1,0,1.88,1.88,0.357126,0.910309,1,,UNDER,0,-1.930,PASS
2250779,2026-05-27,STL@MIL,1110005,K_PROP,away,Dustin May,,2.84,0.1935,UNDER,4.5,,OVER,9,0,-6.16,6.16,0.650442,1.642478,1,,OVER,0,6.160,UNDER
2250780,2026-05-27,SEA@ATH,1110006,K_PROP,home,Jeffrey Springs,,2.95,0.2136,UNDER,4.5,,OVER,7,0,-4.05,4.05,0.618425,1.543650,1,,OVER,0,4.050,UNDER
2250780,2026-05-27,SEA@ATH,1110007,K_PROP,away,Logan Gilbert,,4.1,0.2811,UNDER,5.5,,OVER,6,0,-1.90,1.90,0.516817,1.269045,1,,OVER,0,1.900,UNDER
2253103,2026-05-27,ARI@SF,1110008,K_PROP,away,Michael Soroka,,3.82,0.3910,UNDER,4.5,,UNDER,3,1,0.82,0.82,0.152881,0.495937,1,,UNDER,1,-0.820,UNDER
2253103,2026-05-27,ARI@SF,1110009,K_PROP,home,Trevor McDonald,,4.6,0.5499,OVER,4.5,,OVER,6,1,-1.40,1.40,0.202590,0.598019,1,,OVER,1,1.400,UNDER
2250781,2026-05-27,PHI@SD,1110010,K_PROP,away,Cristopher Sanchez,,7.75,0.7243,OVER,6.5,,OVER,9,1,-1.25,1.25,0.076010,0.322550,1,,OVER,1,1.250,PASS
2250781,2026-05-27,PHI@SD,1110011,K_PROP,home,Walker Buehler,,2.76,0.1792,UNDER,4.5,,UNDER,2,1,0.76,0.76,0.032113,0.197476,1,,UNDER,1,-0.760,UNDER
2250782,2026-05-27,TB@BAL,1110012,K_PROP,away,Steven Matz,,2.94,0.2121,UNDER,4.5,,UNDER,2,1,0.94,0.94,0.044986,0.238384,1,,UNDER,1,-0.940,UNDER
2250784,2026-05-27,CHC@PIT,1110013,K_PROP,away,Colin Rea,,3.3,0.2828,UNDER,4.5,,UNDER,4,1,-0.70,0.70,0.079976,0.332401,1,,UNDER,1,0.700,UNDER
2250783,2026-05-27,LAA@DET,1110014,K_PROP,home,Jack Flaherty,,3.85,0.1248,UNDER,6.5,,UNDER,6,1,-2.15,2.15,0.015575,0.133303,1,,OVER,0,1.710,UNDER
2250783,2026-05-27,LAA@DET,1110015,K_PROP,away,Grayson Rodriguez,,4,0.2624,UNDER,5.5,,UNDER,4,1,0.00,0.00,0.068854,0.304354,1,,UNDER,0,-1.640,UNDER
2250784,2026-05-27,CHC@PIT,1110016,K_PROP,home,Paul Skenes,,5.26,0.3382,UNDER,6.5,,UNDER,5,1,0.26,0.26,0.114379,0.412792,1,,UNDER,1,-0.260,UNDER
2250785,2026-05-27,ATL@BOS,1110017,K_PROP,away,Chris Sale,,5.64,0.2644,UNDER,7.5,,UNDER,1,1,4.64,4.64,0.069907,0.307069,1,,UNDER,1,-4.640,UNDER
2250785,2026-05-27,ATL@BOS,1110018,K_PROP,home,Payton Tolle,,2.96,0.1034,UNDER,5.5,,OVER,7,0,-4.04,4.04,0.803892,2.269150,1,,OVER,0,4.040,UNDER
2250786,2026-05-27,CIN@NYM,1110019,K_PROP,away,Andrew Abbott,,2.14,0.0841,UNDER,4.5,,UNDER,4,1,-1.86,1.86,0.007073,0.087848,1,,UNDER,1,1.830,UNDER
2250787,2026-05-27,MIN@CWS,1110020,K_PROP,home,Davis Martin,,3.37,0.4890,UNDER,5.5,,UNDER,4,1,-0.63,0.63,0.239121,0.671386,1,,OVER,0,0.610,UNDER
2250788,2026-05-27,NYY@KC,1110022,K_PROP,home,Noah Cameron,,3.56,0.3366,UNDER,4.5,,UNDER,4,1,-0.44,0.44,0.113300,0.410377,1,,UNDER,1,0.420,UNDER
2250787,2026-05-27,MIN@CWS,1110023,K_PROP,away,Kendry Rojas,,3.94,0.4156,UNDER,2.5,,OVER,5,0,-1.06,1.06,0.341523,0.878032,1,,OVER,0,1.050,PASS
2250788,2026-05-27,NYY@KC,1110024,K_PROP,away,Gerrit Cole,,3.17,0.2570,UNDER,4.5,,OVER,10,0,-6.83,6.83,0.552049,1.358679,1,,OVER,0,6.850,UNDER
2250789,2026-05-27,HOU@TEX,1110025,K_PROP,away,Spencer Arrighetti,,2.79,0.0835,UNDER,5.5,,OVER,6,0,-3.21,3.21,0.839972,2.482909,1,,OVER,0,2.950,UNDER
2250789,2026-05-27,HOU@TEX,1110026,K_PROP,home,Nathan Eovaldi,,4.44,0.2048,UNDER,5.5,,OVER,6,0,-1.56,1.56,0.632343,1.585721,1,,UNDER,1,0.680,UNDER
2250790,2026-05-27,COL@LAD,1110027,K_PROP,away,Tomoyuki Sugano,,1.32,0.1717,UNDER,2.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250790,2026-05-27,COL@LAD,1140001,K_PROP,home,Shohei Ohtani,,3.87,0.0608,UNDER,7.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250779,2026-05-27,STL@MIL,1140003,K_PROP,home,Chad Patrick,,1.95,0.1605,UNDER,3.5,,OVER,4,0,-2.05,2.05,0.704760,1.829461,1,,OVER,0,2.050,UNDER
2250782,2026-05-27,TB@BAL,1140004,K_PROP,home,Chris Bassitt,,1.85,0.0519,UNDER,4.5,,UNDER,1,1,0.85,0.85,0.002694,0.053295,1,,UNDER,1,-0.850,UNDER
2250791,2026-05-28,LAA@DET,1140005,K_PROP,home,Troy Melton,,2.76,0.1794,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250791,2026-05-28,LAA@DET,1140006,K_PROP,away,Walbert Urena,,2.88,0.3739,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250792,2026-05-28,MIN@CWS,1140007,K_PROP,home,Erick Fedde,,2.53,0.2897,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250792,2026-05-28,MIN@CWS,1140008,K_PROP,away,Taj Bradley,,4.81,0.2622,UNDER,6.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250793,2026-05-28,ATL@BOS,1140009,K_PROP,away,Grant Holmes,,6.09,0.3339,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250793,2026-05-28,ATL@BOS,1140010,K_PROP,home,Tyler Samaniego,,3.03,0.8500,OVER,0.5,,,,,,,,,1,missing-actual(possible-scratch),,,,OVER
2250794,2026-05-28,TOR@BAL,1140011,K_PROP,home,Trevor Rogers,,1.81,0.0476,UNDER,4.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250794,2026-05-28,TOR@BAL,1140012,K_PROP,away,Patrick Corbin,,2.41,0.1213,UNDER,3.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250795,2026-05-28,CHC@PIT,1140013,K_PROP,away,Shota Imanaga,,3.3,0.2828,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250795,2026-05-28,CHC@PIT,1140014,K_PROP,home,Jared Jones,,5.43,0.3662,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250796,2026-05-28,HOU@TEX,1140015,K_PROP,away,Spencer Arrighetti,,2.79,0.0835,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250796,2026-05-28,HOU@TEX,1140016,K_PROP,home,MacKenzie Gore,,4.58,0.2257,UNDER,5.5,,,,,,,,,1,missing-actual(possible-scratch),,,,UNDER
2250811,2026-05-30,DET@CWS,1200002,K_PROP,away,Keider Montero,,2.26,0.2264,UNDER,3.5,,OVER,4,0,-1.74,1.74,0.598457,1.485452,1,,OVER,0,1.740,UNDER
2250814,2026-05-30,TOR@BAL,1200003,K_PROP,home,Kyle Bradish,,3.08,0.1183,UNDER,5.5,,OVER,7,0,-3.92,3.92,0.777395,2.134532,1,,OVER,0,3.920,UNDER
2250813,2026-05-30,KC@TEX,1200004,K_PROP,away,Michael Wacha,,2.94,0.2110,UNDER,4.5,,OVER,6,0,-3.06,3.06,0.622521,1.555897,1,,OVER,0,3.060,UNDER
2250815,2026-05-30,MIN@PIT,1200005,K_PROP,away,Zebby Matthews,,2.83,0.0882,UNDER,5.5,,UNDER,3,1,-0.17,0.17,0.007779,0.092335,1,,UNDER,1,0.170,UNDER
2250815,2026-05-30,MIN@PIT,1200006,K_PROP,home,Braxton Ashcraft,,3.9,0.2452,UNDER,5.5,,UNDER,5,1,-1.10,1.10,0.060123,0.281302,1,,UNDER,1,1.100,UNDER
2250812,2026-05-30,SD@WSH,1200007,K_PROP,away,Griffin Canning,,2.99,0.2217,UNDER,4.5,,UNDER,2,1,0.99,0.99,0.049151,0.250643,1,,UNDER,1,-0.990,UNDER
2250813,2026-05-30,KC@TEX,1200008,K_PROP,home,Jack Leiter,,3.91,0.2477,UNDER,5.5,,UNDER,2,1,1.91,1.91,0.061355,0.284620,1,,UNDER,1,-1.910,UNDER
2250814,2026-05-30,TOR@BAL,1200009,K_PROP,away,Trey Yesavage,,3.4,0.0772,UNDER,6.5,,UNDER,4,1,-0.60,0.60,0.005960,0.080343,1,,UNDER,1,0.600,UNDER
2250812,2026-05-30,SD@WSH,1200010,K_PROP,home,Zack Littell,,1.9,0.1496,UNDER,3.5,,OVER,5,0,-3.10,3.10,0.723180,1.899790,1,,OVER,0,3.100,UNDER
2250816,2026-05-30,BOS@CLE,1200011,K_PROP,away,Ranger Suarez,,3.29,0.2818,UNDER,4.5,,OVER,7,0,-3.71,3.71,0.515811,1.266558,1,,OVER,0,3.710,UNDER
2250816,2026-05-30,BOS@CLE,1200012,K_PROP,home,Tanner Bibee,,3.41,0.3054,UNDER,4.5,,UNDER,4,1,-0.59,0.59,0.093269,0.364419,1,,UNDER,1,0.590,UNDER
2250819,2026-05-30,MIL@HOU,1200013,K_PROP,home,Peter Lambert,,3.25,0.1415,UNDER,5.5,,UNDER,3,1,0.25,0.25,0.020022,0.152569,1,,UNDER,1,-0.250,UNDER
2250817,2026-05-30,LAA@TB,1200014,K_PROP,away,Jack Kochanowicz,,2.01,0.1734,UNDER,3.5,,OVER,7,0,-4.99,4.99,0.683268,1.752154,1,,OVER,0,4.990,UNDER
2250819,2026-05-30,MIL@HOU,1200015,K_PROP,away,Jacob Misiorowski,,6.66,0.2911,UNDER,8.5,,UNDER,4,1,2.66,2.66,0.084739,0.344041,1,,UNDER,1,-2.660,UNDER
2250818,2026-05-30,MIA@NYM,1200016,K_PROP,home,Nolan McLean,,6.24,0.5052,UNDER,6.5,,OVER,8,0,-1.76,1.76,0.244827,0.682801,1,,OVER,0,1.760,PASS
2250817,2026-05-30,LAA@TB,1200017,K_PROP,home,Shane McClanahan,,4.01,0.1455,UNDER,6.5,,UNDER,4,1,0.01,0.01,0.021170,0.157239,1,,UNDER,1,-0.010,UNDER
2250821,2026-05-30,ATL@CIN,1200018,K_PROP,away,Spencer Strider,,4.98,0.2909,UNDER,6.5,,UNDER,2,1,2.98,2.98,0.084623,0.343759,1,,UNDER,1,-2.980,UNDER
2250821,2026-05-30,ATL@CIN,1200019,K_PROP,home,Nick Lodolo,,2.15,0.0302,UNDER,5.5,,UNDER,2,1,0.15,0.15,0.000912,0.030665,1,,UNDER,1,-0.150,UNDER
2250820,2026-05-30,CHC@STL,1200020,K_PROP,home,Matthew Liberatore,,2.86,0.1962,UNDER,4.5,,UNDER,4,1,-1.14,1.14,0.038494,0.218405,1,,UNDER,1,1.140,UNDER
2250822,2026-05-30,SF@COL,1200021,K_PROP,home,Tanner Gordon,,2.97,0.3953,UNDER,3.5,,UNDER,2,1,0.97,0.97,0.156262,0.503023,1,,UNDER,1,-0.970,UNDER
2250822,2026-05-30,SF@COL,1200022,K_PROP,away,Robbie Ray,,3.65,0.2029,UNDER,5.5,,UNDER,4,1,-0.35,0.35,0.041168,0.226775,1,,UNDER,1,0.350,UNDER
2250823,2026-05-30,NYY@ATH,1200023,K_PROP,home,Jacob Lopez,,1.64,0.1029,UNDER,3.5,,OVER,4,0,-2.36,2.36,0.804788,2.273998,1,,OVER,0,2.360,UNDER
2250823,2026-05-30,NYY@ATH,1200024,K_PROP,away,Will Warren,,4.71,0.3938,UNDER,5.5,,OVER,10,0,-5.29,5.29,0.367478,0.931912,1,,OVER,0,5.290,UNDER
2253148,2026-05-30,ARI@SEA,1200025,K_PROP,away,Merrill Kelly,,2,0.0666,UNDER,4.5,,UNDER,3,1,-1.00,1.00,0.004436,0.068921,1,,UNDER,1,1.000,UNDER
2250824,2026-05-30,PHI@LAD,1200026,K_PROP,home,Yoshinobu Yamamoto,,3.91,0.1326,UNDER,6.5,,OVER,7,0,-3.09,3.09,0.752383,2.020418,1,,OVER,0,3.090,UNDER
2250824,2026-05-30,PHI@LAD,1200027,K_PROP,away,Andrew Painter,,2.54,0.2927,UNDER,3.5,,OVER,6,0,-3.46,3.46,0.500273,1.228607,1,,OVER,0,3.460,UNDER
2253148,2026-05-30,ARI@SEA,1200028,K_PROP,home,Bryce Miller,,2.6,0.1511,UNDER,4.5,,OVER,9,0,-6.40,6.40,0.720631,1.889813,1,,OVER,0,6.400,UNDER
2250818,2026-05-30,MIA@NYM,1200057,K_PROP,away,Janson Junk,,2.65,0.3187,UNDER,3.5,,UNDER,2,1,0.65,0.65,0.101570,0.383753,1,,UNDER,1,-0.650,UNDER
2250811,2026-05-30,DET@CWS,1200058,K_PROP,home,Sean Burke,,3.18,0.1313,UNDER,5.5,,UNDER,3,1,0.18,0.18,0.017240,0.140757,1,,UNDER,1,-0.180,UNDER
2250820,2026-05-30,CHC@STL,1200059,K_PROP,away,Jordan Wicks,,2.79,0.3524,UNDER,3.5,,OVER,6,0,-3.21,3.21,0.419386,1.042988,1,,OVER,0,3.210,OVER
2250825,2026-05-31,TOR@BAL,1200029,K_PROP,home,Kyle Bradish,,2.88,0.0937,UNDER,5.5,,UNDER,4,1,-1.12,1.12,0.008780,0.098385,1,,UNDER,1,1.010,UNDER
2250827,2026-05-31,MIN@PIT,1200030,K_PROP,away,Joe Ryan,,4.48,0.3516,UNDER,5.5,,OVER,7,0,-2.52,2.52,0.420423,1.045261,1,,OVER,0,2.520,UNDER
2250827,2026-05-31,MIN@PIT,1200031,K_PROP,home,Braxton Ashcraft,,4.38,0.3328,UNDER,5.5,,OVER,11,0,-6.62,6.62,0.445156,1.100214,1,,OVER,0,6.620,UNDER
2250826,2026-05-31,SD@WSH,1200032,K_PROP,away,Griffin Canning,,2.84,0.1940,UNDER,4.5,,UNDER,3,1,-0.16,0.16,0.037636,0.215672,1,,UNDER,1,-0.120,UNDER
2250826,2026-05-31,SD@WSH,1200033,K_PROP,home,Cade Cavalli,,3.32,0.1509,UNDER,5.5,,UNDER,5,1,-1.68,1.68,0.022771,0.163578,1,,UNDER,1,1.680,UNDER
2250830,2026-05-31,ATL@CIN,1200034,K_PROP,away,Spencer Strider,,5.05,0.3013,UNDER,6.5,,OVER,8,0,-2.95,2.95,0.488182,1.199649,1,,OVER,0,3.120,UNDER
2250828,2026-05-31,BOS@CLE,1200035,K_PROP,away,Ranger Suarez,,3.82,0.3913,UNDER,4.5,,OVER,10,0,-6.18,6.18,0.370516,0.938281,1,,OVER,0,6.760,UNDER
2250830,2026-05-31,ATL@CIN,1200036,K_PROP,home,Chase Burns,,3.58,0.0950,UNDER,6.5,,UNDER,4,1,-0.42,0.42,0.009025,0.099820,1,,UNDER,1,0.420,UNDER
2250828,2026-05-31,BOS@CLE,1200037,K_PROP,home,Tanner Bibee,,3.36,0.2947,UNDER,4.5,,OVER,5,0,-1.64,1.64,0.497448,1.221797,1,,OVER,0,1.610,UNDER
2250829,2026-05-31,LAA@TB,1200038,K_PROP,away,Jose Soriano,,4.73,0.2499,UNDER,6.5,,UNDER,1,1,3.73,3.73,0.062450,0.287549,1,,UNDER,1,-3.730,UNDER
2250831,2026-05-31,MIA@NYM,1200039,K_PROP,away,Sandy Alcantara,,2.42,0.2630,UNDER,3.5,,UNDER,2,1,0.42,0.42,0.069169,0.305167,1,,UNDER,1,-0.420,UNDER
