game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2250310,2026-04-19,TEX@SEA,1,F5,ML,,0.3505,HOME,+108,,HOME,1,,,0.122850,0.431552,home_fav,day,1,,
2250310,2026-04-19,TEX@SEA,1,F5,RL,,0.4219,HOME,0.5,,HOME,1,,,0.178000,0.548008,home_fav,day,1,,
2250310,2026-04-19,TEX@SEA,1,F5,TOTAL,4.00,0.4400,UNDER,3.5,,OVER,0,-1.00,1.00,0.313600,0.820981,home_fav,day,1,,
2250311,2026-04-19,ATL@PHI,1,F5,ML,,0.4010,HOME,+430,,,,,,,,away_fav,night,1,missing-actual,
2250311,2026-04-19,ATL@PHI,1,F5,RL,,0.4717,HOME,0.5,,,,,,,,away_fav,night,1,missing-actual,
2250311,2026-04-19,ATL@PHI,1,F5,TOTAL,4.50,0.5300,OVER,4.5,,,,,,,,away_fav,night,1,missing-actual,
2252600,2026-04-19,TOR@ARI,1,F5,ML,,0.4206,HOME,-118,,AWAY,0,,,0.335704,0.866073,away_fav,day,1,,
2252600,2026-04-19,TOR@ARI,1,F5,RL,,0.4950,HOME,-0.5,,AWAY,0,,,0.255025,0.703198,away_fav,day,1,,
2252600,2026-04-19,TOR@ARI,1,F5,TOTAL,4.50,0.5200,OVER,4.5,,OVER,1,-6.50,6.50,0.230400,0.653926,away_fav,day,1,,
2250312,2026-04-20,DET@BOS,1,F5,ML,,0.4381,HOME,+108,,,,,,,,home_fav,day,1,missing-actual,
2250312,2026-04-20,DET@BOS,1,F5,RL,,0.5169,AWAY,0.5,,,,,,,,home_fav,day,1,missing-actual,
2250312,2026-04-20,DET@BOS,1,F5,TOTAL,4.50,0.5000,UNDER,4.5,,UNDER,1,0.50,0.50,0.250000,0.693147,home_fav,day,1,,
2250313,2026-04-20,HOU@CLE,1,F5,ML,,0.4122,HOME,+102,,AWAY,0,,,0.345509,0.886247,home_fav,night,1,,
2250313,2026-04-20,HOU@CLE,1,F5,RL,,0.4975,HOME,0.5,,AWAY,0,,,0.252506,0.698160,home_fav,night,1,,
2250313,2026-04-20,HOU@CLE,1,F5,TOTAL,4.50,0.3700,UNDER,4.5,,OVER,0,-4.50,4.50,0.396900,0.994252,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,F5,ML,,0.4200,HOME,+102,,AWAY,0,,,0.336400,0.867501,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,F5,RL,,0.4975,HOME,-0.5,,AWAY,0,,,0.252506,0.698160,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,F5,TOTAL,4.00,0.5300,OVER,5.5,,UNDER,0,0.00,0.00,0.280900,0.755023,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,F5,ML,,0.4230,HOME,+142,,HOME,1,,,0.178929,0.549913,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,F5,RL,,0.5000,HOME,0.5,,HOME,1,,,0.250000,0.693147,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,F5,TOTAL,4.50,0.4900,UNDER,4.5,,UNDER,1,1.50,1.50,0.240100,0.673345,home_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,F5,ML,,0.4817,HOME,-148,,HOME,1,,,0.232035,0.657201,away_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,F5,RL,,0.5652,AWAY,2.5,,AWAY,1,,,0.189051,0.570576,away_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,F5,TOTAL,4.50,0.5400,OVER,3.5,,OVER,1,-0.50,0.50,0.211600,0.616186,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,F5,ML,,0.5058,AWAY,-120,,HOME,0,,,0.255834,0.704815,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,F5,RL,,0.6032,AWAY,-0.5,,HOME,0,,,0.363850,0.924323,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,F5,TOTAL,4.50,0.4200,UNDER,4.5,,UNDER,1,3.50,3.50,0.176400,0.544727,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,F5,ML,,0.4173,HOME,-120,,HOME,1,,,0.174139,0.540083,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,F5,RL,,0.4950,HOME,-0.5,,HOME,1,,,0.245025,0.683197,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,F5,TOTAL,4.50,0.4600,UNDER,4.5,,OVER,0,-1.50,1.50,0.291600,0.776529,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,F5,ML,,0.4756,HOME,-198,,AWAY,0,,,0.274995,0.743178,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,F5,RL,,0.5516,AWAY,-1.5,,AWAY,1,,,0.201063,0.594932,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,F5,TOTAL,6.50,0.4000,UNDER,6.5,,UNDER,1,0.50,0.50,0.160000,0.510826,away_fav,night,1,,
2250320,2026-04-20,TOR@LAA,1,F5,ML,,0.4512,HOME,-118,,PUSH,,,,,,away_fav,night,1,push(tie),
2250320,2026-04-20,TOR@LAA,1,F5,RL,,0.5305,AWAY,-0.5,,HOME,0,,,0.281430,0.756087,away_fav,night,1,,
2250320,2026-04-20,TOR@LAA,1,F5,TOTAL,4.00,0.5700,OVER,3.5,,OVER,1,0.00,0.00,0.184900,0.562119,away_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,F5,ML,,0.4028,HOME,+114,,HOME,1,,,0.162248,0.515503,home_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,F5,RL,,0.4785,HOME,0.5,,HOME,1,,,0.228962,0.651046,home_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,F5,TOTAL,4.50,0.4400,UNDER,4.5,,UNDER,1,0.50,0.50,0.193600,0.579818,home_fav,night,1,,
2250322,2026-04-21,HOU@CLE,1,F5,ML,,0.4472,HOME,,,AWAY,0,,,0.305588,0.804749,home_fav,night,1,,
2250323,2026-04-21,CIN@TB,1,F5,ML,,0.3892,HOME,,,AWAY,0,,,0.373077,0.943662,away_fav,night,1,,
2250324,2026-04-21,STL@MIA,1,F5,ML,,0.4031,HOME,,,AWAY,0,,,0.356290,0.908571,home_fav,night,1,,
2250325,2026-04-21,MIL@DET,1,F5,ML,,0.4348,HOME,,,AWAY,0,,,0.319451,0.832869,away_fav,night,1,,
2250326,2026-04-21,ATL@WSH,1,F5,ML,,0.4407,HOME,,,HOME,1,,,0.194216,0.581069,away_fav,night,1,,
2250327,2026-04-21,NYY@BOS,1,F5,ML,,0.4230,HOME,,,AWAY,0,,,0.332929,0.860383,home_fav,night,1,,
2250328,2026-04-21,MIN@NYM,1,F5,ML,,0.3598,HOME,,,HOME,1,,,0.129456,0.445975,home_fav,night,1,,
2250329,2026-04-21,BAL@KC,1,F5,ML,,0.4008,HOME,,,PUSH,,,,,,home_fav,night,1,push(tie),
2250330,2026-04-21,PHI@CHC,1,F5,ML,,0.4293,HOME,,,HOME,1,,,0.184298,0.560892,home_fav,night,1,,
2250333,2026-04-21,TOR@LAA,1,F5,ML,,0.5316,AWAY,,,HOME,0,,,0.282599,0.758433,away_fav,night,1,,
2250334,2026-04-21,ATH@SEA,1,F5,ML,,0.3879,HOME,,,PUSH,,,,,,home_fav,night,1,push(tie),
2250335,2026-04-21,LAD@SF,1,F5,ML,,0.4746,HOME,,,HOME,1,,,0.225245,0.643595,away_fav,night,1,,
2252625,2026-04-21,CWS@ARI,1,F5,ML,,0.3535,HOME,,,AWAY,0,,,0.417962,1.039872,home_fav,night,1,,
2250336,2026-04-22,STL@MIA,1,F5,ML,,0.4152,HOME,+112,,,,,,,,home_fav,day,1,missing-actual,
2250336,2026-04-22,STL@MIA,1,F5,RL,,0.4963,HOME,0.5,,,,,,,,home_fav,day,1,missing-actual,
2250336,2026-04-22,STL@MIA,1,F5,TOTAL,4.50,0.4100,UNDER,4.5,,,,,,,,home_fav,day,1,missing-actual,
2250337,2026-04-22,HOU@CLE,1,F5,ML,,0.3972,HOME,+118,,AWAY,0,,,0.363368,0.923315,home_fav,day,1,,
2250337,2026-04-22,HOU@CLE,1,F5,RL,,0.4782,HOME,0.5,,AWAY,0,,,0.272275,0.737726,home_fav,day,1,,
2250337,2026-04-22,HOU@CLE,1,F5,TOTAL,4.50,0.3700,UNDER,4.5,,UNDER,1,2.50,2.50,0.136900,0.462035,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,F5,ML,,0.4306,HOME,+124,,HOME,1,,,0.185416,0.563172,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,F5,RL,,0.5103,AWAY,0.5,,HOME,0,,,0.260406,0.713962,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,F5,TOTAL,4.50,0.4700,UNDER,4.5,,OVER,0,-1.50,1.50,0.280900,0.755023,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,F5,ML,,0.4349,HOME,+112,,HOME,1,,,0.189138,0.570753,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,F5,RL,,0.5190,AWAY,0.5,,HOME,0,,,0.269361,0.731888,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,F5,TOTAL,5.50,0.3100,UNDER,5.5,,UNDER,1,0.50,0.50,0.096100,0.371064,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,F5,ML,,0.4342,HOME,+146,,HOME,1,,,0.188530,0.569515,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,F5,RL,,0.5181,AWAY,0.5,,HOME,0,,,0.268428,0.730019,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,F5,TOTAL,4.50,0.4300,UNDER,3.5,,UNDER,1,1.50,1.50,0.184900,0.562119,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,F5,ML,,0.3723,HOME,+158,,AWAY,0,,,0.394007,0.988055,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,F5,RL,,0.4454,HOME,0.5,,AWAY,0,,,0.307581,0.808783,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,F5,TOTAL,4.00,0.4800,UNDER,4.5,,OVER,0,-1.00,1.00,0.270400,0.733969,home_fav,day,1,,
2250342,2026-04-22,MIL@DET,1,F5,ML,,0.4734,HOME,+112,,HOME,1,,,0.224108,0.641314,home_fav,night,1,,
2250342,2026-04-22,MIL@DET,1,F5,RL,,0.5638,AWAY,0.5,,HOME,0,,,0.317870,0.829654,home_fav,night,1,,
2250342,2026-04-22,MIL@DET,1,F5,TOTAL,4.50,0.4300,UNDER,4.5,,OVER,0,-0.50,0.50,0.324900,0.843970,home_fav,night,1,,
2250343,2026-04-22,ATL@WSH,1,F5,ML,,0.3520,HOME,-142,,,,,,,,away_fav,night,1,missing-actual,
2250343,2026-04-22,ATL@WSH,1,F5,RL,,0.4050,HOME,-0.5,,,,,,,,away_fav,night,1,missing-actual,
2250343,2026-04-22,ATL@WSH,1,F5,TOTAL,5.00,0.6300,OVER,4.5,,,,,,,,away_fav,night,1,missing-actual,
2250344,2026-04-22,NYY@BOS,1,F5,ML,,0.4795,HOME,-150,,AWAY,0,,,0.270920,0.735011,away_fav,night,1,,
2250344,2026-04-22,NYY@BOS,1,F5,RL,,0.5712,AWAY,-0.5,,AWAY,1,,,0.183869,0.560016,away_fav,night,1,,
2250344,2026-04-22,NYY@BOS,1,F5,TOTAL,4.50,0.4300,UNDER,3.5,,OVER,0,0.50,0.50,0.324900,0.843970,away_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,F5,ML,,0.3848,HOME,+122,,HOME,1,,,0.148071,0.485808,home_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,F5,RL,,0.4555,HOME,0.5,,HOME,1,,,0.207480,0.607887,home_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,F5,TOTAL,4.00,0.5400,OVER,4.5,,UNDER,0,1.00,1.00,0.291600,0.776529,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,F5,ML,,0.4163,HOME,+148,,HOME,1,,,0.173306,0.538368,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,F5,RL,,0.4961,HOME,0.5,,HOME,1,,,0.246115,0.685377,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,F5,TOTAL,4.50,0.4300,UNDER,4.5,,OVER,0,-3.50,3.50,0.324900,0.843970,home_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,F5,ML,,0.4023,HOME,-118,,AWAY,0,,,0.357245,0.910557,away_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,F5,RL,,0.4891,HOME,-0.5,,AWAY,0,,,0.261019,0.715188,away_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,F5,TOTAL,4.00,0.3900,UNDER,4.5,,OVER,0,-2.00,2.00,0.372100,0.941609,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,F5,ML,,0.4929,HOME,-132,,HOME,1,,,0.242950,0.679047,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,F5,RL,,0.5750,AWAY,-0.5,,HOME,0,,,0.330625,0.855666,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,F5,TOTAL,6.50,0.3500,UNDER,6.5,,UNDER,1,0.50,0.50,0.122500,0.430783,away_fav,night,1,,
2250349,2026-04-22,LAD@SF,1,F5,ML,,0.4392,HOME,-215,,PUSH,,,,,,away_fav,night,1,push(tie),
2250349,2026-04-22,LAD@SF,1,F5,RL,,0.5338,AWAY,-0.5,,HOME,0,,,0.284942,0.763141,away_fav,night,1,,
2250349,2026-04-22,LAD@SF,1,F5,TOTAL,4.50,0.3300,UNDER,4.5,,UNDER,1,4.50,4.50,0.108900,0.400478,away_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,F5,ML,,0.3821,HOME,+122,,HOME,1,,,0.146000,0.481429,home_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,F5,RL,,0.4444,HOME,0.5,,HOME,1,,,0.197491,0.587707,home_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,F5,TOTAL,5.00,0.5500,OVER,5.5,,OVER,1,-7.00,7.00,0.202500,0.597837,home_fav,night,1,,
2250350,2026-04-23,ATL@WSH,1,F5,ML,,0.4610,HOME,,,PUSH,,,,,,away_fav,day,1,push(tie),
2250351,2026-04-23,MIL@DET,1,F5,ML,,0.4022,HOME,,,HOME,1,,,0.161765,0.514499,home_fav,day,1,,
2250352,2026-04-23,PHI@CHC,1,F5,ML,,0.4745,HOME,,,HOME,1,,,0.225150,0.643405,away_fav,day,1,,
2250353,2026-04-23,SD@COL,1,F5,ML,,0.4806,HOME,,,HOME,1,,,0.230976,0.655081,away_fav,day,1,,
2250354,2026-04-23,LAD@SF,1,F5,ML,,0.4610,HOME,,,AWAY,0,,,0.290521,0.774357,away_fav,day,1,,
2250355,2026-04-23,NYY@BOS,1,F5,ML,,0.5309,AWAY,,,HOME,0,,,0.281855,0.756939,away_fav,night,1,,
2250356,2026-04-23,MIN@NYM,1,F5,ML,,0.4032,HOME,,,HOME,1,,,0.162570,0.516173,away_fav,night,1,,
2250357,2026-04-23,PIT@TEX,1,F5,ML,,0.3919,HOME,,,HOME,1,,,0.153586,0.497416,home_fav,night,1,,
2252646,2026-04-23,CWS@ARI,1,F5,ML,,0.3701,HOME,,,PUSH,,,,,,home_fav,day,1,push(tie),
2250358,2026-04-24,DET@CIN,1,F5,ML,,0.4304,HOME,-5000,,AWAY,0,,,0.324444,0.843040,away_fav,night,1,,
2250358,2026-04-24,DET@CIN,1,F5,RL,,0.5127,AWAY,-3.5,,HOME,0,,,0.262861,0.718875,away_fav,night,1,,
2250358,2026-04-24,DET@CIN,1,F5,TOTAL,4.50,0.4300,UNDER,5.5,,OVER,0,-2.50,2.50,0.324900,0.843970,away_fav,night,1,,
2250359,2026-04-24,BOS@BAL,1,F5,ML,,0.4649,HOME,+1500,,HOME,1,,,0.216132,0.625302,home_fav,night,1,,
2250359,2026-04-24,BOS@BAL,1,F5,RL,,0.5461,AWAY,0.5,,HOME,0,,,0.298225,0.789878,home_fav,night,1,,
2250359,2026-04-24,BOS@BAL,1,F5,TOTAL,4.50,0.5200,OVER,4.5,,OVER,1,-6.50,6.50,0.230400,0.653926,home_fav,night,1,,
2250360,2026-04-24,CLE@TOR,1,F5,ML,,0.4672,HOME,-132,,AWAY,0,,,0.283876,0.760998,away_fav,night,1,,
2250360,2026-04-24,CLE@TOR,1,F5,RL,,0.5491,AWAY,-2.5,,AWAY,1,,,0.203311,0.599475,away_fav,night,1,,
2250360,2026-04-24,CLE@TOR,1,F5,TOTAL,4.50,0.5300,OVER,9.5,,OVER,1,-6.50,6.50,0.220900,0.634878,away_fav,night,1,,
2250361,2026-04-24,COL@NYM,1,F5,ML,,0.3370,HOME,+560,,,,,,,,home_fav,night,1,missing-actual,
2250361,2026-04-24,COL@NYM,1,F5,RL,,0.4003,HOME,1.5,,,,,,,,home_fav,night,1,missing-actual,
2250361,2026-04-24,COL@NYM,1,F5,TOTAL,4.00,0.5100,OVER,2.5,,,,,,,,home_fav,night,1,missing-actual,
2250362,2026-04-24,MIN@TB,1,F5,ML,,0.4002,HOME,+104,,HOME,1,,,0.160160,0.511159,home_fav,night,1,,
2250362,2026-04-24,MIN@TB,1,F5,RL,,0.4760,HOME,0.5,,HOME,1,,,0.226576,0.646264,home_fav,night,1,,
2250362,2026-04-24,MIN@TB,1,F5,TOTAL,4.00,0.5100,OVER,3.5,,OVER,1,0.00,0.00,0.240100,0.673345,home_fav,night,1,,
2250363,2026-04-24,PHI@ATL,1,F5,ML,,0.4451,HOME,+118,,AWAY,0,,,0.307914,0.809456,home_fav,night,1,,
2250363,2026-04-24,PHI@ATL,1,F5,RL,,0.5279,AWAY,-1.5,,HOME,0,,,0.278678,0.750564,home_fav,night,1,,
2250363,2026-04-24,PHI@ATL,1,F5,TOTAL,5.00,0.4000,UNDER,5.5,,UNDER,1,0.00,0.00,0.160000,0.510826,home_fav,night,1,,
2250364,2026-04-24,LAA@KC,1,F5,ML,,0.4034,HOME,-110,,HOME,1,,,0.162732,0.516508,away_fav,night,1,,
2250364,2026-04-24,LAA@KC,1,F5,RL,,0.4823,HOME,0.5,,HOME,1,,,0.232613,0.658359,away_fav,night,1,,
2250364,2026-04-24,LAA@KC,1,F5,TOTAL,4.50,0.4200,UNDER,3.5,,OVER,0,-0.50,0.50,0.336400,0.867501,away_fav,night,1,,
2250365,2026-04-24,WSH@CWS,1,F5,ML,,0.4240,HOME,+164,,AWAY,0,,,0.331776,0.858022,home_fav,night,1,,
2250365,2026-04-24,WSH@CWS,1,F5,RL,,0.5054,AWAY,0.5,,AWAY,1,,,0.244629,0.682405,home_fav,night,1,,
2250365,2026-04-24,WSH@CWS,1,F5,TOTAL,5.00,0.3700,UNDER,4.5,,UNDER,1,1.00,1.00,0.136900,0.462035,home_fav,night,1,,
2250366,2026-04-24,PIT@MIL,1,F5,ML,,0.3999,HOME,-125,,AWAY,0,,,0.360120,0.916541,away_fav,night,1,,
2250366,2026-04-24,PIT@MIL,1,F5,RL,,0.4810,HOME,-0.5,,AWAY,0,,,0.269361,0.731888,away_fav,night,1,,
2250366,2026-04-24,PIT@MIL,1,F5,TOTAL,4.00,0.4500,UNDER,3.5,,UNDER,1,1.00,1.00,0.202500,0.597837,away_fav,night,1,,
2250367,2026-04-24,ATH@TEX,1,F5,ML,,0.3698,HOME,+122,,AWAY,0,,,0.397152,0.994793,home_fav,night,1,,
2250367,2026-04-24,ATH@TEX,1,F5,RL,,0.4508,HOME,0.5,,AWAY,0,,,0.301621,0.796731,home_fav,night,1,,
2250367,2026-04-24,ATH@TEX,1,F5,TOTAL,4.50,0.3100,UNDER,4.5,,OVER,0,-2.50,2.50,0.476100,1.171183,home_fav,night,1,,
2250368,2026-04-24,NYY@HOU,1,F5,ML,,0.5346,AWAY,-150,,AWAY,1,,,0.216597,0.626236,away_fav,night,1,,
2250368,2026-04-24,NYY@HOU,1,F5,RL,,0.6191,AWAY,-0.5,,AWAY,1,,,0.145085,0.479488,away_fav,night,1,,
2250368,2026-04-24,NYY@HOU,1,F5,TOTAL,5.00,0.5600,OVER,4.5,,OVER,1,-2.00,2.00,0.193600,0.579818,away_fav,night,1,,
2250369,2026-04-24,SEA@STL,1,F5,ML,,0.4685,HOME,-156,,PUSH,,,,,,away_fav,night,1,push(tie),
2250369,2026-04-24,SEA@STL,1,F5,RL,,0.5534,AWAY,-0.5,,HOME,0,,,0.306252,0.806092,away_fav,night,1,,
2250369,2026-04-24,SEA@STL,1,F5,TOTAL,4.50,0.4900,UNDER,4.5,,UNDER,1,0.50,0.50,0.240100,0.673345,away_fav,night,1,,
2250370,2026-04-24,CHC@LAD,1,F5,ML,,0.3682,HOME,+134,,HOME,1,,,0.135571,0.459182,home_fav,night,1,,
2250370,2026-04-24,CHC@LAD,1,F5,RL,,0.4430,HOME,0.5,,HOME,1,,,0.196249,0.585190,home_fav,night,1,,
2250370,2026-04-24,CHC@LAD,1,F5,TOTAL,5.00,0.3200,UNDER,4.5,,UNDER,1,1.00,1.00,0.102400,0.385662,home_fav,night,1,,
2250371,2026-04-24,MIA@SF,1,F5,ML,,0.4185,HOME,-116,,AWAY,0,,,0.338142,0.871078,away_fav,night,1,,
2250371,2026-04-24,MIA@SF,1,F5,RL,,0.5060,AWAY,-0.5,,AWAY,1,,,0.244036,0.681219,away_fav,night,1,,
2250371,2026-04-24,MIA@SF,1,F5,TOTAL,4.00,0.4200,UNDER,4.5,,OVER,0,-7.00,7.00,0.336400,0.867501,away_fav,night,1,,
2250372,2026-04-25,SEA@STL,1,F5,ML,,0.4973,HOME,,,HOME,1,,,0.247307,0.687762,away_fav,day,1,,
2250373,2026-04-25,CLE@TOR,1,F5,ML,,0.3970,HOME,,,PUSH,,,,,,home_fav,day,1,push(tie),
2250375,2026-04-25,MIA@SF,1,F5,ML,,0.4030,HOME,,,PUSH,,,,,,away_fav,day,1,push(tie),
2250376,2026-04-25,COL@NYM,1,F5,ML,,0.3997,HOME,,,,,,,,,home_fav,day,0,not-completed,
2250377,2026-04-25,MIN@TB,1,F5,ML,,0.4085,HOME,,,HOME,1,,,0.166872,0.525094,home_fav,day,1,,
2250378,2026-04-25,WSH@CWS,1,F5,ML,,0.4049,HOME,,,AWAY,0,,,0.354144,0.904115,home_fav,day,1,,
2250379,2026-04-25,ATH@TEX,1,F5,ML,,0.4414,HOME,,,AWAY,0,,,0.312034,0.817804,home_fav,night,1,,
2250380,2026-04-25,LAA@KC,1,F5,ML,,0.3955,HOME,,,HOME,1,,,0.156420,0.503354,home_fav,night,1,,
2250381,2026-04-25,NYY@HOU,1,F5,ML,,0.4275,HOME,,,AWAY,0,,,0.327756,0.849801,away_fav,night,1,,
2250382,2026-04-25,PIT@MIL,1,F5,ML,,0.3833,HOME,,,PUSH,,,,,,home_fav,night,1,push(tie),
2250383,2026-04-25,DET@CIN,1,F5,ML,,0.4095,HOME,,,HOME,1,,,0.167690,0.526786,away_fav,night,1,,
2250384,2026-04-25,CHC@LAD,1,F5,ML,,0.4211,HOME,,,HOME,1,,,0.177325,0.546626,home_fav,night,1,,
2250385,2026-04-25,PHI@ATL,1,F5,ML,,0.4593,HOME,,,AWAY,0,,,0.292356,0.778052,home_fav,night,1,,
2252672,2026-04-25,SD@ARI,1,F5,ML,,0.4181,HOME,,,HOME,1,,,0.174808,0.541457,away_fav,night,1,,
2250386,2026-04-26,BOS@BAL,1,F5,ML,,0.4258,HOME,+120,,AWAY,0,,,0.329706,0.853786,home_fav,day,1,,
2250386,2026-04-26,BOS@BAL,1,F5,RL,,0.5086,AWAY,0.5,,AWAY,1,,,0.241474,0.676093,home_fav,day,1,,
2250386,2026-04-26,BOS@BAL,1,F5,TOTAL,4.00,0.4900,UNDER,3.5,,OVER,0,0.00,0.00,0.260100,0.713350,home_fav,day,1,,
2250387,2026-04-26,PHI@ATL,1,F5,ML,,0.3787,HOME,+156,,HOME,1,,,0.143414,0.475941,home_fav,day,1,,
2250387,2026-04-26,PHI@ATL,1,F5,RL,,0.4519,HOME,0.5,,HOME,1,,,0.204214,0.601298,home_fav,day,1,,
2250387,2026-04-26,PHI@ATL,1,F5,TOTAL,4.50,0.4200,UNDER,4.5,,OVER,0,-1.50,1.50,0.336400,0.867501,home_fav,day,1,,
2250388,2026-04-26,CLE@TOR,1,F5,ML,,0.4088,HOME,+110,,PUSH,,,,,,home_fav,day,1,push(tie),
2250388,2026-04-26,CLE@TOR,1,F5,RL,,0.4823,HOME,0.5,,AWAY,0,,,0.268013,0.729189,home_fav,day,1,,
2250388,2026-04-26,CLE@TOR,1,F5,TOTAL,4.50,0.5000,UNDER,4.5,,UNDER,1,0.50,0.50,0.250000,0.693147,home_fav,day,1,,
2250389,2026-04-26,DET@CIN,1,F5,ML,,0.3975,HOME,-110,,HOME,1,,,0.158006,0.506668,away_fav,day,1,,
2250389,2026-04-26,DET@CIN,1,F5,RL,,0.4710,HOME,0.5,,HOME,1,,,0.221841,0.636767,away_fav,day,1,,
2250389,2026-04-26,DET@CIN,1,F5,TOTAL,5.00,0.4100,UNDER,4.5,,OVER,0,0.00,0.00,0.348100,0.891598,away_fav,day,1,,
2250390,2026-04-26,COL@NYM,1,F5,ML,,0.3674,HOME,+182,,PUSH,,,,,,home_fav,day,1,push(tie),
2250390,2026-04-26,COL@NYM,1,F5,RL,,0.4399,HOME,0.5,,AWAY,0,,,0.313712,0.821208,home_fav,day,1,,
2250390,2026-04-26,COL@NYM,1,F5,TOTAL,4.00,0.4700,UNDER,4.5,,UNDER,1,2.00,2.00,0.220900,0.634878,home_fav,day,1,,
2250391,2026-04-26,MIN@TB,1,F5,ML,,0.4379,HOME,+108,,HOME,1,,,0.191756,0.576076,home_fav,day,1,,
2250391,2026-04-26,MIN@TB,1,F5,RL,,0.5219,AWAY,0.5,,HOME,0,,,0.272380,0.737935,home_fav,day,1,,
2250391,2026-04-26,MIN@TB,1,F5,TOTAL,4.50,0.4300,UNDER,4.5,,UNDER,1,0.50,0.50,0.184900,0.562119,home_fav,day,1,,
2250392,2026-04-26,WSH@CWS,1,F5,ML,,0.4335,HOME,-104,,PUSH,,,,,,home_fav,day,1,push(tie),
2250392,2026-04-26,WSH@CWS,1,F5,RL,,0.5173,AWAY,0.5,,AWAY,1,,,0.232999,0.659132,home_fav,day,1,,
2250392,2026-04-26,WSH@CWS,1,F5,TOTAL,4.00,0.4900,UNDER,4.5,,UNDER,1,4.00,4.00,0.240100,0.673345,home_fav,day,1,,
2250393,2026-04-26,NYY@HOU,1,F5,ML,,0.5102,AWAY,-122,,HOME,0,,,0.260304,0.713758,away_fav,day,1,,
2250393,2026-04-26,NYY@HOU,1,F5,RL,,0.5959,AWAY,-0.5,,HOME,0,,,0.355097,0.906093,away_fav,day,1,,
2250393,2026-04-26,NYY@HOU,1,F5,TOTAL,5.50,0.4400,UNDER,5.5,,OVER,0,-1.50,1.50,0.313600,0.820981,away_fav,day,1,,
2250394,2026-04-26,PIT@MIL,1,F5,ML,,0.4026,HOME,-106,,HOME,1,,,0.162087,0.515168,home_fav,day,1,,
2250394,2026-04-26,PIT@MIL,1,F5,RL,,0.4775,HOME,0.5,,HOME,1,,,0.228006,0.649130,home_fav,day,1,,
2250394,2026-04-26,PIT@MIL,1,F5,TOTAL,4.00,0.5300,OVER,4.5,,OVER,1,-1.00,1.00,0.220900,0.634878,home_fav,day,1,,
2250395,2026-04-26,SEA@STL,1,F5,ML,,0.4531,HOME,-135,,PUSH,,,,,,away_fav,day,1,push(tie),
