gameId,gameDate,modelVersion,date,seed,n_train_games,n_train_final,league_env_mult,T_fg,T_f5,k_factor,hr_factor,total_sd,f5_total_sd,k_method,total_recenter,rl_passthrough,nrfi.mode,p1_version,fitted_through,n_T_fg,n_T_f5,n_k_train,n_hr_train,nrfi.n_train,nrfi.feature_keys,nrfi.beta
2250006,2026-03-25,wf-19288f01-p2d,2026-03-25,True,0,0,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250007,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250008,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250009,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250010,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250011,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250012,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250013,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250014,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250015,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250016,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252284,2026-03-26,wf-19288f01-p2d,2026-03-26,True,1,1,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250017,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250018,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250019,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250020,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250021,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250022,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250023,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252293,2026-03-27,wf-19288f01-p2d,2026-03-27,True,12,12,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250024,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250025,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250026,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250027,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250028,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250029,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250030,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250031,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250032,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250033,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250034,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250035,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250036,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250037,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252307,2026-03-28,wf-19288f01-p2d,2026-03-28,True,20,20,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250038,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250039,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250040,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250041,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250042,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250043,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250044,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250045,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250046,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250047,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250048,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250049,2026-03-29,wf-19288f01-p2d,2026-03-29,True,35,35,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250050,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250051,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250052,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250053,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250054,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250055,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250056,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250057,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250058,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250059,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250060,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250061,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250062,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250063,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252334,2026-03-30,wf-19288f01-p2d,2026-03-30,True,47,47,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250064,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250065,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250066,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250067,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250068,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250069,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250070,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250071,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250072,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250073,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250074,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250075,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250076,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252346,2026-03-31,wf-19288f01-p2d,2026-03-31,True,62,62,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250077,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250078,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250079,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250080,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250081,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250082,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250083,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250084,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250085,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250086,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250087,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250088,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250089,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250090,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252360,2026-04-01,wf-19288f01-p2d,2026-04-01,True,76,76,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250091,2026-04-02,wf-19288f01-p2d,2026-04-02,True,91,91,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250093,2026-04-02,wf-19288f01-p2d,2026-04-02,True,91,91,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2252367,2026-04-02,wf-19288f01-p2d,2026-04-02,True,91,91,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250092,2026-04-03,wf-19288f01-p2d,2026-04-03,True,94,94,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250094,2026-04-03,wf-19288f01-p2d,2026-04-03,True,94,94,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
2250095,2026-04-03,wf-19288f01-p2d,2026-04-03,True,94,94,1.0,1.0,1.0,1.0,1.0,4.5,2.9,ratio_of_means,pOver2=Phi(Phi^-1(pOver1)+(projTotal2-projTotal1)/sd),True,prior_only_passthrough,wf-19288f01-p1,,,,,,,,
