game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,closing_novig_p_away,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2251208,2026-06-30,MIA@COL,1,FG,RL,0.73,,HOME,-1.5/+104,,,AWAY,0,-10.27,10.27,,,away_fav,night,1,,
2251208,2026-06-30,MIA@COL,1,FG,TOTAL,11.01,0.4078,UNDER,11,,,OVER,0,-5.99,5.99,0.350701,0.896978,away_fav,night,1,,
2251209,2026-06-30,LAD@ATH,1,FG,ML,,0.5388,AWAY,-186,,,AWAY,1,,,0.212705,0.618411,away_fav,night,1,,
2251209,2026-06-30,LAD@ATH,1,FG,RL,0.95,,HOME,-1.5/-121,,,AWAY,0,-5.05,5.05,,,away_fav,night,1,,
2251209,2026-06-30,LAD@ATH,1,FG,TOTAL,10.41,0.4425,UNDER,11,,,OVER,0,-1.59,1.59,0.310806,0.815315,away_fav,night,1,,
2251210,2026-06-30,LAA@SEA,1,FG,ML,,0.3909,HOME,+158,,,HOME,1,,,0.152803,0.495773,home_fav,night,1,,
2251210,2026-06-30,LAA@SEA,1,FG,RL,-0.81,,AWAY,+1.5/-143,,,HOME,0,4.19,4.19,,,home_fav,night,1,,
2251210,2026-06-30,LAA@SEA,1,FG,TOTAL,7.32,0.4181,UNDER,7,,,OVER,0,-3.68,3.68,0.338608,0.872035,home_fav,night,1,,
2253564,2026-06-30,SF@ARI,1,FG,ML,,0.4868,HOME,-101,,,HOME,1,,,0.236974,0.667090,away_fav,night,1,,
2253564,2026-06-30,SF@ARI,1,FG,RL,0.19,,HOME,-1.5/+160,,,HOME,1,6.19,6.19,,,away_fav,night,1,,
2253564,2026-06-30,SF@ARI,1,FG,TOTAL,9.23,0.4173,UNDER,9,,,OVER,0,-0.77,0.77,0.339539,0.873950,away_fav,night,1,,
2251211,2026-07-01,CWS@BAL,1,FG,ML,,0.4133,HOME,+129,129,0.4175,HOME,1,,,0.170817,0.533242,home_fav,day,1,,
2251211,2026-07-01,CWS@BAL,1,FG,RL,-0.68,,AWAY,+1.5/-156,1.5/-156,,HOME,0,4.32,4.32,,,home_fav,day,1,,
2251211,2026-07-01,CWS@BAL,1,FG,TOTAL,9.08,0.4064,UNDER,10,10,,UNDER,1,2.08,2.08,0.165161,0.521550,home_fav,day,1,,
2251212,2026-07-01,TEX@CLE,1,FG,ML,,0.4484,HOME,+104,104,0.4687,HOME,1,,,0.201063,0.594932,home_fav,day,1,,
2251212,2026-07-01,TEX@CLE,1,FG,RL,-0.22,,AWAY,+1.5/-209,1.5/-207,,HOME,0,4.78,4.78,,,home_fav,day,1,,
2251212,2026-07-01,TEX@CLE,1,FG,TOTAL,7.66,0.4504,UNDER,7.5,7.5,,OVER,0,-5.34,5.34,0.302060,0.797619,home_fav,day,1,,
2251213,2026-07-01,WSH@BOS,1,FG,ML,,0.3803,HOME,+128,128,0.4198,AWAY,0,,,0.384028,0.966795,home_fav,day,1,,
2251213,2026-07-01,WSH@BOS,1,FG,RL,-1.02,,AWAY,+1.5/-157,1.5/-157,,AWAY,1,-9.02,9.02,,,home_fav,day,1,,
2251213,2026-07-01,WSH@BOS,1,FG,TOTAL,8.19,0.2992,UNDER,9.5,9.5,,OVER,0,-3.81,3.81,0.491121,1.206643,home_fav,day,1,,
2251214,2026-07-01,DET@NYY,1,FG,ML,,0.5169,AWAY,+123,117,0.4406,AWAY,1,,,0.233386,0.659906,home_fav,day,1,,
2251214,2026-07-01,DET@NYY,1,FG,RL,0.54,,AWAY,+1.5/-163,1.5/-163,,AWAY,1,-3.46,3.46,,,home_fav,day,1,,
2251214,2026-07-01,DET@NYY,1,FG,TOTAL,8.40,0.3170,UNDER,9.5,9.5,,UNDER,1,0.40,0.40,0.100489,0.381260,home_fav,day,1,,
2251215,2026-07-01,SD@CHC,1,FG,ML,,0.4535,HOME,+108,108,0.4596,HOME,1,,,0.205662,0.604221,home_fav,day,1,,
2251215,2026-07-01,SD@CHC,1,FG,RL,-0.26,,AWAY,+1.5/-169,1.5/-169,,HOME,0,19.74,19.74,,,home_fav,day,1,,
2251215,2026-07-01,SD@CHC,1,FG,TOTAL,8.42,0.2193,UNDER,12,12,,OVER,0,-17.58,17.58,0.609492,1.517315,home_fav,day,1,,
2251216,2026-07-01,NYM@TOR,1,FG,ML,,0.3763,HOME,-105,-105,0.4892,HOME,1,,,0.141602,0.472086,away_fav,day,1,,
2251216,2026-07-01,NYM@TOR,1,FG,RL,-1.04,,HOME,-1.5/+158,-1.5/+158,,HOME,1,4.96,4.96,,,away_fav,day,1,,
2251216,2026-07-01,NYM@TOR,1,FG,TOTAL,8.26,0.3811,UNDER,8.5,8.5,,OVER,0,-3.74,3.74,0.383037,0.964693,away_fav,day,1,,
2251217,2026-07-01,PIT@PHI,1,FG,ML,,0.4078,HOME,+119,119,0.4362,HOME,1,,,0.166301,0.523911,home_fav,night,1,,
2251217,2026-07-01,PIT@PHI,1,FG,RL,-0.68,,AWAY,+1.5/-180,1.5/-180,,HOME,0,3.32,3.32,,,home_fav,night,1,,
2251217,2026-07-01,PIT@PHI,1,FG,TOTAL,8.14,0.4550,UNDER,8,8,,OVER,0,-7.86,7.86,0.297025,0.787458,home_fav,night,1,,
2251218,2026-07-01,STL@ATL,1,FG,ML,,0.4648,HOME,+117,117,0.4406,HOME,1,,,0.216039,0.625115,home_fav,night,1,,
2251218,2026-07-01,STL@ATL,1,FG,RL,-0.06,,AWAY,+1.5/-179,1.5/-179,,HOME,0,3.94,3.94,,,home_fav,night,1,,
2251218,2026-07-01,STL@ATL,1,FG,TOTAL,8.13,0.3698,UNDER,9,9,,UNDER,1,2.13,2.13,0.136752,0.461718,home_fav,night,1,,
2251219,2026-07-01,TB@KC,1,FG,ML,,0.4820,HOME,-149,-155,0.5809,AWAY,0,,,0.268324,0.729811,away_fav,night,1,,
2251219,2026-07-01,TB@KC,1,FG,RL,0.11,,HOME,-1.5/+101,-1.5/+101,,AWAY,0,-3.89,3.89,,,away_fav,night,1,,
2251219,2026-07-01,TB@KC,1,FG,TOTAL,8.99,0.3652,UNDER,10.5,10.5,,UNDER,1,4.99,4.99,0.133371,0.454445,away_fav,night,1,,
2251220,2026-07-01,MIN@HOU,1,FG,ML,,0.4366,HOME,+129,,,AWAY,0,,,0.317420,0.828738,home_fav,night,1,,
2251220,2026-07-01,MIN@HOU,1,FG,RL,-0.40,,AWAY,+1.5/-168,,,AWAY,1,-5.40,5.40,,,home_fav,night,1,,
2251220,2026-07-01,MIN@HOU,1,FG,TOTAL,8.99,0.4893,UNDER,8.5,,,OVER,0,-2.01,2.01,0.260814,0.714779,home_fav,night,1,,
2251221,2026-07-01,CIN@MIL,1,FG,ML,,0.4286,HOME,+134,,,HOME,1,,,0.183698,0.559666,home_fav,night,1,,
2251221,2026-07-01,CIN@MIL,1,FG,RL,-0.47,,AWAY,+1.5/-156,,,HOME,0,1.53,1.53,,,home_fav,night,1,,
2251221,2026-07-01,CIN@MIL,1,FG,TOTAL,8.47,0.4447,UNDER,9,,,UNDER,1,2.47,2.47,0.197758,0.588247,home_fav,night,1,,
2251222,2026-07-01,MIA@COL,1,FG,ML,,0.5534,AWAY,-144,,,HOME,0,,,0.306252,0.806092,away_fav,night,1,,
2251222,2026-07-01,MIA@COL,1,FG,RL,1.21,,HOME,-1.5/-106,,,HOME,1,4.21,4.21,,,away_fav,night,1,,
2251222,2026-07-01,MIA@COL,1,FG,TOTAL,10.92,0.4405,UNDER,11,,,UNDER,1,1.92,1.92,0.194040,0.580712,away_fav,night,1,,
2251223,2026-07-01,LAD@ATH,1,FG,ML,,0.4654,HOME,-163,,,HOME,1,,,0.216597,0.626236,away_fav,night,1,,
2251223,2026-07-01,LAD@ATH,1,FG,RL,-0.06,,HOME,-1.5/-107,,,HOME,1,5.94,5.94,,,away_fav,night,1,,
2251223,2026-07-01,LAD@ATH,1,FG,TOTAL,10.94,0.5924,OVER,11,,,UNDER,0,2.94,2.94,0.350938,0.897469,away_fav,night,1,,
2253578,2026-07-01,SF@ARI,1,FG,ML,,0.4985,HOME,+114,,,AWAY,0,,,0.251502,0.696152,home_fav,night,1,,
2253578,2026-07-01,SF@ARI,1,FG,RL,0.35,,AWAY,+1.5/-180,,,AWAY,1,-1.65,1.65,,,home_fav,night,1,,
2253578,2026-07-01,SF@ARI,1,FG,TOTAL,9.82,0.4662,UNDER,9.5,,,OVER,0,-0.18,0.18,0.284942,0.763141,home_fav,night,1,,
2251224,2026-07-02,PIT@PHI,1,FG,ML,,0.4256,HOME,+109,113,0.4489,AWAY,0,,,0.329935,0.854255,home_fav,day,1,,
2251224,2026-07-02,PIT@PHI,1,FG,RL,-0.60,,AWAY,+1.5/-175,1.5/-175,,AWAY,1,-5.60,5.60,,,home_fav,day,1,,
2251224,2026-07-02,PIT@PHI,1,FG,TOTAL,10.05,0.4496,UNDER,10.5,10.5,,UNDER,1,3.05,3.05,0.202140,0.597110,home_fav,day,1,,
2251225,2026-07-02,CIN@MIL,1,FG,ML,,0.3628,HOME,+178,178,0.3438,AWAY,0,,,0.406024,1.013904,home_fav,day,1,,
2251225,2026-07-02,CIN@MIL,1,FG,RL,-1.12,,AWAY,+1.5/-136,1.5/-136,,AWAY,1,-6.12,6.12,,,home_fav,day,1,,
2251225,2026-07-02,CIN@MIL,1,FG,TOTAL,7.64,0.5034,OVER,7,7,,OVER,1,-1.36,1.36,0.246612,0.686370,home_fav,day,1,,
2251226,2026-07-02,MIA@COL,1,FG,ML,,0.5028,AWAY,-136,-136,0.5511,HOME,0,,,0.252808,0.698763,away_fav,day,1,,
2251226,2026-07-02,MIA@COL,1,FG,RL,0.62,,HOME,-1.5/+107,-1.5/+108,,HOME,1,10.62,10.62,,,away_fav,day,1,,
2251226,2026-07-02,MIA@COL,1,FG,TOTAL,12.26,0.4648,UNDER,12.5,12.5,,OVER,0,-5.74,5.74,0.286439,0.766148,away_fav,day,1,,
2251227,2026-07-02,CWS@CLE,1,FG,ML,,0.4502,HOME,-101,-101,0.4795,HOME,1,,,0.202680,0.598201,away_fav,night,1,,
2251227,2026-07-02,CWS@CLE,1,FG,RL,-0.21,,HOME,-1.5/+157,-1.5/+155,,HOME,1,0.79,0.79,,,away_fav,night,1,,
2251227,2026-07-02,CWS@CLE,1,FG,TOTAL,7.99,0.4015,UNDER,8.5,8.5,,OVER,0,-3.01,3.01,0.358202,0.912548,away_fav,night,1,,
2251228,2026-07-02,STL@ATL,1,FG,ML,,0.3968,HOME,+103,103,0.4709,AWAY,0,,,0.363850,0.924323,home_fav,night,1,,
2251228,2026-07-02,STL@ATL,1,FG,RL,-0.77,,AWAY,+1.5/-200,-1.5/+163,,AWAY,1,-6.77,6.77,,,home_fav,night,1,,
2251228,2026-07-02,STL@ATL,1,FG,TOTAL,7.77,0.3384,UNDER,9,9,,OVER,0,-8.23,8.23,0.437715,1.083527,home_fav,night,1,,
2251229,2026-07-02,TB@KC,1,FG,ML,,0.5139,AWAY,-123,,,AWAY,1,,,0.236293,0.665727,away_fav,night,1,,
2251229,2026-07-02,TB@KC,1,FG,RL,0.55,,HOME,-1.5/+129,,,AWAY,0,-2.45,2.45,,,away_fav,night,1,,
2251229,2026-07-02,TB@KC,1,FG,TOTAL,8.69,0.3080,UNDER,10,,,UNDER,1,1.69,1.69,0.094864,0.368169,away_fav,night,1,,
2251230,2026-07-02,DET@TEX,1,FG,ML,,0.4438,HOME,-110,,,HOME,1,,,0.196958,0.586627,away_fav,night,1,,
2251230,2026-07-02,DET@TEX,1,FG,RL,-0.27,,HOME,-1.5/+157,,,HOME,1,5.73,5.73,,,away_fav,night,1,,
2251230,2026-07-02,DET@TEX,1,FG,TOTAL,7.41,0.4833,UNDER,7.5,,,OVER,0,-6.59,6.59,0.266979,0.727118,away_fav,night,1,,
2251231,2026-07-02,LAA@SEA,1,FG,ML,,0.3724,HOME,+188,,,HOME,1,,,0.138682,0.465852,home_fav,night,1,,
2251231,2026-07-02,LAA@SEA,1,FG,RL,-0.94,,AWAY,+1.5/-120,,,AWAY,1,0.06,0.06,,,home_fav,night,1,,
2251231,2026-07-02,LAA@SEA,1,FG,TOTAL,6.70,0.3561,UNDER,7,,,UNDER,1,5.70,5.70,0.126807,0.440212,home_fav,night,1,,
2251232,2026-07-02,SD@LAD,1,FG,ML,,0.3660,HOME,+168,,,HOME,1,,,0.133956,0.455706,home_fav,night,1,,
2251232,2026-07-02,SD@LAD,1,FG,RL,-1.29,,AWAY,+1.5/-116,,,HOME,0,3.71,3.71,,,home_fav,night,1,,
2251232,2026-07-02,SD@LAD,1,FG,TOTAL,9.38,0.4759,UNDER,9.5,,,OVER,0,-9.62,9.62,0.274681,0.742548,home_fav,night,1,,
2251233,2026-07-03,STL@CHC,1,FG,ML,,0.4986,HOME,+114,114,0.4470,AWAY,0,,,0.251402,0.695951,home_fav,day,1,,
2251233,2026-07-03,STL@CHC,1,FG,RL,0.39,,AWAY,+1.5/-174,1.5/-174,,AWAY,1,-15.61,15.61,,,home_fav,day,1,,
2251233,2026-07-03,STL@CHC,1,FG,TOTAL,9.46,0.3697,UNDER,10.5,10.5,,OVER,0,-8.54,8.54,0.397278,0.995063,home_fav,day,1,,
2251234,2026-07-03,PIT@WSH,1,FG,ML,,0.3861,HOME,+124,124,0.4266,HOME,1,,,0.149073,0.487923,home_fav,night,1,,
2251234,2026-07-03,PIT@WSH,1,FG,RL,-1.09,,AWAY,+1.5/-169,1.5/-169,,HOME,0,2.91,2.91,,,home_fav,night,1,,
2251234,2026-07-03,PIT@WSH,1,FG,TOTAL,9.85,0.4671,UNDER,9.5,9.5,,OVER,0,-4.15,4.15,0.283982,0.761212,home_fav,night,1,,
2251235,2026-07-03,MIN@NYY,1,FG,ML,,0.4474,HOME,+188,194,0.3252,HOME,1,,,0.200167,0.593121,home_fav,night,1,,
2251235,2026-07-03,MIN@NYY,1,FG,RL,-0.28,,AWAY,+1.5/-106,1.5/-106,,HOME,0,2.72,2.72,,,home_fav,night,1,,
2251235,2026-07-03,MIN@NYY,1,FG,TOTAL,9.54,0.4434,UNDER,10,10,,UNDER,1,2.54,2.54,0.196604,0.585908,home_fav,night,1,,
2251236,2026-07-03,BAL@CIN,1,FG,ML,,0.4928,HOME,-123,-123,0.5270,AWAY,0,,,0.257252,0.707652,away_fav,night,1,,
2251236,2026-07-03,BAL@CIN,1,FG,RL,0.26,,HOME,-1.5/+128,-1.5/+128,,AWAY,0,-2.74,2.74,,,away_fav,night,1,,
2251236,2026-07-03,BAL@CIN,1,FG,TOTAL,9.34,0.4275,UNDER,10.5,10.5,,UNDER,1,6.34,6.34,0.182756,0.557743,away_fav,night,1,,
2251237,2026-07-03,CWS@CLE,1,FG,ML,,0.4217,HOME,+114,114,0.4470,HOME,1,,,0.177831,0.547663,home_fav,night,1,,
2251237,2026-07-03,CWS@CLE,1,FG,RL,-0.53,,AWAY,+1.5/-180,1.5/-180,,AWAY,1,0.47,0.47,,,home_fav,night,1,,
2251237,2026-07-03,CWS@CLE,1,FG,TOTAL,8.29,0.4292,UNDER,8,8,,UNDER,1,1.29,1.29,0.184213,0.560716,home_fav,night,1,,
2251238,2026-07-03,NYM@ATL,1,FG,ML,,0.4519,HOME,-101,-101,0.4795,HOME,1,,,0.204214,0.601298,away_fav,night,1,,
2251238,2026-07-03,NYM@ATL,1,FG,RL,-0.21,,HOME,-1.5/+161,-1.5/+161,,HOME,1,1.79,1.79,,,away_fav,night,1,,
2251238,2026-07-03,NYM@ATL,1,FG,TOTAL,7.95,0.3093,UNDER,9,9,,UNDER,1,-0.05,0.05,0.095666,0.370050,away_fav,night,1,,
2251239,2026-07-03,SF@COL,1,FG,ML,,0.5371,AWAY,-160,,,HOME,0,,,0.288476,0.770244,away_fav,night,1,,
2251239,2026-07-03,SF@COL,1,FG,RL,0.95,,HOME,-1.5/-104,,,HOME,1,12.95,12.95,,,away_fav,night,1,,
2251239,2026-07-03,SF@COL,1,FG,TOTAL,10.45,0.4450,UNDER,11.5,,,OVER,0,-7.55,7.55,0.308025,0.809681,away_fav,night,1,,
2251240,2026-07-03,TB@HOU,1,FG,ML,,0.4592,HOME,-110,,,AWAY,0,,,0.292465,0.778269,away_fav,night,1,,
2251240,2026-07-03,TB@HOU,1,FG,RL,-0.11,,HOME,-1.5/+148,,,AWAY,0,-2.11,2.11,,,away_fav,night,1,,
2251240,2026-07-03,TB@HOU,1,FG,TOTAL,8.80,0.4742,UNDER,9,,,UNDER,1,4.80,4.80,0.224866,0.642834,away_fav,night,1,,
2251241,2026-07-03,BOS@LAA,1,FG,ML,,0.4274,HOME,-105,,,AWAY,0,,,0.327871,0.850035,away_fav,night,1,,
2251241,2026-07-03,BOS@LAA,1,FG,RL,-0.46,,HOME,-1.5/+164,,,AWAY,0,-3.46,3.46,,,away_fav,night,1,,
2251241,2026-07-03,BOS@LAA,1,FG,TOTAL,7.83,0.4270,UNDER,7.5,,,UNDER,1,0.83,0.83,0.182329,0.556870,away_fav,night,1,,
2251242,2026-07-03,MIA@ATH,1,FG,ML,,0.4619,HOME,+119,,,AWAY,0,,,0.289552,0.772407,home_fav,night,1,,
2251242,2026-07-03,MIA@ATH,1,FG,RL,-0.16,,AWAY,+1.5/-168,,,AWAY,1,-7.16,7.16,,,home_fav,night,1,,
2251242,2026-07-03,MIA@ATH,1,FG,TOTAL,10.48,0.4482,UNDER,10.5,,,OVER,0,-6.52,6.52,0.304483,0.802516,home_fav,night,1,,
2251243,2026-07-03,SD@LAD,1,FG,ML,,0.3460,HOME,+215,,,HOME,1,,,0.119716,0.424648,home_fav,night,1,,
2251243,2026-07-03,SD@LAD,1,FG,RL,-1.33,,AWAY,+1.5/+104,,,AWAY,1,-0.33,0.33,,,home_fav,night,1,,
2251243,2026-07-03,SD@LAD,1,FG,TOTAL,7.79,0.4228,UNDER,8,,,UNDER,1,0.79,0.79,0.178760,0.549566,home_fav,night,1,,
2251244,2026-07-03,TOR@SEA,1,FG,ML,,0.4622,HOME,-131,,,AWAY,0,,,0.289229,0.771758,away_fav,night,1,,
2251244,2026-07-03,TOR@SEA,1,FG,RL,-0.07,,HOME,-1.5/+135,,,AWAY,0,-2.07,2.07,,,away_fav,night,1,,
2251244,2026-07-03,TOR@SEA,1,FG,TOTAL,7.05,0.3907,UNDER,7,,,UNDER,1,5.05,5.05,0.152646,0.495445,away_fav,night,1,,
2253598,2026-07-03,MIL@ARI,1,FG,ML,,0.4582,HOME,-137,,,AWAY,0,,,0.293547,0.780450,away_fav,night,1,,
2253598,2026-07-03,MIL@ARI,1,FG,RL,-0.13,,HOME,-1.5/+122,,,AWAY,0,-3.13,3.13,,,away_fav,night,1,,
2253598,2026-07-03,MIL@ARI,1,FG,TOTAL,8.89,0.4822,UNDER,8.5,,,OVER,0,-2.11,2.11,0.268117,0.729396,away_fav,night,1,,
2251245,2026-07-04,PIT@WSH,1,FG,ML,,0.5281,AWAY,-157,-162,0.5913,AWAY,1,,,0.222690,0.638470,away_fav,day,1,,
2251245,2026-07-04,PIT@WSH,1,FG,RL,0.80,,HOME,-1.5/-104,-1.5/-102,,AWAY,0,-5.20,5.20,,,away_fav,day,1,,
2251245,2026-07-04,PIT@WSH,1,FG,TOTAL,10.66,0.5295,OVER,10.5,10.5,,UNDER,0,2.66,2.66,0.280370,0.753959,away_fav,day,1,,
2251246,2026-07-04,MIN@NYY,1,FG,ML,,0.4146,HOME,+129,124,0.4273,AWAY,0,,,0.342693,0.880441,home_fav,day,1,,
2251246,2026-07-04,MIN@NYY,1,FG,RL,-0.67,,AWAY,+1.5/-155,1.5/-155,,AWAY,1,-7.67,7.67,,,home_fav,day,1,,
2251246,2026-07-04,MIN@NYY,1,FG,TOTAL,8.89,0.3570,UNDER,10.5,10.5,,OVER,0,-6.11,6.11,0.413449,1.030019,home_fav,day,1,,
2251247,2026-07-04,DET@TEX,1,FG,ML,,0.4321,HOME,-121,-121,0.5227,AWAY,0,,,0.322510,0.839098,away_fav,day,1,,
2251247,2026-07-04,DET@TEX,1,FG,RL,-0.39,,HOME,-1.5/+134,-1.5/+134,,AWAY,0,-3.39,3.39,,,away_fav,day,1,,
2251247,2026-07-04,DET@TEX,1,FG,TOTAL,7.71,0.4165,UNDER,8.5,8.5,,UNDER,1,4.71,4.71,0.173472,0.538711,away_fav,day,1,,
2251248,2026-07-04,TOR@SEA,1,FG,ML,,0.4431,HOME,+140,140,0.3988,HOME,1,,,0.196338,0.585370,home_fav,day,1,,
2251248,2026-07-04,TOR@SEA,1,FG,RL,-0.26,,AWAY,+1.5/-149,1.5/-149,,HOME,0,10.74,10.74,,,home_fav,day,1,,
2251248,2026-07-04,TOR@SEA,1,FG,TOTAL,6.77,0.3629,UNDER,7.5,7.5,,OVER,0,-4.23,4.23,0.405896,1.013628,home_fav,day,1,,
2251249,2026-07-04,BAL@CIN,1,FG,ML,,0.4165,HOME,+109,105,0.4667,AWAY,0,,,0.340472,0.875869,home_fav,night,1,,
2251249,2026-07-04,BAL@CIN,1,FG,RL,-0.57,,AWAY,+1.5/-188,1.5/-192,,AWAY,1,-3.57,3.57,,,home_fav,night,1,,
2251249,2026-07-04,BAL@CIN,1,FG,TOTAL,7.91,0.3513,UNDER,9,9,,OVER,0,-5.09,5.09,0.420812,1.046115,home_fav,night,1,,
2251250,2026-07-04,TB@HOU,1,FG,ML,,0.4795,HOME,-102,-102,0.4826,HOME,1,,,0.229920,0.652965,away_fav,night,1,,
2251250,2026-07-04,TB@HOU,1,FG,RL,0.09,,HOME,-1.5/+163,-1.5/+163,,HOME,1,2.09,2.09,,,away_fav,night,1,,
2251250,2026-07-04,TB@HOU,1,FG,TOTAL,7.62,0.4457,UNDER,7,7,,OVER,0,-10.38,10.38,0.307248,0.808109,away_fav,night,1,,
2251251,2026-07-04,CWS@CLE,1,FG,ML,,0.4213,HOME,+123,123,0.4290,AWAY,0,,,0.334894,0.864410,home_fav,night,1,,
2251251,2026-07-04,CWS@CLE,1,FG,RL,-0.50,,AWAY,+1.5/-190,1.5/-190,,AWAY,1,-2.50,2.50,,,home_fav,night,1,,
2251251,2026-07-04,CWS@CLE,1,FG,TOTAL,7.47,0.4326,UNDER,7.5,7.5,,UNDER,1,3.47,3.47,0.187143,0.566691,home_fav,night,1,,
2251252,2026-07-04,STL@CHC,1,FG,ML,,0.3891,HOME,+141,,,AWAY,0,,,0.373199,0.943919,home_fav,night,1,,
2251252,2026-07-04,STL@CHC,1,FG,RL,-0.96,,AWAY,+1.5/-149,,,AWAY,1,-3.96,3.96,,,home_fav,night,1,,
2251252,2026-07-04,STL@CHC,1,FG,TOTAL,8.94,0.4846,UNDER,8,,,UNDER,1,5.94,5.94,0.234837,0.662812,home_fav,night,1,,
2251253,2026-07-04,NYM@ATL,1,FG,ML,,0.4145,HOME,+158,,,HOME,1,,,0.171810,0.535289,home_fav,night,1,,
2251253,2026-07-04,NYM@ATL,1,FG,RL,-0.59,,AWAY,+1.5/-136,,,HOME,0,10.41,10.41,,,home_fav,night,1,,
2251253,2026-07-04,NYM@ATL,1,FG,TOTAL,7.80,0.4237,UNDER,8,,,OVER,0,-9.20,9.20,0.332122,0.858730,home_fav,night,1,,
2251254,2026-07-04,SF@COL,1,FG,ML,,0.5273,AWAY,-131,,,AWAY,1,,,0.223445,0.639986,away_fav,night,1,,
2251254,2026-07-04,SF@COL,1,FG,RL,0.86,,HOME,-1.5/+113,,,AWAY,0,-1.14,1.14,,,away_fav,night,1,,
2251254,2026-07-04,SF@COL,1,FG,TOTAL,10.56,0.3758,UNDER,12.5,,,UNDER,1,0.56,0.56,0.141226,0.471284,away_fav,night,1,,
2251255,2026-07-04,PHI@KC,1,FG,ML,,0.4519,HOME,-156,,,AWAY,0,,,0.300414,0.794294,away_fav,night,1,,
2251255,2026-07-04,PHI@KC,1,FG,RL,-0.19,,HOME,-1.5/+104,,,AWAY,0,-5.19,5.19,,,away_fav,night,1,,
2251255,2026-07-04,PHI@KC,1,FG,TOTAL,8.26,0.3825,UNDER,9,,,UNDER,1,1.26,1.26,0.146306,0.482076,away_fav,night,1,,
2251256,2026-07-04,BOS@LAA,1,FG,ML,,0.5148,AWAY,-175,,,AWAY,1,,,0.235419,0.663977,away_fav,night,1,,
2251256,2026-07-04,BOS@LAA,1,FG,RL,0.52,,HOME,-1.5/-105,,,AWAY,0,-6.48,6.48,,,away_fav,night,1,,
2251256,2026-07-04,BOS@LAA,1,FG,TOTAL,8.66,0.4609,UNDER,8.5,,,OVER,0,-0.34,0.34,0.290629,0.774574,away_fav,night,1,,
2251257,2026-07-04,MIA@ATH,1,FG,ML,,0.5165,AWAY,-143,,,AWAY,1,,,0.233772,0.660680,away_fav,night,1,,
2251257,2026-07-04,MIA@ATH,1,FG,RL,0.73,,HOME,-1.5/+113,,,AWAY,0,-4.27,4.27,,,away_fav,night,1,,
2251257,2026-07-04,MIA@ATH,1,FG,TOTAL,11.35,0.4713,UNDER,11.5,,,UNDER,1,2.35,2.35,0.222124,0.637334,away_fav,night,1,,
2251258,2026-07-04,SD@LAD,1,FG,ML,,0.3102,HOME,+215,,,HOME,1,,,0.096224,0.371354,home_fav,night,1,,
2251258,2026-07-04,SD@LAD,1,FG,RL,-1.98,,HOME,+1.5/+102,,,HOME,1,1.02,1.02,,,home_fav,night,1,,
2251258,2026-07-04,SD@LAD,1,FG,TOTAL,9.38,0.5203,OVER,8.5,,,UNDER,0,6.38,6.38,0.270712,0.734594,home_fav,night,1,,
2253614,2026-07-04,MIL@ARI,1,FG,ML,,0.6082,AWAY,-163,,,HOME,0,,,0.369907,0.937004,away_fav,night,1,,
2253614,2026-07-04,MIL@ARI,1,FG,RL,1.64,,AWAY,-1.5/-102,,,HOME,0,2.64,2.64,,,away_fav,night,1,,
2253614,2026-07-04,MIL@ARI,1,FG,TOTAL,8.92,0.4362,UNDER,9.5,,,UNDER,1,1.92,1.92,0.190270,0.573056,away_fav,night,1,,
2251259,2026-07-05,NYM@ATL,1,FG,ML,,0.4577,HOME,-117,102,0.4739,AWAY,0,,,0.294089,0.781541,away_fav,day,1,,
2251259,2026-07-05,NYM@ATL,1,FG,RL,-0.13,,HOME,-1.5/+143,-1.5/+165,,HOME,1,-1.13,1.13,,,away_fav,day,1,,
2251259,2026-07-05,NYM@ATL,1,FG,TOTAL,7.61,0.3675,UNDER,8.5,8.5,,OVER,0,-11.39,11.39,0.400056,1.001032,away_fav,day,1,,
2251260,2026-07-05,BAL@CIN,1,FG,ML,,0.4961,HOME,-118,-118,0.5174,HOME,1,,,0.246115,0.685377,away_fav,day,1,,
2251260,2026-07-05,BAL@CIN,1,FG,RL,0.27,,HOME,-1.5/+134,-1.5/+134,,HOME,1,1.27,1.27,,,away_fav,day,1,,
2251260,2026-07-05,BAL@CIN,1,FG,TOTAL,8.71,0.3419,UNDER,10,10,,UNDER,1,3.71,3.71,0.116896,0.418398,away_fav,day,1,,
2251261,2026-07-05,PIT@WSH,1,FG,ML,,0.4621,HOME,+115,115,0.4451,AWAY,0,,,0.289336,0.771974,home_fav,day,1,,
2251261,2026-07-05,PIT@WSH,1,FG,RL,-0.14,,AWAY,+1.5/-170,1.5/-170,,AWAY,1,-6.14,6.14,,,home_fav,day,1,,
2251261,2026-07-05,PIT@WSH,1,FG,TOTAL,10.82,0.5075,OVER,10,10,,OVER,1,-5.18,5.18,0.242556,0.678259,home_fav,day,1,,
2251262,2026-07-05,MIN@NYY,1,FG,ML,,0.4281,HOME,+113,114,0.4470,AWAY,0,,,0.327070,0.848398,home_fav,day,1,,
2251262,2026-07-05,MIN@NYY,1,FG,RL,-0.48,,AWAY,+1.5/-188,1.5/-191,,AWAY,1,-5.48,5.48,,,home_fav,day,1,,
