game_id,date,teams,game_no,market,sub_market,projected_value,projected_probability,pick,line_at_projection,closing_line,closing_novig_p_away,actual_outcome,correct,signed_error,abs_error,brier,logloss,fav,day_night,completed,notes,stored_correct
2250304,2026-04-19,STL@HOU,1,FG,ML,,0.4269,HOME,+128,128,0.4198,AWAY,0,,,0.328444,0.851205,home_fav,day,1,,
2250304,2026-04-19,STL@HOU,1,FG,RL,-0.91,,AWAY,+1.5/+131,1.5/-158,,AWAY,1,-2.91,2.91,,,home_fav,day,1,,
2250304,2026-04-19,STL@HOU,1,FG,TOTAL,9.00,0.4931,UNDER,9,9,,OVER,0,-3.00,3.00,0.256948,0.707043,home_fav,day,1,,
2250305,2026-04-19,CIN@MIN,1,FG,ML,,0.4920,HOME,-105,-105,0.4892,AWAY,0,,,0.258064,0.709277,away_fav,day,1,,
2250305,2026-04-19,CIN@MIN,1,FG,RL,-0.09,,HOME,-1.5/-184,-1.5/+153,,AWAY,0,-3.09,3.09,,,away_fav,day,1,,
2250305,2026-04-19,CIN@MIN,1,FG,TOTAL,8.00,0.5605,OVER,8,8,,OVER,1,-3.00,3.00,0.193160,0.578926,away_fav,day,1,,
2250306,2026-04-19,NYM@CHC,1,FG,ML,,0.4166,HOME,+119,113,0.4489,HOME,1,,,0.173556,0.538882,home_fav,day,1,,
2250306,2026-04-19,NYM@CHC,1,FG,RL,-1.00,,AWAY,+1.5/+153,1.5/-186,,AWAY,1,0.00,0.00,,,home_fav,day,1,,
2250306,2026-04-19,NYM@CHC,1,FG,TOTAL,8.00,0.5363,OVER,8,8,,UNDER,0,5.00,5.00,0.287618,0.768517,home_fav,day,1,,
2250307,2026-04-19,LAD@COL,1,FG,ML,,0.5452,AWAY,-219,-207,0.6446,HOME,0,,,0.297243,0.787898,away_fav,day,1,,
2250307,2026-04-19,LAD@COL,1,FG,RL,0.74,,HOME,-1.5/-143,-1.5/-143,,HOME,1,3.74,3.74,,,away_fav,day,1,,
2250307,2026-04-19,LAD@COL,1,FG,TOTAL,11.50,0.4393,UNDER,11.5,12,,OVER,0,-3.50,3.50,0.314384,0.822573,away_fav,day,1,,
2250308,2026-04-19,CWS@ATH,1,FG,ML,,0.4385,HOME,+135,135,0.4071,AWAY,0,,,0.315282,0.824395,home_fav,day,1,,
2250308,2026-04-19,CWS@ATH,1,FG,RL,-0.83,,AWAY,+1.5/+129,1.5/-149,,AWAY,1,-3.83,3.83,,,home_fav,day,1,,
2250308,2026-04-19,CWS@ATH,1,FG,TOTAL,9.50,0.4940,UNDER,9.5,9.5,,OVER,0,-1.50,1.50,0.256036,0.705220,home_fav,day,1,,
2250309,2026-04-19,SD@LAA,1,FG,ML,,0.4775,HOME,-149,-149,0.5716,AWAY,0,,,0.273006,0.739191,away_fav,day,1,,
2250309,2026-04-19,SD@LAA,1,FG,RL,-0.27,,HOME,-1.5/-131,-1.5/+113,,HOME,1,-1.27,1.27,,,away_fav,day,1,,
2250309,2026-04-19,SD@LAA,1,FG,TOTAL,9.00,0.4735,UNDER,9,9,,UNDER,1,6.00,6.00,0.224202,0.641504,away_fav,day,1,,
2250310,2026-04-19,TEX@SEA,1,FG,ML,,0.3877,HOME,+119,119,0.4369,HOME,1,,,0.150311,0.490533,home_fav,day,1,,
2250310,2026-04-19,TEX@SEA,1,FG,RL,-1.18,,AWAY,+1.5/+159,1.5/-199,,HOME,0,1.82,1.82,,,home_fav,day,1,,
2250310,2026-04-19,TEX@SEA,1,FG,TOTAL,7.50,0.5067,OVER,7.5,7.5,,UNDER,0,0.50,0.50,0.256745,0.706638,home_fav,day,1,,
2250311,2026-04-19,ATL@PHI,1,FG,ML,,0.4371,HOME,-118,-118,0.5174,AWAY,0,,,0.316856,0.827593,away_fav,night,1,actual-from-schedule,
2250311,2026-04-19,ATL@PHI,1,FG,RL,-0.79,,HOME,-1.5/-166,-1.5/+137,,AWAY,0,-2.79,2.79,,,away_fav,night,1,,
2250311,2026-04-19,ATL@PHI,1,FG,TOTAL,8.00,0.5909,OVER,8,8,,UNDER,0,2.00,2.00,0.349163,0.893796,away_fav,night,1,,
2252600,2026-04-19,TOR@ARI,1,FG,ML,,0.4673,HOME,-117,-117,0.5152,AWAY,0,,,0.283769,0.760784,away_fav,day,1,,
2252600,2026-04-19,TOR@ARI,1,FG,RL,-0.40,,HOME,-1.5/-180,-1.5/+148,,AWAY,0,-6.40,6.40,,,away_fav,day,1,,
2252600,2026-04-19,TOR@ARI,1,FG,TOTAL,8.00,0.5715,OVER,8,8,,OVER,1,-6.00,6.00,0.183612,0.559491,away_fav,day,1,,
2250312,2026-04-20,DET@BOS,1,FG,ML,,0.4803,HOME,+119,113,0.4489,HOME,1,,,0.230688,0.654504,home_fav,day,1,actual-from-schedule,
2250312,2026-04-20,DET@BOS,1,FG,RL,-0.23,,AWAY,+1.5/+149,1.5/-194,,HOME,0,1.77,1.77,,,home_fav,day,1,,
2250312,2026-04-20,DET@BOS,1,FG,TOTAL,8.00,0.5217,OVER,8,8.5,,OVER,1,-6.00,6.00,0.228771,0.650663,home_fav,day,1,,
2250313,2026-04-20,HOU@CLE,1,FG,ML,,0.4607,HOME,+113,113,0.4489,AWAY,0,,,0.290844,0.775008,home_fav,night,1,,
2250313,2026-04-20,HOU@CLE,1,FG,RL,-0.41,,AWAY,+1.5/+159,1.5/-186,,AWAY,1,-7.41,7.41,,,home_fav,night,1,,
2250313,2026-04-20,HOU@CLE,1,FG,TOTAL,7.50,0.3622,UNDER,7.5,7,,OVER,0,-3.50,3.50,0.406789,1.015559,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,FG,ML,,0.4611,HOME,+109,104,0.4679,AWAY,0,,,0.290413,0.774140,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,FG,RL,-0.45,,AWAY,+1.5/+163,-1.5/+162,,AWAY,1,-5.45,5.45,,,home_fav,night,1,,
2250314,2026-04-20,CIN@TB,1,FG,TOTAL,8.00,0.5536,OVER,8,8,,UNDER,0,1.00,1.00,0.306473,0.806540,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,FG,ML,,0.4671,HOME,+114,114,0.4470,HOME,1,,,0.218182,0.629421,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,FG,RL,-0.39,,AWAY,+1.5/+155,1.5/-188,,HOME,0,1.61,1.61,,,home_fav,night,1,,
2250315,2026-04-20,STL@MIA,1,FG,TOTAL,8.50,0.5156,OVER,8.5,8.5,,UNDER,0,0.50,0.50,0.265843,0.724844,home_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,FG,ML,,0.5343,AWAY,-156,-156,0.5825,AWAY,1,,,0.216876,0.626798,away_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,FG,RL,0.44,,HOME,-1.5/-131,-1.5/+109,,AWAY,0,-4.56,4.56,,,away_fav,night,1,,
2250316,2026-04-20,ATL@WSH,1,FG,TOTAL,8.00,0.5697,OVER,8,8,,OVER,1,-5.00,5.00,0.185158,0.562645,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,FG,ML,,0.5764,AWAY,-115,,,AWAY,1,,,0.179437,0.550953,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,FG,RL,0.84,,HOME,-1.5/-168,,,AWAY,0,-1.16,1.16,,,away_fav,night,1,,
2250317,2026-04-20,BAL@KC,1,FG,TOTAL,9.00,0.4163,UNDER,9,,,OVER,0,-3.00,3.00,0.340706,0.876349,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,FG,ML,,0.4578,HOME,-107,,,HOME,1,,,0.209581,0.612120,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,FG,RL,-0.49,,HOME,-1.5/-180,,,HOME,1,3.51,3.51,,,away_fav,night,1,,
2250318,2026-04-20,PHI@CHC,1,FG,TOTAL,7.50,0.4665,UNDER,7.5,,,UNDER,1,1.50,1.50,0.217622,0.628296,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,FG,ML,,0.5198,AWAY,-219,,,AWAY,1,,,0.230592,0.654311,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,FG,RL,0.37,,HOME,-1.5/-149,,,AWAY,0,-8.63,8.63,,,away_fav,night,1,,
2250319,2026-04-20,LAD@COL,1,FG,TOTAL,12.00,0.4137,UNDER,12,,,OVER,0,-3.00,3.00,0.343748,0.882614,away_fav,night,1,,
2250320,2026-04-20,TOR@LAA,1,FG,ML,,0.5004,AWAY,-115,,,AWAY,1,,,0.249600,0.692348,away_fav,night,1,,
2250320,2026-04-20,TOR@LAA,1,FG,RL,0.00,,HOME,-1.5/-175,,,AWAY,0,-3.00,3.00,,,away_fav,night,1,,
2250320,2026-04-20,TOR@LAA,1,FG,TOTAL,7.50,0.6016,OVER,7.5,,,UNDER,0,0.50,0.50,0.361923,0.920299,away_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,FG,ML,,0.4459,HOME,+124,,,AWAY,0,,,0.307027,0.807661,home_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,FG,RL,-0.62,,AWAY,+1.5/+137,,,AWAY,1,-2.62,2.62,,,home_fav,night,1,,
2250321,2026-04-20,ATH@SEA,1,FG,TOTAL,8.00,0.4506,UNDER,8,,,OVER,0,-2.00,2.00,0.301840,0.797175,home_fav,night,1,,
2250322,2026-04-21,HOU@CLE,1,FG,ML,,0.5011,AWAY,+129,129,0.4175,HOME,0,,,0.251101,0.695350,home_fav,night,1,,
2250322,2026-04-21,HOU@CLE,1,FG,RL,0.02,,AWAY,+1.5/+135,1.5/-156,,HOME,0,3.02,3.02,,,home_fav,night,1,,
2250322,2026-04-21,HOU@CLE,1,FG,TOTAL,8.50,0.4353,UNDER,8.5,9,,OVER,0,-4.50,4.50,0.318886,0.831720,home_fav,night,1,,
2250323,2026-04-21,CIN@TB,1,FG,ML,,0.4260,HOME,-110,-110,0.5000,AWAY,0,,,0.329476,0.853316,away_fav,night,1,,
2250323,2026-04-21,CIN@TB,1,FG,RL,-0.82,,HOME,-1.5/-180,-1.5/+148,,AWAY,0,-6.82,6.82,,,away_fav,night,1,,
2250323,2026-04-21,CIN@TB,1,FG,TOTAL,7.50,0.5044,OVER,7.5,7.5,,OVER,1,-10.50,10.50,0.245619,0.684386,away_fav,night,1,,
2250324,2026-04-21,STL@MIA,1,FG,ML,,0.4409,HOME,+102,102,0.4739,AWAY,0,,,0.312593,0.818937,home_fav,night,1,,
2250324,2026-04-21,STL@MIA,1,FG,RL,-0.71,,HOME,-1.5/+155,-1.5/+155,,AWAY,0,-2.71,2.71,,,home_fav,night,1,,
2250324,2026-04-21,STL@MIA,1,FG,TOTAL,8.50,0.5265,OVER,8.5,8.5,,UNDER,0,0.50,0.50,0.277202,0.747603,home_fav,night,1,,
2250325,2026-04-21,MIL@DET,1,FG,ML,,0.4749,HOME,-108,-108,0.4957,AWAY,0,,,0.275730,0.744651,away_fav,night,1,,
2250325,2026-04-21,MIL@DET,1,FG,RL,-0.32,,HOME,-1.5/-177,-1.5/+147,,AWAY,0,-8.32,8.32,,,away_fav,night,1,,
2250325,2026-04-21,MIL@DET,1,FG,TOTAL,8.00,0.5316,OVER,8,8,,OVER,1,-8.00,8.00,0.219399,0.631864,away_fav,night,1,,
2250326,2026-04-21,ATL@WSH,1,FG,ML,,0.4862,HOME,-156,-163,0.5929,HOME,1,,,0.236390,0.665921,away_fav,night,1,,
2250326,2026-04-21,ATL@WSH,1,FG,RL,-0.17,,HOME,-1.5/-126,-1.5/+104,,HOME,1,6.83,6.83,,,away_fav,night,1,,
2250326,2026-04-21,ATL@WSH,1,FG,TOTAL,8.50,0.5333,OVER,8.5,8.5,,OVER,1,-6.50,6.50,0.217809,0.628671,away_fav,night,1,,
2250327,2026-04-21,NYY@BOS,1,FG,ML,,0.4654,HOME,+100,100,0.4773,AWAY,0,,,0.285797,0.764858,home_fav,night,1,,
2250327,2026-04-21,NYY@BOS,1,FG,RL,-0.39,,HOME,-1.5/+161,-1.5/+161,,AWAY,0,-4.39,4.39,,,home_fav,night,1,,
2250327,2026-04-21,NYY@BOS,1,FG,TOTAL,8.50,0.4230,UNDER,8.5,8.5,,UNDER,1,4.50,4.50,0.178929,0.549913,home_fav,night,1,,
2250328,2026-04-21,MIN@NYM,1,FG,ML,,0.3926,HOME,+135,135,0.4071,AWAY,0,,,0.368935,0.934964,home_fav,night,1,,
2250328,2026-04-21,MIN@NYM,1,FG,RL,-1.28,,AWAY,+1.5/+139,1.5/-163,,AWAY,1,-3.28,3.28,,,home_fav,night,1,,
2250328,2026-04-21,MIN@NYM,1,FG,TOTAL,7.50,0.5591,OVER,7.5,7.5,,OVER,1,-0.50,0.50,0.194393,0.581427,home_fav,night,1,,
2250329,2026-04-21,BAL@KC,1,FG,ML,,0.4485,HOME,+109,109,0.4576,HOME,1,,,0.201152,0.595113,home_fav,night,1,,
2250329,2026-04-21,BAL@KC,1,FG,RL,-0.55,,AWAY,+1.5/+159,1.5/-194,,AWAY,1,0.45,0.45,,,home_fav,night,1,,
2250329,2026-04-21,BAL@KC,1,FG,TOTAL,9.00,0.2857,UNDER,9,9,,OVER,0,-2.00,2.00,0.510224,1.252813,home_fav,night,1,,
2250330,2026-04-21,PHI@CHC,1,FG,ML,,0.4753,HOME,+109,104,0.4679,HOME,1,,,0.225910,0.644929,home_fav,night,1,,
2250330,2026-04-21,PHI@CHC,1,FG,RL,-0.28,,AWAY,+1.5/+159,-1.5/+157,,HOME,0,2.72,2.72,,,home_fav,night,1,,
2250330,2026-04-21,PHI@CHC,1,FG,TOTAL,8.50,0.4428,UNDER,8.5,8.5,,OVER,0,-2.50,2.50,0.310472,0.814637,home_fav,night,1,,
2250333,2026-04-21,TOR@LAA,1,FG,ML,,0.5916,AWAY,-105,,,AWAY,1,,,0.166791,0.524925,away_fav,night,1,,
2250333,2026-04-21,TOR@LAA,1,FG,RL,1.29,,HOME,-1.5/-177,,,AWAY,0,-0.71,0.71,,,away_fav,night,1,,
2250333,2026-04-21,TOR@LAA,1,FG,TOTAL,9.00,0.5533,OVER,9,,,UNDER,0,3.00,3.00,0.306141,0.805868,away_fav,night,1,,
2250334,2026-04-21,ATH@SEA,1,FG,ML,,0.4323,HOME,+143,,,AWAY,0,,,0.322283,0.838635,home_fav,night,1,,
2250334,2026-04-21,ATH@SEA,1,FG,RL,-0.71,,AWAY,+1.5/+124,,,AWAY,1,-3.71,3.71,,,home_fav,night,1,,
2250334,2026-04-21,ATH@SEA,1,FG,TOTAL,8.00,0.4604,UNDER,8,,,UNDER,1,1.00,1.00,0.211968,0.616927,home_fav,night,1,,
2250335,2026-04-21,LAD@SF,1,FG,ML,,0.5284,AWAY,-186,,,HOME,0,,,0.279207,0.751624,away_fav,night,1,,
2250335,2026-04-21,LAD@SF,1,FG,RL,0.31,,HOME,-1.5/-118,,,HOME,1,2.31,2.31,,,away_fav,night,1,,
2250335,2026-04-21,LAD@SF,1,FG,TOTAL,7.50,0.4922,UNDER,7.5,,,UNDER,1,3.50,3.50,0.242261,0.677668,away_fav,night,1,,
2252625,2026-04-21,CWS@ARI,1,FG,ML,,0.3891,HOME,+129,,,AWAY,0,,,0.373199,0.943919,home_fav,night,1,,
2252625,2026-04-21,CWS@ARI,1,FG,RL,-1.50,,HOME,+1.5/+135,,,AWAY,0,-7.50,7.50,,,home_fav,night,1,,
2252625,2026-04-21,CWS@ARI,1,FG,TOTAL,9.00,0.5076,OVER,9,,,OVER,1,-7.00,7.00,0.242458,0.678062,home_fav,night,1,,
2250336,2026-04-22,STL@MIA,1,FG,ML,,0.4627,HOME,+119,123,0.4284,HOME,1,,,0.214091,0.621199,home_fav,day,1,actual-from-schedule,
2250336,2026-04-22,STL@MIA,1,FG,RL,-0.40,,AWAY,+1.5/+148,1.5/-168,,HOME,0,2.60,2.60,,,home_fav,day,1,,
2250336,2026-04-22,STL@MIA,1,FG,TOTAL,8.00,0.4605,UNDER,8,8,,UNDER,1,3.00,3.00,0.212060,0.617112,home_fav,day,1,,
2250337,2026-04-22,HOU@CLE,1,FG,ML,,0.4411,HOME,+135,139,0.4003,AWAY,0,,,0.312369,0.818484,home_fav,day,1,,
2250337,2026-04-22,HOU@CLE,1,FG,RL,-0.63,,AWAY,+1.5/+140,1.5/-156,,AWAY,1,-2.63,2.63,,,home_fav,day,1,,
2250337,2026-04-22,HOU@CLE,1,FG,TOTAL,8.00,0.4117,UNDER,8,8,,UNDER,1,6.00,6.00,0.169497,0.530518,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,FG,ML,,0.4734,HOME,+119,119,0.4369,HOME,1,,,0.224108,0.641314,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,FG,RL,-0.31,,AWAY,+1.5/+148,1.5/-181,,HOME,0,4.69,4.69,,,home_fav,day,1,,
2250338,2026-04-22,CIN@TB,1,FG,TOTAL,8.50,0.4838,UNDER,8.5,8.5,,UNDER,1,1.50,1.50,0.234062,0.661261,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,FG,ML,,0.4844,HOME,+105,105,0.4667,AWAY,0,,,0.265843,0.724844,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,FG,RL,-0.18,,HOME,-1.5/+182,-1.5/+156,,AWAY,0,-2.18,2.18,,,home_fav,day,1,,
2250339,2026-04-22,BAL@KC,1,FG,TOTAL,9.50,0.3360,UNDER,9.5,9.5,,OVER,0,-4.50,4.50,0.440896,1.090644,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,FG,ML,,0.4883,HOME,+124,124,0.4266,HOME,1,,,0.238437,0.670017,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,FG,RL,-0.14,,AWAY,+1.5/+161,1.5/-173,,HOME,0,3.86,3.86,,,home_fav,day,1,,
2250340,2026-04-22,TOR@LAA,1,FG,TOTAL,8.50,0.4317,UNDER,8.5,8.5,,OVER,0,-1.50,1.50,0.322965,0.840024,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,FG,ML,,0.4119,HOME,+157,157,0.3718,HOME,1,,,0.169662,0.530858,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,FG,RL,-0.96,,AWAY,+1.5/+122,1.5/-138,,AWAY,1,0.04,0.04,,,home_fav,day,1,,
2250341,2026-04-22,ATH@SEA,1,FG,TOTAL,7.50,0.4928,UNDER,7.5,7.5,,OVER,0,-1.50,1.50,0.257252,0.707652,home_fav,day,1,,
2250342,2026-04-22,MIL@DET,1,FG,ML,,0.5309,AWAY,+113,113,0.4489,HOME,0,,,0.281855,0.756939,home_fav,night,1,,
2250342,2026-04-22,MIL@DET,1,FG,RL,0.33,,AWAY,+1.5/+159,1.5/-194,,HOME,0,3.33,3.33,,,home_fav,night,1,,
2250342,2026-04-22,MIL@DET,1,FG,TOTAL,8.00,0.4648,UNDER,8,8,,UNDER,1,1.00,1.00,0.216039,0.625115,home_fav,night,1,,
2250343,2026-04-22,ATL@WSH,1,FG,ML,,0.3610,HOME,-163,-168,0.5997,AWAY,0,,,0.408321,1.018877,away_fav,night,1,actual-from-schedule,
2250343,2026-04-22,ATL@WSH,1,FG,RL,-2.15,,HOME,-1.5/-122,-1.5/+100,,AWAY,0,-4.15,4.15,,,away_fav,night,1,,
2250343,2026-04-22,ATL@WSH,1,FG,TOTAL,9.00,0.6916,OVER,9,9,,OVER,1,-5.00,5.00,0.095111,0.368748,away_fav,night,1,,
2250344,2026-04-22,NYY@BOS,1,FG,ML,,0.5352,AWAY,-131,-131,0.5424,AWAY,1,,,0.216039,0.625115,away_fav,night,1,,
2250344,2026-04-22,NYY@BOS,1,FG,RL,0.38,,HOME,-1.5/-163,-1.5/+129,,AWAY,0,-2.62,2.62,,,away_fav,night,1,,
2250344,2026-04-22,NYY@BOS,1,FG,TOTAL,7.50,0.4642,UNDER,7.5,7.5,,UNDER,1,2.50,2.50,0.215482,0.623994,away_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,FG,ML,,0.4237,HOME,+135,135,0.4071,HOME,1,,,0.179522,0.551127,home_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,FG,RL,-0.90,,AWAY,+1.5/+135,1.5/-171,,AWAY,1,0.10,0.10,,,home_fav,night,1,,
2250345,2026-04-22,MIN@NYM,1,FG,TOTAL,7.50,0.5643,OVER,7.5,7.5,,UNDER,0,2.50,2.50,0.318434,0.830801,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,FG,ML,,0.4576,HOME,+159,,,HOME,1,,,0.209398,0.611752,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,FG,RL,-0.46,,AWAY,+1.5/+113,,,HOME,0,4.54,4.54,,,home_fav,night,1,,
2250346,2026-04-22,PHI@CHC,1,FG,TOTAL,7.50,0.4723,UNDER,7.5,,,OVER,0,-1.50,1.50,0.278467,0.750141,home_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,FG,ML,,0.4630,HOME,-115,,,AWAY,0,,,0.288369,0.770028,away_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,FG,RL,-0.37,,HOME,-1.5/-181,,,AWAY,0,-4.37,4.37,,,away_fav,night,1,,
2250347,2026-04-22,PIT@TEX,1,FG,TOTAL,7.50,0.3937,UNDER,7.5,,,OVER,0,-4.50,4.50,0.367600,0.932166,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,FG,ML,,0.5495,AWAY,-163,,,HOME,0,,,0.301950,0.797397,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,FG,RL,0.77,,HOME,-1.5/-112,,,HOME,1,5.77,5.77,,,away_fav,night,1,,
2250348,2026-04-22,SD@COL,1,FG,TOTAL,12.00,0.3387,UNDER,12,,,UNDER,1,1.00,1.00,0.114718,0.413548,away_fav,night,1,,
2250349,2026-04-22,LAD@SF,1,FG,ML,,0.4923,HOME,-207,,,HOME,1,,,0.242359,0.677865,away_fav,night,1,,
2250349,2026-04-22,LAD@SF,1,FG,RL,-0.07,,HOME,-1.5/-120,,,HOME,1,2.93,2.93,,,away_fav,night,1,,
2250349,2026-04-22,LAD@SF,1,FG,TOTAL,8.00,0.3502,UNDER,8,,,UNDER,1,5.00,5.00,0.122640,0.431091,away_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,FG,ML,,0.4199,HOME,+129,,,HOME,1,,,0.176316,0.544555,home_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,FG,RL,-1.11,,AWAY,+1.5/+135,,,HOME,0,2.89,2.89,,,home_fav,night,1,,
2252640,2026-04-22,CWS@ARI,1,FG,TOTAL,9.00,0.5976,OVER,9,,,OVER,1,-9.00,9.00,0.161926,0.514834,home_fav,night,1,,
2250350,2026-04-23,ATL@WSH,1,FG,ML,,0.5011,AWAY,-143,-136,0.5511,AWAY,1,,,0.248901,0.690950,away_fav,day,1,,
2250350,2026-04-23,ATL@WSH,1,FG,RL,0.03,,HOME,-1.5/-149,-1.5/+119,,AWAY,0,-4.97,4.97,,,away_fav,day,1,,
2250350,2026-04-23,ATL@WSH,1,FG,TOTAL,9.00,0.6306,OVER,9,9,,PUSH,,0.00,0.00,,,away_fav,day,1,push,
2250351,2026-04-23,MIL@DET,1,FG,ML,,0.4428,HOME,+189,189,0.3309,HOME,1,,,0.196072,0.584831,home_fav,day,1,,
2250351,2026-04-23,MIL@DET,1,FG,RL,-0.61,,AWAY,+1.5/+139,1.5/-117,,AWAY,1,0.39,0.39,,,home_fav,day,1,,
2250351,2026-04-23,MIL@DET,1,FG,TOTAL,7.00,0.5255,OVER,7,7,,OVER,1,-2.00,2.00,0.225150,0.643405,home_fav,day,1,,
2250352,2026-04-23,PHI@CHC,1,FG,ML,,0.5334,AWAY,-112,-115,0.5108,HOME,0,,,0.284516,0.762283,away_fav,day,1,,
2250352,2026-04-23,PHI@CHC,1,FG,RL,0.38,,HOME,-1.5/-168,-1.5/+135,,HOME,1,1.38,1.38,,,away_fav,day,1,,
2250352,2026-04-23,PHI@CHC,1,FG,TOTAL,9.50,0.3281,UNDER,9.5,9.5,,OVER,0,-5.50,5.50,0.451450,1.114437,away_fav,day,1,,
2250353,2026-04-23,SD@COL,1,FG,ML,,0.5382,AWAY,-156,-156,0.5825,AWAY,1,,,0.213259,0.619525,away_fav,day,1,,
2250353,2026-04-23,SD@COL,1,FG,RL,0.57,,HOME,-1.5/-120,-1.5/+102,,AWAY,0,-1.43,1.43,,,away_fav,day,1,,
2250353,2026-04-23,SD@COL,1,FG,TOTAL,10.50,0.3752,UNDER,10.5,10.5,,OVER,0,-7.50,7.50,0.390375,0.980296,away_fav,day,1,,
2250354,2026-04-23,LAD@SF,1,FG,ML,,0.5197,AWAY,-163,-163,0.5929,AWAY,1,,,0.230688,0.654504,away_fav,day,1,,
2250354,2026-04-23,LAD@SF,1,FG,RL,0.18,,HOME,-1.5/-126,-1.5/+104,,AWAY,0,-2.82,2.82,,,away_fav,day,1,,
2250354,2026-04-23,LAD@SF,1,FG,TOTAL,7.50,0.4041,UNDER,7.5,7.5,,UNDER,1,4.50,4.50,0.163297,0.517682,away_fav,day,1,,
2250355,2026-04-23,NYY@BOS,1,FG,ML,,0.5927,AWAY,-149,-156,0.5825,AWAY,1,,,0.165893,0.523067,away_fav,night,1,,
2250355,2026-04-23,NYY@BOS,1,FG,RL,1.11,,HOME,-1.5/-136,-1.5/+109,,AWAY,0,-0.89,0.89,,,away_fav,night,1,,
2250355,2026-04-23,NYY@BOS,1,FG,TOTAL,7.50,0.5426,OVER,7.5,7.5,,UNDER,0,1.50,1.50,0.294415,0.782197,away_fav,night,1,,
2250356,2026-04-23,MIN@NYM,1,FG,ML,,0.4473,HOME,-102,-102,0.4826,HOME,1,,,0.200077,0.592940,away_fav,night,1,,
2250356,2026-04-23,MIN@NYM,1,FG,RL,-0.61,,HOME,-1.5/-199,-1.5/+163,,HOME,1,1.39,1.39,,,away_fav,night,1,,
2250356,2026-04-23,MIN@NYM,1,FG,TOTAL,7.50,0.5443,OVER,7.5,7.5,,OVER,1,-10.50,10.50,0.207662,0.608255,away_fav,night,1,,
2250357,2026-04-23,PIT@TEX,1,FG,ML,,0.4546,HOME,+129,,,HOME,1,,,0.206661,0.606236,home_fav,night,1,,
2250357,2026-04-23,PIT@TEX,1,FG,RL,-0.41,,AWAY,+1.5/+141,,,HOME,0,4.59,4.59,,,home_fav,night,1,,
2250357,2026-04-23,PIT@TEX,1,FG,TOTAL,7.50,0.3343,UNDER,7.5,,,UNDER,1,0.50,0.50,0.111756,0.406916,home_fav,night,1,,
2252646,2026-04-23,CWS@ARI,1,FG,ML,,0.4078,HOME,+123,123,0.4284,AWAY,0,,,0.350701,0.896978,home_fav,day,1,,
2252646,2026-04-23,CWS@ARI,1,FG,RL,-1.20,,AWAY,+1.5/+139,1.5/-171,,AWAY,1,-4.20,4.20,,,home_fav,day,1,,
2252646,2026-04-23,CWS@ARI,1,FG,TOTAL,8.50,0.5849,OVER,8.5,8.5,,UNDER,0,3.50,3.50,0.342108,0.879236,home_fav,day,1,,
2250358,2026-04-24,DET@CIN,1,FG,ML,,0.4816,HOME,-120,-115,0.5108,HOME,1,,,0.231939,0.657008,away_fav,night,1,,
2250358,2026-04-24,DET@CIN,1,FG,RL,-0.20,,HOME,-1.5/-163,-1.5/+135,,HOME,1,0.80,0.80,,,away_fav,night,1,,
2250358,2026-04-24,DET@CIN,1,FG,TOTAL,9.00,0.4393,UNDER,9,9,,OVER,0,-8.00,8.00,0.314384,0.822573,away_fav,night,1,,
2250359,2026-04-24,BOS@BAL,1,FG,ML,,0.5143,AWAY,+104,104,0.4679,HOME,0,,,0.264504,0.722164,home_fav,night,1,,
