game_id,mlb_game_pk,date,month,teams,dh_game_no,series,p,pick,actual,actual_label,actual_source,inn1_away,inn1_home,bin_vs_linescore_agree,str_vs_bin_agree,correct,brier,logloss,leakage_flag,book_nrfi_odds,book_yrfi_odds,stored_correct,stored_brier,pipeline_grade_prob,pipeline_grade_correct
2250006,823244,2026-03-25,2026-03,NYY@SF,1,live,,,1,NRFI,linescore,0,0,1,1,,,,,-156,+122,,,,
2250006,823244,2026-03-25,2026-03,NYY@SF,1,p1,0.5653,NRFI,1,NRFI,linescore,0,0,1,1,1,0.188964,0.570399,,,,,,0.5653,1
2250006,823244,2026-03-25,2026-03,NYY@SF,1,p2,0.5653,NRFI,1,NRFI,linescore,0,0,1,1,1,0.188964,0.570399,,,,,,0.5653,1
2250007,823649,2026-03-26,2026-03,PIT@NYM,1,live,0.54,NRFI,0,YRFI,linescore,2,5,1,1,0,0.2916,0.776529,1,-178,+138,0,0.2916,0.54,0
2250007,823649,2026-03-26,2026-03,PIT@NYM,1,p1,0.5576,NRFI,0,YRFI,linescore,2,5,1,1,0,0.310918,0.815541,,,,,,0.5576,0
2250007,823649,2026-03-26,2026-03,PIT@NYM,1,p2,0.5576,NRFI,0,YRFI,linescore,2,5,1,1,0,0.310918,0.815541,,,,,,0.5576,0
2250008,823812,2026-03-26,2026-03,CWS@MIL,1,live,0.46,YRFI,0,YRFI,linescore,1,0,1,1,1,0.2116,0.616186,1,-136,+106,1,0.2116,0.46,1
2250008,823812,2026-03-26,2026-03,CWS@MIL,1,p1,0.5445,NRFI,0,YRFI,linescore,1,0,1,1,0,0.29648,0.78636,,,,,,0.5445,0
2250008,823812,2026-03-26,2026-03,CWS@MIL,1,p2,0.5445,NRFI,0,YRFI,linescore,1,0,1,1,0,0.29648,0.78636,,,,,,0.5445,0
2250009,824704,2026-03-26,2026-03,WSH@CHC,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-158,+124,0,0.2601,0.49,0
2250009,824704,2026-03-26,2026-03,WSH@CHC,1,p1,0.5185,NRFI,1,NRFI,linescore,0,0,1,1,1,0.231842,0.656815,,,,,,0.5185,1
2250009,824704,2026-03-26,2026-03,WSH@CHC,1,p2,0.5185,NRFI,1,NRFI,linescore,0,0,1,1,1,0.231842,0.656815,,,,,,0.5185,1
2250010,824865,2026-03-26,2026-03,MIN@BAL,1,live,0.47,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2809,0.755023,1,-111,-115,0,0.2809,0.47,0
2250010,824865,2026-03-26,2026-03,MIN@BAL,1,p1,0.5543,NRFI,1,NRFI,linescore,0,0,1,1,1,0.198648,0.590049,,,,,,0.5543,1
2250010,824865,2026-03-26,2026-03,MIN@BAL,1,p2,0.5543,NRFI,1,NRFI,linescore,0,0,1,1,1,0.198648,0.590049,,,,,,0.5543,1
2250011,824541,2026-03-26,2026-03,BOS@CIN,1,live,0.5,NONE,1,NRFI,linescore,0,0,1,1,,0.25,0.693147,1,-164,+128,0,0.25,0.5,0
2250011,824541,2026-03-26,2026-03,BOS@CIN,1,p1,0.5212,NRFI,1,NRFI,linescore,0,0,1,1,1,0.229249,0.651621,,,,,,0.5212,1
2250011,824541,2026-03-26,2026-03,BOS@CIN,1,p2,0.5212,NRFI,1,NRFI,linescore,0,0,1,1,1,0.229249,0.651621,,,,,,0.5212,1
2250012,824218,2026-03-26,2026-03,LAA@HOU,1,live,0.51,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2401,0.673345,1,-132,+104,1,0.2401,0.51,1
2250012,824218,2026-03-26,2026-03,LAA@HOU,1,p1,0.5411,NRFI,1,NRFI,linescore,0,0,1,1,1,0.210589,0.614151,,,,,,0.5411,1
2250012,824218,2026-03-26,2026-03,LAA@HOU,1,p2,0.5411,NRFI,1,NRFI,linescore,0,0,1,1,1,0.210589,0.614151,,,,,,0.5411,1
2250013,823325,2026-03-26,2026-03,DET@SD,1,live,0.51,NRFI,0,YRFI,linescore,4,0,1,1,0,0.2601,0.71335,1,-174,+136,0,0.2601,0.51,0
2250013,823325,2026-03-26,2026-03,DET@SD,1,p1,0.6218,NRFI,0,YRFI,linescore,4,0,1,1,0,0.386635,0.972332,,,,,,0.6218,0
2250013,823325,2026-03-26,2026-03,DET@SD,1,p2,0.6218,NRFI,0,YRFI,linescore,4,0,1,1,0,0.386635,0.972332,,,,,,0.6218,0
2250014,823081,2026-03-26,2026-03,TB@STL,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-125,-102,0,0.2601,0.49,0
2250014,823081,2026-03-26,2026-03,TB@STL,1,p1,0.5639,NRFI,1,NRFI,linescore,0,0,1,1,1,0.190183,0.572878,,,,,,0.5639,1
2250014,823081,2026-03-26,2026-03,TB@STL,1,p2,0.5639,NRFI,1,NRFI,linescore,0,0,1,1,1,0.190183,0.572878,,,,,,0.5639,1
2250015,823486,2026-03-26,2026-03,TEX@PHI,1,live,0.46,YRFI,0,YRFI,linescore,0,2,1,1,1,0.2116,0.616186,1,-142,+112,1,0.2116,0.46,1
2250015,823486,2026-03-26,2026-03,TEX@PHI,1,p1,0.5445,NRFI,0,YRFI,linescore,0,2,1,1,0,0.29648,0.78636,,,,,,0.5445,0
2250015,823486,2026-03-26,2026-03,TEX@PHI,1,p2,0.5445,NRFI,0,YRFI,linescore,0,2,1,1,0,0.29648,0.78636,,,,,,0.5445,0
2250016,823163,2026-03-26,2026-03,CLE@SEA,1,live,0.51,NRFI,0,YRFI,linescore,1,1,1,1,0,0.2601,0.71335,1,-150,+118,0,0.2601,0.51,0
2250016,823163,2026-03-26,2026-03,CLE@SEA,1,p1,0.5919,NRFI,0,YRFI,linescore,1,1,1,1,0,0.350346,0.896243,,,,,,0.5919,0
2250016,823163,2026-03-26,2026-03,CLE@SEA,1,p2,0.5919,NRFI,0,YRFI,linescore,1,1,1,1,0,0.350346,0.896243,,,,,,0.5919,0
2252284,823974,2026-03-26,2026-03,ARI@LAD,1,live,0.45,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3025,0.798508,1,-113,-113,0,0.3025,0.45,0
2252284,823974,2026-03-26,2026-03,ARI@LAD,1,p1,0.5257,NRFI,1,NRFI,linescore,0,0,1,1,1,0.22496,0.643025,,,,,,0.5257,1
2252284,823974,2026-03-26,2026-03,ARI@LAD,1,p2,0.5257,NRFI,1,NRFI,linescore,0,0,1,1,1,0.22496,0.643025,,,,,,0.5257,1
2250017,823243,2026-03-27,2026-03,NYY@SF,1,live,0.45,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3025,0.798508,1,-115,-108,0,0.3025,0.45,0
2250017,823243,2026-03-27,2026-03,NYY@SF,1,p1,0.5522,NRFI,1,NRFI,linescore,0,0,1,1,1,0.200525,0.593845,,,,,,0.5522,1
2250017,823243,2026-03-27,2026-03,NYY@SF,1,p2,0.5522,NRFI,1,NRFI,linescore,0,0,1,1,1,0.200525,0.593845,,,,,,0.5522,1
2250018,822839,2026-03-27,2026-03,ATH@TOR,1,live,0.47,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2809,0.755023,1,-120,-106,0,0.2809,0.47,0
2250018,822839,2026-03-27,2026-03,ATH@TOR,1,p1,0.5277,NRFI,1,NRFI,linescore,0,0,1,1,1,0.223067,0.639227,,,,,,0.5277,1
2250018,822839,2026-03-27,2026-03,ATH@TOR,1,p2,0.5277,NRFI,1,NRFI,linescore,0,0,1,1,1,0.223067,0.639227,,,,,,0.5277,1
2250019,823893,2026-03-27,2026-03,COL@MIA,1,live,0.42,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3364,0.867501,1,-122,-104,0,0.3364,0.42,0
2250019,823893,2026-03-27,2026-03,COL@MIA,1,p1,0.5082,NRFI,1,NRFI,linescore,0,0,1,1,1,0.241867,0.67688,,,,,,0.5082,1
2250019,823893,2026-03-27,2026-03,COL@MIA,1,p2,0.5082,NRFI,1,NRFI,linescore,0,0,1,1,1,0.241867,0.67688,,,,,,0.5082,1
2250020,824946,2026-03-27,2026-03,KC@ATL,1,live,0.47,YRFI,0,YRFI,linescore,0,1,1,1,1,0.2209,0.634878,1,-156,+122,1,0.2209,0.47,1
2250020,824946,2026-03-27,2026-03,KC@ATL,1,p1,0.5549,NRFI,0,YRFI,linescore,0,1,1,1,0,0.307914,0.809456,,,,,,0.5549,0
2250020,824946,2026-03-27,2026-03,KC@ATL,1,p2,0.5549,NRFI,0,YRFI,linescore,0,1,1,1,0,0.307914,0.809456,,,,,,0.5549,0
2250021,824216,2026-03-27,2026-03,LAA@HOU,1,live,0.45,YRFI,0,YRFI,linescore,1,1,1,1,1,0.2025,0.597837,1,-120,-106,1,0.2025,0.45,1
2250021,824216,2026-03-27,2026-03,LAA@HOU,1,p1,0.5183,NRFI,0,YRFI,linescore,1,1,1,1,0,0.268635,0.730434,,,,,,0.5183,0
2250021,824216,2026-03-27,2026-03,LAA@HOU,1,p2,0.5183,NRFI,0,YRFI,linescore,1,1,1,1,0,0.268635,0.730434,,,,,,0.5183,0
2250022,823324,2026-03-27,2026-03,DET@SD,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-136,+106,0,0.2601,0.49,0
2250022,823324,2026-03-27,2026-03,DET@SD,1,p1,0.5787,NRFI,1,NRFI,linescore,0,0,1,1,1,0.177494,0.546971,,,,,,0.5787,1
2250022,823324,2026-03-27,2026-03,DET@SD,1,p2,0.5787,NRFI,1,NRFI,linescore,0,0,1,1,1,0.177494,0.546971,,,,,,0.5787,1
2250023,823162,2026-03-27,2026-03,CLE@SEA,1,live,0.47,YRFI,0,YRFI,linescore,1,0,1,1,1,0.2209,0.634878,1,-142,+112,1,0.2209,0.47,1
2250023,823162,2026-03-27,2026-03,CLE@SEA,1,p1,0.5867,NRFI,0,YRFI,linescore,1,0,1,1,0,0.344217,0.883582,,,,,,0.5867,0
2250023,823162,2026-03-27,2026-03,CLE@SEA,1,p2,0.5867,NRFI,0,YRFI,linescore,1,0,1,1,0,0.344217,0.883582,,,,,,0.5867,0
2252293,823971,2026-03-27,2026-03,ARI@LAD,1,live,0.52,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2304,0.653926,1,-104,-122,1,0.2304,0.52,1
2252293,823971,2026-03-27,2026-03,ARI@LAD,1,p1,0.5609,NRFI,1,NRFI,linescore,0,0,1,1,1,0.192809,0.578213,,,,,,0.5609,1
2252293,823971,2026-03-27,2026-03,ARI@LAD,1,p2,0.5609,NRFI,1,NRFI,linescore,0,0,1,1,1,0.192809,0.578213,,,,,,0.5609,1
2250024,823082,2026-03-28,2026-03,TB@STL,1,live,0.31,YRFI,0,YRFI,linescore,0,2,1,1,1,0.0961,0.371064,1,-162,+126,1,0.0961,0.31,1
2250024,823082,2026-03-28,2026-03,TB@STL,1,p1,0.5508,NRFI,0,YRFI,linescore,0,2,1,1,0,0.303381,0.800287,,,,,,0.5508,0
2250024,823082,2026-03-28,2026-03,TB@STL,1,p2,0.5508,NRFI,0,YRFI,linescore,0,2,1,1,0,0.303381,0.800287,,,,,,0.5508,0
2250025,824701,2026-03-28,2026-03,WSH@CHC,1,live,0.5,NONE,1,NRFI,linescore,0,0,1,1,,0.25,0.693147,1,-100,-128,0,0.25,0.5,0
2250025,824701,2026-03-28,2026-03,WSH@CHC,1,p1,0.5411,NRFI,1,NRFI,linescore,0,0,1,1,1,0.210589,0.614151,,,,,,0.5411,1
2250025,824701,2026-03-28,2026-03,WSH@CHC,1,p2,0.5411,NRFI,1,NRFI,linescore,0,0,1,1,1,0.210589,0.614151,,,,,,0.5411,1
2250026,822838,2026-03-28,2026-03,ATH@TOR,1,live,0.44,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3136,0.820981,1,-113,-113,0,0.3136,0.44,0
2250026,822838,2026-03-28,2026-03,ATH@TOR,1,p1,0.5177,NRFI,1,NRFI,linescore,0,0,1,1,1,0.232613,0.658359,,,,,,0.5177,1
2250026,822838,2026-03-28,2026-03,ATH@TOR,1,p2,0.5177,NRFI,1,NRFI,linescore,0,0,1,1,1,0.232613,0.658359,,,,,,0.5177,1
2250027,824862,2026-03-28,2026-03,MIN@BAL,1,live,0.52,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2304,0.653926,1,-142,+112,1,0.2304,0.52,1
2250027,824862,2026-03-28,2026-03,MIN@BAL,1,p1,0.525,NRFI,1,NRFI,linescore,0,0,1,1,1,0.225625,0.644357,,,,,,0.525,1
2250027,824862,2026-03-28,2026-03,MIN@BAL,1,p2,0.525,NRFI,1,NRFI,linescore,0,0,1,1,1,0.225625,0.644357,,,,,,0.525,1
2250028,823488,2026-03-28,2026-03,TEX@PHI,1,live,0.5,NONE,0,YRFI,linescore,1,0,1,1,,0.25,0.693147,1,-132,+104,1,0.25,0.5,1
2250028,823488,2026-03-28,2026-03,TEX@PHI,1,p1,0.5047,NRFI,0,YRFI,linescore,1,0,1,1,0,0.254722,0.702592,,,,,,0.5047,0
2250028,823488,2026-03-28,2026-03,TEX@PHI,1,p2,0.5047,NRFI,0,YRFI,linescore,1,0,1,1,0,0.254722,0.702592,,,,,,0.5047,0
2250029,824540,2026-03-28,2026-03,BOS@CIN,1,live,0.46,YRFI,0,YRFI,linescore,0,2,1,1,1,0.2116,0.616186,1,-154,+122,1,0.2116,0.46,1
2250029,824540,2026-03-28,2026-03,BOS@CIN,1,p1,0.5352,NRFI,0,YRFI,linescore,0,2,1,1,0,0.286439,0.766148,,,,,,0.5352,0
2250029,824540,2026-03-28,2026-03,BOS@CIN,1,p2,0.5352,NRFI,0,YRFI,linescore,0,2,1,1,0,0.286439,0.766148,,,,,,0.5352,0
2250030,823651,2026-03-28,2026-03,PIT@NYM,1,live,0.48,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2704,0.733969,1,-142,+112,0,0.2704,0.48,0
2250030,823651,2026-03-28,2026-03,PIT@NYM,1,p1,0.5226,NRFI,1,NRFI,linescore,0,0,1,1,1,0.227911,0.648939,,,,,,0.5226,1
2250030,823651,2026-03-28,2026-03,PIT@NYM,1,p2,0.5226,NRFI,1,NRFI,linescore,0,0,1,1,1,0.227911,0.648939,,,,,,0.5226,1
2250031,823892,2026-03-28,2026-03,COL@MIA,1,live,0.44,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3136,0.820981,1,-142,+112,0,0.3136,0.44,0
2250031,823892,2026-03-28,2026-03,COL@MIA,1,p1,0.5308,NRFI,1,NRFI,linescore,0,0,1,1,1,0.220149,0.63337,,,,,,0.5308,1
2250031,823892,2026-03-28,2026-03,COL@MIA,1,p2,0.5308,NRFI,1,NRFI,linescore,0,0,1,1,1,0.220149,0.63337,,,,,,0.5308,1
2250032,824213,2026-03-28,2026-03,LAA@HOU,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-113,-113,0,0.2601,0.49,0
2250032,824213,2026-03-28,2026-03,LAA@HOU,1,p1,0.5316,NRFI,1,NRFI,linescore,0,0,1,1,1,0.219399,0.631864,,,,,,0.5316,1
2250032,824213,2026-03-28,2026-03,LAA@HOU,1,p2,0.5316,NRFI,1,NRFI,linescore,0,0,1,1,1,0.219399,0.631864,,,,,,0.5316,1
2250033,823811,2026-03-28,2026-03,CWS@MIL,1,live,0.42,YRFI,0,YRFI,linescore,0,3,1,1,1,0.1764,0.544727,1,-120,-106,1,0.1764,0.42,1
2250033,823811,2026-03-28,2026-03,CWS@MIL,1,p1,0.5227,NRFI,0,YRFI,linescore,0,3,1,1,0,0.273215,0.73961,,,,,,0.5227,0
2250033,823811,2026-03-28,2026-03,CWS@MIL,1,p2,0.5227,NRFI,0,YRFI,linescore,0,3,1,1,0,0.273215,0.73961,,,,,,0.5227,0
2250034,824945,2026-03-28,2026-03,KC@ATL,1,live,0.52,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2304,0.653926,1,-113,-113,1,0.2304,0.52,1
2250034,824945,2026-03-28,2026-03,KC@ATL,1,p1,0.4637,YRFI,1,NRFI,linescore,0,0,1,1,0,0.287618,0.768517,,,,,,0.4637,0
2250034,824945,2026-03-28,2026-03,KC@ATL,1,p2,0.4637,YRFI,1,NRFI,linescore,0,0,1,1,0,0.287618,0.768517,,,,,,0.4637,0
2250035,823241,2026-03-28,2026-03,NYY@SF,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-125,-102,0,0.2601,0.49,0
2250035,823241,2026-03-28,2026-03,NYY@SF,1,p1,0.5457,NRFI,1,NRFI,linescore,0,0,1,1,1,0.206388,0.605686,,,,,,0.5457,1
2250035,823241,2026-03-28,2026-03,NYY@SF,1,p2,0.5457,NRFI,1,NRFI,linescore,0,0,1,1,1,0.206388,0.605686,,,,,,0.5457,1
2250036,823323,2026-03-28,2026-03,DET@SD,1,live,0.51,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2401,0.673345,1,-115,-111,1,0.2401,0.51,1
2250036,823323,2026-03-28,2026-03,DET@SD,1,p1,0.5524,NRFI,1,NRFI,linescore,0,0,1,1,1,0.200346,0.593483,,,,,,0.5524,1
2250036,823323,2026-03-28,2026-03,DET@SD,1,p2,0.5524,NRFI,1,NRFI,linescore,0,0,1,1,1,0.200346,0.593483,,,,,,0.5524,1
2250037,823161,2026-03-28,2026-03,CLE@SEA,1,live,0.45,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3025,0.798508,1,-148,+116,0,0.3025,0.45,0
2250037,823161,2026-03-28,2026-03,CLE@SEA,1,p1,0.62,NRFI,1,NRFI,linescore,0,0,1,1,1,0.1444,0.478036,,,,,,0.62,1
2250037,823161,2026-03-28,2026-03,CLE@SEA,1,p2,0.62,NRFI,1,NRFI,linescore,0,0,1,1,1,0.1444,0.478036,,,,,,0.62,1
2252307,823973,2026-03-28,2026-03,ARI@LAD,1,live,0.44,YRFI,0,YRFI,linescore,1,0,1,1,1,0.1936,0.579818,1,-104,-122,1,0.1936,0.44,1
2252307,823973,2026-03-28,2026-03,ARI@LAD,1,p1,0.5142,NRFI,0,YRFI,linescore,1,0,1,1,0,0.264402,0.721958,,,,,,0.5142,0
2252307,823973,2026-03-28,2026-03,ARI@LAD,1,p2,0.5142,NRFI,0,YRFI,linescore,1,0,1,1,0,0.264402,0.721958,,,,,,0.5142,0
2250038,824864,2026-03-29,2026-03,MIN@BAL,1,live,0.44,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3136,0.820981,1,-106,-120,0,0.3136,0.44,0
2250038,824864,2026-03-29,2026-03,MIN@BAL,1,p1,0.4787,YRFI,1,NRFI,linescore,0,0,1,1,0,0.271754,0.736681,,,,,,0.4787,0
2250038,824864,2026-03-29,2026-03,MIN@BAL,1,p2,0.4787,YRFI,1,NRFI,linescore,0,0,1,1,0,0.271754,0.736681,,,,,,0.4787,0
2250039,823487,2026-03-29,2026-03,TEX@PHI,1,live,0.45,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3025,0.798508,1,-128,-100,0,0.3025,0.45,0
2250039,823487,2026-03-29,2026-03,TEX@PHI,1,p1,0.4928,YRFI,1,NRFI,linescore,0,0,1,1,0,0.257252,0.707652,,,,,,0.4928,0
2250039,823487,2026-03-29,2026-03,TEX@PHI,1,p2,0.4928,YRFI,1,NRFI,linescore,0,0,1,1,0,0.257252,0.707652,,,,,,0.4928,0
2250040,824944,2026-03-29,2026-03,KC@ATL,1,live,0.47,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2809,0.755023,1,-125,-102,0,0.2809,0.47,0
2250040,824944,2026-03-29,2026-03,KC@ATL,1,p1,0.5074,NRFI,1,NRFI,linescore,0,0,1,1,1,0.242655,0.678456,,,,,,0.5074,1
2250040,824944,2026-03-29,2026-03,KC@ATL,1,p2,0.5074,NRFI,1,NRFI,linescore,0,0,1,1,1,0.242655,0.678456,,,,,,0.5074,1
2250041,822837,2026-03-29,2026-03,ATH@TOR,1,live,0.46,YRFI,0,YRFI,linescore,0,1,1,1,1,0.2116,0.616186,1,+102,-130,1,0.2116,0.46,1
2250041,822837,2026-03-29,2026-03,ATH@TOR,1,p1,0.5346,NRFI,0,YRFI,linescore,0,1,1,1,0,0.285797,0.764858,,,,,,0.5346,0
2250041,822837,2026-03-29,2026-03,ATH@TOR,1,p2,0.5346,NRFI,0,YRFI,linescore,0,1,1,1,0,0.285797,0.764858,,,,,,0.5346,0
2250042,824538,2026-03-29,2026-03,BOS@CIN,1,live,0.61,NRFI,1,NRFI,linescore,0,0,1,1,1,0.1521,0.494296,1,-128,-100,1,0.1521,0.61,1
2250042,824538,2026-03-29,2026-03,BOS@CIN,1,p1,0.5327,NRFI,1,NRFI,linescore,0,0,1,1,1,0.218369,0.629797,,,,,,0.5327,1
2250042,824538,2026-03-29,2026-03,BOS@CIN,1,p2,0.5327,NRFI,1,NRFI,linescore,0,0,1,1,1,0.218369,0.629797,,,,,,0.5327,1
2250043,823647,2026-03-29,2026-03,PIT@NYM,1,live,0.54,NRFI,0,YRFI,linescore,1,0,1,1,0,0.2916,0.776529,1,-122,-104,0,0.2916,0.54,0
2250043,823647,2026-03-29,2026-03,PIT@NYM,1,p1,0.5385,NRFI,0,YRFI,linescore,1,0,1,1,0,0.289982,0.773273,,,,,,0.5385,0
2250043,823647,2026-03-29,2026-03,PIT@NYM,1,p2,0.5385,NRFI,0,YRFI,linescore,1,0,1,1,0,0.289982,0.773273,,,,,,0.5385,0
2250044,823891,2026-03-29,2026-03,COL@MIA,1,live,0.42,YRFI,0,YRFI,linescore,3,1,1,1,1,0.1764,0.544727,1,-125,-102,1,0.1764,0.42,1
2250044,823891,2026-03-29,2026-03,COL@MIA,1,p1,0.5033,NRFI,0,YRFI,linescore,3,1,1,1,0,0.253311,0.699769,,,,,,0.5033,0
2250044,823891,2026-03-29,2026-03,COL@MIA,1,p2,0.5033,NRFI,0,YRFI,linescore,3,1,1,1,0,0.253311,0.699769,,,,,,0.5033,0
2250045,824215,2026-03-29,2026-03,LAA@HOU,1,live,0.46,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2916,0.776529,1,-100,-128,0,0.2916,0.46,0
2250045,824215,2026-03-29,2026-03,LAA@HOU,1,p1,0.4761,YRFI,1,NRFI,linescore,0,0,1,1,0,0.274471,0.742127,,,,,,0.4761,0
2250045,824215,2026-03-29,2026-03,LAA@HOU,1,p2,0.4761,YRFI,1,NRFI,linescore,0,0,1,1,0,0.274471,0.742127,,,,,,0.4761,0
2250046,823810,2026-03-29,2026-03,CWS@MIL,1,live,0.49,YRFI,0,YRFI,linescore,4,2,1,1,1,0.2401,0.673345,1,-122,-104,1,0.2401,0.49,1
2250046,823810,2026-03-29,2026-03,CWS@MIL,1,p1,0.555,NRFI,0,YRFI,linescore,4,2,1,1,0,0.308025,0.809681,,,,,,0.555,0
2250046,823810,2026-03-29,2026-03,CWS@MIL,1,p2,0.555,NRFI,0,YRFI,linescore,4,2,1,1,0,0.308025,0.809681,,,,,,0.555,0
2250047,823079,2026-03-29,2026-03,TB@STL,1,live,0.46,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2916,0.776529,1,-122,-104,0,0.2916,0.46,0
2250047,823079,2026-03-29,2026-03,TB@STL,1,p1,0.5482,NRFI,1,NRFI,linescore,0,0,1,1,1,0.204123,0.601115,,,,,,0.5482,1
2250047,823079,2026-03-29,2026-03,TB@STL,1,p2,0.5482,NRFI,1,NRFI,linescore,0,0,1,1,1,0.204123,0.601115,,,,,,0.5482,1
2250048,824700,2026-03-29,2026-03,WSH@CHC,1,live,0.46,YRFI,0,YRFI,linescore,3,0,1,1,1,0.2116,0.616186,1,+106,-136,1,0.2116,0.46,1
2250048,824700,2026-03-29,2026-03,WSH@CHC,1,p1,0.516,NRFI,0,YRFI,linescore,3,0,1,1,0,0.266256,0.72567,,,,,,0.516,0
2250048,824700,2026-03-29,2026-03,WSH@CHC,1,p2,0.516,NRFI,0,YRFI,linescore,3,0,1,1,0,0.266256,0.72567,,,,,,0.516,0
2250049,823160,2026-03-29,2026-03,CLE@SEA,1,live,0.49,YRFI,1,NRFI,linescore,0,0,1,1,0,0.2601,0.71335,1,-128,-100,0,0.2601,0.49,0
2250049,823160,2026-03-29,2026-03,CLE@SEA,1,p1,0.5687,NRFI,1,NRFI,linescore,0,0,1,1,1,0.18602,0.564402,,,,,,0.5687,1
2250049,823160,2026-03-29,2026-03,CLE@SEA,1,p2,0.5687,NRFI,1,NRFI,linescore,0,0,1,1,1,0.18602,0.564402,,,,,,0.5687,1
2250050,824135,2026-03-30,2026-03,MIN@KC,1,live,0.51,NRFI,1,NRFI,linescore,0,0,1,1,1,0.2401,0.673345,1,-100,-128,1,0.2401,0.51,1
2250050,824135,2026-03-30,2026-03,MIN@KC,1,p1,0.5332,NRFI,1,NRFI,linescore,0,0,1,1,1,0.217902,0.628859,,,,,,0.5332,1
2250050,824135,2026-03-30,2026-03,MIN@KC,1,p2,0.5332,NRFI,1,NRFI,linescore,0,0,1,1,1,0.217902,0.628859,,,,,,0.5332,1
2250051,824863,2026-03-30,2026-03,TEX@BAL,1,live,0.48,YRFI,0,YRFI,linescore,1,1,1,1,1,0.2304,0.653926,1,-108,-118,1,0.2304,0.48,1
2250051,824863,2026-03-30,2026-03,TEX@BAL,1,p1,0.497,YRFI,0,YRFI,linescore,1,1,1,1,1,0.247009,0.687165,,,,,,0.497,1
2250051,824863,2026-03-30,2026-03,TEX@BAL,1,p2,0.497,YRFI,0,YRFI,linescore,1,1,1,1,1,0.247009,0.687165,,,,,,0.497,1
2250052,824539,2026-03-30,2026-03,PIT@CIN,1,live,0.59,NRFI,1,NRFI,linescore,0,0,1,1,1,0.1681,0.527633,1,-130,+102,1,0.1681,0.59,1
2250052,824539,2026-03-30,2026-03,PIT@CIN,1,p1,0.5279,NRFI,1,NRFI,linescore,0,0,1,1,1,0.222878,0.638848,,,,,,0.5279,1
2250052,824539,2026-03-30,2026-03,PIT@CIN,1,p2,0.5279,NRFI,1,NRFI,linescore,0,0,1,1,1,0.222878,0.638848,,,,,,0.5279,1
2250053,823484,2026-03-30,2026-03,WSH@PHI,1,live,0.43,YRFI,0,YRFI,linescore,4,0,1,1,1,0.1849,0.562119,1,+104,-132,1,0.1849,0.43,1
2250053,823484,2026-03-30,2026-03,WSH@PHI,1,p1,0.4845,YRFI,0,YRFI,linescore,4,0,1,1,1,0.23474,0.662618,,,,,,0.4845,1
2250053,823484,2026-03-30,2026-03,WSH@PHI,1,p2,0.4845,YRFI,0,YRFI,linescore,4,0,1,1,1,0.23474,0.662618,,,,,,0.4845,1
2250054,823890,2026-03-30,2026-03,CWS@MIA,1,live,0.42,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3364,0.867501,1,-120,-106,0,0.3364,0.42,0
2250054,823890,2026-03-30,2026-03,CWS@MIA,1,p1,0.5343,NRFI,1,NRFI,linescore,0,0,1,1,1,0.216876,0.626798,,,,,,0.5343,1
2250054,823890,2026-03-30,2026-03,CWS@MIA,1,p2,0.5343,NRFI,1,NRFI,linescore,0,0,1,1,1,0.216876,0.626798,,,,,,0.5343,1
2250055,822834,2026-03-30,2026-03,COL@TOR,1,live,0.38,YRFI,1,NRFI,linescore,0,0,1,1,0,0.3844,0.967584,1,-111,-115,0,0.3844,0.38,0
2250055,822834,2026-03-30,2026-03,COL@TOR,1,p1,0.4738,YRFI,1,NRFI,linescore,0,0,1,1,0,0.276886,0.74697,,,,,,0.4738,0
2250055,822834,2026-03-30,2026-03,COL@TOR,1,p2,0.4738,YRFI,1,NRFI,linescore,0,0,1,1,0,0.276886,0.74697,,,,,,0.4738,0
