kind,series,propRefId,gameDate,gamePk,gameId,side,player,scratchBasis,starterId,voidCause,inExemptions,storedBacktestResult,note
DETECTED_VOID,live,630057,2026-04-29,824930,2250434,home,Bryce Elder,mlbamId,702275,NEXTDAY_CONTAMINATION,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,630066,2026-04-30,824848,2250437,away,Lance McCullers,mlbamId,663567,WRONG_GAME_SAME_DATE,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,690008,2026-05-03,822742,2250476,away,Logan Henderson,mlbamId,701656,NEXTDAY_CONTAMINATION,0,OVER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,690011,2026-05-03,822742,2250476,home,Zack Littell,mlbamId,676571,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,720001,2026-05-04,824201,2250493,home,Peter Lambert,mlbamId,595345,NEXTDAY_CONTAMINATION,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,750003,2026-05-05,824281,2250498,away,Brayan Bello,mlbamId,663558,TRUE_SCRATCH,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,750016,2026-05-05,824119,2250505,home,Stephen Kolek,mlbamId,663568,TRUE_SCRATCH,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,750023,2026-05-07,824362,2250508,away,Freddy Peralta,mlbamId,681035,TRUE_SCRATCH,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,750022,2026-05-07,824362,2250508,home,Michael Lorenzen,mlbamId,500779,TRUE_SCRATCH,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,780012,2026-05-08,823871,2250539,away,Zack Littell,mlbamId,656492,TRUE_SCRATCH,0,OVER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,780010,2026-05-08,823871,2250539,home,Janson Junk,mlbamId,702281,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,780014,2026-05-08,824443,2250540,away,Joe Ryan,mlbamId,687570,NEXTDAY_CONTAMINATION,0,OVER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,780040,2026-05-09,823869,2250552,away,Cade Cavalli,mlbamId,663992,TRUE_SCRATCH,1,,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810005,2026-05-10,824845,2250563,home,Brandon Young,mlbamId,669211,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810011,2026-05-10,822819,2250566,home,Kevin Gausman,mlbamId,693686,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810041,2026-05-11,824441,2250576,away,Walbert Urena,mlbamId,608718,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810036,2026-05-11,822901,2252886,home,MacKenzie Gore,mlbamId,596001,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810043,2026-05-12,824442,2250581,away,Reid Detmers,mlbamId,700712,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810069,2026-05-12,824843,2250582,home,Kyle Bradish,mlbamId,669432,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810070,2026-05-12,824764,2250585,home,Sonny Gray,mlbamId,663558,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810050,2026-05-12,822817,2250586,away,Griffin Jax,mlbamId,663556,NEXTDAY_CONTAMINATION,0,OVER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810061,2026-05-12,823790,2250591,away,Michael King,mlbamId,699134,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810071,2026-05-12,824197,2250592,home,Lance McCullers,mlbamId,837227,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810081,2026-05-13,824763,2250599,away,Jesus Luzardo,mlbamId,691725,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810085,2026-05-13,823631,2250601,home,Nolan McLean,mlbamId,681035,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,810086,2026-05-13,824928,2250602,home,Chris Sale,mlbamId,702275,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,840022,2026-05-14,823383,2250609,home,Braxton Ashcraft,mlbamId,682254,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,840003,2026-05-14,824517,2250610,away,Zack Littell,mlbamId,656492,NEXTDAY_CONTAMINATION,0,OVER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,840006,2026-05-14,823709,2250612,away,Janson Junk,mlbamId,666129,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,840018,2026-05-14,824602,2250618,home,Sean Burke,mlbamId,641743,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,870004,2026-05-15,824280,2250622,home,Casey Mize,mlbamId,669724,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,870011,2026-05-15,822983,2250624,home,Nick Martinez,mlbamId,693855,TRUE_SCRATCH,0,UNDER,listed pitcher did not start (re-derived)
DETECTED_VOID,live,870030,2026-05-15,823707,2250629,away,Logan Henderson,mlbamId,689441,NEXTDAY_CONTAMINATION,0,UNDER,listed pitcher did not start (re-derived)
