propId,gameId,gameDate,gamePk,side,pitcher,mlbamId,class,ungraded_reason,kProj,bookLine,pOver,pUnder,actualKs,stored_backtestResult,stored_modelCorrect,stored_modelError,derived_backtestResult,derived_modelCorrect,derived_modelError,grade_status,diff_fields,substrate_status,substrate_starterId,substrate_starterKs
1530129,2251188,2026-06-29,822792,home,Kevin Gausman,702056,final_in_scope,,4.76,5.5,0.4039,0.6579,3,UNDER,1,1.76,UNDER,1,1.76,MATCH,,SIDE_MATCH_KS_EQUAL,702056,3
1530128,2251188,2026-06-29,822792,away,Nolan McLean,640455,final_in_scope,,5.35,5.5,0.5132,0.5544,4,UNDER,1,1.35,UNDER,1,1.35,MATCH,,SIDE_MATCH_KS_EQUAL,640455,4
1530132,2251189,2026-06-29,824741,away,Cade Cavalli,571945,final_in_scope,,2.95,4.5,0.2135,0.8239,3,UNDER,1,-0.05,UNDER,1,-0.05,MATCH,,SIDE_MATCH_KS_EQUAL,571945,3
1530130,2251189,2026-06-29,824741,home,Connelly Early,624133,final_in_scope,,3.24,5.5,0.1404,0.8500,8,OVER,0,-4.76,OVER,0,-4.76,MATCH,,SIDE_MATCH_KS_EQUAL,624133,8
1530147,2251190,2026-06-29,824420,away,Jacob deGrom,594798,final_in_scope,,5.73,6.5,0.4192,0.6489,2,UNDER,1,3.73,UNDER,1,3.73,MATCH,,SIDE_MISMATCH(scratch),641302,2
1530131,2251190,2026-06-29,824420,home,Tanner Bibee,800048,final_in_scope,,3.12,5.5,0.1240,0.8500,5,UNDER,1,-1.88,UNDER,1,-1.88,MATCH,,SIDE_MATCH_KS_EQUAL,800048,5
1530134,2251191,2026-06-29,823771,home,Brandon Sproat,688107,final_in_scope,,3.48,5.5,0.1750,0.8500,5,UNDER,1,-1.52,UNDER,1,-1.52,MATCH,,SIDE_MATCH_KS_EQUAL,688107,5
1530133,2251191,2026-06-29,823771,away,Rhett Lowder,666157,final_in_scope,,2.23,4.5,0.0950,0.8500,4,UNDER,1,-1.77,UNDER,1,-1.77,MATCH,,SIDE_MATCH_KS_EQUAL,666157,4
1530136,2251192,2026-06-29,824662,away,JP Sears,656288,final_in_scope,,3.42,3.5,0.5001,0.5541,3,UNDER,1,0.42,UNDER,1,0.42,MATCH,,SIDE_MATCH_KS_EQUAL,656288,3
1530135,2251192,2026-06-29,824662,home,Matthew Boyd,684007,final_in_scope,,6.62,4.5,0.8365,0.2110,4,UNDER,0,2.62,UNDER,0,2.62,MATCH,,SIDE_MATCH_KS_EQUAL,684007,4
1530138,2251193,2026-06-29,824176,away,Joe Ryan,805673,final_in_scope,,4.59,6.5,0.2275,0.8195,7,OVER,0,-2.41,OVER,0,-2.41,MATCH,,SIDE_MATCH_KS_EQUAL,805673,7
1530137,2251193,2026-06-29,824176,home,Mike Burrows,663567,final_in_scope,,2.81,4.5,0.1877,0.8462,4,UNDER,1,-1.19,UNDER,1,-1.19,MATCH,,SIDE_MATCH_KS_EQUAL,663567,4
1530140,2251194,2026-06-29,824339,away,Eury Perez,645261,final_in_scope,,3.25,5.5,0.1412,0.8500,3,UNDER,1,0.25,UNDER,1,0.25,MATCH,,SIDE_MATCH_KS_EQUAL,645261,3
1530139,2251194,2026-06-29,824339,home,Tanner Gordon,807743,final_in_scope,,3.05,3.5,0.4136,0.6367,5,OVER,0,-1.95,OVER,0,-1.95,MATCH,,SIDE_MATCH_KS_EQUAL,807743,5
1530144,2251195,2026-06-29,824986,away,Justin Wrobleski,641778,final_in_scope,,2.18,4.5,0.0893,0.8500,2,UNDER,1,0.18,UNDER,1,0.18,MATCH,,SIDE_MATCH_KS_EQUAL,641778,2
1530142,2251195,2026-06-29,824986,home,Jeffrey Springs,695611,final_in_scope,,2.92,4.5,0.2077,0.8289,5,OVER,0,-2.08,OVER,0,-2.08,MATCH,,SIDE_MATCH_KS_EQUAL,695611,5
1530145,2251196,2026-06-29,823121,home,Bryan Woo,669923,final_in_scope,,4.15,6.5,0.1638,0.8500,7,OVER,0,-2.85,OVER,0,-2.85,MATCH,,SIDE_MATCH_KS_EQUAL,669923,7
1530143,2251196,2026-06-29,823121,away,Jose Soriano,696270,final_in_scope,,5.48,5.5,0.5353,0.5329,3,UNDER,0,2.48,UNDER,0,2.48,MATCH,,SIDE_MATCH_KS_EQUAL,696270,3
1530149,2251197,2026-06-30,824819,away,Noah Schultz,607200,final_in_scope,,2.31,3.5,0.2386,0.7971,3,UNDER,1,-0.69,UNDER,1,-0.69,MATCH,,SIDE_MATCH_KS_EQUAL,607200,3
1530148,2251197,2026-06-30,824819,home,Dean Kremer,694346,final_in_scope,,8.44,5.5,0.8500,0.1544,5,UNDER,0,3.44,UNDER,0,3.44,MATCH,,SIDE_MATCH_KS_EQUAL,694346,5
1530153,2251198,2026-06-30,824418,away,MacKenzie Gore,594798,final_in_scope,,3.81,5.5,0.2300,0.8136,9,OVER,0,-5.19,OVER,0,-5.19,MATCH,,SIDE_MATCH_KS_EQUAL,594798,9
1530150,2251198,2026-06-30,824418,home,Joey Cantillo,676440,final_in_scope,,3.71,5.5,0.2128,0.8284,2,UNDER,1,1.71,UNDER,1,1.71,MATCH,,SIDE_MATCH_KS_EQUAL,676440,2
1530152,2251199,2026-06-30,823445,away,Paul Skenes,696149,final_in_scope,,7.13,6.5,0.6427,0.4310,6,UNDER,0,1.13,UNDER,0,1.13,MATCH,,SIDE_MATCH_KS_EQUAL,696149,6
1530151,2251199,2026-06-30,823445,home,Zack Wheeler,650911,final_in_scope,,5.42,6.5,0.3643,0.6993,9,OVER,0,-3.58,OVER,0,-3.58,MATCH,,SIDE_MATCH_KS_EQUAL,650911,9
1530155,2251200,2026-06-30,823528,home,Will Warren,693645,final_in_scope,,4.52,5.5,0.3585,0.6996,5,UNDER,1,-0.48,UNDER,1,-0.48,MATCH,,SIDE_MATCH_KS_EQUAL,693645,5
1530154,2251200,2026-06-30,823528,away,Troy Melton,669373,final_in_scope,,2.4,4.5,0.1188,0.8500,9,OVER,0,-6.6,OVER,0,-6.60,MATCH,,SIDE_MATCH_KS_EQUAL,669373,9
1530157,2251201,2026-06-30,822793,home,Kevin Gausman,592332,final_in_scope,,4.76,5.5,0.4042,0.6576,7,OVER,0,-2.24,OVER,0,-2.24,MATCH,,SIDE_MATCH_KS_EQUAL,592332,7
1530156,2251201,2026-06-30,822793,away,Freddy Peralta,690997,final_in_scope,,3.04,4.5,0.2316,0.8080,7,OVER,0,-3.96,OVER,0,-3.96,MATCH,,SIDE_MATCH_KS_EQUAL,690997,7
1530159,2251202,2026-06-30,824742,away,Andrew Alvarez,676917,final_in_scope,,4.77,4.5,0.5808,0.4818,13,OVER,1,-8.23,OVER,1,-8.23,MATCH,,SIDE_MATCH_KS_EQUAL,676917,13
1530158,2251202,2026-06-30,824742,home,Payton Tolle,813349,final_in_scope,,2.82,5.5,0.0873,0.8500,5,UNDER,1,-2.18,UNDER,1,-2.18,MATCH,,SIDE_MATCH_KS_EQUAL,813349,5
1530161,2251203,2026-06-30,824907,away,Michael McGreevy,669461,final_in_scope,,2.28,3.5,0.2325,0.8025,9,OVER,0,-6.72,OVER,0,-6.72,MATCH,,SIDE_MATCH_KS_EQUAL,669461,9
1530160,2251203,2026-06-30,824907,home,Reynaldo Lopez,527048,final_in_scope,,3.38,3.5,0.4922,0.5617,1,UNDER,1,2.38,UNDER,1,2.38,MATCH,,SIDE_MATCH_KS_EQUAL,527048,1
1530165,2251204,2026-06-30,824096,away,Shane McClanahan,643377,final_in_scope,,3.13,4.5,0.2479,0.7937,5,OVER,0,-1.87,OVER,0,-1.87,MATCH,,SIDE_MATCH_KS_EQUAL,643377,5
1530163,2251204,2026-06-30,824096,home,Seth Lugo,702070,final_in_scope,,2.48,3.5,0.2772,0.7625,0,UNDER,1,2.48,UNDER,1,2.48,MATCH,,SIDE_MATCH_KS_EQUAL,702070,0
1530164,2251205,2026-06-30,823768,home,Brandon Sproat,687075,final_in_scope,,3.72,5.5,0.2147,0.8268,7,OVER,0,-3.28,OVER,0,-3.28,MATCH,,SIDE_MATCH_KS_EQUAL,687075,7
1530162,2251205,2026-06-30,823768,away,Andrew Abbott,695076,final_in_scope,,2.58,4.5,0.1474,0.8500,8,OVER,0,-5.42,OVER,0,-5.42,MATCH,,SIDE_MATCH_KS_EQUAL,695076,8
1530167,2251206,2026-06-30,824661,away,Walker Buehler,676664,final_in_scope,,3.12,3.5,0.4313,0.6200,4,OVER,0,-0.88,OVER,0,-0.88,MATCH,,SIDE_MATCH_KS_EQUAL,676664,4
1530166,2251206,2026-06-30,824661,home,Colin Rea,571510,final_in_scope,,2.97,3.5,0.3943,0.6548,2,UNDER,1,0.97,UNDER,1,0.97,MATCH,,SIDE_MATCH_KS_EQUAL,571510,2
1530169,2251207,2026-06-30,824175,away,Taj Bradley,657746,final_in_scope,,3.8,5.5,0.2282,0.8152,5,UNDER,1,-1.2,UNDER,1,-1.20,MATCH,,SIDE_MATCH_KS_EQUAL,657746,5
1530168,2251207,2026-06-30,824175,home,Mike Burrows,681347,final_in_scope,,2.69,4.5,0.1656,0.8500,3,UNDER,1,-0.31,UNDER,1,-0.31,MATCH,,SIDE_MATCH_KS_EQUAL,681347,3
1530171,2251208,2026-06-30,824338,away,Max Meyer,691587,final_in_scope,,4.3,5.5,0.3177,0.7364,8,OVER,0,-3.7,OVER,0,-3.70,MATCH,,SIDE_MATCH_KS_EQUAL,691587,8
1530170,2251208,2026-06-30,824338,home,Kyle Freeland,685299,final_in_scope,,2.87,3.5,0.3723,0.6753,4,OVER,0,-1.13,OVER,0,-1.13,MATCH,,SIDE_MATCH_KS_EQUAL,685299,4
1530175,2251209,2026-06-30,824984,away,Justin Wrobleski,680736,final_in_scope,,2.46,4.5,0.1279,0.8500,11,OVER,0,-8.54,OVER,0,-8.54,MATCH,,SIDE_MATCH_KS_EQUAL,680736,11
1530173,2251209,2026-06-30,824984,home,J.T. Ginn,605488,final_in_scope,,2.66,4.5,0.1614,0.8500,2,UNDER,1,0.66,UNDER,1,0.66,MATCH,,SIDE_MATCH_KS_EQUAL,605488,2
1530176,2251210,2026-06-30,823122,home,Bryan Woo,693433,final_in_scope,,4.08,7.5,0.0773,0.8500,5,UNDER,1,-0.92,UNDER,1,-0.92,MATCH,,SIDE_MATCH_KS_EQUAL,693433,5
1530174,2251210,2026-06-30,823122,away,Jose Soriano,667755,final_in_scope,,5.5,5.5,0.5400,0.5283,9,OVER,1,-3.5,OVER,1,-3.50,MATCH,,SIDE_MATCH_KS_EQUAL,667755,9
1530179,2251211,2026-07-01,824818,away,Davis Martin,702273,final_in_scope,,4.33,4.5,0.4959,0.5650,7,OVER,0,-2.67,OVER,0,-2.67,MATCH,,SIDE_MATCH_KS_EQUAL,702273,7
1530178,2251211,2026-07-01,824818,home,Dean Kremer,665152,final_in_scope,,6.48,5.5,0.6936,0.3725,4,UNDER,0,2.48,UNDER,0,2.48,MATCH,,SIDE_MATCH_KS_EQUAL,665152,4
1530181,2251212,2026-07-01,824419,away,Nathan Eovaldi,669022,final_in_scope,,4.8,6.5,0.2615,0.7903,7,OVER,0,-2.2,OVER,0,-2.20,MATCH,,SIDE_MATCH_KS_EQUAL,669022,7
1530180,2251212,2026-07-01,824419,home,Slade Cecconi,676282,final_in_scope,,2.17,3.5,0.2067,0.8254,4,OVER,0,-1.83,OVER,0,-1.83,MATCH,,SIDE_MATCH_KS_EQUAL,676282,4
1530185,2251213,2026-07-01,824740,away,Andrew Alvarez,674841,final_in_scope,,5.27,4.5,0.6673,0.3940,1,UNDER,0,4.27,UNDER,0,4.27,MATCH,,SIDE_MISMATCH(scratch),695418,1
1530182,2251213,2026-07-01,824740,home,Payton Tolle,801139,final_in_scope,,2.98,5.5,0.1049,0.8500,5,UNDER,1,-2.02,UNDER,1,-2.02,MATCH,,SIDE_MATCH_KS_EQUAL,801139,5
1530184,2251214,2026-07-01,823530,home,Will Warren,701542,final_in_scope,,4.73,5.5,0.3987,0.6627,7,OVER,0,-2.27,OVER,0,-2.27,MATCH,,SIDE_MATCH_KS_EQUAL,701542,7
1530183,2251214,2026-07-01,823530,away,Framber Valdez,675512,final_in_scope,,3.19,5.5,0.1324,0.8500,7,OVER,0,-3.81,OVER,0,-3.81,MATCH,,SIDE_MATCH_KS_EQUAL,675512,7
1530187,2251215,2026-07-01,824660,away,Randy Vasquez,621111,final_in_scope,,2.39,2.5,0.4725,0.5730,6,OVER,0,-3.61,OVER,0,-3.61,MATCH,,SIDE_MATCH_KS_EQUAL,621111,6
1530186,2251215,2026-07-01,824660,home,Colin Rea,607067,final_in_scope,,3.11,3.5,0.4276,0.6235,5,OVER,0,-1.89,OVER,0,-1.89,MATCH,,SIDE_MATCH_KS_EQUAL,607067,5
1530188,2251216,2026-07-01,822791,away,Freddy Peralta,642547,final_in_scope,,2.98,4.5,0.2199,0.8183,4,UNDER,1,-1.02,UNDER,1,-1.02,MATCH,,SIDE_MATCH_KS_EQUAL,642547,4
1530190,2251217,2026-07-01,823446,away,Jared Jones,694973,final_in_scope,,2.94,4.5,0.2118,0.8253,5,OVER,0,-2.06,OVER,0,-2.06,MATCH,,SIDE_MATCH_KS_EQUAL,694973,5
1530189,2251217,2026-07-01,823446,home,Zack Wheeler,554430,final_in_scope,,6.13,7.5,0.3392,0.7263,10,OVER,0,-3.87,OVER,0,-3.87,MATCH,,SIDE_MATCH_KS_EQUAL,554430,10
1530192,2251218,2026-07-01,824905,away,Dustin May,700241,final_in_scope,,3.58,4.5,0.3413,0.7099,3,UNDER,1,0.58,UNDER,1,0.58,MATCH,,SIDE_MATCH_KS_EQUAL,700241,3
1530191,2251218,2026-07-01,824905,home,Hurston Waldrep,625643,final_in_scope,,3.36,3.5,0.4856,0.5682,6,OVER,0,-2.64,OVER,0,-2.64,MATCH,,SIDE_MATCH_KS_EQUAL,625643,6
1530194,2251219,2026-07-01,824094,away,Shane McClanahan,663556,final_in_scope,,3.36,4.5,0.2956,0.7513,4,UNDER,1,-0.64,UNDER,1,-0.64,MATCH,,SIDE_MATCH_KS_EQUAL,663556,4
1530193,2251219,2026-07-01,824094,home,Stephen Kolek,607625,final_in_scope,,2.87,3.5,0.3715,0.6761,7,OVER,0,-4.13,OVER,0,-4.13,MATCH,,SIDE_MATCH_KS_EQUAL,607625,7
1530203,2251220,2026-07-01,824174,home,Tatsuya Imai,837227,final_in_scope,,3.52,5.5,0.1820,0.8500,2,UNDER,1,1.52,UNDER,1,1.52,MATCH,,SIDE_MATCH_KS_EQUAL,837227,2
1530196,2251220,2026-07-01,824174,away,Taj Bradley,671737,final_in_scope,,4.34,5.5,0.3255,0.7295,11,OVER,0,-6.66,OVER,0,-6.66,MATCH,,SIDE_MATCH_KS_EQUAL,671737,11
1530202,2251221,2026-07-01,823767,home,Jacob Misiorowski,675660,final_in_scope,,6.85,9.5,0.2070,0.8458,7,UNDER,1,-0.15,UNDER,1,-0.15,MATCH,,SIDE_MATCH_KS_EQUAL,675660,7
1530195,2251221,2026-07-01,823767,away,Chase Burns,671096,final_in_scope,,4.39,6.5,0.1971,0.8452,3,UNDER,1,1.39,UNDER,1,1.39,MATCH,,SIDE_MATCH_KS_EQUAL,671096,3
1530198,2251222,2026-07-01,824337,away,Ryan Gusto,676974,final_in_scope,,4.06,3.5,0.6336,0.4219,5,OVER,1,-0.94,OVER,1,-0.94,MATCH,,SIDE_MATCH_KS_EQUAL,676974,5
1530197,2251222,2026-07-01,824337,home,Michael Lorenzen,607536,final_in_scope,,2.26,3.5,0.2268,0.8076,7,OVER,0,-4.74,OVER,0,-4.74,MATCH,,SIDE_MATCH_KS_EQUAL,607536,7
1530204,2251223,2026-07-01,824985,away,Roki Sasaki,808963,final_in_scope,,2.23,4.5,0.0953,0.8500,3,UNDER,1,-0.77,UNDER,1,-0.77,MATCH,,SIDE_MISMATCH(scratch),676263,3
1530200,2251223,2026-07-01,824985,home,J.T. Ginn,669372,final_in_scope,,2.51,4.5,0.1369,0.8500,4,UNDER,1,-1.49,UNDER,1,-1.49,MATCH,,SIDE_MATCH_KS_EQUAL,669372,4
1560017,2251224,2026-07-02,823442,home,Alan Rangel,660604,final_in_scope,,4.99,4.5,0.6210,0.4415,4,UNDER,0,0.99,UNDER,0,0.99,MATCH,,SIDE_MATCH_KS_EQUAL,660604,4
1560001,2251224,2026-07-02,823442,away,Mitch Keller,683003,final_in_scope,,3.36,3.5,0.4861,0.5677,6,OVER,0,-2.64,OVER,0,-2.64,MATCH,,SIDE_MATCH_KS_EQUAL,683003,6
1560003,2251225,2026-07-02,823765,home,Kyle Harrison,694819,final_in_scope,,6.11,5.5,0.6402,0.4280,10,OVER,1,-3.89,OVER,1,-3.89,MATCH,,SIDE_MATCH_KS_EQUAL,694819,10
1560002,2251225,2026-07-02,823765,away,Brady Singer,695505,final_in_scope,,2.99,4.5,0.2211,0.8172,4,UNDER,1,-1.01,UNDER,1,-1.01,MATCH,,SIDE_MATCH_KS_EQUAL,695505,4
1560005,2251226,2026-07-02,824335,away,Ryan Gusto,687473,final_in_scope,,4.15,3.5,0.6498,0.4054,2,UNDER,0,2.15,UNDER,0,2.15,MATCH,,SIDE_MATCH_KS_EQUAL,687473,2
1560004,2251226,2026-07-02,824335,home,Ryan Feltner,547179,final_in_scope,,2.05,3.5,0.1819,0.8472,1,UNDER,1,1.05,UNDER,1,1.05,MATCH,,SIDE_MATCH_KS_EQUAL,547179,1
1560007,2251227,2026-07-02,824416,away,Davis Martin,663436,final_in_scope,,4.01,4.5,0.4299,0.6278,0,UNDER,1,4.01,UNDER,1,4.01,MATCH,,SIDE_MATCH_KS_EQUAL,663436,0
1560006,2251227,2026-07-02,824416,home,Gavin Williams,677944,final_in_scope,,5.63,6.5,0.4017,0.6651,3,UNDER,1,2.63,UNDER,1,2.63,MATCH,,SIDE_MATCH_KS_EQUAL,677944,3
1560009,2251228,2026-07-02,824906,away,Andre Pallante,669160,final_in_scope,,2.34,3.5,0.2458,0.7907,1,UNDER,1,1.34,UNDER,1,1.34,MATCH,,SIDE_MATCH_KS_EQUAL,669160,1
1560008,2251228,2026-07-02,824906,home,Grant Holmes,694462,final_in_scope,,2.65,4.5,0.1589,0.8500,4,UNDER,1,-1.35,UNDER,1,-1.35,MATCH,,SIDE_MATCH_KS_EQUAL,694462,4
1560018,2251229,2026-07-02,824093,away,Nick Martinez,693855,final_in_scope,,2.21,4.5,0.0928,0.8500,8,OVER,0,-5.79,OVER,0,-5.79,MATCH,,SIDE_MATCH_KS_EQUAL,693855,8
1560010,2251229,2026-07-02,824093,home,Stephen Kolek,663568,final_in_scope,,2.62,3.5,0.3121,0.7308,0,UNDER,1,2.62,UNDER,1,2.62,MATCH,,SIDE_MATCH_KS_EQUAL,663568,0
1560012,2251230,2026-07-02,822884,home,Nathan Eovaldi,543135,final_in_scope,,5.74,6.5,0.4204,0.6478,9,OVER,0,-3.26,OVER,0,-3.26,MATCH,,SIDE_MATCH_KS_EQUAL,543135,9
1560011,2251230,2026-07-02,822884,away,Framber Valdez,664285,final_in_scope,,3.24,5.5,0.1394,0.8500,1,UNDER,1,2.24,UNDER,1,2.24,MATCH,,SIDE_MATCH_KS_EQUAL,664285,1
1560014,2251231,2026-07-02,823119,home,Luis Castillo,682243,final_in_scope,,3.6,4.5,0.3445,0.7070,8,OVER,0,-4.4,OVER,0,-4.40,MATCH,,SIDE_MATCH_KS_EQUAL,682243,8
1560013,2251231,2026-07-02,823119,away,Reid Detmers,700712,final_in_scope,,4.47,6.5,0.2098,0.8345,6,UNDER,1,-1.53,UNDER,1,-1.53,MATCH,,SIDE_MATCH_KS_EQUAL,700712,6
1560016,2251232,2026-07-02,823935,away,Michael King,681190,final_in_scope,,2.76,4.5,0.1787,0.8500,0,UNDER,1,2.76,UNDER,1,2.76,MATCH,,SIDE_MATCH_KS_EQUAL,681190,0
1560015,2251232,2026-07-02,823935,home,Roki Sasaki,808963,final_in_scope,,2.32,5.5,0.0413,0.8500,3,UNDER,1,-0.68,UNDER,1,-0.68,MATCH,,SIDE_MATCH_KS_EQUAL,808963,3
1560039,2251233,2026-07-03,824659,home,Shota Imanaga,656849,final_in_scope,,3.86,5.5,0.2381,0.8066,3,UNDER,1,0.86,UNDER,1,0.86,MATCH,,SIDE_MATCH_KS_EQUAL,656849,3
1560019,2251233,2026-07-03,824659,away,Kyle Leahy,669467,final_in_scope,,2.17,4.5,0.0870,0.8500,2,UNDER,1,0.17,UNDER,1,0.17,MATCH,,SIDE_MATCH_KS_EQUAL,669467,2
1560021,2251234,2026-07-03,822714,home,Zack Littell,656492,final_in_scope,,5.08,3.5,0.3076,0.7500,2,UNDER,1,3.08,UNDER,1,3.08,MATCH,,SIDE_MATCH_KS_EQUAL,656492,2
1560020,2251234,2026-07-03,822714,away,Braxton Ashcraft,656605,final_in_scope,,3.01,5.5,0.4051,0.6447,1,UNDER,1,2.01,UNDER,1,2.01,MATCH,,SIDE_MATCH_KS_EQUAL,656605,1
1560023,2251235,2026-07-03,823527,home,Gerrit Cole,543037,final_in_scope,,2.89,5.5,0.0953,0.8500,7,OVER,0,-4.11,OVER,0,-4.11,MATCH,,SIDE_MATCH_KS_EQUAL,543037,7
1560022,2251235,2026-07-03,823527,away,Mike Paredes,702474,final_in_scope,,2.42,3.5,0.2644,0.7740,2,UNDER,1,0.42,UNDER,1,0.42,MATCH,,SIDE_MATCH_KS_EQUAL,702474,2
1560025,2251236,2026-07-03,824498,home,Hunter Greene,663903,final_in_scope,,3.36,6.5,0.1577,0.8500,6,UNDER,1,-2.64,UNDER,1,-2.64,MATCH,,SIDE_MATCH_KS_EQUAL,663903,6
1560024,2251236,2026-07-03,824498,away,Brandon Young,669432,final_in_scope,,3.35,4.5,0.1559,0.8500,4,UNDER,1,-0.65,UNDER,1,-0.65,MATCH,,SIDE_MATCH_KS_EQUAL,669432,4
1560040,2251237,2026-07-03,824417,away,Sean Burke,641743,final_in_scope,,2.52,5.5,0.1382,0.8500,2,UNDER,1,0.52,UNDER,1,0.52,MATCH,,SIDE_MATCH_KS_EQUAL,641743,2
1560026,2251237,2026-07-03,824417,home,Parker Messick,668909,final_in_scope,,5.62,5.5,0.3991,0.6675,6,OVER,0,-0.38,OVER,0,-0.38,MATCH,,SIDE_MATCH_KS_EQUAL,668909,6
1560028,2251238,2026-07-03,824904,away,Sean Manaea,681035,final_in_scope,,2.78,4.5,0.1815,0.8500,7,OVER,0,-4.22,OVER,0,-4.22,MATCH,,SIDE_MATCH_KS_EQUAL,681035,7
1560027,2251238,2026-07-03,824904,home,Chris Sale,656550,final_in_scope,,6.11,7.5,0.4830,0.5890,2,UNDER,1,4.11,UNDER,1,4.11,MATCH,,SIDE_MATCH_KS_EQUAL,656550,2
1560044,2251239,2026-07-03,824336,away,Logan Webb,657277,final_in_scope,,3.94,4.5,0.4155,0.6413,2,UNDER,1,1.94,UNDER,1,1.94,MATCH,,SIDE_MATCH_KS_EQUAL,657277,2
1560029,2251239,2026-07-03,824336,home,Ryan Feltner,663372,final_in_scope,,1.8,3.5,0.1308,0.8500,9,OVER,0,-7.2,OVER,0,-7.20,MATCH,,SIDE_MATCH_KS_EQUAL,663372,9
1560031,2251240,2026-07-03,824173,away,Drew Rasmussen,607259,final_in_scope,,2.13,5.5,0.1992,0.8320,3,UNDER,1,-0.87,UNDER,1,-0.87,MATCH,,SIDE_MATCH_KS_EQUAL,607259,3
1560030,2251240,2026-07-03,824173,home,Hunter Brown,681293,final_in_scope,,2.76,5.5,0.0807,0.8500,4,UNDER,1,-1.24,UNDER,1,-1.24,MATCH,,SIDE_MATCH_KS_EQUAL,681293,4
1560033,2251241,2026-07-03,824013,home,Reid Detmers,672282,final_in_scope,,4.58,6.5,0.2268,0.8201,5,UNDER,1,-0.42,UNDER,1,-0.42,MATCH,,SIDE_MATCH_KS_EQUAL,672282,5
1560032,2251241,2026-07-03,824013,away,Jake Bennett,687562,final_in_scope,,3.32,4.5,0.2877,0.7584,6,OVER,0,-2.68,OVER,0,-2.68,MATCH,,SIDE_MATCH_KS_EQUAL,687562,6
1560042,2251242,2026-07-03,824982,away,Tyler Phillips,663969,final_in_scope,,1.95,4.5,0.0613,0.8500,2,UNDER,1,-0.05,UNDER,1,-0.05,MATCH,,SIDE_MATCH_KS_EQUAL,663969,2
1560041,2251242,2026-07-03,824982,home,Jack Perkins,678022,final_in_scope,,5.3,5.5,0.5038,0.5634,8,OVER,0,-2.7,OVER,0,-2.70,MATCH,,SIDE_MATCH_KS_EQUAL,678022,8
1560043,2251243,2026-07-03,823933,home,Yoshinobu Yamamoto,660271,final_in_scope,,4.07,6.5,0.1530,0.8500,9,OVER,0,-4.93,OVER,0,-4.93,MATCH,,SIDE_MATCH_KS_EQUAL,660271,9
1560036,2251243,2026-07-03,823933,away,Griffin Canning,650633,final_in_scope,,3.23,4.5,0.2689,0.7751,5,OVER,0,-1.77,OVER,0,-1.77,MATCH,,SIDE_MATCH_KS_EQUAL,650633,5
1560038,2251244,2026-07-03,823120,away,Shane Bieber,656302,final_in_scope,,8.89,5.5,0.7359,0.3374,9,OVER,1,-0.11,OVER,1,-0.11,MATCH,,SIDE_MATCH_KS_EQUAL,656302,9
1560037,2251244,2026-07-03,823120,home,Logan Gilbert,622491,final_in_scope,,2.89,5.5,0.2026,0.8333,4,UNDER,1,-1.11,UNDER,1,-1.11,MATCH,,SIDE_MATCH_KS_EQUAL,622491,4
1560046,2251245,2026-07-04,822716,home,Zack Littell,641793,final_in_scope,,2.06,3.5,0.1824,0.8468,3,UNDER,1,-0.94,UNDER,1,-0.94,MATCH,,SIDE_MISMATCH(scratch),687223,3
1560045,2251245,2026-07-04,822716,away,Braxton Ashcraft,677952,final_in_scope,,4.34,6.5,0.1904,0.8500,7,OVER,0,-2.66,OVER,0,-2.66,MATCH,,SIDE_MATCH_KS_EQUAL,677952,7
1560074,2251246,2026-07-04,823526,home,Brendan Beck,694341,final_in_scope,,3,3.5,0.4028,0.6469,3,UNDER,1,0,UNDER,1,0.00,MATCH,,SIDE_MATCH_KS_EQUAL,694341,3
1560047,2251246,2026-07-04,823526,away,Zebby Matthews,805673,final_in_scope,,2.69,4.5,0.1667,0.8500,5,OVER,0,-2.31,OVER,0,-2.31,MATCH,,SIDE_MATCH_KS_EQUAL,805673,5
1560049,2251247,2026-07-04,822882,home,Kumar Rocker,677958,final_in_scope,EX-SCRATCH-K,2.63,4.5,0.1563,0.8500,,,,,,,,NOT_GRADEABLE,,SIDE_MISMATCH(scratch),615698,2
1560048,2251247,2026-07-04,822882,away,Jack Flaherty,656427,final_in_scope,,3.69,5.5,0.2096,0.8312,5,UNDER,1,-1.31,UNDER,1,-1.31,MATCH,,SIDE_MATCH_KS_EQUAL,656427,5
1560051,2251248,2026-07-04,823118,away,Shane Bieber,669456,final_in_scope,,3.56,4.5,0.3376,0.7133,3,UNDER,1,0.56,UNDER,1,0.56,MATCH,,SIDE_MATCH_KS_EQUAL,669456,3
1560050,2251248,2026-07-04,823118,home,Logan Gilbert,669302,final_in_scope,,4.29,5.5,0.3149,0.7389,7,OVER,0,-2.71,OVER,0,-2.71,MATCH,,SIDE_MATCH_KS_EQUAL,669302,7
1560053,2251249,2026-07-04,824499,home,Hunter Greene,668881,final_in_scope,,5.06,6.5,0.3045,0.7527,7,OVER,0,-1.94,OVER,0,-1.94,MATCH,,SIDE_MATCH_KS_EQUAL,668881,7
1560052,2251249,2026-07-04,824499,away,Brandon Young,687064,final_in_scope,,2.28,4.5,0.1021,0.8500,5,OVER,0,-2.72,OVER,0,-2.72,MATCH,,SIDE_MATCH_KS_EQUAL,687064,5
