propId,gameId,gameDate,gamePk,side,pitcher,mlbamId,class,ungraded_reason,kProj,bookLine,pOver,pUnder,actualKs,stored_backtestResult,stored_modelCorrect,stored_modelError,derived_backtestResult,derived_modelCorrect,derived_modelError,grade_status,diff_fields,substrate_status,substrate_starterId,substrate_starterKs
450019,2250255,2026-04-15,823803,home,Brandon Sproat,694477,final_in_scope,,2.62,3.5,0.2673,0.7327,2,UNDER,1,0.62,UNDER,1,0.62,MATCH,,SIDE_MATCH_KS_EQUAL,694477,2
450023,2250256,2026-04-15,824209,home,Spencer Arrighetti,681293,final_in_scope,,4.77,6.5,0.2050,0.7950,10,OVER,0,-5.23,OVER,0,-5.23,MATCH,,SIDE_MATCH_KS_EQUAL,681293,10
450022,2250256,2026-04-15,824209,away,Tomoyuki Sugano,500779,final_in_scope,,2.36,3.5,0.2134,0.7866,1,UNDER,1,1.36,UNDER,1,1.36,MATCH,,SIDE_MATCH_KS_EQUAL,500779,1
450026,2250257,2026-04-15,823314,away,Luis Castillo,676106,final_in_scope,,3.21,4.5,0.2206,0.7794,6,OVER,0,-2.79,OVER,0,-2.79,MATCH,,SIDE_MATCH_KS_EQUAL,676106,6
450025,2250257,2026-04-15,823314,home,Walker Buehler,681190,final_in_scope,,2.38,3.5,0.2181,0.7819,6,OVER,0,-3.62,OVER,0,-3.62,MATCH,,SIDE_MATCH_KS_EQUAL,681190,6
450027,2250258,2026-04-15,825021,away,Jack Leiter,677958,final_in_scope,,4.06,5.5,0.2239,0.7761,6,OVER,0,-1.94,OVER,0,-1.94,MATCH,,SIDE_MATCH_KS_EQUAL,677958,6
450024,2250258,2026-04-15,825021,home,Jacob Lopez,669372,final_in_scope,,4.68,5.5,0.3278,0.6722,3,UNDER,1,1.68,UNDER,1,1.68,MATCH,,SIDE_MATCH_KS_EQUAL,669372,3
450029,2250259,2026-04-15,823963,away,Clay Holmes,605280,final_in_scope,,2.75,3.5,0.2979,0.7021,4,OVER,0,-1.25,OVER,0,-1.25,MATCH,,SIDE_MATCH_KS_EQUAL,605280,4
450028,2250259,2026-04-15,823963,home,Shohei Ohtani,660271,final_in_scope,,7.14,6.5,0.5702,0.4298,10,OVER,1,-2.86,OVER,1,-2.86,MATCH,,SIDE_MATCH_KS_EQUAL,660271,10
480002,2250260,2026-04-16,823396,away,Zack Littell,641793,final_in_scope,,2.79,3.5,0.3059,0.6941,7,OVER,0,-4.21,OVER,0,-4.21,MATCH,,SIDE_MISMATCH(scratch),656492,7
480001,2250260,2026-04-16,823396,home,Bubba Chandler,677952,final_in_scope,,4.51,4.5,0.4694,0.5306,7,OVER,0,-2.49,OVER,0,-2.49,MATCH,,SIDE_MATCH_KS_EQUAL,677952,7
480004,2250261,2026-04-16,824530,away,Logan Webb,694738,final_in_scope,,6.62,5.5,0.6482,0.3518,6,OVER,1,0.62,OVER,1,0.62,MATCH,,SIDE_MATCH_KS_EQUAL,694738,6
480003,2250261,2026-04-16,824530,home,Brandon Williamson,695505,final_in_scope,,2.9,3.5,0.3293,0.6707,4,OVER,0,-1.1,OVER,0,-1.10,MATCH,,SIDE_MATCH_KS_EQUAL,695505,4
480006,2250262,2026-04-16,824289,away,Michael Wacha,663460,final_in_scope,,4.15,5.5,0.2380,0.7620,3,UNDER,1,1.15,UNDER,1,1.15,MATCH,,SIDE_MATCH_KS_EQUAL,663460,3
480005,2250262,2026-04-16,824289,home,Casey Mize,672456,final_in_scope,,3.98,5.5,0.2113,0.7887,5,UNDER,1,-1.02,UNDER,1,-1.02,MATCH,,SIDE_MATCH_KS_EQUAL,672456,5
480020,2250263,2026-04-16,823560,away,Jose Soriano,667755,final_in_scope,,5.59,5.5,0.4862,0.5138,2,UNDER,1,3.59,UNDER,1,3.59,MATCH,,SIDE_MISMATCH(scratch),608718,2
480007,2250263,2026-04-16,823560,home,Cam Schlittler,608331,final_in_scope,,5.99,5.5,0.5523,0.4477,3,UNDER,0,2.99,UNDER,0,2.99,MATCH,,SIDE_MATCH_KS_EQUAL,608331,3
480009,2250264,2026-04-16,823801,away,Eric Lauer,571578,final_in_scope,,2.48,3.5,0.2390,0.7610,6,OVER,0,-3.52,OVER,0,-3.52,MATCH,,SIDE_MATCH_KS_EQUAL,571578,6
480008,2250264,2026-04-16,823801,home,Brandon Sproat,687075,final_in_scope,,2.62,3.5,0.2673,0.7327,6,OVER,0,-3.38,OVER,0,-3.38,MATCH,,SIDE_MATCH_KS_EQUAL,687075,6
480011,2250265,2026-04-16,824614,away,Nick Martinez,571927,final_in_scope,,3.4,4.5,0.2556,0.7444,4,UNDER,1,-0.6,UNDER,1,-0.60,MATCH,,SIDE_MATCH_KS_EQUAL,571927,4
480010,2250265,2026-04-16,824614,home,Davis Martin,663436,final_in_scope,,3.31,4.5,0.2390,0.7610,0,UNDER,1,3.31,UNDER,1,3.31,MATCH,,SIDE_MISMATCH(scratch),673929,0
480013,2250266,2026-04-16,825023,away,Jacob deGrom,683004,final_in_scope,,6.45,6.5,0.4660,0.5340,3,UNDER,1,3.45,UNDER,1,3.45,MATCH,,SIDE_MATCH_KS_EQUAL,683004,3
480012,2250266,2026-04-16,825023,home,Aaron Civale,682052,final_in_scope,,2.71,4,0.1384,0.8500,5,OVER,0,-2.29,OVER,0,-2.29,MATCH,,SIDE_MATCH_KS_EQUAL,682052,5
480015,2250267,2026-04-16,824453,home,Tanner Bibee,800048,final_in_scope,,4.77,5.5,0.3436,0.6564,9,OVER,0,-4.23,OVER,0,-4.23,MATCH,,SIDE_MATCH_KS_EQUAL,800048,9
480014,2250267,2026-04-16,824453,away,Chris Bassitt,669358,final_in_scope,,3.04,3.5,0.3618,0.6382,6,OVER,0,-2.96,OVER,0,-2.96,MATCH,,SIDE_MATCH_KS_EQUAL,669358,6
480019,2250268,2026-04-16,824208,away,Tomoyuki Sugano,608372,final_in_scope,,2.36,3.5,0.2134,0.7866,2,UNDER,1,0.36,UNDER,1,0.36,MATCH,,SIDE_MISMATCH(scratch),675848,2
480016,2250268,2026-04-16,824208,home,Ryan Weiss,680802,final_in_scope,,4.26,4.5,0.4224,0.5776,3,UNDER,1,1.26,UNDER,1,1.26,MATCH,,SIDE_MATCH_KS_EQUAL,680802,3
480018,2250269,2026-04-16,823313,away,Logan Gilbert,622491,final_in_scope,,6.42,6.5,0.4604,0.5396,3,UNDER,1,3.42,UNDER,1,3.42,MATCH,,SIDE_MATCH_KS_EQUAL,622491,3
480017,2250269,2026-04-16,823313,home,Matt Waldron,621111,final_in_scope,,2.96,3.5,0.3439,0.6561,7,OVER,0,-4.04,OVER,0,-4.04,MATCH,,SIDE_MATCH_KS_EQUAL,621111,7
510002,2250270,2026-04-17,824693,away,Kodai Senga,673540,final_in_scope,,3.92,5.5,0.2031,0.7969,3,UNDER,1,0.92,UNDER,1,0.92,MATCH,,SIDE_MATCH_KS_EQUAL,673540,3
510001,2250270,2026-04-17,824693,home,Edward Cabrera,665795,final_in_scope,,4.88,5.5,0.3638,0.6362,4,UNDER,1,0.88,UNDER,1,0.88,MATCH,,SIDE_MATCH_KS_EQUAL,665795,4
510004,2250271,2026-04-17,824454,home,Tanner Bibee,676440,final_in_scope,,4.77,5.5,0.3436,0.6564,5,UNDER,1,-0.23,UNDER,1,-0.23,MATCH,,SIDE_MATCH_KS_EQUAL,676440,5
510003,2250271,2026-04-17,824454,away,Chris Bassitt,605135,final_in_scope,,3.04,3.5,0.3618,0.6382,2,UNDER,1,1.04,UNDER,1,1.04,MATCH,,SIDE_MATCH_KS_EQUAL,605135,2
510005,2250272,2026-04-17,823476,home,Taijuan Walker,592836,final_in_scope,,2.5,3.5,0.2414,0.7586,4,OVER,0,-1.5,OVER,0,-1.50,MATCH,,SIDE_MATCH_KS_EQUAL,592836,4
510009,2250273,2026-04-17,822752,home,Zack Littell,641793,final_in_scope,,2.73,3.5,0.2921,0.7079,4,OVER,0,-1.27,OVER,0,-1.27,MATCH,,SIDE_MATCH_KS_EQUAL,641793,4
510007,2250273,2026-04-17,822752,away,Logan Webb,657277,final_in_scope,,6.03,5.5,0.5589,0.4411,6,OVER,1,0.03,OVER,1,0.03,MATCH,,SIDE_MATCH_KS_EQUAL,657277,6
510008,2250274,2026-04-17,823397,away,Nick Martinez,607259,final_in_scope,,3.44,4.5,0.2630,0.7370,3,UNDER,1,0.44,UNDER,1,0.44,MATCH,,SIDE_MATCH_KS_EQUAL,607259,3
510006,2250274,2026-04-17,823397,home,Bubba Chandler,696149,final_in_scope,,4.72,4.5,0.5097,0.4903,3,UNDER,0,1.72,UNDER,0,1.72,MATCH,,SIDE_MATCH_KS_EQUAL,696149,3
510011,2250275,2026-04-17,823559,home,Cam Schlittler,693645,final_in_scope,,4.95,6.5,0.2302,0.7698,6,UNDER,1,-1.05,UNDER,1,-1.05,MATCH,,SIDE_MATCH_KS_EQUAL,693645,6
510010,2250275,2026-04-17,823559,away,Michael Wacha,608379,final_in_scope,,3.55,4.5,0.2835,0.7165,6,OVER,0,-2.45,OVER,0,-2.45,MATCH,,SIDE_MATCH_KS_EQUAL,608379,6
510013,2250276,2026-04-17,823883,away,Coleman Crow,689441,final_in_scope,,2.55,3.5,0.2538,0.7462,4,OVER,0,-1.45,OVER,0,-1.45,MATCH,,SIDE_MATCH_KS_EQUAL,689441,4
510012,2250276,2026-04-17,823883,home,Janson Junk,676083,final_in_scope,,2.73,3.5,0.2919,0.7081,3,UNDER,1,-0.27,UNDER,1,-0.27,MATCH,,SIDE_MATCH_KS_EQUAL,676083,3
510015,2250277,2026-04-17,824778,away,Casey Mize,663554,final_in_scope,,4.75,5.5,0.3405,0.6595,7,OVER,0,-2.25,OVER,0,-2.25,MATCH,,SIDE_MATCH_KS_EQUAL,663554,7
510014,2250277,2026-04-17,824778,home,Ranger Suarez,624133,final_in_scope,,4.24,4.5,0.4180,0.5820,4,UNDER,1,0.24,UNDER,1,0.24,MATCH,,SIDE_MATCH_KS_EQUAL,624133,4
510018,2250278,2026-04-17,824207,away,Kyle Leahy,681517,final_in_scope,,2.95,3.5,0.3419,0.6581,6,OVER,0,-3.05,OVER,0,-3.05,MATCH,,SIDE_MATCH_KS_EQUAL,681517,6
510017,2250279,2026-04-17,823720,home,Joe Ryan,657746,final_in_scope,,7.15,7.5,0.4231,0.5769,6,UNDER,1,1.15,UNDER,1,1.15,MATCH,,SIDE_MATCH_KS_EQUAL,657746,6
510016,2250279,2026-04-17,823720,away,Brandon Williamson,682227,final_in_scope,,2.88,3.5,0.3263,0.6737,2,UNDER,1,0.88,UNDER,1,0.88,MATCH,,SIDE_MATCH_KS_EQUAL,682227,2
510020,2250280,2026-04-17,824373,away,Tyler Glasnow,607192,final_in_scope,,7.84,7.5,0.5245,0.4755,7,UNDER,0,0.84,UNDER,0,0.84,MATCH,,SIDE_MATCH_KS_EQUAL,607192,7
510019,2250280,2026-04-17,824373,home,Tomoyuki Sugano,608372,final_in_scope,,2.49,3.5,0.2402,0.7598,3,UNDER,1,-0.51,UNDER,1,-0.51,MATCH,,SIDE_MATCH_KS_EQUAL,608372,3
510022,2250281,2026-04-17,824048,away,Matt Waldron,663362,final_in_scope,,3.5,3.5,0.4642,0.5358,4,OVER,0,-0.5,OVER,0,-0.50,MATCH,,SIDE_MATCH_KS_EQUAL,663362,4
510021,2250281,2026-04-17,824048,home,Jose Soriano,667755,final_in_scope,,4.53,5.5,0.3022,0.6978,8,OVER,0,-3.47,OVER,0,-3.47,MATCH,,SIDE_MATCH_KS_EQUAL,667755,8
510027,2250282,2026-04-17,823152,away,Jacob deGrom,594798,final_in_scope,,6.7,6.5,0.5043,0.4957,3,UNDER,0,3.7,UNDER,0,3.70,MATCH,,SIDE_MATCH_KS_EQUAL,594798,3
510026,2250282,2026-04-17,823152,home,Logan Gilbert,669302,final_in_scope,,7.05,6.5,0.5584,0.4416,7,OVER,1,0.05,OVER,1,0.05,MATCH,,SIDE_MATCH_KS_EQUAL,669302,7
510025,2250283,2026-04-17,825019,away,Davis Martin,663436,final_in_scope,,3.29,4.5,0.2351,0.7649,4,UNDER,1,-0.71,UNDER,1,-0.71,MATCH,,SIDE_MATCH_KS_EQUAL,663436,4
510024,2250283,2026-04-17,825019,home,Aaron Civale,650644,final_in_scope,,3.26,4.5,0.2302,0.7698,4,UNDER,1,-0.74,UNDER,1,-0.74,MATCH,,SIDE_MATCH_KS_EQUAL,650644,4
510029,2250284,2026-04-18,823558,away,Noah Cameron,702070,final_in_scope,kProj_null,,4.5,,,3,UNDER,,,,,,ORPHAN_STORED_GRADE,grade_present_but_not_gradeable,SIDE_MATCH_KS_EQUAL,702070,3
510058,2250298,2026-04-19,824777,away,Framber Valdez,664285,final_in_scope,,5.74,5.5,0.5113,0.4887,7,OVER,1,-1.26,OVER,1,-1.26,MATCH,,SIDE_MATCH_KS_EQUAL,664285,7
510057,2250298,2026-04-19,824777,home,Garrett Crochet,676979,final_in_scope,,8.72,7.5,0.6420,0.3580,8,OVER,1,0.72,OVER,1,0.72,MATCH,,SIDE_MATCH_KS_EQUAL,676979,8
510035,2250299,2026-04-19,822750,home,Miles Mikolas,571945,final_in_scope,,2.46,3.5,0.2331,0.7669,0,UNDER,1,2.46,UNDER,1,2.46,MATCH,,SIDE_MISMATCH(scratch),676571,0
510033,2250299,2026-04-19,822750,away,Robbie Ray,592662,final_in_scope,,4.8,5.5,0.3496,0.6504,7,OVER,0,-2.2,OVER,0,-2.20,MATCH,,SIDE_MATCH_KS_EQUAL,592662,7
510034,2250300,2026-04-19,823393,away,Shane McClanahan,663556,final_in_scope,,4.65,5.5,0.3235,0.6765,5,UNDER,1,-0.35,UNDER,1,-0.35,MATCH,,SIDE_MATCH_KS_EQUAL,663556,5
510032,2250300,2026-04-19,823393,home,Mitch Keller,656605,final_in_scope,,3.63,4.5,0.2996,0.7004,5,OVER,0,-1.37,OVER,0,-1.37,MATCH,,SIDE_MATCH_KS_EQUAL,656605,5
510031,2250301,2026-04-19,823556,home,Ryan Weathers,677960,final_in_scope,,4.3,5.5,0.2632,0.7368,8,OVER,0,-3.7,OVER,0,-3.70,MATCH,,SIDE_MATCH_KS_EQUAL,677960,8
510030,2250301,2026-04-19,823556,away,Cole Ragans,666142,final_in_scope,,8.09,6.5,0.6978,0.3022,6,UNDER,0,2.09,UNDER,0,2.09,MATCH,,SIDE_MATCH_KS_EQUAL,666142,6
510037,2250302,2026-04-19,824452,home,Joey Cantillo,676282,final_in_scope,,6.52,6.5,0.4759,0.5241,6,UNDER,1,0.52,UNDER,1,0.52,MATCH,,SIDE_MATCH_KS_EQUAL,676282,6
510036,2250302,2026-04-19,824452,away,Trevor Rogers,669432,final_in_scope,,4.46,4.5,0.4594,0.5406,5,OVER,0,-0.54,OVER,0,-0.54,MATCH,,SIDE_MATCH_KS_EQUAL,669432,5
510039,2250303,2026-04-19,823881,away,Jacob Misiorowski,694819,final_in_scope,,5.32,6.5,0.2855,0.7145,9,OVER,0,-3.68,OVER,0,-3.68,MATCH,,SIDE_MATCH_KS_EQUAL,694819,9
510038,2250303,2026-04-19,823881,home,Eury Perez,691587,final_in_scope,,4.28,5.5,0.2595,0.7405,7,OVER,0,-2.72,OVER,0,-2.72,MATCH,,SIDE_MATCH_KS_EQUAL,691587,7
510043,2250304,2026-04-19,824205,away,Matthew Liberatore,669461,final_in_scope,,3.45,4.5,0.2657,0.7343,4,UNDER,1,-0.55,UNDER,1,-0.55,MATCH,,SIDE_MATCH_KS_EQUAL,669461,4
510041,2250304,2026-04-19,824205,home,Mike Burrows,681347,final_in_scope,,3.78,4.5,0.3290,0.6710,7,OVER,0,-3.22,OVER,0,-3.22,MATCH,,SIDE_MATCH_KS_EQUAL,681347,7
510042,2250305,2026-04-19,823718,home,Bailey Ober,641927,final_in_scope,,3.34,4.5,0.2445,0.7555,10,OVER,0,-6.66,OVER,0,-6.66,MATCH,,SIDE_MATCH_KS_EQUAL,641927,10
510040,2250305,2026-04-19,823718,away,Brady Singer,663903,final_in_scope,,3.58,4.5,0.2889,0.7111,2,UNDER,1,1.58,UNDER,1,1.58,MATCH,,SIDE_MATCH_KS_EQUAL,663903,2
510045,2250306,2026-04-19,824691,away,Tobias Myers,656849,final_in_scope,,1.55,1.5,0.4574,0.5426,2,OVER,0,-0.45,OVER,0,-0.45,MATCH,,SIDE_MISMATCH(scratch),668964,2
510044,2250306,2026-04-19,824691,home,Javier Assad,665871,final_in_scope,,2.4,3.5,0.2212,0.7788,3,UNDER,1,-0.6,UNDER,1,-0.60,MATCH,,SIDE_MATCH_KS_EQUAL,665871,3
510048,2250307,2026-04-19,824371,away,Roki Sasaki,808963,final_in_scope,,3.16,4.5,0.2129,0.7871,2,UNDER,1,1.16,UNDER,1,1.16,MATCH,,SIDE_MATCH_KS_EQUAL,808963,2
510047,2250307,2026-04-19,824371,home,Michael Lorenzen,547179,final_in_scope,,2.76,3.5,0.2999,0.7001,3,UNDER,1,-0.24,UNDER,1,-0.24,MATCH,,SIDE_MATCH_KS_EQUAL,547179,3
510050,2250308,2026-04-19,825018,away,Noah Schultz,702273,final_in_scope,,3.67,4.5,0.3065,0.6935,6,OVER,0,-2.33,OVER,0,-2.33,MATCH,,SIDE_MATCH_KS_EQUAL,702273,6
510049,2250308,2026-04-19,825018,home,Jeffrey Springs,605488,final_in_scope,,4.05,5.5,0.2221,0.7779,7,OVER,0,-2.95,OVER,0,-2.95,MATCH,,SIDE_MATCH_KS_EQUAL,605488,7
510052,2250309,2026-04-19,824047,away,Michael King,650633,final_in_scope,,5.37,5.5,0.4489,0.5511,6,OVER,0,-0.63,OVER,0,-0.63,MATCH,,SIDE_MATCH_KS_EQUAL,650633,6
510051,2250309,2026-04-19,824047,home,Reid Detmers,672282,final_in_scope,,3.91,5.5,0.2011,0.7989,8,OVER,0,-4.09,OVER,0,-4.09,MATCH,,SIDE_MISMATCH(scratch),700712,8
510055,2250310,2026-04-19,823150,away,MacKenzie Gore,669022,final_in_scope,,6.43,6.5,0.4620,0.5380,5,UNDER,1,1.43,UNDER,1,1.43,MATCH,,SIDE_MATCH_KS_EQUAL,669022,5
510054,2250310,2026-04-19,823150,home,Bryan Woo,693433,final_in_scope,,6.25,6.5,0.4338,0.5662,6,UNDER,1,0.25,UNDER,1,0.25,MATCH,,SIDE_MATCH_KS_EQUAL,693433,6
510060,2250311,2026-04-19,823475,home,Andrew Painter,691725,final_in_scope,,3.7,4.5,0.3131,0.6869,4,UNDER,1,-0.3,UNDER,1,-0.30,MATCH,,SIDE_MATCH_KS_EQUAL,691725,4
510059,2250311,2026-04-19,823475,away,Grant Holmes,656550,final_in_scope,,4.26,5.5,0.2574,0.7426,4,UNDER,1,0.26,UNDER,1,0.26,MATCH,,SIDE_MATCH_KS_EQUAL,656550,4
510062,2250312,2026-04-20,824776,away,Keider Montero,656427,final_in_scope,,5.3,3.5,0.5106,0.5642,3,UNDER,1,2.3,UNDER,1,2.30,MATCH,,SIDE_MATCH_KS_EQUAL,656427,3
510061,2250312,2026-04-20,824776,home,Sonny Gray,543243,final_in_scope,,6.98,5.5,0.7652,0.3027,2,UNDER,0,4.98,UNDER,0,4.98,MATCH,,SIDE_MATCH_KS_EQUAL,543243,2
510064,2250313,2026-04-20,824450,away,Spencer Arrighetti,681293,final_in_scope,,3.03,4.5,0.2336,0.8104,3,UNDER,1,0.03,UNDER,1,0.03,MATCH,,SIDE_MATCH_KS_EQUAL,681293,3
510063,2250313,2026-04-20,824450,home,Slade Cecconi,677944,final_in_scope,,3.36,4.5,0.3008,0.7515,2,UNDER,1,1.36,UNDER,1,1.36,MATCH,,SIDE_MATCH_KS_EQUAL,677944,2
510080,2250314,2026-04-20,822994,home,Jesse Scholtens,669947,final_in_scope,,3.06,4.5,0.2398,0.8050,6,OVER,0,-2.94,OVER,0,-2.94,MATCH,,SIDE_MATCH_KS_EQUAL,669947,6
510065,2250314,2026-04-20,822994,away,Rhett Lowder,695076,final_in_scope,,2.92,3.5,0.3888,0.6651,3,UNDER,1,-0.08,UNDER,1,-0.08,MATCH,,SIDE_MATCH_KS_EQUAL,695076,3
510067,2250315,2026-04-20,823879,away,Michael McGreevy,700241,final_in_scope,,2.25,3.5,0.2279,0.8102,3,UNDER,1,-0.75,UNDER,1,-0.75,MATCH,,SIDE_MATCH_KS_EQUAL,700241,3
510066,2250315,2026-04-20,823879,home,Max Meyer,676974,final_in_scope,,4.7,5.5,0.3993,0.6686,8,OVER,0,-3.3,OVER,0,-3.30,MATCH,,SIDE_MATCH_KS_EQUAL,676974,8
510069,2250316,2026-04-20,822749,home,Jake Irvin,663623,final_in_scope,,2.68,3.5,0.3300,0.7191,4,OVER,0,-1.32,OVER,0,-1.32,MATCH,,SIDE_MATCH_KS_EQUAL,663623,4
510068,2250316,2026-04-20,822749,away,Bryce Elder,693821,final_in_scope,,3.65,4.5,0.3626,0.6960,6,OVER,0,-2.35,OVER,0,-2.35,MATCH,,SIDE_MATCH_KS_EQUAL,693821,6
510072,2250317,2026-04-20,824125,home,Seth Lugo,607625,final_in_scope,,3.5,5.5,0.1826,0.8500,7,OVER,0,-3.5,OVER,0,-3.50,MATCH,,SIDE_MATCH_KS_EQUAL,607625,7
510070,2250317,2026-04-20,824125,away,Kyle Bradish,680694,final_in_scope,,7.38,5.5,0.8075,0.2552,7,OVER,1,0.38,OVER,1,0.38,MATCH,,SIDE_MATCH_KS_EQUAL,680694,7
510073,2250318,2026-04-20,824692,away,Aaron Nola,605400,final_in_scope,,4.44,5.5,0.3496,0.7137,5,UNDER,1,-0.56,UNDER,1,-0.56,MATCH,,SIDE_MATCH_KS_EQUAL,605400,5
510071,2250318,2026-04-20,824692,home,Colin Rea,607067,final_in_scope,,3.28,4.5,0.2833,0.7670,5,OVER,0,-1.72,OVER,0,-1.72,MATCH,,SIDE_MATCH_KS_EQUAL,607067,5
510075,2250319,2026-04-20,824370,away,Justin Wrobleski,680736,final_in_scope,,6.69,4.5,0.8478,0.2034,3,UNDER,0,3.69,UNDER,0,3.69,MATCH,,SIDE_MATCH_KS_EQUAL,680736,3
510074,2250319,2026-04-20,824370,home,Jose Quintana,500779,final_in_scope,,2.29,2.5,0.4500,0.5995,1,UNDER,1,1.29,UNDER,1,1.29,MATCH,,SIDE_MATCH_KS_EQUAL,500779,1
510077,2250320,2026-04-20,824046,away,Dylan Cease,656302,final_in_scope,,7.55,7.5,0.5713,0.5170,12,OVER,1,-4.45,OVER,1,-4.45,MATCH,,SIDE_MATCH_KS_EQUAL,656302,12
510076,2250320,2026-04-20,824046,home,Reid Detmers,672282,final_in_scope,,2.49,5.5,0.0565,0.8500,5,UNDER,1,-2.51,UNDER,1,-2.51,MATCH,,SIDE_MATCH_KS_EQUAL,672282,5
510079,2250321,2026-04-20,823149,home,Emerson Hancock,676106,final_in_scope,,2.69,5.5,0.0752,0.8500,3,UNDER,1,-0.31,UNDER,1,-0.31,MATCH,,SIDE_MATCH_KS_EQUAL,676106,3
510078,2250321,2026-04-20,823149,away,J.T. Ginn,669372,final_in_scope,,5.44,4.5,0.6994,0.3674,6,OVER,1,-0.56,OVER,1,-0.56,MATCH,,SIDE_MATCH_KS_EQUAL,669372,6
540002,2250336,2026-04-22,823878,away,Kyle Leahy,681517,final_in_scope,,1.3,3.5,0.0544,0.8500,2,UNDER,1,-0.7,UNDER,1,-0.70,MATCH,,SIDE_MATCH_KS_EQUAL,681517,2
540001,2250336,2026-04-22,823878,home,Janson Junk,676083,final_in_scope,,2.88,3.5,0.3784,0.6747,2,UNDER,1,0.88,UNDER,1,0.88,MATCH,,SIDE_MATCH_KS_EQUAL,676083,2
540005,2250337,2026-04-22,824449,away,Peter Lambert,663567,final_in_scope,,2.9,3.5,0.3834,0.6701,8,OVER,0,-5.1,OVER,0,-5.10,MATCH,,SIDE_MATCH_KS_EQUAL,663567,8
540004,2250337,2026-04-22,824449,home,Tanner Bibee,676440,final_in_scope,,3.49,4.5,0.3275,0.7277,3,UNDER,1,0.49,UNDER,1,0.49,MATCH,,SIDE_MATCH_KS_EQUAL,676440,3
540006,2250338,2026-04-22,822993,home,Nick Martinez,607259,final_in_scope,,2.95,4.5,0.2182,0.8236,6,OVER,0,-3.05,OVER,0,-3.05,MATCH,,SIDE_MATCH_KS_EQUAL,607259,6
540003,2250338,2026-04-22,822993,away,Brandon Williamson,682227,final_in_scope,,2.92,3.5,0.3888,0.6651,3,UNDER,1,-0.08,UNDER,1,-0.08,MATCH,,SIDE_MATCH_KS_EQUAL,682227,3
540008,2250339,2026-04-22,824123,home,Michael Wacha,608379,final_in_scope,,3.02,5.5,0.1131,0.8500,5,UNDER,1,-1.98,UNDER,1,-1.98,MATCH,,SIDE_MATCH_KS_EQUAL,608379,5
540007,2250339,2026-04-22,824123,away,Chris Bassitt,605135,final_in_scope,,3.71,3.5,0.5688,0.4930,3,UNDER,0,0.71,UNDER,0,0.71,MATCH,,SIDE_MATCH_KS_EQUAL,605135,3
540010,2250340,2026-04-22,824044,away,Eric Lauer,641778,final_in_scope,,4.68,4.5,0.5707,0.4987,3,UNDER,0,1.68,UNDER,0,1.68,MATCH,,SIDE_MATCH_KS_EQUAL,641778,3
540009,2250340,2026-04-22,824044,home,Jose Soriano,667755,final_in_scope,,4,5.5,0.2685,0.7850,4,UNDER,1,0,UNDER,1,0.00,MATCH,,SIDE_MATCH_KS_EQUAL,667755,4
540012,2250341,2026-04-22,823147,home,Logan Gilbert,669302,final_in_scope,,7.28,6.5,0.6713,0.4095,3,UNDER,0,4.28,UNDER,0,4.28,MATCH,,SIDE_MATCH_KS_EQUAL,669302,3
540011,2250341,2026-04-22,823147,away,Aaron Civale,650644,final_in_scope,,3.46,4.5,0.3206,0.7339,5,OVER,0,-1.54,OVER,0,-1.54,MATCH,,SIDE_MATCH_KS_EQUAL,650644,5
540014,2250342,2026-04-22,824286,away,Brandon Sproat,694477,final_in_scope,EX-SCRATCH-K,5.23,4.5,0.6674,0.4008,,,,,,,,NOT_GRADEABLE,,SIDE_MISMATCH(scratch),669084,2
540013,2250342,2026-04-22,824286,home,Tarik Skubal,663554,final_in_scope,,4.09,7.5,0.4549,0.6105,7,UNDER,1,-2.91,UNDER,1,-2.91,MATCH,,SIDE_MATCH_KS_EQUAL,663554,7
540019,2250343,2026-04-22,822748,home,Cade Cavalli,641793,final_in_scope,,2.89,3.5,0.3821,0.6713,1,UNDER,1,1.89,UNDER,1,1.89,MATCH,,SIDE_MATCH_KS_EQUAL,641793,1
540015,2250343,2026-04-22,822748,away,Didier Fuentes,527048,final_in_scope,EX-SCRATCH-K,2.67,4.5,0.1665,0.8500,,,,,,,,NOT_GRADEABLE,,SIDE_MISMATCH(scratch),800311,7
540018,2250344,2026-04-22,824774,away,Cam Schlittler,608331,final_in_scope,,5.25,6.5,0.5018,0.5726,9,OVER,0,-3.75,OVER,0,-3.75,MATCH,,SIDE_MATCH_KS_EQUAL,608331,9
540017,2250344,2026-04-22,824774,home,Ranger Suarez,624133,final_in_scope,,5.11,4.5,0.6482,0.4206,4,UNDER,0,1.11,UNDER,0,1.11,MATCH,,SIDE_MATCH_KS_EQUAL,624133,4
540031,2250345,2026-04-22,823641,away,Joe Ryan,657746,final_in_scope,EX-SCRATCH-K,,6.5,,,,,,,,,,NOT_GRADEABLE,,SIDE_MISMATCH(scratch),687570,6
540020,2250345,2026-04-22,823641,home,Christian Scott,605280,final_in_scope,,3.13,4.5,0.2534,0.7932,3,UNDER,1,0.13,UNDER,1,0.13,MATCH,,SIDE_MATCH_KS_EQUAL,605280,3
540030,2250346,2026-04-22,824688,away,Cristopher Sanchez,650911,final_in_scope,EX-SCRATCH-K,,5.5,,,,,,,,,,NOT_GRADEABLE,,SIDE_MISMATCH(scratch),679775,1
