series,propRefId,gameId,gamePk,gameDate,month,doubleHeader,gameNumber,side,mlbamId,pitcherName,hand,proj,line,lineSource,integerLine,pOver,pUnder,pick,actualKs,actualSource,actualKsStored,actualKsLinescore,starterId,actualSide,status,correct,signedError,brier,logloss,scratchBasis,voidExemptionCode,voidCause,storedBacktestResult,storedModelCorrect,verdict,anNoVigOverPct
wf-19288f01-p1,3449,2251185,824822,2026-06-29,06,N,1,home,669358,Shane Baz,R,5.794,4.5,replay_asof,0,0.68642,,OVER,6.0,linescore,6,6,669358,OVER,GRADED,1,-0.206,0.098332,0.376266,,,,,,,
wf-19288f01-p1,3608,2251186,823444,2026-06-29,06,N,1,away,677952,Braxton Ashcraft,R,10.1453,4.5,replay_asof,0,0.85,,OVER,8.0,linescore,8,8,677952,OVER,GRADED,1,2.145,0.0225,0.162519,,,,,,,
wf-19288f01-p1,3609,2251186,823444,2026-06-29,06,N,1,home,605400,Aaron Nola,R,4.4972,7.5,replay_asof,0,0.08636,,UNDER,5.0,linescore,5,5,605400,UNDER,GRADED,1,-0.503,0.007458,0.090319,,,,,,,
wf-19288f01-p1,3768,2251187,823529,2026-06-29,06,N,1,away,663554,Casey Mize,R,7.5463,7.5,replay_asof,0,0.48213,,UNDER,10.0,linescore,10,10,663554,OVER,GRADED,0,-2.454,0.268189,0.729541,,,,,,,
wf-19288f01-p1,3769,2251187,823529,2026-06-29,06,N,1,home,677960,Ryan Weathers,L,5.6963,7.5,replay_asof,0,0.21537,,UNDER,3.0,linescore,3,3,677960,UNDER,GRADED,1,2.696,0.046384,0.242543,,,,,,,
wf-19288f01-p1,3928,2251188,822792,2026-06-29,06,N,1,away,640455,Sean Manaea,L,6.3521,5.5,replay_asof,0,0.6091,,OVER,4.0,linescore,4,4,640455,UNDER,GRADED,0,2.352,0.371003,0.939304,,,,,,,
wf-19288f01-p1,3929,2251188,822792,2026-06-29,06,N,1,home,702056,Trey Yesavage,R,4.4764,5.5,replay_asof,0,0.29304,,UNDER,3.0,linescore,3,3,702056,UNDER,GRADED,1,1.476,0.085872,0.346781,,,,,,,
wf-19288f01-p1,4108,2251189,824741,2026-06-29,06,N,1,away,571945,Miles Mikolas,R,1.8429,4.5,replay_asof,0,0.03959,,UNDER,3.0,linescore,3,3,571945,UNDER,GRADED,1,-1.157,0.001567,0.040395,,,,,,,
wf-19288f01-p1,4109,2251189,824741,2026-06-29,06,N,1,home,624133,Ranger Suarez,L,9.1083,5.5,replay_asof,0,0.85,,OVER,8.0,linescore,8,8,624133,OVER,GRADED,1,1.108,0.0225,0.162519,,,,,,,
wf-19288f01-p1,4228,2251190,824420,2026-06-29,06,N,1,away,641302,Tyler Alexander,L,2.993,,,0,,,,2.0,linescore,2,2,641302,,NO_LINE,,0.993,,,,,,,,,
wf-19288f01-p1,4229,2251190,824420,2026-06-29,06,N,1,home,800048,Parker Messick,L,8.4397,5.5,replay_asof,0,0.84581,,OVER,5.0,linescore,5,5,800048,UNDER,GRADED,0,3.44,0.715395,1.86957,,,,,,,
wf-19288f01-p1,4393,2251191,823771,2026-06-29,06,N,1,away,666157,Nick Lodolo,L,3.4101,4.5,replay_asof,0,0.25769,,UNDER,4.0,linescore,4,4,666157,UNDER,GRADED,1,-0.59,0.066404,0.297988,,,,,,,
wf-19288f01-p1,4395,2251191,823771,2026-06-29,06,N,1,home,688107,Robert Gasser,L,4.5994,5.5,replay_asof,0,0.31414,,UNDER,5.0,linescore,5,5,688107,UNDER,GRADED,1,-0.401,0.098684,0.377082,,,,,,,
wf-19288f01-p1,4548,2251192,824662,2026-06-29,06,N,1,away,656288,Griffin Canning,R,3.6343,3.5,replay_asof,0,0.49204,,UNDER,3.0,linescore,3,3,656288,UNDER,GRADED,1,0.634,0.242103,0.677353,,,,,,,
wf-19288f01-p1,4549,2251192,824662,2026-06-29,06,N,1,home,684007,Shota Imanaga,L,3.7883,4.5,replay_asof,0,0.32987,,UNDER,4.0,linescore,4,4,684007,UNDER,GRADED,1,-0.212,0.108814,0.400284,,,,,,,
wf-19288f01-p1,4708,2251193,824176,2026-06-29,06,N,1,away,805673,Zebby Matthews,R,3.8033,6.5,replay_asof,0,0.0912,,UNDER,7.0,linescore,7,7,805673,OVER,GRADED,0,-3.197,0.825917,2.3947,,,,,,,
wf-19288f01-p1,4709,2251193,824176,2026-06-29,06,N,1,home,663567,Peter Lambert,R,4.877,4.5,replay_asof,0,0.53767,,OVER,4.0,linescore,4,4,663567,UNDER,GRADED,0,0.877,0.289089,0.771476,,,,,,,
wf-19288f01-p1,4868,2251194,824339,2026-06-29,06,N,1,away,645261,Sandy Alcantara,R,5.6586,5.5,replay_asof,0,0.49806,,UNDER,3.0,linescore,3,3,645261,UNDER,GRADED,1,2.659,0.248064,0.689275,,,,,,,
wf-19288f01-p1,4869,2251194,824339,2026-06-29,06,N,1,home,807743,Sean Sullivan,U,1.6014,3.5,replay_asof,0,0.07901,,UNDER,5.0,linescore,5,5,807743,OVER,GRADED,0,-3.399,0.848223,2.538181,,,,,,,
wf-19288f01-p1,5028,2251195,824986,2026-06-29,06,N,1,away,641778,Eric Lauer,L,2.2641,4.5,replay_asof,0,0.07961,,UNDER,2.0,linescore,2,2,641778,UNDER,GRADED,1,0.264,0.006338,0.082958,,,,,,,
wf-19288f01-p1,5029,2251195,824986,2026-06-29,06,N,1,home,695611,Gage Jump,L,7.8376,4.5,replay_asof,0,0.85,,OVER,5.0,linescore,5,5,695611,OVER,GRADED,1,2.838,0.0225,0.162519,,,,,,,
wf-19288f01-p1,5188,2251196,823121,2026-06-29,06,N,1,away,696270,Ryan Johnson,U,2.6547,5.5,replay_asof,0,0.05316,,UNDER,3.0,linescore,3,3,696270,UNDER,GRADED,1,-0.345,0.002826,0.054625,,,,,,,
wf-19288f01-p1,5189,2251196,823121,2026-06-29,06,N,1,home,669923,George Kirby,R,7.4787,6.5,replay_asof,0,0.61892,,OVER,7.0,linescore,7,7,669923,OVER,GRADED,1,0.479,0.145222,0.479779,,,,,,,
wf-19288f01-p1,33667,2253549,825065,2026-06-29,06,N,1,away,641816,Tyler Mahle,R,4.3432,4.5,replay_asof,0,0.43789,,UNDER,3.0,linescore,3,3,641816,UNDER,GRADED,1,1.343,0.191748,0.576058,,,,,,,
wf-19288f01-p1,33669,2253549,825065,2026-06-29,06,N,1,home,593958,Eduardo Rodriguez,L,4.1656,2.5,replay_asof,0,0.78517,,OVER,1.0,linescore,1,1,593958,UNDER,GRADED,0,3.166,0.616492,1.537908,,,,,,,
wf-19288f01-p1,5348,2251197,824819,2026-06-30,06,N,1,away,607200,Erick Fedde,R,2.3534,3.5,replay_asof,0,0.2116,,UNDER,3.0,linescore,3,3,607200,UNDER,GRADED,1,-0.647,0.044775,0.23775,,,,,,,
wf-19288f01-p1,5349,2251197,824819,2026-06-30,06,N,1,home,694346,Trey Gibson,U,3.1181,5.5,replay_asof,0,0.09629,,UNDER,5.0,linescore,5,5,694346,UNDER,GRADED,1,-1.882,0.009272,0.101247,,,,,,,
wf-19288f01-p1,5508,2251198,824418,2026-06-30,06,N,1,away,594798,Jacob deGrom,R,7.962,5.5,replay_asof,0,0.80526,,OVER,9.0,linescore,9,9,594798,OVER,GRADED,1,-1.038,0.037924,0.21659,,,,,,,
wf-19288f01-p1,5509,2251198,824418,2026-06-30,06,N,1,home,676440,Tanner Bibee,R,4.1843,5.5,replay_asof,0,0.2443,,UNDER,2.0,linescore,2,2,676440,UNDER,GRADED,1,2.184,0.059682,0.280111,,,,,,,
wf-19288f01-p1,5668,2251199,823445,2026-06-30,06,N,1,away,696149,Bubba Chandler,R,4.1277,6.5,replay_asof,0,0.1244,,UNDER,6.0,linescore,6,6,696149,UNDER,GRADED,1,-1.872,0.015475,0.132846,,,,,,,
wf-19288f01-p1,5669,2251199,823445,2026-06-30,06,N,1,home,650911,Cristopher Sánchez,L,11.427,6.5,replay_asof,0,0.85,,OVER,9.0,linescore,9,9,650911,OVER,GRADED,1,2.427,0.0225,0.162519,,,,,,,
wf-19288f01-p1,5808,2251200,823528,2026-06-30,06,N,1,away,669373,Tarik Skubal,L,8.6677,4.5,replay_asof,0,0.85,,OVER,9.0,linescore,9,9,669373,OVER,GRADED,1,-0.332,0.0225,0.162519,,,,,,,
wf-19288f01-p1,5809,2251200,823528,2026-06-30,06,N,1,home,693645,Cam Schlittler,R,10.3498,5.5,replay_asof,0,0.85,,OVER,5.0,linescore,5,5,693645,UNDER,GRADED,0,5.35,0.7225,1.89712,,,,,,,
wf-19288f01-p1,5972,2251201,822793,2026-06-30,06,N,1,away,690997,Nolan McLean,R,7.0207,4.5,replay_asof,0,0.82889,,OVER,7.0,linescore,7,7,690997,OVER,GRADED,1,0.021,0.029279,0.187668,,,,,,,
wf-19288f01-p1,5974,2251201,822793,2026-06-30,06,N,1,home,592332,Kevin Gausman,R,4.8339,5.5,replay_asof,0,0.35493,,UNDER,7.0,linescore,7,7,592332,OVER,GRADED,0,-2.166,0.416115,1.035835,,,,,,,
wf-19288f01-p1,6145,2251202,824742,2026-06-30,06,N,1,away,676917,Cade Cavalli,R,5.6165,4.5,replay_asof,0,0.66035,,OVER,13.0,linescore,13,13,676917,OVER,GRADED,1,-7.383,0.115362,0.414985,,,,,,,
wf-19288f01-p1,6147,2251202,824742,2026-06-30,06,N,1,home,813349,Connelly Early,L,5.5865,5.5,replay_asof,0,0.48585,,UNDER,5.0,linescore,5,5,813349,UNDER,GRADED,1,0.587,0.23605,0.66524,,,,,,,
wf-19288f01-p1,6288,2251203,824907,2026-06-30,06,N,1,away,669461,Matthew Liberatore,L,2.8063,3.5,replay_asof,0,0.30947,,UNDER,9.0,linescore,9,9,669461,OVER,GRADED,0,-6.194,0.476832,1.172894,,,,,,,
wf-19288f01-p1,6289,2251203,824907,2026-06-30,06,N,1,home,527048,Martín Pérez,L,3.6699,3.5,replay_asof,0,0.49954,,UNDER,1.0,linescore,1,1,527048,UNDER,GRADED,1,2.67,0.24954,0.692228,,,,,,,
wf-19288f01-p1,6445,2251204,824096,2026-06-30,06,N,1,away,643377,Griffin Jax,R,3.7413,4.5,replay_asof,0,0.32076,,UNDER,5.0,linescore,5,5,643377,OVER,GRADED,0,-1.259,0.461367,1.137062,,,,,,,
wf-19288f01-p1,6448,2251204,824096,2026-06-30,06,N,1,home,702070,Noah Cameron,L,5.3473,3.5,replay_asof,0,0.78039,,OVER,0.0,linescore,0,0,702070,UNDER,GRADED,0,5.347,0.609009,1.515902,,,,,,,
wf-19288f01-p1,6588,2251205,823768,2026-06-30,06,N,1,away,695076,Rhett Lowder,R,3.3071,4.5,replay_asof,0,0.23871,,UNDER,8.0,linescore,8,8,695076,OVER,GRADED,0,-4.693,0.579562,1.432506,,,,,,,
wf-19288f01-p1,6589,2251205,823768,2026-06-30,06,N,1,home,687075,Brandon Sproat,R,4.8091,5.5,replay_asof,0,0.35059,,UNDER,7.0,linescore,7,7,687075,OVER,GRADED,0,-2.191,0.421733,1.048138,,,,,,,
wf-19288f01-p1,6775,2251206,824661,2026-06-30,06,N,1,away,676664,JP Sears,L,4.0201,3.5,replay_asof,0,0.57045,,OVER,4.0,linescore,4,4,676664,OVER,GRADED,1,0.02,0.184513,0.56133,,,,,,,
wf-19288f01-p1,6779,2251206,824661,2026-06-30,06,N,1,home,571510,Matthew Boyd,L,7.7674,3.5,replay_asof,0,0.85,,OVER,2.0,linescore,2,2,571510,UNDER,GRADED,0,5.767,0.7225,1.89712,,,,,,,
wf-19288f01-p1,6918,2251207,824175,2026-06-30,06,N,1,away,657746,Joe Ryan,R,9.1987,5.5,replay_asof,0,0.85,,OVER,5.0,linescore,5,5,657746,UNDER,GRADED,0,4.199,0.7225,1.89712,,,,,,,
wf-19288f01-p1,6920,2251207,824175,2026-06-30,06,N,1,home,681347,Mike Burrows,R,2.9792,4.5,replay_asof,0,0.18125,,UNDER,3.0,linescore,3,3,681347,UNDER,GRADED,1,-0.021,0.032852,0.199976,,,,,,,
wf-19288f01-p1,7082,2251208,824338,2026-06-30,06,N,1,away,691587,Eury Pérez,R,5.1551,5.5,replay_asof,0,0.41123,,UNDER,8.0,linescore,8,8,691587,OVER,GRADED,0,-2.845,0.34665,0.888603,,,,,,,
wf-19288f01-p1,7085,2251208,824338,2026-06-30,06,N,1,home,685299,Tanner Gordon,R,3.9347,3.5,replay_asof,0,0.55367,,OVER,4.0,linescore,4,4,685299,OVER,GRADED,1,-0.065,0.19921,0.591186,,,,,,,
wf-19288f01-p1,7247,2251209,824984,2026-06-30,06,N,1,away,680736,Justin Wrobleski,L,4.7637,4.5,replay_asof,0,0.51711,,OVER,11.0,linescore,11,11,680736,OVER,GRADED,1,-6.236,0.233183,0.6595,,,,,,,
wf-19288f01-p1,7251,2251209,824984,2026-06-30,06,N,1,home,605488,Jeffrey Springs,L,3.1764,4.5,replay_asof,0,0.2152,,UNDER,2.0,linescore,2,2,605488,UNDER,GRADED,1,1.176,0.046311,0.242326,,,,,,,
wf-19288f01-p1,7388,2251210,823122,2026-06-30,06,N,1,away,667755,José Soriano,R,4.9394,5.5,replay_asof,0,0.37341,,UNDER,9.0,linescore,9,9,667755,OVER,GRADED,0,-4.061,0.392615,0.985078,,,,,,,
wf-19288f01-p1,7389,2251210,823122,2026-06-30,06,N,1,home,693433,Bryan Woo,R,9.0346,7.5,replay_asof,0,0.68013,,OVER,5.0,linescore,5,5,693433,UNDER,GRADED,0,4.035,0.462577,1.139841,,,,,,,
wf-19288f01-p1,33705,2253564,825066,2026-06-30,06,N,1,away,694738,Landen Roupp,R,7.4709,3.5,replay_asof,0,0.85,,OVER,4.0,linescore,4,4,694738,OVER,GRADED,1,3.471,0.0225,0.162519,,,,,,,
wf-19288f01-p1,33707,2253564,825066,2026-06-30,06,N,1,home,694297,Brandon Pfaadt,R,3.1158,3.5,replay_asof,0,0.3787,,UNDER,2.0,linescore,2,2,694297,UNDER,GRADED,1,1.116,0.143414,0.475941,,,,,,,
wf-19288f01-p1,7608,2251211,824818,2026-07-01,07,N,1,away,702273,Noah Schultz,L,3.6547,4.5,replay_asof,0,0.30405,,UNDER,7.0,linescore,7,7,702273,OVER,GRADED,0,-3.345,0.484346,1.190563,,,,,,,
wf-19288f01-p1,7609,2251211,824818,2026-07-01,07,N,1,home,665152,Dean Kremer,R,6.1335,5.5,replay_asof,0,0.57552,,OVER,4.0,linescore,4,4,665152,UNDER,GRADED,0,2.133,0.331223,0.85689,,,,,,,
wf-19288f01-p1,7747,2251212,824419,2026-07-01,07,N,1,away,669022,MacKenzie Gore,L,7.1447,6.5,replay_asof,0,0.57161,,OVER,7.0,linescore,7,7,669022,OVER,GRADED,1,0.145,0.183518,0.559298,,,,,,,
wf-19288f01-p1,7751,2251212,824419,2026-07-01,07,N,1,home,676282,Joey Cantillo,L,5.4048,3.5,replay_asof,0,0.78728,,OVER,4.0,linescore,4,4,676282,OVER,GRADED,1,1.405,0.04525,0.239171,,,,,,,
wf-19288f01-p1,7928,2251213,824740,2026-07-01,07,N,1,away,695418,Brad Lord,R,5.5694,,,0,,,,1.0,linescore,1,1,695418,,NO_LINE,,4.569,,,,,,,,,
wf-19288f01-p1,7929,2251213,824740,2026-07-01,07,N,1,home,801139,Payton Tolle,L,7.1653,5.5,replay_asof,0,0.7199,,OVER,5.0,linescore,5,5,801139,UNDER,GRADED,0,2.165,0.518256,1.272609,,,,,,,
wf-19288f01-p1,8071,2251214,823530,2026-07-01,07,N,1,away,675512,Troy Melton,R,3.7119,5.5,replay_asof,0,0.17162,,UNDER,7.0,linescore,7,7,675512,OVER,GRADED,0,-3.288,0.686213,1.762473,,,,,,,
wf-19288f01-p1,8074,2251214,823530,2026-07-01,07,N,1,home,701542,Will Warren,R,5.4234,5.5,replay_asof,0,0.4579,,UNDER,7.0,linescore,7,7,701542,OVER,GRADED,0,-1.577,0.293872,0.781104,,,,,,,
wf-19288f01-p1,8208,2251215,824660,2026-07-01,07,N,1,away,621111,Walker Buehler,R,6.1583,2.5,replay_asof,0,0.85,,OVER,6.0,linescore,6,6,621111,OVER,GRADED,1,0.158,0.0225,0.162519,,,,,,,
wf-19288f01-p1,8209,2251215,824660,2026-07-01,07,N,1,home,607067,Colin Rea,R,3.4422,3.5,replay_asof,0,0.45084,,UNDER,5.0,linescore,5,5,607067,OVER,GRADED,0,-1.558,0.301577,0.796643,,,,,,,
wf-19288f01-p1,8372,2251216,822791,2026-07-01,07,N,1,away,642547,Freddy Peralta,R,4.3077,4.5,replay_asof,0,0.43105,,UNDER,4.0,linescore,4,4,642547,UNDER,GRADED,1,0.308,0.185804,0.563963,,,,,,,
wf-19288f01-p1,8374,2251216,822791,2026-07-01,07,N,1,home,680755,Braydon Fisher,R,3.1438,,,0,,,,1.0,linescore,,1,680755,,NO_LINE,,2.144,,,,,,,,,
wf-19288f01-p1,8528,2251217,823446,2026-07-01,07,N,1,away,694973,Paul Skenes,R,10.0797,4.5,replay_asof,0,0.85,,OVER,5.0,linescore,5,5,694973,OVER,GRADED,1,5.08,0.0225,0.162519,,,,,,,
wf-19288f01-p1,8529,2251217,823446,2026-07-01,07,N,1,home,554430,Zack Wheeler,R,8.6309,7.5,replay_asof,0,0.63114,,OVER,10.0,linescore,10,10,554430,OVER,GRADED,1,-1.369,0.136058,0.460228,,,,,,,
wf-19288f01-p1,8688,2251218,824905,2026-07-01,07,N,1,away,700241,Michael McGreevy,R,2.9944,4.5,replay_asof,0,0.1838,,UNDER,3.0,linescore,3,3,700241,UNDER,GRADED,1,-0.006,0.033782,0.203096,,,,,,,
wf-19288f01-p1,8689,2251218,824905,2026-07-01,07,N,1,home,625643,Reynaldo López,R,3.2901,3.5,replay_asof,0,0.41746,,UNDER,6.0,linescore,6,6,625643,OVER,GRADED,0,-2.71,0.339353,0.873567,,,,,,,
wf-19288f01-p1,8848,2251219,824094,2026-07-01,07,N,1,away,663556,Shane McClanahan,L,4.879,4.5,replay_asof,0,0.53802,,OVER,4.0,linescore,4,4,663556,UNDER,GRADED,0,0.879,0.289466,0.772234,,,,,,,
wf-19288f01-p1,8849,2251219,824094,2026-07-01,07,N,1,home,607625,Seth Lugo,R,3.2081,3.5,replay_asof,0,0.39929,,UNDER,7.0,linescore,7,7,607625,OVER,GRADED,0,-3.792,0.360853,0.918067,,,,,,,
wf-19288f01-p1,9008,2251220,824174,2026-07-01,07,N,1,away,671737,Taj Bradley,R,5.224,5.5,replay_asof,0,0.42329,,UNDER,11.0,linescore,11,11,671737,OVER,GRADED,0,-5.776,0.332594,0.859698,,,,,,,
wf-19288f01-p1,9009,2251220,824174,2026-07-01,07,N,1,home,837227,Tatsuya Imai,R,6.326,5.5,replay_asof,0,0.60517,,OVER,2.0,linescore,2,2,837227,UNDER,GRADED,0,4.326,0.366231,0.9293,,,,,,,
wf-19288f01-p1,9168,2251221,823767,2026-07-01,07,N,1,away,671096,Andrew Abbott,L,3.3545,6.5,replay_asof,0,0.05465,,UNDER,3.0,linescore,3,3,671096,UNDER,GRADED,1,0.354,0.002987,0.0562,,,,,,,
wf-19288f01-p1,9171,2251221,823767,2026-07-01,07,N,1,home,675660,Shane Drohan,L,5.8828,9.5,replay_asof,0,0.07609,,UNDER,7.0,linescore,7,7,675660,UNDER,GRADED,1,-1.117,0.00579,0.079141,,,,,,,
wf-19288f01-p1,9347,2251222,824337,2026-07-01,07,N,1,away,676974,Max Meyer,R,8.1004,3.5,replay_asof,0,0.85,,OVER,5.0,linescore,5,5,676974,OVER,GRADED,1,3.1,0.0225,0.162519,,,,,,,
wf-19288f01-p1,9349,2251222,824337,2026-07-01,07,N,1,home,607536,Kyle Freeland,L,4.0525,3.5,replay_asof,0,0.57673,,OVER,7.0,linescore,7,7,607536,OVER,GRADED,1,-2.947,0.179157,0.550381,,,,,,,
wf-19288f01-p1,9508,2251223,824985,2026-07-01,07,N,1,away,676263,Jack Dreyer,L,9.9551,,,0,,,,3.0,linescore,3,3,676263,,NO_LINE,,6.955,,,,,,,,,
wf-19288f01-p1,9509,2251223,824985,2026-07-01,07,N,1,home,669372,J.T. Ginn,R,5.2064,4.5,replay_asof,0,0.59495,,OVER,4.0,linescore,4,4,669372,UNDER,GRADED,0,1.206,0.353966,0.903745,,,,,,,
wf-19288f01-p1,33748,2253578,825064,2026-07-01,07,N,1,away,686790,Trevor McDonald,R,4.548,3.5,replay_asof,0,0.66573,,OVER,5.0,linescore,5,5,686790,OVER,GRADED,1,-0.452,0.111736,0.406871,,,,,,,
wf-19288f01-p1,33749,2253578,825064,2026-07-01,07,N,1,home,668678,Zac Gallen,R,1.9272,3.5,replay_asof,0,0.12998,,UNDER,4.0,linescore,4,4,668678,OVER,GRADED,0,-2.073,0.756935,2.040375,,,,,,,
wf-19288f01-p1,9671,2251224,823442,2026-07-02,07,N,1,away,683003,Jared Jones,R,3.6891,3.5,replay_asof,0,0.50357,,OVER,6.0,linescore,6,6,683003,OVER,GRADED,1,-2.311,0.246443,0.686033,,,,,,,
wf-19288f01-p1,9676,2251224,823442,2026-07-02,07,N,1,home,660604,Alan Rangel,U,3.7676,4.5,replay_asof,0,0.32587,,UNDER,4.0,linescore,4,4,660604,UNDER,GRADED,1,-0.232,0.106191,0.394332,,,,,,,
wf-19288f01-p1,9848,2251225,823765,2026-07-02,07,N,1,away,695505,Chase Burns,R,9.9507,4.5,replay_asof,0,0.85,,OVER,4.0,linescore,4,4,695505,UNDER,GRADED,0,5.951,0.7225,1.89712,,,,,,,
wf-19288f01-p1,9849,2251225,823765,2026-07-02,07,N,1,home,694819,Jacob Misiorowski,R,13.3379,5.5,replay_asof,0,0.85,,OVER,10.0,linescore,10,10,694819,OVER,GRADED,1,3.338,0.0225,0.162519,,,,,,,
wf-19288f01-p1,10017,2251226,824335,2026-07-02,07,N,1,away,687473,Ryan Gusto,R,3.6737,3.5,replay_asof,0,0.50034,,OVER,2.0,linescore,2,2,687473,UNDER,GRADED,0,1.674,0.25034,0.693827,,,,,,,
wf-19288f01-p1,10019,2251226,824335,2026-07-02,07,N,1,home,547179,Michael Lorenzen,R,3.8003,3.5,replay_asof,0,0.52657,,OVER,1.0,linescore,1,1,547179,UNDER,GRADED,0,2.8,0.277276,0.747751,,,,,,,
wf-19288f01-p1,10181,2251227,824416,2026-07-02,07,N,1,away,663436,Davis Martin,R,6.2203,4.5,replay_asof,0,0.74335,,OVER,0.0,linescore,0,0,663436,UNDER,GRADED,0,6.22,0.552569,1.360042,,,,,,,
wf-19288f01-p1,10183,2251227,824416,2026-07-02,07,N,1,home,677944,Slade Cecconi,R,3.9836,6.5,replay_asof,0,0.10897,,UNDER,3.0,linescore,3,3,677944,UNDER,GRADED,1,0.984,0.011874,0.115377,,,,,,,
wf-19288f01-p1,10345,2251228,824906,2026-07-02,07,N,1,away,669160,Dustin May,R,7.554,3.5,replay_asof,0,0.85,,OVER,1.0,linescore,1,1,669160,UNDER,GRADED,0,6.554,0.7225,1.89712,,,,,,,
wf-19288f01-p1,10347,2251228,824906,2026-07-02,07,N,1,home,694462,Hurston Waldrep,R,8.1839,4.5,replay_asof,0,0.85,,OVER,4.0,linescore,4,4,694462,UNDER,GRADED,0,4.184,0.7225,1.89712,,,,,,,
wf-19288f01-p1,10492,2251229,824093,2026-07-02,07,N,1,away,693855,Ian Seymour,L,3.236,4.5,replay_asof,0,0.22583,,UNDER,8.0,linescore,8,8,693855,OVER,GRADED,0,-4.764,0.599339,1.487973,,,,,,,
wf-19288f01-p1,10494,2251229,824093,2026-07-02,07,N,1,home,663568,Stephen Kolek,R,3.3074,3.5,replay_asof,0,0.4213,,UNDER,0.0,linescore,0,0,663568,UNDER,GRADED,1,3.307,0.177494,0.546971,,,,,,,
wf-19288f01-p1,10666,2251230,822884,2026-07-02,07,N,1,away,664285,Framber Valdez,L,5.0011,5.5,replay_asof,0,0.38424,,UNDER,1.0,linescore,1,1,664285,UNDER,GRADED,1,4.001,0.14764,0.484898,,,,,,,
wf-19288f01-p1,10668,2251230,822884,2026-07-02,07,N,1,home,543135,Nathan Eovaldi,R,7.1405,6.5,replay_asof,0,0.57101,,OVER,9.0,linescore,9,9,543135,OVER,GRADED,1,-1.859,0.184032,0.560349,,,,,,,
wf-19288f01-p1,10828,2251231,823119,2026-07-02,07,N,1,away,700712,Walbert Ureña,R,6.0516,6.5,replay_asof,0,0.40198,,UNDER,6.0,linescore,6,6,700712,UNDER,GRADED,1,0.052,0.161588,0.514131,,,,,,,
wf-19288f01-p1,10829,2251231,823119,2026-07-02,07,N,1,home,682243,Bryce Miller,R,10.2934,4.5,replay_asof,0,0.85,,OVER,8.0,linescore,8,8,682243,OVER,GRADED,1,2.293,0.0225,0.162519,,,,,,,
wf-19288f01-p1,10988,2251232,823935,2026-07-02,07,N,1,away,681190,Randy Vásquez,R,2.8799,4.5,replay_asof,0,0.16497,,UNDER,0.0,linescore,0,0,681190,UNDER,GRADED,1,2.88,0.027215,0.180288,,,,,,,
wf-19288f01-p1,10989,2251232,823935,2026-07-02,07,N,1,home,808963,Roki Sasaki,R,4.607,5.5,replay_asof,0,0.31544,,UNDER,3.0,linescore,3,3,808963,UNDER,GRADED,1,1.607,0.099502,0.378979,,,,,,,
wf-19288f01-p1,11147,2251233,824659,2026-07-03,07,N,1,away,669467,Andre Pallante,R,5.2736,4.5,replay_asof,0,0.60614,,OVER,2.0,linescore,2,2,669467,UNDER,GRADED,0,3.274,0.367406,0.93176,,,,,,,
wf-19288f01-p1,11149,2251233,824659,2026-07-03,07,N,1,home,656849,David Peterson,L,3.5138,5.5,replay_asof,0,0.14421,,UNDER,3.0,linescore,3,3,656849,UNDER,GRADED,1,0.514,0.020797,0.15573,,,,,,,
wf-19288f01-p1,11308,2251234,822714,2026-07-03,07,N,1,away,656605,Mitch Keller,R,3.9868,5.5,replay_asof,0,0.21281,,UNDER,1.0,linescore,1,1,656605,UNDER,GRADED,1,2.987,0.045288,0.239286,,,,,,,
wf-19288f01-p1,11309,2251234,822714,2026-07-03,07,N,1,home,656492,Foster Griffin,L,7.5216,3.5,replay_asof,0,0.85,,OVER,2.0,linescore,2,2,656492,UNDER,GRADED,0,5.522,0.7225,1.89712,,,,,,,
wf-19288f01-p1,11468,2251235,823527,2026-07-03,07,N,1,away,702474,Mike Paredes,U,1.945,3.5,replay_asof,0,0.13309,,UNDER,2.0,linescore,2,2,702474,UNDER,GRADED,1,-0.055,0.017713,0.14282,,,,,,,
wf-19288f01-p1,11469,2251235,823527,2026-07-03,07,N,1,home,543037,Gerrit Cole,R,3.7605,5.5,replay_asof,0,0.17864,,UNDER,7.0,linescore,7,7,543037,OVER,GRADED,0,-3.24,0.674632,1.722383,,,,,,,
wf-19288f01-p1,11608,2251236,824498,2026-07-03,07,N,1,away,669432,Trevor Rogers,L,4.9494,4.5,replay_asof,0,0.55058,,OVER,4.0,linescore,4,4,669432,UNDER,GRADED,0,0.949,0.303138,0.799797,,,,,,,
wf-19288f01-p1,11609,2251236,824498,2026-07-03,07,N,1,home,663903,Brady Singer,R,3.9071,6.5,replay_asof,0,0.10122,,UNDER,6.0,linescore,6,6,663903,UNDER,GRADED,1,-2.093,0.010245,0.106717,,,,,,,
wf-19288f01-p1,11748,2251237,824417,2026-07-03,07,N,1,away,641743,Anthony Kay,L,4.0764,5.5,replay_asof,0,0.22693,,UNDER,2.0,linescore,2,2,641743,UNDER,GRADED,1,2.076,0.051497,0.257386,,,,,,,
wf-19288f01-p1,11749,2251237,824417,2026-07-03,07,N,1,home,668909,Gavin Williams,R,6.9053,5.5,replay_asof,0,0.68704,,OVER,6.0,linescore,6,6,668909,OVER,GRADED,1,0.905,0.097944,0.375363,,,,,,,
