series,propRefId,gameId,gamePk,gameDate,month,doubleHeader,gameNumber,side,mlbamId,pitcherName,hand,proj,line,lineSource,integerLine,pOver,pUnder,pick,actualKs,actualSource,actualKsStored,actualKsLinescore,starterId,actualSide,status,correct,signedError,brier,logloss,scratchBasis,voidExemptionCode,voidCause,storedBacktestResult,storedModelCorrect,verdict,anNoVigOverPct
live,3,2250006,823244,2026-03-25,03,N,1,away,608331,Max Fried,L,4.73,5.5,book,0,0.339,0.661,UNDER,4.0,linescore,4,4,608331,UNDER,GRADED,1,0.73,0.114921,0.414001,,,,UNDER,1,EDGE,
live,4,2250006,823244,2026-03-25,03,N,1,home,657277,Logan Webb,R,7.06,6.5,book,0,0.547,0.453,OVER,7.0,linescore,7,7,657277,OVER,GRADED,1,0.06,0.205209,0.603306,,,,OVER,1,EDGE,
live,30037,2250007,823649,2026-03-26,03,N,1,away,694973,Paul Skenes,R,6.46,6.5,book,0,0.46,0.54,UNDER,1.0,linescore,1,1,694973,UNDER,GRADED,1,5.46,0.2116,0.616186,,,,UNDER,1,NEUTRAL,
live,30038,2250007,823649,2026-03-26,03,N,1,home,642547,Freddy Peralta,R,5.88,6.5,book,0,0.3748,0.6252,UNDER,7.0,linescore,7,7,642547,OVER,GRADED,0,-1.12,0.390875,0.981363,,,,OVER,0,NEUTRAL,
live,30039,2250008,823812,2026-03-26,03,N,1,away,681343,Shane Smith,R,5.56,4.5,book,0,0.629,0.371,OVER,2.0,linescore,2,2,681343,UNDER,GRADED,0,3.56,0.395641,0.991553,,,,UNDER,0,EDGE OVER,
live,30040,2250008,823812,2026-03-26,03,N,1,home,694819,Jacob Misiorowski,R,5.72,6.5,book,0,0.352,0.648,UNDER,11.0,linescore,11,11,694819,OVER,GRADED,0,-5.28,0.419904,1.044124,,,,OVER,0,EDGE UNDER,
live,30041,2250009,824704,2026-03-26,03,N,1,away,676917,Cade Cavalli,R,6.25,4.0,book,1,0.712,0.288,OVER,5.0,linescore,5,5,676917,OVER,GRADED,1,1.25,0.082944,0.339677,,,,OVER,1,EDGE OVER,
live,30042,2250009,824704,2026-03-26,03,N,1,home,571510,Matthew Boyd,L,4.64,5.5,book,0,0.325,0.675,UNDER,7.0,linescore,7,7,571510,OVER,GRADED,0,-2.36,0.455625,1.12393,,,,OVER,0,EDGE UNDER,
live,90027,2250017,823243,2026-03-27,03,N,1,away,693645,Cam Schlittler,R,4.05,4.5,book,0,0.3805,0.6195,UNDER,8.0,linescore,8,8,693645,OVER,GRADED,0,-3.95,0.38378,0.966269,,,,OVER,0,UNDER,0.5064
live,90028,2250017,823243,2026-03-27,03,N,1,home,592662,Robbie Ray,L,5.52,6.5,book,0,0.3179,0.6821,UNDER,4.0,linescore,4,4,592662,UNDER,GRADED,1,1.52,0.10106,0.382579,,,,UNDER,1,UNDER,0.5724
live,90029,2250018,822839,2026-03-27,03,N,1,away,622663,Luis Severino,R,2.17,3.5,book,0,0.1748,0.8252,UNDER,3.0,linescore,3,3,622663,UNDER,GRADED,1,-0.83,0.030555,0.192129,,,,UNDER,1,UNDER,0.5911
live,90030,2250018,822839,2026-03-27,03,N,1,home,592332,Kevin Gausman,R,4.88,5.5,book,0,0.363,0.637,UNDER,11.0,linescore,11,11,592332,OVER,GRADED,0,-6.12,0.405769,1.013352,,,,OVER,0,UNDER,0.5579
live,90031,2250019,823893,2026-03-27,03,N,1,away,607536,Kyle Freeland,L,2.57,3.5,book,0,0.257,0.743,UNDER,2.0,linescore,2,2,607536,UNDER,GRADED,1,0.57,0.066049,0.297059,,,,UNDER,1,UNDER,0.5813
live,90032,2250019,823893,2026-03-27,03,N,1,home,645261,Sandy Alcantara,R,5.1,5.5,book,0,0.4018,0.5982,UNDER,5.0,linescore,5,5,645261,UNDER,GRADED,1,0.1,0.161443,0.51383,,,,UNDER,1,UNDER,0.6288
live,90034,2250020,824946,2026-03-27,03,N,1,away,666142,Cole Ragans,L,7.39,6.5,book,0,0.606,0.394,OVER,5.0,linescore,5,5,666142,UNDER,GRADED,0,2.39,0.367236,0.931404,,,,UNDER,0,OVER,0.3755
live,90033,2250020,824946,2026-03-27,03,N,1,home,519242,Chris Sale,L,6.87,6.5,book,0,0.5303,0.4697,OVER,6.0,linescore,6,6,519242,UNDER,GRADED,0,0.87,0.281218,0.755661,,,,UNDER,0,OVER,0.398
live,90036,2250021,824216,2026-03-27,03,N,1,away,579328,Yusei Kikuchi,L,3.48,4.5,book,0,0.2704,0.7296,UNDER,3.0,linescore,3,3,579328,UNDER,GRADED,1,0.48,0.073116,0.315259,,,,UNDER,1,UNDER,0.383
live,90035,2250021,824216,2026-03-27,03,N,1,home,681347,Mike Burrows,R,5.85,5.5,book,0,0.5293,0.4707,OVER,6.0,linescore,6,6,681347,OVER,GRADED,1,-0.15,0.221558,0.6362,,,,OVER,1,OVER,0.3755
live,90037,2250022,823324,2026-03-27,03,N,1,away,664285,Framber Valdez,L,3.87,4.5,book,0,0.3454,0.6546,UNDER,5.0,linescore,5,5,664285,OVER,GRADED,0,-1.13,0.428501,1.063052,,,,OVER,0,UNDER,0.4097
live,90038,2250022,823324,2026-03-27,03,N,1,home,650633,Michael King,R,4.8,5.5,book,0,0.3498,0.6502,UNDER,6.0,linescore,6,6,650633,OVER,GRADED,0,-1.2,0.42276,1.050394,,,,OVER,0,UNDER,0.5532
live,90039,2250023,823162,2026-03-27,03,N,1,away,668909,Gavin Williams,R,4.67,5.5,book,0,0.3269,0.6731,UNDER,7.0,linescore,7,7,668909,OVER,GRADED,0,-2.33,0.453064,1.118101,,,,OVER,0,UNDER,0.9786
live,90040,2250023,823162,2026-03-27,03,N,1,home,669923,George Kirby,R,5.65,5.5,book,0,0.4966,0.5034,UNDER,6.0,linescore,6,6,669923,OVER,GRADED,0,-0.35,0.253412,0.69997,,,,OVER,0,PASS,0.514
live,90041,2252293,823971,2026-03-27,03,N,1,away,669194,Ryne Nelson,R,2.89,3.5,book,0,0.3277,0.6723,UNDER,4.0,linescore,4,4,669194,OVER,GRADED,0,-1.11,0.451987,1.115657,,,,OVER,0,UNDER,0.5568
live,90042,2252293,823971,2026-03-27,03,N,1,home,686218,Emmet Sheehan,R,5.51,5.5,book,0,0.4735,0.5265,UNDER,6.0,linescore,6,6,686218,OVER,GRADED,0,-0.49,0.277202,0.747603,,,,OVER,0,UNDER,0.557
live,90044,2250024,823082,2026-03-28,03,N,1,away,671212,Joe Boyle,R,3.33,4.5,book,0,0.2435,0.7565,UNDER,4.0,linescore,4,4,671212,UNDER,GRADED,1,-0.67,0.059292,0.279053,,,,UNDER,1,UNDER,0.4039
live,90043,2250024,823082,2026-03-28,03,N,1,home,700241,Michael McGreevy,R,2.73,3.5,book,0,0.2914,0.7086,UNDER,5.0,linescore,5,5,700241,OVER,GRADED,0,-2.27,0.502114,1.233058,,,,OVER,0,UNDER,0.4964
live,90046,2250025,824701,2026-03-28,03,N,1,away,571945,Miles Mikolas,R,2.25,3.5,book,0,0.1903,0.8097,UNDER,4.0,linescore,4,4,571945,OVER,GRADED,0,-1.75,0.655614,1.659154,,,,OVER,0,UNDER,0.6406
live,90045,2250025,824701,2026-03-28,03,N,1,home,690990,Cade Horton,R,3.38,4.5,book,0,0.2523,0.7477,UNDER,4.0,linescore,4,4,690990,UNDER,GRADED,1,-0.62,0.063655,0.290753,,,,UNDER,1,UNDER,0.9394
live,90047,2250026,822838,2026-03-28,03,N,1,away,605488,Jeffrey Springs,L,2.16,3.5,book,0,0.1738,0.8262,UNDER,2.0,linescore,2,2,605488,UNDER,GRADED,1,0.16,0.030206,0.190918,,,,UNDER,1,UNDER,0.5268
live,90048,2250026,822838,2026-03-28,03,N,1,home,656302,Dylan Cease,R,6.11,6.5,book,0,0.4107,0.5893,UNDER,12.0,linescore,12,12,656302,OVER,GRADED,0,-5.89,0.347274,0.889892,,,,OVER,0,UNDER,0.8091
live,90050,2250027,824862,2026-03-28,03,N,1,away,671737,Taj Bradley,R,3.73,4.5,book,0,0.3178,0.6822,UNDER,9.0,linescore,9,9,671737,OVER,GRADED,0,-5.27,0.465397,1.146333,,,,OVER,0,OVER,0.2424
live,90049,2250027,824862,2026-03-28,03,N,1,home,680694,Kyle Bradish,R,7.49,6.5,book,0,0.6209,0.3791,OVER,4.0,linescore,4,4,680694,UNDER,GRADED,0,3.49,0.385517,0.969955,,,,UNDER,0,OVER,0.4222
live,90052,2250028,823488,2026-03-28,03,N,1,away,594798,Jacob deGrom,R,6.04,6.5,book,0,0.4004,0.5996,UNDER,,,3,3,656641,,VOID_SCRATCH,,,,,mlbamId,,TRUE_SCRATCH,UNDER,1,UNDER,0.5448
live,90051,2250028,823488,2026-03-28,03,N,1,home,605400,Aaron Nola,R,4.75,5.5,book,0,0.3395,0.6605,UNDER,7.0,linescore,7,7,605400,OVER,GRADED,0,-2.25,0.43626,1.080281,,,,OVER,0,UNDER,0.535
live,90053,2250029,824540,2026-03-28,03,N,1,away,543243,Sonny Gray,R,7.47,6.5,book,0,0.6177,0.3823,OVER,5.0,linescore,5,5,543243,UNDER,GRADED,0,2.47,0.381553,0.96155,,,,UNDER,0,OVER,0.4399
live,90054,2250029,824540,2026-03-28,03,N,1,home,663903,Brady Singer,R,3.63,4.5,book,0,0.2996,0.7004,UNDER,5.0,linescore,5,5,663903,OVER,GRADED,0,-1.37,0.49056,1.205307,,,,OVER,0,UNDER,0.5851
live,90058,2250030,823651,2026-03-28,03,N,1,away,656605,Mitch Keller,R,3.47,4.5,book,0,0.2691,0.7309,UNDER,3.0,linescore,3,3,656605,UNDER,GRADED,1,0.47,0.072415,0.313479,,,,UNDER,1,UNDER,0.4511
live,90057,2250030,823651,2026-03-28,03,N,1,home,656849,David Peterson,L,4.7,4.5,book,0,0.5048,0.4952,OVER,3.0,linescore,3,3,656849,UNDER,GRADED,0,1.7,0.254823,0.702794,,,,UNDER,0,PASS,0.5128
live,90055,2250031,823892,2026-03-28,03,N,1,away,547179,Michael Lorenzen,R,3.18,4.5,book,0,0.2158,0.7842,UNDER,4.0,linescore,4,4,547179,UNDER,GRADED,1,-0.82,0.04657,0.243091,,,,UNDER,1,UNDER,0.5686
live,90056,2250031,823892,2026-03-28,03,N,1,home,691587,Eury Perez,R,6.2,6.5,book,0,0.4259,0.5741,UNDER,8.0,linescore,8,8,691587,OVER,GRADED,0,-1.8,0.329591,0.853551,,,,OVER,0,PASS,0.4511
live,90060,2250032,824213,2026-03-28,03,N,1,home,664299,Cristian Javier,R,3.72,4.5,book,0,0.316,0.684,UNDER,1.0,linescore,1,1,664299,UNDER,GRADED,1,2.72,0.099856,0.379797,,,,UNDER,1,UNDER,0.4326
live,90059,2250033,823811,2026-03-28,03,N,1,away,680732,Sean Burke,R,3.03,4.5,book,0,0.1895,0.8105,UNDER,5.0,linescore,5,5,680732,OVER,GRADED,0,-1.97,0.65691,1.663366,,,,OVER,0,UNDER,0.4755
live,90061,2250033,823811,2026-03-28,03,N,1,home,694477,Chad Patrick,R,4.73,5.5,book,0,0.3374,0.6626,UNDER,4.0,linescore,4,4,694477,UNDER,GRADED,1,0.73,0.113839,0.411584,,,,UNDER,1,UNDER,0.5176
live,90066,2250034,824945,2026-03-28,03,N,1,away,608379,Michael Wacha,R,2.59,3.5,book,0,0.2612,0.7388,UNDER,7.0,linescore,7,7,608379,OVER,GRADED,0,-4.41,0.545825,1.342469,,,,OVER,0,UNDER,0.4833
live,90065,2250034,824945,2026-03-28,03,N,1,home,625643,Reynaldo Lopez,R,3.15,4.5,book,0,0.2105,0.7895,UNDER,3.0,linescore,3,3,625643,UNDER,GRADED,1,0.15,0.04431,0.236355,,,,UNDER,1,UNDER,0.613
live,90067,2250035,823241,2026-03-28,03,N,1,away,701542,Will Warren,R,3.9,4.5,book,0,0.3525,0.6475,UNDER,3.0,linescore,3,3,701542,UNDER,GRADED,1,0.9,0.124256,0.434636,,,,UNDER,1,UNDER,0.63
live,90068,2250035,823241,2026-03-28,03,N,1,home,641816,Tyler Mahle,R,3.65,4.5,book,0,0.3037,0.6963,UNDER,5.0,linescore,5,5,641816,OVER,GRADED,0,-1.35,0.484834,1.191715,,,,OVER,0,UNDER,0.4964
live,90069,2250036,823323,2026-03-28,03,N,1,away,656427,Jack Flaherty,R,4.35,5.5,book,0,0.2714,0.7286,UNDER,2.0,linescore,2,2,656427,UNDER,GRADED,1,2.35,0.073658,0.31663,,,,UNDER,1,UNDER,0.5357
live,90070,2250036,823323,2026-03-28,03,N,1,home,681190,Randy Vasquez,R,2.33,3.5,book,0,0.2075,0.7925,UNDER,8.0,linescore,8,8,681190,OVER,GRADED,0,-5.67,0.628056,1.572624,,,,OVER,0,UNDER,0.4582
live,90073,2250037,823161,2026-03-28,03,N,1,home,693433,Bryan Woo,R,5.51,5.5,book,0,0.4724,0.5276,UNDER,9.0,linescore,9,9,693433,OVER,GRADED,0,-3.49,0.278362,0.749929,,,,OVER,0,OVER,0.3112
live,90071,2252307,823973,2026-03-28,03,N,1,away,593958,Eduardo Rodriguez,L,2.61,3.5,book,0,0.2664,0.7336,UNDER,5.0,linescore,5,5,593958,OVER,GRADED,0,-2.39,0.538169,1.322756,,,,OVER,0,UNDER,0.4905
live,90072,2252307,823973,2026-03-28,03,N,1,home,607192,Tyler Glasnow,R,5.91,6.5,book,0,0.3798,0.6202,UNDER,6.0,linescore,6,6,607192,UNDER,GRADED,1,-0.09,0.144248,0.477713,,,,UNDER,1,PASS,0.3575
live,90077,2250038,824864,2026-03-29,03,N,1,away,641927,Bailey Ober,R,3.42,4.5,book,0,0.2604,0.7396,UNDER,1.0,linescore,1,1,641927,UNDER,GRADED,1,2.42,0.067808,0.301646,,,,UNDER,1,UNDER,0.437
live,90075,2250038,824864,2026-03-29,03,N,1,home,669358,Shane Baz,R,4.78,5.5,book,0,0.3457,0.6543,UNDER,4.0,linescore,4,4,669358,UNDER,GRADED,1,0.78,0.119508,0.424189,,,,UNDER,1,UNDER,0.6242
live,90079,2250039,823487,2026-03-29,03,N,1,away,669022,MacKenzie Gore,L,5.21,5.5,book,0,0.4217,0.5783,UNDER,7.0,linescore,7,7,669022,OVER,GRADED,0,-1.79,0.334431,0.863461,,,,OVER,0,OVER,0.3759
live,90078,2250039,823487,2026-03-29,03,N,1,home,666200,Jesus Luzardo,L,7.03,6.5,book,0,0.5553,0.4447,OVER,7.0,linescore,7,7,666200,OVER,GRADED,1,0.03,0.197758,0.588247,,,,OVER,1,UNDER,0.9322
live,90076,2250040,824944,2026-03-29,03,N,1,away,607625,Seth Lugo,R,3.35,4.5,book,0,0.2465,0.7535,UNDER,3.0,linescore,3,3,607625,UNDER,GRADED,1,0.35,0.060762,0.283026,,,,UNDER,1,UNDER,0.5132
live,90074,2250040,824944,2026-03-29,03,N,1,home,656550,Grant Holmes,R,3.2,4.5,book,0,0.2195,0.7805,UNDER,4.0,linescore,4,4,656550,UNDER,GRADED,1,-0.8,0.04818,0.247821,,,,UNDER,1,UNDER,0.5752
live,90080,2250041,822837,2026-03-29,03,N,1,away,806960,Luis Morales,R,2.21,3.5,book,0,0.1836,0.8164,UNDER,5.0,linescore,5,5,806960,OVER,GRADED,0,-2.79,0.666509,1.694996,,,,OVER,0,UNDER,0.3642
live,90081,2250041,822837,2026-03-29,03,N,1,home,641778,Eric Lauer,L,3.98,4.5,book,0,0.367,0.633,UNDER,9.0,linescore,9,9,641778,OVER,GRADED,0,-5.02,0.400689,1.002393,,,,OVER,0,UNDER,0.466
live,90082,2250042,824538,2026-03-29,03,N,1,home,695076,Rhett Lowder,R,3.76,4.5,book,0,0.325,0.675,UNDER,5.0,linescore,5,5,695076,OVER,GRADED,0,-1.24,0.455625,1.12393,,,,OVER,0,UNDER,0.6119
live,90085,2250043,823647,2026-03-29,03,N,1,home,690997,Nolan McLean,R,7.7,6.5,book,0,0.6485,0.3515,OVER,8.0,linescore,8,8,690997,OVER,GRADED,1,-0.3,0.123552,0.433093,,,,OVER,1,OVER,0.5434
live,90083,2250044,823891,2026-03-29,03,N,1,away,500779,Jose Quintana,L,2.24,3.5,book,0,0.1882,0.8118,UNDER,2.0,linescore,2,2,500779,UNDER,GRADED,1,0.24,0.035419,0.208501,,,,UNDER,1,UNDER,0.4382
live,90084,2250044,823891,2026-03-29,03,N,1,home,676974,Max Meyer,R,6.09,5.5,book,0,0.5689,0.4311,OVER,5.0,linescore,5,5,676974,UNDER,GRADED,0,1.09,0.323647,0.841415,,,,UNDER,0,PASS,0.5969
live,90086,2250045,824215,2026-03-29,03,N,1,away,686799,Jack Kochanowicz,R,1.53,2.5,book,0,0.1989,0.8011,UNDER,3.0,linescore,3,3,686799,OVER,GRADED,0,-1.47,0.641761,1.614953,,,,OVER,0,UNDER,0.7837
live,90087,2250046,823810,2026-03-29,03,N,1,home,687075,Brandon Sproat,R,4.02,4.5,book,0,0.3745,0.6255,UNDER,3.0,linescore,3,3,687075,UNDER,GRADED,1,1.02,0.14025,0.469204,,,,UNDER,1,UNDER,0.5034
live,90088,2250047,823079,2026-03-29,03,N,1,home,669160,Dustin May,R,3.34,4.5,book,0,0.2449,0.7551,UNDER,3.0,linescore,3,3,669160,UNDER,GRADED,1,0.34,0.059976,0.280905,,,,UNDER,1,UNDER,0.3862
live,90090,2250048,824700,2026-03-29,03,N,1,away,663623,Jake Irvin,R,2.26,3.5,book,0,0.1917,0.8083,UNDER,7.0,linescore,7,7,663623,OVER,GRADED,0,-4.74,0.653349,1.651824,,,,OVER,0,UNDER,0.4636
live,90089,2250048,824700,2026-03-29,03,N,1,home,684007,Shota Imanaga,L,3.74,4.5,book,0,0.3206,0.6794,UNDER,7.0,linescore,7,7,684007,OVER,GRADED,0,-3.26,0.461584,1.137561,,,,OVER,0,UNDER,0.6407
live,90091,2250049,823160,2026-03-29,03,N,1,away,677944,Slade Cecconi,R,3.82,4.5,book,0,0.3353,0.6647,UNDER,5.0,linescore,5,5,677944,OVER,GRADED,0,-1.18,0.441826,1.09273,,,,OVER,0,UNDER,0.4929
live,90092,2250049,823160,2026-03-29,03,N,1,home,676106,Emerson Hancock,R,2.53,3.5,book,0,0.2499,0.7501,UNDER,9.0,linescore,9,9,676106,OVER,GRADED,0,-6.47,0.56265,1.386694,,,,OVER,0,UNDER,0.549
live,90094,2250050,824135,2026-03-30,03,N,1,away,680573,Simeon Woods Richardson,R,2.13,3.5,book,0,0.1678,0.8322,UNDER,2.0,linescore,2,2,680573,UNDER,GRADED,1,0.13,0.028157,0.183682,,,,UNDER,1,UNDER,0.6145
live,90093,2250050,824135,2026-03-30,03,N,1,home,663460,Kris Bubic,L,4.34,4.5,book,0,0.4368,0.5632,UNDER,4.0,linescore,4,4,663460,UNDER,GRADED,1,0.34,0.190794,0.57412,,,,UNDER,1,UNDER,0.477
live,90096,2250051,824863,2026-03-30,03,N,1,away,683004,Jack Leiter,R,4.39,5.5,book,0,0.2786,0.7214,UNDER,8.0,linescore,8,8,683004,OVER,GRADED,0,-3.61,0.520418,1.277978,,,,OVER,0,UNDER,0.5187
live,90095,2250051,824863,2026-03-30,03,N,1,home,605135,Chris Bassitt,R,3.75,4.5,book,0,0.3231,0.6769,UNDER,3.0,linescore,3,3,605135,UNDER,GRADED,1,0.75,0.104394,0.390232,,,,UNDER,1,UNDER,0.4641
live,90097,2250052,824539,2026-03-30,03,N,1,home,695505,Chase Burns,R,8.88,7.5,book,0,0.6623,0.3377,OVER,7.0,linescore,7,7,695505,UNDER,GRADED,0,1.88,0.438641,1.085597,,,,UNDER,0,OVER,0.6024
live,90098,2250054,823890,2026-03-30,03,N,1,away,663436,Davis Martin,R,2.29,3.5,book,0,0.1983,0.8017,UNDER,6.0,linescore,6,6,663436,OVER,GRADED,0,-3.71,0.642723,1.617974,,,,OVER,0,UNDER,0.3761
live,90099,2250054,823890,2026-03-30,03,N,1,home,663978,Chris Paddack,R,2.56,3.5,book,0,0.2548,0.7452,UNDER,6.0,linescore,6,6,663978,OVER,GRADED,0,-3.44,0.555323,1.367276,,,,OVER,0,UNDER,0.396
live,90100,2250055,822834,2026-03-30,03,N,1,away,608372,Tomoyuki Sugano,R,1.53,2.5,book,0,0.1981,0.8019,UNDER,4.0,linescore,4,4,608372,OVER,GRADED,0,-2.47,0.643044,1.618983,,,,OVER,0,UNDER,0.5954
live,90101,2250055,822834,2026-03-30,03,N,1,home,664074,Cody Ponce,U,5.21,5.5,book,0,0.4209,0.5791,UNDER,3.0,linescore,3,3,664074,UNDER,GRADED,1,2.21,0.177157,0.54628,,,,UNDER,1,UNDER,0.7635
live,90102,2250056,824943,2026-03-30,03,N,1,away,682052,Jacob Lopez,L,4.43,5.5,book,0,0.2848,0.7152,UNDER,0.0,linescore,0,0,682052,UNDER,GRADED,1,4.43,0.081111,0.335193,,,,UNDER,1,UNDER,0.5188
live,90103,2250056,824943,2026-03-30,03,N,1,home,693821,Bryce Elder,R,3.72,4.5,book,0,0.3166,0.6834,UNDER,5.0,linescore,5,5,693821,OVER,GRADED,0,-1.28,0.467036,1.150116,,,,OVER,0,UNDER,0.4736
live,90105,2250057,824702,2026-03-30,03,N,1,away,696270,Ryan Johnson,U,3.41,4.5,book,0,0.2573,0.7427,UNDER,2.0,linescore,2,2,696270,UNDER,GRADED,1,1.41,0.066203,0.297463,,,,UNDER,1,UNDER,0.4423
live,90104,2250057,824702,2026-03-30,03,N,1,home,665795,Edward Cabrera,R,7.37,6.5,book,0,0.6039,0.3961,OVER,5.0,linescore,5,5,665795,UNDER,GRADED,0,2.37,0.364695,0.926089,,,,UNDER,0,UNDER,0.7814
live,90107,2250058,823809,2026-03-30,03,N,1,away,607259,Nick Martinez,R,2.44,3.5,book,0,0.2299,0.7701,UNDER,3.0,linescore,3,3,607259,UNDER,GRADED,1,-0.56,0.052854,0.261235,,,,UNDER,1,UNDER,0.5761
live,90106,2250058,823809,2026-03-30,03,N,1,home,690986,Kyle Harrison,L,4.14,4.5,book,0,0.3986,0.6014,UNDER,8.0,linescore,8,8,690986,OVER,GRADED,0,-3.86,0.361682,0.919797,,,,OVER,0,UNDER,0.4693
live,90108,2250059,823080,2026-03-30,03,N,1,away,605280,Clay Holmes,R,2.68,3.5,book,0,0.2807,0.7193,UNDER,5.0,linescore,5,5,605280,OVER,GRADED,0,-2.32,0.517392,1.270469,,,,OVER,0,UNDER,0.6433
live,90109,2250060,824214,2026-03-30,03,N,1,away,624133,Ranger Suarez,L,4.12,4.5,book,0,0.3941,0.6059,UNDER,3.0,linescore,3,3,624133,UNDER,GRADED,1,1.12,0.155315,0.50104,,,,UNDER,1,UNDER,0.5486
live,90110,2250060,824214,2026-03-30,03,N,1,home,621121,Lance McCullers,R,3.01,4.5,book,0,0.1866,0.8134,UNDER,9.0,linescore,9,9,621121,OVER,GRADED,0,-5.99,0.66162,1.678788,,,,OVER,0,UNDER,0.5245
live,90114,2250061,823320,2026-03-30,03,N,1,away,694738,Landen Roupp,R,3.2,4.5,book,0,0.2187,0.7813,UNDER,7.0,linescore,7,7,694738,OVER,GRADED,0,-3.8,0.61043,1.520054,,,,OVER,0,UNDER,0.4368
live,90112,2250061,823320,2026-03-30,03,N,1,home,621111,Walker Buehler,R,2.33,3.5,book,0,0.2072,0.7928,UNDER,3.0,linescore,3,3,621111,UNDER,GRADED,1,-0.67,0.042932,0.232184,,,,UNDER,1,UNDER,0.5391
live,90111,2250062,823159,2026-03-30,03,N,1,away,677960,Ryan Weathers,L,5.09,5.5,book,0,0.4002,0.5998,UNDER,7.0,linescore,7,7,677960,OVER,GRADED,0,-1.91,0.35976,0.915791,,,,OVER,0,OVER,0.2527
live,90113,2250062,823159,2026-03-30,03,N,1,home,622491,Luis Castillo,R,4.84,5.5,book,0,0.3552,0.6448,UNDER,7.0,linescore,7,7,622491,OVER,GRADED,0,-2.16,0.415767,1.035074,,,,OVER,0,UNDER,0.7232
live,90116,2250063,823972,2026-03-30,03,N,1,away,800048,Parker Messick,L,4.73,4.5,book,0,0.5105,0.4895,OVER,5.0,linescore,5,5,800048,OVER,GRADED,1,-0.27,0.23961,0.672365,,,,OVER,1,OVER,0.0417
live,90118,2250063,823972,2026-03-30,03,N,1,home,808963,Roki Sasaki,R,2.11,3.5,book,0,0.1641,0.8359,UNDER,4.0,linescore,4,4,808963,OVER,GRADED,0,-1.89,0.698729,1.807279,,,,OVER,0,UNDER,0.571
live,90117,2252334,825108,2026-03-30,03,N,1,away,434378,Justin Verlander,R,2.59,3.5,book,0,0.262,0.738,UNDER,1.0,linescore,1,1,434378,UNDER,GRADED,1,1.59,0.068644,0.303811,,,,UNDER,1,UNDER,0.4677
live,90115,2252334,825108,2026-03-30,03,N,1,home,647336,Michael Soroka,R,3.93,4.5,book,0,0.3568,0.6432,UNDER,10.0,linescore,10,10,647336,OVER,GRADED,0,-6.07,0.413706,1.03058,,,,OVER,0,UNDER,0.4732
live,90120,2250064,824861,2026-03-31,03,N,1,away,594798,Jacob deGrom,R,5.91,5.5,book,0,0.5395,0.4605,OVER,7.0,linescore,7,7,594798,OVER,GRADED,1,-1.09,0.21206,0.617112,,,,OVER,1,OVER,0.4814
live,90119,2250064,824861,2026-03-31,03,N,1,home,621107,Zach Eflin,R,2.56,3.5,book,0,0.2563,0.7437,UNDER,7.0,linescore,7,7,621107,OVER,GRADED,0,-4.44,0.55309,1.361407,,,,OVER,0,UNDER,0.4398
live,90125,2250065,824537,2026-03-31,03,N,1,away,696149,Bubba Chandler,R,6.05,5.5,book,0,0.5623,0.4377,OVER,6.0,linescore,6,6,696149,OVER,GRADED,1,0.05,0.191581,0.57572,,,,OVER,1,PASS,0.5312
live,90121,2250065,824537,2026-03-31,03,N,1,home,682227,Brandon Williamson,L,3.81,4.5,book,0,0.3336,0.6664,UNDER,3.0,linescore,3,3,682227,UNDER,GRADED,1,0.81,0.111289,0.405865,,,,UNDER,1,UNDER,0.446
live,90124,2250066,823485,2026-03-31,03,N,1,home,691725,Andrew Painter,R,3.52,4.5,book,0,0.279,0.721,UNDER,8.0,linescore,8,8,691725,OVER,GRADED,0,-4.48,0.519841,1.276543,,,,OVER,0,UNDER,0.4942
live,90122,2250067,823888,2026-03-31,03,N,1,away,607200,Erick Fedde,R,1.93,3.5,book,0,0.1303,0.85,UNDER,4.0,linescore,4,4,607200,OVER,GRADED,0,-2.07,0.756378,2.037916,,,,OVER,0,UNDER,0.4153
live,90123,2250067,823888,2026-03-31,03,N,1,home,676083,Janson Junk,R,2.95,3.5,book,0,0.3424,0.6576,UNDER,5.0,linescore,5,5,676083,OVER,GRADED,0,-2.05,0.432438,1.071776,,,,OVER,0,PASS,0.379
live,90126,2250068,822836,2026-03-31,03,N,1,away,663372,Ryan Feltner,R,2.23,3.5,book,0,0.1867,0.8133,UNDER,4.0,linescore,4,4,663372,OVER,GRADED,0,-1.77,0.661457,1.678252,,,,OVER,0,UNDER,0.4509
live,90127,2250068,822836,2026-03-31,03,N,1,home,453286,Max Scherzer,R,4.69,5.5,book,0,0.3298,0.6702,UNDER,4.0,linescore,4,4,453286,UNDER,GRADED,1,0.69,0.108768,0.400179,,,,UNDER,1,UNDER,0.4902
live,90128,2250069,824942,2026-03-31,03,N,1,away,650644,Aaron Civale,R,2.49,3.5,book,0,0.2412,0.7588,UNDER,3.0,linescore,3,3,650644,UNDER,GRADED,1,-0.51,0.058177,0.276017,,,,UNDER,1,UNDER,0.4684
live,90129,2250077,824940,2026-04-01,04,N,1,away,622663,Luis Severino,R,2.55,3.5,book,0,0.2532,0.7468,UNDER,7.0,linescore,7,7,622663,OVER,GRADED,0,-4.45,0.55771,1.373576,,,,OVER,0,UNDER,0.5721
