gameId,side,gameDate,month,awayTeam,homeTeam,mlbGamePk,oppTeam,starterId,starterHand,starterKs,starterOuts,liveRowId,livePitcherName,liveMlbamId,liveStarterMismatch,kProj,bookLine,lineIsInteger,pOver,pUnder,anNoVigOverPct,verdict,bestSide,edgeOver,edgeUnder,liveStoredActualKs,liveStoredResult,liveStoredModelError,liveStoredModelCorrect,liveTruthKs,liveTruthSource,liveSignedError,p1MlbamId,p1ProjValue,p1POver,p1Line,p1SignedError,p2ProjValue,p2POver,p2Line,p2SignedError,asofK9,asofPriorStarts,daysRest,asofIpPerStart,oppAsofK27,oppAsofPriorGames,snapK9,snapXfip,snapHand,snapJoinVia,oppSplitK9VsHand,umpire,umpKMod
2250958,home,2026-06-10,2026-06,CHC,COL,824348,CHC,547179,R,7,15,1470023,Ryan Feltner,547179,0,2.31,3.5,0,0.2376,0.798,0.485,UNDER,UNDER,-0.2474,0.283,7,OVER,-4.69,0,7.0,substrate,-4.6899999999999995,547179,3.3898,0.43941,3.5,-3.6102,2.9101,0.33264,3.5,-4.0899,7.240223463687151,13,7,4.589743589743589,8.71761133603239,67,6.97,4.51561,R,id,6.787,Nestor Ceja,1.0324817511172073
2250959,away,2026-06-10,2026-06,MIL,ATH,824996,ATH,687075,R,3,18,1470024,Brandon Sproat,687075,0,2.81,4.5,0,0.1875,0.8464,0.4401,UNDER,UNDER,-0.2526,0.2865,3,UNDER,-0.19,1,3.0,substrate,-0.18999999999999995,687075,3.7997,0.3321,4.5,0.7997000000000001,3.262,0.23051,4.5,0.262,9.064285714285713,10,5,4.666666666666666,8.804901036757776,67,9.45,4.74488,R,id,6.7302,Brock Ballou,1.0012297491924904
2250959,home,2026-06-10,2026-06,MIL,ATH,824996,MIL,678022,R,4,12,,,,,,,,,,,,,,,,,,,,,,678022,6.7796,,,2.7796000000000003,5.8202,,,1.8201999999999998,13.5,1,5,4.0,8.002072538860103,65,10.91,2.96383,R,id,6.6056,Brock Ballou,1.0012297491924904
2250960,away,2026-06-10,2026-06,HOU,LAA,824022,LAA,663567,R,6,19,1470025,Peter Lambert,663567,0,3.78,4.5,0,0.3835,0.6712,0.4731,UNDER,UNDER,-0.0896,0.1443,6,OVER,-2.22,0,6.0,substrate,-2.22,663567,6.0226,0.71796,4.5,0.02259999999999973,5.1703,0.58887,4.5,-0.8296999999999999,8.348684210526317,9,5,5.62962962962963,9.57319391634981,68,8.63,4.08769,R,id,7.5029,Ron Kulpa,1.1050883836683543
2250960,home,2026-06-10,2026-06,HOU,LAA,824022,HOU,672282,L,9,21,1470026,Reid Detmers,672282,0,5.17,6.5,0,0.3228,0.7365,0.4038,UNDER,UNDER,-0.081,0.1403,9,OVER,-3.83,0,9.0,substrate,-3.83,672282,9.0849,0.80085,6.5,0.08489999999999931,7.7993,0.6615,6.5,-1.2007000000000003,10.702702702702704,13,5,5.6923076923076925,8.064606741573034,69,10.2,3.87189,L,id,6.226,Ron Kulpa,1.1050883836683543
2250961,away,2026-06-11,2026-06,STL,NYM,823619,NYM,690928,R,5,13,1470034,Kyle Leahy,690928,0,2.29,3.5,0,0.2328,0.8023,0.5858,UNDER,UNDER,-0.3503,0.3854,5,OVER,-2.71,0,5.0,substrate,-2.71,690928,5.0967,0.74829,3.5,0.09670000000000023,4.3755,0.63626,3.5,-0.6245000000000003,8.307692307692308,1,42,4.333333333333333,7.849126034958602,67,8.89,,,id,6.6838,Scott Barry,0.9227963648125524
2250961,home,2026-06-11,2026-06,STL,NYM,823619,STL,681035,R,6,14,1470033,Nolan McLean,681035,0,6.39,5.5,0,0.6811,0.3857,0.5612,PASS,,0.1185,-0.0517,6,OVER,0.39,1,6.0,substrate,0.3899999999999997,681035,7.2799,0.73361,5.5,1.2798999999999996,6.2497,0.59355,5.5,0.2496999999999998,10.25,8,6,4.5,8.105532786885245,65,11.08,4.40582,R,id,6.5739,Scott Barry,0.9227963648125524
2250962,away,2026-06-11,2026-06,MIN,DET,824265,DET,805673,R,4,18,1470032,Joe Ryan,805673,0,4.54,6.5,0,0.2202,0.8257,0.4356,UNDER,UNDER,-0.2045,0.2504,4,UNDER,0.54,1,4.0,substrate,0.54,805673,4.9131,0.22522,6.5,0.9131,4.2178,0.13458,6.5,0.21780000000000044,7.714285714285715,5,6,6.066666666666666,8.407185628742516,68,6.99,,R,id,6.9949,Ryan Additon,1.0270948226804717
2250962,home,2026-06-11,2026-06,MIN,DET,824265,MIN,672456,R,4,19,1470031,Jack Flaherty,672456,0,3.71,5.5,0,0.2129,0.8283,0.4371,UNDER,UNDER,-0.2276,0.2688,4,UNDER,-0.29,1,4.0,substrate,-0.29000000000000004,672456,3.1233,0.09686,5.5,-0.8767,2.6813,0.05524,5.5,-1.3187000000000002,6.0,12,5,5.5,8.128475551294343,69,6.62,4.59914,R,id,6.489,Ryan Additon,1.0270948226804717
2250963,away,2026-06-11,2026-06,TEX,KC,824101,KC,677958,R,3,14,1470036,Jack Leiter,677958,0,4.06,4.5,0,0.4415,0.6169,0.9957,UNDER,UNDER,-0.0686,0.127,3,UNDER,1.06,1,3.0,substrate,1.0599999999999996,677958,3.5296,0.28016,4.5,0.5295999999999998,3.0301,0.18982,4.5,0.030100000000000016,7.0874999999999995,11,6,4.848484848484849,7.893854748603353,68,8.06,4.33935,R,id,6.5282,Chris Segal,1.0324805829012194
2250963,home,2026-06-11,2026-06,TEX,KC,824101,TEX,608379,R,2,21,1470035,Luinder Avila,608379,0,3.94,3.5,0,0.6096,0.4461,0.0043,OVER,OVER,0.1521,-0.0964,2,UNDER,1.94,0,2.0,substrate,1.94,608379,5.1611,0.75687,3.5,3.1611000000000002,4.4308,0.64589,3.5,2.4307999999999996,7.444444444444445,13,6,6.230769230769231,8.261194029850746,67,7.07,4.42918,R,id,6.4973,Chris Segal,1.0324805829012194
2250964,away,2026-06-11,2026-06,CHC,COL,824346,COL,665795,R,5,16,1470037,Javier Assad,665795,0,1.83,3.5,0,0.1361,0.85,0.5147,UNDER,UNDER,-0.3682,0.3543,5,OVER,-3.17,0,5.0,substrate,-3.17,665795,3.8127,0.52911,3.5,-1.1873,3.2732,0.41373,3.5,-1.7268,8.271676300578035,11,6,5.242424242424242,8.982490272373541,68,8.09,3.62717,R,id,6.5052,Louie Krupa,
2250964,home,2026-06-11,2026-06,CHC,COL,824346,CHC,663372,R,3,13,1470038,Ryan Feltner,663372,0,2.17,3.5,0,0.2076,0.8247,0.4864,UNDER,UNDER,-0.2788,0.3111,3,UNDER,-0.83,1,3.0,substrate,-0.8300000000000001,663372,3.0652,0.36737,3.5,0.06519999999999992,2.6314,0.27086,3.5,-0.3685999999999998,6.46875,7,6,4.571428571428571,8.775672981056829,68,6.85,4.40444,R,id,6.787,Louie Krupa,
2250965,away,2026-06-11,2026-06,LAD,PIT,823371,PIT,680736,L,1,14,1470039,Roki Sasaki,680736,0,2.59,4.5,0,0.1491,0.85,0.5599,UNDER,UNDER,-0.3995,0.3986,1,UNDER,1.59,1,1.0,substrate,1.5899999999999999,680736,6.475,0.77352,4.5,5.475,5.5587,0.65156,4.5,4.5587,5.845360824742267,10,7,6.466666666666667,9.4658203125,68,6.75,5.14554,L,id,7.7179,Chris Conroy,0.9931554487252326
2250965,home,2026-06-11,2026-06,LAD,PIT,823371,LAD,656605,R,3,12,1470040,Braxton Ashcraft,656605,0,3.02,5.5,0,0.2263,0.8127,0.6337,UNDER,UNDER,-0.1906,0.2296,3,UNDER,0.02,1,3.0,substrate,0.020000000000000018,656605,4.7484,0.33999,5.5,1.7484000000000002,4.0765,0.22693,5.5,1.0765000000000002,6.780821917808219,13,6,5.615384615384615,8.1,68,6.9,3.95713,R,id,6.4103,Chris Conroy,0.9931554487252326
2250966,away,2026-06-11,2026-06,SEA,BAL,824827,BAL,693433,R,4,15,1470042,Bryce Miller,693433,0,3.48,4.5,0,0.3191,0.7301,0.4754,UNDER,UNDER,-0.2384,0.2876,4,UNDER,-0.52,1,4.0,substrate,-0.52,693433,9.1923,0.85,4.5,5.1922999999999995,7.8915,0.89398,4.5,3.8914999999999997,8.766233766233766,13,6,5.923076923076923,9.150294695481337,69,8.89,4.35621,R,id,7.3279,Emil Jimenez,1.0396252059101916
2250966,home,2026-06-11,2026-06,SEA,BAL,824827,SEA,680694,R,5,12,1470041,Shane Baz,680694,0,3.41,5.5,0,0.1652,0.85,0.6069,UNDER,UNDER,-0.4649,0.4801,5,UNDER,-1.59,1,5.0,substrate,-1.5899999999999999,680694,4.7196,0.33498,5.5,-0.2804000000000002,4.0517,0.22301,5.5,-0.9482999999999997,8.826923076923077,13,5,5.333333333333333,8.394312796208531,69,8.74,3.96801,R,id,6.8789,Emil Jimenez,1.0396252059101916
2250968,away,2026-06-12,2026-06,MIA,PIT,823370,PIT,645261,R,7,24,1470046,Sandy Alcantara,645261,0,2.73,4.5,0,0.1726,0.85,0.0128,OVER,OVER,0.1598,-0.1372,7,OVER,-4.27,0,7.0,substrate,-4.27,645261,5.1687,0.5886,4.5,-1.8312999999999997,4.4373,0.45595,4.5,-2.5627000000000004,6.447761194029852,14,5,6.3809523809523805,9.364161849710982,69,6.89,4.43319,R,id,7.2696,Not announced yet,
2250968,home,2026-06-12,2026-06,MIA,PIT,823370,MIA,677952,R,4,15,1470047,Bubba Chandler,677952,0,2.25,4.5,0,0.0977,0.85,0.516,UNDER,UNDER,-0.4183,0.366,4,UNDER,-1.75,1,4.0,substrate,-1.75,677952,9.1323,0.85,4.5,5.132300000000001,7.84,0.89083,4.5,3.84,9.715481171548117,13,6,6.128205128205129,8.344990548204159,69,10.06,3.32961,R,id,6.4055,Not announced yet,
2250969,away,2026-06-12,2026-06,SEA,WSH,822726,WSH,682243,R,7,24,1470048,Luis Castillo,682243,0,3.46,4.5,0,0.3158,0.7331,0.3554,UNDER,UNDER,-0.0396,0.0885,7,OVER,-3.54,0,7.0,substrate,-3.54,682243,7.9962,0.85,4.5,0.9962,6.8647,0.8143,4.5,-0.13529999999999998,10.227272727272728,4,6,5.5,8.17311411992263,69,9.31,4.95,R,id,6.2233,Not announced yet,
2250969,home,2026-06-12,2026-06,SEA,WSH,822726,SEA,641793,R,0,5,1470049,Cade Cavalli,641793,0,3.24,5.5,0,0.1404,0.85,0.6033,UNDER,UNDER,-0.4629,0.4533,0,UNDER,3.24,1,0.0,substrate,3.24,641793,2.3065,0.03033,5.5,2.3065,1.9801,0.01586,5.5,1.9801,6.044776119402986,9,6,4.962962962962963,8.426429240862232,70,5.88,5.72921,R,id,6.8789,Not announced yet,
2250970,away,2026-06-12,2026-06,SD,BAL,824826,BAL,656288,R,6,15,1470051,Randy Vasquez,656288,0,2.49,3.5,0,0.2814,0.7587,0.478,UNDER,UNDER,-0.1966,0.2367,6,OVER,-3.51,0,6.0,substrate,-3.51,656288,3.7442,0.51504,3.5,-2.2558,3.2144,0.40068,3.5,-2.7856,9.091836734693878,7,6,4.666666666666666,9.121974830590514,70,9.15,,,id,7.3279,Not announced yet,
2250970,home,2026-06-12,2026-06,SD,BAL,824826,SD,669358,R,1,15,1470050,Trey Gibson,669358,0,1.04,3.5,0,0.03,0.85,0.6328,UNDER,UNDER,-0.6028,0.4828,1,UNDER,0.04,1,1.0,substrate,0.040000000000000036,669358,5.621,0.81164,3.5,4.621,4.8256,0.70963,3.5,3.8255999999999997,7.7142857142857135,13,5,5.923076923076923,8.624271844660194,66,8.03,4.56583,R,id,6.922,Not announced yet,
2250971,away,2026-06-12,2026-06,DET,CLE,824425,CLE,656427,R,1,9,1470054,Tarik Skubal,656427,0,6.11,5.5,0,0.6401,0.4281,0.4894,OVER,OVER,0.1507,-0.0825,1,UNDER,5.11,0,1.0,substrate,5.11,656427,6.0649,0.56468,5.5,5.0649,5.2067,0.42025,5.5,4.2067,11.058510638297873,14,5,4.476190476190476,7.566218809980806,70,10.63,5.19003,R,id,6.6498,Not announced yet,
2250971,home,2026-06-12,2026-06,DET,CLE,824425,DET,676440,R,8,21,1470053,Joey Cantillo,676440,0,3.18,4.5,0,0.2588,0.7841,0.5673,UNDER,UNDER,-0.3085,0.3514,8,OVER,-4.82,0,8.0,substrate,-4.82,676440,3.5348,0.28114,4.5,-4.465199999999999,3.0346,0.19058,4.5,-4.9654,7.363636363636364,14,6,5.5,8.364705882352942,69,6.96,3.93637,R,id,6.9949,Not announced yet,
2250972,away,2026-06-12,2026-06,TEX,BOS,824752,BOS,683004,R,3,15,1470055,Jacob deGrom,683004,0,5.56,6.5,0,0.3899,0.676,0.4394,UNDER,UNDER,-0.0495,0.1154,3,UNDER,2.56,1,3.0,substrate,2.5599999999999996,683004,5.2934,0.28185,6.5,2.2934,4.5443,0.17467,6.5,1.5442999999999998,9.633802816901408,13,6,5.461538461538462,7.965920155793573,66,9.34,3.60338,R,id,6.742,Not announced yet,
2250972,home,2026-06-12,2026-06,TEX,BOS,824752,TEX,543243,R,7,18,1470052,Ranger Suarez,543243,0,4.92,5.5,0,0.4344,0.6295,0.4969,UNDER,UNDER,-0.0625,0.1264,7,OVER,-2.08,0,7.0,substrate,-2.08,543243,4.627,0.31891,5.5,-2.373,3.9722,0.21055,5.5,-3.0278,7.0295857988165675,11,7,5.121212121212121,8.151875571820678,68,7.9,4.58873,R,id,6.4973,Not announced yet,
2250973,away,2026-06-12,2026-06,ATL,NYM,823617,NYM,675911,R,3,9,1470057,Martin Perez,675911,0,3.57,3.5,0,0.5331,0.522,0.5607,UNDER,UNDER,-0.0276,0.0827,3,UNDER,0.57,0,3.0,substrate,0.5699999999999998,675911,5.1582,0.75648,3.5,2.1582,4.4283,0.64546,3.5,1.4283000000000001,10.75,7,6,5.142857142857143,7.879090909090909,68,10.62,3.90089,R,id,6.6838,Not announced yet,
2250973,home,2026-06-12,2026-06,ATL,NYM,823617,ATL,690997,R,6,12,1470060,Nolan McLean,690997,0,5.63,5.5,0,0.5626,0.506,0.3695,OVER,OVER,0.1931,-0.1245,6,OVER,-0.37,1,6.0,substrate,-0.3700000000000001,690997,5.9439,0.54526,5.5,-0.05609999999999982,5.1028,0.40207,5.5,-0.8971999999999998,10.202764976958525,13,6,5.564102564102564,7.88495575221239,68,10.72,2.54361,R,id,6.4472,Not announced yet,
2250974,away,2026-06-12,2026-06,NYY,TOR,822803,TOR,677960,L,2,13,1470061,Cam Schlittler,677960,0,4.48,5.5,0,0.3516,0.7058,0.4485,UNDER,UNDER,-0.0969,0.1543,2,UNDER,2.48,1,2.0,substrate,2.4800000000000004,677960,6.1064,0.57125,5.5,4.1064,5.2423,0.42647,5.5,3.2423,10.157142857142857,12,7,5.833333333333333,7.430037313432836,69,10.11,2.97326,L,id,6.4132,Not announced yet,
2250974,home,2026-06-12,2026-06,NYY,TOR,822803,NYY,702056,R,3,15,1470062,Kevin Gausman,702056,0,4.91,6.5,0,0.2795,0.7746,0.4379,UNDER,UNDER,-0.1584,0.2125,3,UNDER,1.91,1,3.0,substrate,1.9100000000000001,702056,7.4674,0.61737,6.5,4.4674,6.4107,0.45937,6.5,3.4107000000000003,9.28125,8,7,5.333333333333333,9.197211155378485,67,9.21,4.25292,R,id,7.2729,Not announced yet,
2250975,away,2026-06-12,2026-06,LAD,CWS,824588,CWS,808963,R,4,13,1470064,Yoshinobu Yamamoto,808963,0,4.43,6.5,0,0.2027,0.8405,0.4402,UNDER,UNDER,-0.2375,0.2807,4,UNDER,0.43,1,4.0,substrate,0.4299999999999997,808963,6.2132,0.42791,6.5,2.2131999999999996,5.334,0.2881,6.5,1.3339999999999996,9.310344827586208,11,7,5.2727272727272725,8.621621621621623,67,9.03,5.18058,R,id,7.1252,Not announced yet,
2250975,home,2026-06-12,2026-06,LAD,CWS,824588,LAD,641743,L,7,15,1470063,Sean Burke,641743,0,2.96,4.5,0,0.2148,0.8227,0.9741,UNDER,UNDER,-0.7593,0.7968,7,OVER,-4.04,0,7.0,substrate,-4.04,641743,2.9657,0.17901,4.5,-4.0343,2.546,0.11506,4.5,-4.454000000000001,7.45398773006135,11,7,4.9393939393939394,8.084452975047984,69,7.32,5.25002,L,id,6.1625,Not announced yet,
2250976,away,2026-06-12,2026-06,PHI,MIL,823778,MIL,621383,L,2,3,1470066,Aaron Nola,691725,1,4.31,5.5,0,0.3185,0.7357,0.592,UNDER,UNDER,-0.2735,0.3277,2,UNDER,2.31,1,2.0,live_actualKs,2.3099999999999996,621383,6.7373,,,4.7373,5.7839,,,3.7839,,0,,,8.014329580348004,66,9.93,4.01864,L,id,6.3732,Not announced yet,
2250976,home,2026-06-12,2026-06,PHI,MIL,823778,PHI,694819,R,15,27,1470065,Jacob Misiorowski,694819,0,6.67,8.5,0,0.292,0.7715,0.5,UNDER,UNDER,-0.208,0.2715,15,OVER,-8.33,0,15.0,substrate,-8.33,694819,12.2414,0.85,8.5,-2.7585999999999995,10.5091,0.72151,8.5,-4.4909,13.384615384615385,13,6,6.0,8.479768786127167,68,13.54,2.39,R,id,7.0636,Not announced yet,
2250977,away,2026-06-12,2026-06,HOU,KC,824102,KC,837227,R,1,2,1470067,Mike Burrows,837227,0,2.82,4.5,0,0.1891,0.845,0.4208,UNDER,UNDER,-0.2317,0.2658,1,UNDER,1.82,1,1.0,substrate,1.8199999999999998,837227,3.4263,0.26072,4.5,2.4263,2.9414,0.175,4.5,1.9413999999999998,9.436893203883495,8,6,4.291666666666667,7.866727941176471,69,11.02,,,id,6.5282,Not announced yet,
2250977,home,2026-06-12,2026-06,HOU,KC,824102,HOU,679883,R,0,2,1470068,Noah Cameron,679883,0,3.28,4.5,0,0.2797,0.7655,0.5087,UNDER,UNDER,-0.229,0.2742,0,UNDER,3.28,1,0.0,substrate,3.28,679883,3.5951,0.29263,4.5,3.5951,3.0864,0.19945,4.5,3.0864,8.307692307692308,3,6,4.333333333333333,8.132231404958679,70,8.14,4.28611,R,id,6.5998,Not announced yet,
2250978,away,2026-06-12,2026-06,STL,MIN,823695,MIN,681517,R,5,15,1470070,Matthew Liberatore,681517,0,2.71,4.5,0,0.1702,0.85,0.1329,PASS,,0.0373,-0.0171,5,OVER,-2.29,0,5.0,substrate,-2.29,681517,3.6285,0.29902,4.5,-1.3715000000000002,3.115,0.20442,4.5,-1.8849999999999998,7.169491525423728,12,7,4.916666666666667,8.084745762711865,70,7.46,4.14429,R,id,6.489,Not announced yet,
2250978,home,2026-06-12,2026-06,STL,MIN,823695,STL,657746,R,8,18,1470069,Connor Prielipp,657746,0,2.97,5.5,0,0.1037,0.85,0.1548,PASS,,-0.0511,0.0048,8,OVER,-5.03,0,8.0,substrate,-5.029999999999999,657746,9.1069,0.85,5.5,1.1068999999999996,7.8182,0.79154,5.5,-0.18179999999999996,9.903930131004367,14,6,5.452380952380952,8.154545454545454,66,10.31,3.93765,R,id,6.5739,Not announced yet,
2250979,away,2026-06-12,2026-06,TB,LAA,824020,LAA,663556,L,7,12,1470072,Griffin Jax,663556,0,3.17,5.0,1,0.1294,0.85,0.5144,UNDER,UNDER,-0.385,0.3644,7,OVER,-3.83,0,7.0,substrate,-3.83,663556,7.7832,0.78809,5.0,0.7831999999999999,6.6818,0.76298,5.0,-0.31820000000000004,8.85,12,6,5.0,9.554621848739496,69,8.25,3.81312,L,id,7.9746,Not announced yet,
2250979,home,2026-06-12,2026-06,TB,LAA,824020,TB,691951,L,4,15,1470071,Jose Soriano,691951,0,4.44,5.5,0,0.3439,0.7128,0.4484,UNDER,UNDER,-0.1045,0.1612,4,UNDER,0.44,1,4.0,substrate,0.4400000000000004,691951,2.3008,0.03002,5.5,-1.6991999999999998,1.9752,0.01569,5.5,-2.0248,0.0,1,38,4.0,7.40406976744186,65,5.88,7.01873,L,id,5.5462,Not announced yet,
2250980,away,2026-06-12,2026-06,COL,ATH,824997,ATH,807743,,2,9,1470103,Kyle Freeland,607536,1,3.11,4.5,0,0.2452,0.7961,0.5038,UNDER,UNDER,-0.2586,0.2999,2,UNDER,1.11,1,2.0,live_actualKs,1.1099999999999999,807743,5.004,,,3.0039999999999996,4.2959,,,2.2958999999999996,,0,,,8.733086190917517,68,6.45,,,id,6.7302,Not announced yet,
2250980,home,2026-06-12,2026-06,COL,ATH,824997,COL,695611,L,6,15,1470073,Joey Estes,695611,0,1.87,3.5,0,0.1451,0.85,0.4754,UNDER,UNDER,-0.3303,0.3254,6,OVER,-4.13,0,6.0,substrate,-4.13,695611,6.9982,0.85,3.5,0.9981999999999998,6.0079,0.8495,3.5,0.00790000000000024,6.381818181818182,3,5,6.111111111111111,8.974137931034482,69,9.63,,L,id,7.6429,Not announced yet,
2250981,away,2026-06-12,2026-06,CHC,SF,823211,SF,665871,R,5,18,1470074,Javier Assad,665871,0,1.5,3.5,0,0.0804,0.85,0.668,UNDER,UNDER,-0.5876,0.518,5,OVER,-3.5,0,5.0,substrate,-3.5,665871,2.5063,0.24377,3.5,-2.4937,2.1516,0.17122,3.5,-2.8484,5.170212765957447,3,54,5.222222222222222,7.558964525407479,69,5.63,4.69611,R,id,6.0745,Not announced yet,
2250981,home,2026-06-12,2026-06,CHC,SF,823211,CHC,694738,R,5,14,1470075,Trevor McDonald,694738,0,4.74,4.5,0,0.5751,0.4875,0.3818,OVER,OVER,0.1933,-0.1307,5,OVER,-0.26,1,5.0,substrate,-0.2599999999999998,694738,7.5809,0.85,4.5,2.5808999999999997,6.5081,0.77724,4.5,1.5080999999999998,9.94736842105263,13,6,5.3589743589743595,8.743110236220472,69,9.25,3.14691,R,id,6.787,Not announced yet,
2250982,away,2026-06-13,2026-06,STL,MIN,823694,MIN,669461,L,4,13,1470077,Michael McGreevy,669461,0,2.91,3.5,0,0.2065,0.8299,0.4854,PASS,,0.1496,-0.1132,4,OVER,-1.09,0,4.0,substrate,-1.0899999999999999,669461,5.0929,0.74778,3.5,1.0929000000000002,4.3722,0.63569,3.5,0.3722000000000003,8.27638190954774,13,7,5.102564102564102,8.097493036211699,71,8.64,5.23,L,id,6.8087,Adam Beck,1.0175615933206787
2250982,home,2026-06-13,2026-06,STL,MIN,823694,STL,687570,L,2,18,1470076,Taj Bradley,687570,0,2.87,5.5,0,0.199,0.8364,0.4231,UNDER,UNDER,-0.1649,0.2003,2,UNDER,0.87,1,2.0,substrate,0.8700000000000001,687570,6.0759,0.56644,5.5,4.0759,5.2161,0.4219,5.5,3.2161,10.099236641221374,9,6,4.851851851851851,8.223214285714285,67,9.59,4.28311,L,id,5.4893,Adam Beck,1.0175615933206787
2250983,away,2026-06-13,2026-06,NYY,TOR,822802,TOR,693645,R,7,21,1470078,Will Warren,693645,0,3.87,4.5,0,0.4025,0.6535,0.9623,PASS,,0.0378,0.0182,7,OVER,-3.13,0,7.0,substrate,-3.13,693645,7.9283,0.85,4.5,0.9283000000000001,6.8064,0.8086,4.5,-0.1936,9.76829268292683,14,6,5.857142857142857,7.3907834101382495,70,10.84,2.56811,R,id,5.6575,Ramon DeJesus,
2250983,home,2026-06-13,2026-06,NYY,TOR,822802,NYY,592332,R,7,21,1470079,Patrick Corbin,592332,0,2.12,3.5,0,0.1968,0.8341,0.5874,UNDER,UNDER,-0.3869,0.4178,7,OVER,-4.88,0,7.0,substrate,-4.88,592332,8.1891,0.85,3.5,1.1890999999999998,7.0303,0.9198,3.5,0.030300000000000438,8.887500000000001,14,6,5.714285714285714,9.141315014720313,68,9.1,3.50831,R,id,7.2729,Ramon DeJesus,
2250984,away,2026-06-13,2026-06,SD,BAL,824828,BAL,681190,R,5,15,1470082,Walker Buehler,681190,0,2.63,3.5,0,0.3142,0.7289,0.5738,UNDER,UNDER,-0.1907,0.2338,5,OVER,-2.37,0,5.0,substrate,-2.37,681190,3.1254,0.38085,3.5,-1.8746,2.6831,0.28219,3.5,-2.3169,6.8798076923076925,13,6,5.333333333333333,9.145992366412214,71,6.39,3.81923,R,id,7.3279,Brennan Miller,1.0295359175284944
2250984,home,2026-06-13,2026-06,SD,BAL,824828,SD,694346,,7,13,1470080,Trevor Rogers,694346,0,1.96,4.5,0,0.1629,0.85,0.4903,UNDER,UNDER,-0.3499,0.3628,7,OVER,-5.04,0,7.0,substrate,-5.04,694346,1.0034,0.03,4.5,-5.9966,0.8614,0.00194,4.5,-6.1386,1.8,3,5,5.0,8.526315789473683,67,8.18,,,id,6.922,Brennan Miller,1.0295359175284944
2250985,away,2026-06-13,2026-06,SEA,WSH,822725,WSH,622491,R,4,17,1470083,Emerson Hancock,622491,0,3.98,4.5,0,0.4239,0.6335,0.4413,UNDER,UNDER,-0.0009,0.0583,4,UNDER,-0.02,1,4.0,substrate,-0.020000000000000018,622491,4.9304,0.54721,4.5,0.9303999999999997,4.2327,0.41653,4.5,0.23270000000000035,9.055900621118013,11,6,4.878787878787879,8.166351606805293,70,7.99,4.38161,R,id,6.2233,Jansen Visconti,0.9625647759130385
2250985,home,2026-06-13,2026-06,SEA,WSH,822725,SEA,676917,R,5,15,1470084,Miles Mikolas,676917,0,3.06,2.5,0,0.6387,0.4091,0.4921,PASS,,0.0635,-0.0157,5,OVER,-1.94,1,5.0,substrate,-1.94,676917,7.0938,0.85,2.5,2.0938,6.09,0.94193,2.5,1.0899999999999999,9.818181818181817,14,6,4.976190476190476,8.387126865671643,71,10.33,4.24119,R,id,6.8789,Jansen Visconti,0.9625647759130385
2250986,away,2026-06-13,2026-06,MIA,PIT,823369,PIT,669199,R,4,6,1470104,Max Meyer,669199,0,4.58,5.5,0,0.3695,0.6895,0.5815,UNDER,UNDER,-0.1254,0.1844,4,UNDER,0.58,1,4.0,substrate,0.5800000000000001,669199,4.0393,0.22104,5.5,0.03929999999999989,3.4677,0.13815,5.5,-0.5323000000000002,9.529411764705882,2,7,2.8333333333333335,9.330508474576272,70,9.89,3.6463,R,id,7.2696,Rob Drake,1.0373015165399266
2250986,home,2026-06-13,2026-06,MIA,PIT,823369,MIA,696149,R,6,17,1470081,Paul Skenes,696149,0,5.7,6.5,0,0.4128,0.6549,0.4697,UNDER,UNDER,-0.1266,0.1943,6,UNDER,-0.3,1,6.0,substrate,-0.2999999999999998,696149,4.1256,0.12416,6.5,-1.8743999999999996,3.5418,0.06856,6.5,-2.4582,8.68421052631579,12,11,4.75,8.328984156570362,70,8.05,5.48414,R,id,6.4055,Rob Drake,1.0373015165399266
2250987,away,2026-06-13,2026-06,DET,CLE,824426,CLE,669373,L,4,14,1470091,Casey Mize,669373,0,6.3,3.5,0,0.6691,0.3982,0.5678,OVER,OVER,0.1733,-0.106,4,OVER,2.3,1,4.0,substrate,2.3,669373,9.116,0.85,3.5,5.116,7.826,0.95236,3.5,3.8259999999999996,9.346153846153845,7,45,6.190476190476191,7.527117031398667,71,11.0,2.5858,L,id,7.188,Doug Eddings,1.0338634511425926
2250987,home,2026-06-13,2026-06,DET,CLE,824426,DET,676282,L,4,15,1470089,Gavin Williams,676282,0,3.4,6.5,0,0.3043,0.7434,0.5595,UNDER,UNDER,-0.1037,0.1514,4,UNDER,-0.6,1,4.0,substrate,-0.6000000000000001,676282,3.4016,0.05797,6.5,-0.5983999999999998,2.9202,0.02965,6.5,-1.0798,8.46268656716418,14,6,4.785714285714286,8.403458213256485,70,9.52,4.362,L,id,7.1719,Doug Eddings,1.0338634511425926
2250988,away,2026-06-13,2026-06,TEX,BOS,824749,BOS,594798,R,5,18,1470093,Jacob deGrom,594798,0,5.35,6.5,0,0.3527,0.7097,0.5853,UNDER,UNDER,-0.2326,0.295,5,UNDER,0.35,1,5.0,substrate,0.34999999999999964,594798,5.9271,0.382,6.5,0.9271000000000003,5.0884,0.25085,6.5,0.08840000000000003,10.69811320754717,13,6,5.435897435897436,7.928982725527831,67,10.94,3.08059,R,id,6.742,Bill Miller,1.0386886600603569
