gameId,side,gameDate,month,awayTeam,homeTeam,mlbGamePk,oppTeam,starterId,starterHand,starterKs,starterOuts,liveRowId,livePitcherName,liveMlbamId,liveStarterMismatch,kProj,bookLine,lineIsInteger,pOver,pUnder,anNoVigOverPct,verdict,bestSide,edgeOver,edgeUnder,liveStoredActualKs,liveStoredResult,liveStoredModelError,liveStoredModelCorrect,liveTruthKs,liveTruthSource,liveSignedError,p1MlbamId,p1ProjValue,p1POver,p1Line,p1SignedError,p2ProjValue,p2POver,p2Line,p2SignedError,asofK9,asofPriorStarts,daysRest,asofIpPerStart,oppAsofK27,oppAsofPriorGames,snapK9,snapXfip,snapHand,snapJoinVia,oppSplitK9VsHand,umpire,umpKMod
2250209,home,2026-04-12,2026-04,SF,BAL,824859,SF,700249,L,5,20,330002,Cade Povich,700249,0,,5.5,0,,,0.5365,,,,,5,UNDER,,,5.0,substrate,,700249,5.8749,0.53402,5.5,0.8749000000000002,5.8749,0.53402,5.5,0.8749000000000002,,0,,,7.5600000000000005,15,5.59,5.25942,L,id,6.6638,Not announced yet,
2250210,away,2026-04-12,2026-04,MIN,TOR,822828,TOR,671737,R,7,15,330005,Taj Bradley,671737,0,,4.5,0,,,0.5702,,,,,7,OVER,,,7.0,substrate,,671737,9.4774,0.85,4.5,2.4773999999999994,9.4774,0.95916,4.5,2.4773999999999994,11.879999999999999,3,5,5.555555555555556,6.963157894736843,14,10.13,3.9422,R,id,5.6575,Not announced yet,
2250210,home,2026-04-12,2026-04,MIN,TOR,822828,MIN,453286,R,3,7,,,,,,,,,,,,,,,,,,,,,,453286,3.1646,,,0.16460000000000008,3.1646,,,0.16460000000000008,6.75,2,6,4.0,8.514522821576763,15,5.73,6.24293,R,id,6.489,Not announced yet,
2250211,away,2026-04-12,2026-04,LAA,CIN,824533,CIN,667755,R,10,21,,,,,,,,,,,,,,,,,,,,,,667755,9.7891,,,-0.21090000000000053,9.7891,,,-0.21090000000000053,9.450000000000001,3,6,6.666666666666667,8.52049180327869,15,9.31,3.10164,R,id,7.46,Not announced yet,
2250211,home,2026-04-12,2026-04,LAA,CIN,824533,LAA,671096,L,1,9,,,,,,,,,,,,,,,,,,,,,,671096,4.2821,,,3.2821,4.2821,,,3.2821,5.8235294117647065,3,5,5.666666666666667,9.236842105263158,15,7.3,4.73855,L,id,7.9746,Not announced yet,
2250212,away,2026-04-12,2026-04,ATH,NYM,823642,NYM,650644,R,3,17,,,,,,,,,,,,,,,,,,,,,,650644,3.235,,,0.23499999999999988,3.235,,,0.23499999999999988,8.1,2,5,5.0,7.352678571428571,15,6.99,4.59822,R,id,6.6838,Not announced yet,
2250212,home,2026-04-12,2026-04,ATH,NYM,823642,ATH,642547,R,6,18,,,,,,,,,,,,,,,,,,,,,,642547,8.2066,,,2.2066,8.2066,,,2.2066,11.399999999999999,3,5,5.0,10.901408450704226,14,9.03,3.80748,R,id,6.7302,Not announced yet,
2250213,away,2026-04-12,2026-04,MIA,DET,824293,DET,645261,R,4,18,,,,,,,,,,,,,,,,,,,,,,645261,7.3369,,,3.3369,7.3369,,,3.3369,6.657534246575343,3,5,8.11111111111111,9.0,15,6.89,4.43319,R,id,6.9949,Not announced yet,
2250213,home,2026-04-12,2026-04,MIA,DET,824293,MIA,669373,L,7,20,,,,,,,,,,,,,,,,,,,,,,669373,7.6204,,,0.6204000000000001,7.6204,,,0.6204000000000001,8.150943396226415,3,5,5.888888888888889,6.841628959276018,15,11.0,2.5858,L,id,7.3582,Not announced yet,
2250214,away,2026-04-12,2026-04,NYY,TB,822998,TB,693645,R,8,15,,,,,,,,,,,,,,,,,,,,,,693645,9.9979,,,1.9978999999999996,9.9979,,,1.9978999999999996,11.879999999999999,3,5,5.555555555555556,7.143497757847533,14,10.84,2.56811,R,id,5.9016,Not announced yet,
2250214,home,2026-04-12,2026-04,NYY,TB,822998,NYY,656876,R,7,18,,,,,,,,,,,,,,,,,,,,,,656876,5.2531,,,-1.7469000000000001,5.2531,,,-1.7469000000000001,9.0,2,11,5.0,10.058823529411764,14,8.88,2.99638,R,id,7.2729,Not announced yet,
2250215,away,2026-04-12,2026-04,CWS,KC,824126,KC,691799,R,2,6,,,,,,,,,,,,,,,,,,,,,,691799,6.0674,,,4.0674,6.0674,,,4.0674,9.0,3,6,1.0,7.615384615384615,15,12.62,2.62813,R,id,6.5282,Not announced yet,
2250215,home,2026-04-12,2026-04,CWS,KC,824126,CWS,702070,L,4,16,,,,,,,,,,,,,,,,,,,,,,702070,7.376,,,3.3760000000000003,7.376,,,3.3760000000000003,8.4375,2,5,5.333333333333333,9.565022421524665,15,8.36,4.33132,L,id,7.5368,Not announced yet,
2250216,away,2026-04-12,2026-04,WSH,MIL,823804,MIL,641793,R,3,15,,,,,,,,,,,,,,,,,,,,,,641793,2.5294,,,-0.47060000000000013,2.5294,,,-0.47060000000000013,10.799999999999999,1,6,5.0,9.091836734693878,14,5.88,5.72921,R,id,6.6056,Not announced yet,
2250216,home,2026-04-12,2026-04,WSH,MIL,823804,WSH,605540,R,6,18,,,,,,,,,,,,,,,,,,,,,,605540,4.567,,,-1.4329999999999998,4.567,,,-1.4329999999999998,8.4375,2,6,5.333333333333333,8.397129186602871,14,9.33,4.4874,R,id,6.2233,Not announced yet,
2250217,away,2026-04-12,2026-04,BOS,STL,823075,STL,678394,R,2,20,,,,,,,,,,,,,,,,,,,,,,678394,3.2316,,,1.2315999999999998,3.2316,,,1.2315999999999998,7.875,2,6,4.0,8.445497630331754,14,6.88,4.69435,R,id,6.5739,Not announced yet,
2250217,home,2026-04-12,2026-04,BOS,STL,823075,BOS,669467,R,2,15,,,,,,,,,,,,,,,,,,,,,,669467,2.5009,,,0.5009000000000001,2.5009,,,0.5009000000000001,4.5,2,6,5.0,9.0,14,6.41,4.54804,R,id,6.742,Not announced yet,
2250218,away,2026-04-12,2026-04,PIT,CHC,824696,CHC,696149,R,4,16,,,,,,,,,,,,,,,,,,,,,,696149,6.1192,,,2.1192,6.1192,,,2.1192,10.384615384615385,2,6,4.333333333333333,8.865671641791044,14,8.05,5.48414,R,id,6.787,Not announced yet,
2250218,home,2026-04-12,2026-04,PIT,CHC,824696,PIT,592791,R,10,18,,,,,,,,,,,,,,,,,,,,,,592791,2.6969,,,-7.303100000000001,2.6969,,,-7.303100000000001,5.90625,2,6,5.333333333333333,9.475961538461538,14,8.13,4.50198,R,id,7.2696,Not announced yet,
2250219,away,2026-04-12,2026-04,COL,SD,823317,SD,607536,L,0,0,,,,,,,,,,,,,,,,,,,,,,607536,5.1822,,,5.1822,5.1822,,,5.1822,7.468085106382978,3,5,5.222222222222222,7.048672566371682,15,7.95,4.21411,L,id,6.6522,Not announced yet,
2250219,home,2026-04-12,2026-04,COL,SD,823317,COL,601713,R,4,9,,,,,,,,,,,,,,,,,,,,,,601713,9.2605,,,5.2605,9.2605,,,5.2605,13.846153846153847,3,5,4.333333333333333,9.72457627118644,15,13.5,3.11818,R,id,6.5052,Not announced yet,
2250220,away,2026-04-12,2026-04,HOU,SEA,823154,SEA,675989,R,1,3,,,,,,,,,,,,,,,,,,,,,,675989,3.2038,,,2.2038,3.2038,,,2.2038,10.384615384615385,1,6,4.333333333333333,10.72429906542056,15,9.9,4.63975,R,id,6.8789,Not announced yet,
2250220,home,2026-04-12,2026-04,HOU,SEA,823154,HOU,669302,R,7,21,,,,,,,,,,,,,,,,,,,,,,669302,8.4295,,,1.4295000000000009,8.4295,,,1.4295000000000009,9.719999999999999,3,6,5.555555555555556,8.125,15,9.68,3.73945,R,id,6.5998,Not announced yet,
2250221,away,2026-04-12,2026-04,TEX,LAD,823966,LAD,594798,R,9,18,,,,,,,,,,,,,,,,,,,,,,594798,6.135,,,-2.865,6.135,,,-2.865,12.10344827586207,2,6,4.833333333333333,9.415384615384616,14,10.94,3.08059,R,id,6.4103,Not announced yet,
2250221,home,2026-04-12,2026-04,TEX,LAD,823966,TEX,808963,R,6,12,,,,,,,,,,,,,,,,,,,,,,808963,2.502,,,-3.498,2.502,,,-3.498,9.0,2,7,4.5,9.0,14,9.03,5.18058,R,id,6.4973,Not announced yet,
2250222,away,2026-04-12,2026-04,CLE,ATL,824938,ATL,676440,R,4,14,,,,,,,,,,,,,,,,,,,,,,676440,3.6709,,,-0.32909999999999995,3.6709,,,-0.32909999999999995,9.21951219512195,3,6,4.555555555555555,7.487394957983193,15,6.96,3.93637,R,id,6.4472,Not announced yet,
2250222,home,2026-04-12,2026-04,CLE,ATL,824938,CLE,519242,L,6,18,,,,,,,,,,,,,,,,,,,,,,519242,4.9038,,,-1.0961999999999996,4.9038,,,-1.0961999999999996,9.0,3,6,5.333333333333333,8.027027027027028,15,10.86,3.18866,L,id,7.188,Not announced yet,
2250223,away,2026-04-13,2026-04,HOU,SEA,823153,SEA,681347,R,3,18,360001,Mike Burrows,681347,0,4.04,4.5,0,0.3793,0.6207,0.5629,UNDER,UNDER,-0.1836,0.1836,3,UNDER,1.04,1,3.0,substrate,1.04,681347,4.4767,0.46347,4.5,1.4767000000000001,4.4767,0.46347,4.5,1.4767000000000001,8.4375,3,6,5.333333333333333,10.700460829493087,16,7.13,4.10377,R,id,6.8789,Todd Tichenor,0.9799791942183124
2250223,home,2026-04-13,2026-04,HOU,SEA,823153,HOU,669923,R,6,23,360002,George Kirby,669923,0,5.37,5.5,0,0.4481,0.5519,0.4813,PASS,,-0.0332,0.0332,6,OVER,-0.63,0,6.0,substrate,-0.6299999999999999,669923,5.1726,0.4143,5.5,-0.8273999999999999,5.1726,0.4143,5.5,-0.8273999999999999,7.2,3,6,6.666666666666667,8.202531645569621,16,8.07,3.2,R,id,6.5998,Todd Tichenor,0.9799791942183124
2250224,away,2026-04-13,2026-04,WSH,PIT,823400,PIT,676917,R,2,4,360008,Cade Cavalli,676917,0,3.09,3.5,0,0.3728,0.6272,0.4994,UNDER,UNDER,-0.1266,0.1266,2,UNDER,1.09,1,2.0,substrate,1.0899999999999999,676917,4.4322,0.64614,3.5,2.4322,4.4322,0.64614,3.5,2.4322,6.9069767441860455,3,6,4.777777777777778,9.915929203539823,15,10.33,4.24119,R,id,7.2696,Sean Barber,0.9786155027450937
2250224,home,2026-04-13,2026-04,WSH,PIT,823400,WSH,694973,R,6,18,360007,Paul Skenes,694973,0,6.89,6.5,0,0.5333,0.4667,0.5081,PASS,,0.0252,-0.0252,6,UNDER,0.89,0,6.0,substrate,0.8899999999999997,694973,4.1895,0.13134,6.5,-1.8105000000000002,4.1895,0.13134,6.5,-1.8105000000000002,9.0,3,6,4.0,8.444933920704845,15,10.77,3.03565,R,id,6.2233,Sean Barber,0.9786155027450937
2250225,away,2026-04-13,2026-04,CHC,PHI,823481,PHI,665871,R,3,13,360005,Javier Assad,665871,0,2.34,3.5,0,0.2078,0.7922,0.3404,UNDER,UNDER,-0.1326,0.1326,3,UNDER,-0.66,1,3.0,substrate,-0.6600000000000001,665871,3.6339,0.49196,3.5,0.6339000000000001,3.6339,0.49197,3.5,0.6339000000000001,4.764705882352941,1,6,5.666666666666667,8.533018867924527,15,5.63,4.69611,R,id,7.0636,Nate Tomlinson,0.9973963155640285
2250225,home,2026-04-13,2026-04,CHC,PHI,823481,CHC,650911,L,8,18,360006,Cristopher Sanchez,650911,0,7.17,6.5,0,0.5752,0.4248,0.5483,PASS,,0.0269,-0.0269,8,OVER,-0.83,1,8.0,substrate,-0.8300000000000001,650911,10.4034,0.85,6.5,2.4033999999999995,10.4034,0.89331,6.5,2.4033999999999995,12.673469387755102,3,6,5.444444444444444,8.709677419354838,15,10.24,2.57667,L,id,6.6449,Nate Tomlinson,0.9973963155640285
2250226,away,2026-04-13,2026-04,LAA,NYY,823563,NYY,579328,L,3,10,360009,Yusei Kikuchi,579328,0,4.69,5.5,0,0.3296,0.6704,0.5354,UNDER,UNDER,-0.2058,0.2058,3,UNDER,1.69,1,3.0,substrate,1.6900000000000004,579328,7.4979,0.75833,5.5,4.4979,7.4979,0.75833,5.5,4.4979,9.81818181818182,3,6,4.888888888888888,10.094594594594595,15,9.58,4.19267,L,id,7.5609,Ryan Additon,1.0270948226804717
2250226,home,2026-04-13,2026-04,LAA,NYY,823563,LAA,701542,R,6,11,360010,Will Warren,701542,0,5.78,5.5,0,0.5177,0.4823,0.4641,OVER,OVER,0.0536,-0.0536,6,OVER,-0.22,1,6.0,substrate,-0.21999999999999975,701542,4.7555,0.34122,5.5,-1.2445000000000004,4.7555,0.34123,5.5,-1.2445000000000004,8.590909090909092,3,5,4.888888888888888,9.0,16,8.82,2.74452,R,id,7.5029,Ryan Additon,1.0270948226804717
2250227,away,2026-04-13,2026-04,MIA,ATL,824937,ATL,691587,R,2,12,360012,Max Meyer,676974,1,4.33,4.5,0,0.4349,0.5651,0.5184,UNDER,UNDER,-0.0835,0.0835,2,UNDER,2.33,1,2.0,live_actualKs,2.33,691587,4.081,,,2.0810000000000004,4.081,,,2.0810000000000004,10.125,3,5,5.333333333333333,7.5,16,10.06,4.51476,R,id,6.4472,Dan Iassogna,0.9981554044064639
2250227,home,2026-04-13,2026-04,MIA,ATL,824937,MIA,656550,R,3,12,360011,Reynaldo Lopez,625643,1,3.28,4.5,0,0.2342,0.7658,0.4782,UNDER,UNDER,-0.244,0.244,3,UNDER,0.28,1,3.0,live_actualKs,0.2799999999999998,656550,3.9815,,,0.9815,3.9815,,,0.9815,7.132075471698113,3,5,5.888888888888889,7.058091286307055,16,7.67,4.61552,R,id,6.4055,Dan Iassogna,0.9981554044064639
2250228,away,2026-04-13,2026-04,BOS,MIN,823725,MIN,676979,L,0,5,360013,Sonny Gray,543243,1,6.05,5.5,0,0.5629,0.4371,0.5496,PASS,,0.0133,-0.0133,0,UNDER,6.05,0,0.0,live_actualKs,6.05,676979,10.4138,,,10.4138,10.4138,,,10.4138,11.423076923076925,3,6,5.777777777777778,8.600806451612904,16,11.1,3.67746,L,id,6.8087,Willie Traynor,0.9526229039936387
2250228,home,2026-04-13,2026-04,BOS,MIN,823725,BOS,641927,R,7,18,360014,Mick Abel,690953,1,3.55,4.5,0,0.2849,0.7151,0.5717,UNDER,UNDER,-0.2868,0.2868,7,OVER,-3.45,0,7.0,live_actualKs,-3.45,641927,2.4801,,,-4.5199,2.4801,,,-4.5199,4.609756097560975,3,5,4.555555555555555,8.644736842105264,15,6.67,4.74245,R,id,6.742,Willie Traynor,0.9526229039936387
2250229,away,2026-04-13,2026-04,CLE,STL,823073,STL,668909,R,4,15,360015,Gavin Williams,668909,0,5.17,6.5,0,0.2631,0.7369,0.4376,UNDER,UNDER,-0.1745,0.1745,4,UNDER,1.17,1,4.0,substrate,1.17,668909,8.4705,0.74066,6.5,4.4704999999999995,8.4705,0.74066,6.5,4.4704999999999995,12.735849056603772,3,6,5.888888888888889,7.9480519480519485,15,11.11,3.24381,R,id,6.5739,Jim Wolf,1.0179029451888357
2250229,home,2026-04-13,2026-04,CLE,STL,823073,CLE,669461,L,2,15,360016,Matthew Liberatore,669461,0,2.93,3.5,0,0.3362,0.6638,0.5375,UNDER,UNDER,-0.2013,0.2013,2,UNDER,0.93,1,2.0,substrate,0.9300000000000002,669461,2.3713,0.2153,3.5,0.3713000000000002,2.3713,0.2153,3.5,0.3713000000000002,5.625,3,6,5.333333333333333,8.1,16,8.64,5.23,L,id,7.188,Jim Wolf,1.0179029451888357
2250230,away,2026-04-13,2026-04,TEX,ATH,825024,ATH,543135,R,7,21,360018,MacKenzie Gore,669022,1,6.81,7.0,1,0.373,0.627,0.501,UNDER,UNDER,-0.128,0.128,7,PUSH,-0.19,,7.0,live_actualKs,-0.1900000000000004,543135,5.3596,,,-1.6403999999999996,5.3596,,,-1.6403999999999996,11.659090909090908,3,6,4.888888888888888,10.753246753246753,15,9.52,3.31618,R,id,6.7302,Mike Muchlinski,0.9940908504154151
2250230,home,2026-04-13,2026-04,TEX,ATH,825024,TEX,622663,R,7,18,360017,Jeffrey Springs,605488,1,3.41,4.5,0,0.2576,0.7424,0.5685,UNDER,UNDER,-0.3109,0.3109,7,OVER,-3.59,0,7.0,live_actualKs,-3.59,622663,6.5176,,,-0.48240000000000016,6.5176,,,-0.48240000000000016,11.475,3,5,4.444444444444445,9.216867469879519,15,9.34,4.42316,R,id,6.4973,Mike Muchlinski,0.9940908504154151
2250231,away,2026-04-13,2026-04,NYM,LAD,823964,LAD,656849,L,7,15,360020,Nolan McLean,690997,1,6.28,5.5,0,0.5975,0.4025,0.5203,OVER,OVER,0.0772,-0.0772,7,OVER,-0.72,1,7.0,live_actualKs,-0.7199999999999998,656849,6.468,,,-0.532,6.468,,,-0.532,8.590909090909092,3,5,4.888888888888888,9.76056338028169,15,7.48,,,id,6.1625,Nic Lentz,0.9530149984778232
2250231,home,2026-04-13,2026-04,NYM,LAD,823964,NYM,680736,L,2,24,360019,Yoshinobu Yamamoto,808967,1,6.86,6.5,0,0.5294,0.4706,0.4829,OVER,OVER,0.0465,-0.0465,2,UNDER,4.86,0,2.0,live_actualKs,4.86,680736,7.5703,,,5.5703,7.5703,,,5.5703,3.6,1,7,5.0,7.170124481327801,16,6.75,5.14554,L,id,6.8639,Nic Lentz,0.9530149984778232
2250232,away,2026-04-14,2026-04,KC,DET,824292,DET,666142,L,1,18,390005,Seth Lugo,607625,1,3.65,4.5,0,0.3025,0.6975,0.4653,UNDER,UNDER,-0.1628,0.1628,1,UNDER,2.65,1,1.0,live_actualKs,2.65,666142,3.6288,,,2.6288,3.6288,,,2.6288,12.65625,3,6,3.5555555555555554,8.785714285714286,16,11.46,4.3034,L,id,7.1719,Cory Blaser,1.0542269024884243
2250232,home,2026-04-14,2026-04,KC,DET,824292,KC,664285,L,1,21,390004,Jack Flaherty,656427,1,3.5,4.5,0,0.2751,0.7249,0.5915,UNDER,UNDER,-0.3164,0.3164,1,UNDER,2.5,1,1.0,live_actualKs,2.5,664285,5.1808,,,4.1808,5.1808,,,4.1808,6.352941176470589,3,6,5.666666666666667,7.6499999999999995,16,7.31,4.20578,L,id,6.3025,Cory Blaser,1.0542269024884243
2250233,away,2026-04-14,2026-04,WSH,PIT,823398,PIT,676571,L,1,3,390009,Miles Mikolas,571945,1,2.51,3.5,0,0.2451,0.7549,0.5795,UNDER,UNDER,-0.3344,0.3344,1,UNDER,1.51,1,1.0,live_actualKs,1.5099999999999998,676571,4.012,,,3.0119999999999996,4.012,,,3.0119999999999996,9.0,1,14,1.0,9.978260869565217,16,6.14,5.30765,L,id,7.7179,John Libka,1.0040035621825054
2250233,home,2026-04-14,2026-04,WSH,PIT,823398,WSH,656605,R,3,12,390007,Mitch Keller,656605,0,3.47,4.5,0,0.2682,0.7318,0.5728,UNDER,UNDER,-0.3046,0.3046,3,UNDER,0.47,1,3.0,substrate,0.4700000000000002,656605,4.9027,0.54227,4.5,1.9027000000000003,4.9027,0.54227,4.5,1.9027000000000003,5.5,3,6,6.0,8.485714285714286,16,6.9,3.95713,R,id,6.2233,John Libka,1.0040035621825054
2250234,away,2026-04-14,2026-04,SF,CIN,824531,CIN,592662,L,6,15,390008,Tyler Mahle,641816,1,3.58,4.5,0,0.2898,0.7102,0.5835,UNDER,UNDER,-0.2937,0.2937,6,OVER,-2.42,0,6.0,live_actualKs,-2.42,592662,6.8213,,,0.8212999999999999,6.8213,,,0.8212999999999999,9.346153846153847,3,7,5.777777777777778,8.864150943396226,16,7.91,4.1814,L,id,7.5641,Paul Clemons,1.001115157174578
2250234,home,2026-04-14,2026-04,SF,CIN,824531,SF,663903,R,1,18,390003,Rhett Lowder,695076,1,2.9,3.5,0,0.3293,0.6707,0.5246,UNDER,UNDER,-0.1953,0.1953,1,UNDER,1.9,1,1.0,live_actualKs,1.9,663903,4.2633,,,3.2633,4.2633,,,3.2633,10.028571428571428,3,6,3.888888888888889,7.493877551020408,16,7.66,4.5684,R,id,6.0745,Paul Clemons,1.001115157174578
2250235,away,2026-04-14,2026-04,CHC,PHI,823478,PHI,702303,,1,3,420001,Shota Imanaga,684007,1,4.37,5.5,0,0.2747,0.7253,0.5,UNDER,UNDER,-0.2253,0.2253,1,UNDER,3.37,1,1.0,live_actualKs,3.37,702303,4.8335,,,3.8335,4.8335,,,3.8335,,0,,,8.4,16,8.53,3.42395,L,liveId,7.3681,Mark Wegner,1.0278603904216563
2250235,home,2026-04-14,2026-04,CHC,PHI,823478,CHC,605400,R,5,15,390006,Jesus Luzardo,666200,1,6.46,6.5,0,0.4676,0.5324,0.4085,OVER,OVER,0.0591,-0.0591,5,UNDER,1.46,1,5.0,live_actualKs,1.46,605400,6.82,,,1.8200000000000003,6.82,,,1.8200000000000003,9.865384615384617,3,6,5.777777777777778,8.961702127659574,16,9.3,3.59327,R,id,6.787,Mark Wegner,1.0278603904216563
2250236,away,2026-04-14,2026-04,LAA,NYY,823562,NYY,672282,L,9,21,390010,Reid Detmers,672282,0,5.7,6.5,0,0.3459,0.6541,0.5321,UNDER,UNDER,-0.1862,0.1862,9,OVER,-3.3,0,9.0,substrate,-3.3,672282,8.2911,0.72088,6.5,-0.7088999999999999,8.2911,0.72087,6.5,-0.7088999999999999,9.765957446808512,3,6,5.222222222222222,10.008620689655173,16,10.2,3.87189,L,id,7.5609,Ryan Wills,1.020064773881532
2250236,home,2026-04-14,2026-04,LAA,NYY,823562,LAA,677960,L,10,15,390011,Ryan Weathers,677960,0,5.48,5.5,0,0.4671,0.5329,0.3886,OVER,OVER,0.0785,-0.0785,10,OVER,-4.52,0,10.0,substrate,-4.52,677960,8.8243,0.85,5.5,-1.1757000000000009,8.8243,0.87322,5.5,-1.1757000000000009,10.125,3,5,5.333333333333333,9.254032258064516,17,10.11,2.97326,L,id,7.9746,Ryan Wills,1.020064773881532
2250237,away,2026-04-14,2026-04,MIA,ATL,824935,ATL,676974,R,5,15,390013,Max Meyer,676974,0,4.33,4.5,0,0.4349,0.5651,0.4957,UNDER,UNDER,-0.0608,0.0608,5,OVER,-0.67,0,5.0,substrate,-0.6699999999999999,676974,4.3697,0.44299,4.5,-0.6303000000000001,4.3697,0.443,4.5,-0.6303000000000001,9.204545454545455,3,5,4.888888888888888,7.363636363636363,17,9.81,3.62471,R,id,6.4472,James Jean,0.8952743679672659
2250237,home,2026-04-14,2026-04,MIA,ATL,824935,MIA,625643,R,6,15,390012,Reynaldo Lopez,625643,0,1.02,4.5,0,0.03,0.85,0.3695,UNDER,UNDER,-0.3395,0.2195,6,OVER,-4.98,0,6.0,substrate,-4.98,625643,3.2837,0.23444,4.5,-2.7163,3.2837,0.23444,4.5,-2.7163,7.468085106382978,3,7,5.222222222222222,7.043478260869565,17,8.18,4.76818,R,id,6.4055,James Jean,0.8952743679672659
2250238,away,2026-04-14,2026-04,BOS,MIN,823723,MIN,543243,R,1,12,390014,Connelly Early,813349,1,6.57,5.5,0,0.6409,0.3591,0.4279,OVER,OVER,0.213,-0.213,1,UNDER,5.57,0,1.0,live_actualKs,5.57,543243,4.1141,,,3.1140999999999996,4.1141,,,3.1140999999999996,5.510204081632653,3,6,5.444444444444444,8.430830039525691,17,7.9,4.58873,R,id,6.489,Lance Barrett,0.96906221578419
2250238,home,2026-04-14,2026-04,BOS,MIN,823723,BOS,690953,R,10,21,390017,Simeon Woods Richardson,680573,1,3.28,4.5,0,0.2333,0.7667,0.4466,UNDER,UNDER,-0.2133,0.2133,10,OVER,-6.72,0,10.0,live_actualKs,-6.720000000000001,690953,5.9711,,,-4.0289,5.9711,,,-4.0289,8.1,2,5,5.0,8.78048780487805,16,10.18,4.25176,R,id,6.742,Lance Barrett,0.96906221578419
2250239,away,2026-04-14,2026-04,TB,CWS,824616,CWS,663556,L,4,15,390018,Shane McClanahan,663556,0,3.76,4.5,0,0.325,0.675,0.4717,UNDER,UNDER,-0.1467,0.1467,4,UNDER,-0.24,1,4.0,substrate,-0.2400000000000002,663556,4.2878,0.42721,4.5,0.28779999999999983,4.2878,0.4272,4.5,0.28779999999999983,9.346153846153847,2,8,4.333333333333333,9.376569037656905,16,8.25,3.81312,L,id,7.5368,Alex Tosi,0.982264589955988
2250239,home,2026-04-14,2026-04,TB,CWS,824616,TB,702273,L,4,13,390015,Noah Schultz,702273,0,3.69,4.5,0,0.3111,0.6889,0.6209,UNDER,UNDER,-0.3098,0.3098,4,UNDER,-0.31,1,4.0,substrate,-0.31000000000000005,702273,4.4453,0.45749,4.5,0.4452999999999996,4.4453,0.45748,4.5,0.4452999999999996,,0,,,7.600840336134453,15,7.78,4.85665,L,id,5.5462,Alex Tosi,0.982264589955988
2250240,away,2026-04-14,2026-04,TOR,MIL,823802,MIL,592332,R,5,15,390019,Kevin Gausman,592332,0,5.46,6.5,0,0.3084,0.6916,0.5953,UNDER,UNDER,-0.2869,0.2869,5,UNDER,0.46,1,5.0,substrate,0.45999999999999996,592332,12.422,0.85,6.5,7.422000000000001,12.422,0.96386,6.5,7.422000000000001,13.5,3,7,5.777777777777778,8.829383886255924,15,9.1,3.50831,R,id,6.6056,David Rackley,1.0072344318276816
2250240,home,2026-04-14,2026-04,TOR,MIL,823802,TOR,694819,R,5,16,390016,Jacob Misiorowski,694819,0,5.1,6.5,0,0.253,0.747,0.3587,UNDER,UNDER,-0.1057,0.1057,5,UNDER,0.1,1,5.0,substrate,0.09999999999999964,694819,12.0425,0.85,6.5,7.0425,12.0425,0.95525,6.5,7.0425,15.42857142857143,3,7,5.444444444444444,7.375609756097561,15,13.54,2.39,R,id,5.6575,David Rackley,1.0072344318276816
2250241,away,2026-04-14,2026-04,CLE,STL,823072,STL,676282,L,4,18,390020,Slade Cecconi,677944,1,3.57,4.5,0,0.2883,0.7117,0.4335,UNDER,UNDER,-0.1452,0.1452,4,UNDER,-0.43,1,4.0,live_actualKs,-0.43000000000000016,676282,7.8385,,,3.8385,7.8385,,,3.8385,12.272727272727273,3,6,4.888888888888888,7.902439024390244,16,9.52,4.362,L,id,5.4893,Roberto Ortiz,0.9953564868837321
2250241,home,2026-04-14,2026-04,CLE,STL,823072,CLE,700241,R,2,15,390021,Dustin May,669160,1,2.58,3.5,0,0.2594,0.7406,0.5915,UNDER,UNDER,-0.3321,0.3321,2,UNDER,0.58,1,2.0,live_actualKs,0.5800000000000001,700241,4.2181,,,2.2180999999999997,4.2181,,,2.2180999999999997,5.3999999999999995,3,6,5.555555555555556,7.835294117647059,17,5.83,3.71359,R,id,6.6498,Roberto Ortiz,0.9953564868837321
2250242,away,2026-04-14,2026-04,COL,HOU,824210,HOU,547179,R,3,8,390022,Michael Lorenzen,547179,0,2.62,3.5,0,0.2688,0.7312,0.487,UNDER,UNDER,-0.2182,0.2182,3,UNDER,-0.38,1,3.0,substrate,-0.3799999999999999,547179,2.3992,0.2211,3.5,-0.6008,2.3992,0.22111,3.5,-0.6008,6.923076923076923,3,6,4.333333333333333,8.1,17,6.97,4.51561,R,id,6.5998,Rob Drake,1.0373015165399266
2250242,home,2026-04-14,2026-04,COL,HOU,824210,COL,676467,L,5,11,390023,Colton Gordon,676467,0,3.68,4.5,0,0.3094,0.6906,0.4846,UNDER,UNDER,-0.1752,0.1752,5,OVER,-1.32,0,5.0,substrate,-1.3199999999999998,676467,4.534,0.47433,4.5,-0.4660000000000002,4.534,0.47434,4.5,-0.4660000000000002,,0,,,9.808163265306122,16,7.53,4.03586,L,id,7.6429,Rob Drake,1.0373015165399266
2250243,away,2026-04-14,2026-04,SEA,SD,823315,SD,693433,R,3,21,390026,Bryan Woo,693433,0,4.81,5.5,0,0.3508,0.6492,0.4605,UNDER,UNDER,-0.1097,0.1097,3,UNDER,1.81,1,3.0,substrate,1.8099999999999996,693433,7.6297,0.77244,5.5,4.6297,7.6297,0.77244,5.5,4.6297,8.5,3,6,6.0,7.048672566371682,15,8.89,4.35621,R,id,6.922,Chad Whitson,0.9873316224442766
