id,gameId,gameDate,side,pitcherName,mlbamId,kProj,bookLine,pOver,pUnder,anNoVigOverPct,edgeOver,edgeUnder,verdict,modelRunAt,actualKs,backtestResult,modelError,kLine
1500060,2251133,2026-06-24,away,Martin Perez,527048,3.34,4.5,0.2904,0.7560,0.4421,-0.1517,0.1981,UNDER,1782370516812,4,UNDER,-0.66,
1500061,2251133,2026-06-24,home,JP Sears,676664,3.1,3.5,0.4271,0.6240,0.9402,-0.5131,0.5642,UNDER,1782370516802,5,OVER,-1.9,
1500062,2251134,2026-06-24,away,Jeffrey Springs,695611,3.36,4.5,0.2945,0.7522,0.3055,-0.0110,0.0577,UNDER,1782370516832,9,OVER,-5.64,
1500063,2251134,2026-06-24,home,Landen Roupp,641816,4.54,5.5,0.3618,0.6966,0.3182,0.0436,0.0148,PASS,1782370516822,4,UNDER,0.54,
1500058,2253480,2026-06-24,away,Zac Gallen,683352,1.96,3.5,0.1615,0.8500,0.4625,-0.3010,0.3125,UNDER,1782370516792,3,UNDER,-1.04,
1500059,2253480,2026-06-24,home,Michael McGreevy,669461,2.39,2.5,0.4741,0.5715,0.6006,-0.1265,0.1721,UNDER,1782370516783,3,OVER,-0.61,
1530001,2251135,2026-06-25,away,Seth Lugo,607625,2.73,4.5,0.1742,0.8500,0.4347,-0.2605,0.2847,UNDER,1782430017947,3,UNDER,-0.27,
1530003,2251136,2026-06-25,away,Bryce Miller,682243,3.75,5.5,0.2191,0.8230,0.4983,-0.2792,0.3213,UNDER,1782430017977,11,OVER,-7.25,
1530002,2251136,2026-06-25,home,Paul Skenes,696149,2.41,7.5,0.1208,0.8500,0.6615,-0.3804,0.3512,UNDER,1782430018006,4,UNDER,-1.59,
1530004,2251137,2026-06-25,away,Jeffrey Springs,605488,3.39,4.5,0.3010,0.7465,0.4150,-0.1140,0.1615,UNDER,1782430018372,6,OVER,-2.61,
1530005,2251137,2026-06-25,home,Landen Roupp,694738,4.54,6.5,0.2197,0.8262,0.4527,-0.2330,0.2789,UNDER,1782430018118,6,UNDER,-1.46,
1530017,2251138,2026-06-25,away,Spencer Arrighetti,837227,3.45,5.5,0.1708,0.8500,0.4850,-0.4616,0.4824,UNDER,1782430018491,10,OVER,-6.55,
1530006,2251138,2026-06-25,home,Keider Montero,675512,2.28,3.5,0.1018,0.8500,0.4348,-0.5007,0.4525,UNDER,1782430018617,6,OVER,-3.72,
1530007,2251139,2026-06-25,away,Cristopher Sanchez,650911,6.33,6.5,0.5197,0.5536,0.5284,-0.0087,0.0820,UNDER,1782430035888,6,UNDER,0.33,
1530008,2251139,2026-06-25,home,Cade Cavalli,676917,3.2,4.5,0.2626,0.7808,0.4759,-0.2133,0.2567,UNDER,1782430027072,7,OVER,-3.8,
1530009,2251140,2026-06-25,away,MacKenzie Gore,669022,3.98,4.5,0.4237,0.6336,0.4030,0.0207,0.0366,PASS,1782430041679,5,OVER,-1.02,
1530010,2251140,2026-06-25,home,Kevin Gausman,592332,4.61,5.5,0.3764,0.6832,0.3992,-0.0228,0.0824,UNDER,1782430041536,4,UNDER,0.61,
1530012,2251141,2026-06-25,away,Matthew Boyd,571510,6.3,4.5,0.8043,0.2473,0.0380,0.7663,-0.7147,OVER,1782430041835,4,UNDER,2.3,
1530013,2251141,2026-06-25,home,Freddy Peralta,642547,3.48,5.5,0.1747,0.8500,0.4525,-0.2778,0.3025,UNDER,1782430041793,5,UNDER,-1.52,
1530014,2251142,2026-06-25,away,Cam Schlittler,693645,5.66,6.5,0.4064,0.6608,0.0374,0.3690,-0.3018,PASS,1782430041722,9,OVER,-3.34,
1530011,2251142,2026-06-25,home,Connelly Early,813349,3.11,5.5,0.1222,0.8500,0.5032,-0.3810,0.3532,UNDER,1782430041757,9,OVER,-5.89,
1530020,2251143,2026-06-26,away,Spencer Arrighetti,681293,3.08,5.5,0.1179,0.8500,0.4813,-0.3670,0.3349,UNDER,1782474236833,7,OVER,-3.92,
1530019,2251143,2026-06-26,home,Keider Montero,672456,1.99,3.5,0.1681,0.8500,0.6189,-0.4525,0.4706,UNDER,1782474236889,3,UNDER,-1.01,
1530018,2251144,2026-06-26,away,Andrew Abbott,671096,3.05,4.5,0.2332,0.8066,0.4341,-0.2298,0.2696,UNDER,1782474237005,6,OVER,-2.95,
1530021,2251144,2026-06-26,home,Paul Skenes,694973,7.54,8.5,0.4218,0.6559,0.6699,-0.1710,0.2487,UNDER,1782474236947,7,UNDER,0.54,
1530023,2251145,2026-06-26,away,Andrew Alvarez,674841,5.76,4.5,0.7388,0.3189,0.5653,0.3389,-0.2812,OVER,1782474237061,5,OVER,0.76,
1530022,2251145,2026-06-26,home,Trevor Rogers,669432,2.52,4.5,0.1374,0.8500,1.0000,-0.3316,0.3190,UNDER,1782474237117,7,OVER,-4.48,
1530024,2251146,2026-06-26,away,Nathan Eovaldi,543135,4.04,5.5,0.2700,0.7787,0.5771,-0.3071,0.3558,UNDER,1782474237235,9,OVER,-4.96,
1530025,2251146,2026-06-26,home,Patrick Corbin,571578,2.46,4.5,0.1288,0.8500,0.5049,-0.3761,0.3549,UNDER,1782474237175,5,OVER,-2.54,
1530031,2251147,2026-06-26,away,Luis Castillo,622491,3.47,4.5,0.3178,0.7313,0.4884,-0.1706,0.2197,UNDER,1782474237406,4,UNDER,-0.53,
1530028,2251147,2026-06-26,home,Joey Cantillo,676282,3.16,5.5,0.1283,0.8500,0.5270,-0.3987,0.3770,UNDER,1782474237462,9,OVER,-5.84,
1530030,2251148,2026-06-26,away,Zack Wheeler,554430,5.37,6.5,0.3566,0.7062,0.5074,-0.1508,0.2136,UNDER,1782474237522,5,UNDER,0.37,
1530029,2251149,2026-06-26,away,Will Warren,701542,4.54,4.5,0.5374,0.5247,0.4266,0.1108,-0.0487,PASS,1782474237292,0,UNDER,4.54,
1530027,2251149,2026-06-26,home,Payton Tolle,801139,2.93,5.5,0.0990,0.8500,0.4851,-0.3861,0.3351,UNDER,1782474237349,7,OVER,-4.07,
1530033,2251150,2026-06-26,home,David Sandlin,689818,4.16,4.5,0.4622,0.5973,0.5492,-0.0870,0.1465,UNDER,1782474237692,6,OVER,-1.84,
1530034,2251151,2026-06-26,away,Colin Rea,607067,2.74,4.5,0.1757,0.8500,0.4217,-0.2460,0.2717,UNDER,1782474237815,4,UNDER,-1.26,
1530035,2251151,2026-06-26,home,Jacob Misiorowski,694819,6.29,8.5,0.2392,0.8163,0.4925,-0.2533,0.3088,UNDER,1782474237758,8,UNDER,-1.71,
1530036,2251152,2026-06-26,away,Tomoyuki Sugano,608372,1.86,3.5,0.1428,0.8500,0.5348,-0.3920,0.3848,UNDER,1782474237928,2,UNDER,-0.14,
1530037,2251152,2026-06-26,home,Taj Bradley,671737,4.01,6.5,0.1447,0.8500,0.5284,-0.3837,0.3784,UNDER,1782474237871,7,OVER,-2.99,
1530038,2251153,2026-06-26,away,Max Meyer,676974,4.45,5.5,0.3458,0.7111,0.4615,-0.1157,0.1726,UNDER,1782474238046,5,UNDER,-0.55,
1530039,2251153,2026-06-26,home,Michael McGreevy,700241,2.55,3.5,0.2955,0.7459,0.8008,-0.5053,0.5467,UNDER,1782474237984,4,OVER,-1.45,
1530040,2251154,2026-06-26,away,J.T. Ginn,669372,3.16,5.5,0.1292,0.8500,0.4866,-0.3574,0.3366,UNDER,1782474238160,5,UNDER,-1.84,
1530041,2251154,2026-06-26,home,Walbert Urena,700712,2.92,5.5,0.0982,0.8500,0.3303,-0.2321,0.1803,UNDER,1782474238102,5,UNDER,-2.08,
1530042,2251155,2026-06-26,away,Roki Sasaki,808963,2.54,5.5,0.0586,0.8500,0.5023,-0.4437,0.3523,UNDER,1782474238274,2,UNDER,0.54,
1530043,2251155,2026-06-26,home,Walker Buehler,621111,2.95,4.5,0.2140,0.8234,0.5347,-0.3207,0.3581,UNDER,1782474238215,5,OVER,-2.05,
1530044,2251156,2026-06-26,away,Reynaldo Lopez,625643,3.16,2.5,0.6597,0.3877,0.5000,0.1597,-0.1123,OVER,1782474238331,1,UNDER,2.16,
1530026,2253497,2026-06-26,away,Zac Gallen,668678,1.81,3.5,0.1320,0.8500,0.4967,-0.3647,0.3467,UNDER,1782474237634,0,UNDER,1.81,
1530032,2253497,2026-06-26,home,Nick Martinez,607259,2.19,3.5,0.2117,0.8210,0.5392,-0.3275,0.3602,UNDER,1782474237578,3,UNDER,-0.81,
1530088,2251157,2026-06-27,away,Hunter Brown,686613,8.47,6.5,0.8015,0.2599,0.5051,0.2964,-0.2350,PASS,1782629896990,1,UNDER,7.47,
1530046,2251157,2026-06-27,home,Jack Flaherty,664285,3.42,5.5,0.1655,0.8500,0.4879,-0.3224,0.3379,UNDER,1782629897046,2,UNDER,1.42,
1530047,2251158,2026-06-27,away,Carlos Rodon,543037,3.85,5.5,0.2361,0.8083,0.6186,-0.3825,0.4269,UNDER,1782629896851,5,UNDER,-1.15,
1530045,2251158,2026-06-27,home,Sonny Gray,687562,3,5.5,0.1074,0.8500,0.5483,-0.4409,0.3983,UNDER,1782629896930,3,UNDER,0,
1530087,2251159,2026-06-27,away,Kumar Rocker,677958,2.09,4.5,0.0773,0.8500,0.4168,-0.3395,0.2668,UNDER,1782629897102,5,OVER,-2.91,
1530048,2251159,2026-06-27,home,Shane Bieber,656302,3.18,5.5,0.1313,0.8500,0.5670,-0.4357,0.4170,UNDER,1782629897157,10,OVER,-6.82,
1530049,2251160,2026-06-27,away,Brady Singer,695505,2.82,4.5,0.1891,0.8450,0.6042,-0.4151,0.4492,UNDER,1782629897268,10,OVER,-7.18,
1530050,2251160,2026-06-27,home,Mitch Keller,683003,3.55,4.5,0.3357,0.7151,0.3980,-0.0623,0.1131,UNDER,1782629897213,4,UNDER,-0.45,
1530089,2251161,2026-06-27,away,Jesus Luzardo,666200,6,6.5,0.4648,0.6063,0.5649,-0.1001,0.1712,UNDER,1782629897434,1,UNDER,5,
1530053,2251161,2026-06-27,home,Christian Scott,681035,3.27,4.5,0.2762,0.7686,0.3947,-0.1185,0.1633,UNDER,1782629897490,6,OVER,-2.73,
1530052,2251162,2026-06-27,away,Luinder Avila,608379,4.57,3.5,0.7211,0.3314,0.9660,-0.2449,0.2974,UNDER,1782629897323,7,OVER,-2.43,
1530051,2251162,2026-06-27,home,Davis Martin,663436,4.07,5.5,0.2754,0.7740,0.6040,-0.3286,0.3780,UNDER,1782629897378,3,UNDER,1.07,
1530056,2251163,2026-06-27,away,Zack Littell,656492,2.1,3.5,0.1907,0.8395,0.5008,-0.3101,0.3403,UNDER,1782629897657,9,OVER,-6.9,
1530055,2251163,2026-06-27,home,Kyle Bradish,687064,3.65,5.5,0.2032,0.8366,0.5615,-0.3583,0.3981,UNDER,1782629897713,8,OVER,-4.35,
1530065,2251164,2026-06-27,away,Emerson Hancock,669302,4.02,4.5,0.4330,0.6249,0.4738,-0.0408,0.0987,UNDER,1782629897768,7,OVER,-2.98,
1530057,2251164,2026-06-27,home,Gavin Williams,677944,5.2,6.5,0.3266,0.7331,0.5987,-0.2721,0.3318,UNDER,1782629897823,4,UNDER,1.2,
1530059,2251165,2026-06-27,away,Ryan Feltner,547179,2.26,4.5,0.1000,0.8500,0.4219,-0.3219,0.2719,UNDER,1782629897999,1,UNDER,1.26,
1530063,2251165,2026-06-27,home,Connor Prielipp,702474,3.4,5.5,0.1638,0.8500,0.6307,-0.4669,0.4807,UNDER,1782629897935,2,UNDER,1.4,
1530061,2251166,2026-06-27,home,Brandon Woodruff,690986,3.08,5.5,0.1175,0.8500,0.5514,-0.4339,0.4014,UNDER,1782629897879,9,OVER,-5.92,
1530067,2251167,2026-06-27,away,Ryan Gusto,687473,4.01,3.5,0.6243,0.4313,0.4897,0.1346,-0.0790,PASS,1782629898110,4,OVER,0.01,
1530069,2251167,2026-06-27,home,Kyle Leahy,669467,2.26,4.5,0.0990,0.8500,0.5044,-0.4054,0.3544,UNDER,1782629898055,4,UNDER,-1.74,
1530071,2251168,2026-06-27,away,Emmet Sheehan,808967,5.24,5.5,0.4920,0.5748,0.5010,-0.0090,0.0758,UNDER,1782629898226,4,UNDER,1.24,
1530074,2251168,2026-06-27,home,Michael King,681190,2.61,4.5,0.1536,0.8500,0.5801,-0.4265,0.4301,UNDER,1782629898166,2,UNDER,0.61,
1530076,2251169,2026-06-27,away,Chris Sale,693821,5.73,7.5,0.2781,0.7797,0.5523,-0.2742,0.3320,UNDER,1782629898337,4,UNDER,1.73,
1530078,2251169,2026-06-27,home,Robbie Ray,657277,2.8,5.5,0.0844,0.8500,0.4908,-0.4064,0.3408,UNDER,1782629898281,6,OVER,-3.2,
1530091,2251170,2026-06-27,away,Aaron Civale,650644,2.25,4.5,0.0977,0.8500,0.4460,-0.3483,0.2960,UNDER,1782629898391,5,OVER,-2.75,
1530080,2251170,2026-06-27,home,Sam Aldegheri,672282,1.5,3.5,0.0800,0.8500,0.4799,-0.3999,0.3299,UNDER,1782629898448,8,OVER,-6.5,
1530054,2253513,2026-06-27,away,Merrill Kelly,703615,1.44,3.5,0.0719,0.8500,0.4720,-0.4001,0.3220,UNDER,1782629897602,4,OVER,-2.56,
1530090,2253513,2026-06-27,home,Drew Rasmussen,656876,4.22,5.5,0.3020,0.7505,0.4997,-0.1977,0.2502,UNDER,1782629897546,1,UNDER,3.22,
1530095,2251171,2026-06-28,away,Miles Mikolas,641793,3.09,2.5,0.6452,0.4024,0.5575,0.0877,-0.0401,PASS,1782716093545,3,OVER,0.09,
1530092,2251171,2026-06-28,home,Shane Baz,680694,2.96,5.5,0.1029,0.8500,0.6160,-0.5131,0.4660,UNDER,1782716093602,2,UNDER,0.96,
1530093,2251172,2026-06-28,away,Nick Lodolo,663903,2.53,4.5,0.1389,0.8500,0.5183,-0.3794,0.3683,UNDER,1782716093716,6,OVER,-3.47,
1530094,2251172,2026-06-28,home,Braxton Ashcraft,656605,4.78,6.5,0.2583,0.7931,0.4659,-0.2076,0.2590,UNDER,1782716093659,4,UNDER,0.78,
1530096,2251173,2026-06-28,away,Kumar Rocker,677958,2.06,3.5,0.1837,0.8456,0.4181,-0.2344,0.2637,UNDER,1782716093831,5,OVER,-2.94,
1530097,2251173,2026-06-28,home,Trey Yesavage,669456,2.65,6.5,0.0300,0.8500,0.5942,-0.5642,0.4442,UNDER,1782716093773,4,UNDER,-1.35,
1530101,2251174,2026-06-28,away,Peter Lambert,686613,3.77,4.5,0.3813,0.6732,0.4390,-0.0577,0.1122,UNDER,1782716094003,4,UNDER,-0.23,
1530100,2251174,2026-06-28,home,Casey Mize,656427,3.68,5.5,0.2072,0.8332,0.4371,-0.2299,0.2703,UNDER,1782716094059,9,OVER,-5.32,
1530103,2251175,2026-06-28,away,George Kirby,676106,4.68,6.5,0.2412,0.8078,0.0171,0.2241,-0.1751,PASS,1782716093888,6,UNDER,-1.32,
1530099,2251175,2026-06-28,home,Parker Messick,668909,5.87,5.5,0.6022,0.4665,0.6269,-0.0247,0.0934,UNDER,1782716093945,6,OVER,-0.13,
1530102,2251176,2026-06-28,away,Aaron Nola,666200,4.44,5.5,0.3445,0.7123,0.5055,-0.1610,0.2178,UNDER,1782716094178,6,OVER,-1.56,
1530120,2251176,2026-06-28,home,Sean Manaea,640455,3.48,3.5,0.5129,0.5417,0.5769,-0.0640,0.1186,UNDER,1782716094122,2,UNDER,1.48,
1530105,2251177,2026-06-28,away,Sean Sullivan,663372,1.43,3.5,0.0709,0.8500,0.4850,-0.4141,0.3350,UNDER,1782716094636,0,UNDER,1.43,
1530108,2251177,2026-06-28,home,Zebby Matthews,687570,2.31,4.5,0.1061,0.8500,0.4294,-0.3233,0.2794,UNDER,1782716094578,10,OVER,-7.69,
1530106,2251178,2026-06-28,away,Luinder Avila,679883,4.35,3.5,0.6855,0.3687,0.4905,0.1950,-0.1408,OVER,1782716094406,4,OVER,0.35,
1530118,2251178,2026-06-28,home,Sean Burke,641743,3.13,5.5,0.1243,0.8500,0.3906,-0.2663,0.2406,UNDER,1782716094350,2,UNDER,1.13,
1530121,2251179,2026-06-28,away,Shota Imanaga,684007,4.19,4.5,0.4672,0.5925,0.5682,-0.1010,0.1607,UNDER,1782716094463,2,UNDER,2.19,
1530107,2251179,2026-06-28,home,Robert Gasser,605540,3.67,5.5,0.2050,0.8350,0.4774,-0.2724,0.3124,UNDER,1782716094520,6,OVER,-2.33,
1530119,2251180,2026-06-28,away,Sandy Alcantara,663969,2.7,4.5,0.1688,0.8500,0.4861,-0.3173,0.3361,UNDER,1782716094694,1,UNDER,1.7,
1530109,2251180,2026-06-28,home,Kyle Leahy,681517,2.31,4.5,0.1057,0.8500,0.3948,-0.2891,0.2448,UNDER,1782716094751,5,OVER,-2.69,
1530110,2251181,2026-06-28,away,Gage Jump,650644,4.87,4.5,0.5986,0.4640,0.5602,0.0384,0.0242,PASS,1782716094865,2,UNDER,2.87,
1530111,2251181,2026-06-28,home,Ryan Johnson,691951,3.22,4.5,0.2675,0.7764,0.4469,-0.1794,0.2233,UNDER,1782716094808,4,UNDER,-0.78,
1530112,2251182,2026-06-28,away,Chris Sale,519242,7.09,8.5,0.3534,0.7177,0.5834,-0.2300,0.3011,UNDER,1782716094986,10,OVER,-2.91,
1530113,2251182,2026-06-28,home,Tyler Mahle,592662,3.15,4.5,0.2533,0.7890,0.4306,-0.1773,0.2196,UNDER,1782716094928,2,UNDER,1.15,
1530114,2251183,2026-06-28,away,Eric Lauer,686218,2.77,3.5,0.3469,0.6989,0.4292,-0.0823,0.1281,UNDER,1782716095100,5,OVER,-2.23,
1530115,2251183,2026-06-28,home,Griffin Canning,650633,3.3,3.5,0.4732,0.5801,0.5490,-0.0758,0.1291,UNDER,1782716095042,5,OVER,-1.7,
1530117,2251184,2026-06-28,away,Ryan Weathers,607074,5.82,6.5,0.4346,0.6346,0.4404,-0.0058,0.0750,UNDER,1782716095157,6,UNDER,-0.18,
1530116,2251184,2026-06-28,home,Ranger Suarez,543243,4.52,5.5,0.3580,0.7001,0.0817,0.2763,-0.2182,OVER,1782716095214,9,OVER,-4.48,
1530098,2253527,2026-06-28,away,Eduardo Rodriguez,518876,1.95,4.5,0.0615,0.8500,0.6287,-0.5672,0.4787,UNDER,1782716094292,3,UNDER,-1.05,
1530104,2253527,2026-06-28,home,Drew Rasmussen,656876,4.14,5.5,0.2874,0.7634,0.4920,-0.2046,0.2554,UNDER,1782716094235,5,UNDER,-0.86,
1530123,2251185,2026-06-29,away,Erick Fedde,680732,2.81,3.5,0.3564,0.6901,0.0571,0.2993,-0.2528,OVER,1782802789826,8,OVER,-5.19,
1530122,2251185,2026-06-29,home,Trey Gibson,669358,3.18,4.5,0.2588,0.7841,0.4418,-0.1830,0.2259,UNDER,1782802789885,6,OVER,-2.82,
1530125,2251186,2026-06-29,away,Bubba Chandler,677952,2.19,4.5,0.0899,0.8500,0.4768,-0.3869,0.3268,UNDER,1782802789947,8,OVER,-5.81,
1530124,2251186,2026-06-29,home,Cristopher Sanchez,605400,7.42,7.5,0.5431,0.5360,0.5259,0.0172,0.0619,UNDER,1782802790004,5,UNDER,2.42,
1530126,2251187,2026-06-29,away,Tarik Skubal,663554,6.48,7.5,0.3947,0.6763,0.6634,-0.2687,0.3397,UNDER,1782802790121,10,OVER,-3.52,
1530127,2251187,2026-06-29,home,Cam Schlittler,677960,6.04,7.5,0.3251,0.7388,0.5600,-0.2349,0.2988,UNDER,1782802790062,3,UNDER,3.04,
1530128,2251188,2026-06-29,away,Nolan McLean,640455,5.35,5.5,0.5132,0.5544,0.3625,0.1507,-0.0831,OVER,1782802790235,4,UNDER,1.35,
1530129,2251188,2026-06-29,home,Kevin Gausman,702056,4.76,5.5,0.4039,0.6579,0.5183,-0.1144,0.1762,UNDER,1782802790178,3,UNDER,1.76,
1530132,2251189,2026-06-29,away,Cade Cavalli,571945,2.95,4.5,0.2135,0.8239,0.4794,-0.2659,0.3033,UNDER,1782802790293,3,UNDER,-0.05,
1530130,2251189,2026-06-29,home,Connelly Early,624133,3.24,5.5,0.1404,0.8500,0.4640,-0.3236,0.3140,UNDER,1782802790351,8,OVER,-4.76,
1530147,2251190,2026-06-29,away,Jacob deGrom,594798,5.73,6.5,0.4192,0.6489,1.0000,-0.5808,0.6489,UNDER,1782802790409,2,UNDER,3.73,
1530131,2251190,2026-06-29,home,Tanner Bibee,800048,3.12,5.5,0.1240,0.8500,0.4368,-0.3128,0.2868,UNDER,1782802790468,5,UNDER,-1.88,
1530133,2251191,2026-06-29,away,Rhett Lowder,666157,2.23,4.5,0.0950,0.8500,0.4285,-0.3335,0.2785,UNDER,1782802790588,4,UNDER,-1.77,
1530134,2251191,2026-06-29,home,Brandon Sproat,688107,3.48,5.5,0.1750,0.8500,0.4399,-0.2649,0.2899,UNDER,1782802790526,5,UNDER,-1.52,
1530136,2251192,2026-06-29,away,JP Sears,656288,3.42,3.5,0.5001,0.5541,0.5565,-0.0564,0.1106,UNDER,1782802790645,3,UNDER,0.42,
1530135,2251192,2026-06-29,home,Matthew Boyd,684007,6.62,4.5,0.8365,0.2110,0.2991,0.5374,-0.4899,OVER,1782802790704,4,UNDER,2.62,
1530138,2251193,2026-06-29,away,Joe Ryan,805673,4.59,6.5,0.2275,0.8195,0.6880,-0.4605,0.5075,UNDER,1782802790772,7,OVER,-2.41,
1530137,2251193,2026-06-29,home,Mike Burrows,663567,2.81,4.5,0.1877,0.8462,0.5406,-0.3529,0.3868,UNDER,1782802790831,4,UNDER,-1.19,
1530140,2251194,2026-06-29,away,Eury Perez,645261,3.25,5.5,0.1412,0.8500,0.4306,-0.2894,0.2806,UNDER,1782802790889,3,UNDER,0.25,
1530139,2251194,2026-06-29,home,Tanner Gordon,807743,3.05,3.5,0.4136,0.6367,0.4347,-0.0211,0.0714,UNDER,1782802790950,5,OVER,-1.95,
1530144,2251195,2026-06-29,away,Justin Wrobleski,641778,2.18,4.5,0.0893,0.8500,0.5648,-0.4755,0.4148,UNDER,1782802791009,2,UNDER,0.18,
1530142,2251195,2026-06-29,home,Jeffrey Springs,695611,2.92,4.5,0.2077,0.8289,0.4498,-0.2421,0.2787,UNDER,1782802791068,5,OVER,-2.08,
1530143,2251196,2026-06-29,away,Jose Soriano,696270,5.48,5.5,0.5353,0.5329,0.6282,-0.0929,0.1611,UNDER,1782802791183,3,UNDER,2.48,
1530145,2251196,2026-06-29,home,Bryan Woo,669923,4.15,6.5,0.1638,0.8500,0.7050,-0.5412,0.5550,UNDER,1782802791125,7,OVER,-2.85,
1530146,2253549,2026-06-29,away,Landen Roupp,641816,4.24,4.5,0.4778,0.5824,0.5101,-0.0323,0.0925,UNDER,1782802791241,3,UNDER,1.24,
1530141,2253549,2026-06-29,home,Brandon Pfaadt,593958,2.08,2.5,0.3873,0.6542,0.5665,-0.1792,0.2207,UNDER,1782802791300,1,UNDER,1.08,
1530149,2251197,2026-06-30,away,Noah Schultz,607200,2.31,3.5,0.2386,0.7971,0.5246,-0.2860,0.3217,UNDER,1782889040142,3,UNDER,-0.69,
1530148,2251197,2026-06-30,home,Dean Kremer,694346,8.44,5.5,0.8500,0.1544,0.4306,0.4194,-0.4150,OVER,1782889040155,5,UNDER,3.44,
1530153,2251198,2026-06-30,away,MacKenzie Gore,594798,3.81,5.5,0.2300,0.8136,0.5773,-0.3473,0.3909,UNDER,1782889040174,9,OVER,-5.19,
1530150,2251198,2026-06-30,home,Joey Cantillo,676440,3.71,5.5,0.2128,0.8284,0.5165,-0.3037,0.3449,UNDER,1782889040187,2,UNDER,1.71,
1530152,2251199,2026-06-30,away,Paul Skenes,696149,7.13,6.5,0.6427,0.4310,0.4146,0.2281,-0.1544,PASS,1782889040200,6,UNDER,1.13,
1530151,2251199,2026-06-30,home,Zack Wheeler,650911,5.42,6.5,0.3643,0.6993,0.5691,-0.2048,0.2684,UNDER,1782889040213,9,OVER,-3.58,
1530154,2251200,2026-06-30,away,Troy Melton,669373,2.4,4.5,0.1188,0.8500,0.6257,-0.5069,0.4757,UNDER,1782889040236,9,OVER,-6.6,
1530155,2251200,2026-06-30,home,Will Warren,693645,4.52,5.5,0.3585,0.6996,0.5041,-0.1456,0.2037,UNDER,1782889040224,5,UNDER,-0.48,
1530156,2251201,2026-06-30,away,Freddy Peralta,690997,3.04,4.5,0.2316,0.8080,0.4278,-0.1962,0.2358,UNDER,1782889040262,7,OVER,-3.96,
1530157,2251201,2026-06-30,home,Kevin Gausman,592332,4.76,5.5,0.4042,0.6576,0.5000,-0.0958,0.1576,UNDER,1782889040250,7,OVER,-2.24,
1530159,2251202,2026-06-30,away,Andrew Alvarez,676917,4.77,4.5,0.5808,0.4818,0.4985,0.0823,-0.0197,PASS,1782889040275,13,OVER,-8.23,
1530158,2251202,2026-06-30,home,Payton Tolle,813349,2.82,5.5,0.0873,0.8500,0.3752,-0.2879,0.2252,UNDER,1782889040287,5,UNDER,-2.18,
1530161,2251203,2026-06-30,away,Michael McGreevy,669461,2.28,3.5,0.2325,0.8025,0.4197,-0.1872,0.2222,UNDER,1782889040299,9,OVER,-6.72,
1530160,2251203,2026-06-30,home,Reynaldo Lopez,527048,3.38,3.5,0.4922,0.5617,0.4386,0.0536,0.0003,PASS,1782889040313,1,UNDER,2.38,
1530165,2251204,2026-06-30,away,Shane McClanahan,643377,3.13,4.5,0.2479,0.7937,0.5093,-0.2614,0.3030,UNDER,1782889040325,5,OVER,-1.87,
1530163,2251204,2026-06-30,home,Seth Lugo,702070,2.48,3.5,0.2772,0.7625,0.5695,-0.2923,0.3320,UNDER,1782889040337,0,UNDER,2.48,
1530162,2251205,2026-06-30,away,Andrew Abbott,695076,2.58,4.5,0.1474,0.8500,0.4103,-0.2629,0.2603,UNDER,1782889040363,8,OVER,-5.42,
1530164,2251205,2026-06-30,home,Brandon Sproat,687075,3.72,5.5,0.2147,0.8268,0.3848,-0.1701,0.2116,UNDER,1782889040350,7,OVER,-3.28,
1530167,2251206,2026-06-30,away,Walker Buehler,676664,3.12,3.5,0.4313,0.6200,0.5935,-0.1622,0.2135,UNDER,1782889040375,4,OVER,-0.88,
1530166,2251206,2026-06-30,home,Colin Rea,571510,2.97,3.5,0.3943,0.6548,0.5557,-0.1614,0.2105,UNDER,1782889040399,2,UNDER,0.97,
1530169,2251207,2026-06-30,away,Taj Bradley,657746,3.8,5.5,0.2282,0.8152,0.5256,-0.2974,0.3408,UNDER,1782889040411,5,UNDER,-1.2,
1530168,2251207,2026-06-30,home,Mike Burrows,681347,2.69,4.5,0.1656,0.8500,0.4615,-0.2959,0.3115,UNDER,1782889040438,3,UNDER,-0.31,
1530171,2251208,2026-06-30,away,Max Meyer,691587,4.3,5.5,0.3177,0.7364,0.4347,-0.1170,0.1711,UNDER,1782889040464,8,OVER,-3.7,
1530170,2251208,2026-06-30,home,Kyle Freeland,685299,2.87,3.5,0.3723,0.6753,0.5806,-0.2083,0.2559,UNDER,1782889040476,4,OVER,-1.13,
1530175,2251209,2026-06-30,away,Justin Wrobleski,680736,2.46,4.5,0.1279,0.8500,0.5521,-0.4242,0.4021,UNDER,1782889040488,11,OVER,-8.54,
1530173,2251209,2026-06-30,home,J.T. Ginn,605488,2.66,4.5,0.1614,0.8500,0.5683,-0.4069,0.4183,UNDER,1782889040501,2,UNDER,0.66,
1530174,2251210,2026-06-30,away,Jose Soriano,667755,5.5,5.5,0.5400,0.5283,0.5091,0.0309,0.0374,PASS,1782889040530,9,OVER,-3.5,
1530176,2251210,2026-06-30,home,Bryan Woo,693433,4.08,7.5,0.0773,0.8500,0.4467,-0.3694,0.2967,UNDER,1782889040513,5,UNDER,-0.92,
1530177,2253564,2026-06-30,away,Trevor McDonald,694738,3.78,3.5,0.5773,0.4785,0.4936,0.0837,-0.0279,PASS,1782889040543,4,OVER,-0.22,
