id,gameId,gameDate,side,pitcherName,mlbamId,kProj,bookLine,pOver,pUnder,anNoVigOverPct,edgeOver,edgeUnder,verdict,modelRunAt,actualKs,backtestResult,modelError,kLine
3,2250006,2026-03-25,away,Max Fried,608331,4.73,5.5,0.339,0.661,,-0.1283,0.061,EDGE,1774480386155,4,UNDER,0.73,4.5
4,2250006,2026-03-25,home,Logan Webb,657277,7.06,6.5,0.547,0.453,,0.0592,-0.1232,EDGE,1774480386155,7,OVER,0.06,7.0
30037,2250007,2026-03-26,away,Paul Skenes,694973,6.46,6.5,0.4600,0.5400,,-0.028,-0.039,NEUTRAL,1774559018000,1,UNDER,5.46,6.5
30038,2250007,2026-03-26,home,Freddy Peralta,642547,5.88,6.5,0.3748,0.6252,,-0.084,+0.019,NEUTRAL,1774559018000,7,OVER,-1.12,6.0
30039,2250008,2026-03-26,away,Shane Smith,681343,5.56,4.5,0.6290,0.3710,,+0.134,-0.170,EDGE OVER,1774559018000,2,UNDER,3.56,4.5
30040,2250008,2026-03-26,home,Jacob Misiorowski,694819,5.72,6.5,0.3520,0.6480,,-0.121,+0.052,EDGE UNDER,1774559018000,11,OVER,-5.28,6.5
30041,2250009,2026-03-26,away,Cade Cavalli,676917,6.25,4.0,0.7120,0.2880,,+0.193,-0.256,EDGE OVER,1774559018000,5,OVER,1.25,6.5
30042,2250009,2026-03-26,home,Matthew Boyd,571510,4.64,5.5,0.3250,0.6750,,-0.163,+0.102,EDGE UNDER,1774559018000,7,OVER,-2.36,4.5
90027,2250017,2026-03-27,away,Cam Schlittler,693645,4.05,4.5,0.3805,0.6195,0.5064,-0.1259,0.1259,UNDER,1775508277234,8,OVER,-3.95,
90028,2250017,2026-03-27,home,Robbie Ray,592662,5.52,6.5,0.3179,0.6821,0.5724,-0.2545,0.2545,UNDER,1775508277246,4,UNDER,1.52,
90029,2250018,2026-03-27,away,Luis Severino,622663,2.17,3.5,0.1748,0.8252,0.5911,-0.4163,0.4163,UNDER,1775508277258,3,UNDER,-0.83,
90030,2250018,2026-03-27,home,Kevin Gausman,592332,4.88,5.5,0.3630,0.6370,0.5579,-0.1949,0.1949,UNDER,1775508277269,11,OVER,-6.12,
90031,2250019,2026-03-27,away,Kyle Freeland,607536,2.57,3.5,0.2570,0.7430,0.5813,-0.3243,0.3243,UNDER,1775508277280,2,UNDER,0.57,
90032,2250019,2026-03-27,home,Sandy Alcantara,645261,5.1,5.5,0.4018,0.5982,0.6288,-0.2270,0.2270,UNDER,1775508277293,5,UNDER,0.1,
90034,2250020,2026-03-27,away,Cole Ragans,666142,7.39,6.5,0.6060,0.3940,0.3755,0.2305,-0.2305,OVER,1775508277321,5,UNDER,2.39,
90033,2250020,2026-03-27,home,Chris Sale,519242,6.87,6.5,0.5303,0.4697,0.3980,0.1323,-0.1323,OVER,1775508277307,6,UNDER,0.87,
90036,2250021,2026-03-27,away,Yusei Kikuchi,579328,3.48,4.5,0.2704,0.7296,0.3830,-0.1126,0.1126,UNDER,1775508277351,3,UNDER,0.48,
90035,2250021,2026-03-27,home,Mike Burrows,681347,5.85,5.5,0.5293,0.4707,0.3755,0.1538,-0.1538,OVER,1775508277335,6,OVER,-0.15,
90037,2250022,2026-03-27,away,Framber Valdez,664285,3.87,4.5,0.3454,0.6546,0.4097,-0.0643,0.0643,UNDER,1775508277365,5,OVER,-1.13,
90038,2250022,2026-03-27,home,Michael King,650633,4.8,5.5,0.3498,0.6502,0.5532,-0.2034,0.2034,UNDER,1775508277379,6,OVER,-1.2,
90039,2250023,2026-03-27,away,Gavin Williams,668909,4.67,5.5,0.3269,0.6731,0.9786,-0.6517,0.6517,UNDER,1775508277397,7,OVER,-2.33,
90040,2250023,2026-03-27,home,George Kirby,669923,5.65,5.5,0.4966,0.5034,0.5140,-0.0174,0.0174,PASS,1775508277413,6,OVER,-0.35,
90041,2252293,2026-03-27,away,Ryne Nelson,669194,2.89,3.5,0.3277,0.6723,0.5568,-0.2291,0.2291,UNDER,1775508277431,4,OVER,-1.11,
90042,2252293,2026-03-27,home,Emmet Sheehan,686218,5.51,5.5,0.4735,0.5265,0.5570,-0.0835,0.0835,UNDER,1775508277460,6,OVER,-0.49,
90044,2250024,2026-03-28,away,Joe Boyle,671212,3.33,4.5,0.2435,0.7565,0.4039,-0.1604,0.1604,UNDER,1775508278486,4,UNDER,-0.67,
90043,2250024,2026-03-28,home,Michael McGreevy,700241,2.73,3.5,0.2914,0.7086,0.4964,-0.2050,0.2050,UNDER,1775508278441,5,OVER,-2.27,
90046,2250025,2026-03-28,away,Miles Mikolas,571945,2.25,3.5,0.1903,0.8097,0.6406,-0.4503,0.4503,UNDER,1775508278531,4,OVER,-1.75,
90045,2250025,2026-03-28,home,Cade Horton,690990,3.38,4.5,0.2523,0.7477,0.9394,-0.6871,0.6871,UNDER,1775508278513,4,UNDER,-0.62,
90047,2250026,2026-03-28,away,Jeffrey Springs,605488,2.16,3.5,0.1738,0.8262,0.5268,-0.3530,0.3530,UNDER,1775508278544,2,UNDER,0.16,
90048,2250026,2026-03-28,home,Dylan Cease,656302,6.11,6.5,0.4107,0.5893,0.8091,-0.3984,0.3984,UNDER,1775508278554,12,OVER,-5.89,
90050,2250027,2026-03-28,away,Taj Bradley,671737,3.73,4.5,0.3178,0.6822,0.2424,0.0754,-0.0754,OVER,1775508278579,9,OVER,-5.27,
90049,2250027,2026-03-28,home,Kyle Bradish,680694,7.49,6.5,0.6209,0.3791,0.4222,0.1987,-0.1987,OVER,1775508278565,4,UNDER,3.49,
90052,2250028,2026-03-28,away,Jacob deGrom,594798,6.04,6.5,0.4004,0.5996,0.5448,-0.1444,0.1444,UNDER,1775508278639,3,UNDER,3.04,
90051,2250028,2026-03-28,home,Aaron Nola,605400,4.75,5.5,0.3395,0.6605,0.5350,-0.1955,0.1955,UNDER,1775508278609,7,OVER,-2.25,
90053,2250029,2026-03-28,away,Sonny Gray,543243,7.47,6.5,0.6177,0.3823,0.4399,0.1778,-0.1778,OVER,1775508278653,5,UNDER,2.47,
90054,2250029,2026-03-28,home,Brady Singer,663903,3.63,4.5,0.2996,0.7004,0.5851,-0.2855,0.2855,UNDER,1775508278664,5,OVER,-1.37,
90058,2250030,2026-03-28,away,Mitch Keller,656605,3.47,4.5,0.2691,0.7309,0.4511,-0.1820,0.1820,UNDER,1775508278709,3,UNDER,0.47,
90057,2250030,2026-03-28,home,David Peterson,656849,4.7,4.5,0.5048,0.4952,0.5128,-0.0080,0.0080,PASS,1775508278697,3,UNDER,1.7,
90055,2250031,2026-03-28,away,Michael Lorenzen,547179,3.18,4.5,0.2158,0.7842,0.5686,-0.3528,0.3528,UNDER,1775508278675,4,UNDER,-0.82,
90056,2250031,2026-03-28,home,Eury Perez,691587,6.2,6.5,0.4259,0.5741,0.4511,-0.0252,0.0252,PASS,1775508278686,8,OVER,-1.8,
90060,2250032,2026-03-28,home,Cristian Javier,664299,3.72,4.5,0.3160,0.6840,0.4326,-0.1166,0.1166,UNDER,1775508278730,1,UNDER,2.72,
90059,2250033,2026-03-28,away,Sean Burke,680732,3.03,4.5,0.1895,0.8105,0.4755,-0.2860,0.2860,UNDER,1775508278719,5,OVER,-1.97,
90061,2250033,2026-03-28,home,Chad Patrick,694477,4.73,5.5,0.3374,0.6626,0.5176,-0.1802,0.1802,UNDER,1775508278745,4,UNDER,0.73,
90066,2250034,2026-03-28,away,Michael Wacha,608379,2.59,3.5,0.2612,0.7388,0.4833,-0.2221,0.2221,UNDER,1775508278779,7,OVER,-4.41,
90065,2250034,2026-03-28,home,Reynaldo Lopez,625643,3.15,4.5,0.2105,0.7895,0.6130,-0.4025,0.4025,UNDER,1775508278759,3,UNDER,0.15,
90067,2250035,2026-03-28,away,Will Warren,701542,3.9,4.5,0.3525,0.6475,0.6300,-0.2775,0.2775,UNDER,1775508278799,3,UNDER,0.9,
90068,2250035,2026-03-28,home,Tyler Mahle,641816,3.65,4.5,0.3037,0.6963,0.4964,-0.1927,0.1927,UNDER,1775508278815,5,OVER,-1.35,
90069,2250036,2026-03-28,away,Jack Flaherty,656427,4.35,5.5,0.2714,0.7286,0.5357,-0.2643,0.2643,UNDER,1775508278829,2,UNDER,2.35,
90070,2250036,2026-03-28,home,Randy Vasquez,681190,2.33,3.5,0.2075,0.7925,0.4582,-0.2507,0.2507,UNDER,1775508278843,8,OVER,-5.67,
90073,2250037,2026-03-28,home,Bryan Woo,693433,5.51,5.5,0.4724,0.5276,0.3112,0.1612,-0.1612,OVER,1775508278885,9,OVER,-3.49,
90071,2252307,2026-03-28,away,Eduardo Rodriguez,593958,2.61,3.5,0.2664,0.7336,0.4905,-0.2241,0.2241,UNDER,1775508278857,5,OVER,-2.39,
90072,2252307,2026-03-28,home,Tyler Glasnow,607192,5.91,6.5,0.3798,0.6202,0.3575,0.0223,-0.0223,PASS,1775508278871,6,UNDER,-0.09,
90077,2250038,2026-03-29,away,Bailey Ober,641927,3.42,4.5,0.2604,0.7396,0.4370,-0.1766,0.1766,UNDER,1775508280377,1,UNDER,2.42,
90075,2250038,2026-03-29,home,Shane Baz,669358,4.78,5.5,0.3457,0.6543,0.6242,-0.2785,0.2785,UNDER,1775508280349,4,UNDER,0.78,
90079,2250039,2026-03-29,away,MacKenzie Gore,669022,5.21,5.5,0.4217,0.5783,0.3759,0.0458,-0.0458,OVER,1775508280409,7,OVER,-1.79,
90078,2250039,2026-03-29,home,Jesus Luzardo,666200,7.03,6.5,0.5553,0.4447,0.9322,-0.3769,0.3769,UNDER,1775508280395,7,OVER,0.03,
90076,2250040,2026-03-29,away,Seth Lugo,607625,3.35,4.5,0.2465,0.7535,0.5132,-0.2667,0.2667,UNDER,1775508280363,3,UNDER,0.35,
90074,2250040,2026-03-29,home,Grant Holmes,656550,3.2,4.5,0.2195,0.7805,0.5752,-0.3557,0.3557,UNDER,1775508280338,4,UNDER,-0.8,
90080,2250041,2026-03-29,away,Luis Morales,806960,2.21,3.5,0.1836,0.8164,0.3642,-0.1806,0.1806,UNDER,1775508280423,5,OVER,-2.79,
90081,2250041,2026-03-29,home,Eric Lauer,641778,3.98,4.5,0.3670,0.6330,0.4660,-0.0990,0.0990,UNDER,1775508280437,9,OVER,-5.02,
90082,2250042,2026-03-29,home,Rhett Lowder,695076,3.76,4.5,0.3250,0.6750,0.6119,-0.2869,0.2869,UNDER,1775508280456,5,OVER,-1.24,
90085,2250043,2026-03-29,home,Nolan McLean,690997,7.7,6.5,0.6485,0.3515,0.5434,0.1051,-0.1051,OVER,1775508280503,8,OVER,-0.3,
90083,2250044,2026-03-29,away,Jose Quintana,500779,2.24,3.5,0.1882,0.8118,0.4382,-0.2500,0.2500,UNDER,1775508280471,2,UNDER,0.24,
90084,2250044,2026-03-29,home,Max Meyer,676974,6.09,5.5,0.5689,0.4311,0.5969,-0.0280,0.0280,PASS,1775508280485,5,UNDER,1.09,
90086,2250045,2026-03-29,away,Jack Kochanowicz,686799,1.53,2.5,0.1989,0.8011,0.7837,-0.5848,0.5848,UNDER,1775508280521,3,OVER,-1.47,
90087,2250046,2026-03-29,home,Brandon Sproat,687075,4.02,4.5,0.3745,0.6255,0.5034,-0.1289,0.1289,UNDER,1775508280535,3,UNDER,1.02,
90088,2250047,2026-03-29,home,Dustin May,669160,3.34,4.5,0.2449,0.7551,0.3862,-0.1413,0.1413,UNDER,1775508280549,3,UNDER,0.34,
90090,2250048,2026-03-29,away,Jake Irvin,663623,2.26,3.5,0.1917,0.8083,0.4636,-0.2719,0.2719,UNDER,1775508280577,7,OVER,-4.74,
90089,2250048,2026-03-29,home,Shota Imanaga,684007,3.74,4.5,0.3206,0.6794,0.6407,-0.3201,0.3201,UNDER,1775508280563,7,OVER,-3.26,
90091,2250049,2026-03-29,away,Slade Cecconi,677944,3.82,4.5,0.3353,0.6647,0.4929,-0.1576,0.1576,UNDER,1775508280599,5,OVER,-1.18,
90092,2250049,2026-03-29,home,Emerson Hancock,676106,2.53,3.5,0.2499,0.7501,0.5490,-0.2991,0.2991,UNDER,1775508280617,9,OVER,-6.47,
90094,2250050,2026-03-30,away,Simeon Woods Richardson,680573,2.13,3.5,0.1678,0.8322,0.6145,-0.4467,0.4467,UNDER,1775508281559,2,UNDER,0.13,
90093,2250050,2026-03-30,home,Kris Bubic,663460,4.34,4.5,0.4368,0.5632,0.4770,-0.0402,0.0402,UNDER,1775508281545,4,UNDER,0.34,
90096,2250051,2026-03-30,away,Jack Leiter,683004,4.39,5.5,0.2786,0.7214,0.5187,-0.2401,0.2401,UNDER,1775508281587,8,OVER,-3.61,
90095,2250051,2026-03-30,home,Chris Bassitt,605135,3.75,4.5,0.3231,0.6769,0.4641,-0.1410,0.1410,UNDER,1775508281573,3,UNDER,0.75,
90097,2250052,2026-03-30,home,Chase Burns,695505,8.88,7.5,0.6623,0.3377,0.6024,0.0599,-0.0599,OVER,1775508281605,7,UNDER,1.88,
90098,2250054,2026-03-30,away,Davis Martin,663436,2.29,3.5,0.1983,0.8017,0.3761,-0.1778,0.1778,UNDER,1775508281619,6,OVER,-3.71,
90099,2250054,2026-03-30,home,Chris Paddack,663978,2.56,3.5,0.2548,0.7452,0.3960,-0.1412,0.1412,UNDER,1775508281633,6,OVER,-3.44,
90100,2250055,2026-03-30,away,Tomoyuki Sugano,608372,1.53,2.5,0.1981,0.8019,0.5954,-0.3973,0.3973,UNDER,1775508281647,4,OVER,-2.47,
90101,2250055,2026-03-30,home,Cody Ponce,664074,5.21,5.5,0.4209,0.5791,0.7635,-0.3426,0.3426,UNDER,1775508281661,3,UNDER,2.21,
90102,2250056,2026-03-30,away,Jacob Lopez,682052,4.43,5.5,0.2848,0.7152,0.5188,-0.2340,0.2340,UNDER,1775508281675,0,UNDER,4.43,
90103,2250056,2026-03-30,home,Bryce Elder,693821,3.72,4.5,0.3166,0.6834,0.4736,-0.1570,0.1570,UNDER,1775508281701,5,OVER,-1.28,
90105,2250057,2026-03-30,away,Ryan Johnson,696270,3.41,4.5,0.2573,0.7427,0.4423,-0.1850,0.1850,UNDER,1775508281733,2,UNDER,1.41,
90104,2250057,2026-03-30,home,Edward Cabrera,665795,7.37,6.5,0.6039,0.3961,0.7814,-0.1775,0.1775,UNDER,1775508281717,5,UNDER,2.37,
90107,2250058,2026-03-30,away,Nick Martinez,607259,2.44,3.5,0.2299,0.7701,0.5761,-0.3462,0.3462,UNDER,1775508281761,3,UNDER,-0.56,
90106,2250058,2026-03-30,home,Kyle Harrison,690986,4.14,4.5,0.3986,0.6014,0.4693,-0.0707,0.0707,UNDER,1775508281747,8,OVER,-3.86,
90108,2250059,2026-03-30,away,Clay Holmes,605280,2.68,3.5,0.2807,0.7193,0.6433,-0.3626,0.3626,UNDER,1775508281775,5,OVER,-2.32,
90109,2250060,2026-03-30,away,Ranger Suarez,624133,4.12,4.5,0.3941,0.6059,0.5486,-0.1545,0.1545,UNDER,1775508281790,3,UNDER,1.12,
90110,2250060,2026-03-30,home,Lance McCullers,621121,3.01,4.5,0.1866,0.8134,0.5245,-0.3379,0.3379,UNDER,1775508281807,9,OVER,-5.99,
90114,2250061,2026-03-30,away,Landen Roupp,694738,3.2,4.5,0.2187,0.7813,0.4368,-0.2181,0.2181,UNDER,1775508281865,7,OVER,-3.8,
90112,2250061,2026-03-30,home,Walker Buehler,621111,2.33,3.5,0.2072,0.7928,0.5391,-0.3319,0.3319,UNDER,1775508281837,3,UNDER,-0.67,
90111,2250062,2026-03-30,away,Ryan Weathers,677960,5.09,5.5,0.4002,0.5998,0.2527,0.1475,-0.1475,OVER,1775508281821,7,OVER,-1.91,
90113,2250062,2026-03-30,home,Luis Castillo,622491,4.84,5.5,0.3552,0.6448,0.7232,-0.3680,0.3680,UNDER,1775508281851,7,OVER,-2.16,
90116,2250063,2026-03-30,away,Parker Messick,800048,4.73,4.5,0.5105,0.4895,0.0417,0.4688,-0.4688,OVER,1775508281893,5,OVER,-0.27,
90118,2250063,2026-03-30,home,Roki Sasaki,808963,2.11,3.5,0.1641,0.8359,0.5710,-0.4069,0.4069,UNDER,1775508281921,4,OVER,-1.89,
90117,2252334,2026-03-30,away,Justin Verlander,434378,2.59,3.5,0.2620,0.7380,0.4677,-0.2057,0.2057,UNDER,1775508281907,1,UNDER,1.59,
90115,2252334,2026-03-30,home,Michael Soroka,647336,3.93,4.5,0.3568,0.6432,0.4732,-0.1164,0.1164,UNDER,1775508281879,10,OVER,-6.07,
90120,2250064,2026-03-31,away,Jacob deGrom,594798,5.91,5.5,0.5395,0.4605,0.4814,0.0581,-0.0581,OVER,1775508283025,7,OVER,-1.09,
90119,2250064,2026-03-31,home,Zach Eflin,621107,2.56,3.5,0.2563,0.7437,0.4398,-0.1835,0.1835,UNDER,1775508283010,7,OVER,-4.44,
90125,2250065,2026-03-31,away,Bubba Chandler,696149,6.05,5.5,0.5623,0.4377,0.5312,0.0311,-0.0311,PASS,1775508283104,6,OVER,0.05,
90121,2250065,2026-03-31,home,Brandon Williamson,682227,3.81,4.5,0.3336,0.6664,0.4460,-0.1124,0.1124,UNDER,1775508283039,3,UNDER,0.81,
90124,2250066,2026-03-31,home,Andrew Painter,691725,3.52,4.5,0.2790,0.7210,0.4942,-0.2152,0.2152,UNDER,1775508283083,8,OVER,-4.48,
90122,2250067,2026-03-31,away,Erick Fedde,607200,1.93,3.5,0.1303,0.8500,0.4153,-0.2850,0.2653,UNDER,1775508283053,4,OVER,-2.07,
90123,2250067,2026-03-31,home,Janson Junk,676083,2.95,3.5,0.3424,0.6576,0.3790,-0.0366,0.0366,PASS,1775508283064,5,OVER,-2.05,
90126,2250068,2026-03-31,away,Ryan Feltner,663372,2.23,3.5,0.1867,0.8133,0.4509,-0.2642,0.2642,UNDER,1775508283119,4,OVER,-1.77,
90127,2250068,2026-03-31,home,Max Scherzer,453286,4.69,5.5,0.3298,0.6702,0.4902,-0.1604,0.1604,UNDER,1775508283133,4,UNDER,0.69,
90128,2250069,2026-03-31,away,Aaron Civale,650644,2.49,3.5,0.2412,0.7588,0.4684,-0.2272,0.2272,UNDER,1775508283147,3,UNDER,-0.51,
90129,2250077,2026-04-01,away,Luis Severino,622663,2.55,3.5,0.2532,0.7468,0.5721,-0.3189,0.3189,UNDER,1775508284620,7,OVER,-4.45,
90130,2250077,2026-04-01,home,Chris Sale,519242,9.23,7.5,0.7027,0.2973,0.5434,0.1593,-0.1593,OVER,1775508284635,3,UNDER,6.23,
90132,2250078,2026-04-01,away,Nathan Eovaldi,543135,6.56,5.5,0.6401,0.3599,0.5805,0.0596,-0.0596,OVER,1775508284663,5,UNDER,1.56,
90131,2250078,2026-04-01,home,Trevor Rogers,669432,5.32,5.5,0.4393,0.5607,0.4363,0.0030,-0.0030,PASS,1775508284649,3,UNDER,2.32,
90134,2250079,2026-04-01,away,Paul Skenes,694973,8.73,7.5,0.6429,0.3571,0.4977,0.1452,-0.1452,OVER,1775508284691,5,UNDER,3.73,
90133,2250079,2026-04-01,home,Andrew Abbott,671096,4.97,5.5,0.3783,0.6217,0.3872,-0.0089,0.0089,PASS,1775508284677,5,UNDER,-0.03,
90136,2250080,2026-04-01,away,Cade Cavalli,676917,3.58,4.5,0.2902,0.7098,0.6318,-0.3416,0.3416,UNDER,1775508284725,3,UNDER,0.58,
90135,2250080,2026-04-01,home,Cristopher Sanchez,650911,8.32,6.5,0.7236,0.2764,0.4000,0.3236,-0.3236,OVER,1775508284710,7,OVER,1.32,
90137,2250081,2026-04-01,away,Kyle Freeland,607536,2.34,3.5,0.2092,0.7908,0.4844,-0.2752,0.2752,UNDER,1775508284739,6,OVER,-3.66,
90138,2250081,2026-04-01,home,Kevin Gausman,592332,7.09,7.5,0.4148,0.5852,0.6073,-0.1925,0.1925,UNDER,1775508284753,10,OVER,-2.91,
90139,2250082,2026-04-01,away,Shane Smith,681343,3.18,4.5,0.2159,0.7841,0.6360,-0.4201,0.4201,UNDER,1775508284767,1,UNDER,2.18,
90140,2250082,2026-04-01,home,Sandy Alcantara,645261,4.5,5.5,0.2977,0.7023,0.0255,0.2722,-0.2722,OVER,1775508284781,7,OVER,-2.5,
90141,2250083,2026-04-01,away,Freddy Peralta,642547,4.63,5.5,0.3201,0.6799,0.4267,-0.1066,0.1066,UNDER,1775508284798,7,OVER,-2.37,
90142,2250083,2026-04-01,home,Matthew Liberatore,669461,2.79,3.5,0.3056,0.6944,0.5630,-0.2574,0.2574,UNDER,1775508284813,2,UNDER,0.79,
90144,2250084,2026-04-01,away,Drew Rasmussen,656876,3.83,4.5,0.3378,0.6622,0.3916,-0.0538,0.0538,UNDER,1775508284841,8,OVER,-4.17,
90143,2250084,2026-04-01,home,Jacob Misiorowski,694819,5.98,6.5,0.3904,0.6096,0.4061,-0.0157,0.0157,PASS,1775508284827,7,OVER,-1.02,
90145,2250085,2026-04-01,away,Garrett Crochet,676979,8.47,7.5,0.6099,0.3901,0.5287,0.0812,-0.0812,OVER,1775508284855,7,UNDER,1.47,
90146,2250085,2026-04-01,home,Mike Burrows,681347,4.88,5.5,0.3636,0.6364,0.4997,-0.1361,0.1361,UNDER,1775508284869,6,OVER,-1.12,
90148,2250086,2026-04-01,away,Yusei Kikuchi,579328,3.4,4.5,0.2555,0.7445,0.5566,-0.3011,0.3011,UNDER,1775508284901,5,OVER,-1.6,
90147,2250086,2026-04-01,home,Matthew Boyd,571510,5.23,5.5,0.4247,0.5753,0.9540,-0.5293,0.5293,UNDER,1775508284883,10,OVER,-4.77,
90154,2250087,2026-04-01,away,Adrian Houser,605288,2.37,3.5,0.2160,0.7840,0.5224,-0.3064,0.3064,UNDER,1775508284987,4,OVER,-1.63,
90152,2250087,2026-04-01,home,Nick Pivetta,601713,4.85,5.5,0.3579,0.6421,0.4963,-0.1384,0.1384,UNDER,1775508284959,8,OVER,-3.15,
90151,2250088,2026-04-01,away,Cam Schlittler,693645,5.06,5.5,0.3944,0.6056,0.6500,-0.2556,0.2556,UNDER,1775508284945,7,OVER,-1.94,
90153,2250088,2026-04-01,home,George Kirby,669923,7.19,6.5,0.5789,0.4211,0.3865,0.1924,-0.1924,OVER,1775508284973,6,UNDER,1.19,
90156,2250089,2026-04-01,away,Joe Ryan,657746,4.27,5.5,0.2579,0.7421,0.4292,-0.1713,0.1713,UNDER,1775508285021,3,UNDER,1.27,
90155,2250089,2026-04-01,home,Noah Cameron,702070,3.84,4.5,0.3396,0.6604,0.5239,-0.1843,0.1843,UNDER,1775508285008,5,OVER,-1.16,
90157,2250090,2026-04-01,away,Gavin Williams,668909,4.5,5.5,0.2976,0.7024,0.5109,-0.2133,0.2133,UNDER,1775508285035,10,OVER,-5.5,
90158,2250090,2026-04-01,home,Yoshinobu Yamamoto,808967,7.12,6.5,0.5686,0.4314,0.4891,0.0795,-0.0795,OVER,1775508285058,2,UNDER,5.12,
90150,2252360,2026-04-01,away,Tarik Skubal,669373,6.47,6.5,0.4684,0.5316,0.5615,-0.0931,0.0931,UNDER,1775508284931,3,UNDER,3.47,
90149,2252360,2026-04-01,home,Zac Gallen,668678,4.91,5.5,0.3675,0.6325,0.3798,-0.0123,0.0123,PASS,1775508284917,2,UNDER,2.91,
90160,2250091,2026-04-02,away,Taj Bradley,671737,2.96,4.5,0.1776,0.8224,0.1955,-0.0179,0.0179,PASS,1775508286316,3,UNDER,-0.04,
90159,2250091,2026-04-02,home,Cole Ragans,666142,8.96,7.5,0.6711,0.3289,0.5283,0.1428,-0.1428,OVER,1775508286306,8,OVER,0.96,
90163,2250093,2026-04-02,away,David Peterson,656849,4.43,4.5,0.4538,0.5462,0.6230,-0.1692,0.1692,UNDER,1775508286349,5,OVER,-0.57,
90164,2250093,2026-04-02,home,Robbie Ray,592662,4.4,5.5,0.2803,0.7197,0.3932,-0.1129,0.1129,UNDER,1775508286364,7,OVER,-2.6,
90162,2252367,2026-04-02,away,Reynaldo Lopez,625643,3.71,4.5,0.3147,0.6853,0.5806,-0.2659,0.2659,UNDER,1775508286337,3,UNDER,0.71,
90161,2252367,2026-04-02,home,Ryne Nelson,669194,3.75,4.5,0.3220,0.6780,0.4905,-0.1685,0.1685,UNDER,1775508286327,3,UNDER,0.75,
60051,2250094,2026-04-03,away,Emmet Sheehan,686218,7.88,5.5,0.7549,0.2451,0.3609,0.2095,-0.2787,EDGE,1775249784823,2,UNDER,5.88,8.0
60052,2250094,2026-04-03,home,Miles Mikolas,571945,6.1,3.5,0.8234,0.1766,0.4322,0.3688,-0.4387,EDGE,1775249784823,4,OVER,2.1,6.0
60053,2250095,2026-04-03,away,Michael McGreevy,700241,4.51,3.5,0.6364,0.3636,0.4835,0.053,-0.1242,EDGE,1775249784823,4,OVER,0.51,4.5
60054,2250095,2026-04-03,home,Framber Valdez,664285,6.56,5.5,0.6133,0.3867,0.5302,0.0895,-0.1587,EDGE,1775249784823,5,UNDER,1.56,6.5
60055,2250096,2026-04-03,away,Eury Perez,671734,5.53,6.5,0.3271,0.6729,0.6065,-0.1491,0.0794,EDGE,1775249784823,4,UNDER,1.53,5.5
60056,2250096,2026-04-03,home,Will Warren,701542,6.83,4.5,0.7714,0.2286,0.4074,0.1635,-0.2239,EDGE,1775249784823,6,OVER,0.83,7.0
60057,2250097,2026-04-03,away,Michael King,650633,5.65,5.5,0.4858,0.5142,0.4676,-0.0887,0.0192,NEUTRAL,1775249784823,5,UNDER,0.65,5.5
60058,2250097,2026-04-03,home,Sonny Gray,543243,7.32,5.5,0.6982,0.3018,0.6345,0.1884,-0.2634,EDGE,1775249784823,3,UNDER,4.32,7.5
60059,2250098,2026-04-03,away,Brady Singer,663903,5.73,5.5,0.4966,0.5034,0.8156,0.0315,-0.1044,EDGE,1775249784823,5,UNDER,0.73,5.5
60060,2250098,2026-04-03,home,MacKenzie Gore,669022,6.27,6.5,0.4319,0.5682,0.8701,-0.1599,0.092,EDGE,1775249784823,9,OVER,-2.73,6.5
60061,2250099,2026-04-03,away,Cade Horton,690990,7.43,3.5,0.9088,0.0912,0.4009,0.3169,-0.3805,EDGE,1775249784823,0,UNDER,7.43,7.5
60062,2250099,2026-04-03,home,Joey Cantillo,676282,5.75,4.5,0.4992,0.5008,0.4190,0.0405,-0.1055,EDGE,1775249784823,6,OVER,-0.25,5.5
60065,2250100,2026-04-03,away,Joe Boyle,671212,6.85,5.5,0.6477,0.3523,0.5038,0.1064,-0.176,EDGE,1775249784823,9,OVER,-2.15,7.0
60066,2250100,2026-04-03,home,Bailey Ober,641927,5.7,3.5,0.7874,0.2126,0.8350,0.1578,-0.2222,EDGE,1775249784823,4,OVER,1.7,5.5
60063,2250101,2026-04-03,away,Aaron Nola,605400,5.81,5.5,0.5082,0.4918,0.4185,-0.095,0.0245,NEUTRAL,1775249784823,9,OVER,-3.19,6.0
60064,2250101,2026-04-03,home,Michael Lorenzen,547179,5.76,4.5,0.652,0.3481,0.4284,0.1974,-0.2628,EDGE,1775249784823,2,UNDER,3.76,6.0
60067,2250102,2026-04-03,away,Kyle Bradish,680694,8.93,5.5,0.8377,0.1623,0.7891,0.2269,-0.3094,EDGE,1775249784823,6,OVER,2.93,9.0
60068,2250102,2026-04-03,home,Mitch Keller,656605,6.46,4.5,0.735,0.265,0.5796,0.1272,-0.1896,EDGE,1775249784823,4,UNDER,2.46,6.5
60071,2250104,2026-04-03,away,Bryan Woo,693433,8.18,7.5,0.5476,0.4524,0.6217,0.0714,-0.1274,EDGE,1775249784823,6,UNDER,2.18,8.0
60072,2250104,2026-04-03,home,Reid Detmers,672282,7.49,6.5,0.5909,0.4091,0.5937,0.1214,-0.1909,EDGE,1775249784823,4,UNDER,3.49,7.5
60073,2250105,2026-04-03,away,Cristian Javier,664299,3.83,4.5,0.3393,0.6607,0.6288,-0.2062,0.1369,EDGE,1775249784823,2,UNDER,1.83,4.0
