modelVersion,gameId,gameDate,side,mlbamId,playerName,projValue,line,pOver,mu_used,k_factor,expected_projValue,projValue_abs_diff,expected_pOver,abs_diff,check
wf-19288f01-p1,2250824,2026-05-30,away,666200,Jesús Luzardo,8.6718,3.5,0.85000,8.6718,,,,0.85,0.0,PASS
wf-19288f01-p1,2250824,2026-05-30,home,808963,Roki Sasaki,3.9622,6.5,0.10677,3.9622,,,,0.106773,2.72e-06,PASS
wf-19288f01-p1,2253148,2026-05-30,away,669194,Ryne Nelson,3.8862,4.5,0.34895,3.8862,,,,0.348942,7.51e-06,PASS
wf-19288f01-p1,2253148,2026-05-30,home,693433,Bryan Woo,7.7712,4.5,0.85000,7.7712,,,,0.85,0.0,PASS
wf-19288f01-p1,2250825,2026-05-31,away,693686,Spencer Miles,4.2494,3.5,0.61368,4.2494,,,,0.613679,1.07e-06,PASS
wf-19288f01-p1,2250825,2026-05-31,home,680694,Kyle Bradish,4.9054,5.5,0.36744,4.9054,,,,0.367445,5.13e-06,PASS
wf-19288f01-p1,2250826,2026-05-31,away,656288,Griffin Canning,3.7345,4.5,0.31945,3.7345,,,,0.31945,3.6e-07,PASS
wf-19288f01-p1,2250826,2026-05-31,home,641793,Zack Littell,1.9002,5.5,0.03000,1.9002,,,,0.03,0.0,PASS
wf-19288f01-p1,2250827,2026-05-31,away,805673,Zebby Matthews,6.8537,5.5,0.68022,6.8537,,,,0.680218,2.15e-06,PASS
wf-19288f01-p1,2250827,2026-05-31,home,677952,Braxton Ashcraft,8.3629,5.5,0.83979,8.3629,,,,0.839794,3.85e-06,PASS
wf-19288f01-p1,2250828,2026-05-31,away,624133,Ranger Suarez,6.3316,4.5,0.75689,6.3316,,,,0.756883,6.93e-06,PASS
wf-19288f01-p1,2250828,2026-05-31,home,676440,Tanner Bibee,3.6536,4.5,0.30383,3.6536,,,,0.30384,1.014e-05,PASS
wf-19288f01-p1,2250829,2026-05-31,away,686799,Jack Kochanowicz,3.6500,6.5,0.07747,3.65,,,,0.077473,2.62e-06,PASS
wf-19288f01-p1,2250829,2026-05-31,home,663556,Shane McClanahan,7.7400,4.5,0.85000,7.74,,,,0.85,0.0,PASS
wf-19288f01-p1,2250830,2026-05-31,away,675911,Spencer Strider,5.0769,6.5,0.24914,5.0769,,,,0.249145,5.32e-06,PASS
wf-19288f01-p1,2250830,2026-05-31,home,666157,Nick Lodolo,2.9887,6.5,0.03294,2.9887,,,,0.032942,2.12e-06,PASS
wf-19288f01-p1,2250831,2026-05-31,away,667463,John King,2.3327,,,,,,,,,
wf-19288f01-p1,2250831,2026-05-31,home,690997,Nolan McLean,7.1173,1.5,0.85000,7.1173,,,,0.85,0.0,PASS
wf-19288f01-p1,2250832,2026-05-31,away,672456,Keider Montero,3.3556,3.5,0.43192,3.3556,,,,0.431912,8.22e-06,PASS
wf-19288f01-p1,2250832,2026-05-31,home,680732,Sean Burke,6.5786,3.5,0.85000,6.5786,,,,0.85,0.0,PASS
wf-19288f01-p1,2250833,2026-05-31,away,694819,Jacob Misiorowski,12.5588,3.5,0.85000,12.5588,,,,0.85,0.0,PASS
wf-19288f01-p1,2250833,2026-05-31,home,837227,Tatsuya Imai,2.7098,4.5,0.13855,2.7098,,,,0.138554,3.96e-06,PASS
wf-19288f01-p1,2250834,2026-05-31,away,608379,Michael Wacha,5.6118,3.5,0.81065,5.6118,,,,0.810651,1.26e-06,PASS
wf-19288f01-p1,2250834,2026-05-31,home,683004,Jack Leiter,5.5985,6.5,0.32950,5.5985,,,,0.329505,4.62e-06,PASS
wf-19288f01-p1,2250835,2026-05-31,away,592662,Robbie Ray,3.6290,5.5,0.15990,3.629,,,,0.159897,3.43e-06,PASS
wf-19288f01-p1,2250835,2026-05-31,home,685299,Tanner Gordon,4.4792,4.5,0.46395,4.4792,,,,0.463944,6.08e-06,PASS
wf-19288f01-p1,2250836,2026-05-31,away,701542,Will Warren,6.9064,5.5,0.68717,6.9064,,,,0.687178,7.99e-06,PASS
wf-19288f01-p1,2250836,2026-05-31,home,682052,Jacob Lopez,2.4837,3.5,0.23895,2.4837,,,,0.238945,4.72e-06,PASS
wf-19288f01-p1,2250837,2026-05-31,away,691725,Andrew Painter,3.5224,3.5,0.46820,3.5224,,,,0.468193,6.9e-06,PASS
wf-19288f01-p1,2250837,2026-05-31,home,808967,Yoshinobu Yamamoto,6.1192,5.5,0.57326,6.1192,,,,0.573272,1.156e-05,PASS
wf-19288f01-p1,2250838,2026-05-31,away,696136,Jordan Wicks,4.0019,3.5,0.56691,4.0019,,,,0.566901,9.01e-06,PASS
wf-19288f01-p1,2250838,2026-05-31,home,669461,Matthew Liberatore,5.3027,3.5,0.77493,5.3027,,,,0.774925,5.35e-06,PASS
wf-19288f01-p1,2253162,2026-05-31,away,518876,Merrill Kelly,3.4107,3.5,0.44398,3.4107,,,,0.443981,6.7e-07,PASS
wf-19288f01-p1,2253162,2026-05-31,home,682243,Bryce Miller,5.8899,4.5,0.69993,5.8899,,,,0.699936,5.99e-06,PASS
wf-19288f01-p1,2250839,2026-06-01,away,680744,Ty Madden,4.6492,5.5,0.32274,4.6492,,,,0.322746,6.13e-06,PASS
wf-19288f01-p1,2250839,2026-06-01,home,643377,Griffin Jax,2.9569,4.5,0.17755,2.9569,,,,0.177547,2.63e-06,PASS
wf-19288f01-p1,2250840,2026-06-01,away,645261,Sandy Alcantara,4.0451,3.5,0.57530,4.0451,,,,0.575291,9.12e-06,PASS
wf-19288f01-p1,2250840,2026-06-01,home,676917,Cade Cavalli,7.5289,3.5,0.85000,7.5289,,,,0.85,0.0,PASS
wf-19288f01-p1,2250841,2026-06-01,away,679883,Luinder Avila,3.4043,5.5,0.13000,3.4043,,,,0.130002,1.53e-06,PASS
wf-19288f01-p1,2250841,2026-06-01,home,680689,Lyon Richardson,4.2280,,,,,,,,,
wf-19288f01-p1,2250842,2026-06-01,away,689818,David Sandlin,5.6546,4.5,0.66606,5.6546,,,,0.666059,1.32e-06,PASS
wf-19288f01-p1,2250842,2026-06-01,home,657746,Joe Ryan,8.5021,4.5,0.85000,8.5021,,,,0.85,0.0,PASS
wf-19288f01-p1,2250843,2026-06-01,away,694738,Landen Roupp,9.0431,4.5,0.85000,9.0431,,,,0.85,0.0,PASS
wf-19288f01-p1,2250843,2026-06-01,home,675660,Shane Drohan,4.0993,6.5,0.12127,4.0993,,,,0.121275,5.23e-06,PASS
wf-19288f01-p1,2250844,2026-06-01,away,594798,Jacob deGrom,5.5370,5.5,0.47741,5.537,,,,0.477412,2.25e-06,PASS
wf-19288f01-p1,2250844,2026-06-01,home,700241,Michael McGreevy,3.9279,4.5,0.35709,3.9279,,,,0.35708,9.8e-06,PASS
wf-19288f01-p1,2250845,2026-06-01,away,607536,Kyle Freeland,3.5170,3.5,0.46702,3.517,,,,0.467031,1.119e-05,PASS
wf-19288f01-p1,2250845,2026-06-01,home,667755,José Soriano,7.3517,5.5,0.74195,7.3517,,,,0.741941,8.76e-06,PASS
wf-19288f01-p1,2250846,2026-06-01,away,681810,Austin Warren,5.3648,1.5,0.85000,5.3648,,,,0.85,0.0,PASS
wf-19288f01-p1,2250846,2026-06-01,home,676106,Emerson Hancock,7.1214,6.5,0.56821,7.1214,,,,0.568217,6.6e-06,PASS
wf-19288f01-p1,2253172,2026-06-01,away,686218,Emmet Sheehan,6.4173,3.5,0.85000,6.4173,,,,0.85,0.0,PASS
wf-19288f01-p1,2253172,2026-06-01,home,593958,Eduardo Rodriguez,5.1658,4.5,0.58809,5.1658,,,,0.588102,1.169e-05,PASS
wf-19288f01-p1,2250847,2026-06-02,away,656427,Jack Flaherty,5.5069,3.5,0.79908,5.5069,,,,0.799082,1.5e-06,PASS
wf-19288f01-p1,2250847,2026-06-02,home,571927,Steven Matz,2.8551,4.5,0.16100,2.8551,,,,0.161005,5.03e-06,PASS
wf-19288f01-p1,2250848,2026-06-02,away,681190,Randy Vásquez,3.4127,3.5,0.44442,3.4127,,,,0.444417,2.71e-06,PASS
wf-19288f01-p1,2250848,2026-06-02,home,605400,Aaron Nola,4.7242,6.5,0.19870,4.7242,,,,0.198701,1.11e-06,PASS
wf-19288f01-p1,2250849,2026-06-02,away,669358,Shane Baz,5.0977,3.5,0.74842,5.0977,,,,0.748422,1.57e-06,PASS
wf-19288f01-p1,2250849,2026-06-02,home,813349,Connelly Early,5.5021,6.5,0.31430,5.5021,,,,0.314294,6e-06,PASS
wf-19288f01-p1,2250850,2026-06-02,away,669199,Lake Bachar,6.9623,,,,,,,,,
wf-19288f01-p1,2250850,2026-06-02,home,663992,Richard Lovelady,2.3899,,,,,,,,,
wf-19288f01-p1,2250851,2026-06-02,away,676282,Joey Cantillo,3.8685,6.5,0.09743,3.8685,,,,0.097427,2.7e-06,PASS
wf-19288f01-p1,2250851,2026-06-02,home,693645,Cam Schlittler,8.5308,5.5,0.85000,8.5308,,,,0.85,0.0,PASS
wf-19288f01-p1,2250852,2026-06-02,away,702070,Noah Cameron,6.6577,4.5,0.79343,6.6577,,,,0.793432,1.87e-06,PASS
wf-19288f01-p1,2250852,2026-06-02,home,671096,Andrew Abbott,2.6206,6.5,0.03000,2.6206,,,,0.03,0.0,PASS
wf-19288f01-p1,2250853,2026-06-02,away,592332,Kevin Gausman,7.3893,3.5,0.85000,7.3893,,,,0.85,0.0,PASS
wf-19288f01-p1,2250853,2026-06-02,home,693821,Bryce Elder,5.5062,4.5,0.64344,5.5062,,,,0.643447,7.26e-06,PASS
wf-19288f01-p1,2250854,2026-06-02,away,663436,Davis Martin,9.5209,3.5,0.85000,9.5209,,,,0.85,0.0,PASS
wf-19288f01-p1,2250854,2026-06-02,home,687570,Connor Prielipp,5.0239,5.5,0.38823,5.0239,,,,0.388233,2.94e-06,PASS
wf-19288f01-p1,2250855,2026-06-02,away,686790,Trevor McDonald,7.6526,5.5,0.77483,7.6526,,,,0.774831,1.24e-06,PASS
wf-19288f01-p1,2250855,2026-06-02,home,690986,Kyle Harrison,8.0138,6.5,0.68830,8.0138,,,,0.688308,8.32e-06,PASS
wf-19288f01-p1,2250856,2026-06-02,away,543135,Nathan Eovaldi,6.3907,5.5,0.61487,6.3907,,,,0.614872,2.27e-06,PASS
wf-19288f01-p1,2250856,2026-06-02,home,669160,Dustin May,5.8275,3.5,0.83273,5.8275,,,,0.832727,3.38e-06,PASS
wf-19288f01-p1,2250857,2026-06-02,away,695611,Gage Jump,4.7085,4.5,0.50696,4.7085,,,,0.506962,2.08e-06,PASS
wf-19288f01-p1,2250857,2026-06-02,home,592791,Jameson Taillon,3.2322,4.5,0.22514,3.2322,,,,0.225145,4.83e-06,PASS
wf-19288f01-p1,2250858,2026-06-02,away,696149,Bubba Chandler,4.1482,7.5,0.06045,4.1482,,,,0.060452,1.51e-06,PASS
wf-19288f01-p1,2250858,2026-06-02,home,681347,Mike Burrows,4.0532,5.5,0.22324,4.0532,,,,0.223239,1.27e-06,PASS
wf-19288f01-p1,2250859,2026-06-02,away,608372,Tomoyuki Sugano,2.0393,4.5,0.05627,2.0393,,,,0.056268,1.53e-06,PASS
wf-19288f01-p1,2250859,2026-06-02,home,680570,Grayson Rodriguez,4.1335,4.5,0.39722,4.1335,,,,0.397225,5.5e-06,PASS
wf-19288f01-p1,2250860,2026-06-02,away,623211,Huascar Brazobán,3.0984,,,,,,,,,
wf-19288f01-p1,2250860,2026-06-02,home,669302,Logan Gilbert,5.2547,5.5,0.42864,5.2547,,,,0.428637,3.19e-06,PASS
wf-19288f01-p1,2253187,2026-06-02,away,641778,Eric Lauer,1.6902,3.5,0.09173,1.6902,,,,0.091729,1.02e-06,PASS
wf-19288f01-p1,2253187,2026-06-02,home,647336,Michael Soroka,7.2914,4.5,0.85000,7.2914,,,,0.85,0.0,PASS
wf-19288f01-p1,2250861,2026-06-03,away,676974,Max Meyer,7.7338,5.5,0.78315,7.7338,,,,0.783145,4.95e-06,PASS
wf-19288f01-p1,2250861,2026-06-03,home,674841,Andrew Alvarez,5.4783,4.5,0.63910,5.4783,,,,0.639091,9.26e-06,PASS
wf-19288f01-p1,2250862,2026-06-03,away,675512,Troy Melton,2.2555,3.5,0.19166,2.2555,,,,0.191668,8.41e-06,PASS
wf-19288f01-p1,2250862,2026-06-03,home,607259,Nick Martinez,4.8440,4.5,0.53173,4.844,,,,0.531721,9.22e-06,PASS
wf-19288f01-p1,2250863,2026-06-03,away,607200,Erick Fedde,2.1528,3.5,0.17144,2.1528,,,,0.171448,7.56e-06,PASS
wf-19288f01-p1,2250863,2026-06-03,home,671737,Taj Bradley,7.0257,5.5,0.70256,7.0257,,,,0.702562,1.98e-06,PASS
wf-19288f01-p1,2250864,2026-06-03,away,642547,Freddy Peralta,5.5891,5.5,0.48628,5.5891,,,,0.486288,8.14e-06,PASS
wf-19288f01-p1,2250864,2026-06-03,home,669923,George Kirby,5.7254,5.5,0.50926,5.7254,,,,0.50927,9.78e-06,PASS
wf-19288f01-p1,2250865,2026-06-03,away,621111,Walker Buehler,4.1474,3.5,0.59478,4.1474,,,,0.594784,4.15e-06,PASS
wf-19288f01-p1,2250865,2026-06-03,home,650911,Cristopher Sánchez,10.6452,6.5,0.85000,10.6452,,,,0.85,0.0,PASS
wf-19288f01-p1,2250866,2026-06-03,away,605135,Chris Bassitt,3.1301,4.5,0.20705,3.1301,,,,0.207051,8.9e-07,PASS
wf-19288f01-p1,2250866,2026-06-03,home,801139,Payton Tolle,9.7058,3.5,0.85000,9.7058,,,,0.85,0.0,PASS
wf-19288f01-p1,2250867,2026-06-03,away,668909,Gavin Williams,10.0364,4.5,0.85000,10.0364,,,,0.85,0.0,PASS
wf-19288f01-p1,2250867,2026-06-03,home,543037,Gerrit Cole,7.7073,5.5,0.78046,7.7073,,,,0.780458,2.24e-06,PASS
wf-19288f01-p1,2250868,2026-06-03,away,663568,Stephen Kolek,3.9343,4.5,0.35832,3.9343,,,,0.35833,9.79e-06,PASS
wf-19288f01-p1,2250868,2026-06-03,home,695505,Chase Burns,7.7858,6.5,0.65977,7.7858,,,,0.65977,3.3e-07,PASS
wf-19288f01-p1,2250869,2026-06-03,away,571578,Patrick Corbin,3.5088,3.5,0.46527,3.5088,,,,0.465265,4.95e-06,PASS
wf-19288f01-p1,2250869,2026-06-03,home,656550,Grant Holmes,3.6264,7.5,0.03193,3.6264,,,,0.031925,5.12e-06,PASS
wf-19288f01-p1,2250870,2026-06-03,away,657277,Logan Webb,6.2932,3.5,0.85000,6.2932,,,,0.85,0.0,PASS
wf-19288f01-p1,2250870,2026-06-03,home,688107,Robert Gasser,2.5268,,,,,,,,,
wf-19288f01-p1,2250871,2026-06-03,away,669022,MacKenzie Gore,4.8946,5.5,0.36556,4.8946,,,,0.365552,8e-06,PASS
wf-19288f01-p1,2250871,2026-06-03,home,669467,Andre Pallante,3.7119,3.5,0.50832,3.7119,,,,0.508328,7.72e-06,PASS
wf-19288f01-p1,2250872,2026-06-03,away,605488,Jeffrey Springs,3.8967,3.5,0.54610,3.8967,,,,0.546093,7.41e-06,PASS
wf-19288f01-p1,2250872,2026-06-03,home,607067,Colin Rea,3.5228,6.5,0.06706,3.5228,,,,0.06706,2.6e-07,PASS
wf-19288f01-p1,2250873,2026-06-03,away,694973,Paul Skenes,8.6209,5.5,0.85000,8.6209,,,,0.85,0.0,PASS
wf-19288f01-p1,2250873,2026-06-03,home,681293,Spencer Arrighetti,6.3353,5.5,0.60656,6.3353,,,,0.60657,9.59e-06,PASS
wf-19288f01-p1,2250874,2026-06-03,away,547179,Michael Lorenzen,3.1842,4.5,0.21658,3.1842,,,,0.216579,7.8e-07,PASS
wf-19288f01-p1,2250874,2026-06-03,home,700712,Walbert Ureña,5.2496,4.5,0.60215,5.2496,,,,0.60216,9.87e-06,PASS
wf-19288f01-p1,2253203,2026-06-03,away,660271,Shohei Ohtani,9.6515,3.5,0.85000,9.6515,,,,0.85,0.0,PASS
wf-19288f01-p1,2253203,2026-06-03,home,668678,Zac Gallen,2.8916,4.5,0.16686,2.8916,,,,0.166863,3.01e-06,PASS
wf-19288f01-p1,2250875,2026-06-04,away,608337,Lucas Giolito,1.3785,5.5,0.03000,1.3785,,,,0.03,0.0,PASS
wf-19288f01-p1,2250875,2026-06-04,home,554430,Zack Wheeler,6.5629,6.5,0.48336,6.5629,,,,0.483357,2.79e-06,PASS
wf-19288f01-p1,2250876,2026-06-04,away,669432,Trevor Rogers,2.4896,3.5,0.24019,2.4896,,,,0.240203,1.306e-05,PASS
wf-19288f01-p1,2250876,2026-06-04,home,678394,Brayan Bello,2.0784,5.5,0.03000,2.0784,,,,0.03,0.0,PASS
wf-19288f01-p1,2250877,2026-06-04,away,677944,Slade Cecconi,4.7403,6.5,0.20091,4.7403,,,,0.200913,2.72e-06,PASS
wf-19288f01-p1,2250877,2026-06-04,home,607074,Carlos Rodón,5.2123,6.5,0.26947,5.2123,,,,0.269472,1.62e-06,PASS
wf-19288f01-p1,2250878,2026-06-04,away,605288,Adrian Houser,2.8117,5.5,0.06613,2.8117,,,,0.066135,5.4e-06,PASS
wf-19288f01-p1,2250878,2026-06-04,home,689441,Coleman Crow,2.7902,4.5,0.15081,2.7902,,,,0.150801,9.08e-06,PASS
wf-19288f01-p1,2250879,2026-06-04,away,689254,Mason Fluharty,5.1972,,,,,,,,,
wf-19288f01-p1,2250879,2026-06-04,home,519242,Chris Sale,10.3409,4.5,0.85000,10.3409,,,,0.85,0.0,PASS
wf-19288f01-p1,2250880,2026-06-04,away,607625,Seth Lugo,5.9301,4.5,0.70547,5.9301,,,,0.705478,8.22e-06,PASS
wf-19288f01-p1,2250880,2026-06-04,home,702193,Andrew Morris,3.6693,5.5,0.16555,3.6693,,,,0.165549,5.5e-07,PASS
wf-19288f01-p1,2250881,2026-06-04,away,669372,J.T. Ginn,5.3045,3.5,0.77515,5.3045,,,,0.775147,2.76e-06,PASS
wf-19288f01-p1,2250881,2026-06-04,home,684007,Shota Imanaga,4.7875,4.5,0.52146,4.7875,,,,0.521464,3.52e-06,PASS
wf-19288f01-p1,2250882,2026-06-04,away,683003,Jared Jones,4.0539,4.5,0.38168,4.0539,,,,0.381692,1.207e-05,PASS
wf-19288f01-p1,2250882,2026-06-04,home,678906,Kai-Wei Teng,5.1367,4.5,0.58316,5.1367,,,,0.583157,3.37e-06,PASS
wf-19288f01-p1,2253212,2026-06-04,away,680736,Justin Wrobleski,4.1610,5.5,0.24051,4.161,,,,0.240512,1.85e-06,PASS
wf-19288f01-p1,2253212,2026-06-04,home,669194,Ryne Nelson,3.2079,3.5,0.39924,3.2079,,,,0.399239,1.5e-06,PASS
wf-19288f01-p1,2250883,2026-06-05,away,592662,Robbie Ray,3.3106,4.5,0.23934,3.3106,,,,0.239344,3.66e-06,PASS
wf-19288f01-p1,2250883,2026-06-05,home,665795,Edward Cabrera,3.9084,4.5,0.35327,3.9084,,,,0.353274,3.79e-06,PASS
wf-19288f01-p1,2250884,2026-06-05,away,693433,Bryan Woo,8.7661,4.5,0.85000,8.7661,,,,0.85,0.0,PASS
wf-19288f01-p1,2250884,2026-06-05,home,664285,Framber Valdez,4.4741,3.5,0.65332,4.4741,,,,0.653315,4.59e-06,PASS
wf-19288f01-p1,2250885,2026-06-05,away,641743,Anthony Kay,3.5765,4.5,0.28908,3.5765,,,,0.289074,6.19e-06,PASS
wf-19288f01-p1,2250885,2026-06-05,home,666200,Jesús Luzardo,9.2590,4.5,0.85000,9.259,,,,0.85,0.0,PASS
wf-19288f01-p1,2250886,2026-06-05,away,543243,Sonny Gray,6.1637,4.5,0.73626,6.1637,,,,0.736258,2.22e-06,PASS
wf-19288f01-p1,2250886,2026-06-05,home,677960,Ryan Weathers,6.0956,5.5,0.56955,6.0956,,,,0.569551,1.06e-06,PASS
wf-19288f01-p1,2250887,2026-06-05,away,687064,Brandon Young,3.7971,5.5,0.18402,3.7971,,,,0.184016,4.43e-06,PASS
wf-19288f01-p1,2250887,2026-06-05,home,702056,Trey Yesavage,8.2474,6.5,0.71590,8.2474,,,,0.7159,8e-08,PASS
wf-19288f01-p1,2250888,2026-06-05,away,656876,Drew Rasmussen,5.2871,5.5,0.43428,5.2871,,,,0.434282,1.78e-06,PASS
wf-19288f01-p1,2250888,2026-06-05,home,687473,Ryan Gusto,4.9636,1.5,0.85000,4.9636,,,,0.85,0.0,PASS
wf-19288f01-p1,2250889,2026-06-05,away,656605,Mitch Keller,4.7923,5.5,0.34766,4.7923,,,,0.347648,1.178e-05,PASS
wf-19288f01-p1,2250889,2026-06-05,home,527048,Martín Pérez,5.0113,6.5,0.23947,5.0113,,,,0.239471,7.1e-07,PASS
wf-19288f01-p1,2250890,2026-06-05,away,678022,Jack Perkins,6.8435,,,,,,,,,
wf-19288f01-p1,2250890,2026-06-05,home,663567,Peter Lambert,6.2706,4.5,0.74954,6.2706,,,,0.749534,6.35e-06,PASS
wf-19288f01-p1,2250891,2026-06-05,away,663903,Brady Singer,2.4409,4.5,0.10107,2.4409,,,,0.101067,2.64e-06,PASS
wf-19288f01-p1,2250891,2026-06-05,home,681517,Kyle Leahy,4.4050,4.5,0.44978,4.405,,,,0.449775,5.35e-06,PASS
wf-19288f01-p1,2250892,2026-06-05,away,800048,Parker Messick,9.0474,4.5,0.85000,9.0474,,,,0.85,0.0,PASS
wf-19288f01-p1,2250892,2026-06-05,home,677958,Kumar Rocker,3.1122,5.5,0.09565,3.1122,,,,0.09565,5e-08,PASS
wf-19288f01-p1,2250893,2026-06-05,away,608379,Michael Wacha,5.9663,4.5,0.71041,5.9663,,,,0.710407,2.67e-06,PASS
wf-19288f01-p1,2250893,2026-06-05,home,805673,Zebby Matthews,5.5219,5.5,0.47482,5.5219,,,,0.474831,1.12e-05,PASS
wf-19288f01-p1,2250894,2026-06-05,away,687075,Brandon Sproat,4.2873,8.5,0.03120,4.2873,,,,0.031202,1.55e-06,PASS
wf-19288f01-p1,2250894,2026-06-05,home,663372,Ryan Feltner,2.4103,3.5,0.22343,2.4103,,,,0.223433,2.69e-06,PASS
wf-19288f01-p1,2250895,2026-06-05,away,681035,Christian Scott,7.8582,5.5,0.79542,7.8582,,,,0.795427,6.55e-06,PASS
wf-19288f01-p1,2250895,2026-06-05,home,650633,Michael King,5.6623,4.5,0.66721,5.6623,,,,0.667206,4.13e-06,PASS
wf-19288f01-p1,2250896,2026-06-05,away,672282,Reid Detmers,9.1879,,,,,,,,,
wf-19288f01-p1,2250896,2026-06-05,home,808963,Roki Sasaki,5.1208,6.5,0.25569,5.1208,,,,0.255685,5.01e-06,PASS
wf-19288f01-p1,2253225,2026-06-05,away,656492,Foster Griffin,3.8383,3.5,0.53433,3.8383,,,,0.534319,1.102e-05,PASS
wf-19288f01-p1,2253225,2026-06-05,home,518876,Merrill Kelly,2.6861,4.5,0.13503,2.6861,,,,0.135031,5.4e-07,PASS
wf-19288f01-p1,2250897,2026-06-06,away,682243,Bryce Miller,7.2136,4.5,0.84561,7.2136,,,,0.845618,7.89e-06,PASS
wf-19288f01-p1,2250897,2026-06-06,home,672456,Keider Montero,3.8296,4.5,0.33792,3.8296,,,,0.337914,6.33e-06,PASS
wf-19288f01-p1,2250898,2026-06-06,away,679883,Luinder Avila,3.7644,3.5,0.51921,3.7644,,,,0.519205,5.22e-06,PASS
wf-19288f01-p1,2250898,2026-06-06,home,657746,Joe Ryan,8.5631,5.5,0.85000,8.5631,,,,0.85,0.0,PASS
wf-19288f01-p1,2250899,2026-06-06,away,666157,Nick Lodolo,2.6147,4.5,0.12466,2.6147,,,,0.124664,3.62e-06,PASS
wf-19288f01-p1,2250899,2026-06-06,home,669461,Matthew Liberatore,5.7623,4.5,0.68186,5.7623,,,,0.681868,8.32e-06,PASS
wf-19288f01-p1,2250900,2026-06-06,away,694738,Landen Roupp,8.9426,4.5,0.85000,8.9426,,,,0.85,0.0,PASS
wf-19288f01-p1,2250900,2026-06-06,home,676962,Ben Brown,7.0367,5.5,0.70395,7.0367,,,,0.703954,4.33e-06,PASS
wf-19288f01-p1,2250901,2026-06-06,away,680694,Kyle Bradish,5.1472,5.5,0.40985,5.1472,,,,0.40985,2.3e-07,PASS
wf-19288f01-p1,2250901,2026-06-06,home,680755,Braydon Fisher,5.1241,,,,,,,,,
wf-19288f01-p1,2250902,2026-06-06,away,685126,Brandon Eisert,3.8414,1.5,0.85000,3.8414,,,,0.85,0.0,PASS
wf-19288f01-p1,2250902,2026-06-06,home,691725,Andrew Painter,2.9518,4.5,0.17671,2.9518,,,,0.176704,6.25e-06,PASS
wf-19288f01-p1,2250903,2026-06-06,away,695034,Kade Morris,4.8932,,,,,,,,,
wf-19288f01-p1,2250903,2026-06-06,home,837227,Tatsuya Imai,2.6242,4.5,0.12602,2.6242,,,,0.126021,1.12e-06,PASS
wf-19288f01-p1,2250904,2026-06-06,away,677952,Braxton Ashcraft,9.1872,5.5,0.85000,9.1872,,,,0.85,0.0,PASS
wf-19288f01-p1,2250904,2026-06-06,home,675911,Spencer Strider,6.3619,6.5,0.45162,6.3619,,,,0.451622,2.05e-06,PASS
wf-19288f01-p1,2250905,2026-06-06,away,663556,Shane McClanahan,7.2704,5.5,0.73249,7.2704,,,,0.732486,3.73e-06,PASS
wf-19288f01-p1,2250905,2026-06-06,home,669199,Lake Bachar,3.2268,2.5,0.62566,3.2268,,,,0.625661,1.34e-06,PASS
wf-19288f01-p1,2250906,2026-06-06,away,676440,Tanner Bibee,3.6555,4.5,0.30421,3.6555,,,,0.304206,4.5e-06,PASS
wf-19288f01-p1,2250906,2026-06-06,home,683004,Jack Leiter,6.0744,5.5,0.56620,6.0744,,,,0.566195,4.57e-06,PASS
wf-19288f01-p1,2250908,2026-06-06,away,694819,Jacob Misiorowski,12.6202,8.5,0.85000,12.6202,,,,0.85,0.0,PASS
wf-19288f01-p1,2250908,2026-06-06,home,688642,Zach Agnos,3.1001,,,,,,,,,
wf-19288f01-p1,2250909,2026-06-06,away,686799,Jack Kochanowicz,3.1540,3.5,0.38724,3.154,,,,0.387226,1.373e-05,PASS
wf-19288f01-p1,2250909,2026-06-06,home,808967,Yoshinobu Yamamoto,8.5033,7.5,0.61483,8.5033,,,,0.61483,1.4e-07,PASS
wf-19288f01-p1,2250910,2026-06-06,away,690997,Nolan McLean,6.3325,5.5,0.60615,6.3325,,,,0.606147,2.64e-06,PASS
wf-19288f01-p1,2250910,2026-06-06,home,656288,Griffin Canning,3.0131,4.5,0.18695,3.0131,,,,0.186943,7.25e-06,PASS
wf-19288f01-p1,2253234,2026-06-06,away,641793,Zack Littell,1.9669,3.5,0.13695,1.9669,,,,0.136954,3.71e-06,PASS
wf-19288f01-p1,2253234,2026-06-06,home,593958,Eduardo Rodriguez,5.5792,4.5,0.65469,5.5792,,,,0.654689,1.15e-06,PASS
wf-19288f01-p1,2250911,2026-06-07,away,682254,Mason Montgomery,5.5456,,,,,,,,,
wf-19288f01-p1,2250911,2026-06-07,home,693821,Bryce Elder,6.4349,4.5,0.76896,6.4349,,,,0.768957,2.84e-06,PASS
wf-19288f01-p1,2250912,2026-06-07,away,656457,Tyler Gilbert,7.1070,,,,,,,,,
wf-19288f01-p1,2250912,2026-06-07,home,605400,Aaron Nola,5.0591,6.5,0.24650,5.0591,,,,0.246508,8.37e-06,PASS
wf-19288f01-p1,2250913,2026-06-07,away,624133,Ranger Suarez,8.3157,5.5,0.83600,8.3157,,,,0.836003,3.32e-06,PASS
wf-19288f01-p1,2250913,2026-06-07,home,693645,Cam Schlittler,8.8697,4.5,0.85000,8.8697,,,,0.85,0.0,PASS
wf-19288f01-p1,2250914,2026-06-07,away,669358,Shane Baz,5.1293,4.5,0.58189,5.1293,,,,0.581894,4.01e-06,PASS
wf-19288f01-p1,2250914,2026-06-07,home,592332,Kevin Gausman,8.6530,3.5,0.85000,8.653,,,,0.85,0.0,PASS
