gameId,gameDate,calib_month,T_f5,league_env_mult,f5_total_sd,stored_pF5AwayMl,recomputed_pF5AwayMl,absdiff_pF5AwayMl,MISMATCH_pF5AwayMl,stored_projF5Total,recomputed_projF5Total,absdiff_projF5Total,MISMATCH_projF5Total,stored_pF5Over,recomputed_pF5Over,absdiff_pF5Over,MISMATCH_pF5Over,stored_pF5AwayRl,recomputed_pF5AwayRl,absdiff_pF5AwayRl,MISMATCH_pF5AwayRl
2250408,2026-04-28,2026-04,1.0,1.0,2.9,0.469,0.469,0.0,0,4.251,4.251,0.0,0,0.4686,0.4686,0.0,0,0.6385,0.6385,0.0,0
2250409,2026-04-28,2026-04,1.0,1.0,2.9,0.4291,0.4291,0.0,0,5.402,5.402,0.0,0,0.4854,0.4854,0.0,0,0.5747,0.5747,0.0,0
2250410,2026-04-28,2026-04,1.0,1.0,2.9,0.4226,0.4226,0.0,0,4.442,4.442,0.0,0,0.4263,0.4263,0.0,0,0.5881,0.5881,0.0,0
2250411,2026-04-28,2026-04,1.0,1.0,2.9,0.3282,0.3282,0.0,0,4.971,4.971,0.0,0,0.4933,0.4933,0.0,0,0.4793,0.4793,0.0,0
2250412,2026-04-28,2026-04,1.0,1.0,2.9,0.3946,0.3946,0.0,0,5.509,5.509,0.0,0,0.5569,0.5569,0.0,0,0.5385,0.5385,0.0,0
2250413,2026-04-28,2026-04,1.0,1.0,2.9,0.3822,0.3822,0.0,0,5.088,5.088,0.0,0,0.5738,0.5738,0.0,0,0.5327,0.5327,0.0,0
2250414,2026-04-28,2026-04,1.0,1.0,2.9,0.3009,0.3009,0.0,0,5.016,5.016,0.0,0,0.4976,0.4976,0.0,0,0.4503,0.4503,0.0,0
2250415,2026-04-28,2026-04,1.0,1.0,2.9,0.3859,0.3859,0.0,0,4.192,4.192,0.0,0,0.3927,0.3927,0.0,0,0.5576,0.5576,0.0,0
2250416,2026-04-28,2026-04,1.0,1.0,2.9,0.3875,0.3875,0.0,0,4.659,4.659,0.0,0,0.5219,0.5219,0.0,0,0.547,0.547,0.0,0
2250417,2026-04-28,2026-04,1.0,1.0,2.9,0.4459,0.4459,0.0,0,3.577,3.577,0.0,0,0.3733,0.3733,0.0,0,0.6364,0.6364,0.0,0
2250418,2026-04-28,2026-04,1.0,1.0,2.9,0.472,0.472,0.0,0,3.593,3.593,0.0,0,0.3761,0.3761,0.0,0,0.6604,0.6604,0.0,0
2250419,2026-04-28,2026-04,1.0,1.0,2.9,0.4683,0.4683,0.0,0,5.676,5.676,0.0,0,0.4576,0.4576,0.0,0,0.6093,0.6093,0.0,0
2250420,2026-04-28,2026-04,1.0,1.0,2.9,0.4676,0.4676,0.0,0,4.281,4.281,0.0,0,0.4047,0.4047,0.0,0,0.6356,0.6356,0.0,0
2250421,2026-04-28,2026-04,1.0,1.0,2.9,0.329,0.329,0.0,0,4.038,4.038,0.0,0,0.4382,0.4382,0.0,0,0.5041,0.5041,0.0,0
2250422,2026-04-29,2026-04,1.0,1.0,2.9,0.4473,0.4473,0.0,0,3.719,3.719,0.0,0,0.4616,0.4616,0.0,0,0.6332,0.6332,0.0,0
2250423,2026-04-29,2026-04,1.0,1.0,2.9,0.3799,0.3799,0.0,0,4.256,4.256,0.0,0,0.3443,0.3443,0.0,0,0.5503,0.5503,0.0,0
2250424,2026-04-29,2026-04,1.0,1.0,2.9,0.4403,0.4403,0.0,0,4.613,4.613,0.0,0,0.4493,0.4493,0.0,0,0.6016,0.6016,0.0,0
2250425,2026-04-29,2026-04,1.0,1.0,2.9,0.4785,0.4785,0.0,0,4.611,4.611,0.0,0,0.4476,0.4476,0.0,0,0.6392,0.6392,0.0,0
2250426,2026-04-29,2026-04,1.0,1.0,2.9,0.3955,0.3955,0.0,0,6.54,6.54,0.0,0,0.6606,0.6606,0.0,0,0.5246,0.5246,0.0,0
2250427,2026-04-29,2026-04,1.0,1.0,2.9,0.3295,0.3295,0.0,0,4.048,4.048,0.0,0,0.3734,0.3734,0.0,0,0.5053,0.5053,0.0,0
2250428,2026-04-29,2026-04,1.0,1.0,2.9,0.4882,0.4882,0.0,0,4.981,4.981,0.0,0,0.4953,0.4953,0.0,0,0.6402,0.6402,0.0,0
2250430,2026-04-29,2026-04,1.0,1.0,2.9,0.4513,0.4513,0.0,0,4.701,4.701,0.0,0,0.342,0.342,0.0,0,0.6105,0.6105,0.0,0
2250431,2026-04-29,2026-04,1.0,1.0,2.9,0.429,0.429,0.0,0,5.061,5.061,0.0,0,0.5046,0.5046,0.0,0,0.5814,0.5814,0.0,0
2250433,2026-04-29,2026-04,1.0,1.0,2.9,0.4331,0.4331,0.0,0,5.342,5.342,0.0,0,0.602,0.602,0.0,0,0.5792,0.5792,0.0,0
2250434,2026-04-29,2026-04,1.0,1.0,2.9,0.4663,0.4663,0.0,0,4.422,4.422,0.0,0,0.4232,0.4232,0.0,0,0.6312,0.6312,0.0,0
2250435,2026-04-29,2026-04,1.0,1.0,2.9,0.5165,0.5165,0.0,0,5.666,5.666,0.0,0,0.4566,0.4566,0.0,0,0.6565,0.6565,0.0,0
2250436,2026-04-30,2026-04,1.0,1.0,2.9,0.3812,0.3812,0.0,0,4.104,4.104,0.0,0,0.3804,0.3804,0.0,0,0.5565,0.5565,0.0,0
2250437,2026-04-30,2026-04,1.0,1.0,2.9,0.5265,0.5265,0.0,0,5.691,5.691,0.0,0,0.5178,0.5178,0.0,0,0.6656,0.6656,0.0,0
2250438,2026-04-30,2026-04,1.0,1.0,2.9,0.3288,0.3288,0.0,0,4.074,4.074,0.0,0,0.4445,0.4445,0.0,0,0.503,0.503,0.0,0
2250439,2026-04-30,2026-04,1.0,1.0,2.9,0.4298,0.4298,0.0,0,5.556,5.556,0.0,0,0.5028,0.5028,0.0,0,0.572,0.572,0.0,0
2250440,2026-04-30,2026-04,1.0,1.0,2.9,0.4426,0.4426,0.0,0,5.215,5.215,0.0,0,0.5878,0.5878,0.0,0,0.5907,0.5907,0.0,0
2250441,2026-04-30,2026-04,1.0,1.0,2.9,0.3034,0.3034,0.0,0,5.46,5.46,0.0,0,0.5505,0.5505,0.0,0,0.4432,0.4432,0.0,0
2250442,2026-04-30,2026-04,1.0,1.0,2.9,0.3539,0.3539,0.0,0,5.793,5.793,0.0,0,0.5285,0.5285,0.0,0,0.4919,0.4919,0.0,0
2250443,2026-04-30,2026-04,1.0,1.0,2.9,0.4379,0.4379,0.0,0,4.425,4.425,0.0,0,0.4234,0.4234,0.0,0,0.6033,0.6033,0.0,0
2250444,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.46381,0.46381,1e-07,0,4.73,4.730475,0.0004754,0,0.46362,0.463617,3.3e-06,0,0.609,0.609,0.0,0
2250445,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.4017,0.401703,3e-06,0,5.236,5.235519,0.0004805,0,0.5281,0.528096,4.3e-06,0,0.5085,0.5085,0.0,0
2250446,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.47649,0.476488,2e-06,0,5.374,5.373544,0.000456,0,0.54472,0.544717,3.4e-06,0,0.6149,0.6149,0.0,0
2250447,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.45687,0.456873,2.6e-06,0,4.551,4.550625,0.0003747,0,0.43916,0.439156,3.9e-06,0,0.6034,0.6034,0.0,0
2250448,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.40833,0.408329,6e-07,0,5.057,5.056715,0.000285,0,0.44576,0.445764,3.9e-06,0,0.5222,0.5222,0.0,0
2250449,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.4452,0.445196,4.3e-06,0,4.232,4.231705,0.0002949,0,0.46521,0.465212,2.2e-06,0,0.5963,0.5963,0.0,0
2250450,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.5025,0.502498,2.3e-06,0,4.673,4.672965,3.48e-05,0,0.52409,0.52409,5e-07,0,0.666,0.666,0.0,0
2250451,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.50797,0.507966,3.8e-06,0,5.502,5.502158,0.0001577,0,0.55954,0.559544,3.7e-06,0,0.6587,0.6587,0.0,0
2250452,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.48366,0.483657,2.8e-06,0,4.955,4.955288,0.000288,0,0.49277,0.492771,1e-06,0,0.6333,0.6333,0.0,0
2250453,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.46802,0.468019,1.3e-06,0,6.479,6.478785,0.0002146,0,0.49836,0.498363,3.3e-06,0,0.5859,0.5859,0.0,0
2250454,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.50405,0.50405,3e-07,0,5.432,5.4321,9.98e-05,0,0.49148,0.491478,1.8e-06,0,0.6547,0.6547,0.0,0
2250455,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.4384,0.438403,3.5e-06,0,5.82,5.820032,3.22e-05,0,0.4783,0.478296,3.5e-06,0,0.5523,0.5523,0.0,0
2250456,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.47669,0.476691,1.1e-06,0,4.033,4.033033,3.35e-05,0,0.36775,0.367746,4.1e-06,0,0.6457,0.6457,0.0,0
2250457,2026-05-01,2026-05,1.4814,1.04564,3.0471,0.42272,0.422721,5e-07,0,4.068,4.06754,0.0004604,0,0.44108,0.441079,1.5e-06,0,0.5678,0.5678,0.0,0
2250458,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.40847,0.40847,1e-07,0,5.481,5.481245,0.0002449,0,0.55764,0.557641,7e-07,0,0.5134,0.5134,0.0,0
2250459,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.44581,0.445812,1.9e-06,0,5.033,5.032665,0.0003347,0,0.50304,0.503042,1.9e-06,0,0.577,0.577,0.0,0
2250460,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.46768,0.46768,5e-07,0,6.807,6.807116,0.0001164,0,0.53286,0.532863,2.6e-06,0,0.5823,0.5823,0.0,0
2250461,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.47243,0.472425,4.9e-06,0,5.02,5.020118,0.0001176,0,0.50177,0.501768,2.4e-06,0,0.6158,0.6158,0.0,0
2250462,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.4493,0.4493,2e-07,0,4.959,4.959471,0.0004705,0,0.56064,0.560642,2e-06,0,0.5836,0.5836,0.0,0
2250463,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.45408,0.454079,1.4e-06,0,4.189,4.188834,0.0001662,0,0.33425,0.334249,5e-07,0,0.6096,0.6096,0.0,0
2250464,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.42182,0.421817,2.8e-06,0,4.818,4.818309,0.0003091,0,0.4752,0.475201,9e-07,0,0.5468,0.5468,0.0,0
2250465,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.52581,0.525814,3.8e-06,0,4.992,4.991885,0.0001146,0,0.56311,0.563105,4.6e-06,0,0.6924,0.6924,0.0,0
2250466,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.39603,0.396031,5e-07,0,4.927,4.927056,5.57e-05,0,0.42922,0.429215,4.6e-06,0,0.5068,0.5068,0.0,0
2250467,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.41876,0.418755,4.9e-06,0,4.208,4.207655,0.0003446,0,0.39155,0.391546,3.8e-06,0,0.558,0.558,0.0,0
2250468,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.44814,0.448138,1.8e-06,0,5.221,5.220881,0.0001195,0,0.40633,0.406327,3.2e-06,0,0.5771,0.5771,0.0,0
2250469,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.41659,0.416593,3.4e-06,0,3.94,3.939972,2.85e-05,0,0.35519,0.355186,4.5e-06,0,0.5629,0.5629,0.0,0
2250470,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.47689,0.476894,4.1e-06,0,4.08,4.080087,8.73e-05,0,0.44357,0.443574,4e-06,0,0.6446,0.6446,0.0,0
2250471,2026-05-02,2026-05,1.4814,1.04564,3.0471,0.44177,0.441768,1.5e-06,0,3.886,3.885598,0.0004018,0,0.34732,0.347325,4.7e-06,0,0.6011,0.6011,0.0,0
2250472,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.42335,0.423346,4.4e-06,0,4.974,4.974109,0.0001095,0,0.49529,0.495287,2.8e-06,0,0.5447,0.5447,0.0,0
2250473,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.35908,0.359078,1.8e-06,0,4.797,4.797396,0.0003963,0,0.41284,0.412836,4e-06,0,0.4555,0.4555,0.0,0
2250474,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.44287,0.442866,4.1e-06,0,4.721,4.721065,6.46e-05,0,0.53035,0.53035,2e-07,0,0.5797,0.5797,0.0,0
2250475,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.3848,0.384802,1.6e-06,0,4.588,4.588268,0.0002683,0,0.38568,0.38568,2e-07,0,0.4985,0.4985,0.0,0
2250476,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.47737,0.477368,2.2e-06,0,5.037,5.036848,0.0001521,0,0.50256,0.502565,4.8e-06,0,0.6227,0.6227,0.0,0
2250477,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.39446,0.394465,5e-06,0,5.155,5.155005,5.2e-06,0,0.51765,0.517651,1.4e-06,0,0.4992,0.4992,0.0,0
2250478,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.4944,0.494397,3.1e-06,0,5.077,5.076582,0.0004178,0,0.5083,0.508301,8e-07,0,0.6468,0.6468,0.0,0
2250479,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.51175,0.511748,1.8e-06,0,4.572,4.571538,0.0004619,0,0.32532,0.325316,4.4e-06,0,0.6814,0.6814,0.0,0
2250480,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.41086,0.410857,3.2e-06,0,6.324,6.324031,3.07e-05,0,0.5344,0.534397,3.3e-06,0,0.5032,0.5032,0.0,0
2250481,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.49899,0.498987,2.6e-06,0,5.462,5.462423,0.0004234,0,0.43568,0.435684,3.6e-06,0,0.646,0.646,0.0,0
2250482,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.46164,0.461636,4.4e-06,0,4.12,4.119822,0.0001784,0,0.32443,0.32443,0.0,0,0.6226,0.6226,0.0,0
2250483,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.50236,0.502363,2.7e-06,0,4.441,4.440833,0.0001669,0,0.42395,0.423947,2.9e-06,0,0.6705,0.6705,0.0,0
2250484,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.41638,0.416384,4e-06,0,4.515,4.515074,7.35e-05,0,0.4347,0.434703,3.1e-06,0,0.5465,0.5465,0.0,0
2250485,2026-05-03,2026-05,1.4814,1.04564,3.0471,0.4117,0.411698,2e-06,0,4.743,4.743023,2.3e-05,0,0.4651,0.4651,1e-07,0,0.534,0.534,0.0,0
2250486,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.53381,0.533813,3.4e-06,0,5.183,5.183237,0.0002375,0,0.52021,0.520211,7e-07,0,0.7003,0.7003,0.0,0
2250487,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.40495,0.404951,7e-07,0,4.704,4.704334,0.0003344,0,0.45963,0.459634,4.5e-06,0,0.5247,0.5247,0.0,0
2250488,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.40847,0.40847,1e-07,0,4.751,4.751388,0.0003882,0,0.46616,0.466156,4.3e-06,0,0.5279,0.5279,0.0,0
2250489,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.37365,0.373649,1.4e-06,0,4.764,4.763936,6.42e-05,0,0.46764,0.467638,1.6e-06,0,0.4766,0.4766,0.0,0
2250490,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.35967,0.359672,2.4e-06,0,6.004,6.004065,6.49e-05,0,0.39233,0.392328,1.8e-06,0,0.4333,0.4333,0.0,0
2250491,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.41834,0.418337,3e-06,0,4.919,4.918691,0.0003094,0,0.42927,0.42927,2e-07,0,0.5393,0.5393,0.0,0
2250492,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.51013,0.510127,2.8e-06,0,4.92,4.919736,0.0002638,0,0.42917,0.429174,4.2e-06,0,0.6715,0.6715,0.0,0
2250493,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.42813,0.428128,1.9e-06,0,4.258,4.257846,0.0001539,0,0.34283,0.34283,2e-07,0,0.5706,0.5706,0.0,0
2250494,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.45026,0.450257,3.2e-06,0,6.091,6.090853,0.000147,0,0.45669,0.456694,4.4e-06,0,0.5652,0.5652,0.0,0
2250495,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.42446,0.424456,4e-06,0,3.937,3.936835,0.0001654,0,0.42244,0.422438,2e-06,0,0.5739,0.5739,0.0,0
2250496,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.44978,0.449779,1.4e-06,0,4.332,4.332087,8.65e-05,0,0.41024,0.410243,2.6e-06,0,0.5994,0.5994,0.0,0
2250497,2026-05-04,2026-05,1.4814,1.04564,3.0471,0.42425,0.424248,2.1e-06,0,4.165,4.164784,0.0002159,0,0.38734,0.387337,2.7e-06,0,0.5671,0.5671,0.0,0
2250498,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.41457,0.414568,2.3e-06,0,5.17,5.169644,0.0003558,0,0.51903,0.519034,4.1e-06,0,0.5286,0.5286,0.0,0
2250499,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.43207,0.432067,3e-06,0,4.35,4.349862,0.0001376,0,0.48148,0.481479,9e-07,0,0.5741,0.5741,0.0,0
2250500,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.45353,0.453533,3e-06,0,5.551,5.551303,0.0003028,0,0.44674,0.446741,8e-07,0,0.5784,0.5784,0.0,0
2250501,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.41359,0.413589,1.4e-06,0,5.09,5.090176,0.0001755,0,0.51028,0.51028,3e-07,0,0.5287,0.5287,0.0,0
2250502,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.49386,0.493857,3.2e-06,0,5.96,5.960148,0.000148,0,0.49399,0.493993,2.9e-06,0,0.6309,0.6309,0.0,0
2250503,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.46578,0.465779,6e-07,0,4.779,4.778575,0.0004252,0,0.41049,0.410492,1.9e-06,0,0.6113,0.6113,0.0,0
2250504,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.40319,0.403187,3.2e-06,0,5.403,5.402822,0.0001781,0,0.54896,0.548958,2.2e-06,0,0.5074,0.5074,0.0,0
2250505,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.45217,0.452169,1.5e-06,0,4.366,4.365547,0.000453,0,0.48358,0.483578,2e-06,0,0.6014,0.6014,0.0,0
2250506,2026-07-07,2026-07,1.6597,1.02613,3.18,0.43935,0.439351,6e-07,0,3.644,3.643788,0.0002124,0,0.38056,0.380564,4.2e-06,0,0.5926,0.5926,0.0,0
2250507,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.48643,0.486428,2.2e-06,0,4.386,4.38646,0.0004598,0,0.41644,0.416437,2.8e-06,0,0.6502,0.6502,0.0,0
2250508,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.44862,0.448617,3.3e-06,0,6.395,6.395134,0.0001342,0,0.54187,0.541869,1.3e-06,0,0.558,0.558,0.0,0
2250509,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.52256,0.522565,4.5e-06,0,5.159,5.159188,0.0001878,0,0.45869,0.458686,4.1e-06,0,0.6843,0.6843,0.0,0
2250510,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.46062,0.460616,4.3e-06,0,3.864,3.86364,0.0003602,0,0.4123,0.412301,1.1e-06,0,0.6283,0.6283,0.0,0
2250511,2026-05-05,2026-05,1.4814,1.04564,3.0471,0.43131,0.431308,2.3e-06,0,4.802,4.801579,0.0004211,0,0.54027,0.540273,2.8e-06,0,0.5603,0.5603,0.0,0
2250512,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.43544,0.435445,5e-06,0,4.475,4.475339,0.0003392,0,0.49815,0.498153,3.3e-06,0,0.5748,0.5748,0.0,0
2250513,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.42702,0.427021,6e-07,0,4.935,4.935421,0.0004208,0,0.55733,0.557332,1.6e-06,0,0.551,0.551,0.0,0
2250514,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.51614,0.51614,1e-07,0,4.836,4.836085,8.5e-05,0,0.41722,0.417223,3.1e-06,0,0.6812,0.6812,0.0,0
2250515,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.49669,0.496692,2.3e-06,0,6.637,6.636677,0.0003229,0,0.56773,0.567726,4e-06,0,0.6268,0.6268,0.0,0
2250516,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.53171,0.53171,0.0,0,4.684,4.684467,0.0004672,0,0.45609,0.45609,5e-07,0,0.7069,0.7069,0.0,0
2250517,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.49041,0.490413,3.1e-06,0,4.578,4.577812,0.0001881,0,0.44305,0.443054,3.8e-06,0,0.6512,0.6512,0.0,0
2250518,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.4846,0.484603,3.3e-06,0,3.947,3.947291,0.000291,0,0.35553,0.355531,1.4e-06,0,0.6595,0.6595,0.0,0
2250519,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.46734,0.46734,3e-07,0,4.986,4.985612,0.0003885,0,0.49636,0.496356,3.8e-06,0,0.6093,0.6093,0.0,0
2250520,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.41275,0.412749,1.3e-06,0,4.633,4.633231,0.0002308,0,0.45125,0.451254,3.5e-06,0,0.5386,0.5386,0.0,0
2250521,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.44088,0.440876,3.6e-06,0,5.099,5.098541,0.0004594,0,0.51053,0.510528,1.8e-06,0,0.569,0.569,0.0,0
2250522,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.54231,0.54231,2e-07,0,6.372,6.37213,0.0001302,0,0.53855,0.538554,4.1e-06,0,0.695,0.695,0.0,0
2250523,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.40241,0.40241,2e-07,0,4.962,4.961562,0.0004382,0,0.49461,0.494613,3.4e-06,0,0.5158,0.5158,0.0,0
2250524,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.40973,0.409734,4.2e-06,0,5.429,5.428963,3.71e-05,0,0.55218,0.552185,4.8e-06,0,0.517,0.517,0.0,0
2250525,2026-05-06,2026-05,1.4814,1.04564,3.0471,0.45633,0.456328,2.3e-06,0,5.003,5.003387,0.0003874,0,0.56604,0.566044,4.1e-06,0,0.5932,0.5932,0.0,0
2250526,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.45571,0.455715,4.5e-06,0,5.461,5.461378,0.0003777,0,0.55495,0.554949,9e-07,0,0.5839,0.5839,0.0,0
2250527,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.40763,0.407626,3.7e-06,0,6.347,6.347035,3.48e-05,0,0.53752,0.537515,4.6e-06,0,0.4987,0.4987,0.0,0
2250528,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.39845,0.398445,4.8e-06,0,5.292,5.291984,1.6e-05,0,0.41468,0.414679,6e-07,0,0.5023,0.5023,0.0,0
2250529,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.40121,0.401208,2.1e-06,0,4.645,4.644733,0.0002671,0,0.39283,0.392831,6e-07,0,0.5204,0.5204,0.0,0
2250530,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.46992,0.469918,2.5e-06,0,5.525,5.525162,0.0001618,0,0.50365,0.503651,1.3e-06,0,0.6035,0.6035,0.0,0
2250531,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.41862,0.418616,4.2e-06,0,4.313,4.313265,0.000265,0,0.40668,0.406682,2.1e-06,0,0.555,0.555,0.0,0
2250532,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.41855,0.418546,3.9e-06,0,4.828,4.82772,0.0002801,0,0.47525,0.475255,4.6e-06,0,0.5419,0.5419,0.0,0
2250533,2026-05-07,2026-05,1.4814,1.04564,3.0471,0.40368,0.403681,1e-06,0,4.309,4.309082,8.24e-05,0,0.40625,0.406252,2.2e-06,0,0.533,0.533,0.0,0
2250534,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.39859,0.398587,3e-06,0,5.066,5.066126,0.0001258,0,0.44703,0.447032,2.2e-06,0,0.5069,0.5069,0.0,0
2250535,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.45946,0.459459,7e-07,0,5.119,5.119453,0.0004534,0,0.57887,0.578866,3.5e-06,0,0.5946,0.5946,0.0,0
2250536,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.43998,0.439984,3.8e-06,0,6.239,6.239334,0.0003339,0,0.52504,0.525038,2.3e-06,0,0.5481,0.5481,0.0,0
2250537,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.44547,0.44547,4e-07,0,4.558,4.557945,5.52e-05,0,0.50934,0.509341,1.2e-06,0,0.5875,0.5875,0.0,0
2250538,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.44547,0.44547,4e-07,0,4.37,4.36973,0.0002704,0,0.41502,0.415024,3.7e-06,0,0.5913,0.5913,0.0,0
2250539,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.46931,0.469307,2.7e-06,0,4.335,4.335223,0.0002234,0,0.41036,0.410362,1.6e-06,0,0.627,0.627,0.0,0
2250540,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.43434,0.434343,2.8e-06,0,3.689,3.689018,1.79e-05,0,0.38727,0.387272,2.3e-06,0,0.5963,0.5963,0.0,0
2250541,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.44568,0.445675,5e-06,0,4.381,4.381232,0.0002316,0,0.41631,0.416306,3.5e-06,0,0.5918,0.5918,0.0,0
2250542,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.45183,0.451827,2.7e-06,0,4.177,4.177332,0.0003318,0,0.38904,0.389036,3.5e-06,0,0.6064,0.6064,0.0,0
2250543,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.46293,0.462927,3.1e-06,0,4.042,4.042444,0.0004442,0,0.437,0.436995,4.8e-06,0,0.6269,0.6269,0.0,0
2250544,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.44211,0.442112,1.5e-06,0,4.664,4.663554,0.0004456,0,0.45536,0.455365,4.9e-06,0,0.5794,0.5794,0.0,0
2250545,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.4653,0.465304,4.2e-06,0,4.006,4.005847,0.0001532,0,0.36443,0.364432,2.4e-06,0,0.63,0.63,0.0,0
2250546,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.49507,0.495072,2e-06,0,4.894,4.893595,0.0004048,0,0.55173,0.551733,3.5e-06,0,0.65,0.65,0.0,0
2250547,2026-05-08,2026-05,1.4814,1.04564,3.0471,0.39475,0.39475,2e-07,0,4.476,4.476385,0.0003848,0,0.49816,0.498159,8e-07,0,0.5158,0.5158,0.0,0
2250548,2026-05-09,2026-05,1.4814,1.04564,3.0471,0.45762,0.457622,1.7e-06,0,4.691,4.690741,0.000259,0,0.45865,0.458649,1.1e-06,0,0.6019,0.6019,0.0,0
2250549,2026-05-09,2026-05,1.4814,1.04564,3.0471,0.45953,0.459527,2.6e-06,0,5.438,5.438374,0.0003736,0,0.43189,0.43189,2e-07,0,0.5897,0.5897,0.0,0
