rgId,gameId,gameDate,market,source,modelVersion,pick,prob,projValue,line,actual,stored_result,stored_correct,stored_brier,stored_signedError,f5_actual,issues,status
26313,2250755,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5077,,0.5,AWAY,WIN,1,0.242359,,7-0,,ok
26320,2250756,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5767,,0.5,AWAY,WIN,1,0.179183,,8-2,,ok
26327,2250757,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6439,,-0.5,HOME,LOSS,0,0.414607,,1-1,,ok
26334,2250758,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6658,,-0.5,AWAY,WIN,1,0.11169,,1-0,,ok
26341,2250759,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.541,,-0.5,AWAY,WIN,1,0.210681,,4-0,,ok
26348,2250760,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5092,,0.5,AWAY,WIN,1,0.240885,,2-1,,ok
26355,2250761,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5292,,1.5,AWAY,WIN,1,0.221653,,2-1,,ok
26362,2250762,2026-05-25,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5554,,-0.5,AWAY,WIN,1,0.197669,,7-0,,ok
26376,2250763,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5768,,0.5,AWAY,WIN,1,0.179098,,4-1,,ok
26383,2250764,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.597,,-0.5,HOME,LOSS,0,0.356409,,1-6,,ok
26390,2250765,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5444,,0.5,HOME,LOSS,0,0.296371,,4-5,,ok
26397,2250766,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5067,,0.5,HOME,LOSS,0,0.256745,,1-8,,ok
26404,2250767,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5631,,-0.5,HOME,LOSS,0,0.317082,,2-2,,ok
26411,2250768,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5185,,0.5,HOME,LOSS,0,0.268842,,1-2,,ok
26418,2250769,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6767,,-0.5,AWAY,WIN,1,0.104523,,5-0,,ok
26425,2250770,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6545,,-0.5,AWAY,WIN,1,0.11937,,2-0,,ok
26432,2250771,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.658,,-0.5,AWAY,WIN,1,0.116964,,10-1,,ok
26439,2250772,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5718,,0.5,HOME,LOSS,0,0.326955,,0-6,,ok
26446,2250773,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5518,,0.5,HOME,LOSS,0,0.304483,,4-9,,ok
26453,2250774,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5909,,0.5,AWAY,WIN,1,0.167363,,4-0,,ok
26460,2250775,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5377,,0.5,AWAY,WIN,1,0.213721,,4-2,,ok
26467,2250776,2026-05-26,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5231,,0.5,HOME,LOSS,0,0.273634,,1-10,,ok
26481,2250777,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5433,,0.5,AWAY,WIN,1,0.208575,,1-1,,ok
26488,2250778,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5537,,0.5,HOME,LOSS,0,0.306584,,1-3,,ok
26495,2250779,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5348,,0.5,AWAY,WIN,1,0.216411,,1-0,,ok
26502,2250780,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5866,,-2.5,AWAY,WIN,1,0.1709,,5-0,,ok
26509,2250781,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6545,,-0.5,HOME,LOSS,0,0.42837,,0-0,,ok
26516,2250782,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5919,,-0.5,HOME,LOSS,0,0.350346,,0-8,,ok
26523,2250783,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5539,,-0.5,HOME,LOSS,0,0.306805,,0-3,,ok
26530,2250784,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5633,,0.5,AWAY,WIN,1,0.190707,,4-4,,ok
26537,2250785,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6201,,0.5,HOME,LOSS,0,0.384524,,0-6,,ok
26544,2250786,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5136,,0.5,HOME,LOSS,0,0.263785,,1-3,,ok
26551,2250787,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6255,,0.5,HOME,LOSS,0,0.39125,,1-8,,ok
26558,2250788,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5973,,-0.5,AWAY,WIN,1,0.162167,,2-0,,ok
26565,2250789,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5514,,0.5,AWAY,WIN,1,0.201242,,2-2,,ok
26572,2250790,2026-05-27,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5019,,1.5,HOME,LOSS,0,0.251904,,1-3,,ok
26766,2250825,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6284,,0.5,HOME,LOSS,0,0.394887,,0-6,,ok
26773,2250826,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5866,,0.5,HOME,LOSS,0,0.3441,,0-3,,ok
26780,2250827,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6047,,0.5,HOME,LOSS,0,0.365662,,0-9,,ok
26787,2250828,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6433,,0.5,HOME,LOSS,0,0.413835,,3-4,,ok
26794,2250829,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5166,,0.5,HOME,LOSS,0,0.266876,,1-3,,ok
26801,2250830,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6169,,-0.5,HOME,LOSS,0,0.380566,,2-4,,ok
26808,2250831,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5096,,0.5,HOME,LOSS,0,0.259692,,1-5,,ok
26815,2250832,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6104,,0.5,AWAY,WIN,1,0.151788,,1-0,,ok
26822,2250833,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6923,,-0.5,AWAY,WIN,1,0.094679,,2-0,,ok
26829,2250834,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6399,,0.5,HOME,LOSS,0,0.409472,,0-6,,ok
26836,2250835,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5796,,-0.5,AWAY,WIN,1,0.176736,,11-5,,ok
26843,2250836,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6547,,-0.5,AWAY,WIN,1,0.119232,,13-3,,ok
26850,2250837,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5094,,1.5,HOME,LOSS,0,0.259488,,0-6,,ok
26857,2250838,2026-05-31,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5671,,0.5,HOME,LOSS,0,0.321602,,0-5,,ok
26871,2250839,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5761,,0.5,AWAY,WIN,1,0.179691,,7-2,,ok
26878,2250840,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5477,,0.5,HOME,LOSS,0,0.299975,,1-3,,ok
26885,2250841,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5477,,0.5,AWAY,WIN,1,0.204575,,6-1,,ok
26892,2250842,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5037,,0.5,HOME,LOSS,0,0.253714,,4-9,,ok
26899,2250843,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5433,,0.5,HOME,LOSS,0,0.295175,,2-8,,ok
26906,2250844,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5869,,-0.5,AWAY,WIN,1,0.170652,,2-0,,ok
26913,2250845,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4812,,0.5,HOME,WIN,1,0.231553,,3-6,,ok
26920,2250846,2026-06-01,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6235,,0.5,AWAY,WIN,1,0.141752,,1-1,,ok
26934,2250847,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5454,,0.5,AWAY,WIN,1,0.206661,,5-0,,ok
26941,2250848,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5885,,0.5,AWAY,WIN,1,0.169332,,2-2,,ok
26948,2250849,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5599,,0.5,AWAY,WIN,1,0.193688,,4-2,,ok
26955,2250850,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6108,,0.5,AWAY,WIN,1,0.151477,,4-0,,ok
26962,2250851,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5131,,0.5,AWAY,WIN,1,0.237072,,5-4,,ok
26969,2250852,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5493,,0.5,AWAY,WIN,1,0.20313,,3-1,,ok
26976,2250853,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5655,,0.5,HOME,LOSS,0,0.31979,,2-3,,ok
26983,2250854,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6211,,-0.5,HOME,LOSS,0,0.385765,,3-6,,ok
26990,2250855,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5539,,0.5,HOME,LOSS,0,0.306805,,0-3,,ok
26997,2250856,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6076,,-0.5,HOME,LOSS,0,0.369178,,2-2,,ok
27004,2250857,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5828,,0.5,AWAY,WIN,1,0.174056,,2-1,,ok
27011,2250858,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5695,,0.5,HOME,LOSS,0,0.32433,,2-4,,ok
27018,2250859,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6408,,0.5,AWAY,WIN,1,0.129025,,8-2,,ok
27025,2250860,2026-06-02,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6352,,0.5,HOME,LOSS,0,0.403479,,2-7,,ok
29464,2251320,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5443,,0.5,AWAY,WIN,1,0.207662,,2-2,,ok
29471,2251322,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.662,,-0.5,AWAY,WIN,1,0.114244,,2-1,,ok
29478,2251323,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5394,,2.5,AWAY,WIN,1,0.212152,,2-3,,ok
29485,2251324,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5325,,0.5,HOME,LOSS,0,0.283556,,0-1,,ok
29492,2251325,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5905,,0.5,AWAY,WIN,1,0.16769,,2-1,,ok
29499,2251326,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.571,,0.5,HOME,LOSS,0,0.326041,,1-4,,ok
29506,2251327,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6238,,0.5,AWAY,WIN,1,0.141526,,3-0,,ok
29513,2251328,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5221,,0.5,HOME,LOSS,0,0.272588,,0-4,,ok
29520,2251329,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5806,,-0.5,HOME,LOSS,0,0.337096,,0-3,,ok
29527,2251330,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4939,,0.5,AWAY,LOSS,0,0.256137,,4-1,,ok
29534,2251331,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6137,,-0.5,AWAY,WIN,1,0.149228,,1-0,,ok
29541,2251332,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4894,,0.5,AWAY,LOSS,0,0.260712,,5-2,,ok
29548,2251333,2026-07-10,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4898,,0.5,AWAY,LOSS,0,0.260304,,1-1,,ok
29562,2251334,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.479,,0.5,HOME,WIN,1,0.229441,,2-3,,ok
29569,2251335,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5883,,0.5,AWAY,WIN,1,0.169497,,1-1,,ok
29576,2251336,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6189,,-0.5,HOME,LOSS,0,0.383037,,0-2,,ok
29583,2251337,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6227,,0.5,AWAY,WIN,1,0.142355,,2-2,,ok
29590,2251338,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6008,,0.5,AWAY,WIN,1,0.159361,,2-0,,ok
29597,2251339,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6321,,0.5,HOME,LOSS,0,0.39955,,1-2,,ok
29604,2251340,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5652,,0.5,AWAY,WIN,1,0.189051,,0-0,,ok
29611,2251341,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5731,,0.5,AWAY,WIN,1,0.182244,,2-0,,ok
29618,2251342,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5592,,-4.5,HOME,LOSS,0,0.312705,,4-1,,ok
29625,2251343,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.52,,1.5,HOME,LOSS,0,0.2704,,0-4,,ok
29632,2251344,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6299,,-5.5,AWAY,WIN,1,0.136974,,7-1,,ok
29639,2251345,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6292,,1.5,AWAY,WIN,1,0.137493,,1-2,,ok
30004,2251346,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6224,,3.5,HOME,LOSS,0,0.387382,,0-4,,ok
30011,2251347,2026-07-11,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.65,,-0.5,HOME,LOSS,0,0.4225,,4-7,,ok
30025,2251348,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6073,,0.5,HOME,LOSS,0,0.368813,,2-14,,ok
30032,2251349,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5375,,0.5,AWAY,WIN,1,0.213906,,2-2,,ok
30039,2251350,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5683,,0.5,AWAY,WIN,1,0.186365,,2-1,,ok
30046,2251351,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5762,,-0.5,HOME,LOSS,0,0.332006,,4-4,,ok
30053,2251352,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5924,,-0.5,HOME,LOSS,0,0.350938,,0-1,,ok
30060,2251353,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.579,,0.5,AWAY,WIN,1,0.177241,,7-0,,ok
30067,2251354,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6092,,0.5,AWAY,WIN,1,0.152725,,1-0,,ok
30074,2251355,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6173,,-0.5,AWAY,WIN,1,0.146459,,3-1,,ok
30081,2251356,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5456,,0.5,HOME,LOSS,0,0.297679,,1-3,,ok
30088,2251357,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6197,,0.5,HOME,LOSS,0,0.384028,,1-9,,ok
30095,2251358,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5882,,0.5,AWAY,WIN,1,0.169579,,2-1,,ok
30102,2251359,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4837,,0.5,HOME,WIN,1,0.233966,,1-4,,ok
30109,2251360,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5642,,0.5,AWAY,WIN,1,0.189922,,1-1,,ok
30116,2251361,2026-07-12,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5928,,-0.5,HOME,LOSS,0,0.351412,,3-3,,ok
30130,2251362,2026-07-16,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6011,,-0.5,AWAY,WIN,1,0.159121,,1-0,,ok
30144,2251363,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5404,,0.5,HOME,LOSS,0,0.292032,,0-1,,ok
30151,2251364,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.563,,0.5,AWAY,WIN,1,0.190969,,8-3,,ok
30235,2251365,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6014,,0.5,AWAY,WIN,1,0.158882,,2-1,,ok
30158,2251366,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5627,,0.5,HOME,LOSS,0,0.316631,,3-5,,ok
30165,2251367,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5765,,0.5,HOME,LOSS,0,0.332352,,0-8,,ok
30172,2251368,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5371,,0.5,AWAY,WIN,1,0.214276,,1-1,,ok
30179,2251369,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6082,,0.5,AWAY,WIN,1,0.153507,,4-1,,ok
30186,2251370,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5623,,0.5,HOME,LOSS,0,0.316181,,1-2,,ok
30193,2251371,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6393,,-0.5,AWAY,WIN,1,0.130104,,2-1,,ok
30200,2251372,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5242,,0.5,AWAY,WIN,1,0.226386,,1-1,,ok
30207,2251373,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6482,,-0.5,HOME,LOSS,0,0.420163,,0-1,,ok
30214,2251374,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5797,,-0.5,AWAY,WIN,1,0.176652,,8-2,,ok
30221,2251375,2026-07-17,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5563,,0.5,AWAY,WIN,1,0.19687,,2-0,,ok
30242,2251376,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5897,,0.5,HOME,LOSS,0,0.347746,,1-5,,ok
30249,2251377,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6211,,-0.5,HOME,LOSS,0,0.385765,,0-1,,ok
30256,2251378,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5147,,-0.5,HOME,LOSS,0,0.264916,,2-8,,ok
30263,2251379,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5402,,0.5,HOME,LOSS,0,0.291816,,1-4,,ok
30270,2251380,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6279,,-0.5,AWAY,WIN,1,0.138458,,1-0,,ok
30277,2251381,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5997,,0.5,AWAY,WIN,1,0.16024,,3-0,,ok
30284,2251382,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4767,,-0.5,HOME,WIN,1,0.227243,,1-4,,ok
30291,2251383,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5502,,0.5,AWAY,WIN,1,0.20232,,5-3,,ok
30298,2251384,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5831,,-0.5,HOME,LOSS,0,0.340006,,3-5,,ok
30305,2251385,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5734,,0.5,AWAY,WIN,1,0.181988,,3-2,,ok
30312,2251386,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6003,,0.5,AWAY,WIN,1,0.15976,,1-0,,ok
30340,2251387,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6009,,-0.5,AWAY,WIN,1,0.159281,,3-1,,ok
30319,2251388,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5466,,0.5,HOME,LOSS,0,0.298772,,0-6,,ok
30326,2251389,2026-07-18,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6616,,-0.5,AWAY,WIN,1,0.114515,,7-0,,ok
30347,2251390,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5465,,-0.5,AWAY,WIN,1,0.205662,,1-0,,ok
30354,2251391,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5557,,0.5,HOME,LOSS,0,0.308802,,1-6,,ok
30361,2251392,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6124,,-0.5,AWAY,WIN,1,0.150234,,5-0,,ok
30368,2251393,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5706,,-0.5,HOME,LOSS,0,0.325584,,3-4,,ok
30375,2251394,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5854,,0.5,AWAY,WIN,1,0.171893,,2-1,,ok
30382,2251395,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5756,,0.5,AWAY,WIN,1,0.180115,,4-1,,ok
30389,2251396,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5654,,0.5,AWAY,WIN,1,0.188877,,7-2,,ok
30396,2251397,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5959,,0.5,AWAY,WIN,1,0.163297,,1-0,,ok
30403,2251398,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5607,,0.5,HOME,LOSS,0,0.314384,,0-10,,ok
30410,2251399,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5246,,-0.5,AWAY,WIN,1,0.226005,,9-1,,ok
30417,2251400,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6716,,-0.5,AWAY,WIN,1,0.107847,,5-1,,ok
30424,2251401,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6602,,-0.5,HOME,LOSS,0,0.435864,,1-2,,ok
30431,2251402,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5871,,0.5,AWAY,WIN,1,0.170486,,3-3,,ok
30438,2251403,2026-07-19,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5779,,1.5,AWAY,WIN,1,0.178168,,0-1,,ok
30452,2251404,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6123,,-0.5,HOME,LOSS,0,0.374911,,2-9,,ok
30459,2251405,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5634,,0.5,HOME,LOSS,0,0.31742,,5-8,,ok
30466,2251406,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5611,,-1.5,AWAY,WIN,1,0.192633,,4-1,,ok
30473,2251407,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5523,,0.5,HOME,LOSS,0,0.305035,,2-3,,ok
30480,2251408,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5674,,4.5,AWAY,WIN,1,0.187143,,1-4,,ok
30487,2251409,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5849,,0.5,HOME,LOSS,0,0.342108,,1-2,,ok
30494,2251410,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5735,,0.5,HOME,LOSS,0,0.328902,,1-3,,ok
30501,2251411,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4647,,2.5,HOME,WIN,1,0.215946,,1-5,,ok
30508,2251412,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6269,,0.5,AWAY,WIN,1,0.139204,,4-3,,ok
30515,2251413,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5317,,0.5,AWAY,WIN,1,0.219305,,5-2,,ok
30522,2251414,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5257,,0.5,HOME,LOSS,0,0.27636,,4-7,,ok
30529,2251415,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5882,,-0.5,HOME,LOSS,0,0.345979,,3-3,,ok
30536,2251416,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5892,,0.5,HOME,LOSS,0,0.347157,,0-1,,ok
30543,2251417,2026-07-20,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5999,,0.5,AWAY,WIN,1,0.16008,,2-1,,ok
30557,2251418,2026-07-21,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5522,,0.5,AWAY,WIN,1,0.200525,,2-2,,ok
30564,2251419,2026-07-21,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5811,,0.5,AWAY,WIN,1,0.175477,,2-1,,ok
30648,2251420,2026-07-22,f5_rl,walkforward_replay,wf-19288f01-p1,HOME,0.4917,,1.5,AWAY,LOSS,0,0.258369,,0-0,,ok
30571,2251421,2026-07-21,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.6198,,-0.5,AWAY,WIN,1,0.144552,,8-0,,ok
30655,2251422,2026-07-22,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5241,,0.5,HOME,LOSS,0,0.274681,,2-6,,ok
30578,2251423,2026-07-21,f5_rl,walkforward_replay,wf-19288f01-p1,AWAY,0.5182,,1.5,AWAY,WIN,1,0.232131,,5-2,,ok
