rgId,gameId,gameDate,market,source,modelVersion,pick,prob,projValue,line,actual,stored_result,stored_correct,stored_brier,stored_signedError,f5_actual,issues,status
24159,2250436,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3812,,-108,HOME,WIN,1,0.145313,,0-2,,ok
24166,2250437,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5265,,+102,HOME,LOSS,0,0.277202,,0-5,,ok
24173,2250438,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3288,,+220,AWAY,LOSS,0,0.450509,,5-3,,ok
24180,2250439,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4298,,+132,HOME,WIN,1,0.184728,,2-3,,ok
24187,2250440,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4426,,+122,AWAY,LOSS,0,0.310695,,2-1,,ok
24194,2250441,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3034,,+164,TIE,PUSH,,,,3-3,,ok
24201,2250442,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3539,,+1400,HOME,WIN,1,0.125245,,2-5,,ok
24208,2250443,2026-04-30,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4379,,-135,HOME,WIN,1,0.191756,,1-2,,ok
24236,2250444,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4465,,-7000,TIE,PUSH,,,,4-4,,ok
24243,2250445,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3566,,+108,HOME,WIN,1,0.127164,,0-8,,ok
24250,2250446,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4652,,-2500,AWAY,LOSS,0,0.286011,,4-0,,ok
24257,2250447,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4363,,+480,HOME,WIN,1,0.190358,,1-5,,ok
24264,2250448,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.366,,-194,HOME,WIN,1,0.133956,,1-3,,ok
24271,2250449,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4192,,+110,HOME,WIN,1,0.175729,,0-2,,ok
24278,2250450,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5037,,+285,AWAY,WIN,1,0.246314,,2-1,,ok
24285,2250451,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5118,,-100,AWAY,WIN,1,0.238339,,6-2,,ok
24292,2250452,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4758,,-176,HOME,WIN,1,0.226386,,1-4,,ok
24299,2250453,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4527,,-174,HOME,WIN,1,0.204937,,1-6,,ok
24306,2250454,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.506,,-112,HOME,LOSS,0,0.256036,,0-3,,ok
24313,2250455,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4093,,-110,AWAY,LOSS,0,0.348926,,5-4,,ok
24320,2250456,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4655,,+102,AWAY,LOSS,0,0.28569,,7-0,,ok
24327,2250457,2026-05-01,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3866,,+114,AWAY,LOSS,0,0.37626,,4-3,,ok
24341,2250458,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3662,,,HOME,WIN,1,0.134102,,1-6,,ok
24346,2250459,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4201,,,HOME,WIN,1,0.176484,,2-4,,ok
24351,2250460,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4522,,,AWAY,LOSS,0,0.300085,,5-4,,ok
24356,2250461,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4592,,,HOME,WIN,1,0.210865,,4-15,,ok
24361,2250462,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4252,,,AWAY,LOSS,0,0.330395,,3-1,,ok
24366,2250463,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4322,,,AWAY,LOSS,0,0.322397,,6-1,,ok
24371,2250464,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3853,,,HOME,WIN,1,0.148456,,0-3,,ok
24376,2250465,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5382,,,HOME,LOSS,0,0.289659,,0-4,,ok
24381,2250466,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3486,,,HOME,WIN,1,0.121522,,0-3,,ok
24386,2250467,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3809,,,HOME,WIN,1,0.145085,,1-5,,ok
24391,2250468,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4235,,,AWAY,LOSS,0,0.332352,,8-1,,ok
24396,2250469,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3778,,,TIE,PUSH,,,,0-0,,ok
24401,2250470,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4658,,,HOME,WIN,1,0.21697,,1-3,,ok
24406,2250471,2026-05-02,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4142,,,HOME,WIN,1,0.171562,,1-2,,ok
24416,2250472,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3875,,+106,HOME,WIN,1,0.150156,,0-4,,ok
24423,2250473,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.2977,,+140,HOME,WIN,1,0.088625,,0-1,,ok
24430,2250474,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4158,,-110,TIE,PUSH,,,,0-0,,ok
24437,2250475,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3329,,+220,TIE,PUSH,,,,3-3,,ok
24444,2250476,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4665,,-140,HOME,WIN,1,0.217622,,1-2,,ok
24451,2250477,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3464,,+102,AWAY,LOSS,0,0.427193,,1-0,,ok
24458,2250478,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4917,,-156,AWAY,LOSS,0,0.258369,,7-0,,ok
24465,2250479,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5174,,-120,AWAY,WIN,1,0.232903,,3-0,,ok
24472,2250480,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3696,,-145,AWAY,LOSS,0,0.397404,,6-5,,ok
24479,2250481,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4985,,-120,HOME,WIN,1,0.248502,,1-4,,ok
24486,2250482,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4433,,-138,AWAY,LOSS,0,0.309915,,2-1,,ok
24493,2250483,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5035,,-114,AWAY,WIN,1,0.246512,,3-1,,ok
24500,2250484,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3775,,+128,HOME,WIN,1,0.142506,,1-3,,ok
24507,2250485,2026-05-03,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3708,,-106,HOME,WIN,1,0.137493,,0-2,,ok
24521,2250486,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.55,,,TIE,PUSH,,,,0-0,,ok
24526,2250487,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3612,,,HOME,WIN,1,0.130465,,1-3,,ok
24531,2250488,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3662,,,AWAY,LOSS,0,0.401702,,1-0,,ok
24536,2250489,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3175,,,HOME,WIN,1,0.100806,,0-3,,ok
24541,2250490,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.2985,,,TIE,PUSH,,,,3-3,,ok
24546,2250491,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3803,,,HOME,WIN,1,0.144628,,2-4,,ok
24551,2250492,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.515,,,HOME,LOSS,0,0.265225,,0-4,,ok
24556,2250493,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3944,,,AWAY,LOSS,0,0.366751,,8-3,,ok
24561,2250494,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4266,,,TIE,PUSH,,,,0-0,,ok
24566,2250495,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3891,,,AWAY,LOSS,0,0.373199,,5-0,,ok
24571,2250496,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4259,,,AWAY,LOSS,0,0.329591,,1-0,,ok
24576,2250497,2026-05-04,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3888,,,HOME,WIN,1,0.151165,,1-2,,ok
24581,2250498,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3749,,+144,AWAY,LOSS,0,0.39075,,10-3,,ok
24588,2250499,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4001,,+112,AWAY,LOSS,0,0.35988,,3-2,,ok
24595,2250500,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4314,,+172,HOME,WIN,1,0.186106,,0-1,,ok
24602,2250501,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3735,,+118,AWAY,LOSS,0,0.392502,,7-4,,ok
24609,2250502,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4909,,-118,AWAY,LOSS,0,0.259183,,6-2,,ok
24616,2250503,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4494,,-118,TIE,PUSH,,,,3-3,,ok
24623,2250504,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3587,,+122,AWAY,LOSS,0,0.411266,,1-0,,ok
24630,2250505,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4294,,-122,HOME,WIN,1,0.184384,,3-4,,ok
24637,2250507,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4799,,-215,HOME,WIN,1,0.230304,,0-2,,ok
24644,2250509,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5334,,-104,HOME,LOSS,0,0.284516,,2-4,,ok
24651,2250510,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4418,,+120,TIE,PUSH,,,,2-2,,ok
24658,2250511,2026-05-05,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.399,,+126,AWAY,LOSS,0,0.361201,,7-4,,ok
24672,2250512,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.405,,,HOME,WIN,1,0.164025,,0-2,,ok
24677,2250513,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3928,,,AWAY,LOSS,0,0.368692,,5-0,,ok
24682,2250514,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5239,,,AWAY,WIN,1,0.226671,,10-1,,ok
24687,2250515,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4951,,,AWAY,LOSS,0,0.254924,,4-0,,ok
24692,2250516,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5469,,,TIE,PUSH,,,,1-1,,ok
24697,2250517,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4858,,,HOME,WIN,1,0.236002,,1-7,,ok
24702,2250518,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4772,,,HOME,WIN,1,0.22772,,0-1,,ok
24707,2250519,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4517,,,AWAY,LOSS,0,0.300633,,4-0,,ok
24712,2250520,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3723,,,AWAY,LOSS,0,0.394007,,2-1,,ok
24717,2250521,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4129,,,AWAY,LOSS,0,0.344686,,5-3,,ok
24722,2250522,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5625,,,HOME,LOSS,0,0.316406,,2-3,,ok
24727,2250523,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3576,,,AWAY,LOSS,0,0.412678,,6-0,,ok
24732,2250524,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.368,,,HOME,WIN,1,0.135424,,2-4,,ok
24737,2250525,2026-05-06,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4355,,,AWAY,LOSS,0,0.31866,,2-1,,ok
24747,2250526,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4346,,,AWAY,LOSS,0,0.319677,,2-1,,ok
24752,2250527,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.365,,,HOME,WIN,1,0.133225,,3-5,,ok
24757,2250528,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.352,,,AWAY,LOSS,0,0.419904,,4-1,,ok
24762,2250529,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3559,,,HOME,WIN,1,0.126665,,0-8,,ok
24767,2250530,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4555,,,AWAY,LOSS,0,0.29648,,10-1,,ok
24772,2250531,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3807,,,HOME,WIN,1,0.144932,,2-3,,ok
24777,2250532,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3806,,,TIE,PUSH,,,,3-3,,ok
24782,2250533,2026-05-07,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3594,,,TIE,PUSH,,,,1-1,,ok
24792,2250534,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3522,,+112,AWAY,LOSS,0,0.419645,,2-0,,ok
24799,2250535,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4401,,+164,AWAY,LOSS,0,0.313488,,6-0,,ok
24806,2250536,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4116,,+168,AWAY,LOSS,0,0.346215,,3-1,,ok
24813,2250537,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4196,,+162,HOME,WIN,1,0.176064,,0-2,,ok
24820,2250538,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4196,,+114,HOME,WIN,1,0.176064,,0-2,,ok
24827,2250539,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4546,,+106,AWAY,LOSS,0,0.297461,,3-2,,ok
24834,2250540,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4034,,+1500,HOME,WIN,1,0.162732,,0-4,,ok
24841,2250541,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4199,,+126,TIE,PUSH,,,,1-1,,ok
24848,2250542,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4289,,-140,AWAY,LOSS,0,0.326155,,6-5,,ok
24855,2250543,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4452,,-128,HOME,WIN,1,0.198203,,0-5,,ok
24862,2250544,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4147,,-128,AWAY,LOSS,0,0.342576,,3-1,,ok
24869,2250545,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4487,,+114,AWAY,LOSS,0,0.303932,,6-0,,ok
24876,2250546,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4927,,-118,HOME,WIN,1,0.242753,,1-2,,ok
24883,2250547,2026-05-08,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3468,,-106,HOME,WIN,1,0.12027,,1-2,,ok
24897,2250548,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4374,,+140,HOME,WIN,1,0.191319,,0-8,,ok
24904,2250549,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4402,,+102,AWAY,LOSS,0,0.313376,,5-0,,ok
24911,2250550,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4153,,+146,HOME,WIN,1,0.172474,,1-3,,ok
30136,2250551,2026-07-17,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3573,,-106,HOME,WIN,1,0.127663,,0-3,,ok
24918,2250552,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3459,,+134,AWAY,LOSS,0,0.427847,,4-2,,ok
24925,2250553,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4532,,+215,HOME,WIN,1,0.20539,,3-7,,ok
24932,2250554,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4813,,-112,TIE,PUSH,,,,1-1,,ok
24939,2250555,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4371,,+240,HOME,WIN,1,0.191056,,0-5,,ok
24946,2250556,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3945,,+116,HOME,WIN,1,0.15563,,0-5,,ok
24953,2250557,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4279,,-122,HOME,WIN,1,0.183098,,1-5,,ok
24960,2250558,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4389,,-142,AWAY,LOSS,0,0.314833,,2-0,,ok
24967,2250559,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3821,,+122,HOME,WIN,1,0.146,,1-3,,ok
24974,2250560,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3981,,-116,AWAY,LOSS,0,0.362284,,2-1,,ok
24981,2250561,2026-05-09,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.361,,+146,AWAY,LOSS,0,0.408321,,6-0,,ok
24995,2250562,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3975,,+102,TIE,PUSH,,,,2-2,,ok
25002,2250563,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4009,,-116,TIE,PUSH,,,,1-1,,ok
25009,2250564,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3522,,+118,AWAY,LOSS,0,0.419645,,3-0,,ok
25016,2250565,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4206,,+240,HOME,WIN,1,0.176904,,0-5,,ok
25023,2250566,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4281,,-132,AWAY,LOSS,0,0.32707,,4-1,,ok
25030,2250567,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5055,,-106,HOME,LOSS,0,0.25553,,0-4,,ok
25037,2250568,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4017,,+126,AWAY,LOSS,0,0.357963,,5-2,,ok
25044,2250569,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3778,,-135,AWAY,LOSS,0,0.387133,,1-0,,ok
25051,2250570,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4255,,-106,HOME,WIN,1,0.18105,,2-3,,ok
25058,2250571,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3917,,+120,HOME,WIN,1,0.153429,,0-1,,ok
25065,2250572,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4241,,+104,AWAY,LOSS,0,0.331661,,3-2,,ok
25072,2250573,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3897,,-104,AWAY,LOSS,0,0.372466,,2-0,,ok
25079,2250574,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3883,,+106,AWAY,LOSS,0,0.374177,,4-0,,ok
25086,2250575,2026-05-10,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4677,,-1200,TIE,PUSH,,,,3-3,,ok
25100,2250576,2026-05-11,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4356,,+134,HOME,WIN,1,0.189747,,0-7,,ok
25107,2250577,2026-05-11,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4747,,-2500,AWAY,LOSS,0,0.27594,,2-0,,ok
25114,2250578,2026-05-11,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4211,,-102,AWAY,LOSS,0,0.335125,,7-3,,ok
25121,2250579,2026-05-11,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4063,,-158,AWAY,LOSS,0,0.35248,,3-1,,ok
25128,2250580,2026-05-11,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5122,,+134,HOME,LOSS,0,0.262349,,1-2,,ok
25142,2250581,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4615,,,HOME,WIN,1,0.212982,,0-2,,ok
25147,2250582,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4675,,,AWAY,LOSS,0,0.283556,,6-0,,ok
25152,2250583,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4091,,,AWAY,LOSS,0,0.349163,,7-2,,ok
25157,2250584,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.2904,,,HOME,WIN,1,0.084332,,0-2,,ok
25162,2250585,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4485,,,AWAY,LOSS,0,0.304152,,2-0,,ok
25167,2250586,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4391,,,AWAY,LOSS,0,0.314609,,3-0,,ok
25172,2250587,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3645,,,HOME,WIN,1,0.13286,,2-3,,ok
25177,2250588,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4037,,,HOME,WIN,1,0.162974,,2-5,,ok
25182,2250589,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4454,,,HOME,WIN,1,0.198381,,2-5,,ok
25187,2250590,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3758,,,HOME,WIN,1,0.141226,,0-3,,ok
25192,2250591,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4898,,,HOME,WIN,1,0.239904,,2-6,,ok
25197,2250592,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4391,,,AWAY,LOSS,0,0.314609,,7-2,,ok
25202,2250593,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4262,,,AWAY,LOSS,0,0.329246,,4-3,,ok
25207,2250594,2026-05-12,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3278,,,AWAY,LOSS,0,0.451853,,3-2,,ok
25217,2250595,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3941,,+116,HOME,WIN,1,0.155315,,2-3,,ok
25224,2250596,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5236,,-168,HOME,LOSS,0,0.274157,,0-5,,ok
25231,2250597,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3942,,+134,TIE,PUSH,,,,6-6,,ok
25238,2250598,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4123,,+148,AWAY,LOSS,0,0.345391,,6-3,,ok
25245,2250599,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3572,,+114,TIE,PUSH,,,,1-1,,ok
25252,2250600,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3942,,+122,TIE,PUSH,,,,0-0,,ok
25259,2250601,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3765,,-120,AWAY,LOSS,0,0.388752,,2-1,,ok
25266,2250602,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4963,,-158,TIE,PUSH,,,,1-1,,ok
25273,2250603,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4062,,-114,HOME,WIN,1,0.164998,,3-5,,ok
25280,2250604,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.519,,-140,AWAY,WIN,1,0.231361,,8-4,,ok
25287,2250605,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3955,,+134,HOME,WIN,1,0.15642,,0-1,,ok
25294,2250606,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4318,,-132,AWAY,LOSS,0,0.322851,,1-0,,ok
25301,2250607,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3894,,+122,HOME,WIN,1,0.151632,,1-4,,ok
25308,2250608,2026-05-13,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3572,,+186,HOME,WIN,1,0.127592,,0-4,,ok
25322,2250609,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4164,,+120,HOME,WIN,1,0.173389,,2-7,,ok
25329,2250610,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3849,,+134,HOME,WIN,1,0.148148,,0-9,,ok
25336,2250611,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3993,,+148,HOME,WIN,1,0.15944,,3-6,,ok
25343,2250612,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4515,,-114,HOME,WIN,1,0.203852,,0-6,,ok
25350,2250613,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3777,,+118,HOME,WIN,1,0.142657,,0-7,,ok
25357,2250614,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4019,,-112,AWAY,LOSS,0,0.357724,,5-1,,ok
25364,2250615,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,AWAY,0.5475,,-106,TIE,PUSH,,,,1-1,,ok
25371,2250616,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3172,,+130,TIE,PUSH,,,,0-0,,ok
25378,2250617,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4178,,+148,TIE,PUSH,,,,0-0,,ok
25385,2250618,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4844,,-156,HOME,WIN,1,0.234643,,1-5,,ok
25392,2250619,2026-05-14,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4557,,+132,TIE,PUSH,,,,2-2,,ok
25399,2250620,2026-05-15,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.3662,,+1060,HOME,WIN,1,0.134102,,3-7,,ok
25406,2250621,2026-05-15,f5_ml,walkforward_replay,wf-19288f01-p1,HOME,0.4843,,+128,HOME,WIN,1,0.234546,,0-1,,ok
