gameId,gameDate,matchup,mlbGamePk,actualF5Away,actualF5Home,actualF5Total,lsF5,f5AwayRunLine,f5Total,modelF5AwayWinPct,modelF5HomeWinPct,modelF5AwayRLCoverPct,modelF5AwayScore,modelF5HomeScore,modelF5OverRate,stored_f5MlResult,derived_f5MlResult,f5Ml_status,stored_f5MlCorrect,derived_f5MlCorrect,stored_f5RlResult,derived_f5Rl_probConv,derived_f5Rl_marginConv,f5Rl_status,f5Rl_convDisagree,stored_f5RlCorrect,derived_f5RlCorrect_probConv,derived_f5RlCorrect_marginConv,stored_f5TotalResult,derived_f5TotalResult,f5Total_status,stored_f5TotalCorrect,derived_f5TotalCorrect,stored_brierF5Ml,derived_brierF5Ml_away,derived_brierF5Ml_home,brierF5Ml_status,stored_brierF5Total,derived_brierF5Total,brierF5Total_status,f5BacktestRunAt
2250382,2026-04-25,PIT@MIL 2026-04-25,823799,2,2,4,2-2,,,38.33,45.73,45.6,2.14,2.44,0.44,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250383,2026-04-25,DET@CIN 2026-04-25,824527,2,6,8,2-6,,,40.95,42.84,48.87,2.19,2.26,0.37,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.16769,0.16769,0.326727,match-away-base,,,both-null,1784992359459
2250384,2026-04-25,CHC@LAD 2026-04-25,823960,4,8,12,4-8,,,42.11,42.21,49.94,2.39,2.39,0.35,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.177325,0.177325,0.333968,match-away-base,,,both-null,1784992359459
2250385,2026-04-25,PHI@ATL 2026-04-25,824933,3,2,5,3-2,,,45.93,38.13,54.64,2.43,2.13,0.44,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.292356,0.292356,0.14539,match-away-base,,,both-null,1784992359459
2252672,2026-04-25,SD@ARI 2026-04-25,825093,1,4,5,1-4,,,41.81,43.77,48.86,2.75,2.84,0.19,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.174808,0.174808,0.316181,match-away-base,,,both-null,1784992359459
2250376,2026-04-26,COL@NYM 2026-04-26 G2,823637,3,0,3,3-0,,,39.97,43.89,47.66,2.17,2.32,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.36036,0.36036,0.192633,match-away-base,,,both-null,1784992359459
2250386,2026-04-26,BOS@BAL 2026-04-26,824852,3,1,4,3-1,0.5,3.5,42.58,41.14,50.86,2.23,2.17,0.49,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.329706,0.329706,0.16925,match-away-base,0.2601,0.2601,match,1784992359459
2250387,2026-04-26,PHI@ATL 2026-04-26,824934,0,6,6,0-6,0.5,4.5,37.87,45.93,45.19,2.06,2.37,0.42,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.143414,0.143414,0.292356,match-away-base,0.3364,0.3364,match,1784992359459
2250388,2026-04-26,CLE@TOR 2026-04-26,822824,2,2,4,2-2,0.5,4.5,40.88,43.87,48.23,2.44,2.57,0.5,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.25,0.25,match,1784992359459
2250389,2026-04-26,DET@CIN 2026-04-26,824528,2,3,5,2-3,0.5,4.5,39.75,44.64,47.1,2.27,2.47,0.41,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.158006,0.158006,0.306473,match-away-base,0.3481,0.3481,match,1784992359459
2250390,2026-04-26,COL@NYM 2026-04-26 G1,823635,1,1,2,1-1,0.5,4.5,36.74,46.77,43.99,1.94,2.32,0.47,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.2209,0.2209,match,1784992359459
2250391,2026-04-26,MIN@TB 2026-04-26,822991,0,4,4,0-4,0.5,4.5,43.79,40.12,52.19,2.31,2.17,0.43,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.191756,0.191756,0.358561,match-away-base,0.1849,0.1849,match,1784992359459
2250392,2026-04-26,WSH@CWS 2026-04-26,824612,0,0,0,0-0,0.5,4.5,43.35,40.45,51.73,2.27,2.16,0.49,PUSH,PUSH,match,,,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,1,1,,,,both-null,0.2401,0.2401,match,1784992359459
2250393,2026-04-26,NYY@HOU 2026-04-26,824202,0,7,7,0-7,-0.5,5.5,51.02,34.6,59.59,3.13,2.4,0.44,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.260304,0.260304,0.427716,match-away-base,0.3136,0.3136,match,1784992359459
2250394,2026-04-26,PIT@MIL 2026-04-26,823797,0,5,5,0-5,0.5,4.5,40.26,44.05,47.75,2.27,2.43,0.53,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,1,1,0.162087,0.162087,0.31304,match-away-base,0.2209,0.2209,match,1784992359459
2250395,2026-04-26,SEA@STL 2026-04-26,823068,1,1,2,1-1,-0.5,4.5,45.31,39.39,53.5,2.57,2.33,0.49,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.2401,0.2401,match,1784992359459
2250396,2026-04-26,ATH@TEX 2026-04-26,822911,2,0,2,2-0,0.5,4.5,43.98,39.53,52.67,2.22,2.05,0.4,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,1,1,0.313824,0.313824,0.156262,match-away-base,0.16,0.16,match,1784992359459
2250397,2026-04-26,MIA@SF 2026-04-26,823230,3,1,4,3-1,0.5,3.5,41.01,42.6,49.05,2.13,2.19,0.48,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.347982,0.347982,0.181476,match-away-base,0.2704,0.2704,match,1784992359459
2250398,2026-04-26,CHC@LAD 2026-04-26,823959,0,3,3,0-3,0.5,4.5,40.46,43.78,48.03,2.29,2.41,0.4,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.163701,0.163701,0.316069,match-away-base,0.16,0.16,match,1784992359459
2250399,2026-04-26,LAA@KC 2026-04-26,824122,6,1,7,6-1,0.5,4.5,46.38,38.27,54.79,2.6,2.27,0.48,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.28751,0.28751,0.146459,match-away-base,0.2704,0.2704,match,1784992359459
2252691,2026-04-26,SD@ARI 2026-04-26,825094,6,1,7,6-1,-0.5,8.5,38.12,47.46,44.55,2.59,3.01,0.19,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.382913,0.382913,0.225245,match-away-base,0.0361,0.0361,match,1784992359459
2250400,2026-04-27,TB@CLE 2026-04-27,824446,0,2,2,0-2,,,45.2,37.57,54.61,2.11,1.84,0.36,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.204304,0.204304,0.38975,match-away-base,,,both-null,1784992359459
2250401,2026-04-27,STL@PIT 2026-04-27,823395,0,2,2,0-2,,,38.45,45.67,45.71,2.14,2.42,0.44,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.14784,0.14784,0.295175,match-away-base,,,both-null,1784992359459
2250402,2026-04-27,BOS@TOR 2026-04-27,822825,3,0,3,3-0,,,41.44,43.6,48.73,2.54,2.63,0.58,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.342927,0.342927,0.190096,match-away-base,,,both-null,1784992359459
2250403,2026-04-27,SEA@MIN 2026-04-27,823719,2,7,9,2-7,,,47.38,37.29,55.95,2.64,2.23,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.224486,0.224486,0.393254,match-away-base,,,both-null,1784992359459
2250404,2026-04-27,LAA@CWS 2026-04-27,824609,4,1,5,4-1,,,38.24,46.48,45.13,2.33,2.67,0.44,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.38143,0.38143,0.216039,match-away-base,,,both-null,1784992359459
2250405,2026-04-27,NYY@TEX 2026-04-27,822906,4,0,4,4-0,,,46.54,34.64,57.33,1.85,1.48,0.27,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.285797,0.285797,0.119993,match-away-base,,,both-null,1784992359459
2250406,2026-04-27,CHC@SD 2026-04-27,823311,5,6,11,5-6,,,43.29,40.35,51.76,2.22,2.11,0.48,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.187402,0.187402,0.355812,match-away-base,,,both-null,1784992359459
2250407,2026-04-27,MIA@LAD 2026-04-27,823961,4,2,6,4-2,,,30.84,53.49,36.57,1.84,2.74,0.44,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.478311,0.478311,0.286118,match-away-base,,,both-null,1784992359459
2250408,2026-04-28,TB@CLE 2026-04-28,824447,1,0,1,1-0,0.5,0.5,40.65,42.34,48.98,1.99,2.05,0.44,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.352242,0.352242,0.179268,match-away-base,0.3136,0.3136,match,1784992359459
2250409,2026-04-28,HOU@BAL 2026-04-28,824849,1,4,5,1-4,0.5,4.5,39.3,45.99,46.08,2.53,2.82,0.48,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.154449,0.154449,0.291708,match-away-base,0.2704,0.2704,match,1784992359459
2250410,2026-04-28,COL@CIN 2026-04-28,824526,2,4,6,2-4,0.5,5.5,35.17,49.79,41.4,2.22,2.84,0.44,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.123693,0.123693,0.252104,match-away-base,0.3136,0.3136,match,1784992359459
2250411,2026-04-28,STL@PIT 2026-04-28,823390,6,0,6,6-0,0.5,4.5,42.7,40.8,51.13,2.17,2.1,0.4,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.328329,0.328329,0.166464,match-away-base,0.36,0.36,match,1784992359459
2250412,2026-04-28,SF@PHI 2026-04-28,823473,0,1,1,0-1,0.5,1.5,37.75,46.3,44.91,2.12,2.46,0.44,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.142506,0.142506,0.288369,match-away-base,0.1936,0.1936,match,1784992359459
2250413,2026-04-28,BOS@TOR 2026-04-28,822823,0,3,3,0-3,-0.5,4.5,36.86,48.8,43.03,2.54,3.08,0.63,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,0,0,0.135866,0.135866,0.262144,match-away-base,0.3969,0.3969,match,1784992359459
2250414,2026-04-28,WSH@NYM 2026-04-28,823636,0,8,8,0-8,1.5,4.5,38.82,45.27,46.16,2.16,2.42,0.44,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.150699,0.150699,0.299537,match-away-base,0.3136,0.3136,match,1784992359459
2250415,2026-04-28,DET@ATL 2026-04-28,824931,0,2,2,0-2,0.5,4.5,39.99,43.96,47.63,2.18,2.34,0.44,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.15992,0.15992,0.314048,match-away-base,0.1936,0.1936,match,1784992359459
2250416,2026-04-28,SEA@MIN 2026-04-28,823716,0,1,1,0-1,-0.5,3.5,45.81,38.64,54.25,2.56,2.26,0.54,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,0,0,0.209856,0.209856,0.376505,match-away-base,0.2916,0.2916,match,1784992359459
2250417,2026-04-28,LAA@CWS 2026-04-28,824610,1,3,4,1-3,-0.5,3.5,42.15,41.17,50.59,2.12,2.09,0.46,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.177662,0.177662,0.346097,match-away-base,0.2916,0.2916,match,1784992359459
2250418,2026-04-28,NYY@TEX 2026-04-28,822908,1,0,1,1-0,-0.5,3.5,41.77,39.2,51.59,1.68,1.6,0.33,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.339073,0.339073,0.153664,match-away-base,0.1089,0.1089,match,1784992359459
2250419,2026-04-28,KC@ATH 2026-04-28,825017,0,1,1,0-1,-0.5,4.5,44.31,41.62,51.57,3.04,2.91,0.49,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.196338,0.196338,0.340822,match-away-base,0.2401,0.2401,match,1784992359459
2250420,2026-04-28,CHC@SD 2026-04-28,823310,2,2,4,2-2,-0.5,4.5,43.12,41.06,51.22,2.36,2.28,0.45,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.2025,0.2025,match,1784992359459
2250421,2026-04-28,MIA@LAD 2026-04-28,823956,2,0,2,2-0,1.5,4.5,37.24,46.55,44.45,2.02,2.38,0.49,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.393882,0.393882,0.21669,match-away-base,0.2401,0.2401,match,1784992359459
2252713,2026-04-28,ARI@MIL 2026-04-28,823798,2,5,7,2-5,0.5,4.5,41.73,42.68,49.44,2.35,2.39,0.46,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.174139,0.174139,0.328558,match-away-base,0.2916,0.2916,match,1784992359459
2250422,2026-04-29,TB@CLE 2026-04-29,824445,0,3,3,0-3,,,41.96,40.4,50.95,1.91,1.86,0.47,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.176064,0.176064,0.355216,match-away-base,,,both-null,1784992359459
2250423,2026-04-29,LAA@CWS 2026-04-29,824608,1,1,2,1-1,,,45.33,38.9,53.81,2.48,2.22,0.46,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250424,2026-04-29,SEA@MIN 2026-04-29,823717,1,2,3,1-2,,,44.74,40.33,52.59,2.71,2.52,0.53,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.200167,0.200167,0.356051,match-away-base,,,both-null,1784992359459
2250425,2026-04-29,NYY@TEX 2026-04-29,822907,0,2,2,0-2,,,38.73,41.93,48.01,1.55,1.65,0.25,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.150001,0.150001,0.337212,match-away-base,,,both-null,1784992359459
2250426,2026-04-29,BOS@TOR 2026-04-29,822821,1,7,8,1-7,,,42.77,42.08,50.41,2.54,2.5,0.5,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.182927,0.182927,0.335473,match-away-base,,,both-null,1784992359459
2250427,2026-04-29,MIA@LAD 2026-04-29,823958,2,1,3,2-1,,,36.07,47.86,42.98,1.99,2.45,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.408704,0.408704,0.229058,match-away-base,,,both-null,1784992359459
2250428,2026-04-29,CHC@SD 2026-04-29,823312,3,3,6,3-3,,,45.08,38.76,53.77,2.36,2.12,0.37,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250430,2026-04-29,COL@CIN 2026-04-29,824525,5,0,5,5-0,,,34.78,50.08,40.98,2.17,2.81,0.38,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.425365,0.425365,0.250801,match-away-base,,,both-null,1784992359459
2250431,2026-04-29,STL@PIT 2026-04-29,823392,3,1,4,3-1,,,37.17,46.32,44.52,1.94,2.28,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.394761,0.394761,0.214554,match-away-base,,,both-null,1784992359459
2250433,2026-04-29,WSH@NYM 2026-04-29,823633,9,2,11,9-2,,,39.05,45.58,46.14,2.31,2.58,0.55,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.37149,0.37149,0.207754,match-away-base,,,both-null,1784992359459
2250434,2026-04-29,DET@ATL 2026-04-29,824930,3,2,5,3-2,,,46.97,36.69,56.14,2.38,1.99,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.281218,0.281218,0.134616,match-away-base,,,both-null,1784992359459
2250435,2026-04-29,KC@ATH 2026-04-29,825015,1,4,5,1-4,,,40.54,45.6,47.06,2.92,3.17,0.45,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.164349,0.164349,0.295936,match-away-base,,,both-null,1784992359459
2252731,2026-04-29,ARI@MIL 2026-04-29,823796,4,2,6,4-2,,,39.88,44.4,47.32,2.27,2.45,0.46,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.361441,0.361441,0.197136,match-away-base,,,both-null,1784992359459
2250436,2026-04-30,DET@ATL 2026-04-30,824929,0,2,2,0-2,0.5,4.5,41.37,42.75,49.18,2.31,2.36,0.45,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.171148,0.171148,0.327756,match-away-base,0.2025,0.2025,match,1784992359459
2250437,2026-04-30,HOU@BAL 2026-04-30,824848,0,5,5,0-5,0.5,4.5,38.27,47.86,44.43,2.81,3.27,0.5,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.146459,0.146459,0.271858,match-away-base,0.25,0.25,match,1784992359459
2250438,2026-04-30,STL@PIT 2026-04-30,823391,5,3,8,5-3,1.5,3.5,38.23,45.05,45.91,1.96,2.21,0.46,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.381553,0.381553,0.20295,match-away-base,0.2916,0.2916,match,1784992359459
2250439,2026-04-30,COL@CIN 2026-04-30,824524,2,3,5,2-3,0.5,4.5,37.98,46.54,44.93,2.22,2.57,0.41,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.144248,0.144248,0.285797,match-away-base,0.3481,0.3481,match,1784992359459
2250440,2026-04-30,SF@PHI 2026-04-30,823472,2,1,3,2-1,0.5,3.5,40.88,43.91,48.21,2.45,2.58,0.5,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.349517,0.349517,0.192809,match-away-base,0.25,0.25,match,1784992359459
2250441,2026-04-30,WSH@NYM 2026-04-30,823634,3,3,6,3-3,0.5,4.5,34.65,49.48,41.18,1.99,2.58,0.51,PUSH,PUSH,match,,,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,1,1,,,,both-null,0.2401,0.2401,match,1784992359459
2250442,2026-04-30,KC@ATH 2026-04-30,825016,2,5,7,2-5,3.5,7.5,42.1,43.38,49.25,2.73,2.8,0.44,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.177241,0.177241,0.320582,match-away-base,0.1936,0.1936,match,1784992359459
2250443,2026-04-30,TOR@MIN 2026-04-30,823714,1,2,3,1-2,-0.5,4.5,47.84,36.98,56.4,2.73,2.28,0.5,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.228867,0.228867,0.397152,match-away-base,0.25,0.25,match,1784992359459
2252739,2026-04-30,ARI@MIL 2026-04-30,823795,1,8,9,1-8,0.5,3.5,40.34,43.45,48.14,2.15,2.26,0.49,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.162732,0.162732,0.31979,match-away-base,0.2601,0.2601,match,1784992359459
3270003,2026-04-30,HOU@BAL 2026-04-30 G2,824850,11,3,,11-3,-5.5,5.5,38.21,47.9,44.37,2.79,3.26,0.61,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,1,1,0.3818,0.3818,0.229441,match-away-base,0.1521,0.1521,match,1784992359459
3270004,2026-04-30,SF@PHI 2026-04-30 G2,823471,2,4,,2-4,0.5,4.5,40.86,43.96,48.17,2.44,2.57,0.57,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,1,1,0.166954,0.166954,0.314048,match-away-base,0.1849,0.1849,match,1784992359459
2250444,2026-05-01,TEX@DET 2026-05-01,824287,4,4,8,4-4,-0.5,4.5,38.99,45.48,46.16,2.28,2.54,0.48,PUSH,PUSH,match,,,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,,,,both-null,0.2704,0.2704,match,1784992359459
2250445,2026-05-01,CIN@PIT 2026-05-01,823389,0,8,8,0-8,0.5,4.5,44.32,39.72,52.74,2.38,2.2,0.44,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.196426,0.196426,0.363368,match-away-base,0.3136,0.3136,match,1784992359459
2250446,2026-05-01,MIL@WSH 2026-05-01,822744,4,0,4,4-0,-2.5,2.5,50.48,35.86,58.47,3.47,2.75,0.63,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,1,1,0.245223,0.245223,0.128594,match-away-base,0.1369,0.1369,match,1784992359459
2250447,2026-05-01,BAL@NYY 2026-05-01,823557,1,5,6,1-5,4.5,4.5,37.1,48.87,43.15,2.67,3.23,0.6,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,1,1,0.137641,0.137641,0.261428,match-away-base,0.16,0.16,match,1784992359459
2250448,2026-05-01,HOU@BOS 2026-05-01,824772,1,3,4,1-3,-0.5,3.5,41.28,42.4,49.33,2.16,2.21,0.36,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.170404,0.170404,0.331776,match-away-base,0.4096,0.4096,match,1784992359459
2250449,2026-05-01,SF@TB 2026-05-01,822990,0,2,2,0-2,1.5,4.5,42.44,41.69,50.44,2.32,2.3,0.52,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,0,0,0.180115,0.180115,0.340006,match-away-base,0.2704,0.2704,match,1784992359459
2250450,2026-05-01,PHI@MIA 2026-05-01,823877,2,1,3,2-1,-0.5,4.5,44.48,39.7,52.84,2.43,2.23,0.45,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.308247,0.308247,0.157609,match-away-base,0.2025,0.2025,match,1784992359459
2250451,2026-05-01,TOR@MIN 2026-05-01,823713,6,2,8,6-2,0.5,4.5,44.19,40.96,51.9,2.7,2.57,0.53,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,1,1,0.311476,0.311476,0.167772,match-away-base,0.2209,0.2209,match,1784992359459
2250452,2026-05-01,LAD@STL 2026-05-01,823066,1,4,5,1-4,-0.5,4.5,52.13,32.09,61.9,2.66,1.87,0.44,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.271754,0.271754,0.461177,match-away-base,0.3136,0.3136,match,1784992359459
2250453,2026-05-01,ATL@COL 2026-05-01,824366,1,6,7,1-6,-0.5,5.5,45.03,40.49,52.65,2.87,2.66,0.39,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.20277,0.20277,0.354144,match-away-base,0.3721,0.3721,match,1784992359459
2250454,2026-05-01,NYM@LAA 2026-05-01,824041,0,3,3,0-3,0.5,4.5,47.35,36.95,56.17,2.55,2.14,0.4,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.224202,0.224202,0.39753,match-away-base,0.16,0.16,match,1784992359459
2250455,2026-05-01,CLE@ATH 2026-05-01,825012,5,4,9,5-4,0.5,5.5,45.39,40.08,53.11,2.86,2.63,0.44,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.298225,0.298225,0.160641,match-away-base,0.3136,0.3136,match,1784992359459
2250456,2026-05-01,CWS@SD 2026-05-01,823309,7,0,7,7-0,0.5,4.5,38.09,45.98,45.31,2.14,2.44,0.44,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.383285,0.383285,0.211416,match-away-base,0.3136,0.3136,match,1784992359459
2250457,2026-05-01,KC@SEA 2026-05-01,823146,4,3,7,4-3,0.5,3.5,36.59,46.24,44.18,1.79,2.13,0.42,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.402083,0.402083,0.213814,match-away-base,0.3364,0.3364,match,1784992359459
2252742,2026-05-01,ARI@CHC 2026-05-01,824686,1,6,7,1-6,0.5,3.5,42.41,41.99,50.25,2.38,2.36,0.53,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,1,1,0.179861,0.179861,0.336516,match-away-base,0.2209,0.2209,match,1784992359459
2250458,2026-05-02,BAL@NYY 2026-05-02,823554,1,6,7,1-6,,,38.83,46.71,45.39,2.59,2.95,0.56,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.150777,0.150777,0.283982,match-away-base,,,both-null,1784992359459
2250459,2026-05-02,TOR@MIN 2026-05-02,823715,2,4,6,2-4,,,45.2,39.76,53.2,2.68,2.45,0.51,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.204304,0.204304,0.362886,match-away-base,,,both-null,1784992359459
2250460,2026-05-02,CLE@ATH 2026-05-02,825014,5,4,9,5-4,,,40.53,44.76,47.52,2.58,2.77,0.42,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.353668,0.353668,0.200346,match-away-base,,,both-null,1784992359459
2250461,2026-05-02,CIN@PIT 2026-05-02,823388,4,15,19,4-15,,,42.08,42.05,50.02,2.31,2.31,0.45,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.177073,0.177073,0.33582,match-away-base,,,both-null,1784992359459
2250462,2026-05-02,MIL@WSH 2026-05-02,822746,3,1,4,3-1,,,46.39,39.24,54.17,2.99,2.67,0.64,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.287403,0.287403,0.153978,match-away-base,,,both-null,1784992359459
