gameId,gameDate,matchup,mlbGamePk,actualF5Away,actualF5Home,actualF5Total,lsF5,f5AwayRunLine,f5Total,modelF5AwayWinPct,modelF5HomeWinPct,modelF5AwayRLCoverPct,modelF5AwayScore,modelF5HomeScore,modelF5OverRate,stored_f5MlResult,derived_f5MlResult,f5Ml_status,stored_f5MlCorrect,derived_f5MlCorrect,stored_f5RlResult,derived_f5Rl_probConv,derived_f5Rl_marginConv,f5Rl_status,f5Rl_convDisagree,stored_f5RlCorrect,derived_f5RlCorrect_probConv,derived_f5RlCorrect_marginConv,stored_f5TotalResult,derived_f5TotalResult,f5Total_status,stored_f5TotalCorrect,derived_f5TotalCorrect,stored_brierF5Ml,derived_brierF5Ml_away,derived_brierF5Ml_home,brierF5Ml_status,stored_brierF5Total,derived_brierF5Total,brierF5Total_status,f5BacktestRunAt
2250665,2026-05-18,ATL@MIA 2026-05-18,823867,0,12,12,0-12,0.5,4.5,40.8,42.92,48.73,2.15,2.23,0.42,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.166464,0.166464,0.325813,match-away-base,0.3364,0.3364,match,1784992359459
2250666,2026-05-18,NYM@WSH 2026-05-18,822734,4,3,7,4-3,-1.5,4.5,44.57,40.9,52.14,2.85,2.69,0.44,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.307248,0.307248,0.167281,match-away-base,0.3136,0.3136,match,1784992359459
2250667,2026-05-18,TOR@NYY 2026-05-18,823549,4,3,7,4-3,0.5,4.5,35.76,49.23,42.07,2.26,2.83,0.51,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,1,1,0.412678,0.412678,0.242359,match-away-base,0.2401,0.2401,match,1784992359459
2250668,2026-05-18,BOS@KC 2026-05-18,824114,0,0,0,0-0,-0.5,4.5,44.21,39.64,52.73,2.33,2.16,0.37,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.1369,0.1369,match,1784992359459
2250669,2026-05-18,HOU@MIN 2026-05-18,823705,0,3,3,0-3,0.5,5.5,43.17,42.87,50.17,3.02,3.01,0.5,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.186365,0.186365,0.326384,match-away-base,0.25,0.25,match,1784992359459
2250670,2026-05-18,MIL@CHC 2026-05-18,824680,8,3,11,8-3,0.5,5.5,33.23,50.65,39.61,1.85,2.52,0.26,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.445823,0.445823,0.256542,match-away-base,0.5476,0.5476,match,1784992359459
2250671,2026-05-18,TEX@COL 2026-05-18,824357,2,6,8,2-6,-0.5,4.5,42.73,41.82,50.53,2.45,2.42,0.36,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.182585,0.182585,0.338491,match-away-base,0.4096,0.4096,match,1784992359459
2250672,2026-05-18,ATH@LAA 2026-05-18,824035,0,0,0,0-0,-0.5,4.5,44.94,38.73,53.71,2.3,2.06,0.36,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.1296,0.1296,match,1784992359459
2250673,2026-05-18,LAD@SD 2026-05-18,823301,0,1,1,0-1,-0.5,4.5,42.49,40.21,51.38,1.98,1.91,0.42,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.18054,0.18054,0.357484,match-away-base,0.1764,0.1764,match,1784992359459
2250674,2026-05-18,CWS@SEA 2026-05-18,823137,0,2,2,0-2,0.5,3.5,39.91,42.3,48.55,1.83,1.91,0.4,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.159281,0.159281,0.332929,match-away-base,0.16,0.16,match,1784992359459
2252987,2026-05-18,SF@ARI 2026-05-18,825087,2,12,14,2-12,0.5,4.5,44.07,40.48,52.12,2.5,2.36,0.42,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.194216,0.194216,0.354263,match-away-base,0.3364,0.3364,match,1784992359459
2250675,2026-05-19,ATL@MIA 2026-05-19,823865,3,4,7,3-4,,,42.78,40.88,51.14,2.25,2.18,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.183013,0.183013,0.349517,match-away-base,,,both-null,1784992359459
2250676,2026-05-19,CLE@DET 2026-05-19,824276,3,3,6,3-3,,,41.48,40.98,50.3,1.91,1.89,0.34,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250677,2026-05-19,BAL@TB 2026-05-19,822979,1,1,2,1-1,,,39.42,44.9,46.75,2.25,2.47,0.53,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250678,2026-05-19,CIN@PHI 2026-05-19,823464,2,1,3,2-1,,,45.94,38.35,54.5,2.51,2.2,0.46,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.292248,0.292248,0.147072,match-away-base,,,both-null,1784992359459
2250679,2026-05-19,NYM@WSH 2026-05-19,822736,5,9,14,5-9,,,41.74,42.75,49.41,2.43,2.47,0.48,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.174223,0.174223,0.327756,match-away-base,,,both-null,1784992359459
2250680,2026-05-19,TOR@NYY 2026-05-19,823548,3,5,8,3-5,,,41.68,42.87,49.3,2.41,2.46,0.48,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.173722,0.173722,0.326384,match-away-base,,,both-null,1784992359459
2250681,2026-05-19,BOS@KC 2026-05-19,824112,2,1,3,2-1,,,46.44,36.19,56.21,2.11,1.75,0.41,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.286867,0.286867,0.130972,match-away-base,,,both-null,1784992359459
2250682,2026-05-19,HOU@MIN 2026-05-19,823704,2,0,2,2-0,,,44.8,40.63,52.44,2.84,2.65,0.55,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.304704,0.304704,0.16508,match-away-base,,,both-null,1784992359459
2250683,2026-05-19,MIL@CHC 2026-05-19,824677,3,0,3,3-0,,,39.59,42.78,48.06,1.83,1.94,0.33,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.364937,0.364937,0.183013,match-away-base,,,both-null,1784992359459
2250684,2026-05-19,PIT@STL 2026-05-19,823059,4,3,7,4-3,,,46.34,37.03,55.58,2.26,1.92,0.39,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.28794,0.28794,0.137122,match-away-base,,,both-null,1784992359459
2250685,2026-05-19,TEX@COL 2026-05-19,824356,8,0,8,8-0,,,46.3,39.73,53.82,3.12,2.81,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.288369,0.288369,0.157847,match-away-base,,,both-null,1784992359459
2250686,2026-05-19,ATH@LAA 2026-05-19,824033,6,4,10,6-4,,,36.46,47.78,43.28,2.12,2.57,0.4,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.403733,0.403733,0.228293,match-away-base,,,both-null,1784992359459
2250687,2026-05-19,LAD@SD 2026-05-19,823302,3,4,7,3-4,,,55.89,29.4,65.53,3.13,1.99,0.51,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.312369,0.312369,0.498436,match-away-base,,,both-null,1784992359459
2250688,2026-05-19,CWS@SEA 2026-05-19,823136,0,1,1,0-1,,,42.66,41.05,50.96,2.23,2.17,0.49,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.181988,0.181988,0.34751,match-away-base,,,both-null,1784992359459
2253002,2026-05-19,SF@ARI 2026-05-19,825086,3,1,4,3-1,,,43.35,40.52,51.69,2.3,2.19,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.320922,0.320922,0.164187,match-away-base,,,both-null,1784992359459
2250689,2026-05-20,CIN@PHI 2026-05-20,823462,4,1,5,4-1,,,44.79,40.54,52.49,2.81,2.62,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.304814,0.304814,0.164349,match-away-base,,,both-null,1784992359459
2250690,2026-05-20,BAL@TB 2026-05-20,822977,1,1,2,1-1,,,37.31,46.94,44.28,2.12,2.51,0.45,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250691,2026-05-20,HOU@MIN 2026-05-20,823703,1,4,5,1-4,,,36.58,47.93,43.29,2.18,2.64,0.47,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.13381,0.13381,0.271128,match-away-base,,,both-null,1784992359459
2250692,2026-05-20,TEX@COL 2026-05-20,824355,3,4,7,3-4,,,45.41,40.22,53.03,2.96,2.71,0.4,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.206207,0.206207,0.357365,match-away-base,,,both-null,1784992359459
2250693,2026-05-20,CWS@SEA 2026-05-20,823134,2,2,4,2-2,,,37.49,45.39,45.23,1.83,2.11,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250694,2026-05-20,CLE@DET 2026-05-20,824273,0,0,0,0-0,,,40.92,42.35,49.14,2.05,2.11,0.46,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250695,2026-05-20,ATL@MIA 2026-05-20,823866,3,1,4,3-1,,,48.48,34.95,58.11,2.35,1.84,0.46,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.265431,0.265431,0.12215,match-away-base,,,both-null,1784992359459
2250696,2026-05-20,NYM@WSH 2026-05-20,822735,2,4,6,2-4,,,48.45,37.42,56.42,3.19,2.67,0.48,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.23474,0.23474,0.391626,match-away-base,,,both-null,1784992359459
2250697,2026-05-20,TOR@NYY 2026-05-20,823547,0,0,0,0-0,,,34.45,49.57,41,1.95,2.54,0.43,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250698,2026-05-20,BOS@KC 2026-05-20,824111,2,3,5,2-3,,,40.06,42.59,48.47,1.9,1.99,0.35,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.16048,0.16048,0.329591,match-away-base,,,both-null,1784992359459
2250699,2026-05-20,MIL@CHC 2026-05-20,824678,4,0,4,4-0,,,44.72,39.32,53.21,2.39,2.18,0.58,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.305588,0.305588,0.154606,match-away-base,,,both-null,1784992359459
2250700,2026-05-20,PIT@STL 2026-05-20,823057,2,0,2,2-0,,,35.8,47.5,42.97,1.85,2.28,0.45,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.412164,0.412164,0.225625,match-away-base,,,both-null,1784992359459
2250701,2026-05-20,LAD@SD 2026-05-20,823299,3,0,3,3-0,,,47.31,34.49,57.84,1.98,1.56,0.37,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.277624,0.277624,0.118956,match-away-base,,,both-null,1784992359459
2250702,2026-05-20,ATH@LAA 2026-05-20,824032,3,5,8,3-5,,,44.94,38.99,53.54,2.34,2.11,0.31,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.20196,0.20196,0.372222,match-away-base,,,both-null,1784992359459
2253008,2026-05-20,SF@ARI 2026-05-20,825084,3,6,9,3-6,,,41.65,43.21,49.08,2.52,2.59,0.45,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.173472,0.173472,0.32251,match-away-base,,,both-null,1784992359459
2250703,2026-05-21,CLE@DET 2026-05-21,824274,2,0,2,2-0,,,36.41,46.39,43.97,1.8,2.15,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.404369,0.404369,0.215203,match-away-base,,,both-null,1784992359459
2250704,2026-05-21,PIT@STL 2026-05-21,823056,2,1,3,2-1,,,46.76,36.83,55.94,2.32,1.95,0.47,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.28345,0.28345,0.135645,match-away-base,,,both-null,1784992359459
2250705,2026-05-21,NYM@WSH 2026-05-21,822733,2,1,3,2-1,,,38.88,47.32,45.1,2.88,3.29,0.68,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.373565,0.373565,0.223918,match-away-base,,,both-null,1784992359459
2250706,2026-05-21,ATL@MIA 2026-05-21,823864,5,2,7,5-2,,,47.14,36.65,56.26,2.39,1.99,0.49,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.279418,0.279418,0.134322,match-away-base,,,both-null,1784992359459
2250707,2026-05-21,TOR@NYY 2026-05-21,823545,1,0,1,1-0,,,39.46,44.42,47.05,2.14,2.34,0.43,LOSS,LOSS,match,0,0,,,,both-null,0,,,,,,both-null,,,0.366509,0.366509,0.197314,match-away-base,,,both-null,1784992359459
2250708,2026-05-21,ATH@LAA 2026-05-21,824031,0,2,2,0-2,,,41.78,41.88,49.94,2.18,2.18,0.42,WIN,WIN,match,1,1,,,,both-null,0,,,,,,both-null,,,0.174557,0.174557,0.337793,match-away-base,,,both-null,1784992359459
2253025,2026-05-21,COL@ARI 2026-05-21,825083,0,0,0,0-0,,,34.84,49.83,41.14,2.14,2.75,0.37,PUSH,PUSH,match,,,,,,both-null,0,,,,,,both-null,,,,,,both-null,,,both-null,1784992359459
2250709,2026-05-22,HOU@CHC 2026-05-22,824679,4,0,4,4-0,0.5,3.5,41.97,42.21,49.86,2.31,2.32,0.52,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,1,1,0.336748,0.336748,0.178168,match-away-base,0.2304,0.2304,match,1784992359459
2250711,2026-05-22,CLE@PHI 2026-05-22,823461,0,0,0,0-0,0.5,3.5,42.06,42.32,49.85,2.37,2.39,0.53,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,0,0,,,,both-null,0.2809,0.2809,match,1784992359459
2250712,2026-05-22,TB@NYY 2026-05-22,823546,0,1,1,0-1,0.5,4.5,46.5,38.01,55.02,2.59,2.25,0.48,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.216225,0.216225,0.384276,match-away-base,0.2304,0.2304,match,1784992359459
2250713,2026-05-22,PIT@TOR 2026-05-22,822816,1,3,4,1-3,0.5,4.5,39.7,44.59,47.1,2.24,2.44,0.46,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.157609,0.157609,0.307027,match-away-base,0.2116,0.2116,match,1784992359459
2250714,2026-05-22,MIN@BOS 2026-05-22,824761,3,6,9,3-6,0.5,3.5,37.58,43.27,46.48,1.55,1.72,0.33,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.141226,0.141226,0.321829,match-away-base,0.4489,0.4489,match,1784992359459
2250715,2026-05-22,NYM@MIA 2026-05-22,823863,1,2,3,1-2,0.5,4.5,44.2,39.27,52.95,2.21,2.03,0.4,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.195364,0.195364,0.368813,match-away-base,0.16,0.16,match,1784992359459
2250716,2026-05-22,DET@BAL 2026-05-22,824842,4,6,10,4-6,0.5,4.5,42.32,43.06,49.57,2.69,2.72,0.55,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,1,1,0.179098,0.179098,0.324216,match-away-base,0.2025,0.2025,match,1784992359459
2250717,2026-05-22,WSH@ATL 2026-05-22,824922,0,0,0,0-0,0.5,4.5,29.32,55,34.77,1.77,2.78,0.38,PUSH,PUSH,match,,,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,,,,both-null,0.1444,0.1444,match,1784992359459
2250718,2026-05-22,SEA@KC 2026-05-22,824110,0,0,0,0-0,-0.5,3.5,43.96,39.81,52.48,2.28,2.12,0.42,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.1764,0.1764,match,1784992359459
2250719,2026-05-22,LAD@MIL 2026-05-22,823788,0,5,5,0-5,0.5,4.5,45.52,37.47,54.85,2.15,1.86,0.37,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.207207,0.207207,0.391,match-away-base,0.3969,0.3969,match,1784992359459
2250720,2026-05-22,TEX@LAA 2026-05-22,824029,3,6,9,3-6,-0.5,3.5,47.02,36.26,56.46,2.26,1.87,0.45,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.221088,0.221088,0.406279,match-away-base,0.3025,0.3025,match,1784992359459
2250721,2026-05-22,ATH@SD 2026-05-22,823298,3,3,6,3-3,0.5,4.5,45.6,37.43,54.92,2.15,1.86,0.37,PUSH,PUSH,match,,,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,,,,both-null,0.3969,0.3969,match,1784992359459
2250722,2026-05-22,CWS@SF 2026-05-22,823223,9,3,12,9-3,-0.5,3.5,41.52,40.34,50.72,1.8,1.76,0.37,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.341991,0.341991,0.162732,match-away-base,0.3969,0.3969,match,1784992359459
2253038,2026-05-22,COL@ARI 2026-05-22,825082,1,2,3,1-2,0.5,5.5,42.48,41.94,50.32,2.42,2.4,0.42,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.180455,0.180455,0.337096,match-away-base,0.1764,0.1764,match,1784992359459
2250710,2026-05-23,STL@CIN 2026-05-23 G1,824518,3,1,4,3-1,0.5,4.5,47.15,38.43,55.09,2.99,2.6,0.45,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,1,1,0.279312,0.279312,0.147686,match-away-base,0.2025,0.2025,match,1784992359459
2250724,2026-05-23,HOU@CHC 2026-05-23,824674,3,0,3,3-0,0.5,3.5,46.53,37.73,55.22,2.49,2.14,0.52,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,0,0,0.285904,0.285904,0.142355,match-away-base,0.2704,0.2704,match,1784992359459
2250725,2026-05-23,PIT@TOR 2026-05-23,822814,0,1,1,0-1,0.5,1.5,50.85,32.82,60.78,2.47,1.79,0.47,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.258572,0.258572,0.451315,match-away-base,0.2209,0.2209,match,1784992359459
2250727,2026-05-23,CLE@PHI 2026-05-23,823458,0,2,2,0-2,0.5,3.5,33.12,51.02,39.36,1.91,2.61,0.5,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,1,1,0.109693,0.109693,0.239904,match-away-base,0.25,0.25,match,1784992359459
2250728,2026-05-23,CWS@SF 2026-05-23,823222,3,9,12,3-9,0.5,4.5,46.11,37.24,55.32,2.26,1.93,0.34,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.212613,0.212613,0.393882,match-away-base,0.4356,0.4356,match,1784992359459
2250729,2026-05-23,SEA@KC 2026-05-23,824109,0,4,4,0-4,-0.5,4.5,41.7,41.54,50.1,2.08,2.08,0.39,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.173889,0.173889,0.341757,match-away-base,0.1521,0.1521,match,1784992359459
2250730,2026-05-23,MIN@BOS 2026-05-23,824760,4,1,5,4-1,-1.5,5.5,41.73,40.52,50.74,1.88,1.84,0.4,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,1,1,0.339539,0.339539,0.164187,match-away-base,0.16,0.16,match,1784992359459
2250731,2026-05-23,WSH@ATL 2026-05-23,824920,2,0,2,2-0,0.5,4.5,36.34,47.87,43.16,2.07,2.54,0.39,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.40526,0.40526,0.229154,match-away-base,0.1521,0.1521,match,1784992359459
2250732,2026-05-23,NYM@MIA 2026-05-23,823862,0,4,4,0-4,0.5,3.5,39.19,43.99,47.12,1.96,2.14,0.38,WIN,WIN,match,1,1,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.153586,0.153586,0.313712,match-away-base,0.3844,0.3844,match,1784992359459
2250733,2026-05-23,STL@CIN 2026-05-23 G2,824516,3,1,6,1-5,0.5,5.5,48.97,36.55,57.26,3.02,2.46,0.43,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,UNDER,MISMATCH,0,1,0.260406,0.260406,0.13359,match-away-base,0.3249,0.1849,MISMATCH,1784992359459
2250734,2026-05-23,LAD@MIL 2026-05-23,823787,4,3,7,4-3,-0.5,4.5,40.94,43.5,48.49,2.35,2.45,0.41,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.348808,0.348808,0.189225,match-away-base,0.3481,0.3481,match,1784992359459
2250735,2026-05-23,ATH@SD 2026-05-23,823300,0,2,2,0-2,-0.5,4.5,44.06,38.46,53.4,2.01,1.82,0.41,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.194128,0.194128,0.378717,match-away-base,0.1681,0.1681,match,1784992359459
2250736,2026-05-23,TEX@LAA 2026-05-23,824030,1,3,4,1-3,-0.5,3.5,44.82,38.76,53.62,2.26,2.03,0.41,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.200883,0.200883,0.375034,match-away-base,0.3481,0.3481,match,1784992359459
2253055,2026-05-23,COL@ARI 2026-05-23,825080,2,5,7,2-5,0.5,5.5,37.03,48.45,43.32,2.48,2.99,0.43,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.137122,0.137122,0.26574,match-away-base,0.3249,0.3249,match,1784992359459
2250726,2026-05-24,DET@BAL 2026-05-24 G2,824840,4,1,5,4-1,0.5,4.5,52.52,32.48,61.79,2.94,2.09,0.5,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.225435,0.225435,0.105495,match-away-base,0.25,0.25,match,1784992359459
2250737,2026-05-24,PIT@TOR 2026-05-24,822813,2,1,3,2-1,0.5,3.5,43.44,40.12,51.98,2.21,2.09,0.47,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,UNDER,match,1,1,0.319903,0.319903,0.160961,match-away-base,0.2209,0.2209,match,1784992359459
2250738,2026-05-24,DET@BAL 2026-05-24 G1,824839,4,1,2,2-0,0.5,4.5,52.87,32.26,62.1,2.99,2.12,0.51,WIN,WIN,match,1,1,WIN,WIN,WIN,match-both-conv,0,1,1,1,UNDER,OVER,MISMATCH,0,1,0.222124,0.222124,0.104071,match-away-base,0.2601,0.2401,MISMATCH,1784992359459
2250739,2026-05-24,MIN@BOS 2026-05-24,824759,3,4,7,3-4,0.5,3.5,43.83,38.26,53.39,1.91,1.73,0.38,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.192107,0.192107,0.381183,match-away-base,0.3844,0.3844,match,1784992359459
2250740,2026-05-24,CLE@PHI 2026-05-24,823459,1,0,1,1-0,-0.5,3.5,48.18,36.16,57.13,2.59,2.11,0.53,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,UNDER,UNDER,match,0,0,0.268531,0.268531,0.130755,match-away-base,0.2809,0.2809,match,1784992359459
2250741,2026-05-24,TB@NYY 2026-05-24,823544,0,0,0,0-0,0.5,3.5,39.64,44.35,47.2,2.17,2.35,0.5,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.25,0.25,match,1784992359459
2250743,2026-05-24,NYM@MIA 2026-05-24,823861,0,0,0,0-0,0.5,4.5,38.75,44.53,46.53,1.96,2.17,0.45,PUSH,PUSH,match,,,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,,,,both-null,0.2025,0.2025,match,1784992359459
2250744,2026-05-24,SEA@KC 2026-05-24,824108,1,4,5,1-4,-0.5,4.5,48.37,35.41,57.73,2.43,1.94,0.42,WIN,WIN,match,1,1,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,OVER,OVER,match,0,0,0.233966,0.233966,0.417187,match-away-base,0.3364,0.3364,match,1784992359459
2250745,2026-05-24,LAD@MIL 2026-05-24,823786,5,1,6,5-1,-0.5,4.5,48.11,36.38,56.94,2.63,2.16,0.47,LOSS,LOSS,match,0,0,WIN,WIN,LOSS,match-prob-conv,1,1,1,0,OVER,OVER,match,0,0,0.269257,0.269257,0.13235,match-away-base,0.2809,0.2809,match,1784992359459
2250746,2026-05-24,HOU@CHC 2026-05-24,824676,7,3,10,7-3,0.5,3.5,41.84,41.02,50.49,2,1.97,0.36,LOSS,LOSS,match,0,0,WIN,WIN,WIN,match-both-conv,0,1,1,1,OVER,OVER,match,0,0,0.338259,0.338259,0.168264,match-away-base,0.4096,0.4096,match,1784992359459
2250747,2026-05-24,CWS@SF 2026-05-24,823220,4,8,12,4-8,0.5,6.5,48.01,35.91,57.21,2.44,1.98,0.42,WIN,WIN,match,1,1,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,OVER,OVER,match,0,0,0.230496,0.230496,0.410753,match-away-base,0.3364,0.3364,match,1784992359459
2250748,2026-05-24,ATH@SD 2026-05-24,823297,4,0,4,4-0,-2.5,4.5,37.2,45.67,44.89,1.84,2.14,0.36,LOSS,LOSS,match,0,0,LOSS,LOSS,LOSS,match-both-conv,0,0,0,0,UNDER,UNDER,match,1,1,0.394384,0.394384,0.208575,match-away-base,0.1296,0.1296,match,1784992359459
2250749,2026-05-24,WSH@ATL 2026-05-24,824921,1,0,1,1-0,0.5,1.5,40.93,42.33,49.16,2.06,2.11,0.39,LOSS,LOSS,match,0,0,LOSS,LOSS,WIN,match-prob-conv,1,0,0,1,UNDER,UNDER,match,1,1,0.348926,0.348926,0.179183,match-away-base,0.1521,0.1521,match,1784992359459
