gameId,gamePk,gameDate,month,away,home,series,market,prob,proj_value,proj_exp,line,actual_f5_away,actual_f5_home,actual_value,actual_side,pick,pick_alt,result,correct,correct_alt,brier,brier_abs,logloss,signed_error,signed_error_exp,is_push,graded,has_proj,has_line,has_actual,actual_src,quarantined,line_source_match
2250015,823486,2026-03-26,2026-03,TEX,PHI,live,f5_total,0.42,4.5,4.38,4.5,0.0,5.0,5.0,OVER,UNDER,,LOSS,0,,0.3364000000000001,,0.8675005677047231,-0.5,-0.6200000000000001,0,1,1,1,1,games,1,1
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p1,f5_ml,0.4423,,,+124,0.0,5.0,HOME,HOME,HOME,AWAY,WIN,1,0,0.19562929,0.19562929,0.5839340955866291,,,0,1,1,1,1,games,0,
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p1,f5_rl,0.6093,,,0.5,0.0,5.0,HOME,HOME,AWAY,,LOSS,0,,0.37124648999999993,,0.939815276921112,,,0,1,1,1,1,games,0,
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p1,f5_total,0.4163,4.362,4.362,4.5,0.0,5.0,5.0,OVER,UNDER,,LOSS,0,,0.34070569,,0.8763491247812073,-0.6379999999999999,-0.6379999999999999,0,1,1,1,1,games,0,1
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p2,f5_ml,0.4423,,,+124,0.0,5.0,HOME,HOME,HOME,AWAY,WIN,1,0,0.19562929,0.19562929,0.5839340955866291,,,0,1,1,1,1,games,0,
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p2,f5_rl,0.6093,,,0.5,0.0,5.0,HOME,HOME,AWAY,,LOSS,0,,0.37124648999999993,,0.939815276921112,,,0,1,1,1,1,games,0,
2250015,823486,2026-03-26,2026-03,TEX,PHI,wf-19288f01-p2,f5_total,0.4163,4.362,4.362,4.5,0.0,5.0,5.0,OVER,UNDER,,LOSS,0,,0.34070569,,0.8763491247812073,-0.6379999999999999,-0.6379999999999999,0,1,1,1,1,games,0,1
2250016,823163,2026-03-26,2026-03,CLE,SEA,live,f5_ml,0.3826,,,+162,3.0,3.0,TIE,PUSH,HOME,HOME,PUSH,,,,0.14638276,,,,1,1,1,1,1,games,1,
2250016,823163,2026-03-26,2026-03,CLE,SEA,live,f5_rl,0.4608,,,0.5,3.0,3.0,AWAY,AWAY,HOME,,LOSS,0,,0.29073664,,0.7747911696004556,,,0,1,1,1,1,games,1,
2250016,823163,2026-03-26,2026-03,CLE,SEA,live,f5_total,0.51,3.5,4.1,3.5,3.0,3.0,6.0,OVER,OVER,,WIN,1,,0.24009999999999998,,0.6733445532637656,-2.5,-1.9000000000000004,0,1,1,1,1,games,1,1
