gameId,gameDate,p1_projF5Total,p1_projTotal,ratio_p1,ratio_p2,ratio_p2_minus_p1,outside_engine_bounds
2250393,2026-04-26,4.694,8.71,0.53892,0.53892,0.0,0
2250394,2026-04-26,4.484,8.4,0.53381,0.53381,0.0,0
2250395,2026-04-26,3.774,7.18,0.52563,0.52563,0.0,0
2250396,2026-04-26,3.874,7.33,0.52851,0.52851,0.0,0
2250397,2026-04-26,3.899,7.44,0.52406,0.52406,0.0,0
2250398,2026-04-26,3.773,7.06,0.53442,0.53442,0.0,0
2250399,2026-04-26,3.954,7.53,0.5251,0.5251,0.0,0
2250400,2026-04-27,3.781,7.24,0.52224,0.52224,0.0,0
2250401,2026-04-27,5.385,10.1,0.53317,0.53317,0.0,0
2250402,2026-04-27,4.393,8.2,0.53573,0.53573,0.0,0
2250403,2026-04-27,5.196,9.7,0.53567,0.53567,0.0,0
2250404,2026-04-27,4.51,8.48,0.53184,0.53184,0.0,0
2250405,2026-04-27,3.989,7.4,0.53905,0.53905,0.0,0
2250406,2026-04-27,3.746,7.07,0.52984,0.52984,0.0,0
2250407,2026-04-27,4.904,9.15,0.53596,0.53596,0.0,0
2250408,2026-04-28,4.251,8.01,0.53071,0.53071,0.0,0
2250409,2026-04-28,5.402,10.0,0.5402,0.5402,0.0,0
2250410,2026-04-28,4.442,8.35,0.53198,0.53198,0.0,0
2250411,2026-04-28,4.971,9.38,0.52996,0.52996,0.0,0
2250412,2026-04-28,5.509,10.23,0.53851,0.53851,0.0,0
2250413,2026-04-28,5.088,9.45,0.53841,0.53841,0.0,0
2250414,2026-04-28,5.016,9.36,0.5359,0.5359,0.0,0
2250415,2026-04-28,4.192,7.89,0.53131,0.53131,0.0,0
2250416,2026-04-28,4.659,8.74,0.53307,0.53307,0.0,0
2250417,2026-04-28,3.577,6.85,0.52219,0.52219,0.0,0
2250418,2026-04-28,3.593,6.74,0.53309,0.53309,0.0,0
2250419,2026-04-28,5.676,10.55,0.53801,0.53801,0.0,0
2250420,2026-04-28,4.281,7.96,0.53781,0.53781,0.0,0
2250421,2026-04-28,4.038,7.61,0.53062,0.53062,0.0,0
2250422,2026-04-29,3.719,7.07,0.52603,0.52603,0.0,0
2250423,2026-04-29,4.256,8.1,0.52543,0.52543,0.0,0
2250424,2026-04-29,4.613,8.61,0.53577,0.53577,0.0,0
2250425,2026-04-29,4.611,8.51,0.54183,0.54183,0.0,0
2250426,2026-04-29,6.54,12.03,0.54364,0.54364,0.0,0
2250427,2026-04-29,4.048,7.62,0.53123,0.53123,0.0,0
2250428,2026-04-29,4.981,9.18,0.54259,0.54259,0.0,0
2250430,2026-04-29,4.701,8.8,0.5342,0.5342,0.0,0
2250431,2026-04-29,5.061,9.51,0.53218,0.53218,0.0,0
2250433,2026-04-29,5.342,9.89,0.54014,0.54014,0.0,0
2250434,2026-04-29,4.422,8.26,0.53535,0.53535,0.0,0
2250435,2026-04-29,5.666,10.49,0.54013,0.54013,0.0,0
2250436,2026-04-30,4.104,7.76,0.52887,0.52887,0.0,0
2250437,2026-04-30,5.691,10.46,0.54407,0.54407,0.0,0
2250438,2026-04-30,4.074,7.78,0.52365,0.52365,0.0,0
2250439,2026-04-30,5.556,10.35,0.53681,0.53681,0.0,0
2250440,2026-04-30,5.215,9.68,0.53874,0.53874,0.0,0
2250441,2026-04-30,5.46,10.16,0.5374,0.5374,0.0,0
2250442,2026-04-30,5.793,10.81,0.53589,0.53589,0.0,0
2250443,2026-04-30,4.425,8.28,0.53442,0.53442,0.0,0
2250444,2026-05-01,4.524,8.45,0.53538,0.53531,-7.5e-05,0
2250445,2026-05-01,5.007,9.39,0.53323,0.53325,2.5e-05,0
2250446,2026-05-01,5.139,9.48,0.54209,0.54212,2.8e-05,0
2250447,2026-05-01,4.352,8.07,0.53928,0.53935,6.5e-05,0
2250448,2026-05-01,4.836,9.02,0.53614,0.53615,1.2e-05,0
2250449,2026-05-01,4.047,7.65,0.52902,0.52907,4.7e-05,0
2250450,2026-05-01,4.469,8.3,0.53843,0.53843,-8e-06,0
2250451,2026-05-01,5.262,9.7,0.54247,0.54244,-3.1e-05,0
2250452,2026-05-01,4.739,8.77,0.54036,0.54035,-1.6e-05,0
2250453,2026-05-01,6.196,11.42,0.54256,0.54258,2.7e-05,0
2250454,2026-05-01,5.195,9.57,0.54284,0.54282,-2.2e-05,0
2250455,2026-05-01,5.566,10.37,0.53674,0.53675,1.1e-05,0
2250456,2026-05-01,3.857,7.31,0.52763,0.5276,-3e-05,0
2250457,2026-05-01,3.89,7.39,0.52639,0.52647,7.9e-05,0
2250458,2026-05-02,5.242,9.67,0.54209,0.54208,-6e-06,0
2250459,2026-05-02,4.813,8.97,0.53657,0.53662,5.8e-05,0
2250460,2026-05-02,6.51,12.04,0.5407,0.54067,-3e-05,0
2250461,2026-05-02,4.801,8.96,0.53583,0.53581,-1.6e-05,0
2250462,2026-05-02,4.743,8.81,0.53837,0.53832,-4.6e-05,0
2250463,2026-05-02,4.006,7.52,0.53271,0.53275,3.6e-05,0
2250464,2026-05-02,4.608,8.63,0.53395,0.53391,-4.2e-05,0
2250465,2026-05-02,4.774,8.88,0.53761,0.53764,2.9e-05,0
2250466,2026-05-02,4.712,8.82,0.53424,0.53421,-3.2e-05,0
2250467,2026-05-02,4.024,7.59,0.53017,0.53024,7.1e-05,0
2250468,2026-05-02,4.993,9.3,0.53688,0.53692,3.7e-05,0
2250469,2026-05-02,3.768,7.19,0.52406,0.52408,1.4e-05,0
2250470,2026-05-02,3.902,7.32,0.53306,0.53305,-5e-06,0
2250471,2026-05-02,3.716,7.06,0.52635,0.52642,7e-05,0
2250472,2026-05-03,4.757,8.91,0.53389,0.53386,-3.2e-05,0
2250473,2026-05-03,4.588,8.63,0.53163,0.53158,-5.1e-05,0
2250474,2026-05-03,4.515,8.49,0.5318,0.53182,2.2e-05,0
2250475,2026-05-03,4.388,8.18,0.53643,0.53642,-1e-05,0
2250476,2026-05-03,4.817,8.92,0.54002,0.54005,2.3e-05,0
2250477,2026-05-03,4.93,9.27,0.53182,0.53183,4e-06,0
2250478,2026-05-03,4.855,9.01,0.53885,0.5389,5.7e-05,0
2250479,2026-05-03,4.372,8.07,0.54176,0.54183,7.5e-05,0
2250480,2026-05-03,6.048,11.18,0.54097,0.54098,9e-06,0
2250481,2026-05-03,5.224,9.71,0.538,0.53797,-3.3e-05,0
2250482,2026-05-03,3.94,7.4,0.53243,0.53244,5e-06,0
2250483,2026-05-03,4.247,7.96,0.53354,0.53358,3.9e-05,0
2250484,2026-05-03,4.318,8.17,0.52852,0.5285,-1.6e-05,0
2250485,2026-05-03,4.536,8.51,0.53302,0.53304,2.1e-05,0
2250486,2026-05-04,4.957,9.09,0.54532,0.54529,-3.3e-05,0
2250487,2026-05-04,4.499,8.48,0.53054,0.53051,-3.6e-05,0
2250488,2026-05-04,4.544,8.53,0.53271,0.53268,-2.5e-05,0
2250489,2026-05-04,4.556,8.49,0.53663,0.53667,3.6e-05,0
2250490,2026-05-04,5.742,10.66,0.53865,0.53862,-2.9e-05,0
2250491,2026-05-04,4.704,8.85,0.53153,0.53155,2.8e-05,0
2250492,2026-05-04,4.705,8.71,0.54018,0.54018,1e-06,0
2250493,2026-05-04,4.072,7.64,0.53298,0.53298,-1e-06,0
2250494,2026-05-04,5.825,10.72,0.54338,0.5434,2.6e-05,0
2250495,2026-05-04,3.765,7.2,0.52292,0.52291,-5e-06,0
2250496,2026-05-04,4.143,7.79,0.53184,0.53179,-4.1e-05,0
2250497,2026-05-04,3.983,7.54,0.52825,0.52829,3.6e-05,0
2250498,2026-05-05,4.944,9.18,0.53856,0.5386,3.6e-05,0
2250499,2026-05-05,4.16,7.85,0.52994,0.52997,3.4e-05,0
2250500,2026-05-05,5.309,9.83,0.54008,0.54003,-4.8e-05,0
2250501,2026-05-05,4.868,9.1,0.53495,0.53494,-0.0,0
2250502,2026-05-05,5.7,10.53,0.54131,0.54128,-3.4e-05,0
2250503,2026-05-05,4.57,8.47,0.53955,0.53957,2.2e-05,0
2250504,2026-05-05,5.167,9.59,0.53879,0.53879,1e-06,0
2250505,2026-05-05,4.175,7.88,0.52982,0.52985,3.2e-05,0
2250506,2026-07-07,3.551,6.75,0.52607,0.52613,5.9e-05,0
2250507,2026-05-05,4.195,7.78,0.5392,0.53915,-5.1e-05,0
2250508,2026-05-07,6.116,11.22,0.5451,0.54509,-8e-06,0
2250509,2026-05-05,4.934,9.21,0.53572,0.53572,-0.0,0
2250510,2026-05-05,3.695,6.99,0.52861,0.52866,5.1e-05,0
2250511,2026-05-05,4.592,8.6,0.53395,0.53397,1.7e-05,0
2250512,2026-05-06,4.28,8.06,0.53102,0.53097,-4.9e-05,0
2250513,2026-05-06,4.72,8.81,0.53575,0.53571,-4.1e-05,0
2250514,2026-05-06,4.625,8.5,0.54412,0.5441,-1.3e-05,0
2250515,2026-05-06,6.347,11.6,0.54716,0.5472,4.6e-05,0
2250516,2026-05-06,4.48,8.3,0.53976,0.53969,-6.6e-05,0
2250517,2026-05-06,4.378,8.24,0.53131,0.53134,2.6e-05,0
2250518,2026-05-06,3.775,7.12,0.5302,0.53015,-4.2e-05,0
2250519,2026-05-06,4.768,8.83,0.53998,0.54002,4.2e-05,0
2250520,2026-05-06,4.431,8.3,0.53386,0.53382,-3.8e-05,0
2250521,2026-05-06,4.876,9.11,0.53524,0.53527,3.6e-05,0
2250522,2026-05-06,6.094,11.16,0.54606,0.54606,5e-06,0
2250523,2026-05-06,4.745,8.81,0.53859,0.53865,5.3e-05,0
2250524,2026-05-06,5.192,9.64,0.53859,0.53859,2e-06,0
2250525,2026-05-06,4.785,8.97,0.53344,0.53343,-1.9e-05,0
2250526,2026-05-07,5.223,9.64,0.5418,0.54177,-3.9e-05,0
2250527,2026-05-07,6.07,11.28,0.53812,0.53811,-1.1e-05,0
2250528,2026-05-07,5.061,9.51,0.53218,0.53218,4e-06,0
2250529,2026-05-07,4.442,8.31,0.53454,0.53458,4.7e-05,0
2250530,2026-05-07,5.284,9.76,0.54139,0.5414,8e-06,0
2250531,2026-05-07,4.125,7.78,0.53021,0.53018,-2.7e-05,0
2250532,2026-05-07,4.617,8.64,0.53437,0.53443,5.1e-05,0
2250533,2026-05-07,4.121,7.79,0.52901,0.52897,-4e-05,0
2250534,2026-05-08,4.845,9.05,0.53536,0.53535,-1.1e-05,0
2250535,2026-05-08,4.896,9.15,0.53508,0.53501,-6.9e-05,0
2250536,2026-05-08,5.967,11.04,0.54049,0.54045,-3.5e-05,0
2250537,2026-05-08,4.359,8.18,0.53289,0.53291,2.7e-05,0
2250538,2026-05-08,4.179,7.87,0.531,0.53105,4.5e-05,0
2250539,2026-05-08,4.146,7.82,0.53018,0.53015,-3.3e-05,0
2250540,2026-05-08,3.528,6.74,0.52344,0.52341,-3.1e-05,0
2250541,2026-05-08,4.19,7.88,0.53173,0.53167,-5.1e-05,0
2250542,2026-05-08,3.995,7.58,0.52704,0.527,-4.5e-05,0
2250543,2026-05-08,3.866,7.18,0.53844,0.53836,-8.1e-05,0
2250544,2026-05-08,4.46,8.32,0.53606,0.53609,3.4e-05,0
2250545,2026-05-08,3.831,7.25,0.52841,0.52843,1.3e-05,0
2250546,2026-05-08,4.68,8.64,0.54167,0.54173,6.5e-05,0
2250547,2026-05-08,4.281,8.14,0.52592,0.52585,-7.6e-05,0
2250548,2026-05-09,4.486,8.4,0.53405,0.5341,5.2e-05,0
2250549,2026-05-09,5.201,9.66,0.53841,0.53836,-4.3e-05,0
2250550,2026-05-09,4.236,7.94,0.5335,0.53349,-1.5e-05,0
2250551,2026-07-17,3.987,7.54,0.52878,0.52876,-2.2e-05,0
2250552,2026-05-09,4.43,8.35,0.53054,0.53052,-1.5e-05,0
2250553,2026-05-09,5.414,10.04,0.53924,0.53925,3e-06,0
2250554,2026-05-09,4.306,8.05,0.53491,0.53499,8.2e-05,0
2250555,2026-05-09,4.397,8.2,0.53622,0.53627,5.3e-05,0
2250556,2026-05-09,4.563,8.56,0.53306,0.53301,-4.8e-05,0
2250557,2026-05-09,5.102,9.55,0.53424,0.53425,7e-06,0
2250558,2026-05-09,3.965,7.35,0.53946,0.53949,3.7e-05,0
2250559,2026-05-09,4.157,7.84,0.53023,0.53025,2.2e-05,0
2250560,2026-05-09,3.888,7.41,0.5247,0.52465,-4.5e-05,0
2250561,2026-05-09,4.849,9.0,0.53878,0.53873,-4.7e-05,0
2250562,2026-05-10,4.862,9.11,0.5337,0.5337,-2e-06,0
2250563,2026-05-10,5.059,9.42,0.53705,0.53706,7e-06,0
2250564,2026-05-10,3.56,6.8,0.52353,0.52349,-4.1e-05,0
2250565,2026-05-10,4.991,9.31,0.53609,0.53611,1.7e-05,0
2250566,2026-05-10,4.545,8.5,0.53471,0.53465,-5.2e-05,0
2250567,2026-05-10,4.614,8.54,0.54028,0.54031,3.3e-05,0
2250568,2026-05-10,4.163,7.85,0.53032,0.53034,1.8e-05,0
2250569,2026-05-10,4.104,7.8,0.52615,0.52612,-3.8e-05,0
2250570,2026-05-10,3.982,7.4,0.53811,0.53812,1.5e-05,0
2250571,2026-05-10,3.954,7.44,0.53145,0.53136,-8.9e-05,0
2250572,2026-05-10,4.738,8.92,0.53117,0.53115,-2e-05,0
2250573,2026-05-10,4.669,8.75,0.5336,0.53361,1e-05,0
2250574,2026-05-10,4.092,7.67,0.53351,0.53354,3.4e-05,0
2250575,2026-05-10,4.971,9.24,0.53799,0.53798,-3e-06,0
2250576,2026-05-11,4.411,8.3,0.53145,0.5314,-4.8e-05,0
2250577,2026-05-11,5.218,9.55,0.54639,0.54636,-2.3e-05,0
2250578,2026-05-11,4.302,8.08,0.53243,0.53237,-5.5e-05,0
2250579,2026-05-11,4.272,8.05,0.53068,0.53071,2.8e-05,0
2250580,2026-05-11,5.098,9.38,0.5435,0.54354,3.9e-05,0
2250581,2026-05-12,4.508,8.46,0.53286,0.5329,3.6e-05,0
2250582,2026-05-12,5.237,9.59,0.54609,0.54607,-1.9e-05,0
2250583,2026-05-12,5.406,10.05,0.53791,0.53792,9e-06,0
2250584,2026-05-12,4.975,9.42,0.52813,0.52812,-1e-05,0
2250585,2026-05-12,4.012,7.5,0.53493,0.53494,7e-06,0
2250586,2026-05-12,4.164,7.83,0.5318,0.53182,1.8e-05,0
2250587,2026-05-12,5.014,9.29,0.53972,0.53974,1.6e-05,0
2250588,2026-05-12,4.9,9.13,0.53669,0.53671,2.1e-05,0
2250589,2026-05-12,4.157,7.9,0.5262,0.52621,5e-06,0
2250590,2026-05-12,4.965,9.3,0.53387,0.53394,6.6e-05,0
2250591,2026-05-12,4.494,8.31,0.54079,0.5408,4e-06,0
2250592,2026-05-12,4.643,8.67,0.53552,0.53552,-7e-06,0
2250593,2026-05-12,6.031,11.19,0.53896,0.53893,-3.5e-05,0
2250594,2026-05-12,5.052,9.4,0.53745,0.53749,4.4e-05,0
2250595,2026-05-13,3.854,7.34,0.52507,0.52508,1.3e-05,0
2250596,2026-05-13,5.108,9.33,0.54748,0.54746,-2.3e-05,0
2250597,2026-05-13,4.488,8.42,0.53302,0.53305,3.7e-05,0
2250598,2026-05-13,4.586,8.68,0.52834,0.52832,-2.5e-05,0
2250599,2026-05-13,5.145,9.56,0.53818,0.53822,3.5e-05,0
2250600,2026-05-13,4.615,8.66,0.53291,0.53297,5.5e-05,0
2250601,2026-05-13,4.719,8.77,0.53808,0.53806,-2.5e-05,0
2250602,2026-05-13,4.476,8.3,0.53928,0.53923,-4.4e-05,0
2250603,2026-05-13,4.205,7.99,0.52628,0.52627,-1.1e-05,0
2250604,2026-05-13,5.111,9.47,0.5397,0.53969,-1.5e-05,0
2250605,2026-05-13,3.884,7.29,0.53278,0.53273,-5.5e-05,0
2250606,2026-05-13,5.215,9.7,0.53763,0.53761,-1.7e-05,0
2250607,2026-05-13,5.787,10.78,0.53683,0.53682,-1.1e-05,0
2250608,2026-05-13,4.08,7.66,0.53264,0.53258,-5.3e-05,0
2250609,2026-05-14,4.466,8.46,0.5279,0.52792,2.6e-05,0
2250610,2026-05-14,4.048,7.64,0.52984,0.52985,1.1e-05,0
2250611,2026-05-14,4.14,7.76,0.53351,0.53352,1.7e-05,0
2250612,2026-05-14,5.021,9.36,0.53643,0.53643,-6e-06,0
2250613,2026-05-14,4.491,8.37,0.53656,0.53656,4e-06,0
2250614,2026-05-14,5.41,10.08,0.53671,0.53672,1.1e-05,0
2250615,2026-05-14,5.945,10.95,0.54292,0.54288,-4e-05,0
2250616,2026-05-14,4.424,8.3,0.53301,0.53301,-1e-06,0
2250617,2026-05-14,3.893,7.33,0.53111,0.53112,1e-05,0
2250618,2026-05-14,4.391,8.27,0.53096,0.53094,-2e-05,0
2250619,2026-05-14,4.612,8.56,0.53879,0.53871,-7.4e-05,0
2250620,2026-05-15,5.002,9.38,0.53326,0.53324,-2.4e-05,0
2250621,2026-05-15,6.303,11.59,0.54383,0.54386,2.6e-05,0
2250622,2026-05-15,4.359,8.16,0.53419,0.53422,3.3e-05,0
2250623,2026-05-15,4.353,8.17,0.5328,0.53283,3.1e-05,0
2250624,2026-05-15,4.173,7.91,0.52756,0.52751,-5.4e-05,0
2250625,2026-05-15,4.602,8.56,0.53762,0.53759,-2.3e-05,0
2250626,2026-05-15,4.008,7.43,0.53943,0.53945,1.7e-05,0
2250627,2026-05-15,4.373,8.23,0.53135,0.53137,2.5e-05,0
2250628,2026-05-15,4.701,8.83,0.53239,0.53244,4.8e-05,0
2250629,2026-05-15,4.838,8.98,0.53875,0.53876,1.2e-05,0
2250630,2026-05-15,4.239,8.0,0.52987,0.52983,-4.8e-05,0
2250631,2026-05-15,4.741,8.77,0.54059,0.54057,-2.6e-05,0
2250632,2026-05-15,3.765,7.12,0.52879,0.52881,1.9e-05,0
2250633,2026-05-15,6.331,11.72,0.54019,0.54019,-0.0,0
2250634,2026-05-16,4.29,8.05,0.53292,0.53297,5e-05,0
2250635,2026-05-16,5.05,9.46,0.53383,0.53376,-6.2e-05,0
2250636,2026-05-16,6.026,11.15,0.54045,0.54044,-8e-06,0
2250637,2026-05-16,4.855,9.02,0.53825,0.53827,2.6e-05,0
2250638,2026-05-16,4.36,8.25,0.52848,0.52846,-2.8e-05,0
2250639,2026-05-16,4.938,9.22,0.53557,0.53553,-4.9e-05,0
2250640,2026-05-16,4.149,7.82,0.53056,0.53051,-5e-05,0
2250641,2026-05-16,3.93,7.46,0.52681,0.52679,-1.5e-05,0
2250642,2026-05-16,4.339,8.09,0.53634,0.53635,1.1e-05,0
2250643,2026-05-16,4.016,7.56,0.53122,0.53118,-3.4e-05,0
2250644,2026-05-16,3.875,7.31,0.5301,0.53009,-7e-06,0
2250645,2026-05-16,4.342,8.05,0.53938,0.53938,6e-06,0
2250646,2026-05-16,4.247,7.89,0.53828,0.5383,2.7e-05,0
2250647,2026-05-16,5.744,10.66,0.53884,0.5388,-3.7e-05,0
2250648,2026-05-17,4.436,8.38,0.52936,0.52933,-2.4e-05,0
2250649,2026-05-17,5.696,10.54,0.54042,0.54042,5e-06,0
2250650,2026-05-17,3.909,7.41,0.52753,0.52749,-3.9e-05,0
2250651,2026-05-17,5.771,10.73,0.53784,0.53779,-4.8e-05,0
2250652,2026-05-17,4.716,8.86,0.53228,0.53228,-4e-06,0
2250653,2026-05-17,4.93,9.12,0.54057,0.54058,1.3e-05,0
2250654,2026-05-17,4.92,9.05,0.54365,0.5437,5e-05,0
2250655,2026-05-17,4.36,8.2,0.53171,0.53172,1.6e-05,0
2250656,2026-05-17,4.601,8.63,0.53314,0.53313,-6e-06,0
2250657,2026-05-17,4.765,8.88,0.5366,0.53656,-3.5e-05,0
2250658,2026-05-17,4.491,8.47,0.53022,0.5302,-2.2e-05,0
2250659,2026-05-17,6.199,11.5,0.53904,0.53904,0.0,0
2250660,2026-05-17,5.131,9.48,0.54124,0.54121,-3.6e-05,0
2250661,2026-05-17,3.848,7.27,0.5293,0.52933,3.6e-05,0
2250662,2026-05-18,4.843,9.05,0.53514,0.53514,-1e-06,0
2250663,2026-05-18,4.485,8.46,0.53014,0.53018,4.1e-05,0
2250664,2026-05-18,5.452,10.03,0.54357,0.54357,4e-06,0
2250665,2026-05-18,4.405,8.3,0.53072,0.53071,-1.7e-05,0
2250666,2026-05-18,5.636,10.39,0.54244,0.54243,-1.1e-05,0
2250667,2026-05-18,4.784,8.88,0.53874,0.53872,-2e-05,0
2250668,2026-05-18,4.8,8.93,0.53751,0.53748,-3.3e-05,0
2250669,2026-05-18,5.404,10.07,0.53664,0.53666,1.4e-05,0
2250670,2026-05-18,4.566,8.51,0.53655,0.53653,-2e-05,0
2250671,2026-05-18,5.902,10.91,0.54097,0.54094,-3.5e-05,0
2250672,2026-05-18,4.347,8.17,0.53207,0.53201,-5.4e-05,0
2250673,2026-05-18,3.915,7.33,0.53411,0.53412,1e-05,0
2250674,2026-05-18,3.644,6.98,0.52206,0.52199,-7.4e-05,0
2250675,2026-05-19,4.099,7.72,0.53096,0.53097,1.3e-05,0
2250676,2026-05-19,3.886,7.33,0.53015,0.53007,-7.8e-05,0
2250677,2026-05-19,4.848,9.08,0.53392,0.53392,-5e-06,0
2250678,2026-05-19,4.921,9.09,0.54136,0.5414,3.5e-05,0
2250679,2026-05-19,4.94,9.17,0.53871,0.53864,-7.5e-05,0
2250680,2026-05-19,4.729,8.73,0.5417,0.54174,4.4e-05,0
2250681,2026-05-19,4.408,8.2,0.53756,0.53756,-6e-06,0
2250682,2026-05-19,5.369,9.96,0.53906,0.53903,-2.6e-05,0
2250683,2026-05-19,3.763,7.06,0.533,0.53305,5.1e-05,0
2250684,2026-05-19,4.138,7.82,0.52916,0.52917,1.1e-05,0
2250685,2026-05-19,6.525,12.02,0.54285,0.54284,-2e-06,0
2250686,2026-05-19,4.955,9.28,0.53394,0.5339,-4e-05,0
2250687,2026-05-19,5.117,9.33,0.54845,0.54848,3.7e-05,0
2250688,2026-05-19,4.181,7.94,0.52657,0.52662,4.6e-05,0
2250689,2026-05-20,5.597,10.3,0.5434,0.54336,-3.7e-05,0
2250690,2026-05-20,4.807,9.01,0.53352,0.53349,-2.9e-05,0
2250691,2026-05-20,4.886,9.13,0.53516,0.53514,-1.7e-05,0
2250692,2026-05-20,6.925,12.71,0.54485,0.54485,-1e-06,0
2250693,2026-05-20,3.764,7.2,0.52278,0.52278,1e-06,0
2250694,2026-05-20,4.445,8.34,0.53297,0.53297,-7e-06,0
2250695,2026-05-20,4.128,7.74,0.53333,0.5333,-3.3e-05,0
2250696,2026-05-20,5.887,10.81,0.54459,0.54463,4.6e-05,0
2250697,2026-05-20,4.281,7.99,0.53579,0.53573,-6.8e-05,0
2250698,2026-05-20,4.354,8.15,0.53423,0.53426,3.1e-05,0
2250699,2026-05-20,4.746,8.74,0.54302,0.54306,3.7e-05,0
2250700,2026-05-20,4.039,7.71,0.52387,0.52382,-5e-05,0
2250701,2026-05-20,3.678,6.88,0.53459,0.53461,1.9e-05,0
2250702,2026-05-20,4.741,8.87,0.5345,0.53445,-5.1e-05,0
2250703,2026-05-21,4.035,7.64,0.52814,0.5281,-4e-05,0
2250704,2026-05-21,4.178,7.9,0.52886,0.52887,1e-05,0
2250705,2026-05-21,5.903,10.91,0.54106,0.54102,-3.9e-05,0
2250706,2026-05-21,4.377,8.21,0.53313,0.53314,9e-06,0
2250707,2026-05-21,4.278,7.96,0.53744,0.53743,-1.1e-05,0
2250708,2026-05-21,4.508,8.48,0.5316,0.53163,3e-05,0
2250709,2026-05-22,4.543,8.44,0.53827,0.53824,-2.7e-05,0
2250710,2026-05-23,5.056,9.4,0.53787,0.5379,2.6e-05,0
2250711,2026-05-22,4.652,8.7,0.53471,0.53468,-3.1e-05,0
2250712,2026-05-22,4.508,8.37,0.53859,0.53862,3e-05,0
2250713,2026-05-22,4.843,9.1,0.5322,0.53221,1.4e-05,0
2250714,2026-05-22,3.79,7.19,0.52712,0.52713,1.4e-05,0
2250715,2026-05-22,4.428,8.26,0.53608,0.53607,-1.2e-05,0
2250716,2026-05-22,5.281,9.8,0.53888,0.53889,1.2e-05,0
2250717,2026-05-22,4.368,8.27,0.52817,0.52816,-1.4e-05,0
2250718,2026-05-22,4.879,9.11,0.53557,0.53559,2.2e-05,0
2250719,2026-05-22,4.173,7.71,0.54125,0.54118,-6.4e-05,0
2250720,2026-05-22,4.276,8.03,0.5325,0.53252,1.2e-05,0
2250721,2026-05-22,4.165,7.82,0.53261,0.53259,-1.7e-05,0
2250722,2026-05-22,3.708,7.11,0.52152,0.52145,-6.6e-05,0
2250724,2026-05-23,4.886,9.02,0.54169,0.54167,-1.8e-05,0
2250725,2026-05-23,4.273,8.02,0.53279,0.53279,-0.0,0
2250726,2026-05-24,5.265,9.67,0.54447,0.54446,-1.1e-05,0
2250727,2026-05-23,4.76,8.91,0.53423,0.53418,-4.6e-05,0
2250728,2026-05-23,4.316,8.18,0.52763,0.52765,2.3e-05,0
2250729,2026-05-23,4.507,8.46,0.53274,0.53278,4.1e-05,0
2250730,2026-05-23,4.086,7.67,0.53272,0.53267,-5.7e-05,0
2250731,2026-05-23,5.012,9.41,0.53262,0.53268,5.1e-05,0
2250732,2026-05-23,4.171,7.84,0.53202,0.53196,-5.6e-05,0
2250733,2026-05-23,5.913,10.88,0.54347,0.54346,-9e-06,0
2250734,2026-05-23,5.04,9.24,0.54545,0.54544,-1.9e-05,0
2250735,2026-05-23,3.923,7.4,0.53014,0.53011,-2.4e-05,0
2250736,2026-05-23,4.277,8.05,0.5313,0.53131,1e-06,0
2250737,2026-05-24,4.441,8.35,0.53186,0.5319,4.2e-05,0
2250738,2026-05-24,5.447,10.06,0.54145,0.5415,4.5e-05,0
2250739,2026-05-24,4.164,7.8,0.53385,0.53384,-6e-06,0
2250740,2026-05-24,5.042,9.36,0.53868,0.53867,-1e-06,0
2250741,2026-05-24,4.367,8.16,0.53517,0.53516,-1e-05,0
2250743,2026-05-24,4.301,8.05,0.53429,0.53428,-1e-05,0
2250744,2026-05-24,4.682,8.73,0.53631,0.53637,6e-05,0
2250745,2026-05-24,4.793,8.77,0.54652,0.54656,4.3e-05,0
2250746,2026-05-24,4.227,7.9,0.53506,0.53504,-1.9e-05,0
2250747,2026-05-24,4.339,8.23,0.52722,0.52719,-2.7e-05,0
2250748,2026-05-24,3.935,7.46,0.52748,0.52756,8.4e-05,0
2250749,2026-05-24,4.301,8.12,0.52968,0.52962,-6e-05,0
2250750,2026-05-24,4.762,8.92,0.53386,0.53383,-3e-05,0
2250751,2026-05-25,4.694,8.75,0.53646,0.53645,-5e-06,0
2250752,2026-05-25,3.989,7.54,0.52905,0.52905,1e-06,0
2250753,2026-05-25,4.18,7.86,0.53181,0.53182,1e-05,0
2250754,2026-05-25,4.577,8.51,0.53784,0.53787,3.6e-05,0
2250755,2026-05-25,5.047,9.36,0.53921,0.53918,-2.5e-05,0
2250756,2026-05-25,4.081,7.74,0.52726,0.52725,-1.5e-05,0
2250757,2026-05-25,4.622,8.6,0.53744,0.53742,-2.4e-05,0
2250758,2026-05-25,4.635,8.57,0.54084,0.5409,5.9e-05,0
2250759,2026-05-25,4.675,8.75,0.53429,0.53427,-2e-05,0
2250760,2026-05-25,4.546,8.55,0.5317,0.53166,-4e-05,0
2250761,2026-05-25,5.539,10.25,0.54039,0.5404,9e-06,0
2250762,2026-05-25,6.436,11.87,0.54221,0.54222,1e-05,0
2250763,2026-05-26,4.339,8.21,0.5285,0.52848,-2.2e-05,0
2250764,2026-05-26,5.062,9.42,0.53737,0.53736,-7e-06,0
2250765,2026-05-26,4.231,7.97,0.53087,0.53084,-2.8e-05,0
2250766,2026-05-26,5.018,9.4,0.53383,0.53383,-1e-06,0
2250767,2026-05-26,4.024,7.59,0.53017,0.53024,7.1e-05,0
