gameId,gameDate,p1_projF5Total,p1_projTotal,ratio_p1,ratio_p2,ratio_p2_minus_p1,outside_engine_bounds
2250768,2026-05-26,4.444,8.36,0.53158,0.53157,-7e-06,0
2250769,2026-05-26,4.967,9.13,0.54403,0.54405,1.5e-05,0
2250770,2026-05-26,4.063,7.66,0.53042,0.53034,-8.1e-05,0
2250771,2026-05-26,4.426,8.18,0.54108,0.5411,2.1e-05,0
2250772,2026-05-26,3.993,7.52,0.53098,0.53097,-1.6e-05,0
2250773,2026-05-26,4.67,8.73,0.53494,0.53495,1e-05,0
2250774,2026-05-26,5.532,10.25,0.53971,0.53965,-5.4e-05,0
2250775,2026-05-26,4.535,8.47,0.53542,0.5354,-2.3e-05,0
2250776,2026-05-26,5.825,10.78,0.54035,0.54037,1.3e-05,0
2250777,2026-05-27,4.552,8.55,0.5324,0.53244,4.1e-05,0
2250778,2026-05-27,4.232,8.0,0.529,0.52899,-1e-05,0
2250779,2026-05-27,4.432,8.3,0.53398,0.53393,-4.3e-05,0
2250780,2026-05-27,5.619,10.41,0.53977,0.53973,-3.6e-05,0
2250781,2026-05-27,3.98,7.43,0.53567,0.53572,5.3e-05,0
2250782,2026-05-27,5.015,9.33,0.53751,0.53752,2e-06,0
2250783,2026-05-27,3.841,7.28,0.52761,0.52759,-2.2e-05,0
2250784,2026-05-27,5.134,9.57,0.53647,0.53642,-4.4e-05,0
2250785,2026-05-27,4.13,7.74,0.53359,0.53355,-4.4e-05,0
2250786,2026-05-27,4.44,8.3,0.53494,0.53497,3e-05,0
2250787,2026-05-27,4.365,8.21,0.53167,0.53162,-4.4e-05,0
2250788,2026-05-27,5.03,9.28,0.54203,0.54204,1.9e-05,0
2250789,2026-05-27,4.345,8.17,0.53182,0.53178,-4.3e-05,0
2250790,2026-05-27,4.435,8.32,0.53305,0.53299,-6.4e-05,0
2250791,2026-05-28,4.707,8.78,0.5361,0.53611,2e-06,0
2250792,2026-05-28,4.672,8.84,0.52851,0.52851,1e-06,0
2250793,2026-05-28,3.707,7.02,0.52806,0.52807,3e-06,0
2250794,2026-05-28,5.513,10.18,0.54155,0.54157,1.7e-05,0
2250795,2026-05-28,4.702,8.84,0.5319,0.53197,7e-05,0
2250796,2026-05-28,3.775,7.13,0.52945,0.52944,-1e-05,0
2250797,2026-05-29,5.413,9.99,0.54184,0.54183,-8e-06,0
2250798,2026-05-29,5.324,9.86,0.53996,0.53996,2e-06,0
2250799,2026-05-29,4.837,9.04,0.53507,0.53507,2e-06,0
2250800,2026-05-29,5.492,10.14,0.54162,0.54164,2.2e-05,0
2250801,2026-05-29,4.534,8.46,0.53593,0.53595,1.5e-05,0
2250802,2026-05-29,4.194,7.93,0.52888,0.52882,-5.5e-05,0
2250803,2026-05-29,4.456,8.32,0.53558,0.53552,-6e-05,0
2250804,2026-05-29,4.212,7.93,0.53115,0.53111,-3.3e-05,0
2250805,2026-05-29,4.341,8.14,0.53329,0.53325,-4.5e-05,0
2250806,2026-05-29,3.623,6.89,0.52583,0.52582,-1.6e-05,0
2250807,2026-05-29,4.032,7.53,0.53546,0.53543,-2.5e-05,0
2250808,2026-05-29,7.262,13.32,0.5452,0.54516,-3.4e-05,0
2250809,2026-05-29,5.955,10.87,0.54784,0.54786,2.4e-05,0
2250810,2026-05-29,4.146,7.69,0.53914,0.53911,-3e-05,0
2250811,2026-05-30,4.341,8.19,0.53004,0.53001,-2.7e-05,0
2250812,2026-05-30,4.896,9.13,0.53625,0.53619,-6.5e-05,0
2250813,2026-05-30,4.34,8.16,0.53186,0.53188,1.7e-05,0
2250814,2026-05-30,4.824,8.95,0.53899,0.539,1e-05,0
2250815,2026-05-30,4.558,8.58,0.53124,0.53121,-2.7e-05,0
2250816,2026-05-30,4.185,7.86,0.53244,0.53242,-1.8e-05,0
2250817,2026-05-30,4.128,7.81,0.52855,0.52853,-2e-05,0
2250818,2026-05-30,4.494,8.41,0.53436,0.53434,-2.2e-05,0
2250819,2026-05-30,4.863,9.05,0.53735,0.53736,8e-06,0
2250820,2026-05-30,4.246,7.91,0.53679,0.53682,2.7e-05,0
2250821,2026-05-30,5.405,9.93,0.54431,0.54435,4.1e-05,0
2250822,2026-05-30,6.877,12.66,0.54321,0.54321,2e-06,0
2250823,2026-05-30,5.579,10.24,0.54482,0.54488,5.3e-05,0
2250824,2026-05-30,5.007,9.2,0.54424,0.54428,4.4e-05,0
2250825,2026-05-31,4.67,8.69,0.5374,0.53736,-3.8e-05,0
2250826,2026-05-31,6.048,11.16,0.54194,0.54195,1.3e-05,0
2250827,2026-05-31,4.311,8.11,0.53157,0.5316,3.8e-05,0
2250828,2026-05-31,4.091,7.67,0.53338,0.53342,4e-05,0
2250829,2026-05-31,4.366,8.26,0.52857,0.52854,-3.1e-05,0
2250830,2026-05-31,4.697,8.74,0.53741,0.53737,-4.7e-05,0
2250831,2026-05-31,5.159,9.6,0.5374,0.53736,-3.8e-05,0
2250832,2026-05-31,4.221,7.97,0.52961,0.52964,2.7e-05,0
2250833,2026-05-31,4.354,8.03,0.54222,0.54228,6.5e-05,0
2250834,2026-05-31,3.933,7.44,0.52863,0.52866,3.4e-05,0
2250835,2026-05-31,6.657,12.26,0.54299,0.54298,-6e-06,0
2250836,2026-05-31,6.523,11.82,0.55186,0.55191,4.4e-05,0
2250837,2026-05-31,5.055,9.34,0.54122,0.54127,4.5e-05,0
2250838,2026-05-31,5.175,9.64,0.53683,0.53681,-2e-05,0
2250839,2026-06-01,4.7,8.78,0.53531,0.53533,2.2e-05,0
2250840,2026-06-01,5.44,10.17,0.53491,0.53486,-5e-05,0
2250841,2026-06-01,5.186,9.65,0.53741,0.53735,-6.2e-05,0
2250842,2026-06-01,4.497,8.52,0.52782,0.52785,3.8e-05,0
2250843,2026-06-01,4.226,7.9,0.53494,0.53496,2.5e-05,0
2250844,2026-06-01,4.142,7.83,0.52899,0.52899,-1e-06,0
2250845,2026-06-01,5.396,10.12,0.5332,0.53323,2.8e-05,0
2250846,2026-06-01,3.426,6.49,0.52789,0.52784,-4.8e-05,0
2250847,2026-06-02,4.973,9.29,0.53531,0.5353,-9e-06,0
2250848,2026-06-02,5.302,9.79,0.54157,0.54154,-3.2e-05,0
2250849,2026-06-02,4.507,8.42,0.53527,0.53526,-1.4e-05,0
2250850,2026-06-02,5.328,9.92,0.5371,0.53713,2.8e-05,0
2250851,2026-06-02,4.391,8.2,0.53549,0.53549,-1e-06,0
2250852,2026-06-02,4.907,9.16,0.5357,0.53569,-7e-06,0
2250853,2026-06-02,4.435,8.35,0.53114,0.53113,-6e-06,0
2250854,2026-06-02,4.517,8.51,0.53079,0.53078,-7e-06,0
2250855,2026-06-02,3.977,7.48,0.53168,0.53173,4.3e-05,0
2250856,2026-06-02,4.083,7.72,0.52889,0.52883,-5.9e-05,0
2250857,2026-06-02,4.96,9.22,0.53796,0.53797,8e-06,0
2250858,2026-06-02,5.041,9.45,0.53344,0.5334,-4.3e-05,0
2250859,2026-06-02,5.162,9.63,0.53603,0.53605,1.3e-05,0
2250860,2026-06-02,3.543,6.7,0.52881,0.52881,1e-06,0
2250861,2026-06-03,4.727,8.87,0.53292,0.53286,-6e-05,0
2250862,2026-06-03,4.086,7.69,0.53134,0.53131,-2.9e-05,0
2250863,2026-06-03,5.135,9.66,0.53157,0.5316,2.7e-05,0
2250864,2026-06-03,4.029,7.57,0.53223,0.5322,-3.5e-05,0
2250865,2026-06-03,4.67,8.71,0.53617,0.53612,-4.3e-05,0
2250866,2026-06-03,4.364,8.2,0.5322,0.53224,4.9e-05,0
2250867,2026-06-03,4.109,7.72,0.53225,0.53227,1.7e-05,0
2250868,2026-06-03,3.954,7.48,0.52861,0.52857,-4.2e-05,0
2250869,2026-06-03,4.863,9.07,0.53616,0.5361,-6.5e-05,0
2250870,2026-06-03,4.76,8.85,0.53785,0.53789,3.5e-05,0
2250871,2026-06-03,4.293,8.08,0.53131,0.53138,7.1e-05,0
2250872,2026-06-03,4.927,9.15,0.53847,0.53842,-5e-05,0
2250873,2026-06-03,4.021,7.61,0.52838,0.52834,-4.5e-05,0
2250874,2026-06-03,5.128,9.62,0.53306,0.53311,5.9e-05,0
2250875,2026-06-04,4.855,9.03,0.53765,0.53762,-3e-05,0
2250876,2026-06-04,5.921,10.9,0.54321,0.54323,1.8e-05,0
2250877,2026-06-04,5.027,9.32,0.53938,0.53936,-2.2e-05,0
2250878,2026-06-04,4.503,8.4,0.53607,0.53611,3.6e-05,0
2250879,2026-06-04,4.216,7.97,0.52898,0.52891,-7.3e-05,0
2250880,2026-06-04,5.188,9.67,0.5365,0.53646,-4.8e-05,0
2250881,2026-06-04,4.535,8.45,0.53669,0.53665,-3.6e-05,0
2250882,2026-06-04,4.536,8.55,0.53053,0.53046,-6.4e-05,0
2250883,2026-06-05,5.321,9.88,0.53856,0.53862,6e-05,0
2250884,2026-06-05,4.096,7.67,0.53403,0.53409,5.8e-05,0
2250885,2026-06-05,4.853,9.11,0.53271,0.5327,-1.2e-05,0
2250886,2026-06-05,4.958,9.11,0.54424,0.54427,2.8e-05,0
2250887,2026-06-05,4.642,8.67,0.53541,0.53544,2.9e-05,0
2250888,2026-06-05,4.537,8.5,0.53376,0.53371,-5.3e-05,0
2250889,2026-06-05,4.401,8.33,0.52833,0.52831,-1.8e-05,0
2250890,2026-06-05,4.381,8.24,0.53167,0.53167,-6e-06,0
2250891,2026-06-05,5.083,9.51,0.53449,0.53448,-1.1e-05,0
2250892,2026-06-05,4.0,7.54,0.5305,0.53049,-9e-06,0
2250893,2026-06-05,4.715,8.83,0.53398,0.53396,-1.7e-05,0
2250894,2026-06-05,6.912,12.62,0.5477,0.54767,-2.7e-05,0
2250895,2026-06-05,3.962,7.44,0.53253,0.5325,-3.2e-05,0
2250896,2026-06-05,4.593,8.55,0.53719,0.53714,-5.1e-05,0
2250897,2026-06-06,3.793,7.16,0.52975,0.52978,2.7e-05,0
2250898,2026-06-06,4.96,9.3,0.53333,0.53335,2.1e-05,0
2250899,2026-06-06,4.948,9.22,0.53666,0.53669,2.8e-05,0
2250900,2026-06-06,4.326,8.13,0.5321,0.5321,-5e-06,0
2250901,2026-06-06,4.275,8.03,0.53238,0.53231,-6.7e-05,0
2250902,2026-06-06,5.132,9.58,0.5357,0.53572,1.9e-05,0
2250903,2026-06-06,4.777,8.93,0.53494,0.5349,-3.9e-05,0
2250904,2026-06-06,4.431,8.35,0.53066,0.53066,2e-06,0
2250905,2026-06-06,3.802,7.21,0.52732,0.52731,-8e-06,0
2250906,2026-06-06,4.143,7.82,0.5298,0.52978,-1.3e-05,0
2250908,2026-06-06,6.017,10.94,0.55,0.54995,-4.5e-05,0
2250909,2026-06-06,4.938,9.17,0.5385,0.53855,5.7e-05,0
2250910,2026-06-06,4.542,8.41,0.54007,0.54005,-2.5e-05,0
2250911,2026-06-07,4.222,7.98,0.52907,0.529,-7.5e-05,0
2250912,2026-06-07,5.017,9.38,0.53486,0.53491,4.7e-05,0
2250913,2026-06-07,4.373,8.13,0.53788,0.53791,2.7e-05,0
2250914,2026-06-07,4.705,8.77,0.53649,0.53649,4e-06,0
2250915,2026-06-07,4.912,9.13,0.53801,0.53796,-4.3e-05,0
2250916,2026-06-07,4.738,8.9,0.53236,0.53231,-5.2e-05,0
2250917,2026-06-07,4.732,8.82,0.53651,0.53645,-5.6e-05,0
2250918,2026-06-07,4.749,8.87,0.5354,0.53541,1.3e-05,0
2250919,2026-06-07,4.35,8.19,0.53114,0.53108,-5.5e-05,0
2250920,2026-06-07,4.22,7.98,0.52882,0.52875,-7.1e-05,0
2250921,2026-06-07,6.538,11.89,0.54987,0.54986,-1.5e-05,0
2250922,2026-06-07,4.591,8.55,0.53696,0.53691,-4.8e-05,0
2250923,2026-06-07,4.059,7.59,0.53478,0.53477,-1.4e-05,0
2250924,2026-06-07,4.86,9.03,0.53821,0.53817,-3.8e-05,0
2250925,2026-06-08,4.975,9.21,0.54017,0.54015,-2.6e-05,0
2250926,2026-06-08,4.713,8.76,0.53801,0.53799,-1.9e-05,0
2250927,2026-06-08,4.259,7.94,0.5364,0.5364,3e-06,0
2250928,2026-06-08,4.459,8.27,0.53918,0.53918,-2e-06,0
2250929,2026-06-08,5.078,9.36,0.54252,0.54256,3.5e-05,0
2250930,2026-06-08,4.001,7.52,0.53205,0.53202,-3.3e-05,0
2250931,2026-06-08,4.266,8.07,0.52862,0.52862,-1e-05,0
2250932,2026-06-08,5.496,10.1,0.54416,0.54412,-4.2e-05,0
2250933,2026-06-09,4.977,9.22,0.5398,0.53978,-2.1e-05,0
2250934,2026-06-09,4.846,9.01,0.53785,0.53781,-3.3e-05,0
2250935,2026-06-09,4.22,7.9,0.53418,0.53409,-8.8e-05,0
2250936,2026-06-09,4.079,7.69,0.53043,0.53041,-1.6e-05,0
2250937,2026-06-09,4.27,7.92,0.53914,0.5391,-3.9e-05,0
2250938,2026-06-09,4.181,7.81,0.53534,0.53537,2.8e-05,0
2250939,2026-06-09,4.789,8.92,0.53688,0.53687,-1e-05,0
2250940,2026-06-09,4.431,8.34,0.53129,0.53135,5.5e-05,0
2250941,2026-06-09,4.434,8.39,0.52849,0.52852,3.5e-05,0
2250942,2026-06-09,6.437,11.82,0.54459,0.54461,2.8e-05,0
2250943,2026-06-09,4.37,8.2,0.53293,0.53297,3.8e-05,0
2250944,2026-06-09,4.185,7.79,0.53723,0.53723,-1e-06,0
2250945,2026-06-09,4.459,8.36,0.53337,0.53333,-4e-05,0
2250946,2026-06-09,5.818,10.75,0.54121,0.54117,-3.5e-05,0
2250947,2026-06-10,4.346,8.18,0.5313,0.53124,-5.7e-05,0
2250948,2026-06-10,4.07,7.6,0.53553,0.5355,-2.5e-05,0
2250949,2026-06-10,4.534,8.51,0.53278,0.53275,-3.8e-05,0
2250950,2026-06-10,4.56,8.54,0.53396,0.53402,6e-05,0
2250951,2026-06-10,5.112,9.5,0.53811,0.53809,-1.1e-05,0
2250952,2026-06-10,4.596,8.47,0.54262,0.54261,-1e-05,0
2250953,2026-06-10,4.475,8.38,0.53401,0.53396,-4.9e-05,0
2250954,2026-06-10,5.443,9.99,0.54484,0.5448,-4.4e-05,0
2250955,2026-06-10,4.634,8.66,0.5351,0.53514,3.4e-05,0
2250956,2026-06-10,4.682,8.75,0.53509,0.53511,2.6e-05,0
2250957,2026-06-10,4.017,7.61,0.52786,0.52782,-3.7e-05,0
2250958,2026-06-10,6.975,12.72,0.54835,0.54835,-2e-06,0
2250959,2026-06-10,6.541,11.99,0.54554,0.5455,-3.9e-05,0
2250960,2026-06-10,4.233,7.97,0.53112,0.53113,1.7e-05,0
2250961,2026-06-11,4.787,8.92,0.53666,0.53665,-7e-06,0
2250962,2026-06-11,4.263,7.99,0.53354,0.53352,-2e-05,0
2250963,2026-06-11,4.621,8.68,0.53237,0.53239,1.5e-05,0
2250964,2026-06-11,6.564,12.06,0.54428,0.5443,1.8e-05,0
2250965,2026-06-11,4.791,8.84,0.54197,0.54194,-2.8e-05,0
2250966,2026-06-11,4.856,9.01,0.53896,0.53891,-5e-05,0
2250968,2026-06-12,4.803,9.03,0.53189,0.53184,-5.1e-05,0
2250969,2026-06-12,4.883,9.05,0.53956,0.53961,5e-05,0
2250970,2026-06-12,5.283,9.79,0.53963,0.53963,-2e-06,0
2250971,2026-06-12,4.589,8.61,0.53298,0.53294,-4.8e-05,0
2250972,2026-06-12,4.541,8.49,0.53486,0.53479,-7e-05,0
2250973,2026-06-12,5.019,9.3,0.53968,0.53971,3e-05,0
2250974,2026-06-12,4.499,8.33,0.5401,0.54013,3.9e-05,0
2250975,2026-06-12,4.502,8.4,0.53595,0.53599,3.8e-05,0
2250976,2026-06-12,3.654,6.88,0.5311,0.53113,2.5e-05,0
2250977,2026-06-12,5.04,9.38,0.53731,0.53732,9e-06,0
2250978,2026-06-12,4.844,9.09,0.53289,0.53288,-1.5e-05,0
2250979,2026-06-12,4.245,8.0,0.53063,0.53065,2.5e-05,0
2250980,2026-06-12,5.679,10.6,0.53575,0.53577,1.3e-05,0
2250981,2026-06-12,4.382,8.2,0.53439,0.53441,1.6e-05,0
2250982,2026-06-13,5.14,9.59,0.53597,0.53599,1.4e-05,0
2250983,2026-06-13,4.321,7.99,0.5408,0.54079,-7e-06,0
2250984,2026-06-13,5.354,9.9,0.54081,0.54078,-2.8e-05,0
2250985,2026-06-13,5.495,10.18,0.53978,0.53976,-2.8e-05,0
2250986,2026-06-13,4.666,8.74,0.53387,0.5338,-6.8e-05,0
2250987,2026-06-13,4.239,7.94,0.53388,0.53392,4.1e-05,0
2250988,2026-06-13,4.358,8.15,0.53472,0.5348,7.5e-05,0
2250989,2026-06-13,4.789,8.88,0.5393,0.53925,-4.7e-05,0
2250990,2026-06-13,4.179,7.8,0.53577,0.53579,2.2e-05,0
2250991,2026-06-13,4.943,9.27,0.53323,0.53325,2.3e-05,0
2250992,2026-06-13,4.763,8.83,0.53941,0.53942,1.1e-05,0
2250993,2026-06-13,8.359,15.36,0.54421,0.54424,3.1e-05,0
2250994,2026-06-13,3.836,7.22,0.5313,0.53123,-6.9e-05,0
2250995,2026-06-13,4.677,8.76,0.5339,0.53395,4.4e-05,0
2250996,2026-06-14,4.424,8.34,0.53046,0.53052,6.7e-05,0
2250997,2026-06-14,5.156,9.55,0.5399,0.53991,1e-05,0
2250998,2026-06-14,4.894,9.12,0.53662,0.53666,3.6e-05,0
2250999,2026-06-14,4.956,9.11,0.54402,0.54405,3.2e-05,0
2251001,2026-06-14,4.941,9.12,0.54178,0.54184,6.6e-05,0
2251002,2026-06-14,4.285,8.05,0.5323,0.53223,-6.6e-05,0
2251003,2026-06-14,4.99,9.32,0.53541,0.53534,-6.7e-05,0
2251004,2026-06-14,4.051,7.64,0.53024,0.53029,5.6e-05,0
2251005,2026-06-14,4.019,7.47,0.53802,0.53796,-5.4e-05,0
2251006,2026-06-14,6.286,11.66,0.53911,0.53906,-4.9e-05,0
2251007,2026-06-14,4.59,8.6,0.53372,0.53372,2e-06,0
2251008,2026-06-14,5.201,9.67,0.53785,0.53788,3.3e-05,0
2251009,2026-06-14,4.637,8.65,0.53607,0.53609,1.9e-05,0
2251010,2026-06-15,4.853,9.09,0.53388,0.53385,-3e-05,0
2251011,2026-06-15,5.567,10.39,0.5358,0.53578,-2.5e-05,0
2251012,2026-06-15,4.283,8.0,0.53538,0.53533,-4.8e-05,0
2251013,2026-06-15,4.211,7.94,0.53035,0.53032,-2.9e-05,0
2251014,2026-06-15,5.469,10.21,0.53565,0.53569,3.5e-05,0
2251015,2026-06-15,3.939,7.42,0.53086,0.53086,-7e-06,0
2251016,2026-06-15,4.675,8.74,0.5349,0.53493,2.9e-05,0
2251017,2026-06-15,5.924,11.03,0.53708,0.53709,1.4e-05,0
2251018,2026-06-15,4.707,8.75,0.53794,0.53792,-1.8e-05,0
2251019,2026-06-16,4.728,8.81,0.53666,0.5366,-5.8e-05,0
2251020,2026-06-16,5.162,9.64,0.53548,0.53544,-3.3e-05,0
2251021,2026-06-16,4.029,7.57,0.53223,0.5322,-3.5e-05,0
2251022,2026-06-16,4.383,8.22,0.53321,0.53325,3.4e-05,0
2251023,2026-06-16,5.945,10.93,0.54392,0.54387,-4.2e-05,0
2251024,2026-06-16,5.289,9.89,0.53478,0.5348,1.8e-05,0
2251025,2026-06-16,4.968,9.21,0.53941,0.5394,-1.5e-05,0
2251026,2026-06-16,4.274,8.05,0.53093,0.53089,-4.5e-05,0
2251027,2026-06-16,5.129,9.53,0.5382,0.53823,3.6e-05,0
2251028,2026-06-16,4.207,7.91,0.53186,0.53181,-5.2e-05,0
2251029,2026-06-16,4.244,8.0,0.5305,0.53053,2.7e-05,0
2251030,2026-06-16,6.24,11.6,0.53793,0.53795,1.5e-05,0
2251031,2026-06-16,3.753,7.09,0.52934,0.52931,-3.2e-05,0
2251032,2026-06-16,4.167,7.78,0.5356,0.53563,2.4e-05,0
2251033,2026-06-17,4.855,8.97,0.54125,0.54122,-2.6e-05,0
2251034,2026-06-17,6.129,11.42,0.53669,0.53669,1e-06,0
2251035,2026-06-17,5.341,9.9,0.53949,0.53949,-8e-06,0
2251036,2026-06-17,4.195,7.86,0.53372,0.5337,-1.4e-05,0
2251037,2026-06-17,4.52,8.43,0.53618,0.53615,-2.8e-05,0
2251038,2026-06-17,4.175,7.84,0.53253,0.53253,4e-06,0
2251039,2026-06-17,4.474,8.34,0.53645,0.53643,-2.4e-05,0
2251040,2026-06-17,4.596,8.59,0.53504,0.53502,-1.8e-05,0
2251041,2026-06-17,4.915,9.21,0.53366,0.53363,-3.3e-05,0
2251042,2026-06-17,4.573,8.5,0.538,0.538,-2e-06,0
2251043,2026-06-17,4.617,8.67,0.53253,0.5326,7.3e-05,0
2251044,2026-06-17,6.113,11.34,0.53907,0.53908,1.1e-05,0
2251045,2026-06-17,4.331,8.12,0.53337,0.53335,-2.5e-05,0
2251046,2026-06-18,4.358,8.16,0.53407,0.53409,2.1e-05,0
2251047,2026-06-18,4.242,7.94,0.53426,0.53429,3.6e-05,0
2251048,2026-06-18,4.063,7.63,0.5325,0.53252,2.1e-05,0
2251049,2026-06-18,3.851,7.28,0.52898,0.52901,3e-05,0
2251050,2026-06-18,5.417,9.98,0.54279,0.54277,-1.3e-05,0
2251051,2026-06-18,4.537,8.47,0.53566,0.53564,-2e-05,0
2251053,2026-06-18,4.768,8.98,0.53096,0.53098,2.2e-05,0
2251054,2026-06-18,6.455,12.0,0.53792,0.53791,-4e-06,0
2251055,2026-06-19,4.181,7.84,0.53329,0.53328,-8e-06,0
2251056,2026-06-19,4.168,7.91,0.52693,0.52695,2.3e-05,0
2251057,2026-06-19,4.754,8.82,0.539,0.53902,1.7e-05,0
2251058,2026-06-19,4.583,8.62,0.53167,0.53164,-2.8e-05,0
2251059,2026-06-19,3.956,7.52,0.52606,0.52599,-7.2e-05,0
2251060,2026-06-19,3.8,7.14,0.53221,0.5322,-1e-05,0
2251061,2026-06-19,4.147,7.81,0.53099,0.53095,-3.1e-05,0
2251062,2026-06-19,4.782,8.94,0.5349,0.53486,-3.9e-05,0
2251063,2026-06-19,4.731,8.89,0.53217,0.53212,-4.9e-05,0
2251064,2026-06-19,6.786,12.53,0.54158,0.54157,-5e-06,0
2251065,2026-06-19,6.181,11.41,0.54172,0.54173,1e-05,0
2251066,2026-06-19,5.181,9.57,0.54138,0.54137,-1.3e-05,0
2251067,2026-06-19,3.392,6.48,0.52346,0.52348,2e-05,0
2251068,2026-06-20,4.094,7.77,0.5269,0.5268,-9.6e-05,0
2251069,2026-06-20,4.967,9.15,0.54284,0.54283,-9e-06,0
2251070,2026-06-20,5.321,9.85,0.5402,0.54024,3.5e-05,0
2251071,2026-06-20,3.951,7.46,0.52962,0.52957,-5.8e-05,0
2251072,2026-06-20,4.63,8.71,0.53157,0.5316,2.7e-05,0
2251073,2026-06-20,4.351,8.21,0.52996,0.52993,-3.7e-05,0
2251074,2026-06-20,4.146,7.77,0.53359,0.53352,-7.2e-05,0
2251075,2026-06-20,4.713,8.86,0.53194,0.53196,1.4e-05,0
2251076,2026-06-20,4.79,8.89,0.53881,0.53877,-3.9e-05,0
2251077,2026-06-20,6.096,11.29,0.53995,0.53999,4.4e-05,0
2251078,2026-06-20,5.624,10.47,0.53715,0.53715,-2e-06,0
2251079,2026-06-20,4.468,8.33,0.53637,0.53635,-2.3e-05,0
2251080,2026-06-20,3.804,7.19,0.52907,0.52903,-3.5e-05,0
2251081,2026-06-21,5.097,9.34,0.54572,0.5457,-1.4e-05,0
2251082,2026-06-21,4.918,9.14,0.53807,0.53803,-4.4e-05,0
2251083,2026-06-21,4.514,8.5,0.53106,0.53105,-1.2e-05,0
2251084,2026-06-21,4.152,7.87,0.52757,0.52753,-4.6e-05,0
2251085,2026-06-21,4.777,8.88,0.53795,0.53792,-2.6e-05,0
2251086,2026-06-21,4.976,9.31,0.53448,0.53448,4e-06,0
2251087,2026-06-21,4.164,7.87,0.5291,0.52915,5.6e-05,0
2251089,2026-06-21,4.13,7.75,0.5329,0.53291,7e-06,0
2251090,2026-06-21,7.552,13.91,0.54292,0.5429,-1.9e-05,0
2251091,2026-06-21,5.639,10.41,0.54169,0.54167,-2e-05,0
2251092,2026-06-21,4.785,8.84,0.54129,0.54127,-1.7e-05,0
2251093,2026-06-21,3.548,6.73,0.52719,0.52722,2.5e-05,0
2251094,2026-06-21,5.041,9.36,0.53857,0.53856,-1e-05,0
2251095,2026-06-22,4.17,7.9,0.52785,0.52786,9e-06,0
2251096,2026-06-22,4.455,8.36,0.53289,0.53286,-3.3e-05,0
2251097,2026-06-22,4.288,7.93,0.54073,0.54079,6.1e-05,0
2251098,2026-06-22,4.991,9.28,0.53782,0.53778,-4.7e-05,0
2251099,2026-06-22,4.16,7.79,0.53402,0.53407,4.9e-05,0
2251100,2026-06-24,4.439,8.23,0.53937,0.53936,-5e-06,0
2251101,2026-06-22,4.965,9.1,0.5456,0.54561,8e-06,0
2251102,2026-06-22,5.203,9.56,0.54425,0.54429,4.7e-05,0
2251103,2026-06-22,4.305,8.14,0.52887,0.52891,4.4e-05,0
2251104,2026-06-22,5.971,11.0,0.54282,0.54283,1.6e-05,0
2251105,2026-06-22,4.965,9.23,0.53792,0.53793,8e-06,0
2251106,2026-06-22,4.575,8.55,0.53509,0.53507,-1.9e-05,0
2251107,2026-06-23,5.337,9.94,0.53692,0.53695,3.1e-05,0
2251108,2026-06-23,4.904,9.22,0.53189,0.53188,-6e-06,0
2251109,2026-06-23,4.632,8.7,0.53241,0.53243,1.4e-05,0
2251110,2026-06-23,4.044,7.55,0.53563,0.53567,4.3e-05,0
2251111,2026-06-23,5.514,10.21,0.54006,0.54012,6.5e-05,0
2251112,2026-06-23,4.473,8.34,0.53633,0.53631,-2.2e-05,0
2251113,2026-06-23,5.997,10.95,0.54767,0.54766,-9e-06,0
2251114,2026-06-23,5.153,9.48,0.54357,0.54358,1e-05,0
2251115,2026-06-23,4.61,8.52,0.54108,0.54115,6.7e-05,0
2251116,2026-06-23,4.163,7.88,0.5283,0.52837,6.8e-05,0
2251117,2026-06-23,6.146,11.29,0.54438,0.54435,-2.3e-05,0
2251118,2026-06-23,5.587,10.25,0.54507,0.54511,3.2e-05,0
2251119,2026-06-23,4.213,7.92,0.53194,0.53189,-5.3e-05,0
2251120,2026-06-23,5.056,9.49,0.53277,0.53274,-3.3e-05,0
2251121,2026-06-24,4.216,7.93,0.53165,0.5316,-4.9e-05,0
2251122,2026-06-24,4.126,7.84,0.52628,0.52625,-2.6e-05,0
2251123,2026-06-24,6.65,12.12,0.54868,0.54867,-1.2e-05,0
2251124,2026-06-24,5.039,9.39,0.53663,0.5366,-3.7e-05,0
2251125,2026-06-24,4.574,8.58,0.5331,0.53311,1.1e-05,0
2251126,2026-06-24,4.514,8.48,0.53231,0.53228,-3.1e-05,0
2251127,2026-06-24,4.241,7.87,0.53888,0.53891,3.2e-05,0
2251128,2026-06-24,6.728,12.29,0.54744,0.54739,-4.5e-05,0
2251129,2026-06-24,5.087,9.48,0.5366,0.53662,1.2e-05,0
2251130,2026-06-24,5.015,9.22,0.54393,0.54395,2.3e-05,0
2251131,2026-06-24,5.179,9.51,0.54458,0.54452,-6.2e-05,0
2251132,2026-06-24,4.35,8.05,0.54037,0.54031,-6.7e-05,0
2251133,2026-06-24,4.052,7.61,0.53246,0.53248,2.2e-05,0
2251134,2026-06-24,4.208,7.89,0.53333,0.53333,-8e-06,0
2251135,2026-06-25,4.678,8.78,0.5328,0.53286,6e-05,0
2251136,2026-06-25,4.377,8.18,0.53509,0.53509,5e-06,0
2251137,2026-06-25,4.613,8.67,0.53206,0.53214,8e-05,0
2251138,2026-06-25,4.268,8.01,0.53283,0.53283,-9e-06,0
