gameId,gameDate,awayTeam,homeTeam,mlbGamePk,modelRunAt,actualF5Away,actualF5Home,actualF5Total,live_awayWinPct,live_homeWinPct,live_pushPct,live_pushRaw,live_awayRlCoverPct,live_homeRlCoverPct,live_overRate,live_underRate,live_f5Total,book_f5Total,book_f5AwayRunLine,book_bookTotal,p1_pF5AwayMl,p1_projF5Total,p1_pF5Over,p1_pF5AwayRl,p1_projTotal,p1_projAwayScore,p1_projHomeScore,p1_pAwayMl,p2_pF5AwayMl,p2_projF5Total,p2_pF5Over,p2_pF5AwayRl,p2_projTotal,calib_month,calib_seed,calib_league_env_mult,calib_T_f5,calib_f5_total_sd
2250006,2026-03-25,NYY,SF,823244,,7,0,7.0,,,,,,,,,,3.5,-0.5,7.0,0.45800,4.159,0.45620,0.62980,7.750,3.900,3.850,0.47580,0.45800,4.159,0.45620,0.62980,7.750,2026-03,True,1.0,1.0,2.9
2250007,2026-03-26,PIT,NYM,823649,1776250825827,4,9,13.0,40.08,43.31,0.1661,0.1763,48.08,51.92,0.46,0.54,4.0,3.5,-0.5,7.0,0.43160,4.208,0.46280,0.60280,7.900,3.900,4.000,0.46150,0.43160,4.208,0.46280,0.60280,7.900,2026-03,True,1.0,1.0,2.9
2250008,2026-03-26,CWS,MIL,823812,1776250826153,1,8,9.0,39.98,44.78,0.1524,0.1535,47.17,52.83,0.56,0.44,4.0,4.5,0.5,7.5,0.39920,4.371,0.48510,0.56660,8.220,3.840,4.390,0.41940,0.39920,4.371,0.48510,0.56660,8.220,2026-03,True,1.0,1.0,2.9
2250009,2026-03-26,WSH,CHC,824704,1776250826222,7,3,10.0,34.92,49.30,0.1577,0.1624,41.49,58.51,0.51,0.49,4.0,3.5,0.5,7.0,0.37280,4.669,0.52300,0.53240,8.760,3.820,4.940,0.37270,0.37280,4.669,0.52300,0.53240,8.760,2026-03,True,1.0,1.0,2.9
2250010,2026-03-26,MIN,BAL,824865,1776250826284,0,0,0.0,35.97,47.89,0.1614,0.1685,42.92,57.08,0.42,0.58,4.5,4.5,0.5,8.5,0.37160,4.268,0.40260,0.54220,8.020,3.510,4.510,0.37720,0.37160,4.268,0.40260,0.54220,8.020,2026-03,True,1.0,1.0,2.9
2250011,2026-03-26,BOS,CIN,824541,1776250826348,0,0,0.0,45.71,37.91,0.1638,0.1725,54.75,45.25,0.41,0.59,4.5,3.5,-0.5,8.0,0.44020,4.634,0.45170,0.60150,8.620,4.240,4.380,0.45810,0.44020,4.634,0.45170,0.60150,8.620,2026-03,True,1.0,1.0,2.9
2250012,2026-03-26,LAA,HOU,824218,1776250826410,0,0,0.0,38.62,45.03,0.1635,0.1720,46.08,53.92,0.42,0.58,4.5,4.5,0.5,8.0,0.36210,4.390,0.41930,0.52860,8.300,3.540,4.770,0.35920,0.36210,4.390,0.41930,0.52860,8.300,2026-03,True,1.0,1.0,2.9
2250013,2026-03-26,DET,SD,823325,1776250826472,8,0,8.0,42.44,40.00,0.1757,0.1923,51.46,48.54,0.40,0.60,4.0,3.5,-0.5,7.0,0.43430,3.574,0.37290,0.62500,6.760,3.370,3.390,0.46900,0.43430,3.574,0.37290,0.62500,6.760,2026-03,True,1.0,1.0,2.9
2250014,2026-03-26,TB,STL,823081,1776250826530,1,1,2.0,44.41,39.78,0.1580,0.1629,52.83,47.17,0.45,0.55,4.5,4.5,-0.5,8.0,0.44260,4.120,0.38230,0.61620,7.810,3.880,3.920,0.46670,0.44260,4.120,0.38230,0.61620,7.810,2026-03,True,1.0,1.0,2.9
2250015,2026-03-26,TEX,PHI,823486,1776250826588,0,5,5.0,40.22,43.52,0.1625,0.1704,48.08,51.92,0.42,0.58,4.5,4.5,0.5,8.0,0.44230,4.362,0.41630,0.60930,8.160,4.070,4.090,0.46780,0.44230,4.362,0.41630,0.60930,8.160,2026-03,True,1.0,1.0,2.9
2250016,2026-03-26,CLE,SEA,823163,1776250826648,3,3,6.0,38.26,44.91,0.1683,0.1801,46.08,53.92,0.51,0.49,3.5,3.5,0.5,6.5,0.38370,3.846,0.47980,0.56650,7.300,3.310,3.990,0.40080,0.38370,3.846,0.47980,0.56650,7.300,2026-03,True,1.0,1.0,2.9
2250017,2026-03-27,NYY,SF,823243,1776251183023,0,0,0.0,48.13,35.64,0.1623,0.1701,57.45,42.55,0.41,0.59,4.5,4.5,-0.5,8.5,0.42840,4.306,0.40850,0.59780,8.050,3.840,4.210,0.43510,0.42840,4.306,0.40850,0.59780,8.050,2026-03,True,1.0,1.0,2.9
2250018,2026-03-27,ATH,TOR,822839,1776251183327,1,2,3.0,39.30,45.46,0.1524,0.1535,46.30,53.70,0.50,0.50,4.5,4.5,0.5,8.5,0.37840,4.543,0.43960,0.54120,8.530,3.780,4.750,0.38390,0.37840,4.543,0.43960,0.54120,8.530,2026-03,True,1.0,1.0,2.9
2250019,2026-03-27,COL,MIA,823893,1776251183393,1,2,3.0,39.61,44.07,0.1632,0.1715,47.39,52.61,0.42,0.58,4.5,4.5,0.5,8.0,0.43900,4.716,0.46150,0.59840,8.880,4.380,4.500,0.45990,0.43900,4.716,0.46150,0.59840,8.880,2026-03,True,1.0,1.0,2.9
2250020,2026-03-27,KC,ATL,824946,1776251183447,0,4,4.0,36.72,46.45,0.1682,0.1799,44.14,55.86,0.45,0.55,4.0,3.5,0.5,7.5,0.39430,4.223,0.46420,0.56590,8.000,3.640,4.360,0.40350,0.39430,4.223,0.46420,0.56590,8.000,2026-03,True,1.0,1.0,2.9
2250021,2026-03-27,LAA,HOU,824216,1776251183503,5,2,7.0,39.04,45.18,0.1578,0.1625,46.30,53.70,0.46,0.54,4.5,4.5,0.5,8.5,0.39710,4.629,0.45010,0.55750,8.720,3.970,4.750,0.40110,0.39710,4.629,0.45010,0.55750,8.720,2026-03,True,1.0,1.0,2.9
2250022,2026-03-27,DET,SD,823324,1776251183557,0,1,1.0,41.64,42.13,0.1623,0.1700,49.75,50.25,0.49,0.51,4.0,3.5,0.5,7.5,0.43280,4.013,0.43650,0.61010,7.530,3.710,3.830,0.45810,0.43280,4.013,0.43650,0.61010,7.530,2026-03,True,1.0,1.0,2.9
2250023,2026-03-27,CLE,SEA,823162,1776251183620,1,3,4.0,40.45,43.01,0.1654,0.1753,48.54,51.46,0.47,0.53,4.0,3.5,0.5,7.0,0.40900,3.897,0.42020,0.58960,7.390,3.500,3.890,0.43050,0.40900,3.897,0.42020,0.58960,7.390,2026-03,True,1.0,1.0,2.9
2250024,2026-03-28,TB,STL,823082,1776251873676,0,2,2.0,43.12,41.65,0.1523,0.1534,50.98,49.02,0.57,0.43,4.0,3.5,-0.5,7.5,0.42420,4.266,0.47050,0.59370,8.060,3.870,4.190,0.44060,0.42420,4.266,0.47050,0.59370,8.060,2026-03,True,1.0,1.0,2.9
2250025,2026-03-28,WSH,CHC,824701,1776251873989,2,6,8.0,34.34,49.69,0.1597,0.1657,40.82,59.18,0.43,0.57,4.5,4.5,0.5,8.5,0.36500,4.403,0.42070,0.53220,8.300,3.590,4.720,0.36740,0.36500,4.403,0.42070,0.53220,8.300,2026-03,True,1.0,1.0,2.9
2250026,2026-03-28,ATH,TOR,822838,1776251874048,0,1,1.0,41.90,43.17,0.1494,0.1485,49.26,50.74,0.53,0.47,4.5,4.5,0.5,8.0,0.42940,4.649,0.45350,0.59050,8.700,4.230,4.470,0.44810,0.42940,4.649,0.45350,0.59050,8.700,2026-03,True,1.0,1.0,2.9
2250027,2026-03-28,MIN,BAL,824862,1776251874105,3,1,4.0,37.07,47.09,0.1585,0.1637,44.05,55.95,0.51,0.49,4.0,4.5,0.5,7.5,0.37750,4.589,0.51270,0.53940,8.590,3.790,4.790,0.38110,0.37750,4.589,0.51270,0.53940,8.590,2026-03,True,1.0,1.0,2.9
2250028,2026-03-28,TEX,PHI,823488,1776251874164,3,0,3.0,43.40,41.47,0.1513,0.1517,51.22,48.78,0.57,0.43,4.0,4.5,0.5,7.5,0.45330,4.817,0.54140,0.60940,8.970,4.520,4.450,0.47630,0.45330,4.817,0.54140,0.60940,8.970,2026-03,True,1.0,1.0,2.9
2250029,2026-03-28,BOS,CIN,824540,1776251874225,3,5,8.0,39.87,44.50,0.1562,0.1599,47.17,52.83,0.54,0.46,4.0,3.5,-0.5,7.5,0.41610,4.486,0.49990,0.58050,8.380,3.970,4.410,0.42940,0.41610,4.486,0.49990,0.58050,8.380,2026-03,True,1.0,1.0,2.9
2250030,2026-03-28,PIT,NYM,823651,1776251874281,0,0,0.0,41.75,43.10,0.1515,0.1520,49.26,50.74,0.57,0.43,4.0,3.5,0.5,7.5,0.40090,4.581,0.51280,0.56240,8.600,3.990,4.610,0.41470,0.40090,4.581,0.51280,0.56240,8.600,2026-03,True,1.0,1.0,2.9
2250031,2026-03-28,COL,MIA,823892,1776251874339,3,3,6.0,35.13,48.77,0.1610,0.1678,41.84,58.16,0.50,0.51,4.0,4.5,0.5,7.5,0.40670,4.452,0.49510,0.57190,8.430,3.950,4.480,0.42130,0.40670,4.452,0.49510,0.57190,8.430,2026-03,True,1.0,1.0,2.9
2250032,2026-03-28,LAA,HOU,824213,1776251874397,6,3,9.0,41.54,42.47,0.1599,0.1660,49.50,50.50,0.38,0.62,5.0,4.5,0.5,9.0,0.41160,4.488,0.37480,0.57610,8.450,3.940,4.500,0.41950,0.41160,4.488,0.37480,0.57610,8.450,2026-03,True,1.0,1.0,2.9
2250033,2026-03-28,CWS,MIL,823811,1776251874454,1,4,5.0,35.61,49.73,0.1466,0.1439,41.67,58.33,0.54,0.46,4.5,4.5,0.5,8.0,0.37170,4.595,0.44600,0.53210,8.630,3.810,4.810,0.38170,0.37170,4.595,0.44600,0.53210,8.630,2026-03,True,1.0,1.0,2.9
2250034,2026-03-28,KC,ATL,824945,1776251874510,0,0,0.0,40.07,44.00,0.1593,0.1651,47.62,52.38,0.45,0.55,4.5,4.5,0.5,8.5,0.49630,5.300,0.53300,0.64280,9.850,5.230,4.620,0.51880,0.49630,5.300,0.53300,0.64280,9.850,2026-03,True,1.0,1.0,2.9
2250035,2026-03-28,NYY,SF,823241,1776251874566,3,1,4.0,40.43,42.76,0.1681,0.1797,48.54,51.46,0.38,0.62,4.5,4.5,-0.5,8.5,0.38770,4.369,0.41670,0.55430,8.180,3.620,4.560,0.38250,0.38770,4.369,0.41670,0.55430,8.180,2026-03,True,1.0,1.0,2.9
2250036,2026-03-28,DET,SD,823323,1776251874622,0,3,3.0,40.23,43.26,0.1651,0.1747,48.08,51.92,0.40,0.60,4.5,4.5,-0.5,8.0,0.41940,4.286,0.40540,0.58850,8.020,3.830,4.190,0.43560,0.41940,4.286,0.40540,0.58850,8.020,2026-03,True,1.0,1.0,2.9
2250037,2026-03-28,CLE,SEA,823161,1776251874678,0,2,2.0,37.66,44.83,0.1751,0.1914,45.66,54.34,0.41,0.59,4.0,3.5,0.5,7.0,0.38810,3.557,0.37050,0.58080,6.800,3.130,3.680,0.41220,0.38810,3.557,0.37050,0.58080,6.800,2026-03,True,1.0,1.0,2.9
2250038,2026-03-29,MIN,BAL,824864,1776252396870,4,3,7.0,40.34,44.28,0.1538,0.1558,47.62,52.38,0.43,0.57,5.0,4.5,0.5,9.0,0.41740,5.137,0.45550,0.56760,9.550,4.500,5.050,0.42560,0.41740,5.137,0.45550,0.56760,9.550,2026-03,True,1.0,1.0,2.9
2250039,2026-03-29,TEX,PHI,823487,1776252397172,5,0,5.0,35.44,49.46,0.1510,0.1512,41.67,58.33,0.50,0.50,4.5,4.5,0.5,8.0,0.40590,4.967,0.49380,0.55940,9.250,4.300,4.960,0.41490,0.40590,4.967,0.49380,0.55940,9.250,2026-03,True,1.0,1.0,2.9
2250040,2026-03-29,KC,ATL,824944,1776252397226,3,0,3.0,37.42,47.34,0.1523,0.1534,44.05,55.95,0.49,0.51,4.5,4.5,0.5,8.0,0.40000,4.758,0.46740,0.55790,8.960,4.090,4.880,0.40270,0.40000,4.758,0.46740,0.55790,8.960,2026-03,True,1.0,1.0,2.9
2250041,2026-03-29,ATH,TOR,822837,1776252397281,2,5,7.0,43.22,41.95,0.1483,0.1467,50.74,49.26,0.47,0.53,5.0,4.5,0.5,9.0,0.40580,4.463,0.37090,0.57080,8.380,3.920,4.460,0.42080,0.40580,4.463,0.37090,0.57080,8.380,2026-03,True,1.0,1.0,2.9
2250042,2026-03-29,BOS,CIN,824538,1776252397336,2,0,2.0,46.16,37.67,0.1617,0.1691,55.16,44.84,0.42,0.58,4.5,4.5,-0.5,8.5,0.44220,4.508,0.43470,0.60540,8.400,4.160,4.240,0.46230,0.44220,4.508,0.43470,0.60540,8.400,2026-03,True,1.0,1.0,2.9
2250043,2026-03-29,PIT,NYM,823647,1776252397392,2,2,4.0,34.86,49.14,0.1601,0.1663,41.49,58.51,0.50,0.50,4.0,4.5,0.5,7.5,0.37450,4.423,0.49160,0.54100,8.320,3.690,4.630,0.38450,0.37450,4.423,0.49160,0.54100,8.320,2026-03,True,1.0,1.0,2.9
2250044,2026-03-29,COL,MIA,823891,1776252397447,3,2,5.0,43.61,40.50,0.1589,0.1644,51.92,48.08,0.45,0.55,4.5,4.5,0.5,8.0,0.48030,4.781,0.46990,0.63650,8.960,4.730,4.230,0.51270,0.48030,4.781,0.46990,0.63650,8.960,2026-03,True,1.0,1.0,2.9
2250045,2026-03-29,LAA,HOU,824215,1776252397512,6,6,12.0,35.20,50.08,0.1471,0.1448,41.32,58.68,0.48,0.52,5.0,4.5,0.5,9.0,0.35290,5.165,0.45820,0.50240,9.700,4.030,5.670,0.33820,0.35290,5.165,0.45820,0.50240,9.700,2026-03,True,1.0,1.0,2.9
2250046,2026-03-29,CWS,MIL,823810,1776252397567,7,2,9.0,34.86,50.32,0.1482,0.1465,40.98,59.02,0.59,0.41,4.0,4.5,0.5,7.5,0.39620,4.241,0.46760,0.56660,8.000,3.720,4.280,0.41740,0.39620,4.241,0.46760,0.56660,8.000,2026-03,True,1.0,1.0,2.9
2250047,2026-03-29,TB,STL,823079,1776252397622,6,4,10.0,48.23,36.44,0.1533,0.1550,56.90,43.10,0.55,0.45,4.0,4.5,-0.5,7.5,0.46210,4.298,0.47490,0.63020,8.100,4.150,3.950,0.48890,0.46210,4.298,0.47490,0.63020,8.100,2026-03,True,1.0,1.0,2.9
2250048,2026-03-29,WSH,CHC,824700,1776252397682,3,2,5.0,33.95,50.52,0.1552,0.1583,40.16,59.84,0.41,0.59,5.0,5.5,1.5,9.0,0.36960,4.690,0.39910,0.52850,8.790,3.800,4.990,0.36650,0.36960,4.690,0.39910,0.52850,8.790,2026-03,True,1.0,1.0,2.9
2250049,2026-03-29,CLE,SEA,823160,1776252397736,0,6,6.0,40.84,42.85,0.1631,0.1713,48.78,51.22,0.48,0.52,4.0,4.5,0.5,7.5,0.42720,4.077,0.44500,0.60260,7.700,3.750,3.950,0.45110,0.42720,4.077,0.44500,0.60260,7.700,2026-03,True,1.0,1.0,2.9
2250050,2026-03-30,MIN,KC,824135,1776253046938,1,2,3.0,42.00,40.92,0.1708,0.1842,50.74,49.26,0.25,0.75,5.5,5.5,0.5,10.0,0.38690,4.475,0.31490,0.55160,8.430,3.770,4.660,0.39440,0.38690,4.475,0.31490,0.55160,8.430,2026-03,True,1.0,1.0,2.9
2250051,2026-03-30,TEX,BAL,824863,1776253047322,4,2,6.0,42.24,42.07,0.1569,0.1610,50.00,50.00,0.40,0.60,5.0,5.5,0.5,9.0,0.42610,4.909,0.42660,0.57990,9.160,4.400,4.760,0.43940,0.42610,4.909,0.42660,0.57990,9.160,2026-03,True,1.0,1.0,2.9
2250052,2026-03-30,PIT,CIN,824539,1776253047379,0,2,2.0,40.66,43.03,0.1631,0.1714,48.54,51.46,0.42,0.58,4.5,4.5,0.5,8.5,0.44110,4.532,0.43890,0.60360,8.510,4.240,4.270,0.46740,0.44110,4.532,0.43890,0.60360,8.510,2026-03,True,1.0,1.0,2.9
2250053,2026-03-30,WSH,PHI,823484,1776253047454,7,2,9.0,41.81,43.90,0.1429,0.1377,48.78,51.22,0.53,0.47,5.0,5.5,0.5,9.0,0.42270,5.063,0.44560,0.57440,9.440,4.500,4.930,0.43420,0.42270,5.063,0.44560,0.57440,9.440,2026-03,True,1.0,1.0,2.9
2250054,2026-03-30,CWS,MIA,823890,1776253047513,8,3,11.0,41.68,42.57,0.1575,0.1620,49.50,50.50,0.46,0.54,4.5,4.5,0.5,8.0,0.42490,4.423,0.42370,0.59030,8.380,4.060,4.320,0.44640,0.42490,4.423,0.42370,0.59030,8.380,2026-03,True,1.0,1.0,2.9
2250055,2026-03-30,COL,TOR,822834,1776253047570,2,1,3.0,35.59,50.15,0.1425,0.1371,41.49,58.51,0.57,0.43,4.5,4.5,1.5,8.0,0.41800,5.160,0.51640,0.56840,9.660,4.590,5.070,0.43190,0.41800,5.160,0.51640,0.56840,9.660,2026-03,True,1.0,1.0,2.9
2250056,2026-03-30,ATH,ATL,824943,1776253047627,0,3,3.0,43.09,41.15,0.1576,0.1622,51.22,48.78,0.40,0.60,5.0,4.5,0.5,9.0,0.43680,4.708,0.40190,0.59660,8.830,4.290,4.540,0.44790,0.43680,4.708,0.40190,0.59660,8.830,2026-03,True,1.0,1.0,2.9
2250057,2026-03-30,LAA,CHC,824702,1776253047684,0,6,6.0,39.60,44.65,0.1574,0.1619,46.95,53.05,0.34,0.66,5.5,5.5,0.5,10.0,0.33030,5.394,0.42510,0.47360,10.070,4.000,6.070,0.31510,0.33030,5.394,0.42510,0.47360,10.070,2026-03,True,1.0,1.0,2.9
2250058,2026-03-30,TB,MIL,823809,1776253047740,1,0,1.0,40.04,45.03,0.1494,0.1484,47.17,52.83,0.52,0.48,4.5,4.5,0.5,8.0,0.40110,4.460,0.42830,0.56550,8.350,3.880,4.460,0.41710,0.40110,4.460,0.42830,0.56550,8.350,2026-03,True,1.0,1.0,2.9
2250059,2026-03-30,NYM,STL,823080,1776253047803,2,1,3.0,43.86,40.28,0.1586,0.1639,52.15,47.85,0.39,0.61,5.0,4.5,-0.5,9.0,0.41260,4.206,0.33890,0.58380,7.920,3.700,4.220,0.42130,0.41260,4.206,0.33890,0.58380,7.920,2026-03,True,1.0,1.0,2.9
2250060,2026-03-30,BOS,HOU,824214,1776253047860,0,4,4.0,49.20,36.18,0.1462,0.1431,57.63,42.37,0.54,0.46,4.5,4.5,-0.5,8.5,0.49840,5.074,0.50590,0.64820,9.380,4.980,4.400,0.51860,0.49840,5.074,0.50590,0.64820,9.380,2026-03,True,1.0,1.0,2.9
2250061,2026-03-30,SF,SD,823320,1776253047916,3,0,3.0,40.16,44.19,0.1565,0.1603,47.62,52.38,0.46,0.54,4.5,4.5,-0.5,8.5,0.43530,4.662,0.45500,0.59490,8.710,4.270,4.440,0.45570,0.43530,4.662,0.45500,0.59490,8.710,2026-03,True,1.0,1.0,2.9
2250062,2026-03-30,NYY,SEA,823159,1776253047972,0,1,1.0,39.70,44.00,0.1630,0.1712,47.39,52.61,0.49,0.51,4.0,4.5,-0.5,7.5,0.42600,3.933,0.42510,0.60400,7.360,3.540,3.820,0.44260,0.42600,3.933,0.42510,0.60400,7.360,2026-03,True,1.0,1.0,2.9
2250063,2026-03-30,CLE,LAD,823972,1776253048029,1,0,1.0,37.66,46.48,0.1586,0.1639,44.84,55.16,0.39,0.61,5.0,4.5,0.5,9.0,0.41920,4.824,0.41650,0.57530,8.970,4.270,4.700,0.43270,0.41920,4.824,0.41650,0.57530,8.970,2026-03,True,1.0,1.0,2.9
2250064,2026-03-31,TEX,BAL,824861,1776253644548,3,3,6.0,52.62,32.61,0.1477,0.1458,61.69,38.31,0.52,0.48,4.5,4.5,-0.5,8.5,0.49240,5.006,0.49820,0.64340,9.290,4.960,4.330,0.52190,0.49240,5.006,0.49820,0.64340,9.290,2026-03,True,1.0,1.0,2.9
2250065,2026-03-31,PIT,CIN,824537,1776253644872,6,1,7.0,43.40,40.05,0.1655,0.1753,51.92,48.08,0.34,0.66,5.0,4.5,-0.5,9.0,0.44520,4.219,0.33980,0.61560,7.950,4.010,3.940,0.47630,0.44520,4.219,0.33980,0.61560,7.950,2026-03,True,1.0,1.0,2.9
2250066,2026-03-31,WSH,PHI,823485,1776253644932,0,3,3.0,35.98,49.70,0.1432,0.1382,42.02,57.98,0.45,0.55,5.5,5.5,0.5,9.5,0.40190,5.017,0.38050,0.55370,9.370,4.320,5.050,0.40990,0.40190,5.017,0.38050,0.55370,9.370,2026-03,True,1.0,1.0,2.9
2250067,2026-03-31,CWS,MIA,823888,1776253644991,2,4,6.0,35.58,48.86,0.1556,0.1589,42.19,57.81,0.46,0.54,4.5,4.5,0.5,8.5,0.37750,4.393,0.41990,0.54420,8.330,3.700,4.630,0.38520,0.37750,4.393,0.41990,0.54420,8.330,2026-03,True,1.0,1.0,2.9
2250068,2026-03-31,COL,TOR,822836,1776253645048,0,2,2.0,41.31,44.35,0.1434,0.1385,48.31,51.69,0.58,0.42,4.5,4.5,,8.0,0.43260,5.303,0.53420,0.58000,9.900,4.820,5.080,0.44910,0.43260,5.303,0.53420,0.58000,9.900,2026-03,True,1.0,1.0,2.9
2250069,2026-03-31,ATH,ATL,824942,1776253645110,5,2,7.0,38.29,45.77,0.1594,0.1653,45.45,54.55,0.38,0.62,5.0,5.5,0.5,9.0,0.36550,4.607,0.38850,0.52620,8.690,3.720,4.980,0.35960,0.36550,4.607,0.38850,0.52620,8.690,2026-03,True,1.0,1.0,2.9
2250070,2026-03-31,LAA,CHC,824699,1776253645171,0,0,0.0,36.73,47.06,0.1621,0.1697,43.86,56.14,0.49,0.51,4.0,,,7.0,0.38910,4.465,0.49690,0.55370,8.390,3.770,4.610,0.39430,0.38910,4.465,0.49690,0.55370,8.390,2026-03,True,1.0,1.0,2.9
2250071,2026-03-31,TB,MIL,823807,1776253645253,2,3,5.0,38.02,46.68,0.1530,0.1545,44.84,55.16,0.56,0.44,4.0,,,7.5,0.38390,4.159,0.45640,0.55770,7.810,3.530,4.280,0.39860,0.38390,4.159,0.45640,0.55770,7.810,2026-03,True,1.0,1.0,2.9
2250072,2026-03-31,NYM,STL,823077,1776253645325,0,2,2.0,47.85,37.19,0.1496,0.1489,56.33,43.67,0.51,0.49,4.5,,,8.5,0.45870,4.529,0.43710,0.62120,8.470,4.250,4.210,0.47220,0.45870,4.529,0.43710,0.62120,8.470,2026-03,True,1.0,1.0,2.9
2250073,2026-03-31,BOS,HOU,824212,1776253645386,1,6,7.0,40.47,43.46,0.1607,0.1674,48.31,51.69,0.50,0.50,4.0,,,7.5,0.38660,4.399,0.48860,0.55420,8.270,3.670,4.600,0.38650,0.38660,4.399,0.48860,0.55420,8.270,2026-03,True,1.0,1.0,2.9
2250074,2026-03-31,SF,SD,823322,1776253645449,4,3,7.0,47.44,37.10,0.1546,0.1571,56.14,43.86,0.54,0.46,4.0,,,7.5,0.48980,4.626,0.51700,0.64910,8.630,4.630,4.000,0.52470,0.48980,4.626,0.51700,0.64910,8.630,2026-03,True,1.0,1.0,2.9
2250075,2026-03-31,NYY,SEA,823158,1776253645515,2,0,2.0,44.62,38.50,0.1688,0.1809,53.70,46.30,0.45,0.55,4.0,,,7.0,0.43710,3.660,0.38580,0.62450,6.880,3.410,3.480,0.46220,0.43710,3.660,0.38580,0.62450,6.880,2026-03,True,1.0,1.0,2.9
2250076,2026-03-31,CLE,LAD,823969,1776253645583,0,1,1.0,35.93,47.34,0.1673,0.1784,43.10,56.90,0.38,0.62,4.5,,,8.0,0.36410,4.606,0.44690,0.52540,8.610,3.730,4.880,0.36810,0.36410,4.606,0.44690,0.52540,8.610,2026-03,True,1.0,1.0,2.9
2250077,2026-04-01,ATH,ATL,824940,1776254306118,1,5,6.0,38.26,45.44,0.1630,0.1713,45.66,54.34,0.48,0.52,4.0,4.5,0.5,7.5,0.36410,4.492,0.50070,0.52840,8.480,3.630,4.850,0.36230,0.36410,4.492,0.50070,0.52840,8.480,2026-04,True,1.0,1.0,2.9
2250078,2026-04-01,TEX,BAL,824860,1776254306507,2,7,9.0,41.00,41.96,0.1705,0.1837,49.50,50.50,0.37,0.63,4.5,4.5,0.5,8.5,0.41790,4.101,0.38080,0.59200,7.710,3.710,4.010,0.44070,0.41790,4.101,0.38080,0.59200,7.710,2026-04,True,1.0,1.0,2.9
2250079,2026-04-01,PIT,CIN,824536,1776254306563,3,1,4.0,42.84,40.25,0.1691,0.1813,51.46,48.54,0.45,0.55,4.0,3.5,-0.5,7.5,0.43110,4.014,0.43650,0.60870,7.590,3.770,3.820,0.46450,0.43110,4.014,0.43650,0.60870,7.590,2026-04,True,1.0,1.0,2.9
2250080,2026-04-01,WSH,PHI,823483,1776254306619,1,1,2.0,31.11,54.16,0.1473,0.1450,36.50,63.50,0.52,0.48,4.5,4.5,1.5,8.0,0.35260,5.026,0.50030,0.50350,9.390,3.960,5.430,0.35020,0.35260,5.026,0.50030,0.50350,9.390,2026-04,True,1.0,1.0,2.9
2250081,2026-04-01,COL,TOR,822835,1776254306673,0,1,1.0,36.00,48.08,0.1592,0.1648,42.74,57.26,0.51,0.49,4.0,4.5,1.5,7.5,0.39750,4.696,0.52660,0.55720,8.820,4.080,4.740,0.41310,0.39750,4.696,0.52660,0.55720,8.820,2026-04,True,1.0,1.0,2.9
2250082,2026-04-01,CWS,MIA,823889,1776254306729,0,8,8.0,39.91,43.76,0.1632,0.1716,47.62,52.38,0.48,0.52,4.0,4.5,0.5,7.5,0.42620,4.238,0.46710,0.59680,8.030,3.930,4.100,0.45520,0.42620,4.238,0.46710,0.59680,8.030,2026-04,True,1.0,1.0,2.9
2250083,2026-04-01,NYM,STL,823078,1776254306784,0,0,0.0,47.15,37.13,0.1573,0.1616,55.95,44.05,0.52,0.48,4.0,4.5,-0.5,7.5,0.45730,4.151,0.45520,0.62960,7.780,3.950,3.830,0.48130,0.45730,4.151,0.45520,0.62960,7.780,2026-04,True,1.0,1.0,2.9
2250084,2026-04-01,TB,MIL,823806,1776254306839,2,2,4.0,42.16,42.70,0.1514,0.1519,49.75,50.25,0.57,0.43,4.0,3.5,0.5,7.0,0.43300,4.280,0.47290,0.60180,8.000,3.960,4.040,0.46260,0.43300,4.280,0.47290,0.60180,8.000,2026-04,True,1.0,1.0,2.9
2250085,2026-04-01,BOS,HOU,824211,1776254306893,2,5,7.0,44.37,39.43,0.1620,0.1695,53.05,46.95,0.50,0.50,4.0,3.5,-0.5,7.0,0.45220,4.381,0.48650,0.61940,8.180,4.100,4.080,0.47190,0.45220,4.381,0.48650,0.61940,8.180,2026-04,True,1.0,1.0,2.9
2250086,2026-04-01,LAA,CHC,824698,1776254306952,0,5,5.0,37.74,46.34,0.1592,0.1649,44.84,55.16,0.58,0.42,3.5,3.5,0.5,6.0,0.37150,4.575,0.57810,0.53330,8.570,3.750,4.820,0.37400,0.37150,4.575,0.57810,0.53330,8.570,2026-04,True,1.0,1.0,2.9
2250087,2026-04-01,SF,SD,823321,1776254307013,0,2,2.0,38.31,44.99,0.1671,0.1780,46.08,53.92,0.39,0.61,4.5,4.5,0.5,8.0,0.38600,3.923,0.35520,0.56610,7.420,3.380,4.040,0.40480,0.38600,3.923,0.35520,0.56610,7.420,2026-04,True,1.0,1.0,2.9
2250088,2026-04-01,NYY,SEA,823157,1776254307070,1,0,1.0,45.43,38.45,0.1612,0.1682,54.13,45.87,0.49,0.51,4.0,3.5,0.5,7.0,0.43570,3.933,0.42550,0.61560,7.350,3.610,3.740,0.45740,0.43570,3.933,0.42550,0.61560,7.350,2026-04,True,1.0,1.0,2.9
