gameId,gameDate,p1_pF5AwayMl,p1_pF5AwayRl,p2_pF5AwayRl,implied_tie_raw,implied_away_raw,actualF5Away,actualF5Home,f5_margin_home_minus_away,away_p05_cover,f5_tie,live_awayRl01,live_pred_prefix,live_pred_postfix,live_class,live_understatement_vs_postfix
2250177,2026-04-09,0.4648,0.6304,0.6304,0.16985,0.46055,0.0,0.0,0.0,1,1,0.4785,0.47946,0.55572,prefix,0.07722
2250178,2026-04-09,0.4592,0.6074,0.6074,0.14751,0.45989,0.0,1.0,1.0,0,0,0.5595,0.55976,0.62311,prefix,0.06361
2250179,2026-04-09,0.3609,0.5314,0.5314,0.17464,0.35676,1.0,0.0,-1.0,1,0,0.5025,0.50285,0.58414,prefix,0.08164
2250180,2026-04-09,0.3924,0.5755,0.5755,0.19071,0.38479,1.0,1.0,0.0,1,1,0.3953,0.395,0.49126,prefix,0.09596
2250181,2026-04-10,0.3934,0.5609,0.5609,0.17139,0.38951,0.0,0.0,0.0,1,1,0.4608,0.46041,0.55473,prefix,0.09393
2250182,2026-04-10,0.4056,0.5688,0.5688,0.16619,0.40261,0.0,2.0,2.0,0,0,0.5025,0.50242,0.5779,prefix,0.0754
2250183,2026-04-10,0.3022,0.4602,0.4602,0.15922,0.30098,4.0,1.0,-3.0,1,0,0.3788,0.37933,0.46759,prefix,0.08879
2250184,2026-04-10,0.4307,0.5918,0.5918,0.16378,0.42802,4.0,6.0,2.0,0,0,0.5146,0.51478,0.58825,prefix,0.07365
2250185,2026-04-10,0.336,0.5003,0.5003,0.16689,0.33341,1.0,0.0,-1.0,1,0,0.4505,0.45048,0.53355,prefix,0.08305
2250186,2026-04-10,0.393,0.5566,0.5566,0.16657,0.39003,2.0,3.0,1.0,0,0,0.5238,0.5237,0.6031,prefix,0.0793
2250187,2026-04-10,0.4373,0.5968,0.5968,0.16181,0.43499,3.0,1.0,-2.0,1,0,0.4717,0.4708,0.55065,prefix,0.07895
2250188,2026-04-10,0.3574,0.5341,0.5341,0.18211,0.35199,2.0,1.0,-1.0,1,0,0.4926,0.49303,0.5781,prefix,0.0855
2250189,2026-04-10,0.3954,0.5678,0.5678,0.17748,0.39032,0.0,1.0,1.0,0,0,0.4695,0.46864,0.56391,prefix,0.09441
2250190,2026-04-10,0.3493,0.5078,0.5078,0.16005,0.34775,2.0,3.0,1.0,0,0,0.3731,0.37311,0.46282,prefix,0.08972
2250191,2026-04-10,0.4689,0.6393,0.6393,0.17612,0.46318,2.0,3.0,1.0,0,0,0.5763,0.57654,0.64165,prefix,0.06535
2250192,2026-04-10,0.5135,0.6808,0.6808,0.17271,0.50809,0.0,2.0,2.0,0,0,0.4255,0.42529,0.51701,prefix,0.09151
2250193,2026-04-10,0.3149,0.5111,0.5111,0.20449,0.30661,3.0,5.0,2.0,0,0,0.4695,0.46943,0.55702,prefix,0.08752
2250194,2026-04-10,0.3135,0.4692,0.4692,0.15657,0.31263,4.0,3.0,-1.0,1,0,0.3891,0.38886,0.49011,prefix,0.10101
2250195,2026-04-11,0.4486,0.6136,0.6136,0.16889,0.44471,1.0,5.0,4.0,0,0,0.5192,0.51925,0.59775,prefix,0.07855
2250196,2026-04-11,0.3807,0.5693,0.5693,0.19723,0.37207,3.0,1.0,-2.0,1,0,0.4926,0.49168,0.57977,prefix,0.08717
2250197,2026-04-11,0.3931,0.558,0.558,0.16818,0.38982,7.0,2.0,-5.0,1,0,0.495,0.49412,0.56909,prefix,0.07409
2250198,2026-04-11,0.4153,0.577,0.577,0.16441,0.41259,3.0,5.0,2.0,0,0,0.4651,0.46462,0.55038,prefix,0.08528
2250199,2026-04-11,0.3898,0.5514,0.5514,0.16408,0.38732,7.0,3.0,-4.0,1,0,0.5146,0.51496,0.59111,prefix,0.07651
2250200,2026-04-11,0.3341,0.5122,0.5122,0.18336,0.32884,0.0,1.0,1.0,0,0,0.4525,0.45192,0.54377,prefix,0.09127
2250201,2026-04-11,0.4525,0.641,0.641,0.1992,0.4418,1.0,1.0,0.0,1,1,0.5951,0.59527,0.6611,prefix,0.066
2250202,2026-04-11,0.3847,0.557,0.557,0.17719,0.37981,2.0,0.0,-2.0,1,0,0.4484,0.44804,0.53,prefix,0.0816
2250203,2026-04-11,0.422,0.5747,0.5747,0.1532,0.4215,2.0,4.0,2.0,0,0,0.5,0.50107,0.5799,prefix,0.0799
2250204,2026-04-11,0.485,0.6428,0.6428,0.15992,0.48288,2.0,0.0,-2.0,1,0,0.4808,0.48115,0.56417,prefix,0.08337
2250205,2026-04-11,0.4385,0.6179,0.6179,0.18712,0.43078,1.0,0.0,-1.0,1,0,0.4219,0.42158,0.51975,prefix,0.09785
2250206,2026-04-11,0.4754,0.6277,0.6277,0.15276,0.47494,4.0,6.0,2.0,0,0,0.5,0.49888,0.57725,prefix,0.07725
2250207,2026-04-11,0.3881,0.5598,0.5598,0.1765,0.3833,1.0,5.0,4.0,0,0,0.4065,0.40657,0.51404,prefix,0.10754
2250208,2026-04-11,0.4289,0.6127,0.6127,0.1925,0.4202,7.0,7.0,0.0,1,1,0.3597,0.35981,0.45722,prefix,0.09752
2250209,2026-04-12,0.4084,0.5556,0.5556,0.14637,0.40923,1.0,4.0,3.0,0,0,0.5074,0.50786,0.58498,prefix,0.07758
2250210,2026-04-12,0.4784,0.6374,0.6374,0.16144,0.47596,8.0,1.0,-7.0,1,0,0.5283,0.52777,0.59284,prefix,0.06454
2250211,2026-04-12,0.5156,0.6863,0.6863,0.17728,0.50902,7.0,0.0,-7.0,1,0,0.4695,0.46971,0.55758,prefix,0.08808
2250212,2026-04-12,0.4179,0.5831,0.5831,0.16881,0.41429,1.0,0.0,-1.0,1,0,0.431,0.43188,0.52034,prefix,0.08934
2250213,2026-04-12,0.4623,0.6597,0.6597,0.21115,0.44855,0.0,4.0,4.0,0,0,0.4484,0.44766,0.54582,prefix,0.09742
2250214,2026-04-12,0.4765,0.6604,0.6604,0.1939,0.4665,0.0,3.0,3.0,0,0,0.5413,0.54123,0.61527,prefix,0.07397
2250215,2026-04-12,0.3647,0.531,0.531,0.16959,0.36141,4.0,5.0,1.0,0,0,0.463,0.46334,0.56101,prefix,0.09801
2250216,2026-04-12,0.3942,0.5498,0.5498,0.15672,0.39308,2.0,3.0,1.0,0,0,0.4375,0.43763,0.52413,prefix,0.08663
2250217,2026-04-12,0.4056,0.581,0.581,0.18139,0.39961,7.0,1.0,-6.0,1,0,0.5392,0.53994,0.61075,prefix,0.07155
2250218,2026-04-12,0.4532,0.6204,0.6204,0.17176,0.44864,6.0,3.0,-3.0,1,0,0.4831,0.48235,0.57926,prefix,0.09616
2250219,2026-04-12,0.473,0.6478,0.6478,0.18191,0.46589,2.0,4.0,2.0,0,0,0.4329,0.43328,0.53586,prefix,0.10296
2250220,2026-04-12,0.3561,0.5194,0.5194,0.16587,0.35353,1.0,4.0,3.0,0,0,0.4464,0.44619,0.54255,prefix,0.09615
2250221,2026-04-12,0.4494,0.6102,0.6102,0.16354,0.44666,2.0,1.0,-1.0,1,0,0.5192,0.51934,0.60312,prefix,0.08392
2250222,2026-04-12,0.3377,0.5003,0.5003,0.16488,0.33542,0.0,9.0,9.0,0,0,0.4444,0.44426,0.54451,prefix,0.10011
2250223,2026-04-13,0.3257,0.498,0.498,0.1763,0.3217,2.0,6.0,4.0,0,0,0.4808,0.48107,0.5698,prefix,0.089
2250224,2026-04-13,0.403,0.5588,0.5588,0.157,0.4018,1.0,5.0,4.0,0,0,0.4274,0.42675,0.52885,prefix,0.10145
2250225,2026-04-13,0.4326,0.5853,0.5853,0.15321,0.43209,2.0,9.0,7.0,0,0,0.4545,0.45367,0.53802,prefix,0.08352
2250226,2026-04-13,0.3502,0.4953,0.4953,0.144,0.3513,4.0,7.0,3.0,0,0,0.4386,0.43864,0.52116,prefix,0.08256
2250227,2026-04-13,0.3406,0.4989,0.4989,0.15976,0.33914,6.0,4.0,-2.0,1,0,0.537,0.53664,0.61532,prefix,0.07832
2250228,2026-04-13,0.4625,0.625,0.625,0.16583,0.45917,3.0,13.0,10.0,0,0,0.5536,0.55403,0.62239,prefix,0.06879
2250229,2026-04-13,0.4831,0.6511,0.6511,0.1732,0.4779,4.0,1.0,-3.0,1,0,0.5215,0.52159,0.60053,prefix,0.07903
2250230,2026-04-13,0.3723,0.4972,0.4972,0.11956,0.37764,4.0,0.0,-4.0,1,0,0.5516,0.5515,0.62264,prefix,0.07104
2250231,2026-04-13,0.3585,0.5058,0.5058,0.14661,0.35919,0.0,4.0,4.0,0,0,0.4274,0.42752,0.51722,prefix,0.08982
2250232,2026-04-14,0.3863,0.5419,0.5419,0.1567,0.3852,1.0,0.0,-1.0,1,0,0.4808,0.47974,0.56491,prefix,0.08411
2250233,2026-04-14,0.3653,0.5342,0.5342,0.17275,0.36145,5.0,4.0,-1.0,1,0,0.4762,0.47718,0.56679,prefix,0.09059
2250234,2026-04-14,0.5302,0.6781,0.6781,0.14697,0.53113,1.0,2.0,1.0,0,0,0.5,0.49881,0.58381,prefix,0.08381
2250235,2026-04-14,0.3928,0.5444,0.5444,0.1518,0.3926,3.0,3.0,0.0,1,1,0.505,0.50521,0.57562,prefix,0.07062
2250236,2026-04-14,0.4177,0.5732,0.5732,0.15668,0.41652,4.0,0.0,-4.0,1,0,0.463,0.46202,0.54104,prefix,0.07804
2250237,2026-04-14,0.3498,0.514,0.514,0.1669,0.3471,4.0,3.0,-1.0,1,0,0.463,0.46346,0.54887,prefix,0.08587
2250238,2026-04-14,0.534,0.6807,0.6807,0.14536,0.53534,0.0,5.0,5.0,0,0,0.5413,0.54064,0.60459,prefix,0.06329
2250239,2026-04-14,0.4208,0.5905,0.5905,0.1745,0.416,4.0,3.0,-1.0,1,0,0.5349,0.53494,0.61563,prefix,0.08073
2250240,2026-04-14,0.46,0.6498,0.6498,0.20113,0.44867,1.0,3.0,2.0,0,0,0.5238,0.52333,0.59726,prefix,0.07346
2250241,2026-04-14,0.3677,0.5536,0.5536,0.19355,0.36005,2.0,2.0,0.0,1,1,0.537,0.53742,0.61393,prefix,0.07693
2250242,2026-04-14,0.3694,0.5087,0.5087,0.13693,0.37177,5.0,7.0,2.0,0,0,0.4975,0.49864,0.5784,prefix,0.0809
2250243,2026-04-14,0.4582,0.6514,0.6514,0.2055,0.4459,1.0,3.0,2.0,0,0,0.5708,0.57073,0.64722,prefix,0.07642
2250244,2026-04-14,0.4006,0.5624,0.5624,0.16441,0.39799,1.0,2.0,1.0,0,0,0.4673,0.46636,0.54465,prefix,0.07735
2250245,2026-04-14,0.4227,0.6003,0.6003,0.18449,0.41581,1.0,1.0,0.0,1,1,0.4545,0.45524,0.55498,prefix,0.10048
2250246,2026-04-15,0.4884,0.6429,0.6429,0.15564,0.48726,1.0,1.0,0.0,1,1,0.5434,0.54438,0.61719,prefix,0.07379
2250247,2026-04-15,0.4322,0.5859,0.5859,0.15447,0.43143,7.0,1.0,-6.0,1,0,0.5146,0.51442,0.59042,prefix,0.07582
2250248,2026-04-15,0.4781,0.6466,0.6466,0.17378,0.47282,1.0,1.0,0.0,1,1,0.4425,0.4421,0.5275,prefix,0.085
2250249,2026-04-15,0.4326,0.5733,0.5733,0.13817,0.43513,0.0,2.0,2.0,0,0,0.4464,0.44705,0.54033,prefix,0.09393
2250250,2026-04-15,0.3833,0.5399,0.5399,0.15791,0.38199,2.0,8.0,6.0,0,0,0.5215,0.52091,0.60111,prefix,0.07961
2250251,2026-04-15,0.4863,0.6469,0.6469,0.16358,0.48332,5.0,1.0,-4.0,1,0,0.4525,0.45285,0.53442,prefix,0.08192
2250252,2026-04-15,0.4221,0.5787,0.5787,0.15807,0.42063,4.0,3.0,-1.0,1,0,0.3279,0.32786,0.41238,prefix,0.08448
2250253,2026-04-15,0.3049,0.4586,0.4586,0.1542,0.3044,0.0,2.0,2.0,0,0,0.4739,0.47394,0.55769,prefix,0.08379
2250254,2026-04-15,0.4219,0.5986,0.5986,0.18334,0.41526,3.0,0.0,-3.0,1,0,0.5652,0.56431,0.63595,prefix,0.07075
2250255,2026-04-15,0.4143,0.5762,0.5762,0.16465,0.41155,1.0,0.0,-1.0,1,0,0.4926,0.49236,0.56739,prefix,0.07479
2250256,2026-04-15,0.464,0.6171,0.6171,0.15377,0.46333,1.0,3.0,2.0,0,0,0.5,0.50047,0.58,prefix,0.08
2250257,2026-04-15,0.4448,0.6411,0.6411,0.20905,0.43205,6.0,0.0,-6.0,1,0,0.4878,0.48781,0.5756,prefix,0.0878
2250258,2026-04-15,0.3565,0.4993,0.4993,0.14122,0.35808,2.0,2.0,0.0,1,1,0.4717,0.47199,0.54506,prefix,0.07336
2250259,2026-04-15,0.3555,0.5344,0.5344,0.18474,0.34966,1.0,2.0,1.0,0,0,0.4545,0.45429,0.54985,prefix,0.09535
2250260,2026-04-16,0.407,0.581,0.581,0.17967,0.40133,4.0,4.0,0.0,1,1,0.4854,0.48642,0.57239,prefix,0.08699
2250261,2026-04-16,0.452,0.6155,0.6155,0.16701,0.44849,0.0,0.0,0.0,1,1,0.4651,0.4661,0.55281,prefix,0.08771
2250262,2026-04-16,0.3798,0.579,0.579,0.21034,0.36866,1.0,6.0,5.0,0,0,0.5192,0.51844,0.59361,prefix,0.07441
2250263,2026-04-16,0.3254,0.4894,0.4894,0.16644,0.32296,2.0,3.0,1.0,0,0,0.4082,0.40848,0.49525,prefix,0.08705
2250264,2026-04-16,0.5316,0.675,0.675,0.14098,0.53402,1.0,1.0,0.0,1,1,0.4673,0.46705,0.55109,prefix,0.08379
2250265,2026-04-16,0.4728,0.6493,0.6493,0.18412,0.46518,1.0,1.0,0.0,1,1,0.5261,0.52595,0.61071,prefix,0.08461
2250266,2026-04-16,0.5107,0.6371,0.6371,0.11893,0.51817,2.0,3.0,1.0,0,0,0.4762,0.47647,0.55494,prefix,0.07874
2250267,2026-04-16,0.333,0.5072,0.5072,0.17868,0.32852,0.0,3.0,3.0,0,0,0.5192,0.51967,0.60263,prefix,0.08343
2250268,2026-04-16,0.4448,0.6005,0.6005,0.15703,0.44347,3.0,2.0,-1.0,1,0,0.4202,0.42052,0.51092,prefix,0.09072
2250269,2026-04-16,0.3619,0.5233,0.5233,0.16362,0.35968,0.0,4.0,4.0,0,0,0.5536,0.55412,0.62979,prefix,0.07619
2250270,2026-04-17,0.3368,0.4908,0.4908,0.15462,0.33618,3.0,7.0,4.0,0,0,0.5192,0.51956,0.59667,prefix,0.07747
2250271,2026-04-17,0.3945,0.5367,0.5367,0.14028,0.39642,0.0,0.0,0.0,1,1,0.4975,0.49808,0.58687,prefix,0.08937
2250272,2026-04-17,0.583,0.721,0.721,0.13327,0.58773,7.0,0.0,-7.0,1,0,0.5671,0.56638,0.62817,prefix,0.06107
2250273,2026-04-17,0.4725,0.6121,0.6121,0.13646,0.47564,8.0,3.0,-5.0,1,0,0.5098,0.51057,0.58663,prefix,0.07683
2250274,2026-04-17,0.4731,0.6296,0.6296,0.15817,0.47143,0.0,1.0,1.0,0,0,0.4785,0.4783,0.56824,prefix,0.08974
2250275,2026-04-17,0.4223,0.6077,0.6077,0.19436,0.41334,0.0,2.0,2.0,0,0,0.4292,0.42855,0.51117,prefix,0.08197
2250276,2026-04-17,0.4393,0.6012,0.6012,0.16486,0.43634,3.0,1.0,-2.0,1,0,0.5122,0.51291,0.59343,prefix,0.08123
2250277,2026-04-17,0.4235,0.5829,0.5829,0.16159,0.42131,0.0,0.0,0.0,1,1,0.5192,0.51836,0.5907,prefix,0.0715
2250278,2026-04-17,0.3771,0.5294,0.5294,0.15265,0.37675,4.0,3.0,-1.0,1,0,0.5261,0.52708,0.6028,prefix,0.0767
2250279,2026-04-17,0.3705,0.5361,0.5361,0.1688,0.3673,2.0,1.0,-1.0,1,0,0.5,0.50029,0.5752,prefix,0.0752
2250280,2026-04-17,0.4194,0.5669,0.5669,0.14672,0.42018,7.0,1.0,-6.0,1,0,0.6633,0.66328,0.70463,prefix,0.04133
2250281,2026-04-17,0.2688,0.4231,0.4231,0.15482,0.26828,0.0,8.0,8.0,0,0,0.5327,0.53233,0.60416,prefix,0.07146
2250282,2026-04-17,0.4158,0.606,0.606,0.20026,0.40574,2.0,0.0,-2.0,1,0,0.4878,0.48847,0.58361,prefix,0.09581
2250283,2026-04-17,0.3919,0.5432,0.5432,0.15144,0.39176,5.0,1.0,-4.0,1,0,0.4785,0.47925,0.55435,prefix,0.07585
2250284,2026-04-18,0.4026,0.5602,0.5602,0.15923,0.40097,0.0,7.0,7.0,0,0,0.4854,0.48523,0.55946,prefix,0.07406
2250285,2026-04-18,0.364,0.5175,0.5175,0.15408,0.36342,2.0,4.0,2.0,0,0,0.5238,0.52444,0.59478,prefix,0.07098
2250286,2026-04-18,0.4614,0.6214,0.6214,0.16261,0.45879,1.0,1.0,0.0,1,1,0.5146,0.51561,0.59941,prefix,0.08481
2250287,2026-04-18,0.4438,0.5816,0.5816,0.13444,0.44716,3.0,5.0,2.0,0,0,0.5475,0.5481,0.61538,prefix,0.06788
2250288,2026-04-18,0.4628,0.6384,0.6384,0.18275,0.45565,5.0,4.0,-1.0,1,0,0.4878,0.48727,0.57884,prefix,0.09104
2250289,2026-04-18,0.4719,0.6126,0.6126,0.13788,0.47472,5.0,3.0,-2.0,1,0,0.4219,0.42189,0.50149,prefix,0.07959
2250290,2026-04-18,0.5175,0.6737,0.6737,0.15798,0.51572,4.0,1.0,-3.0,1,0,0.5495,0.5488,0.62212,prefix,0.07262
2250291,2026-04-18,0.3943,0.5706,0.5706,0.1823,0.3883,3.0,1.0,-2.0,1,0,0.5392,0.54012,0.61843,prefix,0.07923
2250292,2026-04-18,0.3927,0.5689,0.5689,0.18215,0.38675,1.0,3.0,2.0,0,0,0.4975,0.4985,0.58782,prefix,0.09032
2250293,2026-04-18,0.3914,0.5479,0.5479,0.15782,0.39008,4.0,1.0,-3.0,1,0,0.5495,0.54957,0.61295,prefix,0.06345
2250294,2026-04-18,0.3398,0.5187,0.5187,0.18443,0.33427,0.0,3.0,3.0,0,0,0.5413,0.54201,0.62701,prefix,0.08571
2250295,2026-04-18,0.4333,0.5915,0.5915,0.16014,0.43136,3.0,1.0,-2.0,1,0,0.5283,0.52804,0.60106,prefix,0.07276
2250296,2026-04-18,0.4609,0.5802,0.5802,0.1109,0.4693,3.0,2.0,-1.0,1,0,0.654,0.65405,0.69923,prefix,0.04523
2250297,2026-04-18,0.4266,0.5708,0.5708,0.14258,0.42822,0.0,0.0,0.0,1,1,0.5392,0.54008,0.61104,prefix,0.07184
2250298,2026-04-19,0.4477,0.6029,0.6029,0.15641,0.44649,5.0,1.0,-4.0,1,0,0.463,0.46397,0.54716,prefix,0.08416
2250299,2026-04-19,0.4697,0.6206,0.6206,0.15096,0.46964,0.0,3.0,3.0,0,0,0.5536,0.55435,0.62098,prefix,0.06738
2250300,2026-04-19,0.4577,0.6294,0.6294,0.17761,0.45179,2.0,4.0,2.0,0,0,0.5261,0.5266,0.60524,prefix,0.07914
2250301,2026-04-19,0.416,0.57,0.57,0.15481,0.41519,0.0,7.0,7.0,0,0,0.4525,0.45272,0.53048,prefix,0.07798
2250302,2026-04-19,0.4163,0.5953,0.5953,0.18612,0.40918,4.0,6.0,2.0,0,0,0.5327,0.53255,0.62319,prefix,0.09049
2250303,2026-04-19,0.5065,0.6663,0.6663,0.16268,0.50362,0.0,3.0,3.0,0,0,0.4878,0.48831,0.57489,prefix,0.08709
2250304,2026-04-19,0.4559,0.5993,0.5993,0.14142,0.45788,4.0,1.0,-3.0,1,0,0.4651,0.46415,0.5449,prefix,0.0798
2250305,2026-04-19,0.3642,0.5092,0.5092,0.14383,0.36537,1.0,3.0,2.0,0,0,0.5261,0.52717,0.59908,prefix,0.07298
2250306,2026-04-19,0.4774,0.627,0.627,0.14928,0.47772,1.0,0.0,-1.0,1,0,0.4566,0.45746,0.54199,prefix,0.08539
2250307,2026-04-19,0.4666,0.5803,0.5803,0.1037,0.4766,3.0,3.0,0.0,1,1,0.5745,0.57497,0.62923,prefix,0.05473
2250308,2026-04-19,0.3246,0.475,0.475,0.15035,0.32465,7.0,1.0,-6.0,1,0,0.4651,0.46608,0.54281,prefix,0.07771
2250309,2026-04-19,0.4639,0.6317,0.6317,0.17268,0.45902,1.0,0.0,-1.0,1,0,0.5122,0.51138,0.58579,prefix,0.07359
2250310,2026-04-19,0.3898,0.5908,0.5908,0.21295,0.37785,0.0,5.0,5.0,0,0,0.4219,0.42143,0.52557,prefix,0.10367
2250311,2026-04-19,0.4628,0.6198,0.6198,0.15877,0.46103,4.0,2.0,-2.0,1,0,0.4717,0.47082,0.54851,prefix,0.07681
2250312,2026-04-20,0.4341,0.5983,0.5983,0.16772,0.43058,2.0,2.0,0.0,1,1,0.5169,0.51602,0.5892,prefix,0.0723
2250313,2026-04-20,0.4236,0.5881,0.5881,0.16799,0.42011,7.0,2.0,-5.0,1,0,0.4975,0.49735,0.59029,prefix,0.09279
2250314,2026-04-20,0.4627,0.6245,0.6245,0.16493,0.45957,3.0,1.0,-2.0,1,0,0.4975,0.49834,0.57941,prefix,0.08191
2250315,2026-04-20,0.4715,0.6456,0.6456,0.18097,0.46463,1.0,2.0,1.0,0,0,0.5,0.49947,0.5769,prefix,0.0769
2250316,2026-04-20,0.5301,0.6752,0.6752,0.14325,0.53195,2.0,3.0,1.0,0,0,0.5652,0.56458,0.62737,prefix,0.06217
2250317,2026-04-20,0.3512,0.5134,0.5134,0.16451,0.34889,0.0,1.0,1.0,0,0,0.6032,0.60365,0.67081,prefix,0.06761
2250318,2026-04-20,0.394,0.559,0.559,0.16831,0.39069,1.0,5.0,4.0,0,0,0.495,0.49514,0.57672,prefix,0.08172
2250319,2026-04-20,0.5226,0.6675,0.6675,0.14302,0.52448,5.0,1.0,-4.0,1,0,0.5516,0.55225,0.61086,prefix,0.05926
2250320,2026-04-20,0.4083,0.5842,0.5842,0.18207,0.40213,2.0,2.0,0.0,1,1,0.5305,0.53126,0.60195,prefix,0.07145
2250321,2026-04-20,0.3722,0.5789,0.5789,0.21935,0.35955,1.0,3.0,2.0,0,0,0.4785,0.47947,0.56593,prefix,0.08743
2250322,2026-04-21,0.2621,0.4188,0.4188,0.15755,0.26125,3.0,2.0,-1.0,1,0,0.5359,0.53589,0.61729,prefix,0.08139
2250323,2026-04-21,0.4333,0.602,0.602,0.17341,0.42859,5.0,0.0,-5.0,1,0,0.4651,0.46544,0.55765,prefix,0.09255
2250324,2026-04-21,0.4227,0.5754,0.5754,0.1532,0.4222,5.0,1.0,-4.0,1,0,0.4762,0.47513,0.55511,prefix,0.07891
2250325,2026-04-21,0.3958,0.5773,0.5773,0.1888,0.3885,3.0,1.0,-2.0,1,0,0.5122,0.51165,0.5848,prefix,0.0726
2250326,2026-04-21,0.4516,0.6046,0.6046,0.15362,0.45098,3.0,5.0,2.0,0,0,0.5192,0.51859,0.59076,prefix,0.07156
2250327,2026-04-21,0.405,0.574,0.574,0.1734,0.4006,1.0,0.0,-1.0,1,0,0.505,0.50477,0.58861,prefix,0.08361
2250328,2026-04-21,0.2934,0.4521,0.4521,0.15999,0.29211,0.0,3.0,3.0,0,0,0.4255,0.4261,0.51714,prefix,0.09164
2250329,2026-04-21,0.3615,0.5201,0.5201,0.16023,0.35987,3.0,3.0,0.0,1,1,0.4831,0.48272,0.57717,prefix,0.09407
2250330,2026-04-21,0.3131,0.4704,0.4704,0.15845,0.31195,0.0,1.0,1.0,0,0,0.5122,0.51113,0.59238,prefix,0.08018
2250331,2026-04-21,0.4423,0.6111,0.6111,0.17366,0.43744,1.0,5.0,4.0,0,0,,,,missing,
2250332,2026-04-21,0.3694,0.5131,0.5131,0.14224,0.37086,0.0,0.0,0.0,1,1,,,,missing,
2250333,2026-04-21,0.3855,0.5494,0.5494,0.16687,0.38253,0.0,1.0,1.0,0,0,0.6169,0.61692,0.66672,prefix,0.04982
2250334,2026-04-21,0.4226,0.5841,0.5841,0.16422,0.41988,2.0,2.0,0.0,1,1,0.4661,0.46617,0.56194,prefix,0.09584
2250335,2026-04-21,0.4286,0.6142,0.6142,0.19479,0.41941,1.0,3.0,2.0,0,0,0.5668,0.56675,0.64067,prefix,0.07387
2250336,2026-04-22,0.3951,0.5549,0.5549,0.1619,0.393,0.0,4.0,4.0,0,0,0.4963,0.49629,0.58283,prefix,0.08653
2250337,2026-04-22,0.4563,0.6194,0.6194,0.16654,0.45286,2.0,0.0,-2.0,1,0,0.4782,0.47815,0.57297,prefix,0.09477
2250338,2026-04-22,0.4223,0.5893,0.5893,0.17112,0.41818,1.0,5.0,4.0,0,0,0.5103,0.51031,0.58856,prefix,0.07826
2250339,2026-04-22,0.2757,0.4262,0.4262,0.15047,0.27573,2.0,3.0,1.0,0,0,0.519,0.51904,0.60066,prefix,0.08166
2250340,2026-04-22,0.3007,0.4693,0.4693,0.1716,0.2977,0.0,3.0,3.0,0,0,0.5181,0.51814,0.59981,prefix,0.08171
2250341,2026-04-22,0.3932,0.5746,0.5746,0.18861,0.38599,3.0,2.0,-1.0,1,0,0.4454,0.44544,0.54144,prefix,0.09604
2250342,2026-04-22,0.4496,0.6248,0.6248,0.18197,0.44283,1.0,4.0,3.0,0,0,0.5638,0.56377,0.63645,prefix,0.07265
2250343,2026-04-22,0.449,0.5696,0.5696,0.11279,0.45681,8.0,4.0,-4.0,1,0,0.405,0.40502,0.47505,prefix,0.07005
2250344,2026-04-22,0.4443,0.6243,0.6243,0.18802,0.43628,4.0,0.0,-4.0,1,0,0.5712,0.57117,0.64283,prefix,0.07163
2250345,2026-04-22,0.3818,0.5451,0.5451,0.1661,0.379,1.0,2.0,1.0,0,0,0.4555,0.45549,0.54158,prefix,0.08608
2250346,2026-04-22,0.3871,0.5487,0.5487,0.16406,0.38464,2.0,6.0,4.0,0,0,0.4961,0.49607,0.58053,prefix,0.08443
2250347,2026-04-22,0.4769,0.6521,0.6521,0.18251,0.46959,4.0,2.0,-2.0,1,0,0.4891,0.48912,0.58885,prefix,0.09975
2250348,2026-04-22,0.4277,0.5623,0.5623,0.13061,0.43169,1.0,5.0,4.0,0,0,0.575,0.57494,0.63335,prefix,0.05835
2250349,2026-04-22,0.6097,0.7595,0.7595,0.14944,0.61006,0.0,0.0,0.0,1,1,0.5338,0.53372,0.62455,prefix,0.09075
2250350,2026-04-23,0.4872,0.6253,0.6253,0.1344,0.4909,2.0,2.0,0.0,1,1,0.5348,0.53474,0.59495,prefix,0.06015
2250351,2026-04-23,0.3126,0.475,0.475,0.16444,0.31056,1.0,2.0,1.0,0,0,0.482,0.48202,0.57293,prefix,0.09093
2250352,2026-04-23,0.4016,0.5582,0.5582,0.15799,0.40021,2.0,5.0,3.0,0,0,0.5661,0.56609,0.63965,prefix,0.07355
2250353,2026-04-23,0.3722,0.4882,0.4882,0.10888,0.37932,4.0,6.0,2.0,0,0,0.5625,0.5625,0.62461,prefix,0.06211
2250354,2026-04-23,0.5017,0.6694,0.6694,0.17307,0.49633,3.0,0.0,-3.0,1,0,0.5583,0.55831,0.64223,prefix,0.08393
2250355,2026-04-23,0.547,0.7081,0.7081,0.16476,0.54334,1.0,2.0,1.0,0,0,0.6246,0.62466,0.68085,prefix,0.05625
2250356,2026-04-23,0.4824,0.6447,0.6447,0.16576,0.47894,2.0,7.0,5.0,0,0,0.4786,0.47858,0.56305,prefix,0.08445
2250357,2026-04-23,0.4005,0.5824,0.5824,0.18941,0.39299,1.0,6.0,5.0,0,0,0.4825,0.48246,0.59238,prefix,0.10988
2250358,2026-04-24,0.4722,0.6223,0.6223,0.14993,0.47237,5.0,2.0,-3.0,1,0,0.5127,0.51269,0.59407,prefix,0.08137
2250359,2026-04-24,0.3992,0.5354,0.5354,0.13289,0.40251,2.0,9.0,7.0,0,0,0.5461,0.54611,0.61311,prefix,0.06701
