gameId,gameDate,month,awayTeam,homeTeam,mlbGamePk,actualAway,actualHome,fg_actual_source,actualF5Away,actualF5Home,f5_actual_source,book_f5Total,book_f5AwayRunLine,book_f5AwayML,book_bookTotal,live_pushPct,live_pushRaw,live_awayWinPct,live_homeWinPct,live_awayRlCoverPct,p1_pF5AwayMl,p1_projF5Total,p1_pF5Over,p1_pF5AwayRl,p1_projTotal,p1_projAwayScore,p1_projHomeScore,p1_pAwayMl,p1_pOver,p2_pF5AwayMl,p2_projF5Total,p2_pF5Over,p2_pF5AwayRl,p2_projTotal,calib_month,calib_seed,calib_league_env_mult,calib_T_f5,calib_f5_total_sd
2250347,2026-04-22,2026-04,PIT,TEX,822913,8,4,games,4,2,games,4.5,-0.5,-118,7.5,0.1774,0.1953,40.23,42.02,48.91,0.47690,4.023,0.43740,0.65210,7.600,4.060,3.530,0.52160,0.44470,0.47690,4.023,0.43740,0.65210,7.600,2026-04,True,1.0,1.0,2.9
2250348,2026-04-22,2026-04,SD,COL,824367,3,8,games,1,5,games,6.5,-0.5,-132,12.0,0.1427,0.1374,49.29,36.44,57.50,0.42770,6.095,0.39730,0.56230,11.210,5.410,5.800,0.44980,0.39250,0.42770,6.095,0.39730,0.56230,11.210,2026-04,True,1.0,1.0,2.9
2250349,2026-04-22,2026-04,LAD,SF,823231,0,3,games,0,0,games,4.5,-0.5,-215,8.0,0.1771,0.1948,43.92,38.37,53.38,0.60970,4.729,0.46160,0.75950,8.610,5.440,3.170,0.66460,0.49440,0.60970,4.729,0.46160,0.75950,8.610,2026-04,True,1.0,1.0,2.9
2250350,2026-04-23,2026-04,ATL,WSH,822745,7,2,games,2,2,games,,,,9.0,0.1379,0.1294,46.10,40.11,53.48,0.48720,5.827,0.53240,0.62530,10.760,5.630,5.120,0.50770,0.58010,0.48720,5.827,0.53240,0.62530,10.760,2026-04,True,1.0,1.0,2.9
2250351,2026-04-23,2026-04,MIL,DET,824288,4,5,games,1,2,games,,,,7.0,0.1656,0.1755,40.22,43.22,48.20,0.31260,4.467,0.49590,0.47500,8.350,3.210,5.140,0.29920,0.56560,0.31260,4.467,0.49590,0.47500,8.350,2026-04,True,1.0,1.0,2.9
2250352,2026-04-23,2026-04,PHI,CHC,824689,7,8,games,2,5,games,,,,9.5,0.1619,0.1694,47.45,36.37,56.61,0.40160,4.817,0.35710,0.55820,8.950,4.100,4.860,0.40620,0.39560,0.40160,4.817,0.35710,0.55820,8.950,2026-04,True,1.0,1.0,2.9
2250353,2026-04-23,2026-04,SD,COL,824368,10,8,games,4,6,games,,,,10.5,0.1455,0.1421,48.06,37.38,56.25,0.37220,7.547,0.59150,0.48820,13.840,6.050,7.800,0.36900,0.66270,0.37220,7.547,0.59150,0.48820,13.840,2026-04,True,1.0,1.0,2.9
2250354,2026-04-23,2026-04,LAD,SF,823233,3,0,games,3,0,games,,,,7.5,0.1743,0.1900,46.10,36.47,55.83,0.50170,4.236,0.46590,0.66940,7.850,4.270,3.580,0.53430,0.46850,0.50170,4.236,0.46590,0.66940,7.850,2026-04,True,1.0,1.0,2.9
2250355,2026-04-23,2026-04,NYY,BOS,824770,4,2,games,1,2,games,,,,7.5,0.1501,0.1497,53.09,31.90,62.46,0.54700,4.455,0.49460,0.70810,8.150,4.740,3.410,0.59200,0.49500,0.54700,4.455,0.49460,0.70810,8.150,2026-04,True,1.0,1.0,2.9
2250356,2026-04-23,2026-04,MIN,NYM,823639,8,10,games,2,7,games,,,,7.5,0.1575,0.1620,40.32,43.93,47.86,0.48240,4.499,0.50030,0.64470,8.360,4.450,3.910,0.51930,0.51350,0.48240,4.499,0.50030,0.64470,8.360,2026-04,True,1.0,1.0,2.9
2250357,2026-04-23,2026-04,PIT,TEX,822912,1,6,games,1,6,games,,,,7.5,0.1877,0.2124,39.19,42.04,48.25,0.40050,3.847,0.41300,0.58240,7.320,3.440,3.880,0.42630,0.41780,0.40050,3.847,0.41300,0.58240,7.320,2026-04,True,1.0,1.0,2.9
2250358,2026-04-24,2026-04,DET,CIN,824529,8,9,games,5,2,games,5.5,-3.5,-5000,9.0,0.1605,0.1670,43.04,40.91,51.27,0.47220,5.089,0.44910,0.62230,9.410,4.860,4.540,0.49580,0.47840,0.47220,5.089,0.44910,0.62230,9.410,2026-04,True,1.0,1.0,2.9
2250359,2026-04-24,2026-04,BOS,BAL,824854,3,10,games,2,9,games,4.5,0.5,+1500,8.5,0.1488,0.1475,46.49,38.64,54.61,0.39920,5.931,0.60330,0.53540,10.940,4.960,5.980,0.39480,0.63490,0.39920,5.931,0.60330,0.53540,10.940,2026-04,True,1.0,1.0,2.9
2250360,2026-04-24,2026-04,CLE,TOR,822827,8,6,games,7,4,games,9.5,-2.5,-132,8.0,0.1491,0.1481,46.72,38.37,54.91,0.48670,4.511,0.43500,0.64830,8.430,4.530,3.890,0.52710,0.48080,0.48670,4.511,0.43500,0.64830,8.430,2026-04,True,1.0,1.0,2.9
2250361,2026-04-24,2026-04,COL,NYM,823638,4,3,games,1,1,games,2.5,1.5,+560,7.5,0.1582,0.1633,33.70,50.48,40.03,0.34280,5.447,0.61310,0.48590,10.150,4.220,5.940,0.33740,0.65340,0.34280,5.447,0.61310,0.48590,10.150,2026-04,True,1.0,1.0,2.9
2250362,2026-04-24,2026-04,MIN,TB,822992,2,6,games,1,3,games,3.5,0.5,+104,7.5,0.1592,0.1648,40.02,44.06,47.60,0.37920,4.022,0.43770,0.55610,7.620,3.400,4.230,0.38970,0.44630,0.37920,4.022,0.43770,0.55610,7.620,2026-04,True,1.0,1.0,2.9
2250363,2026-04-24,2026-04,PHI,ATL,824932,3,5,games,3,2,games,5.5,-1.5,+118,9.0,0.1568,0.1608,44.51,39.81,52.79,0.37110,4.774,0.41000,0.52760,8.950,3.850,5.090,0.36400,0.43930,0.37110,4.774,0.41000,0.52760,8.950,2026-04,True,1.0,1.0,2.9
2250364,2026-04-24,2026-04,LAA,KC,824124,3,6,games,0,5,games,3.5,0.5,-110,8.5,0.1636,0.1723,40.34,43.30,48.23,0.43240,5.253,0.52780,0.58080,9.800,4.730,5.070,0.44290,0.55390,0.43240,5.253,0.52780,0.58080,9.800,2026-04,True,1.0,1.0,2.9
2250365,2026-04-24,2026-04,WSH,CWS,824611,4,5,games,3,1,games,4.5,0.5,+164,9.5,0.1611,0.1680,42.40,41.49,50.54,0.45850,4.937,0.37070,0.61310,9.280,4.700,4.580,0.48060,0.42170,0.45850,4.937,0.37070,0.61310,9.280,2026-04,True,1.0,1.0,2.9
2250366,2026-04-24,2026-04,PIT,MIL,823800,6,0,games,3,0,games,3.5,-0.5,-125,7.0,0.1685,0.1804,39.99,43.16,48.10,0.41280,3.902,0.42020,0.59350,7.360,3.550,3.810,0.44380,0.47750,0.41280,3.902,0.42020,0.59350,7.360,2026-04,True,1.0,1.0,2.9
2250367,2026-04-24,2026-04,ATH,TEX,822909,8,1,games,6,1,games,4.5,0.5,+122,8.0,0.1797,0.1991,36.98,45.05,45.08,0.41800,4.612,0.44960,0.57870,8.650,4.120,4.540,0.43300,0.50050,0.41800,4.612,0.44960,0.57870,8.650,2026-04,True,1.0,1.0,2.9
2250368,2026-04-24,2026-04,NYY,HOU,824204,12,4,games,5,2,games,4.5,-0.5,-150,9.0,0.1365,0.1270,53.46,32.89,61.91,0.46730,4.748,0.40780,0.62500,8.770,4.460,4.320,0.48060,0.42520,0.46730,4.748,0.40780,0.62500,8.770,2026-04,True,1.0,1.0,2.9
2250369,2026-04-24,2026-04,SEA,STL,823069,3,2,games,2,2,games,4.5,-0.5,-156,8.0,0.1534,0.1552,46.85,37.81,55.34,0.46290,4.253,0.40120,0.63220,8.000,4.110,3.890,0.49160,0.44300,0.46290,4.253,0.40120,0.63220,8.000,2026-04,True,1.0,1.0,2.9
2250370,2026-04-24,2026-04,CHC,LAD,823962,6,4,games,0,4,games,4.5,0.5,+134,9.0,0.1688,0.1809,36.82,46.30,44.30,0.41070,5.173,0.45900,0.56010,9.510,4.430,5.080,0.41800,0.48710,0.41070,5.173,0.45900,0.56010,9.510,2026-04,True,1.0,1.0,2.9
2250371,2026-04-24,2026-04,MIA,SF,823232,9,4,games,8,3,games,4.5,-0.5,-116,7.5,0.1729,0.1878,41.85,40.86,50.60,0.47270,4.301,0.47560,0.63990,8.090,4.240,3.850,0.50650,0.48950,0.47270,4.301,0.47560,0.63990,8.090,2026-04,True,1.0,1.0,2.9
2250372,2026-04-25,2026-04,SEA,STL,823070,11,9,games,6,7,games,,,,7.5,0.1593,0.1650,49.73,34.34,59.16,0.48460,3.993,0.43260,0.66030,7.530,4.030,3.500,0.52230,0.43800,0.48460,3.993,0.43260,0.66030,7.530,2026-04,True,1.0,1.0,2.9
2250373,2026-04-25,2026-04,CLE,TOR,822826,3,5,games,1,1,games,,,,7.0,0.1580,0.1629,39.70,44.50,47.15,0.37940,4.282,0.47330,0.54840,8.080,3.620,4.460,0.39230,0.54490,0.37940,4.282,0.47330,0.54840,8.080,2026-04,True,1.0,1.0,2.9
2250374,2026-04-25,2026-04,BOS,BAL,824851,17,1,games,7,0,games,,,,7.0,,,,,,0.43650,5.708,0.64020,0.57700,10.500,5.080,5.420,0.44460,0.72090,0.43650,5.708,0.64020,0.57700,10.500,2026-04,True,1.0,1.0,2.9
2250375,2026-04-25,2026-04,MIA,SF,823229,2,6,games,1,1,games,,,,7.5,0.1729,0.1877,40.30,42.41,48.72,0.37090,4.179,0.45830,0.54290,7.930,3.460,4.470,0.37470,0.47430,0.37090,4.179,0.45830,0.54290,7.930,2026-04,True,1.0,1.0,2.9
2250376,2026-04-26,2026-04,COL,NYM,823637,3,0,games,3,0,games,,,,8.0,0.1614,0.1685,39.97,43.89,47.66,0.49220,6.019,0.61230,0.62730,11.110,5.900,5.210,0.52070,0.67980,0.49220,6.019,0.61230,0.62730,11.110,2026-04,True,1.0,1.0,2.9
2250377,2026-04-25,2026-04,MIN,TB,822989,1,6,games,0,2,games,,,,8.5,0.1568,0.1608,40.85,43.48,48.44,0.41640,4.467,0.42980,0.58160,8.410,3.980,4.430,0.42930,0.43970,0.41640,4.467,0.42980,0.58160,8.410,2026-04,True,1.0,1.0,2.9
2250378,2026-04-25,2026-04,WSH,CWS,824613,6,3,games,2,0,games,,,,8.0,0.1582,0.1632,40.49,43.69,48.09,0.42740,4.356,0.41460,0.59510,8.250,3.990,4.260,0.44590,0.46490,0.42740,4.356,0.41460,0.59510,8.250,2026-04,True,1.0,1.0,2.9
2250379,2026-04-25,2026-04,ATH,TEX,822910,3,4,games,3,2,games,,,,8.0,0.1704,0.1836,44.14,38.82,53.21,0.42830,3.855,0.34640,0.61040,7.300,3.600,3.710,0.46020,0.37760,0.42830,3.855,0.34640,0.61040,7.300,2026-04,True,1.0,1.0,2.9
2250380,2026-04-25,2026-04,LAA,KC,824121,1,12,games,1,4,games,,,,8.5,0.1583,0.1634,39.55,44.62,46.99,0.46410,5.106,0.51030,0.61490,9.530,4.860,4.670,0.48600,0.53360,0.46410,5.106,0.51030,0.61490,9.530,2026-04,True,1.0,1.0,2.9
2250381,2026-04-25,2026-04,NYY,HOU,824203,8,3,games,2,1,games,,,,9.0,0.1465,0.1437,42.75,42.60,50.08,0.50980,5.260,0.46940,0.65590,9.630,5.190,4.440,0.53000,0.49480,0.50980,5.260,0.46940,0.65590,9.630,2026-04,True,1.0,1.0,2.9
2250382,2026-04-25,2026-04,PIT,MIL,823799,6,3,games,2,2,games,,,,8.0,0.1595,0.1653,38.33,45.73,45.60,0.41010,4.106,0.38100,0.58530,7.730,3.690,4.030,0.43840,0.41770,0.41010,4.106,0.38100,0.58530,7.730,2026-04,True,1.0,1.0,2.9
2250383,2026-04-25,2026-04,DET,CIN,824527,2,9,games,2,6,games,,,,9.5,0.1621,0.1697,40.95,42.84,48.87,0.47760,5.061,0.38600,0.62890,9.350,4.880,4.470,0.50340,0.42850,0.47760,5.061,0.38600,0.62890,9.350,2026-04,True,1.0,1.0,2.9
2250384,2026-04-25,2026-04,CHC,LAD,823960,4,12,games,4,8,games,,,,9.5,0.1568,0.1608,42.11,42.21,49.94,0.50220,5.156,0.39700,0.65090,9.420,5.090,4.330,0.53250,0.43400,0.50220,5.156,0.39700,0.65090,9.420,2026-04,True,1.0,1.0,2.9
2250385,2026-04-25,2026-04,PHI,ATL,824933,8,5,games,3,2,games,,,,8.5,0.1594,0.1652,45.93,38.13,54.64,0.39710,4.087,0.37920,0.57200,7.710,3.520,4.190,0.40620,0.37570,0.39710,4.087,0.37920,0.57200,7.710,2026-04,True,1.0,1.0,2.9
2250386,2026-04-26,2026-04,BOS,BAL,824852,5,3,games,3,1,games,3.5,0.5,+120,7.5,0.1629,0.1710,42.58,41.14,50.86,0.47610,5.058,0.56980,0.62750,9.340,4.860,4.490,0.50160,0.59550,0.47610,5.058,0.56980,0.62750,9.340,2026-04,True,1.0,1.0,2.9
2250387,2026-04-26,2026-04,PHI,ATL,824934,2,6,games,0,6,games,4.5,0.5,+156,8.0,0.1620,0.1696,37.87,45.93,45.19,0.35540,4.786,0.47070,0.51160,8.980,3.740,5.230,0.34430,0.52590,0.35540,4.786,0.47070,0.51160,8.980,2026-04,True,1.0,1.0,2.9
2250388,2026-04-26,2026-04,CLE,TOR,822824,2,4,games,2,2,games,4.5,0.5,+110,8.0,0.1525,0.1537,40.88,43.87,48.23,0.34300,4.905,0.48520,0.49550,9.180,3.800,5.380,0.33870,0.54420,0.34300,4.905,0.48520,0.49550,9.180,2026-04,True,1.0,1.0,2.9
2250389,2026-04-26,2026-04,DET,CIN,824528,8,3,games,2,3,games,4.5,0.5,-110,9.0,0.1562,0.1598,39.75,44.64,47.10,0.43810,4.009,0.31210,0.61500,7.530,3.760,3.770,0.46810,0.31700,0.43810,4.009,0.31210,0.61500,7.530,2026-04,True,1.0,1.0,2.9
2250390,2026-04-26,2026-04,COL,NYM,823635,3,1,games,1,1,games,4.5,0.5,+182,7.0,0.1649,0.1744,36.74,46.77,43.99,0.29590,4.823,0.54070,0.44830,9.050,3.410,5.640,0.28490,0.62110,0.29590,4.823,0.54070,0.44830,9.050,2026-04,True,1.0,1.0,2.9
2250391,2026-04-26,2026-04,MIN,TB,822991,2,4,games,0,4,games,4.5,0.5,+108,8.5,0.1610,0.1678,43.79,40.12,52.19,0.38310,5.011,0.49830,0.53630,9.400,4.150,5.250,0.38070,0.52300,0.38310,5.011,0.49830,0.53630,9.400,2026-04,True,1.0,1.0,2.9
2250392,2026-04-26,2026-04,WSH,CWS,824612,2,1,games,0,0,games,4.5,0.5,-104,7.5,0.1619,0.1694,43.35,40.45,51.73,0.45750,4.357,0.48290,0.62440,8.230,4.200,4.040,0.48440,0.50270,0.45750,4.357,0.48290,0.62440,8.230,2026-04,True,1.0,1.0,2.9
2250393,2026-04-26,2026-04,NYY,HOU,824202,4,7,games,0,7,games,5.5,-0.5,-122,9.5,0.1438,0.1392,51.02,34.60,59.59,0.42390,4.694,0.34140,0.58300,8.710,4.110,4.600,0.42840,0.37470,0.42390,4.694,0.34140,0.58300,8.710,2026-04,True,1.0,1.0,2.9
2250394,2026-04-26,2026-04,PIT,MIL,823797,0,5,games,0,5,games,4.5,0.5,-106,7.5,0.1569,0.1610,40.26,44.05,47.75,0.37480,4.484,0.49920,0.53850,8.400,3.740,4.660,0.38660,0.51750,0.37480,4.484,0.49920,0.53850,8.400,2026-04,True,1.0,1.0,2.9
2250395,2026-04-26,2026-04,SEA,STL,823068,3,2,games,1,1,games,4.5,-0.5,-135,8.5,0.1530,0.1545,45.31,39.39,53.50,0.42000,3.774,0.33470,0.60480,7.180,3.470,3.720,0.44490,0.32810,0.42000,3.774,0.33470,0.60480,7.180,2026-04,True,1.0,1.0,2.9
2250396,2026-04-26,2026-04,ATH,TEX,822911,2,1,games,2,0,games,4.5,0.5,-104,8.5,0.1649,0.1743,43.98,39.53,52.67,0.42960,3.874,0.34890,0.61090,7.330,3.630,3.710,0.46120,0.34170,0.42960,3.874,0.34890,0.61090,7.330,2026-04,True,1.0,1.0,2.9
2250397,2026-04-26,2026-04,MIA,SF,823230,3,6,games,3,1,games,3.5,0.5,+112,7.5,0.1639,0.1726,41.01,42.60,49.05,0.36770,3.899,0.42030,0.54920,7.440,3.250,4.190,0.37760,0.42860,0.36770,3.899,0.42030,0.54920,7.440,2026-04,True,1.0,1.0,2.9
2250398,2026-04-26,2026-04,CHC,LAD,823959,0,6,games,0,3,games,4.5,0.5,-108,9.0,0.1576,0.1622,40.46,43.78,48.03,0.42110,3.773,0.28240,0.60670,7.060,3.440,3.620,0.45210,0.27470,0.42110,3.773,0.28240,0.60670,7.060,2026-04,True,1.0,1.0,2.9
2250399,2026-04-26,2026-04,LAA,KC,824122,9,11,games,6,1,games,4.5,0.5,-110,8.5,0.1535,0.1553,46.38,38.27,54.79,0.38040,3.954,0.35990,0.55890,7.530,3.370,4.150,0.39470,0.36010,0.38040,3.954,0.35990,0.55890,7.530,2026-04,True,1.0,1.0,2.9
2250400,2026-04-27,2026-04,TB,CLE,824446,3,2,games,0,2,games,,,,8.0,0.1723,0.1867,45.20,37.57,54.61,0.35040,3.781,0.33620,0.53540,7.240,3.060,4.170,0.35910,0.37000,0.35040,3.781,0.33620,0.53540,7.240,2026-04,True,1.0,1.0,2.9
2250401,2026-04-27,2026-04,STL,PIT,823395,4,2,games,0,2,games,,,,8.0,0.1588,0.1642,38.45,45.67,45.71,0.40760,5.385,0.54220,0.55320,10.100,4.670,5.430,0.41100,0.61450,0.40760,5.385,0.54220,0.55320,10.100,2026-04,True,1.0,1.0,2.9
2250402,2026-04-27,2026-04,BOS,TOR,822825,5,0,games,3,0,games,,,,7.0,0.1496,0.1489,41.44,43.60,48.73,0.42000,4.393,0.48750,0.58750,8.200,3.930,4.270,0.43910,0.55350,0.42000,4.393,0.48750,0.58750,8.200,2026-04,True,1.0,1.0,2.9
2250403,2026-04-27,2026-04,SEA,MIN,823719,4,11,games,2,7,games,,,,9.0,0.1533,0.1550,47.38,37.29,55.95,0.36750,5.196,0.46080,0.51600,9.700,4.170,5.530,0.36090,0.50180,0.36750,5.196,0.46080,0.51600,9.700,2026-04,True,1.0,1.0,2.9
2250404,2026-04-27,2026-04,LAA,CWS,824609,7,8,games,4,1,games,,,,9.0,0.1528,0.1542,38.24,46.48,45.13,0.49400,4.510,0.37700,0.65560,8.480,4.570,3.910,0.52820,0.40010,0.49400,4.510,0.37700,0.65560,8.480,2026-04,True,1.0,1.0,2.9
2250405,2026-04-27,2026-04,NYY,TEX,822906,4,2,games,4,0,games,,,,8.0,0.1882,0.2132,46.54,34.64,57.33,0.51460,3.989,0.36480,0.68820,7.400,4.140,3.250,0.55840,0.38560,0.51460,3.989,0.36480,0.68820,7.400,2026-04,True,1.0,1.0,2.9
2250406,2026-04-27,2026-04,CHC,SD,823311,7,9,games,5,6,games,,,,7.5,0.1636,0.1722,43.29,40.35,51.76,0.39770,3.746,0.39820,0.58340,7.070,3.280,3.790,0.41710,0.39290,0.39770,3.746,0.39820,0.58340,7.070,2026-04,True,1.0,1.0,2.9
2250407,2026-04-27,2026-04,MIA,LAD,823961,4,5,games,4,2,games,,,,8.5,0.1566,0.1606,30.84,53.49,36.57,0.29350,4.904,0.48430,0.44280,9.150,3.400,5.740,0.27870,0.49990,0.29350,4.904,0.48430,0.44280,9.150,2026-04,True,1.0,1.0,2.9
2250408,2026-04-28,2026-04,TB,CLE,824447,1,0,games,1,0,games,0.5,0.5,+142,7.5,0.1701,0.1830,40.65,42.34,48.98,0.46900,4.251,0.46860,0.63850,8.010,4.180,3.820,0.50300,0.48290,0.46900,4.251,0.46860,0.63850,8.010,2026-04,True,1.0,1.0,2.9
2250409,2026-04-28,2026-04,HOU,BAL,824849,3,5,games,1,4,games,4.5,0.5,+108,9.0,0.1471,0.1447,39.30,45.99,46.08,0.42910,5.402,0.48540,0.57470,10.000,4.820,5.180,0.44180,0.52530,0.42910,5.402,0.48540,0.57470,10.000,2026-04,True,1.0,1.0,2.9
2250410,2026-04-28,2026-04,COL,CIN,824526,2,7,games,2,4,games,5.5,0.5,+1400,8.5,0.1505,0.1503,35.17,49.79,41.40,0.42260,4.442,0.42630,0.58810,8.350,4.040,4.310,0.44610,0.43520,0.42260,4.442,0.42630,0.58810,8.350,2026-04,True,1.0,1.0,2.9
2250411,2026-04-28,2026-04,STL,PIT,823390,11,7,games,6,0,games,4.5,0.5,+150,8.5,0.1650,0.1745,42.70,40.80,51.13,0.32820,4.971,0.49330,0.47930,9.380,3.740,5.640,0.31520,0.52010,0.32820,4.971,0.49330,0.47930,9.380,2026-04,True,1.0,1.0,2.9
2250412,2026-04-28,2026-04,SF,PHI,823473,0,7,games,0,1,games,1.5,0.5,+140,8.0,0.1595,0.1654,37.75,46.30,44.91,0.39460,5.509,0.55690,0.53850,10.230,4.650,5.580,0.39840,0.62350,0.39460,5.509,0.55690,0.53850,10.230,2026-04,True,1.0,1.0,2.9
2250413,2026-04-28,2026-04,BOS,TOR,822823,0,3,games,0,3,games,4.5,-0.5,-112,7.5,0.1434,0.1385,36.86,48.80,43.03,0.38220,5.088,0.57380,0.53270,9.450,4.190,5.260,0.38240,0.60330,0.38220,5.088,0.57380,0.53270,9.450,2026-04,True,1.0,1.0,2.9
2250414,2026-04-28,2026-04,WSH,NYM,823636,0,8,games,0,8,games,4.5,1.5,+520,8.0,0.1590,0.1646,38.82,45.27,46.16,0.30090,5.016,0.49760,0.45030,9.360,3.560,5.800,0.28860,0.55680,0.30090,5.016,0.49760,0.45030,9.360,2026-04,True,1.0,1.0,2.9
2250415,2026-04-28,2026-04,DET,ATL,824931,2,5,games,0,2,games,4.5,0.5,-112,8.5,0.1604,0.1669,39.99,43.96,47.63,0.38590,4.192,0.39270,0.55760,7.890,3.530,4.360,0.39250,0.39320,0.38590,4.192,0.39270,0.55760,7.890,2026-04,True,1.0,1.0,2.9
2250416,2026-04-28,2026-04,SEA,MIN,823716,7,1,games,0,1,games,3.5,-0.5,-130,7.5,0.1554,0.1586,45.81,38.64,54.25,0.38750,4.659,0.52190,0.54700,8.740,3.930,4.810,0.39310,0.54690,0.38750,4.659,0.52190,0.54700,8.740,2026-04,True,1.0,1.0,2.9
2250417,2026-04-28,2026-04,LAA,CWS,824610,2,5,games,1,3,games,3.5,-0.5,-156,7.5,0.1667,0.1774,42.15,41.17,50.59,0.44590,3.577,0.37330,0.63640,6.850,3.480,3.370,0.48170,0.37150,0.44590,3.577,0.37330,0.63640,6.850,2026-04,True,1.0,1.0,2.9
2250418,2026-04-28,2026-04,NYY,TEX,822908,3,2,games,1,0,games,3.5,-0.5,-112,7.0,0.1903,0.2167,41.77,39.20,51.59,0.47200,3.593,0.37610,0.66040,6.740,3.570,3.170,0.51260,0.41510,0.47200,3.593,0.37610,0.66040,6.740,2026-04,True,1.0,1.0,2.9
2250419,2026-04-28,2026-04,KC,ATH,825017,4,1,games,0,1,games,4.5,-0.5,-128,9.5,0.1406,0.1339,44.31,41.62,51.57,0.46830,5.676,0.45760,0.60930,10.550,5.400,5.150,0.48930,0.52110,0.46830,5.676,0.45760,0.60930,10.550,2026-04,True,1.0,1.0,2.9
2250420,2026-04-28,2026-04,CHC,SD,823310,8,3,games,2,2,games,4.5,-0.5,-138,8.5,0.1583,0.1633,43.12,41.06,51.22,0.46760,4.281,0.40470,0.63560,7.960,4.130,3.830,0.49910,0.39980,0.46760,4.281,0.40470,0.63560,7.960,2026-04,True,1.0,1.0,2.9
2250421,2026-04-28,2026-04,MIA,LAD,823956,2,1,games,2,0,games,4.5,1.5,+215,7.5,0.1621,0.1697,37.24,46.55,44.45,0.32900,4.038,0.43820,0.50410,7.610,3.090,4.520,0.33200,0.44590,0.32900,4.038,0.43820,0.50410,7.610,2026-04,True,1.0,1.0,2.9
2250422,2026-04-29,2026-04,TB,CLE,824445,1,3,games,0,3,games,,,,6.5,0.1765,0.1937,41.96,40.40,50.95,0.44730,3.719,0.46160,0.63320,7.070,3.600,3.470,0.48190,0.50390,0.44730,3.719,0.46160,0.63320,7.070,2026-04,True,1.0,1.0,2.9
2250423,2026-04-29,2026-04,LAA,CWS,824608,2,3,games,1,1,games,,,,9.0,0.1577,0.1623,45.33,38.90,53.81,0.37990,4.256,0.34430,0.55030,8.100,3.590,4.500,0.38590,0.36770,0.37990,4.256,0.34430,0.55030,8.100,2026-04,True,1.0,1.0,2.9
2250424,2026-04-29,2026-04,SEA,MIN,823717,5,3,games,1,2,games,,,,8.0,0.1493,0.1484,44.74,40.33,52.59,0.44030,4.613,0.44930,0.60160,8.610,4.250,4.350,0.46090,0.49640,0.44030,4.613,0.44930,0.60160,8.610,2026-04,True,1.0,1.0,2.9
2250425,2026-04-29,2026-04,NYY,TEX,822907,0,3,games,0,2,games,,,,8.5,0.1934,0.2219,38.73,41.93,48.01,0.47850,4.611,0.44760,0.63920,8.510,4.440,4.070,0.50260,0.44780,0.47850,4.611,0.44760,0.63920,8.510,2026-04,True,1.0,1.0,2.9
2250426,2026-04-29,2026-04,BOS,TOR,822821,1,8,games,1,7,games,,,,8.5,0.1515,0.1520,42.77,42.08,50.41,0.39550,6.540,0.66060,0.52460,12.030,5.410,6.630,0.38710,0.70100,0.39550,6.540,0.66060,0.52460,12.030,2026-04,True,1.0,1.0,2.9
2250427,2026-04-29,2026-04,MIA,LAD,823958,3,2,games,2,1,games,,,,8.5,0.1608,0.1675,36.07,47.86,42.98,0.32950,4.048,0.37340,0.50530,7.620,3.100,4.520,0.33510,0.36740,0.32950,4.048,0.37340,0.50530,7.620,2026-04,True,1.0,1.0,2.9
2250428,2026-04-29,2026-04,CHC,SD,823312,5,4,games,3,3,games,,,,8.5,0.1616,0.1688,45.08,38.76,53.77,0.48820,4.981,0.49530,0.64020,9.180,4.860,4.310,0.51600,0.50560,0.48820,4.981,0.49530,0.64020,9.180,2026-04,True,1.0,1.0,2.9
2250430,2026-04-29,2026-04,COL,CIN,824525,13,2,games,5,0,games,,,,9.5,0.1514,0.1519,34.78,50.08,40.98,0.45130,4.701,0.34200,0.61050,8.800,4.460,4.340,0.48290,0.38260,0.45130,4.701,0.34200,0.61050,8.800,2026-04,True,1.0,1.0,2.9
2250431,2026-04-29,2026-04,STL,PIT,823392,5,4,games,3,1,games,,,,8.5,0.1652,0.1748,37.17,46.32,44.52,0.42900,5.061,0.50460,0.58140,9.510,4.590,4.920,0.44350,0.53160,0.42900,5.061,0.50460,0.58140,9.510,2026-04,True,1.0,1.0,2.9
2250433,2026-04-29,2026-04,WSH,NYM,823633,14,2,games,9,2,games,,,,7.5,0.1538,0.1558,39.05,45.58,46.14,0.43310,5.342,0.60200,0.57920,9.890,4.810,5.080,0.44810,0.63570,0.43310,5.342,0.60200,0.57920,9.890,2026-04,True,1.0,1.0,2.9
2250434,2026-04-29,2026-04,DET,ATL,824930,3,4,games,3,2,games,,,,8.0,0.1634,0.1719,46.97,36.69,56.14,0.46630,4.422,0.42320,0.63120,8.260,4.250,4.010,0.49180,0.46700,0.46630,4.422,0.42320,0.63120,8.260,2026-04,True,1.0,1.0,2.9
2250435,2026-04-29,2026-04,KC,ATH,825015,2,5,games,1,4,games,,,,9.5,0.1387,0.1307,40.54,45.60,47.06,0.51650,5.666,0.45660,0.65650,10.490,5.770,4.710,0.54840,0.51610,0.51650,5.666,0.45660,0.65650,10.490,2026-04,True,1.0,1.0,2.9
2250436,2026-04-30,2026-04,DET,ATL,824929,5,2,games,0,2,games,4.5,0.5,-108,8.5,0.1588,0.1641,41.37,42.75,49.18,0.38120,4.104,0.38040,0.55650,7.760,3.450,4.310,0.38750,0.38040,0.38120,4.104,0.38040,0.55650,7.760,2026-04,True,1.0,1.0,2.9
