gameId,gameDate,month,awayTeam,homeTeam,mlbGamePk,venue,parkFactor3yr,actualF5Away,actualF5Home,actualF5Total,f5Tie,awayF5Win,awayCover,games_actualF5Away,games_actualF5Home,gamesF5Mismatch,inn1Total,awayStarterId,homeStarterId,awayStarterOutsGame,homeStarterOutsGame,awayStarterAsofIp,awayStarterPriorStarts,homeStarterAsofIp,homeStarterPriorStarts,matchupAsofIp,awayTeamAsofDepth,homeTeamAsofDepth,matchupTeamAsofDepth,bookTotal,totalLineUsed,totalLineSource,book_f5Total,live_awayAbs,live_homeAbs,live_pushAdj,live_tRaw,live_rlCoverStored,live_rlCoverFixed,live_condAway,live_projF5Total,live_synthLine,live_overRate,p1_pF5AwayMl,p1_projF5Total,p1_pF5Over,p1_pF5AwayRl,p1_projTotal,p1_tRaw,p1_pushAdj,p1_homeAbs,p1_condAway,p2_pF5AwayMl,p2_projF5Total,p2_pF5Over,p2_pF5AwayRl,calib_month,calib_T_f5,calib_league_env_mult,calib_f5_total_sd
2250006,2026-03-25,2026-03,NYY,SF,823244,Oracle Park,0.9410097101514341,7,0,7,0,1,1,7,0,0,0,608331,657277,19,15,,0,,0,,,,,7.0,7.0,bookTotal,3.5,,,,,,,,,,,0.458,4.159,0.4562,0.6298,7.75,0.17774813322310218,0.1669288799338613,0.37507112006613874,0.5497729893260959,0.458,4.159,0.4562,0.6298,2026-03,1.0,1.0,2.9
2250007,2026-03-26,2026-03,PIT,NYM,823649,Citi Field,1.0238596433357876,4,9,13,0,0,0,4,9,0,7,694973,642547,2,15,,0,,0,,,,,7.0,7.0,bookTotal,3.5,0.4008,0.43310000000000004,0.1661,0.1763,0.4808,0.5721975416716633,0.48063316944477746,4.2,4.0,0.46,0.4316,4.208,0.4628,0.6028,7.9,0.176552990402416,0.1662117942414496,0.4021882057585504,0.5176374491977203,0.4316,4.208,0.4628,0.6028,2026-03,1.0,1.0,2.9
2250008,2026-03-26,2026-03,CWS,MIL,823812,American Family Field,0.9522189984168762,1,8,9,0,0,0,1,8,0,1,681343,694819,5,15,,0,,0,,,,,7.5,7.5,bookTotal,4.5,0.3998,0.44780000000000003,0.1524,0.1535,0.4717,0.5527811467673431,0.47168475696083056,4.99,4.0,0.56,0.3992,4.371,0.4851,0.5666,8.22,0.17133754940729978,0.16308252964437986,0.43771747035562014,0.47698848947480244,0.3992,4.371,0.4851,0.5666,2026-03,1.0,1.0,2.9
2250009,2026-03-26,2026-03,WSH,CHC,824704,Wrigley Field,1.005140346320558,7,3,10,0,1,1,7,3,0,0,676917,571510,11,11,,0,,0,,,,,7.0,7.0,bookTotal,3.5,0.3492,0.493,0.1577,0.1624,0.41490000000000005,0.5096514780956903,0.4146283543101401,4.58,4.0,0.51,0.3728,4.669,0.523,0.5324,8.76,0.1615131946754933,0.15718791680529598,0.470012083194704,0.4423287319124456,0.3728,4.669,0.523,0.5324,2026-03,1.0,1.0,2.9
2250010,2026-03-26,2026-03,MIN,BAL,824865,Oriole Park at Camden Yards,1.0451331923662392,0,0,0,1,0,1,0,0,0,0,657746,669432,16,21,,0,,0,,,,,8.5,8.5,bookTotal,4.5,0.35969999999999996,0.4789,0.1614,0.1685,0.4292,0.5251546029096112,0.4289291676603863,4.42,4.5,0.42,0.3716,4.268,0.4026,0.5422,8.02,0.17491102181650223,0.16522661308990133,0.46317338691009874,0.4451507508827897,0.3716,4.268,0.4026,0.5422,2026-03,1.0,1.0,2.9
2250011,2026-03-26,2026-03,BOS,CIN,824541,Great American Ball Park,0.9902854490964874,0,0,0,1,0,1,0,0,0,0,676979,671096,18,18,,0,,0,,,,,8.0,8.0,bookTotal,3.5,0.4571,0.3791,0.1638,0.1725,0.5475,0.6248442358287492,0.5466395599138961,4.32,4.5,0.41,0.4402,4.634,0.4517,0.6015,8.62,0.16410594426706948,0.1587435665602417,0.4010564334397584,0.5232649433658356,0.4402,4.634,0.4517,0.6015,2026-03,1.0,1.0,2.9
2250012,2026-03-26,2026-03,LAA,HOU,824218,Daikin Park,0.9911732357433639,0,0,0,1,0,1,0,0,0,0,667755,686613,18,14,,0,,0,,,,,8.0,8.0,bookTotal,4.5,0.3862,0.45030000000000003,0.1635,0.172,0.4608,0.55427567244471,0.461685594739988,4.37,4.5,0.42,0.3621,4.39,0.4193,0.5286,8.3,0.16980227490247043,0.16216136494148226,0.47573863505851777,0.43218345973590677,0.3621,4.39,0.4193,0.5286,2026-03,1.0,1.0,2.9
2250013,2026-03-26,2026-03,DET,SD,823325,Petco Park,0.8944051349677884,8,0,8,0,1,1,8,0,0,4,669373,601713,18,9,,0,,0,,,,,7.0,7.0,bookTotal,3.5,0.4244,0.4,0.1757,0.1923,0.5146000000000001,0.6081533058352542,0.514798641436196,3.7800000000000002,4.0,0.4,0.4343,3.574,0.3729,0.625,6.76,0.20147137654877884,0.1811628259292673,0.3845371740707327,0.5303862767257369,0.4343,3.574,0.3729,0.625,2026-03,1.0,1.0,2.9
2250014,2026-03-26,2026-03,TB,STL,823081,Busch Stadium,0.9270781176097251,1,1,2,1,0,1,1,1,0,0,656876,669461,15,15,,0,,0,,,,,8.0,8.0,bookTotal,4.5,0.44409999999999994,0.3978,0.158,0.1629,0.5283,0.6044155700712588,0.5274973274735717,4.65,4.5,0.45,0.4426,4.12,0.3823,0.6162,7.81,0.17979148498418512,0.16815489099051106,0.38924510900948894,0.5320702077902717,0.4426,4.12,0.3823,0.6162,2026-03,1.0,1.0,2.9
2250015,2026-03-26,2026-03,TEX,PHI,823486,Citizens Bank Park,1.0484931745187165,0,5,5,0,0,0,0,5,0,2,543135,650911,14,18,,0,,0,,,,,8.0,8.0,bookTotal,4.5,0.4022,0.43520000000000003,0.1625,0.1704,0.4808,0.5688061134328357,0.480296154764748,4.38,4.5,0.42,0.4423,4.362,0.4163,0.6093,8.16,0.17136953166949345,0.16310171900169607,0.3945982809983039,0.5284991139812084,0.4423,4.362,0.4163,0.6093,2026-03,1.0,1.0,2.9
2250016,2026-03-26,2026-03,CLE,SEA,823163,T-Mobile Park,0.8411265978531404,3,3,6,1,0,1,3,3,0,2,676440,669302,15,16,,0,,0,,,,,6.5,6.5,bookTotal,3.5,0.3826,0.44909999999999994,0.1683,0.1801,0.4608,0.5572717446194542,0.46002164241914156,4.1,3.5,0.51,0.3837,3.846,0.4798,0.5665,7.3,0.19012964140037078,0.17435778484022246,0.4419422151597776,0.46472914411934074,0.3837,3.846,0.4798,0.5665,2026-03,1.0,1.0,2.9
2250017,2026-03-27,2026-03,NYY,SF,823243,Oracle Park,0.9410097101514341,0,0,0,1,0,1,0,0,0,0,693645,592662,16,16,,0,,0,,6.333333333333333,5.0,5.666666666666666,8.5,8.5,bookTotal,4.5,0.4813,0.3564,0.1623,0.1701,0.5745,0.646918514981497,0.5745493613465441,4.359999999999999,4.5,0.41,0.4284,4.306,0.4085,0.5978,8.05,0.17422723378874305,0.16481634027324582,0.4067836597267542,0.5129410699200688,0.4284,4.306,0.4085,0.5978,2026-03,1.0,1.0,2.9
2250018,2026-03-27,2026-03,ATH,TOR,822839,Rogers Centre,1.0028292007511364,1,2,3,0,0,0,1,2,0,0,622663,592332,15,18,,0,,0,,,,,8.5,8.5,bookTotal,4.5,0.39299999999999996,0.4546,0.1524,0.1535,0.46299999999999997,0.5459899716847569,0.46366210476639924,5.0,4.5,0.5,0.3784,4.543,0.4396,0.5412,8.53,0.16545780732592377,0.15955468439555426,0.46204531560444567,0.45023750263615414,0.3784,4.543,0.4396,0.5412,2026-03,1.0,1.0,2.9
2250019,2026-03-27,2026-03,COL,MIA,823893,loanDepot park,0.9585538609518026,1,2,3,0,0,0,1,2,0,0,607536,645261,13,21,,0,,0,,,,,8.0,8.0,bookTotal,4.5,0.3961,0.4407,0.1632,0.1715,0.4739,0.5636711878585087,0.4733508604206501,4.35,4.5,0.42,0.439,4.716,0.4615,0.5984,8.88,0.16169007098953192,0.15729404259371915,0.4037059574062808,0.5209409001345789,0.439,4.716,0.4615,0.5984,2026-03,1.0,1.0,2.9
2250020,2026-03-27,2026-03,KC,ATL,824946,Truist Park,0.9774370157800405,0,4,4,0,0,0,0,4,0,1,666142,519242,12,18,,0,,0,,,,,7.5,7.5,bookTotal,3.5,0.36719999999999997,0.4645,0.1682,0.1799,0.4414,0.5419350084154845,0.4415053504869544,4.109999999999999,4.0,0.45,0.3943,4.223,0.4642,0.5659,8.0,0.17647542688558848,0.16616525613135308,0.43953474386864694,0.4728754743063497,0.3943,4.223,0.4642,0.5659,2026-03,1.0,1.0,2.9
2250021,2026-03-27,2026-03,LAA,HOU,824216,Daikin Park,0.9911732357433639,5,2,7,0,1,1,5,2,0,2,579328,681347,13,17,,0,,0,,6.0,4.666666666666667,5.333333333333334,8.5,8.5,bookTotal,4.5,0.39039999999999997,0.4518,0.1578,0.1625,0.46299999999999997,0.5507213251009261,0.46354785086677747,4.69,4.5,0.46,0.3971,4.629,0.4501,0.5575,8.72,0.162654905877996,0.1578729435267976,0.4450270564732024,0.4715440466466431,0.3971,4.629,0.4501,0.5575,2026-03,1.0,1.0,2.9
2250022,2026-03-27,2026-03,DET,SD,823324,Petco Park,0.8944051349677884,0,1,1,0,0,0,0,1,0,0,664285,650633,18,15,,0,,0,,6.0,3.0,4.5,7.5,7.5,bookTotal,3.5,0.4164,0.4213,0.1623,0.17,0.4975,0.582572519995225,0.49707532529545184,4.43,4.0,0.49,0.4328,4.013,0.4365,0.6101,7.53,0.18431971745768283,0.1708718304746097,0.39632816952539024,0.5219940847598309,0.4328,4.013,0.4365,0.6101,2026-03,1.0,1.0,2.9
2250023,2026-03-27,2026-03,CLE,SEA,823162,T-Mobile Park,0.8411265978531404,1,3,4,0,0,0,1,3,0,1,668909,669923,15,18,,0,,0,,5.0,5.333333333333333,5.166666666666666,7.0,7.0,bookTotal,3.5,0.4045,0.4301,0.1654,0.1753,0.4854,0.5750018332135154,0.48466331176611555,4.26,4.0,0.47,0.409,3.897,0.4202,0.5896,7.39,0.18797430851753183,0.1730645851105191,0.4179354148894809,0.4945972716075565,0.409,3.897,0.4202,0.5896,2026-03,1.0,1.0,2.9
2250024,2026-03-28,2026-03,TB,STL,823082,Busch Stadium,0.9270781176097251,0,2,2,0,0,0,0,2,0,2,671212,700241,18,18,,0,,0,,5.0,5.0,5.0,7.5,7.5,bookTotal,3.5,0.43119999999999997,0.4165,0.1523,0.1534,0.5097999999999999,0.5840404624277457,0.508670520231214,5.03,4.0,0.57,0.4242,4.266,0.4705,0.5937,8.06,0.1742936249575668,0.16485617497454008,0.4109438250254599,0.5079364623058406,0.4242,4.266,0.4705,0.5937,2026-03,1.0,1.0,2.9
2250025,2026-03-28,2026-03,WSH,CHC,824701,Wrigley Field,1.005140346320558,2,6,8,0,0,0,2,6,0,0,571945,690990,15,19,,0,,0,,3.6666666666666665,3.6666666666666665,3.6666666666666665,8.5,8.5,bookTotal,4.5,0.34340000000000004,0.49689999999999995,0.1597,0.1657,0.4082,0.5066480185647984,0.40866357253361896,4.47,4.5,0.43,0.365,4.403,0.4207,0.5322,8.3,0.17068469260097197,0.16269081556058318,0.47230918443941683,0.43592021535553743,0.365,4.403,0.4207,0.5322,2026-03,1.0,1.0,2.9
2250026,2026-03-28,2026-03,ATH,TOR,822838,Rogers Centre,1.0028292007511364,0,1,1,0,0,0,0,1,0,0,605488,656302,16,16,,0,,0,,5.0,6.0,5.5,8.0,8.0,bookTotal,4.5,0.419,0.43170000000000003,0.1494,0.1485,0.4926,0.5679433341170937,0.49253555895145174,5.24,4.5,0.53,0.4294,4.649,0.4535,0.5905,8.7,0.16376732125967733,0.1585403927558064,0.4120596072441936,0.5103037582591735,0.4294,4.649,0.4535,0.5905,2026-03,1.0,1.0,2.9
2250027,2026-03-28,2026-03,MIN,BAL,824862,Oriole Park at Camden Yards,1.0451331923662392,3,1,4,0,1,1,3,1,0,0,671737,680694,13,14,,0,,0,,5.333333333333333,7.0,6.166666666666666,7.5,7.5,bookTotal,4.5,0.37070000000000003,0.47090000000000004,0.1585,0.1637,0.44049999999999995,0.5321092810457517,0.4404705323193916,4.58,4.0,0.51,0.3775,4.589,0.5127,0.5394,8.59,0.16435062514555418,0.1588903750873325,0.46360962491266755,0.4488118894599451,0.3775,4.589,0.5127,0.5394,2026-03,1.0,1.0,2.9
2250028,2026-03-28,2026-03,TEX,PHI,823488,Citizens Bank Park,1.0484931745187165,3,0,3,0,1,1,3,0,0,1,656641,605400,12,15,,0,,0,,4.666666666666667,6.0,5.333333333333334,7.5,7.5,bookTotal,4.5,0.434,0.4147,0.1513,0.1517,0.5122,0.5854954518675621,0.5113703310946153,5.0600000000000005,4.0,0.57,0.4533,4.817,0.5414,0.6094,8.97,0.15757491232635656,0.15482494739581393,0.39187505260418604,0.5363385947127456,0.4533,4.817,0.5414,0.6094,2026-03,1.0,1.0,2.9
2250029,2026-03-28,2026-03,BOS,CIN,824540,Great American Ball Park,0.9902854490964874,3,5,8,0,0,0,3,5,0,2,543243,663903,12,12,,0,,0,,6.0,6.0,6.0,7.5,7.5,bookTotal,3.5,0.3987,0.445,0.1562,0.1599,0.4717,0.556851730267836,0.47256133696811664,4.77,4.0,0.54,0.4161,4.486,0.4999,0.5805,8.38,0.16779013967182002,0.160954083803092,0.42294591619690797,0.4959204162342283,0.4161,4.486,0.4999,0.5805,2026-03,1.0,1.0,2.9
2250030,2026-03-28,2026-03,PIT,NYM,823651,Citi Field,1.0238596433357876,0,0,0,1,0,1,0,0,0,0,656605,656849,18,16,,0,,0,,0.6666666666666666,5.0,2.8333333333333335,7.5,7.5,bookTotal,3.5,0.4175,0.431,0.1515,0.152,0.4926,0.5692539776075427,0.49204478491455506,5.0600000000000005,4.0,0.57,0.4009,4.581,0.5128,0.5624,8.6,0.16404340083327845,0.15870604049996706,0.4403939595000329,0.4765278479334955,0.4009,4.581,0.5128,0.5624,2026-03,1.0,1.0,2.9
2250031,2026-03-28,2026-03,COL,MIA,823892,loanDepot park,0.9585538609518026,3,3,6,1,0,1,3,3,0,0,547179,691587,13,21,,0,,0,,4.333333333333333,7.0,5.666666666666666,7.5,7.5,bookTotal,4.5,0.3513,0.4877,0.161,0.1678,0.41840000000000005,0.5162527532777116,0.41871275327771157,4.45,4.0,0.5,0.4067,4.452,0.4951,0.5719,8.43,0.16869033731523542,0.16149420238914125,0.4318057976108587,0.4850294430388005,0.4067,4.452,0.4951,0.5719,2026-03,1.0,1.0,2.9
2250032,2026-03-28,2026-03,LAA,HOU,824213,Daikin Park,0.9911732357433639,6,3,9,0,1,1,6,3,0,0,672282,664299,14,14,,0,,0,,5.166666666666666,5.166666666666667,5.166666666666666,9.0,9.0,bookTotal,4.5,0.4154,0.42469999999999997,0.1599,0.166,0.495,0.5783837638376383,0.4944649446494465,4.529999999999999,5.0,0.38,0.4116,4.488,0.3748,0.5761,8.45,0.16786917532365953,0.1610015051941957,0.42739849480580433,0.49058490873129573,0.4116,4.488,0.3748,0.5761,2026-03,1.0,1.0,2.9
2250033,2026-03-28,2026-03,CWS,MIL,823811,American Family Field,0.9522189984168762,1,4,5,0,0,0,1,4,0,3,680732,694477,12,13,,0,,0,,1.6666666666666667,5.0,3.3333333333333335,8.0,8.0,bookTotal,4.5,0.35609999999999997,0.49729999999999996,0.1466,0.1439,0.4167,0.501126634637919,0.4172720881181158,5.36,4.5,0.54,0.3717,4.595,0.446,0.5321,8.63,0.16247943354392375,0.15776766012635424,0.47053233987364584,0.4413271521439838,0.3717,4.595,0.446,0.5321,2026-03,1.0,1.0,2.9
2250034,2026-03-28,2026-03,KC,ATL,824945,Truist Park,0.9774370157800405,0,0,0,1,0,1,0,0,0,0,608379,625643,18,18,,0,,0,,4.0,6.0,5.0,8.5,8.5,bookTotal,4.5,0.4007,0.44,0.1593,0.1651,0.47619999999999996,0.5630355656000952,0.47662662067324846,4.59,4.5,0.45,0.4963,5.3,0.533,0.6428,9.85,0.1452252273491303,0.14741513640947818,0.35628486359052186,0.5821121406142652,0.4963,5.3,0.533,0.6428,2026-03,1.0,1.0,2.9
2250035,2026-03-28,2026-03,NYY,SF,823241,Oracle Park,0.9410097101514341,3,1,4,0,1,1,3,1,0,0,701542,641816,13,12,,0,,0,,5.833333333333333,5.166666666666666,5.5,8.5,8.5,bookTotal,4.5,0.4043,0.4276,0.1681,0.1797,0.4854,0.5783624474095445,0.4859959129703089,4.12,4.5,0.38,0.3877,4.369,0.4167,0.5543,8.18,0.17021278749208058,0.16240767249524835,0.4498923275047517,0.46287434503487684,0.3877,4.369,0.4167,0.5543,2026-03,1.0,1.0,2.9
2250036,2026-03-28,2026-03,DET,SD,823323,Petco Park,0.8944051349677884,0,3,3,0,0,0,0,3,0,0,656427,681190,13,18,,0,,0,,6.0,4.0,5.0,8.0,8.0,bookTotal,4.5,0.4023,0.4326,0.1651,0.1747,0.4808,0.5723742005030542,0.4818541142651815,4.28,4.5,0.4,0.4194,4.286,0.4054,0.5885,8.02,0.1737228282244228,0.16451369693465367,0.41608630306534633,0.5019830947093303,0.4194,4.286,0.4054,0.5885,2026-03,1.0,1.0,2.9
2250037,2026-03-28,2026-03,CLE,SEA,823161,T-Mobile Park,0.8411265978531404,0,2,2,0,0,0,0,2,0,0,676282,693433,11,18,,0,,0,,5.0,5.666666666666666,5.333333333333333,7.0,7.0,bookTotal,3.5,0.3766,0.4483,0.1751,0.1914,0.45659999999999995,0.5605583949569645,0.4565401866892957,3.8099999999999996,4.0,0.41,0.3881,3.557,0.3705,0.5808,6.8,0.2025348146815359,0.18180088880892153,0.43009911119107846,0.47433441895950057,0.3881,3.557,0.3705,0.5808,2026-03,1.0,1.0,2.9
2250038,2026-03-29,2026-03,MIN,BAL,824864,Oriole Park at Camden Yards,1.0451331923662392,4,3,7,0,1,1,4,3,0,0,641927,669358,12,16,,0,,0,,4.833333333333333,5.833333333333334,5.333333333333334,9.0,9.0,bookTotal,4.5,0.40340000000000004,0.4428,0.1538,0.1558,0.47619999999999996,0.5582465610966675,0.4767194516662728,4.9,5.0,0.43,0.4174,5.137,0.4555,0.5676,9.55,0.15007772320837962,0.15032663392502776,0.43227336607497224,0.4912475978012121,0.4174,5.137,0.4555,0.5676,2026-03,1.0,1.0,2.9
2250039,2026-03-29,2026-03,TEX,PHI,823487,Citizens Bank Park,1.0484931745187165,5,0,5,0,1,1,5,0,0,0,669022,666200,16,18,,0,,0,,4.333333333333334,5.5,4.916666666666667,8.0,8.0,bookTotal,4.5,0.3544,0.4946,0.151,0.1512,0.4167,0.5055165135453474,0.41743227326266197,5.05,4.5,0.5,0.4059,4.967,0.4938,0.5594,9.25,0.15416379531058086,0.1527782771863485,0.44132172281365156,0.4790953643775711,0.4059,4.967,0.4938,0.5594,2026-03,1.0,1.0,2.9
2250040,2026-03-29,2026-03,KC,ATL,824944,Truist Park,0.9774370157800405,3,0,3,0,1,1,3,0,0,0,607625,656550,19,15,,0,,0,,5.0,6.0,5.5,8.0,8.0,bookTotal,4.5,0.37420000000000003,0.47340000000000004,0.1523,0.1534,0.44049999999999995,0.5271144272737998,0.44148183105238314,4.96,4.5,0.49,0.4,4.758,0.4674,0.5579,8.96,0.1595842858057244,0.15603057148343463,0.44396942851656535,0.4739508168004084,0.4,4.758,0.4674,0.5579,2026-03,1.0,1.0,2.9
2250041,2026-03-29,2026-03,ATH,TOR,822837,Rogers Centre,1.0028292007511364,2,5,7,0,0,0,2,5,0,1,806960,641778,13,16,,0,,0,,5.166666666666666,5.666666666666666,5.416666666666666,9.0,9.0,bookTotal,4.5,0.4322,0.41950000000000004,0.1483,0.1467,0.5074000000000001,0.5797119290830104,0.507455676881531,5.279999999999999,5.0,0.47,0.4058,4.463,0.3709,0.5708,8.38,0.16843196199570162,0.16133917719742097,0.4328608228025791,0.48386664664259077,0.4058,4.463,0.3709,0.5708,2026-03,1.0,1.0,2.9
2250042,2026-03-29,2026-03,BOS,CIN,824538,Great American Ball Park,0.9902854490964874,2,0,2,0,1,1,2,0,0,0,813349,695076,16,15,,0,,0,,5.0,5.0,5.0,8.5,8.5,bookTotal,4.5,0.46159999999999995,0.37670000000000003,0.1617,0.1691,0.5516,0.6266252773470118,0.5506381963497554,4.4,4.5,0.42,0.4422,4.508,0.4347,0.6054,8.4,0.1665352498570739,0.16020114991424433,0.39759885008575574,0.5265546624109392,0.4422,4.508,0.4347,0.6054,2026-03,1.0,1.0,2.9
2250043,2026-03-29,2026-03,PIT,NYM,823647,Citi Field,1.0238596433357876,2,2,4,1,0,1,2,2,0,1,669387,690997,13,15,,0,,0,,3.3333333333333335,5.166666666666666,4.25,7.5,7.5,bookTotal,4.5,0.3486,0.4914,0.1601,0.1663,0.41490000000000005,0.5123266936540065,0.415,4.5,4.0,0.5,0.3745,4.423,0.4916,0.541,8.32,0.169940395630936,0.16224423737856158,0.46325576262143836,0.4470276621292876,0.3745,4.423,0.4916,0.541,2026-03,1.0,1.0,2.9
2250044,2026-03-29,2026-03,COL,MIA,823891,loanDepot park,0.9585538609518026,3,2,5,0,1,1,3,2,0,4,500779,676974,13,15,,0,,0,,4.333333333333333,7.0,5.666666666666666,8.0,8.0,bookTotal,4.5,0.4361,0.405,0.1589,0.1644,0.5192,0.5976483176792295,0.5184876946855309,4.6,4.5,0.45,0.4803,4.781,0.4699,0.6365,8.96,0.1578183879423122,0.15497103276538732,0.36472896723461273,0.5683828822718335,0.4803,4.781,0.4699,0.6365,2026-03,1.0,1.0,2.9
2250045,2026-03-29,2026-03,LAA,HOU,824215,Daikin Park,0.9911732357433639,6,6,12,1,0,1,6,6,0,0,686799,837227,12,8,,0,,0,,5.0,5.0,5.0,9.0,9.0,bookTotal,4.5,0.35200000000000004,0.5008,0.1471,0.1448,0.4132,0.49774923203189125,0.4127579737335835,5.33,5.0,0.48,0.3529,5.165,0.4582,0.5024,9.7,0.14926108434446048,0.14983665060667628,0.49726334939332373,0.4150966990659258,0.3529,5.165,0.4582,0.5024,2026-03,1.0,1.0,2.9
2250046,2026-03-29,2026-03,CWS,MIL,823810,American Family Field,0.9522189984168762,7,2,9,0,1,1,7,2,0,6,641743,687075,14,9,,0,,0,,2.8333333333333335,4.666666666666666,3.75,7.5,7.5,bookTotal,4.5,0.3486,0.5032,0.1482,0.1465,0.40979999999999994,0.4957957266964076,0.4092509978868279,5.25,4.0,0.59,0.3962,4.241,0.4676,0.5666,8.0,0.17501685598751945,0.16529011359251167,0.43850988640748834,0.4746559330993514,0.3962,4.241,0.4676,0.5666,2026-03,1.0,1.0,2.9
2250047,2026-03-29,2026-03,TB,STL,823079,Busch Stadium,0.9270781176097251,6,4,10,0,1,1,6,4,0,0,571927,669160,15,12,,0,,0,,5.5,5.5,5.5,7.5,7.5,bookTotal,4.5,0.48229999999999995,0.3644,0.1533,0.155,0.569,0.636331640486595,0.5696232431794023,4.880000000000001,4.0,0.55,0.4621,4.298,0.4749,0.6302,8.1,0.17303999901248582,0.16410399940749149,0.37379600059250856,0.5528199676424452,0.4621,4.298,0.4749,0.6302,2026-03,1.0,1.0,2.9
2250048,2026-03-29,2026-03,WSH,CHC,824700,Wrigley Field,1.005140346320558,3,2,5,0,1,1,3,2,0,3,663623,684007,15,15,,0,,0,,4.333333333333333,5.0,4.666666666666666,9.0,9.0,bookTotal,5.5,0.3395,0.5052,0.1552,0.1583,0.40159999999999996,0.4965542021780303,0.40191784065348646,4.75,5.0,0.41,0.3696,4.69,0.3991,0.5285,8.79,0.16064305991719782,0.1566658359503187,0.4737341640496814,0.4382604378615291,0.3696,4.69,0.3991,0.5285,2026-03,1.0,1.0,2.9
2250049,2026-03-29,2026-03,CLE,SEA,823160,T-Mobile Park,0.8411265978531404,0,6,6,0,0,0,0,6,0,0,677944,676106,13,18,,0,,0,,4.555555555555555,5.777777777777778,5.166666666666666,7.5,7.5,bookTotal,4.5,0.40840000000000004,0.4285,0.1631,0.1713,0.4878,0.5756984705460628,0.4879913968216036,4.36,4.0,0.48,0.4272,4.077,0.445,0.6026,7.7,0.18179736553873072,0.16935841932323842,0.40344158067676156,0.5143012460945439,0.4272,4.077,0.445,0.6026,2026-03,1.0,1.0,2.9
2250050,2026-03-30,2026-03,MIN,KC,824135,Kauffman Stadium,0.998168321517966,1,2,3,0,0,0,1,2,0,0,680573,663460,15,18,,0,,0,,4.555555555555555,5.444444444444444,5.0,10.0,10.0,bookTotal,5.5,0.42,0.4092,0.1708,0.1842,0.5074000000000001,0.5974127351664255,0.5065123010130246,3.9699999999999998,5.5,0.25,0.3869,4.475,0.3149,0.5516,8.43,0.16786649080128946,0.16099989448077368,0.4521001055192263,0.4611441613115911,0.3869,4.475,0.3149,0.5516,2026-03,1.0,1.0,2.9
2250051,2026-03-30,2026-03,TEX,BAL,824863,Oriole Park at Camden Yards,1.0451331923662392,4,2,6,0,1,1,4,2,0,2,683004,605135,18,13,,0,,0,,4.666666666666667,5.666666666666667,5.166666666666667,9.0,9.0,bookTotal,5.5,0.4224,0.4207,0.1569,0.161,0.5,0.5813458664452615,0.5010081840825525,4.71,5.0,0.4,0.4261,4.909,0.4266,0.5799,9.16,0.15458098961132022,0.15302859376679212,0.42087140623320796,0.5030866412539506,0.4261,4.909,0.4266,0.5799,2026-03,1.0,1.0,2.9
2250052,2026-03-30,2026-03,PIT,CIN,824539,Great American Ball Park,0.9902854490964874,0,2,2,0,0,0,0,2,0,0,677952,695505,18,15,,0,,0,,3.6666666666666665,5.0,4.333333333333333,8.5,8.5,bookTotal,4.5,0.40659999999999996,0.4303,0.1631,0.1714,0.4854,0.5739675230015533,0.4858406022224877,4.37,4.5,0.42,0.4411,4.532,0.4389,0.6036,8.51,0.1656360099961211,0.15966160599767265,0.3992383940023273,0.5249075885955277,0.4411,4.532,0.4389,0.6036,2026-03,1.0,1.0,2.9
2250053,2026-03-30,2026-03,WSH,PHI,823484,Citizens Bank Park,1.0484931745187165,7,2,9,0,1,1,7,2,0,4,656492,592836,15,14,,0,,0,,4.555555555555555,5.666666666666667,5.111111111111111,9.0,9.0,bookTotal,5.5,0.4181,0.439,0.1429,0.1377,0.4878,0.5583366001633416,0.48780772371951936,5.779999999999999,5.0,0.53,0.4227,5.063,0.4456,0.5744,9.44,0.15194884075370416,0.1514493044522225,0.42585069554777744,0.49814348419940685,0.4227,5.063,0.4456,0.5744,2026-03,1.0,1.0,2.9
2250054,2026-03-30,2026-03,CWS,MIA,823890,loanDepot park,0.9585538609518026,8,3,11,0,1,1,8,3,0,0,663436,663978,15,12,,0,,0,,3.4444444444444446,6.333333333333333,4.888888888888889,8.0,8.0,bookTotal,4.5,0.4168,0.4257,0.1575,0.162,0.495,0.5765737685459941,0.4947181008902077,4.68,4.5,0.46,0.4249,4.423,0.4237,0.5903,8.38,0.16913858829785328,0.16176315297871197,0.413336847021288,0.5068973065427762,0.4249,4.423,0.4237,0.5903,2026-03,1.0,1.0,2.9
2250055,2026-03-30,2026-03,COL,TOR,822834,Rogers Centre,1.0028292007511364,2,1,3,0,1,1,2,1,0,0,608372,664074,14,7,,0,,0,,4.333333333333333,5.5555555555555545,4.944444444444444,8.0,8.0,bookTotal,4.5,0.35590000000000005,0.5015,0.1425,0.1371,0.41490000000000005,0.49524123615160354,0.4150921390249593,5.66,4.5,0.57,0.418,5.16,0.5164,0.5684,9.66,0.1503264865488312,0.15047589192929872,0.43152410807070135,0.4920401858274422,0.418,5.16,0.5164,0.5684,2026-03,1.0,1.0,2.9
